,DUK US Equity
2020-09-06,11.114
2020-09-07,11.114
2020-09-08,11.081
2020-09-09,11.336
2020-09-10,11.255
2020-09-11,11.397
2020-09-12,11.397
2020-09-13,11.397
2020-09-14,11.582
2020-09-15,11.592
2020-09-16,11.645
2020-09-17,11.64
2020-09-18,11.413
2020-09-19,11.413
2020-09-20,11.413
2020-09-21,11.361
2020-09-22,11.377
2020-09-23,11.183
2020-09-24,11.237
2020-09-25,11.347
2020-09-26,11.347
2020-09-27,11.347
2020-09-28,11.402
2020-09-29,11.339
2020-09-30,12.185
2020-10-01,12.39
2020-10-02,12.6
2020-10-03,12.6
2020-10-04,12.6
2020-10-05,12.622
2020-10-06,12.489
2020-10-07,12.562
2020-10-08,12.816
2020-10-09,12.837
2020-10-10,12.837
2020-10-11,12.837
2020-10-12,12.811
2020-10-13,12.785
2020-10-14,12.75
2020-10-15,12.559
2020-10-16,12.615
2020-10-17,12.615
2020-10-18,12.615
2020-10-19,12.511
2020-10-20,12.51
2020-10-21,12.571
2020-10-22,12.758
2020-10-23,12.607
2020-10-24,12.607
2020-10-25,12.607
2020-10-26,12.662
2020-10-27,12.646
2020-10-28,12.363
2020-10-29,12.534
2020-10-30,12.516
2020-10-31,12.516
2020-11-01,12.516
2020-11-02,12.749
2020-11-03,12.98
2020-11-04,12.712
2020-11-05,12.803
2020-11-06,12.832
2020-11-07,12.832
2020-11-08,12.832
2020-11-09,13.625
2020-11-10,13.873
2020-11-11,13.898
2020-11-12,13.595
2020-11-13,13.701
2020-11-14,13.701
2020-11-15,13.701
2020-11-16,13.705
2020-11-17,13.404
2020-11-18,13.203
2020-11-19,13.228
2020-11-20,13.354
2020-11-21,13.354
2020-11-22,13.354
2020-11-23,13.463
2020-11-24,13.849
2020-11-25,13.833
2020-11-26,13.833
2020-11-27,13.61
2020-11-28,13.61
2020-11-29,13.61
2020-11-30,13.331
2020-12-01,13.417
2020-12-02,13.505
2020-12-03,13.286
2020-12-04,13.114
2020-12-05,13.114
2020-12-06,13.114
2020-12-07,13.217
2020-12-08,13.165
2020-12-09,13.148
2020-12-10,13.201
2020-12-11,13.17
2020-12-12,13.17
2020-12-13,13.17
2020-12-14,13.111
2020-12-15,13.252
2020-12-16,13.036
2020-12-17,13.167
2020-12-18,12.994
2020-12-19,12.994
2020-12-20,12.994
2020-12-21,12.819
2020-12-22,12.881
2020-12-23,12.81
2020-12-24,12.901
2020-12-25,12.901
2020-12-26,12.901
2020-12-27,12.901
2020-12-28,12.984
2020-12-29,12.928
2020-12-30,13.029
2020-12-31,13.236
2021-01-01,13.236
2021-01-02,13.236
2021-01-03,13.236
2021-01-04,12.968
2021-01-05,12.974
2021-01-06,13.142
2021-01-07,12.994
2021-01-08,13.017
2021-01-09,13.017
2021-01-10,13.017
2021-01-11,12.908
2021-01-12,12.855
2021-01-13,13.236
2021-01-14,13.211
2021-01-15,13.276
2021-01-16,13.276
2021-01-17,13.276
2021-01-18,13.276
2021-01-19,13.035
2021-01-20,13.039
2021-01-21,12.953
2021-01-22,12.969
2021-01-23,12.969
2021-01-24,12.969
2021-01-25,13.345
2021-01-26,13.36
2021-01-27,13.186
2021-01-28,13.153
2021-01-29,13.438
2021-01-30,13.438
2021-01-31,13.438
2021-02-01,13.361
2021-02-02,13.353
2021-02-03,13.394
2021-02-04,13.532
2021-02-05,13.588
2021-02-06,13.588
2021-02-07,13.588
2021-02-08,13.424
2021-02-09,13.384
2021-02-10,13.439
2021-02-11,13.127
2021-02-12,12.846
2021-02-13,12.846
2021-02-14,12.846
2021-02-15,12.846
2021-02-16,12.644
2021-02-17,12.761
2021-02-18,12.809
2021-02-19,12.651
2021-02-20,12.651
2021-02-21,12.651
2021-02-22,12.64
2021-02-23,12.739
2021-02-24,12.495
2021-02-25,12.464
2021-02-26,12.265
2021-02-27,12.265
2021-02-28,12.265
2021-03-01,12.473
2021-03-02,12.501
2021-03-03,12.53
2021-03-04,12.414
2021-03-05,12.711
2021-03-06,12.711
2021-03-07,12.711
2021-03-08,12.953
2021-03-09,13.058
2021-03-10,13.035
2021-03-11,13.021
2021-03-12,13.123
2021-03-13,13.123
2021-03-14,13.123
2021-03-15,13.256
2021-03-16,13.355
2021-03-17,13.187
2021-03-18,13.256
2021-03-19,13.312
2021-03-20,13.312
2021-03-21,13.312
2021-03-22,13.37
2021-03-23,13.499
2021-03-24,13.552
2021-03-25,13.716
2021-03-26,13.759
2021-03-27,13.759
2021-03-28,13.759
2021-03-29,14.01
2021-03-30,13.818
2021-03-31,13.859
2021-04-01,13.83
2021-04-02,13.83
2021-04-03,13.83
2021-04-04,13.83
2021-04-05,13.908
2021-04-06,14.0
2021-04-07,14.035
2021-04-08,14.007
2021-04-09,13.995
2021-04-10,13.995
2021-04-11,13.995
2021-04-12,14.01
2021-04-13,14.133
2021-04-14,14.249
2021-04-15,14.387
2021-04-16,14.555
2021-04-17,14.555
2021-04-18,14.555
2021-04-19,14.487
2021-04-20,14.657
2021-04-21,14.609
2021-04-22,14.463
2021-04-23,14.43
2021-04-24,14.43
2021-04-25,14.43
2021-04-26,14.336
2021-04-27,14.25
2021-04-28,14.245
2021-04-29,14.386
2021-04-30,14.551
2021-05-01,14.551
2021-05-02,14.551
2021-05-03,14.554
2021-05-04,14.564
2021-05-05,14.359
2021-05-06,14.529
2021-05-07,14.576
2021-05-08,14.576
2021-05-09,14.576
2021-05-10,14.984
2021-05-11,14.969
2021-05-12,14.62
2021-05-13,15.021
2021-05-14,15.029
2021-05-15,15.029
2021-05-16,15.029
2021-05-17,14.941
2021-05-18,14.941
2021-05-19,14.748
2021-05-20,14.909
2021-05-21,14.995
2021-05-22,14.995
2021-05-23,14.995
2021-05-24,14.915
2021-05-25,14.769
2021-05-26,14.74
2021-05-27,14.58
2021-05-28,14.611
2021-05-29,14.611
2021-05-30,14.611
2021-05-31,14.611
2021-06-01,14.59
2021-06-02,14.678
2021-06-03,14.822
2021-06-04,14.741
2021-06-05,14.741
2021-06-06,14.741
2021-06-07,14.797
2021-06-08,14.612
2021-06-09,14.728
2021-06-10,14.775
2021-06-11,14.807
2021-06-12,14.807
2021-06-13,14.807
2021-06-14,14.894
2021-06-15,14.994
2021-06-16,14.789
2021-06-17,14.878
2021-06-18,14.47
2021-06-19,14.47
2021-06-20,14.47
2021-06-21,14.717
2021-06-22,14.584
2021-06-23,14.415
2021-06-24,14.382
2021-06-25,14.476
2021-06-26,14.476
2021-06-27,14.476
2021-06-28,14.518
2021-06-29,14.244
2021-06-30,14.331
2021-07-01,14.452
2021-07-02,14.446
2021-07-03,14.446
2021-07-04,14.446
2021-07-05,14.446
2021-07-06,14.492
2021-07-07,14.571
2021-07-08,14.598
2021-07-09,14.613
2021-07-10,14.613
2021-07-11,14.613
2021-07-12,14.739
2021-07-13,14.739
2021-07-14,14.909
2021-07-15,15.089
2021-07-16,15.208
2021-07-17,15.208
2021-07-18,15.208
2021-07-19,15.096
2021-07-20,15.075
2021-07-21,14.99
2021-07-22,14.955
2021-07-23,15.181
2021-07-24,15.181
2021-07-25,15.181
2021-07-26,15.197
2021-07-27,15.455
2021-07-28,15.352
2021-07-29,15.356
2021-07-30,15.274
2021-07-31,15.274
2021-08-01,15.274
2021-08-02,15.431
2021-08-03,15.492
2021-08-04,15.509
2021-08-05,15.686
2021-08-06,15.545
2021-08-07,15.545
2021-08-08,15.545
2021-08-09,15.427
2021-08-10,15.534
2021-08-11,15.569
2021-08-12,15.5
2021-08-13,15.546
2021-08-14,15.546
2021-08-15,15.546
2021-08-16,15.811
2021-08-17,15.807
2021-08-18,15.71
2021-08-19,15.695
2021-08-20,15.744
2021-08-21,15.744
2021-08-22,15.744
2021-08-23,15.541
2021-08-24,15.441
2021-08-25,15.475
2021-08-26,15.397
2021-08-27,15.371
2021-08-28,15.371
2021-08-29,15.371
2021-08-30,15.388
2021-08-31,15.369
2021-09-01,15.586
2021-09-02,15.664
2021-09-03,15.522
2021-09-04,15.522
2021-09-05,15.522
2021-09-06,15.522
2021-09-07,15.157
2021-09-08,15.47
2021-09-09,15.366
2021-09-10,15.157
2021-09-11,15.157
2021-09-12,15.157
2021-09-13,15.088
2021-09-14,14.924
2021-09-15,14.986
2021-09-16,14.895
2021-09-17,14.639
2021-09-18,14.639
2021-09-19,14.639
2021-09-20,14.635
2021-09-21,14.529
2021-09-22,14.473
2021-09-23,14.452
2021-09-24,14.461
2021-09-25,14.461
2021-09-26,14.461
2021-09-27,14.339
2021-09-28,14.254
2021-09-29,14.444
2021-09-30,14.333
2021-10-01,14.461
2021-10-02,14.461
2021-10-03,14.461
2021-10-04,14.799
2021-10-05,14.703
2021-10-06,14.949
2021-10-07,14.819
2021-10-08,14.756
2021-10-09,14.756
2021-10-10,14.756
2021-10-11,14.635
2021-10-12,14.651
2021-10-13,14.781
2021-10-14,14.92
2021-10-15,14.729
2021-10-16,14.729
2021-10-17,14.729
2021-10-18,14.657
2021-10-19,14.841
2021-10-20,14.995
2021-10-21,15.108
2021-10-22,15.223
2021-10-23,15.223
2021-10-24,15.223
2021-10-25,15.078
2021-10-26,15.144
2021-10-27,15.066
2021-10-28,15.026
2021-10-29,14.956
2021-10-30,14.956
2021-10-31,14.956
2021-11-01,15.0
2021-11-02,15.02
2021-11-03,15.034
2021-11-04,14.811
2021-11-05,14.907
2021-11-06,14.907
2021-11-07,14.907
2021-11-08,14.869
2021-11-09,14.949
2021-11-10,14.995
2021-11-11,14.793
2021-11-12,14.739
2021-11-13,14.739
2021-11-14,14.739
2021-11-15,14.845
2021-11-16,14.62
2021-11-17,14.607
2021-11-18,14.516
2021-11-19,14.523
2021-11-20,14.523
2021-11-21,14.523
2021-11-22,14.793
2021-11-23,14.865
2021-11-24,14.783
2021-11-25,14.783
2021-11-26,14.65
2021-11-27,14.65
2021-11-28,14.65
2021-11-29,14.789
2021-11-30,14.315
2021-12-01,14.257
2021-12-02,14.409
2021-12-03,14.765
2021-12-04,14.765
2021-12-05,14.765
2021-12-06,14.964
2021-12-07,14.958
2021-12-08,14.911
2021-12-09,14.826
2021-12-10,15.008
2021-12-11,15.008
2021-12-12,15.008
2021-12-13,15.244
2021-12-14,15.209
2021-12-15,15.365
2021-12-16,15.471
2021-12-17,15.252
2021-12-18,15.252
2021-12-19,15.252
2021-12-20,15.345
2021-12-21,15.249
2021-12-22,15.27
2021-12-23,15.241
2021-12-24,15.241
2021-12-25,15.241
2021-12-26,15.241
2021-12-27,15.289
2021-12-28,15.478
2021-12-29,15.506
2021-12-30,15.511
2021-12-31,15.527
2022-01-01,15.527
2022-01-02,15.527
2022-01-03,15.318
2022-01-04,15.307
2022-01-05,15.341
2022-01-06,15.315
2022-01-07,15.468
2022-01-08,15.468
2022-01-09,15.468
2022-01-10,15.492
2022-01-11,15.295
2022-01-12,15.353
2022-01-13,15.431
2022-01-14,15.415
2022-01-15,15.415
2022-01-16,15.415
2022-01-17,15.415
2022-01-18,15.093
2022-01-19,15.138
2022-01-20,15.158
2022-01-21,15.258
2022-01-22,15.258
2022-01-23,15.258
2022-01-24,15.223
2022-01-25,15.16
2022-01-26,15.105
2022-01-27,15.298
2022-01-28,15.517
2022-01-29,15.517
2022-01-30,15.517
2022-01-31,15.566
2022-02-01,15.327
2022-02-02,15.557
2022-02-03,15.621
2022-02-04,15.446
2022-02-05,15.446
2022-02-06,15.446
2022-02-07,15.459
2022-02-08,15.47
2022-02-09,15.514
2022-02-10,14.785
2022-02-11,14.791
2022-02-12,14.791
2022-02-13,14.791
2022-02-14,14.831
2022-02-15,14.734
2022-02-16,14.765
2022-02-17,14.796
2022-02-18,14.958
2022-02-19,14.958
2022-02-20,14.958
2022-02-21,14.958
2022-02-22,14.904
2022-02-23,14.637
2022-02-24,14.543
2022-02-25,15.019
2022-02-26,15.019
2022-02-27,15.019
2022-02-28,15.048
2022-03-01,14.961
2022-03-02,15.105
2022-03-03,15.382
2022-03-04,15.775
2022-03-05,15.775
2022-03-06,15.775
2022-03-07,15.97
2022-03-08,15.785
2022-03-09,15.765
2022-03-10,15.893
2022-03-11,15.886
2022-03-12,15.886
2022-03-13,15.886
2022-03-14,15.884
2022-03-15,15.942
2022-03-16,15.855
2022-03-17,15.934
2022-03-18,15.717
2022-03-19,15.717
2022-03-20,15.717
2022-03-21,15.884
2022-03-22,15.888
2022-03-23,15.979
2022-03-24,16.074
2022-03-25,16.323
2022-03-26,16.323
2022-03-27,16.323
2022-03-28,16.459
2022-03-29,16.598
2022-03-30,16.674
2022-03-31,16.701
2022-04-01,16.875
2022-04-02,16.875
2022-04-03,16.875
2022-04-04,16.72
2022-04-05,16.83
2022-04-06,17.237
2022-04-07,17.194
2022-04-08,17.267
2022-04-09,17.267
2022-04-10,17.267
2022-04-11,17.099
2022-04-12,17.277
2022-04-13,17.231
2022-04-14,17.192
2022-04-15,17.192
2022-04-16,17.192
2022-04-17,17.192
2022-04-18,17.101
2022-04-19,17.121
2022-04-20,17.265
2022-04-21,17.242
2022-04-22,17.093
2022-04-23,17.093
2022-04-24,17.093
2022-04-25,16.997
2022-04-26,16.957
2022-04-27,16.896
2022-04-28,17.002
2022-04-29,16.458
2022-04-30,16.458
2022-05-01,16.458
2022-05-02,16.24
2022-05-03,16.189
2022-05-04,16.51
2022-05-05,16.442
2022-05-06,16.637
2022-05-07,16.637
2022-05-08,16.637
2022-05-09,16.562
2022-05-10,16.279
2022-05-11,16.429
2022-05-12,16.417
2022-05-13,16.485
2022-05-14,16.485
2022-05-15,16.485
2022-05-16,16.595
2022-05-17,16.493
2022-05-18,16.425
2022-05-19,16.432
2022-05-20,16.565
2022-05-21,16.565
2022-05-22,16.565
2022-05-23,16.713
2022-05-24,17.04
2022-05-25,16.965
2022-05-26,17.092
2022-05-27,17.268
2022-05-28,17.268
2022-05-29,17.268
2022-05-30,17.268
2022-05-31,16.985
2022-06-01,16.856
2022-06-02,16.874
2022-06-03,16.79
2022-06-04,16.79
2022-06-05,16.79
2022-06-06,16.783
2022-06-07,16.968
2022-06-08,16.684
2022-06-09,16.267
2022-06-10,16.273
2022-06-11,16.273
2022-06-12,16.273
2022-06-13,15.618
2022-06-14,15.239
2022-06-15,15.124
2022-06-16,15.028
2022-06-17,14.768
2022-06-18,14.768
2022-06-19,14.768
2022-06-20,14.768
2022-06-21,14.978
2022-06-22,15.121
2022-06-23,15.612
2022-06-24,15.781
2022-06-25,15.781
2022-06-26,15.781
2022-06-27,15.882
2022-06-28,15.958
2022-06-29,16.005
2022-06-30,16.186
2022-07-01,16.55
2022-07-02,16.55
2022-07-03,16.55
2022-07-04,16.55
2022-07-05,16.054
2022-07-06,16.239
2022-07-07,16.126
2022-07-08,15.987
2022-07-09,15.987
2022-07-10,15.987
2022-07-11,16.296
2022-07-12,16.253
2022-07-13,16.188
2022-07-14,16.149
2022-07-15,16.222
2022-07-16,16.222
2022-07-17,16.222
2022-07-18,15.925
2022-07-19,15.941
2022-07-20,15.556
2022-07-21,15.642
2022-07-22,15.859
2022-07-23,15.859
2022-07-24,15.859
2022-07-25,16.01
2022-07-26,16.168
2022-07-27,16.092
2022-07-28,16.459
2022-07-29,16.607
2022-07-30,16.607
2022-07-31,16.607
2022-08-01,16.595
2022-08-02,16.585
2022-08-03,16.766
2022-08-04,16.607
2022-08-05,16.52
2022-08-06,16.52
2022-08-07,16.52
2022-08-08,16.51
2022-08-09,16.627
2022-08-10,16.665
2022-08-11,16.581
2022-08-12,16.847
2022-08-13,16.847
2022-08-14,16.847
2022-08-15,16.959
2022-08-16,17.132
2022-08-17,17.119
2022-08-18,17.203
2022-08-19,17.304
2022-08-20,17.304
2022-08-21,17.304
2022-08-22,17.122
2022-08-23,16.967
2022-08-24,16.951
2022-08-25,16.916
2022-08-26,16.615
2022-08-27,16.615
2022-08-28,16.615
2022-08-29,16.687
2022-08-30,16.455
2022-08-31,16.337
2022-09-01,16.533
2022-09-02,16.351
2022-09-03,16.351
2022-09-04,16.351
2022-09-05,16.351
2022-09-06,16.333
2022-09-07,16.867
2022-09-08,16.706
2022-09-09,16.86
2022-09-10,16.86
2022-09-11,16.86
2022-09-12,17.013
2022-09-13,16.6
2022-09-14,16.766
2022-09-15,16.307
2022-09-16,16.281
2022-09-17,16.281
2022-09-18,16.281
2022-09-19,16.388
2022-09-20,16.209
2022-09-21,16.002
2022-09-22,16.062
2022-09-23,15.913
2022-09-24,15.913
2022-09-25,15.913
2022-09-26,15.462
2022-09-27,15.054
2022-09-28,15.251
2022-09-29,14.561
2022-09-30,14.242
2022-10-01,14.242
2022-10-02,14.242
2022-10-03,14.596
2022-10-04,14.865
2022-10-05,14.356
2022-10-06,13.859
2022-10-07,13.6
2022-10-08,13.6
2022-10-09,13.6
2022-10-10,13.612
2022-10-11,13.67
2022-10-12,13.126
2022-10-13,13.435
2022-10-14,13.256
2022-10-15,13.256
2022-10-16,13.256
2022-10-17,13.604
2022-10-18,13.865
2022-10-19,13.644
2022-10-20,13.33
2022-10-21,13.518
2022-10-22,13.518
2022-10-23,13.518
2022-10-24,13.573
2022-10-25,13.81
2022-10-26,13.897
2022-10-27,13.932
2022-10-28,14.385
2022-10-29,14.385
2022-10-30,14.385
2022-10-31,14.26
2022-11-01,14.346
2022-11-02,14.214
2022-11-03,14.266
2022-11-04,14.365
2022-11-05,14.365
2022-11-06,14.365
2022-11-07,14.184
2022-11-08,14.34
2022-11-09,14.395
2022-11-10,14.957
2022-11-11,14.638
2022-11-12,14.638
2022-11-13,14.638
2022-11-14,14.682
2022-11-15,14.94
2022-11-16,15.064
2022-11-17,14.845
2022-11-18,15.042
2022-11-19,15.042
2022-11-20,15.042
2022-11-21,15.128
2022-11-22,15.228
2022-11-23,15.362
2022-11-24,15.362
2022-11-25,15.53
2022-11-26,15.53
2022-11-27,15.53
2022-11-28,15.373
2022-11-29,15.268
2022-11-30,15.579
2022-12-01,15.638
2022-12-02,15.515
2022-12-03,15.515
2022-12-04,15.515
2022-12-05,15.523
2022-12-06,15.739
2022-12-07,15.65
2022-12-08,15.787
2022-12-09,15.771
2022-12-10,15.771
2022-12-11,15.771
2022-12-12,16.081
2022-12-13,16.244
2022-12-14,16.275
2022-12-15,16.145
2022-12-16,15.804
2022-12-17,15.804
2022-12-18,15.804
2022-12-19,15.786
2022-12-20,15.783
2022-12-21,16.053
2022-12-22,16.057
2022-12-23,16.221
2022-12-24,16.221
2022-12-25,16.221
2022-12-26,16.221
2022-12-27,16.328
2022-12-28,16.207
2022-12-29,16.355
2022-12-30,16.221
2022-12-31,16.221
2023-01-01,16.221
2023-01-02,16.221
2023-01-03,16.333
2023-01-04,16.508
2023-01-05,16.264
2023-01-06,16.566
2023-01-07,16.566
2023-01-08,16.566
2023-01-09,16.568
2023-01-10,16.605
2023-01-11,16.642
2023-01-12,16.55
2023-01-13,16.535
2023-01-14,16.535
2023-01-15,16.535
2023-01-16,16.535
2023-01-17,16.505
2023-01-18,16.107
2023-01-19,16.068
2023-01-20,16.045
2023-01-21,16.045
2023-01-22,16.045
2023-01-23,15.93
2023-01-24,15.977
2023-01-25,15.995
2023-01-26,15.982
2023-01-27,16.02
2023-01-28,16.02
2023-01-29,16.02
2023-01-30,16.03
2023-01-31,16.158
2023-02-01,16.172
2023-02-02,16.093
2023-02-03,15.873
2023-02-04,15.873
2023-02-05,15.873
2023-02-06,16.075
2023-02-07,15.919
2023-02-08,15.66
2023-02-09,15.405
2023-02-10,15.654
2023-02-11,15.654
2023-02-12,15.654
2023-02-13,15.801
2023-02-14,15.711
2023-02-15,15.686
2023-02-16,15.691
2023-02-17,15.883
2023-02-18,15.883
2023-02-19,15.883
2023-02-20,15.883
2023-02-21,15.594
2023-02-22,15.553
2023-02-23,15.45
2023-02-24,15.462
2023-02-25,15.462
2023-02-26,15.462
2023-02-27,15.285
2023-02-28,15.038
2023-03-01,14.663
2023-03-02,14.982
2023-03-03,15.241
2023-03-04,15.241
2023-03-05,15.241
2023-03-06,15.335
2023-03-07,14.942
2023-03-08,15.126
2023-03-09,15.054
2023-03-10,14.832
2023-03-11,14.832
2023-03-12,14.832
2023-03-13,15.034
2023-03-14,15.181
2023-03-15,15.474
2023-03-16,15.53
2023-03-17,15.401
2023-03-18,15.401
2023-03-19,15.401
2023-03-20,15.548
2023-03-21,15.142
2023-03-22,14.851
2023-03-23,14.623
2023-03-24,15.086
2023-03-25,15.086
2023-03-26,15.086
2023-03-27,15.137
2023-03-28,15.146
2023-03-29,15.4
2023-03-30,15.382
2023-03-31,15.432
2023-04-01,15.432
2023-04-02,15.432
2023-04-03,15.211
2023-04-04,15.393
2023-04-05,15.811
2023-04-06,15.955
2023-04-07,15.955
2023-04-08,15.955
2023-04-09,15.955
2023-04-10,15.857
2023-04-11,15.892
2023-04-12,15.902
2023-04-13,15.859
2023-04-14,15.619
2023-04-15,15.619
2023-04-16,15.619
2023-04-17,15.742
2023-04-18,15.561
2023-04-19,15.719
2023-04-20,15.691
2023-04-21,15.713
2023-04-22,15.713
2023-04-23,15.713
2023-04-24,15.799
2023-04-25,15.933
2023-04-26,15.711
2023-04-27,15.89
2023-04-28,15.796
2023-04-29,15.796
2023-04-30,15.796
2023-05-01,15.83
2023-05-02,15.592
2023-05-03,15.548
2023-05-04,15.673
2023-05-05,15.873
2023-05-06,15.873
2023-05-07,15.873
2023-05-08,15.799
2023-05-09,15.664
2023-05-10,15.838
2023-05-11,15.708
2023-05-12,15.727
2023-05-13,15.727
2023-05-14,15.727
2023-05-15,15.546
2023-05-16,15.172
2023-05-17,15.005
2023-05-18,14.971
2023-05-19,14.922
2023-05-20,14.922
2023-05-21,14.922
2023-05-22,14.835
2023-05-23,14.638
2023-05-24,14.543
2023-05-25,14.338
2023-05-26,14.308
2023-05-27,14.308
2023-05-28,14.308
2023-05-29,14.308
2023-05-30,14.196
2023-05-31,14.403
2023-06-01,14.214
2023-06-02,14.466
2023-06-03,14.466
2023-06-04,14.466
2023-06-05,14.543
2023-06-06,14.482
2023-06-07,14.783
2023-06-08,14.867
2023-06-09,14.79
2023-06-10,14.79
2023-06-11,14.79
2023-06-12,14.786
2023-06-13,14.682
2023-06-14,14.704
2023-06-15,14.84
2023-06-16,14.919
2023-06-17,14.919
2023-06-18,14.919
2023-06-19,14.919
2023-06-20,14.72
2023-06-21,14.833
2023-06-22,14.712
2023-06-23,14.521
2023-06-24,14.521
2023-06-25,14.521
2023-06-26,14.702
2023-06-27,14.65
