,NI US Equity
2023-06-24,15.421
2023-06-25,15.421
2023-06-26,15.727
2023-06-27,15.837
2023-06-28,15.658
2023-06-29,15.663
2023-06-30,15.766
2023-07-01,15.766
2023-07-02,15.766
2023-07-03,15.807
2023-07-04,15.807
2023-07-05,16.072
2023-07-06,15.985
2023-07-07,15.864
2023-07-08,15.864
2023-07-09,15.864
2023-07-10,15.686
2023-07-11,15.887
2023-07-12,16.181
2023-07-13,16.233
2023-07-14,16.106
2023-07-15,16.106
2023-07-16,16.106
2023-07-17,15.836
2023-07-18,15.732
2023-07-19,15.987
2023-07-20,16.162
2023-07-21,16.197
2023-07-22,16.197
2023-07-23,16.197
2023-07-24,16.179
2023-07-25,16.22
2023-07-26,16.399
2023-07-27,16.139
2023-07-28,16.151
2023-07-29,16.151
2023-07-30,16.151
2023-07-31,16.242
2023-08-01,16.032
2023-08-02,16.118
2023-08-03,15.676
2023-08-04,15.42
2023-08-05,15.42
2023-08-06,15.42
2023-08-07,15.513
2023-08-08,15.554
2023-08-09,15.693
2023-08-10,15.548
2023-08-11,15.606
2023-08-12,15.606
2023-08-13,15.606
2023-08-14,15.42
2023-08-15,15.176
2023-08-16,15.288
2023-08-17,15.276
2023-08-18,15.416
2023-08-19,15.416
2023-08-20,15.416
2023-08-21,15.357
2023-08-22,15.384
2023-08-23,15.472
2023-08-24,15.361
2023-08-25,15.507
2023-08-26,15.507
2023-08-27,15.507
2023-08-28,15.518
2023-08-29,15.606
2023-08-30,15.606
2023-08-31,15.612
2023-09-01,15.56
2023-09-02,15.56
2023-09-03,15.56
2023-09-04,15.56
2023-09-05,15.334
2023-09-06,15.404
2023-09-07,15.697
2023-09-08,15.791
2023-09-09,15.791
2023-09-10,15.791
2023-09-11,15.855
2023-09-12,15.884
2023-09-13,16.048
2023-09-14,16.241
2023-09-15,16.2
2023-09-16,16.2
2023-09-17,16.2
2023-09-18,16.13
2023-09-19,16.13
2023-09-20,16.154
2023-09-21,15.843
2023-09-22,15.627
2023-09-23,15.627
2023-09-24,15.627
2023-09-25,15.632
2023-09-26,15.07
2023-09-27,14.743
2023-09-28,14.403
2023-09-29,14.45
2023-09-30,14.45
2023-10-01,14.45
2023-10-02,13.572
2023-10-03,14.037
2023-10-04,14.066
2023-10-05,13.96
2023-10-06,14.388
2023-10-07,14.388
2023-10-08,14.388
2023-10-09,14.71
2023-10-10,14.898
2023-10-11,15.243
2023-10-12,14.857
2023-10-13,15.085
2023-10-14,15.085
2023-10-15,15.085
2023-10-16,15.269
2023-10-17,15.28
2023-10-18,15.193
2023-10-19,14.988
2023-10-20,14.748
2023-10-21,14.748
2023-10-22,14.748
2023-10-23,14.433
2023-10-24,14.754
2023-10-25,14.801
2023-10-26,15.041
2023-10-27,14.707
2023-10-28,14.707
2023-10-29,14.707
2023-10-30,14.837
2023-10-31,14.861
2023-11-01,14.905
2023-11-02,15.074
2023-11-03,15.039
2023-11-04,15.039
2023-11-05,15.039
2023-11-06,14.788
2023-11-07,14.653
2023-11-08,14.606
2023-11-09,14.513
2023-11-10,14.618
2023-11-11,14.618
2023-11-12,14.618
2023-11-13,14.507
2023-11-14,15.212
2023-11-15,15.057
2023-11-16,15.068
2023-11-17,15.241
2023-11-18,15.241
2023-11-19,15.241
2023-11-20,15.229
2023-11-21,15.2
2023-11-22,15.305
2023-11-23,15.305
2023-11-24,15.234
2023-11-25,15.234
2023-11-26,15.234
2023-11-27,15.275
2023-11-28,15.263
2023-11-29,15.047
2023-11-30,14.948
2023-12-01,15.275
2023-12-02,15.275
2023-12-03,15.275
2023-12-04,15.333
2023-12-05,15.159
2023-12-06,15.316
2023-12-07,15.328
2023-12-08,15.252
2023-12-09,15.252
2023-12-10,15.252
2023-12-11,15.275
2023-12-12,15.183
2023-12-13,15.676
2023-12-14,15.473
2023-12-15,15.357
2023-12-16,15.357
2023-12-17,15.357
2023-12-18,15.304
2023-12-19,15.391
2023-12-20,15.125
2023-12-21,15.101
2023-12-22,15.223
2023-12-23,15.223
2023-12-24,15.223
2023-12-25,15.223
2023-12-26,15.328
2023-12-27,15.241
2023-12-28,15.397
2023-12-29,15.397
2023-12-30,15.397
2023-12-31,15.397
2024-01-01,15.397
2024-01-02,15.664
2024-01-03,15.594
2024-01-04,15.577
2024-01-05,15.681
2024-01-06,15.681
2024-01-07,15.681
2024-01-08,15.826
2024-01-09,15.721
2024-01-10,15.837
2024-01-11,15.35
2024-01-12,15.489
2024-01-13,15.489
2024-01-14,15.489
2024-01-15,15.489
2024-01-16,15.223
2024-01-17,15.026
2024-01-18,14.858
2024-01-19,14.829
2024-01-20,14.829
2024-01-21,14.829
2024-01-22,14.814
2024-01-23,14.867
2024-01-24,14.577
2024-01-25,14.797
2024-01-26,14.948
2024-01-27,14.948
2024-01-28,14.948
2024-01-29,15.104
2024-01-30,15.121
2024-01-31,15.034
2024-02-01,15.254
2024-02-02,14.971
2024-02-03,14.971
2024-02-04,14.971
2024-02-05,14.766
2024-02-06,14.667
2024-02-07,14.673
2024-02-08,14.655
2024-02-09,14.766
2024-02-10,14.766
2024-02-11,14.766
2024-02-12,14.988
2024-02-13,14.784
2024-02-14,14.842
2024-02-15,15.187
2024-02-16,15.146
2024-02-17,15.146
2024-02-18,15.146
2024-02-19,15.146
2024-02-20,15.216
2024-02-21,15.324
2024-02-22,15.201
2024-02-23,15.248
2024-02-24,15.248
2024-02-25,15.248
2024-02-26,14.991
2024-02-27,15.172
2024-02-28,15.073
2024-02-29,15.195
2024-03-01,15.236
2024-03-02,15.236
2024-03-03,15.236
2024-03-04,15.516
2024-03-05,15.504
2024-03-06,15.668
2024-03-07,15.726
2024-03-08,15.749
2024-03-09,15.749
2024-03-10,15.749
2024-03-11,15.79
2024-03-12,15.638
2024-03-13,15.539
2024-03-14,15.37
2024-03-15,15.452
2024-03-16,15.452
2024-03-17,15.452
2024-03-18,15.539
2024-03-19,15.65
2024-03-20,15.662
2024-03-21,15.802
2024-03-22,15.802
2024-03-23,15.802
2024-03-24,15.802
2024-03-25,15.831
2024-03-26,15.726
2024-03-27,16.012
2024-03-28,16.128
2024-03-29,16.128
2024-03-30,16.128
2024-03-31,16.128
2024-04-01,15.977
2024-04-02,15.988
2024-04-03,15.895
2024-04-04,15.797
2024-04-05,15.808
2024-04-06,15.808
2024-04-07,15.808
2024-04-08,15.959
