,NVR US Equity
2020-09-10,10.668
2020-09-11,10.92
2020-09-12,10.92
2020-09-13,10.92
2020-09-14,11.176
2020-09-15,10.849
2020-09-16,11.384
2020-09-17,11.191
2020-09-18,10.882
2020-09-19,10.882
2020-09-20,10.882
2020-09-21,10.607
2020-09-22,10.912
2020-09-23,10.396
2020-09-24,10.547
2020-09-25,10.605
2020-09-26,10.605
2020-09-27,10.605
2020-09-28,11.004
2020-09-29,10.796
2020-09-30,11.016
2020-10-01,11.408
2020-10-02,11.318
2020-10-03,11.318
2020-10-04,11.318
2020-10-05,11.374
2020-10-06,11.184
2020-10-07,11.356
2020-10-08,11.732
2020-10-09,11.869
2020-10-10,11.869
2020-10-11,11.869
2020-10-12,11.95
2020-10-13,11.998
2020-10-14,11.766
2020-10-15,11.997
2020-10-16,11.796
2020-10-17,11.796
2020-10-18,11.796
2020-10-19,11.47
2020-10-20,11.871
2020-10-21,11.452
2020-10-22,11.156
2020-10-23,11.348
2020-10-24,11.348
2020-10-25,11.348
2020-10-26,10.893
2020-10-27,10.794
2020-10-28,10.747
2020-10-29,10.782
2020-10-30,10.666
2020-10-31,10.666
2020-11-01,10.666
2020-11-02,10.871
2020-11-03,11.113
2020-11-04,11.38
2020-11-05,11.499
2020-11-06,11.187
2020-11-07,11.187
2020-11-08,11.187
2020-11-09,10.724
2020-11-10,11.167
2020-11-11,11.441
2020-11-12,11.196
2020-11-13,11.461
2020-11-14,11.461
2020-11-15,11.461
2020-11-16,11.65
2020-11-17,11.54
2020-11-18,11.575
2020-11-19,11.374
2020-11-20,11.224
2020-11-21,11.224
2020-11-22,11.224
2020-11-23,11.317
2020-11-24,11.229
2020-11-25,11.091
2020-11-26,11.091
2020-11-27,11.117
2020-11-28,11.117
2020-11-29,11.117
2020-11-30,10.785
2020-12-01,10.777
2020-12-02,10.52
2020-12-03,10.792
2020-12-04,10.792
2020-12-05,10.792
2020-12-06,10.792
2020-12-07,10.792
2020-12-08,10.603
2020-12-09,10.885
2020-12-10,10.768
2020-12-11,10.802
2020-12-12,10.802
2020-12-13,10.802
2020-12-14,10.852
2020-12-15,10.86
2020-12-16,10.958
2020-12-17,11.385
2020-12-18,11.404
2020-12-19,11.404
2020-12-20,11.404
2020-12-21,11.398
2020-12-22,11.338
2020-12-23,11.174
2020-12-24,11.376
2020-12-25,11.376
2020-12-26,11.376
2020-12-27,11.376
2020-12-28,11.215
2020-12-29,11.134
2020-12-30,11.137
2020-12-31,11.008
2021-01-01,11.008
2021-01-02,11.008
2021-01-03,11.008
2021-01-04,10.902
2021-01-05,10.816
2021-01-06,10.702
2021-01-07,10.862
2021-01-08,10.603
2021-01-09,10.603
2021-01-10,10.603
2021-01-11,10.757
2021-01-12,10.693
2021-01-13,10.715
2021-01-14,10.725
2021-01-15,10.819
2021-01-16,10.819
2021-01-17,10.819
2021-01-18,10.819
2021-01-19,11.224
2021-01-20,11.544
2021-01-21,12.01
2021-01-22,12.103
2021-01-23,12.103
2021-01-24,12.103
2021-01-25,12.249
2021-01-26,12.265
2021-01-27,12.236
2021-01-28,12.19
2021-01-29,11.997
2021-01-30,11.997
2021-01-31,11.997
2021-02-01,12.222
2021-02-02,12.168
2021-02-03,12.14
2021-02-04,12.282
2021-02-05,12.596
2021-02-06,12.596
2021-02-07,12.596
2021-02-08,12.791
2021-02-09,12.68
2021-02-10,12.686
2021-02-11,12.703
2021-02-12,12.681
2021-02-13,12.681
2021-02-14,12.681
2021-02-15,12.681
2021-02-16,12.681
2021-02-17,12.681
2021-02-18,12.681
2021-02-19,12.681
2021-02-20,12.681
2021-02-21,12.681
2021-02-22,12.681
2021-02-23,12.681
2021-02-24,12.681
2021-02-25,12.681
2021-02-26,12.681
2021-02-27,12.681
2021-02-28,12.681
2021-03-01,12.681
2021-03-02,12.681
2021-03-03,12.681
2021-03-04,12.681
2021-03-05,12.681
2021-03-06,12.681
2021-03-07,12.681
2021-03-08,12.681
2021-03-09,12.681
2021-03-10,12.681
2021-03-11,12.681
2021-03-12,12.681
2021-03-13,12.681
2021-03-14,12.681
2021-03-15,12.681
2021-03-16,12.681
2021-03-17,12.681
2021-03-18,12.681
2021-03-19,12.681
2021-03-20,12.681
2021-03-21,12.681
2021-03-22,12.681
2021-03-23,12.681
2021-03-24,12.681
2021-03-25,12.681
2021-03-26,12.681
2021-03-27,12.681
2021-03-28,12.681
2021-03-29,12.681
2021-03-30,12.681
2021-03-31,12.681
2021-04-01,12.681
2021-04-02,12.681
2021-04-03,12.681
2021-04-04,12.681
2021-04-05,12.681
2021-04-06,12.681
2021-04-07,12.681
2021-04-08,12.681
2021-04-09,12.681
2021-04-10,12.681
2021-04-11,12.681
2021-04-12,12.681
2021-04-13,12.681
2021-04-14,12.681
2021-04-15,12.681
2021-04-16,12.681
2021-04-17,12.681
2021-04-18,12.681
2021-04-19,12.681
2021-04-20,12.681
2021-04-21,12.681
2021-04-22,12.681
2021-04-23,12.681
2021-04-24,12.681
2021-04-25,12.681
2021-04-26,12.681
2021-04-27,12.681
2021-04-28,12.681
2021-04-29,12.681
2021-04-30,12.681
2021-05-01,12.681
2021-05-02,12.681
2021-05-03,12.681
2021-05-04,12.681
2021-05-05,12.681
2021-05-06,12.681
2021-05-07,12.681
2021-05-08,12.681
2021-05-09,12.681
2021-05-10,12.681
2021-05-11,12.681
2021-05-12,12.681
2021-05-13,12.681
2021-05-14,12.681
2021-05-15,12.681
2021-05-16,12.681
2021-05-17,12.681
2021-05-18,12.681
2021-05-19,12.681
2021-05-20,12.681
2021-05-21,12.681
2021-05-22,12.681
2021-05-23,12.681
2021-05-24,12.681
2021-05-25,12.681
2021-05-26,12.681
2021-05-27,12.681
2021-05-28,12.681
2021-05-29,12.681
2021-05-30,12.681
2021-05-31,12.681
2021-06-01,12.681
2021-06-02,12.681
2021-06-03,12.681
2021-06-04,12.681
2021-06-05,12.681
2021-06-06,12.681
2021-06-07,12.681
2021-06-08,12.681
2021-06-09,12.681
2021-06-10,12.681
2021-06-11,12.681
2021-06-12,12.681
2021-06-13,12.681
2021-06-14,12.681
2021-06-15,12.681
2021-06-16,12.681
2021-06-17,12.681
2021-06-18,12.681
2021-06-19,12.681
2021-06-20,12.681
2021-06-21,12.681
2021-06-22,12.681
2021-06-23,12.681
2021-06-24,12.681
2021-06-25,12.681
2021-06-26,12.681
2021-06-27,12.681
2021-06-28,12.681
2021-06-29,12.681
2021-06-30,12.681
2021-07-01,12.681
2021-07-02,12.681
2021-07-03,12.681
2021-07-04,12.681
2021-07-05,12.681
2021-07-06,12.681
2021-07-07,12.681
2021-07-08,12.681
2021-07-09,12.681
2021-07-10,12.681
2021-07-11,12.681
2021-07-12,12.681
2021-07-13,12.681
2021-07-14,12.681
2021-07-15,12.681
2021-07-16,12.681
2021-07-17,12.681
2021-07-18,12.681
2021-07-19,12.681
2021-07-20,12.681
2021-07-21,12.681
2021-07-22,12.681
2021-07-23,12.681
2021-07-24,12.681
2021-07-25,12.681
2021-07-26,12.681
2021-07-27,12.681
2021-07-28,12.681
2021-07-29,12.681
2021-07-30,12.681
2021-07-31,12.681
2021-08-01,12.681
2021-08-02,12.681
2021-08-03,12.681
2021-08-04,12.681
2021-08-05,12.681
2021-08-06,12.681
2021-08-07,12.681
2021-08-08,12.681
2021-08-09,12.681
2021-08-10,12.681
2021-08-11,12.681
2021-08-12,12.681
2021-08-13,12.681
2021-08-14,12.681
2021-08-15,12.681
2021-08-16,12.681
2021-08-17,12.681
2021-08-18,12.681
2021-08-19,12.681
2021-08-20,12.681
2021-08-21,12.681
2021-08-22,12.681
2021-08-23,12.681
2021-08-24,12.681
2021-08-25,12.681
2021-08-26,12.681
2021-08-27,12.681
2021-08-28,12.681
2021-08-29,12.681
2021-08-30,12.681
2021-08-31,12.681
2021-09-01,12.681
2021-09-02,12.681
2021-09-03,12.681
2021-09-04,12.681
2021-09-05,12.681
2021-09-06,12.681
2021-09-07,12.681
2021-09-08,12.681
2021-09-09,12.681
2021-09-10,12.681
2021-09-11,12.681
2021-09-12,12.681
2021-09-13,12.681
2021-09-14,12.681
2021-09-15,12.681
2021-09-16,12.681
2021-09-17,12.681
2021-09-18,12.681
2021-09-19,12.681
2021-09-20,12.681
2021-09-21,12.681
2021-09-22,12.681
2021-09-23,12.681
2021-09-24,12.681
2021-09-25,12.681
2021-09-26,12.681
2021-09-27,12.681
2021-09-28,12.681
2021-09-29,12.681
2021-09-30,12.681
2021-10-01,12.681
2021-10-02,12.681
2021-10-03,12.681
2021-10-04,12.681
2021-10-05,12.681
2021-10-06,12.681
2021-10-07,12.681
2021-10-08,12.681
2021-10-09,12.681
2021-10-10,12.681
2021-10-11,12.681
2021-10-12,12.681
2021-10-13,12.681
2021-10-14,12.681
2021-10-15,12.681
2021-10-16,12.681
2021-10-17,12.681
2021-10-18,12.681
2021-10-19,12.681
2021-10-20,12.681
2021-10-21,12.681
2021-10-22,12.681
2021-10-23,12.681
2021-10-24,12.681
2021-10-25,12.681
2021-10-26,12.681
2021-10-27,12.681
2021-10-28,12.681
2021-10-29,12.681
2021-10-30,12.681
2021-10-31,12.681
2021-11-01,12.681
2021-11-02,12.681
2021-11-03,12.681
2021-11-04,12.681
2021-11-05,12.681
2021-11-06,12.681
2021-11-07,12.681
2021-11-08,12.681
2021-11-09,12.681
2021-11-10,12.681
2021-11-11,12.681
2021-11-12,12.681
2021-11-13,12.681
2021-11-14,12.681
2021-11-15,12.681
2021-11-16,12.681
2021-11-17,12.681
2021-11-18,12.681
2021-11-19,12.681
2021-11-20,12.681
2021-11-21,12.681
2021-11-22,12.681
2021-11-23,12.681
2021-11-24,12.681
2021-11-25,12.681
2021-11-26,12.681
2021-11-27,12.681
2021-11-28,12.681
2021-11-29,12.681
2021-11-30,12.681
2021-12-01,12.681
2021-12-02,12.681
2021-12-03,12.681
2021-12-04,12.681
2021-12-05,12.681
2021-12-06,12.681
2021-12-07,12.681
2021-12-08,12.681
2021-12-09,12.681
2021-12-10,12.681
2021-12-11,12.681
2021-12-12,12.681
2021-12-13,12.681
2021-12-14,12.681
2021-12-15,12.681
2021-12-16,12.681
2021-12-17,12.681
2021-12-18,12.681
2021-12-19,12.681
2021-12-20,12.681
2021-12-21,12.681
2021-12-22,12.681
2021-12-23,12.681
2021-12-24,12.681
2021-12-25,12.681
2021-12-26,12.681
2021-12-27,12.681
2021-12-28,12.681
2021-12-29,12.681
2021-12-30,12.681
2021-12-31,12.681
2022-01-01,12.681
2022-01-02,12.681
2022-01-03,12.681
2022-01-04,12.681
2022-01-05,12.681
2022-01-06,12.681
2022-01-07,12.681
2022-01-08,12.681
2022-01-09,12.681
2022-01-10,12.681
2022-01-11,12.681
2022-01-12,12.681
2022-01-13,12.681
2022-01-14,12.681
2022-01-15,12.681
2022-01-16,12.681
2022-01-17,12.681
2022-01-18,12.681
2022-01-19,12.681
2022-01-20,12.681
2022-01-21,12.681
2022-01-22,12.681
2022-01-23,12.681
2022-01-24,12.681
2022-01-25,12.681
2022-01-26,12.681
2022-01-27,12.681
2022-01-28,12.681
2022-01-29,12.681
2022-01-30,12.681
2022-01-31,12.681
2022-02-01,12.681
2022-02-02,14.534
2022-02-03,13.247
2022-02-04,12.866
2022-02-05,12.866
2022-02-06,12.866
2022-02-07,12.896
2022-02-08,12.926
2022-02-09,13.046
2022-02-10,12.601
2022-02-11,12.287
2022-02-12,12.287
2022-02-13,12.287
2022-02-14,12.141
2022-02-15,12.347
2022-02-16,12.471
2022-02-17,12.198
2022-02-18,12.185
2022-02-19,12.185
2022-02-20,12.185
2022-02-21,12.185
2022-02-22,11.69
2022-02-23,11.309
2022-02-24,11.647
2022-02-25,11.994
2022-02-26,11.994
2022-02-27,11.994
2022-02-28,12.094
2022-03-01,11.968
2022-03-02,12.225
2022-03-03,12.023
2022-03-04,12.0
2022-03-05,12.0
2022-03-06,12.0
2022-03-07,11.48
2022-03-08,11.338
2022-03-09,11.742
2022-03-10,11.65
2022-03-11,11.592
2022-03-12,11.592
2022-03-13,11.592
2022-03-14,11.273
2022-03-15,11.741
2022-03-16,11.84
2022-03-17,12.012
2022-03-18,12.168
2022-03-19,12.168
2022-03-20,12.168
2022-03-21,11.934
2022-03-22,11.957
2022-03-23,11.691
2022-03-24,11.56
2022-03-25,11.385
2022-03-26,11.385
2022-03-27,11.385
2022-03-28,11.313
2022-03-29,11.582
2022-03-30,11.395
2022-03-31,10.896
2022-04-01,11.052
2022-04-02,11.052
2022-04-03,11.052
2022-04-04,11.094
2022-04-05,10.709
2022-04-06,10.631
2022-04-07,10.547
2022-04-08,10.473
2022-04-09,10.473
2022-04-10,10.473
2022-04-11,10.548
2022-04-12,10.615
2022-04-13,10.78
2022-04-14,10.574
2022-04-15,10.574
2022-04-16,10.574
2022-04-17,10.574
2022-04-18,10.538
2022-04-19,10.841
2022-04-20,10.898
2022-04-21,10.76
2022-04-22,10.446
2022-04-23,10.446
2022-04-24,10.446
2022-04-25,10.618
2022-04-26,10.769
2022-04-27,8.248
2022-04-28,8.499
2022-04-29,8.278
2022-04-30,8.278
2022-05-01,8.278
2022-05-02,8.385
2022-05-03,8.466
2022-05-04,8.862
2022-05-05,8.41
2022-05-06,8.353
2022-05-07,8.353
2022-05-08,8.353
2022-05-09,8.267
2022-05-10,8.085
2022-05-11,7.776
2022-05-12,8.035
2022-05-13,8.122
2022-05-14,8.122
2022-05-15,8.122
2022-05-16,8.005
2022-05-17,8.263
2022-05-18,7.825
2022-05-19,7.861
2022-05-20,8.063
2022-05-21,8.063
2022-05-22,8.063
2022-05-23,7.966
2022-05-24,7.682
2022-05-25,7.926
2022-05-26,8.229
2022-05-27,8.451
2022-05-28,8.451
2022-05-29,8.451
2022-05-30,8.451
2022-05-31,8.419
2022-06-01,8.3
2022-06-02,8.442
2022-06-03,8.376
2022-06-04,8.376
2022-06-05,8.376
2022-06-06,8.358
2022-06-07,8.348
2022-06-08,8.232
2022-06-09,8.206
2022-06-10,7.895
2022-06-11,7.895
2022-06-12,7.895
2022-06-13,7.461
2022-06-14,7.387
2022-06-15,7.396
2022-06-16,7.002
2022-06-17,7.059
2022-06-18,7.059
2022-06-19,7.059
2022-06-20,7.059
2022-06-21,8.347
2022-06-22,8.401
2022-06-23,8.651
2022-06-24,8.888
2022-06-25,8.888
2022-06-26,8.888
2022-06-27,8.881
2022-06-28,8.672
2022-06-29,8.704
2022-06-30,8.788
2022-07-01,9.149
2022-07-02,9.149
2022-07-03,9.149
2022-07-04,9.149
2022-07-05,9.588
2022-07-06,9.543
2022-07-07,9.584
2022-07-08,9.592
2022-07-09,9.592
2022-07-10,9.592
2022-07-11,9.596
2022-07-12,9.575
2022-07-13,9.629
2022-07-14,9.572
2022-07-15,9.576
2022-07-16,9.576
2022-07-17,9.576
2022-07-18,9.577
2022-07-19,9.784
2022-07-20,9.749
2022-07-21,9.991
2022-07-22,9.991
2022-07-23,9.991
2022-07-24,9.991
2022-07-25,9.799
2022-07-26,10.095
2022-07-27,10.267
2022-07-28,10.307
2022-07-29,10.315
2022-07-30,10.315
2022-07-31,10.315
2022-08-01,10.377
2022-08-02,9.971
2022-08-03,10.049
2022-08-04,10.289
2022-08-05,10.237
2022-08-06,10.237
2022-08-07,10.237
2022-08-08,10.27
2022-08-09,9.846
2022-08-10,10.317
2022-08-11,10.304
2022-08-12,10.46
2022-08-13,10.46
2022-08-14,10.46
2022-08-15,10.348
2022-08-16,10.437
2022-08-17,10.379
2022-08-18,10.425
2022-08-19,10.034
2022-08-20,10.034
2022-08-21,10.034
2022-08-22,9.882
2022-08-23,9.992
2022-08-24,10.201
2022-08-25,10.382
2022-08-26,10.049
2022-08-27,10.049
2022-08-28,10.049
2022-08-29,10.021
2022-08-30,9.886
2022-08-31,9.847
2022-09-01,9.792
2022-09-02,9.736
2022-09-03,9.736
2022-09-04,9.736
2022-09-05,9.736
2022-09-06,9.609
2022-09-07,9.832
2022-09-08,9.97
2022-09-09,10.142
2022-09-10,10.142
2022-09-11,10.142
2022-09-12,10.205
2022-09-13,9.671
2022-09-14,9.599
2022-09-15,9.532
2022-09-16,9.718
2022-09-17,9.718
2022-09-18,9.718
2022-09-19,11.433
2022-09-20,11.298
2022-09-21,11.151
2022-09-22,11.091
2022-09-23,11.224
2022-09-24,11.224
2022-09-25,11.224
2022-09-26,10.93
2022-09-27,10.837
2022-09-28,11.335
2022-09-29,11.029
2022-09-30,11.028
2022-10-01,11.028
2022-10-02,11.028
2022-10-03,11.432
2022-10-04,13.111
2022-10-05,13.027
2022-10-06,13.083
2022-10-07,12.912
2022-10-08,12.912
2022-10-09,12.912
2022-10-10,12.724
2022-10-11,12.647
2022-10-12,12.166
2022-10-13,12.251
2022-10-14,11.974
2022-10-15,11.974
2022-10-16,11.974
2022-10-17,12.244
2022-10-18,12.626
2022-10-19,12.071
2022-10-20,12.016
2022-10-21,12.28
2022-10-22,12.28
2022-10-23,12.28
2022-10-24,12.281
2022-10-25,12.556
2022-10-26,12.753
2022-10-27,12.675
2022-10-28,13.028
2022-10-29,13.028
2022-10-30,13.028
2022-10-31,12.913
2022-11-01,12.948
2022-11-02,12.584
2022-11-03,12.383
2022-11-04,12.682
2022-11-05,12.682
2022-11-06,12.682
2022-11-07,12.606
2022-11-08,12.584
2022-11-09,12.408
2022-11-10,13.803
2022-11-11,13.686
2022-11-12,13.686
2022-11-13,13.686
2022-11-14,13.27
2022-11-15,13.856
2022-11-16,13.733
2022-11-17,13.487
2022-11-18,13.492
2022-11-19,13.492
2022-11-20,13.492
2022-11-21,13.337
2022-11-22,13.706
2022-11-23,13.847
2022-11-24,13.847
2022-11-25,13.841
2022-11-26,13.841
2022-11-27,13.841
2022-11-28,13.676
2022-11-29,14.023
2022-11-30,14.273
2022-12-01,14.583
2022-12-02,14.422
2022-12-03,14.422
2022-12-04,14.422
2022-12-05,14.307
2022-12-06,14.153
2022-12-07,14.537
2022-12-08,14.443
2022-12-09,14.302
2022-12-10,14.302
2022-12-11,14.302
2022-12-12,14.47
2022-12-13,14.553
2022-12-14,14.604
2022-12-15,14.898
2022-12-16,14.817
2022-12-17,14.817
2022-12-18,14.817
2022-12-19,14.415
2022-12-20,14.262
2022-12-21,14.476
2022-12-22,14.384
2022-12-23,14.291
2022-12-24,14.291
2022-12-25,14.291
2022-12-26,14.291
2022-12-27,14.318
2022-12-28,14.042
2022-12-29,14.301
2022-12-30,14.192
2022-12-31,14.192
2023-01-01,14.192
2023-01-02,14.192
2023-01-03,14.12
2023-01-04,14.381
2023-01-05,14.274
2023-01-06,14.795
2023-01-07,14.795
2023-01-08,14.795
2023-01-09,15.32
2023-01-10,15.53
2023-01-11,15.806
2023-01-12,15.869
2023-01-13,15.909
2023-01-14,15.909
2023-01-15,15.909
2023-01-16,15.909
2023-01-17,15.901
2023-01-18,15.931
2023-01-19,15.707
2023-01-20,16.011
2023-01-21,16.011
2023-01-22,16.011
2023-01-23,15.999
2023-01-24,16.059
2023-01-25,16.154
2023-01-26,16.292
2023-01-27,16.323
2023-01-28,16.323
2023-01-29,16.323
2023-01-30,16.002
2023-01-31,15.587
2023-02-01,15.444
2023-02-02,15.582
2023-02-03,15.224
2023-02-04,15.224
2023-02-05,15.224
2023-02-06,14.88
2023-02-07,14.925
2023-02-08,14.491
2023-02-09,14.594
2023-02-10,14.674
2023-02-11,14.674
2023-02-12,14.674
2023-02-13,15.026
2023-02-14,14.795
2023-02-15,14.913
2023-02-16,14.795
2023-02-17,14.732
2023-02-18,14.732
2023-02-19,14.732
2023-02-20,14.732
2023-02-21,13.819
2023-02-22,13.928
2023-02-23,14.126
2023-02-24,14.133
2023-02-25,14.133
2023-02-26,14.133
2023-02-27,14.228
2023-02-28,14.247
2023-03-01,14.151
2023-03-02,14.367
2023-03-03,14.449
2023-03-04,14.449
2023-03-05,14.449
2023-03-06,14.443
2023-03-07,14.603
2023-03-08,14.696
2023-03-09,14.617
2023-03-10,14.417
2023-03-11,14.417
2023-03-12,14.417
2023-03-13,14.503
2023-03-14,14.792
2023-03-15,14.658
2023-03-16,15.085
2023-03-17,15.154
2023-03-18,15.154
2023-03-19,15.154
2023-03-20,15.13
2023-03-21,15.097
2023-03-22,14.942
2023-03-23,14.745
2023-03-24,14.906
2023-03-25,14.906
2023-03-26,14.906
2023-03-27,14.803
2023-03-28,14.908
2023-03-29,14.964
2023-03-30,14.917
2023-03-31,15.407
2023-04-01,15.407
2023-04-02,15.407
2023-04-03,15.419
2023-04-04,15.281
2023-04-05,15.326
2023-04-06,15.119
2023-04-07,15.119
2023-04-08,15.119
2023-04-09,15.119
2023-04-10,15.152
2023-04-11,15.423
2023-04-12,15.457
2023-04-13,15.427
2023-04-14,15.574
2023-04-15,15.574
2023-04-16,15.574
2023-04-17,15.741
2023-04-18,16.119
2023-04-19,16.206
2023-04-20,16.293
2023-04-21,16.38
2023-04-22,16.38
2023-04-23,16.38
2023-04-24,16.499
2023-04-25,14.339
2023-04-26,13.898
2023-04-27,14.186
2023-04-28,14.285
2023-04-29,14.285
2023-04-30,14.285
2023-05-01,14.36
2023-05-02,14.399
2023-05-03,14.419
2023-05-04,14.191
2023-05-05,14.316
2023-05-06,14.316
2023-05-07,14.316
2023-05-08,14.318
2023-05-09,14.244
2023-05-10,14.149
2023-05-11,14.153
2023-05-12,14.115
2023-05-13,14.115
2023-05-14,14.115
2023-05-15,14.134
2023-05-16,14.107
2023-05-17,13.977
2023-05-18,14.096
2023-05-19,14.009
2023-05-20,14.009
2023-05-21,14.009
2023-05-22,13.67
2023-05-23,13.445
2023-05-24,13.384
2023-05-25,13.502
2023-05-26,13.46
2023-05-27,13.46
2023-05-28,13.46
2023-05-29,13.46
2023-05-30,13.469
2023-05-31,13.733
2023-06-01,13.774
2023-06-02,14.121
2023-06-03,14.121
2023-06-04,14.121
2023-06-05,13.999
2023-06-06,14.328
2023-06-07,14.27
2023-06-08,14.356
2023-06-09,14.542
2023-06-10,14.542
2023-06-11,14.542
2023-06-12,14.669
2023-06-13,14.821
2023-06-14,15.018
2023-06-15,15.167
2023-06-16,15.283
2023-06-17,15.283
2023-06-18,15.283
2023-06-19,15.283
2023-06-20,15.263
2023-06-21,15.372
2023-06-22,15.467
2023-06-23,15.716
2023-06-24,15.716
2023-06-25,15.716
2023-06-26,15.688
2023-06-27,16.15
2023-06-28,16.106
2023-06-29,16.062
2023-06-30,16.202
