,2336307D US Equity
,BEST_PE_RATIO
2020-01-01,11.35
2020-01-02,11.418
2020-01-03,11.345
2020-01-04,11.345
2020-01-05,11.345
2020-01-06,11.335
2020-01-07,11.277
2020-01-08,11.272
2020-01-09,11.46
2020-01-10,11.398
2020-01-11,11.398
2020-01-12,11.398
2020-01-13,11.521
2020-01-14,11.442
2020-01-15,11.388
2020-01-16,11.592
2020-01-17,11.483
2020-01-18,11.483
2020-01-19,11.483
2020-01-20,11.483
2020-01-21,11.369
2020-01-22,11.495
2020-01-23,11.543
2020-01-24,11.318
2020-01-25,11.318
2020-01-26,11.318
2020-01-27,11.097
2020-01-28,11.296
2020-01-29,11.308
2020-01-30,11.463
2020-01-31,11.175
2020-02-01,11.175
2020-02-02,11.175
2020-02-03,11.505
2020-02-04,11.862
2020-02-05,12.055
2020-02-06,11.977
2020-02-07,11.885
2020-02-08,11.885
2020-02-09,11.885
2020-02-10,11.975
2020-02-11,11.985
2020-02-12,12.053
2020-02-13,12.002
2020-02-14,11.98
2020-02-15,11.98
2020-02-16,11.98
2020-02-17,11.98
2020-02-18,12.213
2020-02-19,12.458
2020-02-20,12.553
2020-02-21,12.237
2020-02-22,12.237
2020-02-23,12.237
2020-02-24,11.648
2020-02-25,11.042
2020-02-26,11.045
2020-02-27,10.627
2020-02-28,10.033
2020-02-29,10.033
2020-03-01,10.033
2020-03-02,10.553
2020-03-03,10.25
2020-03-04,10.57
2020-03-05,9.675
2020-03-06,9.344
2020-03-07,9.344
2020-03-08,9.344
2020-03-09,8.113
2020-03-10,9.069
2020-03-11,8.202
2020-03-12,7.178
2020-03-13,8.288
2020-03-14,8.288
2020-03-15,8.288
2020-03-16,6.933
2020-03-17,7.358
2020-03-18,6.92
2020-03-19,7.368
2020-03-20,7.13
2020-03-21,7.13
2020-03-22,7.13
2020-03-23,6.094
2020-03-24,7.32
2020-03-25,7.91
2020-03-26,8.512
2020-03-27,8.325
2020-03-28,8.325
2020-03-29,8.325
2020-03-30,8.765
2020-03-31,8.387
2020-04-01,7.972
2020-04-02,8.148
2020-04-03,7.966
2020-04-04,7.966
2020-04-05,7.966
2020-04-06,8.576
2020-04-07,8.723
2020-04-08,10.486
2020-04-09,10.757
2020-04-10,10.757
2020-04-11,10.757
2020-04-12,10.757
2020-04-13,10.577
2020-04-14,10.924
2020-04-15,10.439
2020-04-16,10.673
2020-04-17,10.956
2020-04-18,10.956
2020-04-19,10.956
2020-04-20,10.521
2020-04-21,10.492
2020-04-22,10.86
2020-04-23,10.592
2020-04-24,10.821
2020-04-25,10.821
2020-04-26,10.821
2020-04-27,11.282
2020-04-28,11.427
2020-04-29,12.1
2020-04-30,11.953
2020-05-01,11.142
2020-05-02,11.142
2020-05-03,11.142
2020-05-04,11.35
2020-05-05,11.393
2020-05-06,11.331
2020-05-07,11.615
2020-05-08,12.051
2020-05-09,12.051
2020-05-10,12.051
2020-05-11,12.187
2020-05-12,11.389
2020-05-13,10.695
2020-05-14,10.648
2020-05-15,10.378
2020-05-16,10.378
2020-05-17,10.378
2020-05-18,10.83
2020-05-19,10.706
2020-05-20,10.116
2020-05-21,10.418
2020-05-22,10.722
2020-05-23,10.722
2020-05-24,10.722
2020-05-25,10.722
2020-05-26,11.206
2020-05-27,11.686
2020-05-28,11.319
2020-05-29,10.764
2020-05-30,10.764
2020-05-31,10.764
2020-06-01,11.09
2020-06-02,11.386
2020-06-03,12.086
2020-06-04,12.151
2020-06-05,12.346
2020-06-06,12.346
2020-06-07,12.346
2020-06-08,12.782
2020-06-09,12.584
2020-06-10,12.329
2020-06-11,11.397
2020-06-12,11.627
2020-06-13,11.627
2020-06-14,11.627
2020-06-15,11.765
2020-06-16,11.966
2020-06-17,12.007
2020-06-18,11.898
2020-06-19,11.854
2020-06-20,11.854
2020-06-21,11.854
2020-06-22,11.73
2020-06-23,11.715
2020-06-24,11.25
2020-06-25,11.518
2020-06-26,10.831
2020-06-27,10.831
2020-06-28,10.831
2020-06-29,11.044
2020-06-30,11.374
2020-07-01,11.158
2020-07-02,11.182
2020-07-03,11.182
2020-07-04,11.182
2020-07-05,11.182
2020-07-06,11.371
2020-07-07,10.973
2020-07-08,11.167
2020-07-09,10.827
2020-07-10,11.071
2020-07-11,11.071
2020-07-12,11.071
2020-07-13,11.083
2020-07-14,10.836
2020-07-15,11.362
2020-07-16,11.178
2020-07-17,11.063
2020-07-18,11.063
2020-07-19,11.063
2020-07-20,10.938
2020-07-21,11.294
2020-07-22,11.24
2020-07-23,11.134
2020-07-24,10.953
2020-07-25,10.953
2020-07-26,10.953
2020-07-27,11.14
2020-07-28,10.846
2020-07-29,11.051
2020-07-30,10.78
2020-07-31,10.816
2020-08-01,10.816
2020-08-02,10.816
2020-08-03,11.058
2020-08-04,10.977
2020-08-05,11.262
2020-08-06,11.178
2020-08-07,11.417
2020-08-08,11.417
2020-08-09,11.417
2020-08-10,11.512
2020-08-11,11.549
2020-08-12,11.464
2020-08-13,11.267
2020-08-14,11.302
2020-08-15,11.302
2020-08-16,11.302
2020-08-17,11.481
2020-08-18,11.29
2020-08-19,11.319
2020-08-20,11.107
2020-08-21,11.053
2020-08-22,11.053
2020-08-23,11.053
2020-08-24,11.305
2020-08-25,11.211
2020-08-26,10.972
2020-08-27,11.295
2020-08-28,11.22
2020-08-29,11.22
2020-08-30,11.22
2020-08-31,11.082
2020-09-01,11.012
2020-09-02,11.094
2020-09-03,10.906
2020-09-04,10.643
2020-09-05,10.643
2020-09-06,10.643
2020-09-07,10.643
2020-09-08,10.195
2020-09-09,10.205
2020-09-10,9.911
2020-09-11,10.134
2020-09-12,10.134
2020-09-13,10.134
2020-09-14,10.282
2020-09-15,10.166
2020-09-16,10.546
2020-09-17,10.431
2020-09-18,10.345
2020-09-19,10.345
2020-09-20,10.345
2020-09-21,9.967
2020-09-22,9.913
2020-09-23,9.755
2020-09-24,9.677
2020-09-25,9.881
2020-09-26,9.881
2020-09-27,9.881
2020-09-28,10.307
2020-09-29,10.222
2020-09-30,10.138
2020-10-01,10.234
