,NKE US Equity
2021-05-21,24.501
2021-05-22,24.501
2021-05-23,24.501
2021-05-24,24.76
2021-05-25,24.808
2021-05-26,25.282
2021-05-27,25.221
2021-05-28,25.254
2021-05-29,25.254
2021-05-30,25.254
2021-05-31,25.254
2021-06-01,24.893
2021-06-02,24.83
2021-06-03,24.83
2021-06-04,24.751
2021-06-05,24.751
2021-06-06,24.751
2021-06-07,24.789
2021-06-08,24.678
2021-06-09,24.399
2021-06-10,24.24
2021-06-11,24.417
2021-06-12,24.417
2021-06-13,24.417
2021-06-14,24.31
2021-06-15,24.158
2021-06-16,24.248
2021-06-17,24.571
2021-06-18,24.537
2021-06-19,24.537
2021-06-20,24.537
2021-06-21,24.959
2021-06-22,25.419
2021-06-23,25.538
2021-06-24,25.508
2021-06-25,26.748
2021-06-26,26.748
2021-06-27,26.748
2021-06-28,26.272
2021-06-29,26.891
2021-06-30,26.639
2021-07-01,27.244
2021-07-02,27.544
2021-07-03,27.544
2021-07-04,27.544
2021-07-05,27.544
2021-07-06,27.608
2021-07-07,27.465
2021-07-08,27.546
2021-07-09,27.609
2021-07-10,27.609
2021-07-11,27.609
2021-07-12,27.75
2021-07-13,27.71
2021-07-14,27.702
2021-07-15,27.727
2021-07-16,27.412
2021-07-17,27.412
2021-07-18,27.412
2021-07-19,27.072
2021-07-20,27.325
2021-07-21,27.414
2021-07-22,27.74
2021-07-23,28.018
2021-07-24,28.018
2021-07-25,28.018
2021-07-26,27.804
2021-07-27,27.717
2021-07-28,27.799
2021-07-29,28.056
2021-07-30,28.143
2021-07-31,28.143
2021-08-01,28.143
2021-08-02,28.352
2021-08-03,28.768
2021-08-04,28.883
2021-08-05,29.209
2021-08-06,29.032
2021-08-07,29.032
2021-08-08,29.032
2021-08-09,28.859
2021-08-10,28.943
2021-08-11,28.775
2021-08-12,28.669
2021-08-13,28.846
2021-08-14,28.846
2021-08-15,28.846
2021-08-16,28.958
2021-08-17,28.668
2021-08-18,28.357
2021-08-19,27.816
2021-08-20,28.186
2021-08-21,28.186
2021-08-22,28.186
2021-08-23,28.51
2021-08-24,28.553
2021-08-25,28.53
2021-08-26,28.039
2021-08-27,28.197
2021-08-28,28.197
2021-08-29,28.197
2021-08-30,28.272
2021-08-31,27.719
2021-09-01,27.689
2021-09-02,27.539
2021-09-03,27.475
2021-09-04,27.475
2021-09-05,27.475
2021-09-06,27.475
2021-09-07,27.365
2021-09-08,27.041
2021-09-09,27.483
2021-09-10,27.525
2021-09-11,27.525
2021-09-12,27.525
2021-09-13,26.841
2021-09-14,26.722
2021-09-15,26.579
2021-09-16,26.495
2021-09-17,26.369
2021-09-18,26.369
2021-09-19,26.369
2021-09-20,26.049
2021-09-21,26.179
2021-09-22,26.587
2021-09-23,27.194
2021-09-24,25.98
2021-09-25,25.98
2021-09-26,25.98
2021-09-27,25.775
2021-09-28,25.298
2021-09-29,25.423
2021-09-30,25.286
2021-10-01,25.604
2021-10-02,25.604
2021-10-03,25.604
2021-10-04,25.692
2021-10-05,26.097
2021-10-06,26.052
2021-10-07,26.543
2021-10-08,26.653
2021-10-09,26.653
2021-10-10,26.653
2021-10-11,26.269
2021-10-12,26.941
2021-10-13,27.459
2021-10-14,27.722
2021-10-15,27.875
2021-10-16,27.875
2021-10-17,27.875
2021-10-18,28.126
2021-10-19,27.842
2021-10-20,27.953
2021-10-21,28.611
2021-10-22,28.84
2021-10-23,28.84
2021-10-24,28.84
2021-10-25,28.971
2021-10-26,28.895
2021-10-27,28.641
2021-10-28,29.013
2021-10-29,29.513
2021-10-30,29.513
2021-10-31,29.513
2021-11-01,29.343
2021-11-02,29.608
2021-11-03,30.432
2021-11-04,30.95
2021-11-05,31.316
2021-11-06,31.316
2021-11-07,31.316
2021-11-08,30.317
2021-11-09,30.665
2021-11-10,29.684
2021-11-11,29.456
2021-11-12,29.83
2021-11-13,29.83
2021-11-14,29.83
2021-11-15,29.788
2021-11-16,30.314
2021-11-17,30.298
2021-11-18,30.229
2021-11-19,30.852
2021-11-20,30.852
2021-11-21,30.852
2021-11-22,30.739
2021-11-23,30.37
2021-11-24,30.349
2021-11-25,30.349
2021-11-26,29.641
2021-11-27,29.641
2021-11-28,29.641
2021-11-29,29.968
2021-11-30,29.857
2021-12-01,29.414
2021-12-02,29.996
2021-12-03,30.092
2021-12-04,30.092
2021-12-05,30.092
2021-12-06,29.852
2021-12-07,30.273
2021-12-08,30.089
2021-12-09,29.709
2021-12-10,29.878
2021-12-11,29.878
2021-12-12,29.878
2021-12-13,29.486
2021-12-14,29.232
2021-12-15,28.961
2021-12-16,28.753
2021-12-17,28.461
2021-12-18,28.461
2021-12-19,28.461
2021-12-20,27.254
2021-12-21,28.862
2021-12-22,28.62
2021-12-23,28.66
2021-12-24,28.66
2021-12-25,28.66
2021-12-26,28.66
2021-12-27,29.011
2021-12-28,28.81
2021-12-29,29.219
2021-12-30,28.996
2021-12-31,28.854
2022-01-01,28.854
2022-01-02,28.854
2022-01-03,28.507
2022-01-04,28.805
2022-01-05,28.068
2022-01-06,27.859
2022-01-07,27.223
2022-01-08,27.223
2022-01-09,27.223
2022-01-10,26.095
2022-01-11,26.071
2022-01-12,26.402
2022-01-13,25.947
2022-01-14,25.634
2022-01-15,25.634
2022-01-16,25.634
2022-01-17,25.634
2022-01-18,25.494
2022-01-19,25.175
2022-01-20,24.762
2022-01-21,24.8
2022-01-22,24.8
2022-01-23,24.8
2022-01-24,25.329
2022-01-25,25.239
2022-01-26,24.981
2022-01-27,25.093
2022-01-28,25.314
2022-01-29,25.314
2022-01-30,25.314
2022-01-31,25.688
2022-02-01,25.714
2022-02-02,25.799
2022-02-03,25.21
2022-02-04,25.223
2022-02-05,25.223
2022-02-06,25.223
2022-02-07,25.18
2022-02-08,24.901
2022-02-09,25.374
2022-02-10,25.125
2022-02-11,24.32
2022-02-12,24.32
2022-02-13,24.32
2022-02-14,24.564
2022-02-15,25.256
2022-02-16,25.414
2022-02-17,24.774
2022-02-18,24.8
2022-02-19,24.8
2022-02-20,24.8
2022-02-21,24.8
2022-02-22,23.974
2022-02-23,23.738
2022-02-24,23.797
2022-02-25,24.08
2022-02-26,24.08
2022-02-27,24.08
2022-02-28,23.69
2022-03-01,22.939
2022-03-02,23.56
2022-03-03,23.263
2022-03-04,22.83
2022-03-05,22.83
2022-03-06,22.83
2022-03-07,21.7
2022-03-08,21.251
2022-03-09,22.257
2022-03-10,22.096
2022-03-11,21.589
2022-03-12,21.589
2022-03-13,21.589
2022-03-14,20.758
2022-03-15,21.104
2022-03-16,22.395
2022-03-17,22.914
2022-03-18,23.603
2022-03-19,23.603
2022-03-20,23.603
2022-03-21,23.453
2022-03-22,23.962
2022-03-23,23.99
2022-03-24,23.824
2022-03-25,24.05
2022-03-26,24.05
2022-03-27,24.05
2022-03-28,24.25
2022-03-29,25.029
2022-03-30,24.921
2022-03-31,24.205
2022-04-01,24.018
2022-04-02,24.018
2022-04-03,24.018
2022-04-04,24.165
2022-04-05,23.798
2022-04-06,22.979
2022-04-07,23.162
2022-04-08,22.942
2022-04-09,22.942
2022-04-10,22.942
2022-04-11,22.407
2022-04-12,22.418
2022-04-13,22.857
2022-04-14,23.927
2022-04-15,23.927
2022-04-16,23.927
2022-04-17,23.927
2022-04-18,23.599
2022-04-19,24.576
2022-04-20,24.364
2022-04-21,24.29
2022-04-22,23.145
2022-04-23,23.145
2022-04-24,23.145
2022-04-25,22.942
2022-04-26,21.611
2022-04-27,21.741
2022-04-28,22.782
2022-04-29,22.361
2022-04-30,22.361
2022-05-01,22.361
2022-05-02,22.608
2022-05-03,22.031
2022-05-04,22.609
2022-05-05,21.276
2022-05-06,20.534
2022-05-07,20.534
2022-05-08,20.534
2022-05-09,19.953
2022-05-10,19.644
2022-05-11,19.295
2022-05-12,19.363
2022-05-13,20.28
2022-05-14,20.28
2022-05-15,20.28
2022-05-16,20.262
2022-05-17,20.867
2022-05-18,19.692
2022-05-19,19.164
2022-05-20,19.445
2022-05-21,19.445
2022-05-22,19.445
2022-05-23,19.562
2022-05-24,19.321
2022-05-25,19.485
2022-05-26,20.338
2022-05-27,20.887
2022-05-28,20.887
2022-05-29,20.887
2022-05-30,20.887
2022-05-31,21.402
2022-06-01,21.411
2022-06-02,22.265
2022-06-03,21.956
2022-06-04,21.956
2022-06-05,21.956
2022-06-06,21.825
2022-06-07,22.087
2022-06-08,22.219
2022-06-09,21.53
2022-06-10,20.827
2022-06-11,20.827
2022-06-12,20.827
2022-06-13,20.176
2022-06-14,20.337
2022-06-15,20.86
2022-06-16,19.698
2022-06-17,19.738
2022-06-18,19.738
2022-06-19,19.738
2022-06-20,19.738
2022-06-21,20.102
2022-06-22,19.406
2022-06-23,20.198
2022-06-24,21.144
2022-06-25,21.144
2022-06-26,21.144
2022-06-27,21.436
2022-06-28,21.272
2022-06-29,21.163
2022-06-30,20.996
2022-07-01,20.787
2022-07-02,20.787
2022-07-03,20.787
2022-07-04,20.787
2022-07-05,21.432
2022-07-06,21.413
2022-07-07,22.21
2022-07-08,22.169
2022-07-09,22.169
2022-07-10,22.169
2022-07-11,21.59
2022-07-12,21.312
2022-07-13,21.662
2022-07-14,21.277
2022-07-15,21.601
2022-07-16,21.601
2022-07-17,21.601
2022-07-18,21.444
2022-07-19,22.527
2022-07-20,23.015
2022-07-21,23.121
2022-07-22,22.603
2022-07-23,22.603
2022-07-24,22.603
2022-07-25,22.733
2022-07-26,21.893
2022-07-27,22.447
2022-07-28,23.356
2022-07-29,24.367
2022-07-30,24.367
2022-07-31,24.367
2022-08-01,24.236
2022-08-02,23.699
2022-08-03,24.231
2022-08-04,24.274
2022-08-05,24.155
2022-08-06,24.155
2022-08-07,24.155
2022-08-08,24.293
2022-08-09,23.464
2022-08-10,24.11
2022-08-11,24.314
2022-08-12,24.734
2022-08-13,24.734
2022-08-14,24.734
2022-08-15,24.788
2022-08-16,25.158
2022-08-17,24.941
2022-08-18,24.721
2022-08-19,24.114
2022-08-20,24.114
2022-08-21,24.114
2022-08-22,23.513
2022-08-23,23.586
2022-08-24,23.741
2022-08-25,24.127
2022-08-26,23.074
2022-08-27,23.074
2022-08-28,23.074
2022-08-29,22.989
2022-08-30,22.955
2022-08-31,22.704
2022-09-01,22.713
2022-09-02,22.617
2022-09-03,22.617
2022-09-04,22.617
2022-09-05,22.617
2022-09-06,22.491
2022-09-07,23.203
2022-09-08,23.298
2022-09-09,23.778
2022-09-10,23.778
2022-09-11,23.778
2022-09-12,24.132
2022-09-13,22.702
2022-09-14,23.012
2022-09-15,22.69
2022-09-16,22.393
2022-09-17,22.393
2022-09-18,22.393
2022-09-19,23.073
2022-09-20,22.183
2022-09-21,21.709
2022-09-22,21.449
2022-09-23,21.31
2022-09-24,21.31
2022-09-25,21.31
2022-09-26,21.118
2022-09-27,21.211
2022-09-28,21.742
2022-09-29,21.813
2022-09-30,20.063
2022-10-01,20.063
2022-10-02,20.063
2022-10-03,21.07
2022-10-04,21.869
2022-10-05,22.556
2022-10-06,22.524
2022-10-07,21.773
2022-10-08,21.773
2022-10-09,21.773
2022-10-10,21.655
2022-10-11,22.104
2022-10-12,22.326
2022-10-13,22.602
2022-10-14,22.095
2022-10-15,22.095
2022-10-16,22.095
2022-10-17,22.706
2022-10-18,22.633
2022-10-19,22.433
2022-10-20,22.09
2022-10-21,22.514
2022-10-22,22.514
2022-10-23,22.514
2022-10-24,22.39
2022-10-25,23.334
2022-10-26,23.504
2022-10-27,23.172
2022-10-28,24.014
2022-10-29,24.014
2022-10-30,24.014
2022-10-31,23.763
2022-11-01,24.042
2022-11-02,23.153
2022-11-03,23.178
2022-11-04,24.56
2022-11-05,24.56
2022-11-06,24.56
2022-11-07,23.958
2022-11-08,24.037
2022-11-09,23.614
2022-11-10,25.509
2022-11-11,27.201
2022-11-12,27.201
2022-11-13,27.201
2022-11-14,26.765
2022-11-15,27.36
2022-11-16,26.981
2022-11-17,27.014
2022-11-18,27.029
2022-11-19,27.029
2022-11-20,27.029
2022-11-21,26.622
2022-11-22,27.17
2022-11-23,27.345
2022-11-24,27.345
2022-11-25,27.168
2022-11-26,27.168
2022-11-27,27.168
2022-11-28,26.911
2022-11-29,27.242
2022-11-30,28.124
2022-12-01,28.488
2022-12-02,28.856
2022-12-03,28.856
2022-12-04,28.856
2022-12-05,28.192
2022-12-06,27.758
2022-12-07,27.89
2022-12-08,28.67
2022-12-09,28.17
2022-12-10,28.17
2022-12-11,28.17
2022-12-12,28.762
2022-12-13,28.94
2022-12-14,28.544
2022-12-15,27.747
2022-12-16,27.114
2022-12-17,27.114
2022-12-18,27.114
2022-12-19,26.372
2022-12-20,26.107
2022-12-21,28.762
2022-12-22,28.993
2022-12-23,28.878
2022-12-24,28.878
2022-12-25,28.878
2022-12-26,28.878
2022-12-27,29.204
2022-12-28,28.563
2022-12-29,29.152
2022-12-30,29.067
2022-12-31,29.067
2023-01-01,29.067
2023-01-02,29.067
2023-01-03,29.642
2023-01-04,30.333
2023-01-05,30.185
2023-01-06,31.108
2023-01-07,31.108
2023-01-08,31.108
2023-01-09,31.188
2023-01-10,31.419
2023-01-11,31.839
2023-01-12,31.826
2023-01-13,32.065
2023-01-14,32.065
2023-01-15,32.065
2023-01-16,32.065
2023-01-17,31.744
2023-01-18,31.32
2023-01-19,30.849
2023-01-20,31.367
2023-01-21,31.367
2023-01-22,31.367
2023-01-23,31.781
2023-01-24,31.419
2023-01-25,31.576
2023-01-26,31.712
2023-01-27,31.712
2023-01-28,31.712
2023-01-29,31.712
2023-01-30,31.361
2023-01-31,31.727
2023-02-01,32.268
2023-02-02,32.158
2023-02-03,31.797
2023-02-04,31.797
2023-02-05,31.797
2023-02-06,31.328
2023-02-07,31.229
2023-02-08,30.626
2023-02-09,30.444
2023-02-10,30.456
2023-02-11,30.456
2023-02-12,30.456
2023-02-13,31.184
2023-02-14,31.445
2023-02-15,31.764
2023-02-16,30.992
2023-02-17,31.106
2023-02-18,31.106
2023-02-19,31.106
2023-02-20,31.106
2023-02-21,30.175
2023-02-22,29.876
2023-02-23,29.89
2023-02-24,29.412
2023-02-25,29.412
2023-02-26,29.412
2023-02-27,29.534
2023-02-28,29.599
2023-03-01,29.547
2023-03-02,29.796
2023-03-03,30.221
2023-03-04,30.221
2023-03-05,30.221
2023-03-06,30.028
2023-03-07,29.883
2023-03-08,29.951
2023-03-09,29.453
2023-03-10,29.344
2023-03-11,29.344
2023-03-12,29.344
2023-03-13,29.164
2023-03-14,29.683
2023-03-15,29.454
2023-03-16,30.125
2023-03-17,30.076
2023-03-18,30.076
2023-03-19,30.076
2023-03-20,30.278
2023-03-21,31.285
2023-03-22,29.495
2023-03-23,29.828
2023-03-24,29.764
2023-03-25,29.764
2023-03-26,29.764
2023-03-27,29.056
2023-03-28,29.071
2023-03-29,29.717
2023-03-30,29.598
2023-03-31,30.3
2023-04-01,30.3
2023-04-02,30.3
2023-04-03,30.06
2023-04-04,30.536
2023-04-05,29.848
2023-04-06,29.444
2023-04-07,29.444
2023-04-08,29.444
2023-04-09,29.444
2023-04-10,29.858
2023-04-11,30.198
2023-04-12,30.287
2023-04-13,30.965
2023-04-14,30.847
2023-04-15,30.847
2023-04-16,30.847
2023-04-17,30.96
2023-04-18,30.965
2023-04-19,30.832
2023-04-20,30.533
2023-04-21,30.798
2023-04-22,30.798
2023-04-23,30.798
2023-04-24,31.181
2023-04-25,30.585
2023-04-26,30.383
2023-04-27,30.84
2023-04-28,31.09
2023-04-29,31.09
2023-04-30,31.09
2023-05-01,31.384
2023-05-02,31.223
2023-05-03,31.095
2023-05-04,30.342
2023-05-05,31.058
2023-05-06,31.058
2023-05-07,31.058
2023-05-08,31.129
2023-05-09,30.693
2023-05-10,30.302
2023-05-11,29.986
2023-05-12,29.522
2023-05-13,29.522
2023-05-14,29.522
2023-05-15,29.429
2023-05-16,28.62
2023-05-17,28.743
2023-05-18,29.244
2023-05-19,28.268
2023-05-20,28.268
2023-05-21,28.268
2023-05-22,27.188
2023-05-23,26.842
2023-05-24,26.721
2023-05-25,26.521
2023-05-26,26.529
2023-05-27,26.529
2023-05-28,26.529
2023-05-29,26.529
2023-05-30,26.284
2023-05-31,25.974
2023-06-01,25.571
2023-06-02,26.683
2023-06-03,26.683
2023-06-04,26.683
2023-06-05,26.103
2023-06-06,26.349
2023-06-07,26.572
2023-06-08,26.424
2023-06-09,26.339
2023-06-10,26.339
2023-06-11,26.339
2023-06-12,26.581
2023-06-13,26.615
2023-06-14,28.131
2023-06-15,28.061
2023-06-16,28.355
2023-06-17,28.355
2023-06-18,28.355
2023-06-19,28.355
2023-06-20,27.56
2023-06-21,27.755
2023-06-22,27.926
