,TPR US Equity
2020-11-19,8.428
2020-11-20,8.446
2020-11-21,8.446
2020-11-22,8.446
2020-11-23,8.568
2020-11-24,8.939
2020-11-25,8.811
2020-11-26,8.811
2020-11-27,8.606
2020-11-28,8.606
2020-11-29,8.606
2020-11-30,8.404
2020-12-01,8.416
2020-12-02,8.452
2020-12-03,8.686
2020-12-04,8.71
2020-12-05,8.71
2020-12-06,8.71
2020-12-07,8.826
2020-12-08,8.755
2020-12-09,8.793
2020-12-10,8.79
2020-12-11,8.704
2020-12-12,8.704
2020-12-13,8.704
2020-12-14,8.598
2020-12-15,8.803
2020-12-16,8.788
2020-12-17,8.835
2020-12-18,8.548
2020-12-19,8.548
2020-12-20,8.548
2020-12-21,8.699
2020-12-22,8.936
2020-12-23,9.04
2020-12-24,9.137
2020-12-25,9.137
2020-12-26,9.137
2020-12-27,9.137
2020-12-28,9.14
2020-12-29,8.918
2020-12-30,9.315
2020-12-31,9.206
2021-01-01,9.206
2021-01-02,9.206
2021-01-03,9.206
2021-01-04,9.688
2021-01-05,9.632
2021-01-06,10.165
2021-01-07,10.328
2021-01-08,10.139
2021-01-09,10.139
2021-01-10,10.139
2021-01-11,10.236
2021-01-12,10.467
2021-01-13,10.079
2021-01-14,10.088
2021-01-15,9.958
2021-01-16,9.958
2021-01-17,9.958
2021-01-18,9.958
2021-01-19,9.875
2021-01-20,9.979
2021-01-21,9.996
2021-01-22,10.168
2021-01-23,10.168
2021-01-24,10.168
2021-01-25,10.002
2021-01-26,9.712
2021-01-27,9.066
2021-01-28,9.588
2021-01-29,9.432
2021-01-30,9.432
2021-01-31,9.432
2021-02-01,9.415
2021-02-02,9.888
2021-02-03,10.228
2021-02-04,10.573
2021-02-05,9.183
2021-02-06,9.183
2021-02-07,9.183
2021-02-08,9.379
2021-02-09,9.379
2021-02-10,9.577
2021-02-11,9.567
2021-02-12,9.369
2021-02-13,9.369
2021-02-14,9.369
2021-02-15,9.369
2021-02-16,9.553
2021-02-17,9.452
2021-02-18,9.291
2021-02-19,9.513
2021-02-20,9.513
2021-02-21,9.513
2021-02-22,9.645
2021-02-23,9.572
2021-02-24,9.819
2021-02-25,9.988
2021-02-26,9.925
2021-02-27,9.925
2021-02-28,9.925
2021-03-01,9.774
2021-03-02,9.967
2021-03-03,9.791
2021-03-04,9.602
2021-03-05,9.871
2021-03-06,9.871
2021-03-07,9.871
2021-03-08,10.351
2021-03-09,10.212
2021-03-10,10.12
2021-03-11,10.379
2021-03-12,10.507
2021-03-13,10.507
2021-03-14,10.507
2021-03-15,10.912
2021-03-16,10.554
2021-03-17,10.62
2021-03-18,10.694
2021-03-19,10.536
2021-03-20,10.536
2021-03-21,10.536
2021-03-22,10.293
2021-03-23,9.688
2021-03-24,9.581
2021-03-25,9.86
2021-03-26,9.855
2021-03-27,9.855
2021-03-28,9.855
2021-03-29,9.31
2021-03-30,9.655
2021-03-31,9.716
2021-04-01,9.673
2021-04-02,9.673
2021-04-03,9.673
2021-04-04,9.673
2021-04-05,10.065
2021-04-06,10.105
2021-04-07,10.159
2021-04-08,10.225
2021-04-09,10.593
2021-04-10,10.593
2021-04-11,10.593
2021-04-12,10.732
2021-04-13,10.624
2021-04-14,10.708
2021-04-15,10.938
2021-04-16,11.011
2021-04-17,11.011
2021-04-18,11.011
2021-04-19,10.697
2021-04-20,10.292
2021-04-21,10.626
2021-04-22,10.68
2021-04-23,10.964
2021-04-24,10.964
2021-04-25,10.964
2021-04-26,10.874
2021-04-27,11.046
2021-04-28,11.076
2021-04-29,11.172
2021-04-30,11.158
2021-05-01,11.158
2021-05-02,11.158
2021-05-03,11.319
2021-05-04,11.193
2021-05-05,11.289
2021-05-06,10.63
2021-05-07,11.08
2021-05-08,11.08
2021-05-09,11.08
2021-05-10,10.606
2021-05-11,11.338
2021-05-12,10.907
2021-05-13,11.046
2021-05-14,11.414
2021-05-15,11.414
2021-05-16,11.414
2021-05-17,11.548
2021-05-18,11.29
2021-05-19,10.87
2021-05-20,10.631
2021-05-21,10.456
2021-05-22,10.456
2021-05-23,10.456
2021-05-24,10.58
2021-05-25,10.561
2021-05-26,10.809
2021-05-27,10.992
2021-05-28,10.943
2021-05-29,10.943
2021-05-30,10.943
2021-05-31,10.943
2021-06-01,10.963
2021-06-02,10.412
2021-06-03,10.004
2021-06-04,10.058
2021-06-05,10.058
2021-06-06,10.058
2021-06-07,10.199
2021-06-08,10.352
2021-06-09,10.216
2021-06-10,10.051
2021-06-11,10.423
2021-06-12,10.423
2021-06-13,10.423
2021-06-14,10.181
2021-06-15,10.246
2021-06-16,10.178
2021-06-17,9.938
2021-06-18,9.686
2021-06-19,9.686
2021-06-20,9.686
2021-06-21,9.919
2021-06-22,9.952
2021-06-23,10.023
2021-06-24,10.124
2021-06-25,10.23
2021-06-26,10.23
2021-06-27,10.23
2021-06-28,10.025
2021-06-29,9.919
2021-06-30,10.23
2021-07-01,9.997
2021-07-02,10.037
2021-07-03,10.037
2021-07-04,10.037
2021-07-05,10.037
2021-07-06,9.814
2021-07-07,9.623
2021-07-08,9.501
2021-07-09,9.858
2021-07-10,9.858
2021-07-11,9.858
2021-07-12,10.006
2021-07-13,9.776
2021-07-14,9.336
2021-07-15,9.149
2021-07-16,8.8
2021-07-17,8.8
2021-07-18,8.8
2021-07-19,8.518
2021-07-20,8.879
2021-07-21,9.192
2021-07-22,8.993
2021-07-23,9.032
2021-07-24,9.032
2021-07-25,9.032
2021-07-26,9.293
2021-07-27,9.241
2021-07-28,9.046
2021-07-29,9.223
2021-07-30,9.455
2021-07-31,9.455
2021-08-01,9.455
2021-08-02,9.462
2021-08-03,9.708
2021-08-04,9.554
2021-08-05,9.715
2021-08-06,9.838
2021-08-07,9.838
2021-08-08,9.838
2021-08-09,9.652
2021-08-10,9.8
2021-08-11,9.855
2021-08-12,9.992
2021-08-13,9.887
2021-08-14,9.887
2021-08-15,9.887
2021-08-16,9.795
2021-08-17,9.395
2021-08-18,9.268
2021-08-19,8.797
2021-08-20,9.24
2021-08-21,9.24
2021-08-22,9.24
2021-08-23,9.634
2021-08-24,9.861
2021-08-25,9.827
2021-08-26,9.529
2021-08-27,9.711
2021-08-28,9.711
2021-08-29,9.711
2021-08-30,9.392
2021-08-31,9.18
2021-09-01,9.231
2021-09-02,9.249
2021-09-03,9.295
2021-09-04,9.295
2021-09-05,9.295
2021-09-06,9.295
2021-09-07,9.336
2021-09-08,9.022
2021-09-09,9.283
2021-09-10,9.249
2021-09-11,9.249
2021-09-12,9.249
2021-09-13,9.212
2021-09-14,9.153
2021-09-15,9.128
2021-09-16,9.304
2021-09-17,9.233
2021-09-18,9.233
2021-09-19,9.233
2021-09-20,8.687
2021-09-21,8.787
2021-09-22,8.908
2021-09-23,9.221
2021-09-24,9.018
2021-09-25,9.018
2021-09-26,9.018
2021-09-27,9.164
2021-09-28,9.041
2021-09-29,8.856
2021-09-30,8.46
2021-10-01,8.689
2021-10-02,8.689
2021-10-03,8.689
2021-10-04,8.68
2021-10-05,8.785
2021-10-06,8.6
2021-10-07,8.725
2021-10-08,8.538
2021-10-09,8.538
2021-10-10,8.538
2021-10-11,8.554
2021-10-12,8.771
2021-10-13,8.728
2021-10-14,8.91
2021-10-15,8.914
2021-10-16,8.914
2021-10-17,8.914
2021-10-18,8.776
2021-10-19,8.728
2021-10-20,8.785
2021-10-21,8.812
2021-10-22,8.782
2021-10-23,8.782
2021-10-24,8.782
2021-10-25,9.014
2021-10-26,8.846
2021-10-27,8.608
2021-10-28,8.821
2021-10-29,8.817
2021-10-30,8.817
2021-10-31,8.817
2021-11-01,8.909
2021-11-02,8.966
2021-11-03,9.459
2021-11-04,9.493
2021-11-05,9.72
2021-11-06,9.72
2021-11-07,9.72
2021-11-08,9.683
2021-11-09,9.711
2021-11-10,9.743
2021-11-11,10.116
2021-11-12,9.735
2021-11-13,9.735
2021-11-14,9.735
2021-11-15,9.601
2021-11-16,9.748
2021-11-17,9.663
2021-11-18,9.802
2021-11-19,9.834
2021-11-20,9.834
2021-11-21,9.834
2021-11-22,9.878
2021-11-23,9.834
2021-11-24,9.423
2021-11-25,9.423
2021-11-26,8.938
2021-11-27,8.938
2021-11-28,8.938
2021-11-29,8.925
2021-11-30,8.578
2021-12-01,8.313
2021-12-02,8.813
2021-12-03,8.785
2021-12-04,8.785
2021-12-05,8.785
2021-12-06,9.101
2021-12-07,9.368
2021-12-08,9.329
2021-12-09,9.271
2021-12-10,9.267
2021-12-11,9.267
2021-12-12,9.267
2021-12-13,9.014
2021-12-14,9.066
2021-12-15,8.917
2021-12-16,8.793
2021-12-17,8.81
2021-12-18,8.81
2021-12-19,8.81
2021-12-20,8.398
2021-12-21,8.739
2021-12-22,8.772
2021-12-23,8.81
2021-12-24,8.81
2021-12-25,8.81
2021-12-26,8.81
2021-12-27,8.78
2021-12-28,8.667
2021-12-29,8.667
2021-12-30,8.714
2021-12-31,8.669
2022-01-01,8.669
2022-01-02,8.669
2022-01-03,8.714
2022-01-04,8.893
2022-01-05,8.814
2022-01-06,8.851
2022-01-07,8.435
2022-01-08,8.435
2022-01-09,8.435
2022-01-10,8.04
2022-01-11,8.193
2022-01-12,8.265
2022-01-13,8.405
2022-01-14,8.221
2022-01-15,8.221
2022-01-16,8.221
2022-01-17,8.221
2022-01-18,8.028
2022-01-19,8.026
2022-01-20,7.876
2022-01-21,7.822
2022-01-22,7.822
2022-01-23,7.822
2022-01-24,8.164
2022-01-25,8.008
2022-01-26,7.862
2022-01-27,7.922
2022-01-28,8.044
2022-01-29,8.044
2022-01-30,8.044
2022-01-31,8.105
2022-02-01,8.276
2022-02-02,8.353
2022-02-03,8.186
2022-02-04,8.216
2022-02-05,8.216
2022-02-06,8.216
2022-02-07,8.255
2022-02-08,8.455
2022-02-09,8.699
2022-02-10,8.598
2022-02-11,8.082
2022-02-12,8.082
2022-02-13,8.082
2022-02-14,8.055
2022-02-15,8.399
2022-02-16,8.48
2022-02-17,8.257
2022-02-18,8.178
2022-02-19,8.178
2022-02-20,8.178
2022-02-21,8.178
2022-02-22,8.196
2022-02-23,8.114
2022-02-24,8.014
2022-02-25,8.341
2022-02-26,8.341
2022-02-27,8.341
2022-02-28,8.37
2022-03-01,7.942
2022-03-02,8.505
2022-03-03,8.236
2022-03-04,7.543
2022-03-05,7.543
2022-03-06,7.543
2022-03-07,6.647
2022-03-08,6.711
2022-03-09,7.425
2022-03-10,7.36
2022-03-11,7.108
2022-03-12,7.108
2022-03-13,7.108
2022-03-14,6.951
2022-03-15,7.241
2022-03-16,7.635
2022-03-17,7.711
2022-03-18,7.913
2022-03-19,7.913
2022-03-20,7.913
2022-03-21,7.804
2022-03-22,7.798
2022-03-23,7.732
2022-03-24,7.757
2022-03-25,7.916
2022-03-26,7.916
2022-03-27,7.916
2022-03-28,7.906
2022-03-29,8.268
2022-03-30,8.064
2022-03-31,7.648
2022-04-01,7.434
2022-04-02,7.434
2022-04-03,7.434
2022-04-04,7.448
2022-04-05,7.088
2022-04-06,6.909
2022-04-07,6.85
2022-04-08,6.84
2022-04-09,6.84
2022-04-10,6.84
2022-04-11,6.901
2022-04-12,7.006
2022-04-13,7.082
2022-04-14,6.94
2022-04-15,6.94
2022-04-16,6.94
2022-04-17,6.94
2022-04-18,6.955
2022-04-19,7.245
2022-04-20,7.171
2022-04-21,7.085
2022-04-22,6.761
2022-04-23,6.761
2022-04-24,6.761
2022-04-25,6.804
2022-04-26,6.683
2022-04-27,6.741
2022-04-28,6.881
2022-04-29,6.782
2022-04-30,6.782
2022-05-01,6.782
2022-05-02,6.922
2022-05-03,6.76
2022-05-04,6.864
2022-05-05,6.498
2022-05-06,6.263
2022-05-07,6.263
2022-05-08,6.263
2022-05-09,5.97
2022-05-10,5.857
2022-05-11,5.49
2022-05-12,6.302
2022-05-13,6.507
2022-05-14,6.507
2022-05-15,6.507
2022-05-16,6.615
2022-05-17,6.821
2022-05-18,6.578
2022-05-19,6.396
2022-05-20,6.487
2022-05-21,6.487
2022-05-22,6.487
2022-05-23,6.464
2022-05-24,6.187
2022-05-25,6.492
2022-05-26,7.09
2022-05-27,7.29
2022-05-28,7.29
2022-05-29,7.29
2022-05-30,7.29
2022-05-31,7.324
2022-06-01,7.247
2022-06-02,7.538
2022-06-03,7.478
2022-06-04,7.478
2022-06-05,7.478
2022-06-06,7.422
2022-06-07,7.48
2022-06-08,7.463
2022-06-09,7.362
2022-06-10,7.002
2022-06-11,7.002
2022-06-12,7.002
2022-06-13,6.623
2022-06-14,6.767
2022-06-15,6.98
2022-06-16,6.515
2022-06-17,6.869
2022-06-18,6.869
2022-06-19,6.869
2022-06-20,6.869
2022-06-21,6.88
2022-06-22,6.657
2022-06-23,6.867
2022-06-24,7.133
2022-06-25,7.133
2022-06-26,7.133
2022-06-27,6.966
2022-06-28,6.895
2022-06-29,6.679
2022-06-30,6.531
2022-07-01,6.595
2022-07-02,6.595
2022-07-03,6.595
2022-07-04,6.595
2022-07-05,6.707
2022-07-06,6.557
2022-07-07,6.861
2022-07-08,6.809
2022-07-09,6.809
2022-07-10,6.809
2022-07-11,6.611
2022-07-12,6.617
2022-07-13,6.647
2022-07-14,6.583
2022-07-15,6.473
2022-07-16,6.473
2022-07-17,6.473
2022-07-18,6.608
2022-07-19,6.932
2022-07-20,7.11
2022-07-21,7.223
2022-07-22,7.224
2022-07-23,7.224
2022-07-24,7.224
2022-07-25,7.256
2022-07-26,6.92
2022-07-27,7.177
2022-07-28,7.241
2022-07-29,7.156
2022-07-30,7.156
2022-07-31,7.156
2022-08-01,7.235
2022-08-02,7.022
2022-08-03,7.199
2022-08-04,7.207
2022-08-05,7.237
2022-08-06,7.237
2022-08-07,7.237
2022-08-08,7.379
2022-08-09,7.139
2022-08-10,7.385
2022-08-11,7.612
2022-08-12,7.653
2022-08-13,7.653
2022-08-14,7.653
2022-08-15,7.705
2022-08-16,7.964
2022-08-17,7.958
2022-08-18,8.114
2022-08-19,8.005
2022-08-20,8.005
2022-08-21,8.005
2022-08-22,7.698
2022-08-23,7.879
2022-08-24,7.833
2022-08-25,7.994
2022-08-26,7.691
2022-08-27,7.691
2022-08-28,7.691
2022-08-29,7.641
2022-08-30,7.738
2022-08-31,7.556
2022-09-01,7.595
2022-09-02,7.512
2022-09-03,7.512
2022-09-04,7.512
2022-09-05,7.512
2022-09-06,7.295
2022-09-07,7.501
2022-09-08,7.605
2022-09-09,7.803
2022-09-10,7.803
2022-09-11,7.803
2022-09-12,7.953
2022-09-13,7.529
2022-09-14,7.376
2022-09-15,7.262
2022-09-16,7.116
2022-09-17,7.116
2022-09-18,7.116
2022-09-19,7.24
2022-09-20,7.083
2022-09-21,6.987
2022-09-22,6.766
2022-09-23,6.484
2022-09-24,6.484
2022-09-25,6.484
2022-09-26,6.259
2022-09-27,6.346
2022-09-28,6.536
2022-09-29,6.318
2022-09-30,6.218
2022-10-01,6.218
2022-10-02,6.218
2022-10-03,6.489
2022-10-04,6.876
2022-10-05,6.968
2022-10-06,7.001
2022-10-07,6.885
2022-10-08,6.885
2022-10-09,6.885
2022-10-10,6.811
2022-10-11,6.728
2022-10-12,6.856
2022-10-13,6.829
2022-10-14,6.649
2022-10-15,6.649
2022-10-16,6.649
2022-10-17,6.891
2022-10-18,6.873
2022-10-19,6.724
2022-10-20,6.695
2022-10-21,6.869
2022-10-22,6.869
2022-10-23,6.869
2022-10-24,6.667
2022-10-25,7.021
2022-10-26,6.955
2022-10-27,6.966
2022-10-28,7.016
2022-10-29,7.016
2022-10-30,7.016
2022-10-31,6.959
2022-11-01,7.065
2022-11-02,6.72
2022-11-03,6.599
2022-11-04,7.13
2022-11-05,7.13
2022-11-06,7.13
2022-11-07,7.033
2022-11-08,7.093
2022-11-09,6.86
2022-11-10,7.269
2022-11-11,7.988
2022-11-12,7.988
2022-11-13,7.988
2022-11-14,7.761
2022-11-15,7.933
2022-11-16,7.796
2022-11-17,7.919
2022-11-18,7.941
2022-11-19,7.941
2022-11-20,7.941
2022-11-21,7.844
2022-11-22,8.223
2022-11-23,8.389
2022-11-24,8.389
2022-11-25,8.414
2022-11-26,8.414
2022-11-27,8.414
2022-11-28,8.28
2022-11-29,8.442
2022-11-30,8.56
2022-12-01,8.721
2022-12-02,8.796
2022-12-03,8.796
2022-12-04,8.796
2022-12-05,8.42
2022-12-06,8.451
2022-12-07,8.329
2022-12-08,8.439
2022-12-09,8.315
2022-12-10,8.315
2022-12-11,8.315
2022-12-12,8.546
2022-12-13,8.782
2022-12-14,8.713
2022-12-15,8.539
2022-12-16,8.379
2022-12-17,8.379
2022-12-18,8.379
2022-12-19,8.22
2022-12-20,8.223
2022-12-21,8.497
2022-12-22,8.552
2022-12-23,8.557
2022-12-24,8.557
2022-12-25,8.557
2022-12-26,8.557
2022-12-27,8.714
2022-12-28,8.442
2022-12-29,8.625
2022-12-30,8.708
2022-12-31,8.708
2023-01-01,8.708
2023-01-02,8.708
2023-01-03,8.926
2023-01-04,9.115
2023-01-05,9.161
2023-01-06,9.468
2023-01-07,9.468
2023-01-08,9.468
2023-01-09,9.514
2023-01-10,9.673
2023-01-11,9.768
2023-01-12,9.941
2023-01-13,10.006
2023-01-14,10.006
2023-01-15,10.006
2023-01-16,10.006
2023-01-17,10.063
2023-01-18,10.091
2023-01-19,9.844
2023-01-20,10.082
2023-01-21,10.082
2023-01-22,10.082
2023-01-23,10.244
2023-01-24,10.091
2023-01-25,10.119
2023-01-26,10.207
2023-01-27,10.24
2023-01-28,10.24
2023-01-29,10.24
2023-01-30,10.24
2023-01-31,10.488
2023-02-01,10.73
2023-02-02,10.672
2023-02-03,10.612
2023-02-04,10.612
2023-02-05,10.612
2023-02-06,10.23
2023-02-07,10.362
2023-02-08,9.9
2023-02-09,10.197
2023-02-10,10.085
2023-02-11,10.085
2023-02-12,10.085
2023-02-13,10.211
2023-02-14,10.208
2023-02-15,10.269
2023-02-16,10.156
2023-02-17,9.984
2023-02-18,9.984
2023-02-19,9.984
2023-02-20,9.984
2023-02-21,9.613
2023-02-22,9.74
2023-02-23,9.781
2023-02-24,9.665
2023-02-25,9.665
2023-02-26,9.665
2023-02-27,9.799
2023-02-28,9.872
2023-03-01,9.813
2023-03-02,9.953
2023-03-03,10.089
2023-03-04,10.089
2023-03-05,10.089
2023-03-06,9.878
2023-03-07,9.765
2023-03-08,9.785
2023-03-09,9.504
2023-03-10,9.449
2023-03-11,9.449
2023-03-12,9.449
2023-03-13,9.338
2023-03-14,9.479
2023-03-15,9.264
2023-03-16,9.404
2023-03-17,9.344
2023-03-18,9.344
2023-03-19,9.344
2023-03-20,9.28
2023-03-21,9.47
2023-03-22,9.301
2023-03-23,9.29
2023-03-24,9.196
2023-03-25,9.196
2023-03-26,9.196
2023-03-27,9.308
2023-03-28,9.534
2023-03-29,9.609
2023-03-30,9.639
2023-03-31,9.877
2023-04-01,9.877
2023-04-02,9.877
2023-04-03,9.827
2023-04-04,9.66
2023-04-05,9.277
2023-04-06,9.195
2023-04-07,9.195
2023-04-08,9.195
2023-04-09,9.195
2023-04-10,9.362
2023-04-11,9.357
2023-04-12,9.46
2023-04-13,9.607
2023-04-14,9.653
2023-04-15,9.653
2023-04-16,9.653
2023-04-17,9.497
2023-04-18,9.66
2023-04-19,9.882
2023-04-20,9.699
2023-04-21,9.605
2023-04-22,9.605
2023-04-23,9.605
2023-04-24,9.614
2023-04-25,9.249
2023-04-26,9.187
2023-04-27,9.368
2023-04-28,9.359
2023-04-29,9.359
2023-04-30,9.359
2023-05-01,9.32
2023-05-02,9.123
2023-05-03,8.935
2023-05-04,8.731
2023-05-05,8.937
2023-05-06,8.937
2023-05-07,8.937
2023-05-08,8.837
2023-05-09,8.8
2023-05-10,8.536
2023-05-11,9.202
2023-05-12,9.379
2023-05-13,9.379
2023-05-14,9.379
2023-05-15,9.792
2023-05-16,9.532
2023-05-17,9.862
2023-05-18,10.016
2023-05-19,9.759
2023-05-20,9.759
2023-05-21,9.759
2023-05-22,9.573
2023-05-23,9.519
2023-05-24,9.285
2023-05-25,9.237
2023-05-26,9.462
2023-05-27,9.462
2023-05-28,9.462
2023-05-29,9.462
2023-05-30,9.21
2023-05-31,9.083
2023-06-01,9.017
2023-06-02,9.623
2023-06-03,9.623
2023-06-04,9.623
2023-06-05,9.408
2023-06-06,9.58
2023-06-07,9.828
2023-06-08,9.722
2023-06-09,9.757
2023-06-10,9.757
2023-06-11,9.757
2023-06-12,9.873
2023-06-13,9.894
2023-06-14,9.983
2023-06-15,9.933
2023-06-16,9.917
2023-06-17,9.917
2023-06-18,9.917
2023-06-19,9.917
2023-06-20,9.94
2023-06-21,9.882
2023-06-22,9.814
