,URI US Equity
2022-06-07,8.405
2022-06-08,8.204
2022-06-09,8.022
2022-06-10,7.533
2022-06-11,7.533
2022-06-12,7.533
2022-06-13,7.125
2022-06-14,6.992
2022-06-15,7.149
2022-06-16,6.601
2022-06-17,6.443
2022-06-18,6.443
2022-06-19,6.443
2022-06-20,6.443
2022-06-21,6.476
2022-06-22,6.457
2022-06-23,6.309
2022-06-24,6.642
2022-06-25,6.642
2022-06-26,6.642
2022-06-27,6.762
2022-06-28,6.654
2022-06-29,6.469
2022-06-30,6.518
2022-07-01,6.557
2022-07-02,6.557
2022-07-03,6.557
2022-07-04,6.557
2022-07-05,6.574
2022-07-06,6.482
2022-07-07,6.737
2022-07-08,6.677
2022-07-09,6.677
2022-07-10,6.677
2022-07-11,6.69
2022-07-12,6.734
2022-07-13,6.736
2022-07-14,6.669
2022-07-15,6.757
2022-07-16,6.757
2022-07-17,6.757
2022-07-18,6.897
2022-07-19,7.578
2022-07-20,7.665
2022-07-21,7.78
2022-07-22,7.628
2022-07-23,7.628
2022-07-24,7.628
2022-07-25,7.726
2022-07-26,7.681
2022-07-27,7.944
2022-07-28,8.377
2022-07-29,8.822
2022-07-30,8.822
2022-07-31,8.822
2022-08-01,8.838
2022-08-02,8.684
2022-08-03,8.781
2022-08-04,8.825
2022-08-05,8.942
2022-08-06,8.942
2022-08-07,8.942
2022-08-08,8.861
2022-08-09,8.751
2022-08-10,8.972
2022-08-11,9.192
2022-08-12,9.311
2022-08-13,9.311
2022-08-14,9.311
2022-08-15,9.338
2022-08-16,9.388
2022-08-17,9.168
2022-08-18,8.916
2022-08-19,8.736
2022-08-20,8.736
2022-08-21,8.736
2022-08-22,8.484
2022-08-23,8.469
2022-08-24,8.496
2022-08-25,8.815
2022-08-26,8.453
2022-08-27,8.453
2022-08-28,8.453
2022-08-29,8.309
2022-08-30,8.08
2022-08-31,8.056
2022-09-01,7.964
2022-09-02,7.992
2022-09-03,7.992
2022-09-04,7.992
2022-09-05,7.992
2022-09-06,8.057
2022-09-07,8.196
2022-09-08,8.412
2022-09-09,8.583
2022-09-10,8.583
2022-09-11,8.583
2022-09-12,8.645
2022-09-13,8.129
2022-09-14,8.0
2022-09-15,7.964
2022-09-16,7.89
2022-09-17,7.89
2022-09-18,7.89
2022-09-19,8.149
2022-09-20,7.993
2022-09-21,7.803
2022-09-22,7.538
2022-09-23,7.265
2022-09-24,7.265
2022-09-25,7.265
2022-09-26,7.172
2022-09-27,7.295
2022-09-28,7.642
2022-09-29,7.452
2022-09-30,7.451
2022-10-01,7.451
2022-10-02,7.451
2022-10-03,7.768
2022-10-04,8.117
2022-10-05,8.106
2022-10-06,8.098
2022-10-07,7.848
2022-10-08,7.848
2022-10-09,7.848
2022-10-10,7.779
2022-10-11,7.662
2022-10-12,7.612
2022-10-13,7.82
2022-10-14,7.645
2022-10-15,7.645
2022-10-16,7.645
2022-10-17,7.944
2022-10-18,8.152
2022-10-19,7.917
2022-10-20,7.566
2022-10-21,7.821
2022-10-22,7.821
2022-10-23,7.821
2022-10-24,7.987
2022-10-25,8.103
2022-10-26,8.138
2022-10-27,7.863
2022-10-28,8.07
2022-10-29,8.07
2022-10-30,8.07
2022-10-31,8.198
2022-11-01,8.34
2022-11-02,8.035
2022-11-03,8.214
2022-11-04,8.41
2022-11-05,8.41
2022-11-06,8.41
2022-11-07,8.387
2022-11-08,8.417
2022-11-09,8.156
2022-11-10,8.855
2022-11-11,8.885
2022-11-12,8.885
2022-11-13,8.885
2022-11-14,9.048
2022-11-15,9.009
2022-11-16,8.747
2022-11-17,8.753
2022-11-18,8.709
2022-11-19,8.709
2022-11-20,8.709
2022-11-21,8.795
2022-11-22,8.975
2022-11-23,9.03
2022-11-24,9.03
2022-11-25,9.045
2022-11-26,9.045
2022-11-27,9.045
2022-11-28,8.757
2022-11-29,8.635
2022-11-30,8.894
2022-12-01,8.979
2022-12-02,8.983
2022-12-03,8.983
2022-12-04,8.983
2022-12-05,8.709
2022-12-06,8.749
2022-12-07,8.856
2022-12-08,9.111
2022-12-09,8.884
2022-12-10,8.884
2022-12-11,8.884
2022-12-12,9.081
2022-12-13,9.216
2022-12-14,9.198
2022-12-15,8.931
2022-12-16,8.833
2022-12-17,8.833
2022-12-18,8.833
2022-12-19,8.793
2022-12-20,8.719
2022-12-21,8.949
2022-12-22,8.726
2022-12-23,8.834
2022-12-24,8.834
2022-12-25,8.834
2022-12-26,8.834
2022-12-27,8.92
2022-12-28,8.751
2022-12-29,8.858
2022-12-30,8.839
2022-12-31,8.839
2023-01-01,8.839
2023-01-02,8.839
2023-01-03,8.871
2023-01-04,9.102
2023-01-05,9.054
2023-01-06,9.384
2023-01-07,9.384
2023-01-08,9.384
2023-01-09,9.319
2023-01-10,9.455
2023-01-11,9.517
2023-01-12,9.711
2023-01-13,9.722
2023-01-14,9.722
2023-01-15,9.722
2023-01-16,9.722
2023-01-17,9.632
2023-01-18,9.608
2023-01-19,9.293
2023-01-20,9.55
2023-01-21,9.55
2023-01-22,9.55
2023-01-23,9.716
2023-01-24,9.76
2023-01-25,9.625
2023-01-26,9.848
2023-01-27,9.84
2023-01-28,9.84
2023-01-29,9.84
2023-01-30,9.673
2023-01-31,9.928
2023-02-01,10.242
2023-02-02,10.219
2023-02-03,10.194
2023-02-04,10.194
2023-02-05,10.194
2023-02-06,10.169
2023-02-07,10.246
2023-02-08,10.318
2023-02-09,10.137
2023-02-10,10.106
2023-02-11,10.106
2023-02-12,10.106
2023-02-13,10.321
2023-02-14,10.256
2023-02-15,10.571
2023-02-16,10.377
2023-02-17,10.36
2023-02-18,10.36
2023-02-19,10.36
2023-02-20,10.36
2023-02-21,10.009
2023-02-22,9.929
2023-02-23,10.031
2023-02-24,10.117
2023-02-25,10.117
2023-02-26,10.117
2023-02-27,10.385
2023-02-28,10.504
2023-03-01,10.487
2023-03-02,10.55
2023-03-03,10.751
2023-03-04,10.751
2023-03-05,10.751
2023-03-06,10.649
2023-03-07,10.666
2023-03-08,10.702
2023-03-09,10.194
2023-03-10,9.646
2023-03-11,9.646
2023-03-12,9.646
2023-03-13,9.171
2023-03-14,9.349
2023-03-15,8.849
2023-03-16,8.924
2023-03-17,8.316
2023-03-18,8.316
2023-03-19,8.316
2023-03-20,8.504
2023-03-21,8.949
2023-03-22,8.744
2023-03-23,8.586
2023-03-24,8.33
2023-03-25,8.33
2023-03-26,8.33
2023-03-27,8.376
2023-03-28,8.424
2023-03-29,8.629
2023-03-30,8.676
2023-03-31,8.891
2023-04-01,8.891
2023-04-02,8.891
2023-04-03,8.741
2023-04-04,8.102
2023-04-05,7.925
2023-04-06,8.015
2023-04-07,8.015
2023-04-08,8.015
2023-04-09,8.015
2023-04-10,8.236
2023-04-11,8.356
2023-04-12,8.503
2023-04-13,8.442
2023-04-14,8.548
2023-04-15,8.548
2023-04-16,8.548
2023-04-17,8.672
2023-04-18,8.762
2023-04-19,8.564
2023-04-20,8.501
2023-04-21,8.437
2023-04-22,8.437
2023-04-23,8.437
2023-04-24,8.685
2023-04-25,8.55
2023-04-26,8.501
2023-04-27,8.214
2023-04-28,8.35
2023-04-29,8.35
2023-04-30,8.35
2023-05-01,8.368
2023-05-02,8.224
2023-05-03,8.104
2023-05-04,7.597
2023-05-05,7.913
2023-05-06,7.913
2023-05-07,7.913
2023-05-08,7.889
2023-05-09,7.94
2023-05-10,7.841
2023-05-11,7.795
2023-05-12,7.738
2023-05-13,7.738
2023-05-14,7.738
2023-05-15,7.861
2023-05-16,7.611
2023-05-17,7.954
2023-05-18,8.057
2023-05-19,8.16
2023-05-20,8.16
2023-05-21,8.16
2023-05-22,8.094
2023-05-23,8.033
2023-05-24,7.805
2023-05-25,7.985
2023-05-26,8.205
2023-05-27,8.205
2023-05-28,8.205
2023-05-29,8.205
2023-05-30,8.101
2023-05-31,7.84
2023-06-01,7.95
2023-06-02,8.473
2023-06-03,8.473
2023-06-04,8.473
2023-06-05,8.38
2023-06-06,8.697
2023-06-07,9.08
2023-06-08,9.129
2023-06-09,9.115
2023-06-10,9.115
2023-06-11,9.115
2023-06-12,9.151
2023-06-13,9.593
2023-06-14,9.497
2023-06-15,9.59
2023-06-16,9.429
2023-06-17,9.429
2023-06-18,9.429
2023-06-19,9.429
2023-06-20,9.521
2023-06-21,9.686
2023-06-22,9.415
2023-06-23,9.454
