,WNC US Equity
2020-12-20,30.832
2020-12-21,30.921
2020-12-22,30.601
2020-12-23,31.116
2020-12-24,30.921
2020-12-25,30.921
2020-12-26,30.921
2020-12-27,30.921
2020-12-28,30.814
2020-12-29,30.405
2020-12-30,30.832
2020-12-31,30.618
2021-01-01,30.618
2021-01-02,30.618
2021-01-03,30.618
2021-01-04,29.89
2021-01-05,30.476
2021-01-06,33.119
2021-01-07,33.083
2021-01-08,32.262
2021-01-09,32.262
2021-01-10,32.262
2021-01-11,32.244
2021-01-12,32.654
2021-01-13,31.744
2021-01-14,31.851
2021-01-15,30.476
2021-01-16,30.476
2021-01-17,30.476
2021-01-18,30.476
2021-01-19,30.405
2021-01-20,30.28
2021-01-21,30.191
2021-01-22,30.476
2021-01-23,30.476
2021-01-24,30.476
2021-01-25,29.762
2021-01-26,30.53
2021-01-27,30.387
2021-01-28,29.548
2021-01-29,28.477
2021-01-30,28.477
2021-01-31,28.477
2021-02-01,28.762
2021-02-02,28.869
2021-02-03,29.459
2021-02-04,29.816
2021-02-05,30.012
2021-02-06,30.012
2021-02-07,30.012
2021-02-08,30.816
2021-02-09,30.369
2021-02-10,29.923
2021-02-11,29.584
2021-02-12,29.941
2021-02-13,29.941
2021-02-14,29.941
2021-02-15,29.941
2021-02-16,30.387
2021-02-17,30.851
2021-02-18,29.887
2021-02-19,30.548
2021-02-20,30.548
2021-02-21,30.548
2021-02-22,31.173
2021-02-23,30.637
2021-02-24,31.119
2021-02-25,30.173
2021-02-26,29.601
2021-02-27,29.601
2021-02-28,29.601
2021-03-01,31.262
2021-03-02,31.226
2021-03-03,32.03
2021-03-04,31.19
2021-03-05,31.94
2021-03-06,31.94
2021-03-07,31.94
2021-03-08,32.047
2021-03-09,32.547
2021-03-10,33.797
2021-03-11,36.172
2021-03-12,36.493
2021-03-13,36.493
2021-03-14,36.493
2021-03-15,35.832
2021-03-16,35.35
2021-03-17,35.582
2021-03-18,34.815
2021-03-19,34.19
2021-03-20,34.19
2021-03-21,34.19
2021-03-22,33.511
2021-03-23,31.28
2021-03-24,31.69
2021-03-25,32.637
2021-03-26,33.315
2021-03-27,33.315
2021-03-28,33.315
2021-03-29,32.708
2021-03-30,33.422
2021-03-31,33.565
2021-04-01,32.922
2021-04-02,32.922
2021-04-03,32.922
2021-04-04,32.922
2021-04-05,33.529
2021-04-06,34.154
2021-04-07,33.168
2021-04-08,33.419
2021-04-09,33.652
2021-04-10,33.652
2021-04-11,33.652
2021-04-12,34.244
2021-04-13,33.598
2021-04-14,33.706
2021-04-15,34.047
2021-04-16,33.867
2021-04-17,33.867
2021-04-18,33.867
2021-04-19,33.294
2021-04-20,32.594
2021-04-21,33.114
2021-04-22,32.684
2021-04-23,33.204
2021-04-24,33.204
2021-04-25,33.204
2021-04-26,33.168
2021-04-27,33.294
2021-04-28,32.738
2021-04-29,32.63
2021-04-30,31.572
2021-05-01,31.572
2021-05-02,31.572
2021-05-03,32.451
2021-05-04,32.021
2021-05-05,31.752
2021-05-06,32.272
2021-05-07,32.702
2021-05-08,32.702
2021-05-09,32.702
2021-05-10,31.931
2021-05-11,30.873
2021-05-12,29.869
2021-05-13,30.515
2021-05-14,31.196
2021-05-15,31.196
2021-05-16,31.196
2021-05-17,30.712
2021-05-18,29.672
2021-05-19,29.636
2021-05-20,28.614
2021-05-21,29.044
2021-05-22,29.044
2021-05-23,29.044
2021-05-24,28.793
2021-05-25,27.969
2021-05-26,28.399
2021-05-27,28.686
2021-05-28,28.596
2021-05-29,28.596
2021-05-30,28.596
2021-05-31,28.596
2021-06-01,29.511
2021-06-02,29.421
2021-06-03,29.385
2021-06-04,29.439
2021-06-05,29.439
2021-06-06,29.439
2021-06-07,29.546
2021-06-08,30.228
2021-06-09,30.425
2021-06-10,29.672
2021-06-11,29.457
2021-06-12,29.457
2021-06-13,29.457
2021-06-14,28.847
2021-06-15,29.224
2021-06-16,28.65
2021-06-17,27.359
2021-06-18,26.947
2021-06-19,26.947
2021-06-20,26.947
2021-06-21,26.911
2021-06-22,27.574
2021-06-23,28.112
2021-06-24,28.668
2021-06-25,29.027
2021-06-26,29.027
2021-06-27,29.027
2021-06-28,28.507
2021-06-29,28.883
2021-06-30,28.686
2021-07-01,27.7
2021-07-02,25.907
2021-07-03,25.907
2021-07-04,25.907
2021-07-05,25.907
2021-07-06,25.279
2021-07-07,25.352
2021-07-08,24.991
2021-07-09,25.947
2021-07-10,25.947
2021-07-11,25.947
2021-07-12,26.271
2021-07-13,25.424
2021-07-14,25.207
2021-07-15,25.37
2021-07-16,25.009
2021-07-17,25.009
2021-07-18,25.009
2021-07-19,24.342
2021-07-20,25.46
2021-07-21,25.965
2021-07-22,25.37
2021-07-23,26.037
2021-07-24,26.037
2021-07-25,26.037
2021-07-26,26.217
2021-07-27,25.802
2021-07-28,25.243
2021-07-29,26.091
2021-07-30,26.397
2021-07-31,26.397
2021-08-01,26.397
2021-08-02,26.379
2021-08-03,27.191
2021-08-04,26.83
2021-08-05,26.235
2021-08-06,27.155
2021-08-07,27.155
2021-08-08,27.155
2021-08-09,26.614
2021-08-10,27.407
2021-08-11,28.056
2021-08-12,27.786
2021-08-13,27.587
2021-08-14,27.587
2021-08-15,27.587
2021-08-16,27.443
2021-08-17,26.902
2021-08-18,26.488
2021-08-19,26.091
2021-08-20,27.047
2021-08-21,27.047
2021-08-22,27.047
2021-08-23,27.227
2021-08-24,27.335
2021-08-25,27.299
2021-08-26,27.191
2021-08-27,28.309
2021-08-28,28.309
2021-08-29,28.309
2021-08-30,28.219
2021-08-31,28.02
2021-09-01,27.443
2021-09-02,27.768
2021-09-03,27.804
2021-09-04,27.804
2021-09-05,27.804
2021-09-06,27.804
2021-09-07,28.128
2021-09-08,27.461
2021-09-09,26.776
2021-09-10,25.316
2021-09-11,25.316
2021-09-12,25.316
2021-09-13,26.253
2021-09-14,25.568
2021-09-15,26.001
2021-09-16,25.893
2021-09-17,26.145
2021-09-18,26.145
2021-09-19,26.145
2021-09-20,25.586
2021-09-21,25.748
2021-09-22,26.397
2021-09-23,27.335
2021-09-24,27.317
2021-09-25,27.317
2021-09-26,27.317
2021-09-27,28.381
2021-09-28,27.714
2021-09-29,28.038
2021-09-30,27.281
2021-10-01,28.002
2021-10-02,28.002
2021-10-03,28.002
2021-10-04,28.687
2021-10-05,28.633
2021-10-06,28.108
2021-10-07,28.996
2021-10-08,29.086
2021-10-09,29.086
2021-10-10,29.086
2021-10-11,28.38
2021-10-12,28.162
2021-10-13,27.981
2021-10-14,28.543
2021-10-15,28.633
2021-10-16,28.633
2021-10-17,28.633
2021-10-18,28.814
2021-10-19,28.923
2021-10-20,29.268
2021-10-21,29.249
2021-10-22,29.141
2021-10-23,29.141
2021-10-24,29.141
2021-10-25,29.05
2021-10-26,28.053
2021-10-27,27.473
2021-10-28,28.361
2021-10-29,28.144
2021-10-30,28.144
2021-10-31,28.144
2021-11-01,29.322
2021-11-02,29.413
2021-11-03,29.866
2021-11-04,30.137
2021-11-05,31.297
2021-11-06,31.297
2021-11-07,31.297
2021-11-08,32.185
2021-11-09,33.254
2021-11-10,32.964
2021-11-11,32.928
2021-11-12,33.001
2021-11-13,33.001
2021-11-14,33.001
2021-11-15,5.503
2021-11-16,5.494
2021-11-17,5.476
2021-11-18,5.373
2021-11-19,5.373
2021-11-20,5.373
2021-11-21,5.373
2021-11-22,5.491
2021-11-23,5.438
2021-11-24,5.379
2021-11-25,5.379
2021-11-26,5.16
2021-11-27,5.16
2021-11-28,5.16
2021-11-29,5.098
2021-11-30,4.935
2021-12-01,5.057
2021-12-02,5.352
2021-12-03,5.482
2021-12-04,5.482
2021-12-05,5.482
2021-12-06,5.399
2021-12-07,5.426
2021-12-08,5.426
2021-12-09,5.426
2021-12-10,5.464
2021-12-11,5.464
2021-12-12,5.464
2021-12-13,5.476
2021-12-14,5.346
2021-12-15,5.352
2021-12-16,5.29
2021-12-17,5.391
2021-12-18,5.391
2021-12-19,5.391
2021-12-20,5.287
2021-12-21,5.473
2021-12-22,5.577
2021-12-23,5.81
2021-12-24,5.81
2021-12-25,5.81
2021-12-26,5.81
2021-12-27,5.76
2021-12-28,5.816
2021-12-29,5.863
2021-12-30,5.792
2021-12-31,5.769
2022-01-01,5.769
2022-01-02,5.769
2022-01-03,5.875
2022-01-04,6.097
2022-01-05,6.112
2022-01-06,6.218
2022-01-07,6.067
2022-01-08,6.067
2022-01-09,6.067
2022-01-10,5.984
2022-01-11,6.046
2022-01-12,6.032
2022-01-13,6.159
2022-01-14,6.417
2022-01-15,6.417
2022-01-16,6.417
2022-01-17,6.417
2022-01-18,6.394
2022-01-19,6.07
2022-01-20,5.854
2022-01-21,5.848
2022-01-22,5.848
2022-01-23,5.848
2022-01-24,6.026
2022-01-25,6.026
2022-01-26,5.922
2022-01-27,5.738
2022-01-28,5.773
2022-01-29,5.773
2022-01-30,5.773
2022-01-31,5.821
2022-02-01,5.756
2022-02-02,5.008
2022-02-03,5.142
2022-02-04,5.011
2022-02-05,5.011
2022-02-06,5.011
2022-02-07,4.877
2022-02-08,5.035
2022-02-09,5.07
2022-02-10,4.934
2022-02-11,4.969
2022-02-12,4.969
2022-02-13,4.969
2022-02-14,5.02
2022-02-15,5.088
2022-02-16,5.133
2022-02-17,5.002
2022-02-18,5.026
2022-02-19,5.026
2022-02-20,5.026
2022-02-21,5.026
2022-02-22,4.821
2022-02-23,4.827
2022-02-24,4.78
2022-02-25,4.981
2022-02-26,4.981
2022-02-27,4.981
2022-02-28,5.055
2022-03-01,4.818
2022-03-02,5.035
2022-03-03,5.067
2022-03-04,5.079
2022-03-05,5.079
2022-03-06,5.079
2022-03-07,4.747
2022-03-08,4.599
2022-03-09,4.815
2022-03-10,4.75
2022-03-11,4.634
2022-03-12,4.634
2022-03-13,4.634
2022-03-14,4.67
2022-03-15,4.75
2022-03-16,4.848
2022-03-17,4.866
2022-03-18,4.86
2022-03-19,4.86
2022-03-20,4.86
2022-03-21,4.756
2022-03-22,4.673
2022-03-23,4.524
2022-03-24,4.584
2022-03-25,4.628
2022-03-26,4.628
2022-03-27,4.628
2022-03-28,4.569
2022-03-29,4.685
2022-03-30,4.495
2022-03-31,4.403
2022-04-01,4.34
2022-04-02,4.34
2022-04-03,4.34
2022-04-04,4.228
2022-04-05,4.023
2022-04-06,3.847
2022-04-07,3.763
2022-04-08,3.731
2022-04-09,3.731
2022-04-10,3.731
2022-04-11,3.754
2022-04-12,3.856
2022-04-13,4.041
2022-04-14,3.933
2022-04-15,3.933
2022-04-16,3.933
2022-04-17,3.933
2022-04-18,3.996
2022-04-19,4.229
2022-04-20,4.274
2022-04-21,4.465
2022-04-22,5.156
2022-04-23,5.156
2022-04-24,5.156
2022-04-25,5.131
2022-04-26,5.015
2022-04-27,4.743
2022-04-28,5.006
2022-04-29,4.753
2022-04-30,4.753
2022-05-01,4.753
2022-05-02,4.817
2022-05-03,4.903
2022-05-04,4.993
2022-05-05,4.82
2022-05-06,4.68
2022-05-07,4.68
2022-05-08,4.68
2022-05-09,4.704
2022-05-10,4.68
2022-05-11,4.617
2022-05-12,4.763
2022-05-13,4.856
2022-05-14,4.856
2022-05-15,4.856
2022-05-16,4.753
2022-05-17,5.105
2022-05-18,4.9
2022-05-19,5.066
2022-05-20,4.853
2022-05-21,4.853
2022-05-22,4.853
2022-05-23,4.87
2022-05-24,4.82
2022-05-25,4.89
2022-05-26,5.012
2022-05-27,5.109
2022-05-28,5.109
2022-05-29,5.109
2022-05-30,5.109
2022-05-31,5.099
2022-06-01,5.248
2022-06-02,5.381
2022-06-03,5.388
2022-06-04,5.388
2022-06-05,5.388
2022-06-06,5.428
2022-06-07,5.431
2022-06-08,5.474
2022-06-09,5.464
2022-06-10,5.185
2022-06-11,5.185
2022-06-12,5.185
2022-06-13,4.926
2022-06-14,4.946
2022-06-15,4.953
2022-06-16,4.634
2022-06-17,4.534
2022-06-18,4.534
2022-06-19,4.534
2022-06-20,4.534
2022-06-21,4.564
2022-06-22,4.501
2022-06-23,4.258
2022-06-24,4.637
2022-06-25,4.637
2022-06-26,4.637
2022-06-27,4.787
2022-06-28,4.71
2022-06-29,4.488
2022-06-30,4.511
2022-07-01,4.547
2022-07-02,4.547
2022-07-03,4.547
2022-07-04,4.547
2022-07-05,4.547
2022-07-06,4.454
2022-07-07,4.641
2022-07-08,4.664
2022-07-09,4.664
2022-07-10,4.664
2022-07-11,4.704
2022-07-12,4.741
2022-07-13,4.758
2022-07-14,4.785
2022-07-15,4.872
2022-07-16,4.872
2022-07-17,4.872
2022-07-18,4.865
2022-07-19,5.162
2022-07-20,5.323
2022-07-21,5.359
2022-07-22,5.329
2022-07-23,5.329
2022-07-24,5.329
2022-07-25,5.396
2022-07-26,5.356
2022-07-27,5.819
2022-07-28,6.014
2022-07-29,6.293
2022-07-30,6.293
2022-07-31,6.293
2022-08-01,6.415
2022-08-02,6.185
2022-08-03,6.237
2022-08-04,6.178
2022-08-05,6.202
2022-08-06,6.202
2022-08-07,6.202
2022-08-08,6.269
2022-08-09,6.098
2022-08-10,6.234
2022-08-11,6.415
2022-08-12,6.498
2022-08-13,6.498
2022-08-14,6.498
2022-08-15,6.467
2022-08-16,6.558
2022-08-17,6.404
2022-08-18,6.516
2022-08-19,6.443
2022-08-20,6.443
2022-08-21,6.443
2022-08-22,6.324
2022-08-23,6.317
2022-08-24,6.328
2022-08-25,6.46
2022-08-26,6.178
2022-08-27,6.178
2022-08-28,6.178
2022-08-29,6.035
2022-08-30,5.941
2022-08-31,5.732
2022-09-01,5.711
2022-09-02,5.613
2022-09-03,5.613
2022-09-04,5.613
2022-09-05,5.613
2022-09-06,5.373
2022-09-07,5.491
2022-09-08,5.397
2022-09-09,5.415
2022-09-10,5.415
2022-09-11,5.415
2022-09-12,5.512
2022-09-13,5.356
2022-09-14,5.349
2022-09-15,5.363
2022-09-16,5.324
2022-09-17,5.324
2022-09-18,5.324
2022-09-19,5.593
2022-09-20,5.471
2022-09-21,5.547
2022-09-22,5.397
2022-09-23,5.338
2022-09-24,5.338
2022-09-25,5.338
2022-09-26,5.262
2022-09-27,5.397
2022-09-28,5.659
2022-09-29,5.415
2022-09-30,5.422
2022-10-01,5.422
2022-10-02,5.422
2022-10-03,5.509
2022-10-04,5.802
2022-10-05,5.84
2022-10-06,5.868
2022-10-07,6.213
2022-10-08,6.213
2022-10-09,6.213
2022-10-10,6.159
2022-10-11,6.213
2022-10-12,6.244
2022-10-13,6.359
2022-10-14,6.017
2022-10-15,6.017
2022-10-16,6.017
2022-10-17,6.228
2022-10-18,6.367
2022-10-19,6.217
2022-10-20,6.588
2022-10-21,6.918
2022-10-22,6.918
2022-10-23,6.918
2022-10-24,7.127
2022-10-25,7.191
2022-10-26,7.564
2022-10-27,7.938
2022-10-28,8.259
2022-10-29,8.259
2022-10-30,8.259
2022-10-31,8.688
2022-11-01,8.861
2022-11-02,8.644
2022-11-03,8.72
2022-11-04,8.997
2022-11-05,8.997
2022-11-06,8.997
2022-11-07,9.149
2022-11-08,9.218
2022-11-09,9.137
2022-11-10,9.659
2022-11-11,9.743
2022-11-12,9.743
2022-11-13,9.743
2022-11-14,9.828
2022-11-15,9.96
2022-11-16,9.767
2022-11-17,9.94
2022-11-18,10.349
2022-11-19,10.349
2022-11-20,10.349
2022-11-21,9.876
2022-11-22,10.141
2022-11-23,10.293
2022-11-24,10.293
2022-11-25,10.305
2022-11-26,10.305
2022-11-27,10.305
2022-11-28,10.197
2022-11-29,10.109
2022-11-30,10.06
2022-12-01,10.309
2022-12-02,10.43
2022-12-03,10.43
2022-12-04,10.43
2022-12-05,10.181
2022-12-06,10.249
2022-12-07,9.864
2022-12-08,9.908
2022-12-09,9.587
2022-12-10,9.587
2022-12-11,9.587
2022-12-12,10.008
2022-12-13,9.671
2022-12-14,9.595
2022-12-15,9.278
2022-12-16,9.286
2022-12-17,9.286
2022-12-18,9.286
2022-12-19,9.358
2022-12-20,9.35
2022-12-21,9.591
2022-12-22,9.294
2022-12-23,9.33
2022-12-24,9.33
2022-12-25,9.33
2022-12-26,9.33
2022-12-27,9.378
2022-12-28,9.182
2022-12-29,9.069
2022-12-30,9.069
2022-12-31,9.069
2023-01-01,9.069
2023-01-02,9.069
2023-01-03,9.034
2023-01-04,9.089
2023-01-05,8.917
2023-01-06,9.228
2023-01-07,9.228
2023-01-08,9.228
2023-01-09,9.333
2023-01-10,10.001
2023-01-11,9.935
2023-01-12,10.012
2023-01-13,9.857
2023-01-14,9.857
2023-01-15,9.857
2023-01-16,9.857
2023-01-17,9.775
2023-01-18,9.577
2023-01-19,9.636
2023-01-20,9.729
2023-01-21,9.729
2023-01-22,9.729
2023-01-23,9.892
2023-01-24,9.985
2023-01-25,9.869
2023-01-26,9.721
2023-01-27,9.744
2023-01-28,9.744
2023-01-29,9.744
2023-01-30,9.783
2023-01-31,10.005
2023-02-01,10.168
2023-02-02,10.081
2023-02-03,10.231
2023-02-04,10.231
2023-02-05,10.231
2023-02-06,10.529
2023-02-07,10.139
2023-02-08,9.855
2023-02-09,9.634
2023-02-10,9.645
2023-02-11,9.645
2023-02-12,9.645
2023-02-13,9.806
2023-02-14,9.862
2023-02-15,10.02
2023-02-16,10.094
2023-02-17,9.894
2023-02-18,9.894
2023-02-19,9.894
2023-02-20,9.894
2023-02-21,9.596
2023-02-22,9.613
2023-02-23,9.438
2023-02-24,9.213
2023-02-25,9.213
2023-02-26,9.213
2023-02-27,9.273
2023-02-28,9.613
2023-03-01,9.645
2023-03-02,10.002
2023-03-03,9.764
2023-03-04,9.764
2023-03-05,9.764
2023-03-06,9.529
2023-03-07,9.68
2023-03-08,9.536
2023-03-09,9.49
2023-03-10,9.045
2023-03-11,9.045
2023-03-12,9.045
2023-03-13,8.606
2023-03-14,8.834
2023-03-15,8.48
2023-03-16,8.592
2023-03-17,8.08
2023-03-18,8.08
2023-03-19,8.08
2023-03-20,8.382
2023-03-21,8.676
2023-03-22,8.469
2023-03-23,8.329
2023-03-24,8.364
2023-03-25,8.364
2023-03-26,8.364
2023-03-27,8.483
2023-03-28,8.62
2023-03-29,8.571
2023-03-30,8.427
2023-03-31,8.627
2023-04-01,8.627
2023-04-02,8.627
2023-04-03,8.613
2023-04-04,8.157
2023-04-05,7.914
2023-04-06,7.58
2023-04-07,7.58
2023-04-08,7.58
2023-04-09,7.58
2023-04-10,7.773
2023-04-11,7.851
2023-04-12,8.048
2023-04-13,7.868
2023-04-14,7.823
2023-04-15,7.823
2023-04-16,7.823
2023-04-17,7.782
2023-04-18,7.859
2023-04-19,7.942
2023-04-20,7.945
2023-04-21,7.8
2023-04-22,7.8
2023-04-23,7.8
2023-04-24,7.772
2023-04-25,7.127
2023-04-26,7.367
2023-04-27,7.654
2023-04-28,7.384
2023-04-29,7.384
2023-04-30,7.384
2023-05-01,7.398
2023-05-02,7.329
2023-05-03,7.021
2023-05-04,6.71
2023-05-05,6.88
2023-05-06,6.88
2023-05-07,6.88
2023-05-08,6.981
2023-05-09,7.093
2023-05-10,6.958
2023-05-11,6.975
2023-05-12,6.935
2023-05-13,6.935
2023-05-14,6.935
2023-05-15,6.903
2023-05-16,6.826
2023-05-17,6.998
2023-05-18,7.182
2023-05-19,7.309
2023-05-20,7.309
2023-05-21,7.309
2023-05-22,7.165
2023-05-23,7.107
2023-05-24,6.849
2023-05-25,6.932
2023-05-26,6.952
2023-05-27,6.952
2023-05-28,6.952
2023-05-29,6.952
2023-05-30,6.943
2023-05-31,6.745
2023-06-01,6.923
2023-06-02,7.32
2023-06-03,7.32
2023-06-04,7.32
2023-06-05,7.245
2023-06-06,7.533
2023-06-07,7.732
2023-06-08,7.66
2023-06-09,7.645
2023-06-10,7.645
2023-06-11,7.645
2023-06-12,7.631
2023-06-13,7.749
2023-06-14,7.801
2023-06-15,7.766
2023-06-16,7.714
2023-06-17,7.714
2023-06-18,7.714
2023-06-19,7.714
2023-06-20,7.76
2023-06-21,7.939
2023-06-22,7.916
