,MUR US Equity
2023-06-23,6.08
2023-06-24,6.08
2023-06-25,6.08
2023-06-26,6.156
2023-06-27,6.168
2023-06-28,6.198
2023-06-29,6.227
2023-06-30,6.193
2023-07-01,6.193
2023-07-02,6.193
2023-07-03,6.263
2023-07-04,6.263
2023-07-05,6.247
2023-07-06,6.086
2023-07-07,6.338
2023-07-08,6.338
2023-07-09,6.338
2023-07-10,6.491
2023-07-11,6.703
2023-07-12,6.92
2023-07-13,7.038
2023-07-14,6.731
2023-07-15,6.731
2023-07-16,6.731
2023-07-17,6.75
2023-07-18,7.052
2023-07-19,7.172
2023-07-20,7.23
2023-07-21,7.3
2023-07-22,7.3
2023-07-23,7.3
2023-07-24,7.425
2023-07-25,7.505
2023-07-26,7.463
2023-07-27,7.411
2023-07-28,7.53
2023-07-29,7.53
2023-07-30,7.53
2023-07-31,7.674
2023-08-01,7.679
2023-08-02,7.466
2023-08-03,7.725
2023-08-04,7.791
2023-08-05,7.791
2023-08-06,7.791
2023-08-07,7.791
2023-08-08,7.859
2023-08-09,8.022
2023-08-10,7.911
2023-08-11,8.02
2023-08-12,8.02
2023-08-13,8.02
2023-08-14,7.914
2023-08-15,7.892
2023-08-16,7.887
2023-08-17,7.976
2023-08-18,8.086
2023-08-19,8.086
2023-08-20,8.086
2023-08-21,8.074
2023-08-22,7.941
2023-08-23,7.924
2023-08-24,7.902
2023-08-25,7.893
2023-08-26,7.893
2023-08-27,7.893
2023-08-28,7.845
2023-08-29,7.873
2023-08-30,7.927
2023-08-31,7.743
2023-09-01,7.926
2023-09-02,7.926
2023-09-03,7.926
2023-09-04,7.926
2023-09-05,7.94
2023-09-06,7.905
2023-09-07,7.915
2023-09-08,7.951
2023-09-09,7.951
2023-09-10,7.951
2023-09-11,7.593
2023-09-12,7.839
2023-09-13,7.748
2023-09-14,7.799
2023-09-15,7.541
2023-09-16,7.541
2023-09-17,7.541
2023-09-18,7.468
2023-09-19,7.433
2023-09-20,7.284
2023-09-21,7.162
2023-09-22,7.183
2023-09-23,7.183
2023-09-24,7.183
2023-09-25,7.407
2023-09-26,7.425
2023-09-27,7.622
2023-09-28,7.586
2023-09-29,7.442
2023-09-30,7.442
2023-10-01,7.442
2023-10-02,7.071
2023-10-03,7.143
2023-10-04,6.764
2023-10-05,6.699
2023-10-06,6.766
2023-10-07,6.766
2023-10-08,6.766
2023-10-09,7.174
2023-10-10,7.112
2023-10-11,7.185
2023-10-12,7.189
2023-10-13,7.424
2023-10-14,7.424
2023-10-15,7.424
2023-10-16,7.384
2023-10-17,7.414
2023-10-18,7.397
2023-10-19,7.431
2023-10-20,7.321
2023-10-21,7.321
2023-10-22,7.321
2023-10-23,7.21
2023-10-24,7.122
2023-10-25,7.096
2023-10-26,7.088
2023-10-27,7.083
2023-10-28,7.083
2023-10-29,7.083
2023-10-30,7.027
2023-10-31,7.019
2023-11-01,6.965
2023-11-02,7.18
2023-11-03,7.14
2023-11-04,7.14
2023-11-05,7.14
2023-11-06,6.997
2023-11-07,6.961
2023-11-08,6.805
2023-11-09,6.858
2023-11-10,7.097
2023-11-11,7.097
2023-11-12,7.097
2023-11-13,7.332
2023-11-14,7.473
2023-11-15,7.436
2023-11-16,7.232
2023-11-17,7.447
2023-11-18,7.447
2023-11-19,7.447
2023-11-20,7.207
2023-11-21,7.087
2023-11-22,7.038
2023-11-23,7.038
2023-11-24,7.132
2023-11-25,7.132
2023-11-26,7.132
2023-11-27,7.063
2023-11-28,7.084
2023-11-29,7.016
2023-11-30,7.029
2023-12-01,7.109
2023-12-02,7.109
2023-12-03,7.109
2023-12-04,7.107
2023-12-05,6.935
2023-12-06,6.77
2023-12-07,6.969
2023-12-08,7.103
2023-12-09,7.103
2023-12-10,7.103
2023-12-11,7.077
2023-12-12,7.113
2023-12-13,7.333
2023-12-14,7.697
2023-12-15,7.618
2023-12-16,7.618
2023-12-17,7.618
2023-12-18,7.719
2023-12-19,7.885
2023-12-20,7.751
2023-12-21,8.055
2023-12-22,8.048
2023-12-23,8.048
2023-12-24,8.048
2023-12-25,8.048
2023-12-26,8.188
2023-12-27,8.145
2023-12-28,7.941
2023-12-29,7.863
2023-12-30,7.863
2023-12-31,7.863
2024-01-01,7.863
2024-01-02,7.882
2024-01-03,7.832
2024-01-04,7.723
2024-01-05,7.669
2024-01-06,7.669
2024-01-07,7.669
2024-01-08,7.832
2024-01-09,7.68
2024-01-10,7.613
2024-01-11,7.556
2024-01-12,7.547
2024-01-13,7.547
2024-01-14,7.547
2024-01-15,7.547
2024-01-16,7.686
2024-01-17,7.573
2024-01-18,7.692
2024-01-19,7.569
2024-01-20,7.569
2024-01-21,7.569
2024-01-22,7.896
2024-01-23,8.141
2024-01-24,8.263
2024-01-25,8.441
2024-01-26,8.701
2024-01-27,8.701
2024-01-28,8.701
2024-01-29,9.16
2024-01-30,9.277
2024-01-31,9.011
2024-02-01,8.977
2024-02-02,8.807
2024-02-03,8.807
2024-02-04,8.807
2024-02-05,8.774
2024-02-06,8.839
2024-02-07,8.841
2024-02-08,8.866
2024-02-09,8.792
2024-02-10,8.792
2024-02-11,8.792
2024-02-12,8.984
2024-02-13,8.852
2024-02-14,8.829
2024-02-15,9.193
2024-02-16,9.165
2024-02-17,9.165
2024-02-18,9.165
2024-02-19,9.165
2024-02-20,9.08
2024-02-21,9.291
2024-02-22,9.364
2024-02-23,9.273
2024-02-24,9.273
2024-02-25,9.273
2024-02-26,9.353
2024-02-27,9.399
2024-02-28,9.209
2024-02-29,9.394
2024-03-01,9.576
2024-03-02,9.576
2024-03-03,9.576
2024-03-04,9.302
2024-03-05,9.388
2024-03-06,9.401
2024-03-07,9.744
2024-03-08,9.821
2024-03-09,9.821
2024-03-10,9.821
2024-03-11,9.983
2024-03-12,10.014
2024-03-13,10.29
2024-03-14,10.253
2024-03-15,10.248
2024-03-16,10.248
2024-03-17,10.248
2024-03-18,10.305
2024-03-19,10.579
2024-03-20,10.488
2024-03-21,10.497
2024-03-22,10.394
2024-03-23,10.394
2024-03-24,10.394
2024-03-25,10.624
2024-03-26,10.5
2024-03-27,10.599
2024-03-28,10.618
2024-03-29,10.618
2024-03-30,10.618
2024-03-31,10.618
2024-04-01,10.654
2024-04-02,10.771
2024-04-03,10.899
2024-04-04,10.739
2024-04-05,10.836
2024-04-06,10.836
2024-04-07,10.836
2024-04-08,10.662
