,EQT US Equity
2023-06-23,8.623
2023-06-24,8.623
2023-06-25,8.623
2023-06-26,8.874
2023-06-27,8.922
2023-06-28,8.749
2023-06-29,9.045
2023-06-30,9.065
2023-07-01,9.065
2023-07-02,9.065
2023-07-03,8.983
2023-07-04,8.983
2023-07-05,9.138
2023-07-06,8.891
2023-07-07,8.992
2023-07-08,8.992
2023-07-09,8.992
2023-07-10,9.18
2023-07-11,9.172
2023-07-12,9.006
2023-07-13,9.034
2023-07-14,8.829
2023-07-15,8.829
2023-07-16,8.829
2023-07-17,8.994
2023-07-18,9.329
2023-07-19,9.439
2023-07-20,9.664
2023-07-21,9.447
2023-07-22,9.447
2023-07-23,9.447
2023-07-24,9.467
2023-07-25,9.62
2023-07-26,10.139
2023-07-27,10.082
2023-07-28,10.211
2023-07-29,10.211
2023-07-30,10.211
2023-07-31,10.259
2023-08-01,10.135
2023-08-02,9.938
2023-08-03,10.078
2023-08-04,10.095
2023-08-05,10.095
2023-08-06,10.095
2023-08-07,10.071
2023-08-08,10.289
2023-08-09,10.552
2023-08-10,10.25
2023-08-11,10.293
2023-08-12,10.293
2023-08-13,10.293
2023-08-14,10.2
2023-08-15,10.034
2023-08-16,9.845
2023-08-17,9.985
2023-08-18,9.71
2023-08-19,9.71
2023-08-20,9.71
2023-08-21,9.962
2023-08-22,9.698
2023-08-23,9.497
2023-08-24,9.485
2023-08-25,9.563
2023-08-26,9.563
2023-08-27,9.563
2023-08-28,9.596
2023-08-29,9.684
2023-08-30,9.741
2023-08-31,9.82
2023-09-01,10.047
2023-09-02,10.047
2023-09-03,10.047
2023-09-04,10.047
2023-09-05,9.82
2023-09-06,9.62
2023-09-07,9.49
2023-09-08,9.654
2023-09-09,9.654
2023-09-10,9.654
2023-09-11,9.731
2023-09-12,10.09
2023-09-13,9.924
2023-09-14,9.866
2023-09-15,9.616
2023-09-16,9.616
2023-09-17,9.616
2023-09-18,9.598
2023-09-19,9.552
2023-09-20,9.321
2023-09-21,9.027
2023-09-22,8.962
2023-09-23,8.962
2023-09-24,8.962
2023-09-25,9.071
2023-09-26,9.081
2023-09-27,9.26
2023-09-28,9.455
2023-09-29,9.447
2023-09-30,9.447
2023-10-01,9.447
2023-10-02,9.301
2023-10-03,9.588
2023-10-04,9.434
2023-10-05,9.777
2023-10-06,10.182
2023-10-07,10.182
2023-10-08,10.182
2023-10-09,10.553
2023-10-10,10.642
2023-10-11,10.511
2023-10-12,10.48
2023-10-13,10.473
2023-10-14,10.473
2023-10-15,10.473
2023-10-16,10.639
2023-10-17,10.83
2023-10-18,10.456
2023-10-19,10.039
2023-10-20,9.866
2023-10-21,9.866
2023-10-22,9.866
2023-10-23,9.868
2023-10-24,9.962
2023-10-25,10.003
2023-10-26,10.368
2023-10-27,10.118
2023-10-28,10.118
2023-10-29,10.118
2023-10-30,10.119
2023-10-31,10.727
2023-11-01,10.814
2023-11-02,11.424
2023-11-03,11.434
2023-11-04,11.434
2023-11-05,11.434
2023-11-06,10.871
2023-11-07,10.463
2023-11-08,10.239
2023-11-09,10.121
2023-11-10,10.049
2023-11-11,10.049
2023-11-12,10.049
2023-11-13,10.323
2023-11-14,10.05
2023-11-15,10.421
2023-11-16,10.098
2023-11-17,10.179
2023-11-18,10.179
2023-11-19,10.179
2023-11-20,10.108
2023-11-21,10.152
2023-11-22,10.43
2023-11-23,10.43
2023-11-24,10.567
2023-11-25,10.567
2023-11-26,10.567
2023-11-27,10.049
2023-11-28,9.987
2023-11-29,10.027
2023-11-30,10.212
2023-12-01,10.356
2023-12-02,10.356
2023-12-03,10.356
2023-12-04,10.334
2023-12-05,10.221
2023-12-06,9.927
2023-12-07,9.992
2023-12-08,10.03
2023-12-09,10.03
2023-12-10,10.03
2023-12-11,10.203
2023-12-12,9.559
2023-12-13,9.917
2023-12-14,10.484
2023-12-15,10.381
2023-12-16,10.381
2023-12-17,10.381
2023-12-18,10.828
2023-12-19,10.999
2023-12-20,10.761
2023-12-21,11.802
2023-12-22,11.793
2023-12-23,11.793
2023-12-24,11.793
2023-12-25,11.793
2023-12-26,11.86
2023-12-27,11.851
2023-12-28,11.802
2023-12-29,11.694
2023-12-30,11.694
2023-12-31,11.694
2024-01-01,11.694
2024-01-02,11.772
2024-01-03,11.588
2024-01-04,11.429
2024-01-05,12.156
2024-01-06,12.156
2024-01-07,12.156
2024-01-08,12.973
2024-01-09,12.811
2024-01-10,13.075
2024-01-11,12.846
2024-01-12,13.251
2024-01-13,13.251
2024-01-14,13.251
2024-01-15,13.251
2024-01-16,13.408
2024-01-17,13.064
2024-01-18,12.473
2024-01-19,12.641
2024-01-20,12.641
2024-01-21,12.641
2024-01-22,12.835
2024-01-23,13.417
2024-01-24,13.574
2024-01-25,13.727
2024-01-26,13.658
2024-01-27,13.658
2024-01-28,13.658
2024-01-29,13.635
2024-01-30,13.761
2024-01-31,13.475
2024-02-01,13.346
2024-02-02,13.313
2024-02-03,13.313
2024-02-04,13.313
2024-02-05,12.986
2024-02-06,13.005
2024-02-07,13.005
2024-02-08,13.976
2024-02-09,13.948
2024-02-10,13.948
2024-02-11,13.948
2024-02-12,15.23
2024-02-13,15.817
2024-02-14,15.085
2024-02-15,16.294
2024-02-16,16.902
2024-02-17,16.902
2024-02-18,16.902
2024-02-19,16.902
2024-02-20,17.28
2024-02-21,19.109
2024-02-22,19.119
2024-02-23,19.097
2024-02-24,19.097
2024-02-25,19.097
2024-02-26,19.236
2024-02-27,19.457
2024-02-28,19.489
2024-02-29,20.059
2024-03-01,19.962
2024-03-02,19.962
2024-03-03,19.962
2024-03-04,20.798
2024-03-05,21.059
2024-03-06,20.977
2024-03-07,20.816
2024-03-08,20.961
2024-03-09,20.961
2024-03-10,20.961
2024-03-11,21.391
2024-03-12,21.67
2024-03-13,21.942
2024-03-14,21.794
2024-03-15,21.979
2024-03-16,21.979
2024-03-17,21.979
2024-03-18,21.802
2024-03-19,21.554
2024-03-20,22.09
2024-03-21,22.458
2024-03-22,22.458
2024-03-23,22.458
2024-03-24,22.458
2024-03-25,22.699
2024-03-26,22.784
2024-03-27,24.722
2024-03-28,26.106
2024-03-29,26.106
2024-03-30,26.106
2024-03-31,26.106
2024-04-01,26.432
2024-04-02,26.261
2024-04-03,27.899
2024-04-04,27.577
2024-04-05,30.502
2024-04-06,30.502
2024-04-07,30.502
2024-04-08,30.547
