,ALK US Equity
2023-06-23,6.882
2023-06-24,6.882
2023-06-25,6.882
2023-06-26,6.906
2023-06-27,7.179
2023-06-28,7.262
2023-06-29,7.239
2023-06-30,7.365
2023-07-01,7.365
2023-07-02,7.365
2023-07-03,7.366
2023-07-04,7.366
2023-07-05,7.43
2023-07-06,7.36
2023-07-07,7.493
2023-07-08,7.493
2023-07-09,7.493
2023-07-10,7.74
2023-07-11,7.79
2023-07-12,7.668
2023-07-13,7.442
2023-07-14,7.171
2023-07-15,7.171
2023-07-16,7.171
2023-07-17,7.143
2023-07-18,7.282
2023-07-19,7.42
2023-07-20,7.364
2023-07-21,7.373
2023-07-22,7.373
2023-07-23,7.373
2023-07-24,7.262
2023-07-25,6.57
2023-07-26,6.572
2023-07-27,6.499
2023-07-28,6.634
2023-07-29,6.634
2023-07-30,6.634
2023-07-31,6.705
2023-08-01,6.696
2023-08-02,6.699
2023-08-03,6.544
2023-08-04,6.534
2023-08-05,6.534
2023-08-06,6.534
2023-08-07,6.542
2023-08-08,6.64
2023-08-09,6.557
2023-08-10,6.571
2023-08-11,6.483
2023-08-12,6.483
2023-08-13,6.483
2023-08-14,6.505
2023-08-15,6.389
2023-08-16,6.417
2023-08-17,6.254
2023-08-18,6.155
2023-08-19,6.155
2023-08-20,6.155
2023-08-21,6.181
2023-08-22,6.149
2023-08-23,6.138
2023-08-24,6.061
2023-08-25,6.018
2023-08-26,6.018
2023-08-27,6.018
2023-08-28,6.078
2023-08-29,6.123
2023-08-30,6.091
2023-08-31,6.15
2023-09-01,6.101
2023-09-02,6.101
2023-09-03,6.101
2023-09-04,6.101
2023-09-05,6.143
2023-09-06,6.172
2023-09-07,6.097
2023-09-08,6.264
2023-09-09,6.264
2023-09-10,6.264
2023-09-11,6.362
2023-09-12,6.319
2023-09-13,6.164
2023-09-14,6.345
2023-09-15,6.363
2023-09-16,6.363
2023-09-17,6.363
2023-09-18,6.315
2023-09-19,6.422
2023-09-20,6.345
2023-09-21,6.27
2023-09-22,6.163
2023-09-23,6.163
2023-09-24,6.163
2023-09-25,6.14
2023-09-26,6.054
2023-09-27,5.984
2023-09-28,6.053
2023-09-29,6.094
2023-09-30,6.094
2023-10-01,6.094
2023-10-02,6.103
2023-10-03,5.932
2023-10-04,6.24
2023-10-05,6.162
2023-10-06,6.061
2023-10-07,6.061
2023-10-08,6.061
2023-10-09,5.954
2023-10-10,6.037
2023-10-11,5.922
2023-10-12,5.766
2023-10-13,5.668
2023-10-14,5.668
2023-10-15,5.668
2023-10-16,5.832
2023-10-17,5.858
2023-10-18,5.553
2023-10-19,6.18
2023-10-20,6.201
2023-10-21,6.201
2023-10-22,6.201
2023-10-23,6.367
2023-10-24,6.394
2023-10-25,6.346
2023-10-26,6.376
2023-10-27,6.35
2023-10-28,6.35
2023-10-29,6.35
2023-10-30,6.462
2023-10-31,6.39
2023-11-01,6.279
2023-11-02,6.489
2023-11-03,6.78
2023-11-04,6.78
2023-11-05,6.78
2023-11-06,6.634
2023-11-07,6.699
2023-11-08,6.952
2023-11-09,6.866
2023-11-10,7.022
2023-11-11,7.022
2023-11-12,7.022
2023-11-13,7.11
2023-11-14,7.471
2023-11-15,7.661
2023-11-16,7.493
2023-11-17,7.534
2023-11-18,7.534
2023-11-19,7.534
2023-11-20,7.647
2023-11-21,7.514
2023-11-22,7.569
2023-11-23,7.569
2023-11-24,7.625
2023-11-25,7.625
2023-11-26,7.625
2023-11-27,7.551
2023-11-28,7.553
2023-11-29,7.694
2023-11-30,7.671
2023-12-01,8.06
2023-12-02,8.06
2023-12-03,8.06
2023-12-04,6.917
2023-12-05,7.219
2023-12-06,7.24
2023-12-07,7.301
2023-12-08,7.228
2023-12-09,7.228
2023-12-10,7.228
2023-12-11,7.256
2023-12-12,7.573
2023-12-13,7.84
2023-12-14,7.948
2023-12-15,7.905
2023-12-16,7.905
2023-12-17,7.905
2023-12-18,8.05
2023-12-19,8.241
2023-12-20,8.178
2023-12-21,8.289
2023-12-22,8.307
2023-12-23,8.307
2023-12-24,8.307
2023-12-25,8.307
2023-12-26,8.201
2023-12-27,8.101
2023-12-28,8.152
2023-12-29,7.978
2023-12-30,7.978
2023-12-31,7.978
2024-01-01,7.978
2024-01-02,7.904
2024-01-03,7.508
2024-01-04,7.459
2024-01-05,7.69
2024-01-06,7.69
2024-01-07,7.69
2024-01-08,7.554
2024-01-09,7.655
2024-01-10,7.591
2024-01-11,7.577
2024-01-12,7.204
2024-01-13,7.204
2024-01-14,7.204
2024-01-15,7.204
2024-01-16,7.05
2024-01-17,6.927
2024-01-18,7.046
2024-01-19,7.021
2024-01-20,7.021
2024-01-21,7.021
2024-01-22,6.965
2024-01-23,7.165
2024-01-24,7.163
2024-01-25,8.049
2024-01-26,8.472
2024-01-27,8.472
2024-01-28,8.472
2024-01-29,8.674
2024-01-30,8.55
2024-01-31,8.505
2024-02-01,8.607
2024-02-02,8.576
2024-02-03,8.576
2024-02-04,8.576
2024-02-05,8.374
2024-02-06,8.543
2024-02-07,8.45
2024-02-08,8.691
2024-02-09,8.853
2024-02-10,8.853
2024-02-11,8.853
2024-02-12,8.878
2024-02-13,8.697
2024-02-14,8.87
2024-02-15,8.977
2024-02-16,8.923
2024-02-17,8.923
2024-02-18,8.923
2024-02-19,8.923
2024-02-20,9.253
2024-02-21,9.315
2024-02-22,9.363
2024-02-23,9.189
2024-02-24,9.189
2024-02-25,9.189
2024-02-26,8.966
2024-02-27,9.154
2024-02-28,9.054
2024-02-29,8.89
2024-03-01,8.797
2024-03-02,8.797
2024-03-03,8.797
2024-03-04,8.766
2024-03-05,8.847
2024-03-06,8.792
2024-03-07,8.868
2024-03-08,8.704
2024-03-09,8.704
2024-03-10,8.704
2024-03-11,8.887
2024-03-12,9.011
2024-03-13,9.074
2024-03-14,8.633
2024-03-15,8.638
2024-03-16,8.638
2024-03-17,8.638
2024-03-18,8.645
2024-03-19,8.557
2024-03-20,8.774
2024-03-21,8.995
2024-03-22,9.015
2024-03-23,9.015
2024-03-24,9.015
2024-03-25,9.043
2024-03-26,9.086
2024-03-27,9.574
2024-03-28,9.797
2024-03-29,9.797
2024-03-30,9.797
2024-03-31,9.797
2024-04-01,9.815
2024-04-02,9.585
2024-04-03,9.544
2024-04-04,9.691
2024-04-05,9.888
2024-04-06,9.888
2024-04-07,9.888
2024-04-08,9.82
