,H US Equity
2020-10-04,15.393
2020-10-05,15.702
2020-10-06,15.863
2020-10-07,16.388
2020-10-08,16.921
2020-10-09,16.465
2020-10-10,16.465
2020-10-11,16.465
2020-10-12,16.571
2020-10-13,15.886
2020-10-14,15.562
2020-10-15,15.774
2020-10-16,15.86
2020-10-17,15.86
2020-10-18,15.86
2020-10-19,15.539
2020-10-20,15.952
2020-10-21,15.889
2020-10-22,16.849
2020-10-23,16.912
2020-10-24,16.912
2020-10-25,16.912
2020-10-26,16.078
2020-10-27,15.642
2020-10-28,15.155
2020-10-29,15.651
2020-10-30,15.811
2020-10-31,15.811
2020-11-01,15.811
2020-11-02,15.943
2020-11-03,16.726
2020-11-04,16.462
2020-11-05,16.284
2020-11-06,16.161
2020-11-07,16.161
2020-11-08,16.161
2020-11-09,19.364
2020-11-10,19.003
2020-11-11,18.681
2020-11-12,18.882
2020-11-13,19.811
2020-11-14,19.811
2020-11-15,19.811
2020-11-16,20.485
2020-11-17,20.19
2020-11-18,20.055
2020-11-19,20.101
2020-11-20,19.794
2020-11-21,19.794
2020-11-22,19.794
2020-11-23,20.531
2020-11-24,21.234
2020-11-25,21.03
2020-11-26,21.03
2020-11-27,21.084
2020-11-28,21.084
2020-11-29,21.084
2020-11-30,20.637
2020-12-01,20.984
2020-12-02,21.116
2020-12-03,21.386
2020-12-04,21.71
2020-12-05,21.71
2020-12-06,21.71
2020-12-07,21.185
2020-12-08,21.162
2020-12-09,21.182
2020-12-10,21.403
2020-12-11,21.099
2020-12-12,21.099
2020-12-13,21.099
2020-12-14,20.356
2020-12-15,20.935
2020-12-16,20.878
2020-12-17,20.973
2020-12-18,20.901
2020-12-19,20.901
2020-12-20,20.901
2020-12-21,20.746
2020-12-22,20.451
2020-12-23,20.907
2020-12-24,20.881
2020-12-25,20.881
2020-12-26,20.881
2020-12-27,20.881
2020-12-28,20.998
2020-12-29,20.915
2020-12-30,21.116
2020-12-31,21.291
2021-01-01,21.291
2021-01-02,21.291
2021-01-03,21.291
2021-01-04,20.359
2021-01-05,28.364
2021-01-06,29.335
2021-01-07,29.549
2021-01-08,29.466
2021-01-09,29.466
2021-01-10,29.466
2021-01-11,29.057
2021-01-12,29.184
2021-01-13,28.57
2021-01-14,28.824
2021-01-15,28.122
2021-01-16,28.122
2021-01-17,28.122
2021-01-18,28.122
2021-01-19,28.28
2021-01-20,28.491
2021-01-21,28.748
2021-01-22,28.165
2021-01-23,28.165
2021-01-24,28.165
2021-01-25,27.975
2021-01-26,27.888
2021-01-27,26.144
2021-01-28,27.143
2021-01-29,26.029
2021-01-30,26.029
2021-01-31,26.029
2021-02-01,26.536
2021-02-02,26.024
2021-02-03,26.489
2021-02-04,26.983
2021-02-05,27.71
2021-02-06,27.71
2021-02-07,27.71
2021-02-08,27.647
2021-02-09,27.422
2021-02-10,27.579
2021-02-11,27.733
2021-02-12,28.629
2021-02-13,28.629
2021-02-14,28.629
2021-02-15,28.629
2021-02-16,29.487
2021-02-17,29.397
2021-02-18,34.741
2021-02-19,36.378
2021-02-20,36.378
2021-02-21,36.378
2021-02-22,37.824
2021-02-23,39.086
2021-02-24,41.225
2021-02-25,39.402
2021-02-26,39.778
2021-02-27,39.778
2021-02-28,39.778
2021-03-01,39.859
2021-03-02,39.791
2021-03-03,39.837
2021-03-04,38.371
2021-03-05,39.009
2021-03-06,39.009
2021-03-07,39.009
2021-03-08,33.73
2021-03-09,33.098
2021-03-10,32.723
2021-03-11,33.263
2021-03-12,33.321
2021-03-13,33.321
2021-03-14,33.321
2021-03-15,34.347
2021-03-16,33.263
2021-03-17,34.536
2021-03-18,33.587
2021-03-19,33.553
2021-03-20,33.553
2021-03-21,33.553
2021-03-22,32.982
2021-03-23,30.78
2021-03-24,31.03
2021-03-25,31.802
2021-03-26,32.033
2021-03-27,32.033
2021-03-28,32.033
2021-03-29,31.404
2021-03-30,32.118
2021-03-31,31.894
2021-04-01,32.253
2021-04-02,32.253
2021-04-03,32.253
2021-04-04,32.253
2021-04-05,33.047
2021-04-06,33.213
2021-04-07,32.681
2021-04-08,32.55
2021-04-09,32.465
2021-04-10,32.465
2021-04-11,32.465
2021-04-12,32.581
2021-04-13,32.257
2021-04-14,32.434
2021-04-15,32.268
2021-04-16,32.461
2021-04-17,32.461
2021-04-18,32.461
2021-04-19,31.759
2021-04-20,30.807
2021-04-21,31.566
2021-04-22,31.667
2021-04-23,32.091
2021-04-24,32.091
2021-04-25,32.091
2021-04-26,32.029
2021-04-27,32.376
2021-04-28,32.095
2021-04-29,32.334
2021-04-30,31.752
2021-05-01,31.752
2021-05-02,31.752
2021-05-03,31.609
2021-05-04,31.115
2021-05-05,30.857
2021-05-06,26.29
2021-05-07,26.824
2021-05-08,26.824
2021-05-09,26.824
2021-05-10,26.25
2021-05-11,26.137
2021-05-12,25.114
2021-05-13,25.5
2021-05-14,26.41
2021-05-15,26.41
2021-05-16,26.41
2021-05-17,25.94
2021-05-18,25.548
2021-05-19,25.303
2021-05-20,25.28
2021-05-21,25.399
2021-05-22,25.399
2021-05-23,25.399
2021-05-24,25.505
2021-05-25,25.542
2021-05-26,26.023
2021-05-27,26.046
2021-05-28,25.897
2021-05-29,25.897
2021-05-30,25.897
2021-05-31,25.897
2021-06-01,26.514
2021-06-02,26.308
2021-06-03,28.735
2021-06-04,28.899
2021-06-05,28.899
2021-06-06,28.899
2021-06-07,26.281
2021-06-08,27.142
2021-06-09,26.569
2021-06-10,26.519
2021-06-11,26.837
2021-06-12,26.837
2021-06-13,26.837
2021-06-14,26.972
2021-06-15,26.883
2021-06-16,27.306
2021-06-17,27.09
2021-06-18,26.234
2021-06-19,26.234
2021-06-20,26.234
2021-06-21,27.149
2021-06-22,26.903
2021-06-23,26.844
2021-06-24,26.631
2021-06-25,26.585
2021-06-26,26.585
2021-06-27,26.585
2021-06-28,25.451
2021-06-29,25.142
2021-06-30,25.454
2021-07-01,25.765
2021-07-02,25.982
2021-07-03,25.982
2021-07-04,25.982
2021-07-05,25.982
2021-07-06,25.651
2021-07-07,25.451
2021-07-08,25.185
2021-07-09,26.047
2021-07-10,26.047
2021-07-11,26.047
2021-07-12,25.926
2021-07-13,25.336
2021-07-14,25.451
2021-07-15,25.434
2021-07-16,24.762
2021-07-17,24.762
2021-07-18,24.762
2021-07-19,23.611
2021-07-20,24.3
2021-07-21,25.441
2021-07-22,25.375
2021-07-23,25.398
2021-07-24,25.398
2021-07-25,25.398
2021-07-26,25.778
2021-07-27,25.851
2021-07-28,25.926
2021-07-29,26.562
2021-07-30,26.185
2021-07-31,26.185
2021-08-01,26.185
2021-08-02,25.365
2021-08-03,24.851
2021-08-04,20.844
2021-08-05,21.413
2021-08-06,21.581
2021-08-07,21.581
2021-08-08,21.581
2021-08-09,21.15
2021-08-10,21.318
2021-08-11,21.098
2021-08-12,20.729
2021-08-13,20.626
2021-08-14,20.626
2021-08-15,20.626
2021-08-16,20.658
2021-08-17,20.415
2021-08-18,20.132
2021-08-19,19.832
2021-08-20,20.06
2021-08-21,20.06
2021-08-22,20.06
2021-08-23,20.438
2021-08-24,21.373
2021-08-25,21.47
2021-08-26,20.915
2021-08-27,21.315
2021-08-28,21.315
2021-08-29,21.315
2021-08-30,21.01
2021-08-31,21.041
2021-09-01,20.967
2021-09-02,21.098
2021-09-03,20.478
2021-09-04,20.478
2021-09-05,20.478
2021-09-06,20.478
2021-09-07,20.552
2021-09-08,20.269
2021-09-09,20.626
2021-09-10,20.638
2021-09-11,20.638
2021-09-12,20.638
2021-09-13,21.238
2021-09-14,21.464
2021-09-15,21.579
2021-09-16,21.616
2021-09-17,21.553
2021-09-18,21.553
2021-09-19,21.553
2021-09-20,21.298
2021-09-21,21.067
2021-09-22,21.564
2021-09-23,22.016
2021-09-24,22.805
2021-09-25,22.805
2021-09-26,22.805
2021-09-27,22.962
2021-09-28,22.925
2021-09-29,22.482
2021-09-30,22.045
2021-10-01,23.4
2021-10-02,23.4
2021-10-03,23.4
2021-10-04,23.062
2021-10-05,23.539
2021-10-06,23.361
2021-10-07,23.453
2021-10-08,24.021
2021-10-09,24.021
2021-10-10,24.021
2021-10-11,24.236
2021-10-12,24.669
2021-10-13,24.376
2021-10-14,24.436
2021-10-15,24.66
2021-10-16,24.66
2021-10-17,24.66
2021-10-18,24.631
2021-10-19,24.379
2021-10-20,23.788
2021-10-21,24.055
2021-10-22,23.72
2021-10-23,23.72
2021-10-24,23.72
2021-10-25,23.82
2021-10-26,23.811
2021-10-27,24.566
2021-10-28,24.488
2021-10-29,24.431
2021-10-30,24.431
2021-10-31,24.431
2021-11-01,24.58
2021-11-02,23.935
2021-11-03,24.296
2021-11-04,25.466
2021-11-05,26.237
2021-11-06,26.237
2021-11-07,26.237
2021-11-08,26.045
2021-11-09,25.79
2021-11-10,25.254
2021-11-11,24.672
2021-11-12,24.287
2021-11-13,24.287
2021-11-14,24.287
2021-11-15,24.13
2021-11-16,23.992
2021-11-17,24.368
2021-11-18,24.147
2021-11-19,24.264
2021-11-20,24.264
2021-11-21,24.264
2021-11-22,24.092
2021-11-23,24.118
2021-11-24,23.763
2021-11-25,23.763
2021-11-26,22.403
2021-11-27,22.403
2021-11-28,22.403
2021-11-29,23.049
2021-11-30,22.587
2021-12-01,22.317
2021-12-02,23.886
2021-12-03,23.046
2021-12-04,23.046
2021-12-05,23.046
2021-12-06,24.184
2021-12-07,24.614
2021-12-08,24.505
2021-12-09,24.62
2021-12-10,24.783
2021-12-11,24.783
2021-12-12,24.783
2021-12-13,26.018
2021-12-14,26.27
2021-12-15,25.965
2021-12-16,25.653
2021-12-17,26.324
2021-12-18,26.324
2021-12-19,26.324
2021-12-20,26.213
2021-12-21,27.87
2021-12-22,28.814
2021-12-23,29.479
2021-12-24,29.479
2021-12-25,29.479
2021-12-26,29.479
2021-12-27,30.134
2021-12-28,30.206
2021-12-29,30.03
2021-12-30,29.916
2021-12-31,30.197
2022-01-01,30.197
2022-01-02,30.197
2022-01-03,37.755
2022-01-04,37.719
2022-01-05,36.92
2022-01-06,37.411
2022-01-07,38.352
2022-01-08,38.352
2022-01-09,38.352
2022-01-10,37.292
2022-01-11,37.575
2022-01-12,37.257
2022-01-13,37.19
2022-01-14,36.185
2022-01-15,36.185
2022-01-16,36.185
2022-01-17,36.185
2022-01-18,34.95
2022-01-19,33.818
2022-01-20,34.397
2022-01-21,33.845
2022-01-22,33.845
2022-01-23,33.845
2022-01-24,34.152
2022-01-25,34.11
2022-01-26,35.144
2022-01-27,33.74
2022-01-28,34.872
2022-01-29,34.872
2022-01-30,34.872
2022-01-31,35.634
2022-02-01,36.136
2022-02-02,36.136
2022-02-03,36.019
2022-02-04,36.226
2022-02-05,36.226
2022-02-06,36.226
2022-02-07,37.198
2022-02-08,38.244
2022-02-09,38.26
2022-02-10,39.151
2022-02-11,38.213
2022-02-12,38.213
2022-02-13,38.213
2022-02-14,38.171
2022-02-15,41.294
2022-02-16,41.457
2022-02-17,39.715
2022-02-18,37.752
2022-02-19,37.752
2022-02-20,37.752
2022-02-21,37.752
2022-02-22,36.833
2022-02-23,35.274
2022-02-24,35.749
2022-02-25,36.365
2022-02-26,36.365
2022-02-27,36.365
2022-02-28,36.149
2022-03-01,34.239
2022-03-02,35.579
2022-03-03,34.466
2022-03-04,33.722
2022-03-05,33.722
2022-03-06,33.722
2022-03-07,30.61
2022-03-08,31.496
2022-03-09,33.07
2022-03-10,33.746
2022-03-11,33.594
2022-03-12,33.594
2022-03-13,33.594
2022-03-14,33.771
2022-03-15,34.288
2022-03-16,35.555
2022-03-17,35.438
2022-03-18,35.631
2022-03-19,35.631
2022-03-20,35.631
2022-03-21,34.95
2022-03-22,36.1
2022-03-23,35.766
2022-03-24,36.491
2022-03-25,36.537
2022-03-26,36.537
2022-03-27,36.537
2022-03-28,36.188
2022-03-29,37.762
2022-03-30,37.036
2022-03-31,36.641
2022-04-01,36.376
2022-04-02,36.376
2022-04-03,36.376
2022-04-04,36.53
2022-04-05,36.012
2022-04-06,31.25
2022-04-07,31.027
2022-04-08,30.597
2022-04-09,30.597
2022-04-10,30.597
2022-04-11,30.178
2022-04-12,30.73
2022-04-13,32.793
2022-04-14,33.865
2022-04-15,33.865
2022-04-16,33.865
2022-04-17,33.865
2022-04-18,33.684
2022-04-19,34.787
2022-04-20,34.389
2022-04-21,35.093
2022-04-22,34.254
2022-04-23,34.254
2022-04-24,34.254
2022-04-25,34.992
2022-04-26,34.418
2022-04-27,34.716
2022-04-28,35.211
2022-04-29,34.074
2022-04-30,34.074
2022-05-01,34.074
2022-05-02,33.457
2022-05-03,31.753
2022-05-04,32.026
2022-05-05,30.695
2022-05-06,30.351
2022-05-07,30.351
2022-05-08,30.351
2022-05-09,28.324
2022-05-10,30.116
2022-05-11,28.823
2022-05-12,28.122
2022-05-13,30.616
2022-05-14,30.616
2022-05-15,30.616
2022-05-16,31.692
2022-05-17,32.753
2022-05-18,31.291
2022-05-19,32.561
2022-05-20,31.92
2022-05-21,31.92
2022-05-22,31.92
2022-05-23,32.641
2022-05-24,31.999
2022-05-25,32.728
2022-05-26,34.255
2022-05-27,34.972
2022-05-28,34.972
2022-05-29,34.972
2022-05-30,34.972
2022-05-31,34.984
2022-06-01,35.209
2022-06-02,35.985
2022-06-03,36.476
2022-06-04,36.476
2022-06-05,36.476
2022-06-06,37.647
2022-06-07,39.274
2022-06-08,38.999
2022-06-09,37.701
2022-06-10,35.136
2022-06-11,35.136
2022-06-12,35.136
2022-06-13,32.68
2022-06-14,32.954
2022-06-15,34.0
2022-06-16,31.664
2022-06-17,31.498
2022-06-18,31.498
2022-06-19,31.498
2022-06-20,31.498
2022-06-21,31.141
2022-06-22,30.298
2022-06-23,29.547
2022-06-24,31.664
2022-06-25,31.664
2022-06-26,31.664
2022-06-27,32.024
2022-06-28,30.495
2022-06-29,30.346
2022-06-30,29.798
2022-07-01,30.306
2022-07-02,30.306
2022-07-03,30.306
2022-07-04,30.306
2022-07-05,30.298
2022-07-06,29.499
2022-07-07,31.753
2022-07-08,31.979
2022-07-09,31.979
2022-07-10,31.979
2022-07-11,29.54
2022-07-12,29.579
2022-07-13,29.475
2022-07-14,29.131
2022-07-15,29.763
2022-07-16,29.763
2022-07-17,29.763
2022-07-18,30.162
2022-07-19,31.376
2022-07-20,31.696
2022-07-21,31.582
2022-07-22,31.17
2022-07-23,31.17
2022-07-24,31.17
2022-07-25,31.566
2022-07-26,31.018
2022-07-27,32.538
2022-07-28,32.428
2022-07-29,32.416
2022-07-30,32.416
2022-07-31,32.416
2022-08-01,32.745
2022-08-02,32.663
2022-08-03,33.156
2022-08-04,33.556
2022-08-05,33.207
2022-08-06,33.207
2022-08-07,33.207
2022-08-08,33.451
2022-08-09,34.807
2022-08-10,33.57
2022-08-11,34.317
2022-08-12,35.254
2022-08-13,35.254
2022-08-14,35.254
2022-08-15,33.959
2022-08-16,35.491
2022-08-17,35.357
2022-08-18,35.622
2022-08-19,34.222
2022-08-20,34.222
2022-08-21,34.222
2022-08-22,33.621
2022-08-23,33.984
2022-08-24,34.677
2022-08-25,35.074
2022-08-26,33.758
2022-08-27,33.758
2022-08-28,33.758
2022-08-29,33.513
2022-08-30,33.157
2022-08-31,33.224
2022-09-01,32.749
2022-09-02,32.671
2022-09-03,32.671
2022-09-04,32.671
2022-09-05,32.671
2022-09-06,32.516
2022-09-07,33.35
2022-09-08,33.754
2022-09-09,34.458
2022-09-10,34.458
2022-09-11,34.458
2022-09-12,34.885
2022-09-13,33.561
2022-09-14,33.493
2022-09-15,33.564
2022-09-16,31.988
2022-09-17,31.988
2022-09-18,31.988
2022-09-19,32.25
2022-09-20,32.063
2022-09-21,30.626
2022-09-22,29.121
2022-09-23,28.306
2022-09-24,28.306
2022-09-25,28.306
2022-09-26,28.065
2022-09-27,29.163
2022-09-28,30.198
2022-09-29,29.441
2022-09-30,29.304
2022-10-01,29.304
2022-10-02,29.304
2022-10-03,29.829
2022-10-04,31.153
2022-10-05,31.037
2022-10-06,30.27
2022-10-07,29.962
2022-10-08,29.962
2022-10-09,29.962
2022-10-10,29.655
2022-10-11,29.188
2022-10-12,29.756
2022-10-13,30.006
2022-10-14,30.107
2022-10-15,30.107
2022-10-16,30.107
2022-10-17,31.008
2022-10-18,31.461
2022-10-19,31.175
2022-10-20,30.617
2022-10-21,31.891
2022-10-22,31.891
2022-10-23,31.891
2022-10-24,31.617
2022-10-25,32.224
2022-10-26,32.127
2022-10-27,32.676
2022-10-28,33.301
2022-10-29,33.301
2022-10-30,33.301
2022-10-31,33.829
2022-11-01,33.721
2022-11-02,33.025
2022-11-03,30.212
2022-11-04,30.881
2022-11-05,30.881
2022-11-06,30.881
2022-11-07,30.03
2022-11-08,30.38
2022-11-09,29.947
2022-11-10,31.39
2022-11-11,31.509
2022-11-12,31.509
2022-11-13,31.509
2022-11-14,30.073
2022-11-15,30.306
2022-11-16,30.86
2022-11-17,30.922
2022-11-18,31.408
2022-11-19,31.408
2022-11-20,31.408
2022-11-21,30.852
2022-11-22,31.465
2022-11-23,31.215
2022-11-24,31.215
2022-11-25,31.189
2022-11-26,31.189
2022-11-27,31.189
2022-11-28,30.58
2022-11-29,31.648
2022-11-30,31.679
2022-12-01,31.531
2022-12-02,31.125
2022-12-03,31.125
2022-12-04,31.125
2022-12-05,30.362
2022-12-06,28.985
2022-12-07,28.696
2022-12-08,29.198
2022-12-09,29.649
2022-12-10,29.649
2022-12-11,29.649
2022-12-12,30.091
2022-12-13,30.358
2022-12-14,29.937
2022-12-15,29.226
2022-12-16,28.927
2022-12-17,28.927
2022-12-18,28.927
2022-12-19,28.448
2022-12-20,28.541
2022-12-21,27.844
2022-12-22,27.42
2022-12-23,27.599
2022-12-24,27.599
2022-12-25,27.599
2022-12-26,27.599
2022-12-27,27.272
2022-12-28,26.687
2022-12-29,27.102
2022-12-30,27.405
2022-12-31,27.405
2023-01-01,27.405
2023-01-02,27.405
2023-01-03,27.012
2023-01-04,28.016
2023-01-05,28.152
2023-01-06,29.143
2023-01-07,29.143
2023-01-08,29.143
2023-01-09,29.596
2023-01-10,30.068
2023-01-11,31.378
2023-01-12,31.702
2023-01-13,32.118
2023-01-14,32.118
2023-01-15,32.118
2023-01-16,32.118
2023-01-17,32.133
2023-01-18,32.979
2023-01-19,32.509
2023-01-20,33.871
2023-01-21,33.871
2023-01-22,33.871
2023-01-23,34.461
2023-01-24,34.835
2023-01-25,34.958
2023-01-26,34.99
2023-01-27,35.13
2023-01-28,35.13
2023-01-29,35.13
2023-01-30,34.091
2023-01-31,33.845
2023-02-01,34.016
2023-02-02,34.248
2023-02-03,34.121
2023-02-04,34.121
2023-02-05,34.121
2023-02-06,34.154
2023-02-07,35.003
2023-02-08,34.441
2023-02-09,34.512
2023-02-10,33.783
2023-02-11,33.783
2023-02-12,33.783
2023-02-13,34.385
2023-02-14,35.846
2023-02-15,36.194
2023-02-16,35.972
2023-02-17,34.951
2023-02-18,34.951
2023-02-19,34.951
2023-02-20,34.951
2023-02-21,34.575
2023-02-22,34.545
2023-02-23,35.173
2023-02-24,35.579
2023-02-25,35.579
2023-02-26,35.579
2023-02-27,35.268
2023-02-28,35.241
2023-03-01,34.298
2023-03-02,35.662
2023-03-03,36.583
2023-03-04,36.583
2023-03-05,36.583
2023-03-06,36.181
2023-03-07,35.477
2023-03-08,35.024
2023-03-09,32.826
2023-03-10,32.361
2023-03-11,32.361
2023-03-12,32.361
2023-03-13,31.505
2023-03-14,32.256
2023-03-15,30.964
2023-03-16,31.461
2023-03-17,31.025
2023-03-18,31.025
2023-03-19,31.025
2023-03-20,31.99
2023-03-21,32.577
2023-03-22,31.728
2023-03-23,31.08
2023-03-24,30.256
2023-03-25,30.256
2023-03-26,30.256
2023-03-27,30.431
2023-03-28,30.566
2023-03-29,31.564
2023-03-30,32.101
2023-03-31,32.629
2023-04-01,32.629
2023-04-02,32.629
2023-04-03,32.141
2023-04-04,32.115
2023-04-05,31.418
2023-04-06,31.555
2023-04-07,31.555
2023-04-08,31.555
2023-04-09,31.555
2023-04-10,31.832
2023-04-11,32.454
2023-04-12,31.908
2023-04-13,32.76
2023-04-14,32.787
2023-04-15,32.787
2023-04-16,32.787
2023-04-17,33.267
2023-04-18,34.009
2023-04-19,33.98
2023-04-20,33.519
2023-04-21,33.84
2023-04-22,33.84
2023-04-23,33.84
2023-04-24,33.975
2023-04-25,33.324
2023-04-26,31.928
2023-04-27,32.099
2023-04-28,32.946
2023-04-29,32.946
2023-04-30,32.946
2023-05-01,33.289
2023-05-02,34.306
2023-05-03,34.07
2023-05-04,32.638
2023-05-05,32.423
2023-05-06,32.423
2023-05-07,32.423
2023-05-08,32.79
2023-05-09,32.968
2023-05-10,31.697
2023-05-11,31.576
2023-05-12,31.826
2023-05-13,31.826
2023-05-14,31.826
2023-05-15,31.96
2023-05-16,31.546
2023-05-17,31.683
2023-05-18,32.168
2023-05-19,31.719
2023-05-20,31.719
2023-05-21,31.719
2023-05-22,31.043
2023-05-23,30.267
2023-05-24,30.22
2023-05-25,30.479
2023-05-26,30.685
2023-05-27,30.685
2023-05-28,30.685
2023-05-29,30.685
2023-05-30,30.267
2023-05-31,29.913
2023-06-01,30.584
2023-06-02,32.029
2023-06-03,32.029
2023-06-04,32.029
2023-06-05,31.845
2023-06-06,32.519
2023-06-07,32.308
2023-06-08,32.158
2023-06-09,32.042
2023-06-10,32.042
2023-06-11,32.042
2023-06-12,32.233
2023-06-13,32.336
2023-06-14,32.397
2023-06-15,31.381
2023-06-16,31.506
2023-06-17,31.506
2023-06-18,31.506
2023-06-19,31.506
2023-06-20,30.462
2023-06-21,31.225
2023-06-22,30.746
2023-06-23,29.938
