,DAL US Equity
2023-06-23,6.014
2023-06-24,6.014
2023-06-25,6.014
2023-06-26,5.996
2023-06-27,6.322
2023-06-28,6.307
2023-06-29,6.275
2023-06-30,6.44
2023-07-01,6.44
2023-07-02,6.44
2023-07-03,6.497
2023-07-04,6.497
2023-07-05,6.573
2023-07-06,6.383
2023-07-07,6.448
2023-07-08,6.448
2023-07-09,6.448
2023-07-10,6.526
2023-07-11,6.496
2023-07-12,6.402
2023-07-13,6.24
2023-07-14,6.041
2023-07-15,6.041
2023-07-16,6.041
2023-07-17,6.019
2023-07-18,6.205
2023-07-19,6.228
2023-07-20,6.246
2023-07-21,6.244
2023-07-22,6.244
2023-07-23,6.244
2023-07-24,6.107
2023-07-25,5.973
2023-07-26,6.007
2023-07-27,5.919
2023-07-28,5.915
2023-07-29,5.915
2023-07-30,5.915
2023-07-31,5.985
2023-08-01,5.873
2023-08-02,5.858
2023-08-03,5.778
2023-08-04,5.831
2023-08-05,5.831
2023-08-06,5.831
2023-08-07,5.935
2023-08-08,6.007
2023-08-09,5.908
2023-08-10,5.885
2023-08-11,5.795
2023-08-12,5.795
2023-08-13,5.795
2023-08-14,5.803
2023-08-15,5.644
2023-08-16,5.635
2023-08-17,5.518
2023-08-18,5.479
2023-08-19,5.479
2023-08-20,5.479
2023-08-21,5.512
2023-08-22,5.495
2023-08-23,5.573
2023-08-24,5.534
2023-08-25,5.507
2023-08-26,5.507
2023-08-27,5.507
2023-08-28,5.601
2023-08-29,5.81
2023-08-30,5.738
2023-08-31,5.733
2023-09-01,5.71
2023-09-02,5.71
2023-09-03,5.71
2023-09-04,5.71
2023-09-05,5.652
2023-09-06,5.652
2023-09-07,5.573
2023-09-08,5.577
2023-09-09,5.577
2023-09-10,5.577
2023-09-11,5.58
2023-09-12,5.77
2023-09-13,5.608
2023-09-14,5.7
2023-09-15,5.782
2023-09-16,5.782
2023-09-17,5.782
2023-09-18,5.614
2023-09-19,5.695
2023-09-20,5.612
2023-09-21,5.574
2023-09-22,5.5
2023-09-23,5.5
2023-09-24,5.5
2023-09-25,5.484
2023-09-26,5.368
2023-09-27,5.352
2023-09-28,5.39
2023-09-29,5.397
2023-09-30,5.397
2023-10-01,5.397
2023-10-02,5.294
2023-10-03,5.128
2023-10-04,5.411
2023-10-05,5.468
2023-10-06,5.573
2023-10-07,5.573
2023-10-08,5.573
2023-10-09,5.319
2023-10-10,5.459
2023-10-11,5.5
2023-10-12,5.317
2023-10-13,5.104
2023-10-14,5.104
2023-10-15,5.104
2023-10-16,5.147
2023-10-17,5.186
2023-10-18,4.955
2023-10-19,4.891
2023-10-20,4.819
2023-10-21,4.819
2023-10-22,4.819
2023-10-23,4.791
2023-10-24,4.814
2023-10-25,4.722
2023-10-26,4.751
2023-10-27,4.608
2023-10-28,4.608
2023-10-29,4.608
2023-10-30,4.695
2023-10-31,4.698
2023-11-01,4.677
2023-11-02,4.814
2023-11-03,5.014
2023-11-04,5.014
2023-11-05,5.014
2023-11-06,4.922
2023-11-07,4.999
2023-11-08,5.14
2023-11-09,5.036
2023-11-10,5.124
2023-11-11,5.124
2023-11-12,5.124
2023-11-13,5.14
2023-11-14,5.301
2023-11-15,5.437
2023-11-16,5.399
2023-11-17,5.482
2023-11-18,5.482
2023-11-19,5.482
2023-11-20,5.553
2023-11-21,5.459
2023-11-22,5.47
2023-11-23,5.47
2023-11-24,5.492
2023-11-25,5.492
2023-11-26,5.492
2023-11-27,5.453
2023-11-28,5.483
2023-11-29,5.575
2023-11-30,5.609
2023-12-01,5.779
2023-12-02,5.779
2023-12-03,5.779
2023-12-04,5.796
2023-12-05,5.713
2023-12-06,5.915
2023-12-07,6.127
2023-12-08,6.129
2023-12-09,6.129
2023-12-10,6.129
2023-12-11,6.153
2023-12-12,6.264
2023-12-13,6.256
2023-12-14,6.446
2023-12-15,6.431
2023-12-16,6.431
2023-12-17,6.431
2023-12-18,6.278
2023-12-19,6.273
2023-12-20,6.162
2023-12-21,6.282
2023-12-22,6.284
2023-12-23,6.284
2023-12-24,6.284
2023-12-25,6.284
2023-12-26,6.227
2023-12-27,6.201
2023-12-28,6.207
2023-12-29,6.146
2023-12-30,6.146
2023-12-31,6.146
2024-01-01,6.146
2024-01-02,6.195
2024-01-03,5.968
2024-01-04,5.985
2024-01-05,6.202
2024-01-06,6.202
2024-01-07,6.202
2024-01-08,6.389
2024-01-09,6.523
2024-01-10,6.467
2024-01-11,6.49
2024-01-12,5.915
2024-01-13,5.915
2024-01-14,5.915
2024-01-15,5.915
2024-01-16,5.784
2024-01-17,5.732
2024-01-18,5.876
2024-01-19,5.751
2024-01-20,5.751
2024-01-21,5.751
2024-01-22,5.671
2024-01-23,5.829
2024-01-24,5.857
2024-01-25,6.162
2024-01-26,6.078
2024-01-27,6.078
2024-01-28,6.078
2024-01-29,6.152
2024-01-30,6.065
2024-01-31,6.006
2024-02-01,6.101
2024-02-02,6.135
2024-02-03,6.135
2024-02-04,6.135
2024-02-05,6.022
2024-02-06,6.166
2024-02-07,6.171
2024-02-08,6.192
2024-02-09,6.217
2024-02-10,6.217
2024-02-11,6.217
2024-02-12,6.237
2024-02-13,6.149
2024-02-14,6.277
2024-02-15,6.301
2024-02-16,6.16
2024-02-17,6.16
2024-02-18,6.16
2024-02-19,6.16
2024-02-20,6.258
2024-02-21,6.283
2024-02-22,6.493
2024-02-23,6.446
2024-02-24,6.446
2024-02-25,6.446
2024-02-26,6.472
2024-02-27,6.501
2024-02-28,6.506
2024-02-29,6.546
2024-03-01,6.529
2024-03-02,6.529
2024-03-03,6.529
2024-03-04,6.445
2024-03-05,6.481
2024-03-06,6.522
2024-03-07,6.64
2024-03-08,6.556
2024-03-09,6.556
2024-03-10,6.556
2024-03-11,6.609
2024-03-12,6.614
2024-03-13,6.799
2024-03-14,6.668
2024-03-15,6.659
2024-03-16,6.659
2024-03-17,6.659
2024-03-18,6.709
2024-03-19,6.755
2024-03-20,7.008
2024-03-21,7.104
2024-03-22,7.041
2024-03-23,7.041
2024-03-24,7.041
2024-03-25,7.019
2024-03-26,7.098
2024-03-27,7.311
2024-03-28,7.398
2024-03-29,7.398
2024-03-30,7.398
2024-03-31,7.398
2024-04-01,7.479
2024-04-02,7.263
2024-04-03,7.212
2024-04-04,7.096
2024-04-05,7.101
2024-04-06,7.101
2024-04-07,7.101
2024-04-08,7.251
