,PDCO US Equity
2020-04-11,7.236
2020-04-12,7.236
2020-04-13,7.246
2020-04-14,7.588
2020-04-15,7.041
2020-04-16,7.113
2020-04-17,7.388
2020-04-18,7.388
2020-04-19,7.388
2020-04-20,7.369
2020-04-21,7.056
2020-04-22,7.084
2020-04-23,7.117
2020-04-24,7.265
2020-04-25,7.265
2020-04-26,7.265
2020-04-27,7.602
2020-04-28,8.119
2020-04-29,8.642
2020-04-30,8.68
2020-05-01,7.925
2020-05-02,7.925
2020-05-03,7.925
2020-05-04,7.716
2020-05-05,8.015
2020-05-06,7.742
2020-05-07,7.711
2020-05-08,7.763
2020-05-09,7.763
2020-05-10,7.763
2020-05-11,7.796
2020-05-12,7.35
2020-05-13,7.117
2020-05-14,7.032
2020-05-15,7.065
2020-05-16,7.065
2020-05-17,7.065
2020-05-18,8.02
2020-05-19,7.944
2020-05-20,8.172
2020-05-21,8.224
2020-05-22,8.262
2020-05-23,8.262
2020-05-24,8.262
2020-05-25,8.262
2020-05-26,8.983
2020-05-27,9.506
2020-05-28,9.492
2020-05-29,9.349
2020-05-30,9.349
2020-05-31,9.349
2020-06-01,9.544
2020-06-02,9.829
2020-06-03,9.696
2020-06-04,9.722
2020-06-05,10.0
2020-06-06,10.0
2020-06-07,10.0
2020-06-08,10.208
2020-06-09,9.259
2020-06-10,8.941
2020-06-11,8.186
2020-06-12,8.435
2020-06-13,8.435
2020-06-14,8.435
2020-06-15,8.851
2020-06-16,9.097
2020-06-17,9.169
2020-06-18,9.026
2020-06-19,9.197
2020-06-20,9.197
2020-06-21,9.197
2020-06-22,9.359
2020-06-23,9.629
2020-06-24,8.862
2020-06-25,8.568
2020-06-26,8.945
2020-06-27,8.945
2020-06-28,8.945
2020-06-29,8.827
2020-06-30,8.631
2020-07-01,8.756
2020-07-02,8.635
2020-07-03,8.635
2020-07-04,8.635
2020-07-05,8.635
2020-07-06,9.023
2020-07-07,8.923
2020-07-08,8.937
2020-07-09,8.921
2020-07-10,9.06
2020-07-11,9.06
2020-07-12,9.06
2020-07-13,9.019
2020-07-14,9.247
2020-07-15,9.729
2020-07-16,9.785
2020-07-17,10.221
2020-07-18,10.221
2020-07-19,10.221
2020-07-20,9.977
2020-07-21,9.999
2020-07-22,10.169
2020-07-23,10.146
2020-07-24,9.928
2020-07-25,9.928
2020-07-26,9.928
2020-07-27,10.045
2020-07-28,9.943
2020-07-29,10.066
2020-07-30,10.383
2020-07-31,10.53
2020-08-01,10.53
2020-08-02,10.53
2020-08-03,10.875
2020-08-04,11.05
2020-08-05,11.117
2020-08-06,11.018
2020-08-07,10.982
2020-08-08,10.982
2020-08-09,10.982
2020-08-10,10.97
2020-08-11,10.728
2020-08-12,10.726
2020-08-13,10.609
2020-08-14,10.673
2020-08-15,10.673
2020-08-16,10.673
2020-08-17,10.582
2020-08-18,10.487
2020-08-19,10.348
2020-08-20,10.225
2020-08-21,10.618
2020-08-22,10.618
2020-08-23,10.618
2020-08-24,11.033
2020-08-25,11.275
2020-08-26,11.775
2020-08-27,11.948
2020-08-28,12.085
2020-08-29,12.085
2020-08-30,12.085
2020-08-31,11.907
2020-09-01,11.874
2020-09-02,11.899
2020-09-03,10.605
2020-09-04,10.432
2020-09-05,10.432
2020-09-06,10.432
2020-09-07,10.432
2020-09-08,9.639
2020-09-09,9.766
2020-09-10,9.507
2020-09-11,9.539
2020-09-12,9.539
2020-09-13,9.539
2020-09-14,9.834
2020-09-15,9.693
2020-09-16,9.647
2020-09-17,9.73
2020-09-18,9.467
2020-09-19,9.467
2020-09-20,9.467
2020-09-21,9.83
2020-09-22,9.539
2020-09-23,8.965
2020-09-24,9.22
2020-09-25,9.36
2020-09-26,9.36
2020-09-27,9.36
2020-09-28,9.679
2020-09-29,9.399
2020-09-30,9.613
2020-10-01,9.623
2020-10-02,9.77
2020-10-03,9.77
2020-10-04,9.77
2020-10-05,10.042
2020-10-06,9.898
2020-10-07,9.922
2020-10-08,10.161
2020-10-09,10.077
2020-10-10,10.077
2020-10-11,10.077
2020-10-12,10.245
2020-10-13,10.253
2020-10-14,10.568
2020-10-15,10.951
2020-10-16,11.063
2020-10-17,11.063
2020-10-18,11.063
2020-10-19,10.713
2020-10-20,10.616
2020-10-21,10.499
2020-10-22,10.91
2020-10-23,10.922
2020-10-24,10.922
2020-10-25,10.922
2020-10-26,10.652
2020-10-27,10.677
2020-10-28,9.899
2020-10-29,10.056
2020-10-30,10.018
2020-10-31,10.018
2020-11-01,10.018
2020-11-02,9.92
2020-11-03,10.318
2020-11-04,10.479
2020-11-05,10.572
2020-11-06,10.596
2020-11-07,10.596
2020-11-08,10.596
2020-11-09,11.784
2020-11-10,11.755
2020-11-11,11.454
2020-11-12,11.163
2020-11-13,11.556
2020-11-14,11.556
2020-11-15,11.556
2020-11-16,11.413
2020-11-17,11.275
2020-11-18,11.049
2020-11-19,11.23
2020-11-20,11.316
2020-11-21,11.316
2020-11-22,11.316
2020-11-23,11.36
2020-11-24,11.507
2020-11-25,11.218
2020-11-26,11.218
2020-11-27,11.373
2020-11-28,11.373
2020-11-29,11.373
2020-11-30,11.307
2020-12-01,11.283
2020-12-02,12.47
2020-12-03,12.155
2020-12-04,12.391
2020-12-05,12.391
2020-12-06,12.391
2020-12-07,12.19
2020-12-08,12.577
2020-12-09,12.235
2020-12-10,12.121
2020-12-11,11.943
2020-12-12,11.943
2020-12-13,11.943
2020-12-14,11.867
2020-12-15,12.281
2020-12-16,12.345
2020-12-17,12.361
2020-12-18,12.091
2020-12-19,12.091
2020-12-20,12.091
2020-12-21,12.178
2020-12-22,12.266
2020-12-23,12.228
2020-12-24,12.049
2020-12-25,12.049
2020-12-26,12.049
2020-12-27,12.049
2020-12-28,12.114
2020-12-29,12.022
2020-12-30,11.479
2020-12-31,11.259
2021-01-01,11.259
2021-01-02,11.259
2021-01-03,11.259
2021-01-04,11.313
2021-01-05,11.604
2021-01-06,12.14
2021-01-07,12.151
2021-01-08,12.481
2021-01-09,12.481
2021-01-10,12.481
2021-01-11,12.433
2021-01-12,12.745
2021-01-13,12.885
2021-01-14,13.175
2021-01-15,12.729
2021-01-16,12.729
2021-01-17,12.729
2021-01-18,12.729
2021-01-19,12.427
2021-01-20,12.388
2021-01-21,12.267
2021-01-22,12.717
2021-01-23,12.717
2021-01-24,12.717
2021-01-25,12.819
2021-01-26,12.991
2021-01-27,13.421
2021-01-28,12.686
2021-01-29,12.396
2021-01-30,12.396
2021-01-31,12.396
2021-02-01,12.427
2021-02-02,12.447
2021-02-03,12.31
2021-02-04,12.498
2021-02-05,12.482
2021-02-06,12.482
2021-02-07,12.482
2021-02-08,12.662
2021-02-09,12.881
2021-02-10,12.787
2021-02-11,13.026
2021-02-12,13.061
2021-02-13,13.061
2021-02-14,13.061
2021-02-15,13.061
2021-02-16,12.783
2021-02-17,12.287
2021-02-18,12.138
2021-02-19,12.377
2021-02-20,12.377
2021-02-21,12.377
2021-02-22,12.553
2021-02-23,12.451
2021-02-24,12.65
2021-02-25,11.946
2021-02-26,12.154
2021-02-27,12.154
2021-02-28,12.154
2021-03-01,12.67
2021-03-02,12.662
2021-03-03,11.567
2021-03-04,10.98
2021-03-05,11.454
2021-03-06,11.454
2021-03-07,11.454
2021-03-08,11.846
2021-03-09,11.884
2021-03-10,12.028
2021-03-11,11.945
2021-03-12,12.013
2021-03-13,12.013
2021-03-14,12.013
2021-03-15,12.236
2021-03-16,12.096
2021-03-17,12.531
2021-03-18,12.224
2021-03-19,12.258
2021-03-20,12.258
2021-03-21,12.258
2021-03-22,12.141
2021-03-23,11.824
2021-03-24,11.533
2021-03-25,12.009
2021-03-26,12.27
2021-03-27,12.27
2021-03-28,12.27
2021-03-29,12.243
2021-03-30,12.232
2021-03-31,12.077
2021-04-01,12.119
2021-04-02,12.119
2021-04-03,12.119
2021-04-04,12.119
2021-04-05,12.179
2021-04-06,12.304
2021-04-07,11.975
2021-04-08,12.153
2021-04-09,12.285
2021-04-10,12.285
2021-04-11,12.285
2021-04-12,12.455
2021-04-13,12.24
2021-04-14,12.251
2021-04-15,12.187
2021-04-16,12.255
2021-04-17,12.255
2021-04-18,12.255
2021-04-19,12.187
2021-04-20,12.122
2021-04-21,12.395
2021-04-22,12.399
2021-04-23,12.691
2021-04-24,12.691
2021-04-25,12.691
2021-04-26,12.528
2021-04-27,12.475
2021-04-28,12.414
2021-04-29,12.342
2021-04-30,12.19
2021-05-01,12.19
2021-05-02,12.19
2021-05-03,12.687
2021-05-04,13.442
2021-05-05,13.317
2021-05-06,13.84
2021-05-07,13.654
2021-05-08,13.654
2021-05-09,13.654
2021-05-10,13.505
2021-05-11,13.626
2021-05-12,13.275
2021-05-13,13.256
2021-05-14,13.408
2021-05-15,13.408
2021-05-16,13.408
2021-05-17,13.499
2021-05-18,13.514
2021-05-19,13.56
2021-05-20,13.389
2021-05-21,13.165
2021-05-22,13.165
2021-05-23,13.165
2021-05-24,12.892
2021-05-25,12.687
2021-05-26,12.793
2021-05-27,12.608
2021-05-28,12.342
2021-05-29,12.342
2021-05-30,12.342
2021-05-31,12.342
2021-06-01,12.627
2021-06-02,12.706
2021-06-03,12.972
2021-06-04,13.067
2021-06-05,13.067
2021-06-06,13.067
2021-06-07,12.755
2021-06-08,13.351
2021-06-09,13.434
2021-06-10,13.639
2021-06-11,13.893
2021-06-12,13.893
2021-06-13,13.893
2021-06-14,13.427
2021-06-15,13.658
2021-06-16,13.431
2021-06-17,13.378
2021-06-18,13.104
2021-06-19,13.104
2021-06-20,13.104
2021-06-21,13.381
2021-06-22,13.321
2021-06-23,12.085
2021-06-24,12.174
2021-06-25,11.824
2021-06-26,11.824
2021-06-27,11.824
2021-06-28,11.847
2021-06-29,11.766
2021-06-30,11.828
2021-07-01,11.976
2021-07-02,11.828
2021-07-03,11.828
2021-07-04,11.828
2021-07-05,11.828
2021-07-06,11.793
2021-07-07,11.719
2021-07-08,11.645
2021-07-09,11.859
2021-07-10,11.859
2021-07-11,11.859
2021-07-12,11.891
2021-07-13,11.708
2021-07-14,11.942
2021-07-15,11.716
2021-07-16,11.708
2021-07-17,11.708
2021-07-18,11.708
2021-07-19,11.661
2021-07-20,11.747
2021-07-21,11.887
2021-07-22,11.773
2021-07-23,11.812
2021-07-24,11.812
2021-07-25,11.812
2021-07-26,11.871
2021-07-27,11.934
2021-07-28,12.06
2021-07-29,12.096
2021-07-30,12.241
2021-07-31,12.241
2021-08-01,12.241
2021-08-02,12.313
2021-08-03,12.15
2021-08-04,12.062
2021-08-05,11.664
2021-08-06,11.743
2021-08-07,11.743
2021-08-08,11.743
2021-08-09,11.632
2021-08-10,11.544
2021-08-11,11.7
2021-08-12,11.847
2021-08-13,11.899
2021-08-14,11.899
2021-08-15,11.899
2021-08-16,11.795
2021-08-17,11.911
2021-08-18,11.684
2021-08-19,11.708
2021-08-20,11.712
2021-08-21,11.712
2021-08-22,11.712
2021-08-23,11.835
2021-08-24,11.823
2021-08-25,11.739
2021-08-26,11.72
2021-08-27,12.066
2021-08-28,12.066
2021-08-29,12.066
2021-08-30,12.077
2021-08-31,12.216
2021-09-01,12.005
2021-09-02,12.765
2021-09-03,12.327
2021-09-04,12.327
2021-09-05,12.327
2021-09-06,12.327
2021-09-07,12.463
2021-09-08,12.665
2021-09-09,12.789
2021-09-10,12.805
2021-09-11,12.805
2021-09-12,12.805
2021-09-13,12.669
2021-09-14,12.505
2021-09-15,12.449
2021-09-16,12.485
2021-09-17,12.314
2021-09-18,12.314
2021-09-19,12.314
2021-09-20,12.043
2021-09-21,12.027
2021-09-22,12.159
2021-09-23,12.135
2021-09-24,12.143
2021-09-25,12.143
2021-09-26,12.143
2021-09-27,12.231
2021-09-28,12.087
2021-09-29,12.307
2021-09-30,12.027
2021-10-01,12.482
2021-10-02,12.482
2021-10-03,12.482
2021-10-04,12.598
2021-10-05,12.813
2021-10-06,12.901
2021-10-07,12.973
2021-10-08,13.057
2021-10-09,13.057
2021-10-10,13.057
2021-10-11,13.025
2021-10-12,12.965
2021-10-13,12.945
2021-10-14,12.925
2021-10-15,12.837
2021-10-16,12.837
2021-10-17,12.837
2021-10-18,12.69
2021-10-19,12.73
2021-10-20,12.869
2021-10-21,12.869
2021-10-22,12.821
2021-10-23,12.821
2021-10-24,12.821
2021-10-25,12.62
2021-10-26,12.483
2021-10-27,12.238
2021-10-28,12.459
2021-10-29,12.576
2021-10-30,12.576
2021-10-31,12.576
2021-11-01,13.131
2021-11-02,13.348
2021-11-03,13.465
2021-11-04,13.336
2021-11-05,13.577
2021-11-06,13.577
2021-11-07,13.577
2021-11-08,13.388
2021-11-09,13.432
2021-11-10,13.436
2021-11-11,13.525
2021-11-12,13.678
2021-11-13,13.678
2021-11-14,13.678
2021-11-15,13.545
2021-11-16,13.674
2021-11-17,13.557
2021-11-18,13.605
2021-11-19,13.352
2021-11-20,13.352
2021-11-21,13.352
2021-11-22,13.288
2021-11-23,13.182
2021-11-24,12.972
2021-11-25,12.972
2021-11-26,12.786
2021-11-27,12.786
2021-11-28,12.786
2021-11-29,13.267
2021-11-30,12.649
2021-12-01,12.032
2021-12-02,11.866
2021-12-03,11.654
2021-12-04,11.654
2021-12-05,11.654
2021-12-06,11.858
2021-12-07,11.809
2021-12-08,11.773
2021-12-09,11.475
2021-12-10,11.392
2021-12-11,11.392
2021-12-12,11.392
2021-12-13,11.245
2021-12-14,11.376
2021-12-15,11.427
2021-12-16,11.097
2021-12-17,11.054
2021-12-18,11.054
2021-12-19,11.054
2021-12-20,10.895
2021-12-21,11.181
2021-12-22,11.443
2021-12-23,11.475
2021-12-24,11.475
2021-12-25,11.475
2021-12-26,11.475
2021-12-27,11.734
2021-12-28,11.829
2021-12-29,11.897
2021-12-30,11.841
2021-12-31,11.67
2022-01-01,11.67
2022-01-02,11.67
2022-01-03,11.654
2022-01-04,11.905
2022-01-05,11.809
2022-01-06,11.586
2022-01-07,11.663
2022-01-08,11.663
2022-01-09,11.663
2022-01-10,11.587
2022-01-11,11.738
2022-01-12,11.309
2022-01-13,11.286
2022-01-14,11.444
2022-01-15,11.444
2022-01-16,11.444
2022-01-17,11.444
2022-01-18,11.21
2022-01-19,11.055
2022-01-20,11.131
2022-01-21,11.127
2022-01-22,11.127
2022-01-23,11.127
2022-01-24,11.24
2022-01-25,11.131
2022-01-26,11.063
2022-01-27,11.151
2022-01-28,11.356
2022-01-29,11.356
2022-01-30,11.356
2022-01-31,11.471
2022-02-01,11.355
2022-02-02,11.379
2022-02-03,11.167
2022-02-04,11.183
2022-02-05,11.183
2022-02-06,11.183
2022-02-07,10.995
2022-02-08,11.287
2022-02-09,11.291
2022-02-10,11.143
2022-02-11,11.067
2022-02-12,11.067
2022-02-13,11.067
2022-02-14,11.123
2022-02-15,11.866
2022-02-16,12.23
2022-02-17,11.99
2022-02-18,11.87
2022-02-19,11.87
2022-02-20,11.87
2022-02-21,11.87
2022-02-22,11.739
2022-02-23,11.543
2022-02-24,11.655
2022-02-25,12.13
2022-02-26,12.13
2022-02-27,12.13
2022-02-28,11.954
2022-03-01,11.763
2022-03-02,12.073
2022-03-03,12.454
2022-03-04,12.412
2022-03-05,12.412
2022-03-06,12.412
2022-03-07,12.432
2022-03-08,12.263
2022-03-09,12.498
2022-03-10,12.299
2022-03-11,12.115
2022-03-12,12.115
2022-03-13,12.115
2022-03-14,12.045
2022-03-15,12.103
2022-03-16,11.951
2022-03-17,12.107
2022-03-18,12.197
2022-03-19,12.197
2022-03-20,12.197
2022-03-21,12.295
2022-03-22,12.334
2022-03-23,12.22
2022-03-24,12.263
2022-03-25,12.404
2022-03-26,12.404
2022-03-27,12.404
2022-03-28,12.471
2022-03-29,12.658
2022-03-30,12.486
2022-03-31,12.654
2022-04-01,12.897
2022-04-02,12.897
2022-04-03,12.897
2022-04-04,12.916
2022-04-05,12.733
2022-04-06,12.838
2022-04-07,13.112
2022-04-08,13.452
2022-04-09,13.452
2022-04-10,13.452
2022-04-11,13.088
2022-04-12,13.298
2022-04-13,13.372
2022-04-14,13.624
2022-04-15,13.624
2022-04-16,13.624
2022-04-17,13.624
2022-04-18,13.46
2022-04-19,13.005
2022-04-20,13.332
2022-04-21,13.465
2022-04-22,13.057
2022-04-23,13.057
2022-04-24,13.057
2022-04-25,13.042
2022-04-26,12.575
2022-04-27,12.387
2022-04-28,12.34
2022-04-29,12.065
2022-04-30,12.065
2022-05-01,12.065
2022-05-02,11.826
2022-05-03,12.199
2022-05-04,12.642
2022-05-05,12.297
2022-05-06,12.601
2022-05-07,12.601
2022-05-08,12.601
2022-05-09,12.342
2022-05-10,11.817
2022-05-11,11.907
2022-05-12,12.154
2022-05-13,12.142
2022-05-14,12.142
2022-05-15,12.142
2022-05-16,12.323
2022-05-17,12.719
2022-05-18,12.299
2022-05-19,11.994
2022-05-20,12.272
2022-05-21,12.272
2022-05-22,12.272
2022-05-23,12.319
2022-05-24,12.248
2022-05-25,12.389
2022-05-26,12.327
2022-05-27,12.491
2022-05-28,12.491
2022-05-29,12.491
2022-05-30,12.491
2022-05-31,12.382
2022-06-01,12.119
2022-06-02,12.378
2022-06-03,12.19
2022-06-04,12.19
2022-06-05,12.19
2022-06-06,12.064
2022-06-07,12.315
2022-06-08,12.107
2022-06-09,11.864
2022-06-10,11.676
2022-06-11,11.676
2022-06-12,11.676
2022-06-13,11.366
2022-06-14,11.048
2022-06-15,11.189
2022-06-16,10.891
2022-06-17,10.969
2022-06-18,10.969
2022-06-19,10.969
2022-06-20,10.969
2022-06-21,11.032
2022-06-22,11.13
2022-06-23,11.099
2022-06-24,11.177
2022-06-25,11.177
2022-06-26,11.177
2022-06-27,11.307
2022-06-28,10.977
2022-06-29,11.955
2022-06-30,11.643
2022-07-01,11.754
2022-07-02,11.754
2022-07-03,11.754
2022-07-04,11.754
2022-07-05,11.548
2022-07-06,11.218
2022-07-07,11.314
2022-07-08,11.44
2022-07-09,11.44
2022-07-10,11.44
2022-07-11,11.356
2022-07-12,11.352
2022-07-13,11.451
2022-07-14,11.379
2022-07-15,11.528
2022-07-16,11.528
2022-07-17,11.528
2022-07-18,11.532
2022-07-19,11.742
2022-07-20,11.814
2022-07-21,11.88
2022-07-22,11.818
2022-07-23,11.818
2022-07-24,11.818
2022-07-25,11.691
2022-07-26,11.814
2022-07-27,11.838
2022-07-28,11.988
2022-07-29,11.972
2022-07-30,11.972
2022-07-31,11.972
2022-08-01,11.895
2022-08-02,11.641
2022-08-03,11.583
2022-08-04,11.629
2022-08-05,11.73
2022-08-06,11.73
2022-08-07,11.73
2022-08-08,11.749
2022-08-09,11.656
2022-08-10,11.861
2022-08-11,11.926
2022-08-12,12.092
2022-08-13,12.092
2022-08-14,12.092
2022-08-15,11.818
2022-08-16,11.672
2022-08-17,11.39
2022-08-18,11.417
2022-08-19,11.464
2022-08-20,11.464
2022-08-21,11.464
2022-08-22,11.255
2022-08-23,11.217
2022-08-24,10.997
2022-08-25,11.321
2022-08-26,11.082
2022-08-27,11.082
2022-08-28,11.082
2022-08-29,11.055
2022-08-30,10.893
2022-08-31,10.755
2022-09-01,10.123
2022-09-02,9.839
2022-09-03,9.839
2022-09-04,9.839
2022-09-05,9.839
2022-09-06,9.825
2022-09-07,10.121
2022-09-08,10.282
2022-09-09,10.582
2022-09-10,10.582
2022-09-11,10.582
2022-09-12,10.617
2022-09-13,10.301
2022-09-14,10.141
2022-09-15,10.301
2022-09-16,10.188
2022-09-17,10.188
2022-09-18,10.188
2022-09-19,10.293
2022-09-20,10.075
2022-09-21,10.13
2022-09-22,9.943
2022-09-23,9.857
2022-09-24,9.857
2022-09-25,9.857
2022-09-26,9.767
2022-09-27,9.634
2022-09-28,9.67
2022-09-29,9.459
2022-09-30,9.365
2022-10-01,9.365
2022-10-02,9.365
2022-10-03,9.814
2022-10-04,10.159
2022-10-05,10.178
2022-10-06,10.049
2022-10-07,9.897
2022-10-08,9.897
2022-10-09,9.897
2022-10-10,9.901
2022-10-11,10.159
2022-10-12,9.944
2022-10-13,10.34
2022-10-14,10.261
2022-10-15,10.261
2022-10-16,10.261
2022-10-17,10.438
2022-10-18,10.555
2022-10-19,10.344
2022-10-20,10.269
2022-10-21,10.668
2022-10-22,10.668
2022-10-23,10.668
2022-10-24,10.83
2022-10-25,10.593
2022-10-26,10.862
2022-10-27,10.64
2022-10-28,10.541
2022-10-29,10.541
2022-10-30,10.541
2022-10-31,10.269
2022-11-01,10.712
2022-11-02,10.352
2022-11-03,10.427
2022-11-04,10.735
2022-11-05,10.735
2022-11-06,10.735
2022-11-07,11.075
2022-11-08,10.937
2022-11-09,10.791
2022-11-10,11.301
2022-11-11,11.506
2022-11-12,11.506
2022-11-13,11.506
2022-11-14,11.258
2022-11-15,11.519
2022-11-16,11.491
2022-11-17,11.412
2022-11-18,11.412
2022-11-19,11.412
2022-11-20,11.412
2022-11-21,11.282
2022-11-22,11.42
2022-11-23,11.511
2022-11-24,11.511
2022-11-25,11.586
2022-11-26,11.586
2022-11-27,11.586
2022-11-28,11.223
2022-11-29,10.966
2022-11-30,11.255
2022-12-01,11.459
2022-12-02,11.736
2022-12-03,11.736
2022-12-04,11.736
2022-12-05,11.612
2022-12-06,11.492
2022-12-07,11.392
2022-12-08,11.588
2022-12-09,11.548
2022-12-10,11.548
2022-12-11,11.548
2022-12-12,11.54
2022-12-13,11.656
2022-12-14,11.539
2022-12-15,11.163
2022-12-16,11.027
2022-12-17,11.027
2022-12-18,11.027
2022-12-19,10.951
2022-12-20,10.943
2022-12-21,11.111
2022-12-22,11.115
2022-12-23,11.191
2022-12-24,11.191
2022-12-25,11.191
2022-12-26,11.191
2022-12-27,11.303
2022-12-28,11.063
2022-12-29,11.291
2022-12-30,11.227
2022-12-31,11.227
2023-01-01,11.227
2023-01-02,11.227
2023-01-03,11.158
2023-01-04,11.322
2023-01-05,11.102
2023-01-06,11.306
2023-01-07,11.306
2023-01-08,11.306
2023-01-09,11.286
2023-01-10,11.414
2023-01-11,11.522
2023-01-12,11.338
2023-01-13,11.434
2023-01-14,11.434
2023-01-15,11.434
2023-01-16,11.434
2023-01-17,11.406
2023-01-18,11.562
2023-01-19,11.489
2023-01-20,11.646
2023-01-21,11.646
2023-01-22,11.646
2023-01-23,11.888
2023-01-24,11.844
2023-01-25,12.15
2023-01-26,12.303
2023-01-27,12.263
2023-01-28,12.263
2023-01-29,12.263
2023-01-30,12.033
2023-01-31,12.166
2023-02-01,12.303
2023-02-02,12.505
2023-02-03,12.216
2023-02-04,12.216
2023-02-05,12.216
2023-02-06,11.986
2023-02-07,12.143
2023-02-08,11.937
2023-02-09,11.74
2023-02-10,11.99
2023-02-11,11.99
2023-02-12,11.99
2023-02-13,12.079
2023-02-14,12.055
2023-02-15,12.108
2023-02-16,11.555
2023-02-17,11.624
2023-02-18,11.624
2023-02-19,11.624
2023-02-20,11.624
2023-02-21,11.386
2023-02-22,11.241
2023-02-23,11.204
2023-02-24,11.059
2023-02-25,11.059
2023-02-26,11.059
2023-02-27,10.857
2023-02-28,10.696
2023-03-01,10.898
2023-03-02,11.006
2023-03-03,11.173
2023-03-04,11.173
2023-03-05,11.173
2023-03-06,11.217
2023-03-07,11.149
2023-03-08,11.09
2023-03-09,11.015
2023-03-10,10.888
2023-03-11,10.888
2023-03-12,10.888
2023-03-13,10.772
2023-03-14,10.69
2023-03-15,10.607
2023-03-16,10.65
2023-03-17,10.469
2023-03-18,10.469
2023-03-19,10.469
2023-03-20,10.861
2023-03-21,11.278
2023-03-22,10.968
2023-03-23,10.902
2023-03-24,10.988
2023-03-25,10.988
2023-03-26,10.988
2023-03-27,11.037
2023-03-28,11.017
2023-03-29,10.884
2023-03-30,10.892
2023-03-31,11.074
2023-04-01,11.074
2023-04-02,11.074
2023-04-03,11.05
2023-04-04,10.897
2023-04-05,11.053
2023-04-06,10.958
2023-04-07,10.958
2023-04-08,10.958
2023-04-09,10.958
2023-04-10,10.933
2023-04-11,11.239
2023-04-12,11.033
2023-04-13,11.07
2023-04-14,10.983
2023-04-15,10.983
2023-04-16,10.983
2023-04-17,11.111
2023-04-18,10.995
2023-04-19,11.041
2023-04-20,11.304
2023-04-21,11.45
2023-04-22,11.45
2023-04-23,11.45
2023-04-24,11.396
2023-04-25,11.112
2023-04-26,11.012
2023-04-27,11.321
2023-04-28,11.321
2023-04-29,11.321
2023-04-30,11.321
2023-05-01,11.4
2023-05-02,11.095
2023-05-03,11.166
2023-05-04,10.865
2023-05-05,11.108
2023-05-06,11.108
2023-05-07,11.108
2023-05-08,10.957
2023-05-09,10.878
2023-05-10,10.982
2023-05-11,11.049
2023-05-12,11.099
2023-05-13,11.099
2023-05-14,11.099
2023-05-15,11.296
2023-05-16,11.17
2023-05-17,11.283
2023-05-18,11.392
2023-05-19,11.27
2023-05-20,11.27
2023-05-21,11.27
2023-05-22,11.329
2023-05-23,11.233
2023-05-24,11.095
2023-05-25,10.941
2023-05-26,11.066
2023-05-27,11.066
2023-05-28,11.066
2023-05-29,11.066
2023-05-30,10.89
2023-05-31,10.936
2023-06-01,10.97
2023-06-02,11.287
2023-06-03,11.287
2023-06-04,11.287
2023-06-05,11.216
2023-06-06,11.346
2023-06-07,11.504
2023-06-08,11.538
2023-06-09,11.504
2023-06-10,11.504
2023-06-11,11.504
2023-06-12,11.542
2023-06-13,11.554
2023-06-14,11.333
2023-06-15,11.654
2023-06-16,11.896
2023-06-17,11.896
2023-06-18,11.896
2023-06-19,11.896
2023-06-20,11.796
2023-06-21,13.053
2023-06-22,12.33
