,NOC US Equity
2020-09-10,9.856
2020-09-11,10.121
2020-09-12,10.121
2020-09-13,10.121
2020-09-14,10.108
2020-09-15,10.095
2020-09-16,10.258
2020-09-17,10.269
2020-09-18,10.199
2020-09-19,10.199
2020-09-20,10.199
2020-09-21,9.733
2020-09-22,9.939
2020-09-23,9.798
2020-09-24,9.698
2020-09-25,9.796
2020-09-26,9.796
2020-09-27,9.796
2020-09-28,9.841
2020-09-29,9.715
2020-09-30,9.422
2020-10-01,9.313
2020-10-02,9.376
2020-10-03,9.376
2020-10-04,9.376
2020-10-05,9.324
2020-10-06,9.228
2020-10-07,9.375
2020-10-08,9.548
2020-10-09,9.416
2020-10-10,9.416
2020-10-11,9.416
2020-10-12,9.455
2020-10-13,9.336
2020-10-14,9.405
2020-10-15,9.402
2020-10-16,9.445
2020-10-17,9.445
2020-10-18,9.445
2020-10-19,9.298
2020-10-20,9.23
2020-10-21,9.21
2020-10-22,9.561
2020-10-23,9.845
2020-10-24,9.845
2020-10-25,9.845
2020-10-26,9.89
2020-10-27,9.643
2020-10-28,9.373
2020-10-29,9.333
2020-10-30,9.251
2020-10-31,9.251
2020-11-01,9.251
2020-11-02,9.468
2020-11-03,9.729
2020-11-04,10.075
2020-11-05,9.812
2020-11-06,9.619
2020-11-07,9.619
2020-11-08,9.619
2020-11-09,9.616
2020-11-10,10.039
2020-11-11,9.893
2020-11-12,9.774
2020-11-13,9.949
2020-11-14,9.949
2020-11-15,9.949
2020-11-16,9.982
2020-11-17,9.979
2020-11-18,9.914
2020-11-19,9.878
2020-11-20,9.78
2020-11-21,9.78
2020-11-22,9.78
2020-11-23,9.783
2020-11-24,9.894
2020-11-25,9.967
2020-11-26,9.967
2020-11-27,9.814
2020-11-28,9.814
2020-11-29,9.814
2020-11-30,9.693
2020-12-01,9.655
2020-12-02,9.581
2020-12-03,9.73
2020-12-04,9.852
2020-12-05,9.852
2020-12-06,9.852
2020-12-07,9.652
2020-12-08,9.683
2020-12-09,9.761
2020-12-10,9.591
2020-12-11,9.659
2020-12-12,9.659
2020-12-13,9.659
2020-12-14,9.577
2020-12-15,9.593
2020-12-16,9.706
2020-12-17,9.663
2020-12-18,9.742
2020-12-19,9.742
2020-12-20,9.742
2020-12-21,9.564
2020-12-22,9.523
2020-12-23,9.662
2020-12-24,9.628
2020-12-25,9.628
2020-12-26,9.628
2020-12-27,9.628
2020-12-28,9.738
2020-12-29,9.673
2020-12-30,9.725
2020-12-31,9.793
2021-01-01,9.793
2021-01-02,9.793
2021-01-03,9.793
2021-01-04,9.473
2021-01-05,9.531
2021-01-06,9.613
2021-01-07,9.403
2021-01-08,9.266
2021-01-09,9.266
2021-01-10,9.266
2021-01-11,9.472
2021-01-12,9.562
2021-01-13,9.654
2021-01-14,9.769
2021-01-15,9.696
2021-01-16,9.696
2021-01-17,9.696
2021-01-18,9.696
2021-01-19,9.608
2021-01-20,9.632
2021-01-21,9.571
2021-01-22,9.612
2021-01-23,9.612
2021-01-24,9.612
2021-01-25,9.651
2021-01-26,9.449
2021-01-27,9.421
2021-01-28,9.384
2021-01-29,9.199
2021-01-30,9.199
2021-01-31,9.199
2021-02-01,9.596
2021-02-02,9.845
2021-02-03,9.87
2021-02-04,9.906
2021-02-05,9.806
2021-02-06,9.806
2021-02-07,9.806
2021-02-08,9.85
2021-02-09,9.969
2021-02-10,9.965
2021-02-11,9.833
2021-02-12,9.759
2021-02-13,9.759
2021-02-14,9.759
2021-02-15,9.759
2021-02-16,9.409
2021-02-17,9.613
2021-02-18,9.635
2021-02-19,9.615
2021-02-20,9.615
2021-02-21,9.615
2021-02-22,9.637
2021-02-23,9.661
2021-02-24,9.76
2021-02-25,9.765
2021-02-26,9.48
2021-02-27,9.48
2021-02-28,9.48
2021-03-01,9.538
2021-03-02,9.711
2021-03-03,9.721
2021-03-04,9.67
2021-03-05,9.78
2021-03-06,9.78
2021-03-07,9.78
2021-03-08,9.933
2021-03-09,9.695
2021-03-10,9.751
2021-03-11,9.731
2021-03-12,9.809
2021-03-13,9.809
2021-03-14,9.809
2021-03-15,9.937
2021-03-16,9.94
2021-03-17,10.035
2021-03-18,10.177
2021-03-19,9.973
2021-03-20,9.973
2021-03-21,9.973
2021-03-22,10.153
2021-03-23,10.151
2021-03-24,10.212
2021-03-25,10.378
2021-03-26,10.308
2021-03-27,10.308
2021-03-28,10.308
2021-03-29,10.442
2021-03-30,10.427
2021-03-31,10.458
2021-04-01,10.412
2021-04-02,10.412
2021-04-03,10.412
2021-04-04,10.412
2021-04-05,10.684
2021-04-06,10.701
2021-04-07,10.791
2021-04-08,11.183
2021-04-09,10.75
2021-04-10,10.75
2021-04-11,10.75
2021-04-12,10.773
2021-04-13,10.708
2021-04-14,10.809
2021-04-15,10.897
2021-04-16,10.955
2021-04-17,10.955
2021-04-18,10.955
2021-04-19,10.898
2021-04-20,10.914
2021-04-21,10.926
2021-04-22,10.86
2021-04-23,10.816
2021-04-24,10.816
2021-04-25,10.816
2021-04-26,10.682
2021-04-27,10.747
2021-04-28,10.7
2021-04-29,11.1
2021-04-30,11.226
2021-05-01,11.226
2021-05-02,11.226
2021-05-03,11.414
2021-05-04,11.639
2021-05-05,11.793
2021-05-06,11.7
2021-05-07,11.719
2021-05-08,11.719
2021-05-09,11.719
2021-05-10,11.819
2021-05-11,11.645
2021-05-12,11.482
2021-05-13,11.701
2021-05-14,11.75
2021-05-15,11.75
2021-05-16,11.75
2021-05-17,11.789
2021-05-18,11.655
2021-05-19,11.672
2021-05-20,11.705
2021-05-21,11.658
2021-05-22,11.658
2021-05-23,11.658
2021-05-24,11.712
2021-05-25,11.643
2021-05-26,11.54
2021-05-27,11.658
2021-05-28,11.563
2021-05-29,11.563
2021-05-30,11.563
2021-05-31,11.563
2021-06-01,11.555
2021-06-02,11.605
2021-06-03,11.583
2021-06-04,11.93
2021-06-05,11.93
2021-06-06,11.93
2021-06-07,11.751
2021-06-08,11.606
2021-06-09,11.653
2021-06-10,11.65
2021-06-11,11.73
2021-06-12,11.73
2021-06-13,11.73
2021-06-14,11.641
2021-06-15,11.728
2021-06-16,11.641
2021-06-17,11.531
2021-06-18,11.484
2021-06-19,11.484
2021-06-20,11.484
2021-06-21,11.668
2021-06-22,11.646
2021-06-23,11.574
2021-06-24,11.555
2021-06-25,11.669
2021-06-26,11.669
2021-06-27,11.669
2021-06-28,11.572
2021-06-29,11.262
2021-06-30,11.36
2021-07-01,11.491
2021-07-02,11.54
2021-07-03,11.54
2021-07-04,11.54
2021-07-05,11.54
2021-07-06,11.492
2021-07-07,11.605
2021-07-08,11.563
2021-07-09,11.622
2021-07-10,11.622
2021-07-11,11.622
2021-07-12,11.575
2021-07-13,11.484
2021-07-14,11.376
2021-07-15,11.381
2021-07-16,11.34
2021-07-17,11.34
2021-07-18,11.34
2021-07-19,11.096
2021-07-20,11.252
2021-07-21,11.298
2021-07-22,11.229
2021-07-23,11.339
2021-07-24,11.339
2021-07-25,11.339
2021-07-26,11.243
2021-07-27,11.367
2021-07-28,11.301
2021-07-29,11.249
2021-07-30,11.41
2021-07-31,11.41
2021-08-01,11.41
2021-08-02,11.373
2021-08-03,11.455
2021-08-04,11.229
2021-08-05,11.275
2021-08-06,11.382
2021-08-07,11.382
2021-08-08,11.382
2021-08-09,11.347
2021-08-10,11.385
2021-08-11,11.492
2021-08-12,11.422
2021-08-13,11.398
2021-08-14,11.398
2021-08-15,11.398
2021-08-16,11.571
2021-08-17,11.571
2021-08-18,11.4
2021-08-19,11.335
2021-08-20,11.395
2021-08-21,11.395
2021-08-22,11.395
2021-08-23,11.392
2021-08-24,11.388
2021-08-25,11.384
2021-08-26,11.513
2021-08-27,11.502
2021-08-28,11.502
2021-08-29,11.502
2021-08-30,11.589
2021-08-31,11.592
2021-09-01,11.506
2021-09-02,11.611
2021-09-03,11.536
2021-09-04,11.536
2021-09-05,11.536
2021-09-06,11.536
2021-09-07,11.314
2021-09-08,11.362
2021-09-09,11.248
2021-09-10,11.163
2021-09-11,11.163
2021-09-12,11.163
2021-09-13,11.151
2021-09-14,11.088
2021-09-15,11.215
2021-09-16,11.023
2021-09-17,11.041
2021-09-18,11.041
2021-09-19,11.041
2021-09-20,10.996
2021-09-21,10.881
2021-09-22,10.987
2021-09-23,11.071
2021-09-24,10.722
2021-09-25,10.722
2021-09-26,10.722
2021-09-27,10.768
2021-09-28,10.801
2021-09-29,10.942
2021-09-30,10.857
2021-10-01,10.88
2021-10-02,10.88
2021-10-03,10.88
2021-10-04,11.023
2021-10-05,11.15
2021-10-06,11.374
2021-10-07,11.536
2021-10-08,11.748
2021-10-09,11.748
2021-10-10,11.748
2021-10-11,11.852
2021-10-12,11.705
2021-10-13,11.717
2021-10-14,11.755
2021-10-15,11.918
2021-10-16,11.918
2021-10-17,11.918
2021-10-18,11.874
2021-10-19,12.037
2021-10-20,12.084
2021-10-21,12.141
2021-10-22,12.245
2021-10-23,12.245
2021-10-24,12.245
2021-10-25,12.257
2021-10-26,11.954
2021-10-27,11.701
2021-10-28,11.022
2021-10-29,11.586
2021-10-30,11.586
2021-10-31,11.586
2021-11-01,11.587
2021-11-02,11.533
2021-11-03,11.563
2021-11-04,11.646
2021-11-05,11.898
2021-11-06,11.898
2021-11-07,11.898
2021-11-08,11.862
2021-11-09,11.903
2021-11-10,11.824
2021-11-11,11.792
2021-11-12,11.783
2021-11-13,11.783
2021-11-14,11.783
2021-11-15,11.794
2021-11-16,11.617
2021-11-17,11.596
2021-11-18,11.513
2021-11-19,11.569
2021-11-20,11.569
2021-11-21,11.569
2021-11-22,11.852
2021-11-23,11.887
2021-11-24,11.794
2021-11-25,11.794
2021-11-26,11.603
2021-11-27,11.603
2021-11-28,11.603
2021-11-29,11.733
2021-11-30,11.483
2021-12-01,11.391
2021-12-02,11.608
2021-12-03,11.803
2021-12-04,11.803
2021-12-05,11.803
2021-12-06,12.017
2021-12-07,11.974
2021-12-08,12.021
2021-12-09,12.145
2021-12-10,12.251
2021-12-11,12.251
2021-12-12,12.251
2021-12-13,12.458
2021-12-14,12.421
2021-12-15,12.507
2021-12-16,12.504
2021-12-17,12.462
2021-12-18,12.462
2021-12-19,12.462
2021-12-20,12.214
2021-12-21,12.496
2021-12-22,12.54
2021-12-23,12.585
2021-12-24,12.585
2021-12-25,12.585
2021-12-26,12.585
2021-12-27,12.685
2021-12-28,12.722
2021-12-29,12.711
2021-12-30,12.696
2021-12-31,12.78
2022-01-01,12.78
2022-01-02,12.78
2022-01-03,12.729
2022-01-04,13.107
2022-01-05,13.041
2022-01-06,13.116
2022-01-07,13.22
2022-01-08,13.22
2022-01-09,13.22
2022-01-10,13.287
2022-01-11,13.233
2022-01-12,13.066
2022-01-13,13.135
2022-01-14,13.328
2022-01-15,13.328
2022-01-16,13.328
2022-01-17,13.328
2022-01-18,13.268
2022-01-19,13.268
2022-01-20,13.128
2022-01-21,13.174
2022-01-22,13.174
2022-01-23,13.174
2022-01-24,13.315
2022-01-25,13.319
2022-01-26,13.32
2022-01-27,12.51
2022-01-28,12.636
2022-01-29,12.636
2022-01-30,12.636
2022-01-31,12.233
2022-02-01,12.256
2022-02-02,12.269
2022-02-03,12.362
2022-02-04,12.228
2022-02-05,12.228
2022-02-06,12.228
2022-02-07,12.363
2022-02-08,12.567
2022-02-09,12.734
2022-02-10,12.656
2022-02-11,13.232
2022-02-12,13.232
2022-02-13,13.232
2022-02-14,12.943
2022-02-15,12.75
2022-02-16,13.044
2022-02-17,13.192
2022-02-18,12.965
2022-02-19,12.965
2022-02-20,12.965
2022-02-21,12.965
2022-02-22,12.947
2022-02-23,12.793
2022-02-24,13.105
2022-02-25,13.629
2022-02-26,13.629
2022-02-27,13.629
2022-02-28,14.701
2022-03-01,15.149
2022-03-02,15.059
2022-03-03,14.936
2022-03-04,15.563
2022-03-05,15.563
2022-03-06,15.563
2022-03-07,15.853
2022-03-08,14.9
2022-03-09,14.924
2022-03-10,14.747
2022-03-11,14.437
2022-03-12,14.437
2022-03-13,14.437
2022-03-14,14.606
2022-03-15,14.818
2022-03-16,14.044
2022-03-17,14.189
2022-03-18,14.16
2022-03-19,14.16
2022-03-20,14.16
2022-03-21,14.687
2022-03-22,14.677
2022-03-23,14.697
2022-03-24,14.949
2022-03-25,15.068
2022-03-26,15.068
2022-03-27,15.068
2022-03-28,14.693
2022-03-29,14.677
2022-03-30,14.908
2022-03-31,14.707
2022-04-01,14.928
2022-04-02,14.928
2022-04-03,14.928
2022-04-04,14.846
2022-04-05,14.903
2022-04-06,15.147
2022-04-07,15.453
2022-04-08,15.219
2022-04-09,15.219
2022-04-10,15.219
2022-04-11,15.17
2022-04-12,15.207
2022-04-13,15.244
2022-04-14,15.332
2022-04-15,15.332
2022-04-16,15.332
2022-04-17,15.332
2022-04-18,15.279
2022-04-19,15.241
2022-04-20,15.208
2022-04-21,14.553
2022-04-22,14.683
2022-04-23,14.683
2022-04-24,14.683
2022-04-25,14.572
2022-04-26,14.522
2022-04-27,14.432
2022-04-28,14.562
2022-04-29,14.253
2022-04-30,14.253
2022-05-01,14.253
2022-05-02,14.191
2022-05-03,14.6
2022-05-04,14.966
2022-05-05,15.098
2022-05-06,15.164
2022-05-07,15.164
2022-05-08,15.164
2022-05-09,14.688
2022-05-10,14.558
2022-05-11,14.445
2022-05-12,14.584
2022-05-13,14.662
2022-05-14,14.662
2022-05-15,14.662
2022-05-16,14.832
2022-05-17,14.871
2022-05-18,14.728
2022-05-19,14.522
2022-05-20,14.355
2022-05-21,14.355
2022-05-22,14.355
2022-05-23,14.79
2022-05-24,15.254
2022-05-25,15.141
2022-05-26,15.135
2022-05-27,15.269
2022-05-28,15.269
2022-05-29,15.269
2022-05-30,15.269
2022-05-31,15.257
2022-06-01,15.136
2022-06-02,15.091
2022-06-03,15.596
2022-06-04,15.596
2022-06-05,15.596
2022-06-06,15.612
2022-06-07,16.043
2022-06-08,15.403
2022-06-09,15.093
2022-06-10,15.122
2022-06-11,15.122
2022-06-12,15.122
2022-06-13,15.061
2022-06-14,14.857
2022-06-15,14.988
2022-06-16,14.679
2022-06-17,14.513
2022-06-18,14.513
2022-06-19,14.513
2022-06-20,14.513
2022-06-21,15.12
2022-06-22,14.952
2022-06-23,14.875
2022-06-24,15.118
2022-06-25,15.118
2022-06-26,15.118
2022-06-27,15.226
2022-06-28,15.156
2022-06-29,15.063
2022-06-30,15.61
2022-07-01,15.864
2022-07-02,15.864
2022-07-03,15.864
2022-07-04,15.864
2022-07-05,15.146
2022-07-06,15.717
2022-07-07,15.636
2022-07-08,15.67
2022-07-09,15.67
2022-07-10,15.67
2022-07-11,15.515
2022-07-12,15.234
2022-07-13,15.115
2022-07-14,14.903
2022-07-15,14.974
2022-07-16,14.974
2022-07-17,14.974
2022-07-18,14.587
2022-07-19,14.851
2022-07-20,14.808
2022-07-21,14.734
2022-07-22,14.671
2022-07-23,14.671
2022-07-24,14.671
2022-07-25,14.719
2022-07-26,14.437
2022-07-27,14.475
2022-07-28,14.807
2022-07-29,15.6
2022-07-30,15.6
2022-07-31,15.6
2022-08-01,15.493
2022-08-02,15.67
2022-08-03,15.692
2022-08-04,15.572
2022-08-05,15.557
2022-08-06,15.557
2022-08-07,15.557
2022-08-08,15.311
2022-08-09,15.431
2022-08-10,15.412
2022-08-11,15.32
2022-08-12,15.622
2022-08-13,15.622
2022-08-14,15.622
2022-08-15,15.859
2022-08-16,15.815
2022-08-17,16.043
2022-08-18,16.051
2022-08-19,15.982
2022-08-20,15.982
2022-08-21,15.982
2022-08-22,15.768
2022-08-23,15.726
2022-08-24,15.921
2022-08-25,16.103
2022-08-26,15.854
2022-08-27,15.854
2022-08-28,15.854
2022-08-29,15.892
2022-08-30,15.718
2022-08-31,15.621
2022-09-01,15.698
2022-09-02,15.587
2022-09-03,15.587
2022-09-04,15.587
2022-09-05,15.587
2022-09-06,15.679
2022-09-07,15.941
2022-09-08,16.005
2022-09-09,16.168
2022-09-10,16.168
2022-09-11,16.168
2022-09-12,15.869
2022-09-13,15.429
2022-09-14,15.953
2022-09-15,15.96
2022-09-16,15.964
2022-09-17,15.964
2022-09-18,15.964
2022-09-19,16.058
2022-09-20,16.253
2022-09-21,16.191
2022-09-22,16.309
2022-09-23,15.729
2022-09-24,15.729
2022-09-25,15.729
2022-09-26,15.583
2022-09-27,15.575
2022-09-28,15.976
2022-09-29,15.539
2022-09-30,15.534
2022-10-01,15.534
2022-10-02,15.534
2022-10-03,16.042
2022-10-04,16.193
2022-10-05,16.001
2022-10-06,16.104
2022-10-07,16.465
2022-10-08,16.465
2022-10-09,16.465
2022-10-10,16.762
2022-10-11,16.881
2022-10-12,16.385
2022-10-13,16.947
2022-10-14,15.688
2022-10-15,15.688
2022-10-16,15.688
2022-10-17,16.05
2022-10-18,17.121
2022-10-19,17.26
2022-10-20,17.312
2022-10-21,17.657
2022-10-22,17.657
2022-10-23,17.657
2022-10-24,17.768
2022-10-25,17.795
2022-10-26,17.938
2022-10-27,19.716
2022-10-28,20.192
2022-10-29,20.192
2022-10-30,20.192
2022-10-31,20.567
2022-11-01,19.739
2022-11-02,19.533
2022-11-03,19.28
2022-11-04,19.179
2022-11-05,19.179
2022-11-06,19.179
2022-11-07,19.87
2022-11-08,20.098
2022-11-09,19.809
2022-11-10,19.993
2022-11-11,18.531
2022-11-12,18.531
2022-11-13,18.531
2022-11-14,18.118
2022-11-15,19.034
2022-11-16,19.201
2022-11-17,19.834
2022-11-18,19.894
2022-11-19,19.894
2022-11-20,19.894
2022-11-21,20.179
2022-11-22,20.056
2022-11-23,19.968
2022-11-24,19.968
2022-11-25,20.244
2022-11-26,20.244
2022-11-27,20.244
2022-11-28,20.131
2022-11-29,20.264
2022-11-30,20.454
2022-12-01,20.339
2022-12-02,20.926
2022-12-03,20.926
2022-12-04,20.926
2022-12-05,20.77
2022-12-06,20.401
2022-12-07,20.801
2022-12-08,20.814
2022-12-09,20.367
2022-12-10,20.367
2022-12-11,20.367
2022-12-12,20.607
2022-12-13,20.238
2022-12-14,20.492
2022-12-15,20.365
2022-12-16,20.419
2022-12-17,20.419
2022-12-18,20.419
2022-12-19,20.521
2022-12-20,20.407
2022-12-21,20.762
2022-12-22,20.476
2022-12-23,20.607
2022-12-24,20.607
2022-12-25,20.607
2022-12-26,20.607
2022-12-27,20.855
2022-12-28,20.825
2022-12-29,20.886
2022-12-30,21.025
2022-12-31,21.025
2023-01-01,21.025
2023-01-02,21.025
2023-01-03,20.823
2023-01-04,20.281
2023-01-05,20.366
2023-01-06,20.092
2023-01-07,20.092
2023-01-08,20.092
2023-01-09,19.09
2023-01-10,19.105
2023-01-11,18.982
2023-01-12,18.792
2023-01-13,17.828
2023-01-14,17.828
2023-01-15,17.828
2023-01-16,17.828
2023-01-17,17.607
2023-01-18,17.24
2023-01-19,17.095
2023-01-20,17.43
2023-01-21,17.43
2023-01-22,17.43
2023-01-23,17.435
2023-01-24,17.761
2023-01-25,17.915
2023-01-26,17.408
2023-01-27,17.454
2023-01-28,17.454
2023-01-29,17.454
2023-01-30,17.442
2023-01-31,17.79
2023-02-01,17.704
2023-02-02,17.618
2023-02-03,17.614
2023-02-04,17.614
2023-02-05,17.614
2023-02-06,17.96
2023-02-07,18.087
2023-02-08,18.261
2023-02-09,18.22
2023-02-10,18.622
2023-02-11,18.622
2023-02-12,18.622
2023-02-13,18.639
2023-02-14,18.768
2023-02-15,18.505
2023-02-16,18.682
2023-02-17,18.894
2023-02-18,18.894
2023-02-19,18.894
2023-02-20,18.894
2023-02-21,19.027
2023-02-22,19.219
2023-02-23,19.12
2023-02-24,18.974
2023-02-25,18.974
2023-02-26,18.974
2023-02-27,18.94
2023-02-28,18.7
2023-03-01,18.637
2023-03-02,18.868
2023-03-03,18.832
2023-03-04,18.832
2023-03-05,18.832
2023-03-06,18.945
2023-03-07,19.025
2023-03-08,18.745
2023-03-09,18.495
2023-03-10,18.525
2023-03-11,18.525
2023-03-12,18.525
2023-03-13,18.442
2023-03-14,18.278
2023-03-15,18.086
2023-03-16,18.137
2023-03-17,17.873
2023-03-18,17.873
2023-03-19,17.873
2023-03-20,18.101
2023-03-21,18.13
2023-03-22,17.873
2023-03-23,17.907
2023-03-24,18.342
2023-03-25,18.342
2023-03-26,18.342
2023-03-27,18.463
2023-03-28,18.493
2023-03-29,18.597
2023-03-30,18.573
2023-03-31,18.603
2023-04-01,18.603
2023-04-02,18.603
2023-04-03,18.904
2023-04-04,18.86
2023-04-05,18.973
2023-04-06,18.945
2023-04-07,18.945
2023-04-08,18.945
2023-04-09,18.945
2023-04-10,19.203
2023-04-11,18.87
2023-04-12,19.051
2023-04-13,19.107
2023-04-14,19.043
2023-04-15,19.043
2023-04-16,19.043
2023-04-17,19.133
2023-04-18,19.321
2023-04-19,19.224
2023-04-20,19.108
2023-04-21,19.023
2023-04-22,19.023
2023-04-23,19.023
2023-04-24,18.98
2023-04-25,18.76
2023-04-26,18.1
2023-04-27,18.413
2023-04-28,18.425
2023-04-29,18.425
2023-04-30,18.425
2023-05-01,18.49
2023-05-02,17.934
2023-05-03,17.71
2023-05-04,17.651
2023-05-05,17.834
2023-05-06,17.834
2023-05-07,17.834
2023-05-08,17.645
2023-05-09,17.648
2023-05-10,17.677
2023-05-11,17.375
2023-05-12,17.491
2023-05-13,17.491
2023-05-14,17.491
2023-05-15,17.516
2023-05-16,17.348
2023-05-17,17.82
2023-05-18,17.671
2023-05-19,17.657
2023-05-20,17.657
2023-05-21,17.657
2023-05-22,17.648
2023-05-23,17.646
2023-05-24,17.583
2023-05-25,17.267
2023-05-26,17.534
2023-05-27,17.534
2023-05-28,17.534
2023-05-29,17.534
2023-05-30,17.528
2023-05-31,17.421
2023-06-01,17.542
2023-06-02,17.754
2023-06-03,17.754
2023-06-04,17.754
2023-06-05,17.823
2023-06-06,17.925
2023-06-07,18.135
2023-06-08,18.22
2023-06-09,18.172
2023-06-10,18.172
2023-06-11,18.172
2023-06-12,18.142
2023-06-13,18.047
2023-06-14,17.917
2023-06-15,18.116
2023-06-16,18.335
2023-06-17,18.335
2023-06-18,18.335
2023-06-19,18.335
2023-06-20,18.175
2023-06-21,18.5
2023-06-22,18.324
2023-06-23,18.163
2023-06-24,18.163
2023-06-25,18.163
2023-06-26,17.922
2023-06-27,17.939
2023-06-28,17.708
2023-06-29,18.05
2023-06-30,18.233
2023-07-01,18.233
