,CHRW US Equity
2020-09-09,16.619
2020-09-10,16.542
2020-09-11,16.561
2020-09-12,16.561
2020-09-13,16.561
2020-09-14,16.905
2020-09-15,17.467
2020-09-16,17.371
2020-09-17,17.385
2020-09-18,17.311
2020-09-19,17.311
2020-09-20,17.311
2020-09-21,17.113
2020-09-22,17.091
2020-09-23,16.859
2020-09-24,16.964
2020-09-25,17.057
2020-09-26,17.057
2020-09-27,17.057
2020-09-28,17.205
2020-09-29,17.28
2020-09-30,17.029
2020-10-01,16.867
2020-10-02,16.809
2020-10-03,16.809
2020-10-04,16.809
2020-10-05,17.33
2020-10-06,17.262
2020-10-07,17.69
2020-10-08,17.687
2020-10-09,17.572
2020-10-10,17.572
2020-10-11,17.572
2020-10-12,17.5
2020-10-13,17.432
2020-10-14,17.467
2020-10-15,17.517
2020-10-16,16.702
2020-10-17,16.702
2020-10-18,16.702
2020-10-19,16.664
2020-10-20,16.749
2020-10-21,16.792
2020-10-22,16.594
2020-10-23,16.754
2020-10-24,16.754
2020-10-25,16.754
2020-10-26,16.596
2020-10-27,16.669
2020-10-28,14.761
2020-10-29,15.011
2020-10-30,14.736
2020-10-31,14.736
2020-11-01,14.736
2020-11-02,14.528
2020-11-03,14.841
2020-11-04,14.551
2020-11-05,14.665
2020-11-06,14.965
2020-11-07,14.965
2020-11-08,14.965
2020-11-09,15.51
2020-11-10,15.505
2020-11-11,15.413
2020-11-12,14.952
2020-11-13,15.188
2020-11-14,15.188
2020-11-15,15.188
2020-11-16,15.345
2020-11-17,15.449
2020-11-18,15.339
2020-11-19,15.485
2020-11-20,15.291
2020-11-21,15.291
2020-11-22,15.291
2020-11-23,15.221
2020-11-24,15.593
2020-11-25,15.363
2020-11-26,15.363
2020-11-27,15.312
2020-11-28,15.312
2020-11-29,15.312
2020-11-30,15.519
2020-12-01,15.495
2020-12-02,15.243
2020-12-03,15.281
2020-12-04,15.347
2020-12-05,15.347
2020-12-06,15.347
2020-12-07,15.395
2020-12-08,15.57
2020-12-09,15.702
2020-12-10,15.312
2020-12-11,15.471
2020-12-12,15.471
2020-12-13,15.471
2020-12-14,15.323
2020-12-15,15.068
2020-12-16,15.266
2020-12-17,15.408
2020-12-18,15.46
2020-12-19,15.46
2020-12-20,15.46
2020-12-21,15.607
2020-12-22,15.759
2020-12-23,15.659
2020-12-24,15.804
2020-12-25,15.804
2020-12-26,15.804
2020-12-27,15.804
2020-12-28,15.806
2020-12-29,15.647
2020-12-30,15.534
2020-12-31,15.672
2021-01-01,15.672
2021-01-02,15.672
2021-01-03,15.672
2021-01-04,15.422
2021-01-05,15.276
2021-01-06,15.901
2021-01-07,16.054
2021-01-08,16.255
2021-01-09,16.255
2021-01-10,16.255
2021-01-11,16.116
2021-01-12,16.345
2021-01-13,15.979
2021-01-14,16.256
2021-01-15,15.896
2021-01-16,15.896
2021-01-17,15.896
2021-01-18,15.896
2021-01-19,16.101
2021-01-20,16.495
2021-01-21,16.353
2021-01-22,16.328
2021-01-23,16.328
2021-01-24,16.328
2021-01-25,16.582
2021-01-26,16.278
2021-01-27,15.13
2021-01-28,14.711
2021-01-29,14.144
2021-01-30,14.144
2021-01-31,14.144
2021-02-01,14.633
2021-02-02,14.666
2021-02-03,14.718
2021-02-04,14.782
2021-02-05,15.041
2021-02-06,15.041
2021-02-07,15.041
2021-02-08,15.233
2021-02-09,15.658
2021-02-10,15.503
2021-02-11,15.387
2021-02-12,15.56
2021-02-13,15.56
2021-02-14,15.56
2021-02-15,15.56
2021-02-16,15.083
2021-02-17,15.33
2021-02-18,15.55
2021-02-19,15.472
2021-02-20,15.472
2021-02-21,15.472
2021-02-22,15.188
2021-02-23,15.181
2021-02-24,15.223
2021-02-25,15.218
2021-02-26,15.362
2021-02-27,15.362
2021-02-28,15.362
2021-03-01,15.594
2021-03-02,15.746
2021-03-03,15.721
2021-03-04,15.641
2021-03-05,15.987
2021-03-06,15.987
2021-03-07,15.987
2021-03-08,15.61
2021-03-09,15.916
2021-03-10,16.071
2021-03-11,16.072
2021-03-12,16.309
2021-03-13,16.309
2021-03-14,16.309
2021-03-15,16.53
2021-03-16,16.353
2021-03-17,16.183
2021-03-18,16.256
2021-03-19,16.441
2021-03-20,16.441
2021-03-21,16.441
2021-03-22,16.253
2021-03-23,16.171
2021-03-24,16.164
2021-03-25,16.37
2021-03-26,16.542
2021-03-27,16.542
2021-03-28,16.542
2021-03-29,16.493
2021-03-30,16.561
2021-03-31,15.983
2021-04-01,16.213
2021-04-02,16.213
2021-04-03,16.213
2021-04-04,16.213
2021-04-05,16.301
2021-04-06,16.281
2021-04-07,16.066
2021-04-08,16.106
2021-04-09,16.263
2021-04-10,16.263
2021-04-11,16.263
2021-04-12,16.528
2021-04-13,16.39
2021-04-14,16.441
2021-04-15,16.815
2021-04-16,16.815
2021-04-17,16.815
2021-04-18,16.815
2021-04-19,16.461
2021-04-20,16.601
2021-04-21,16.513
2021-04-22,16.55
2021-04-23,16.652
2021-04-24,16.652
2021-04-25,16.652
2021-04-26,16.378
2021-04-27,16.253
2021-04-28,15.71
2021-04-29,15.855
2021-04-30,15.277
2021-05-01,15.277
2021-05-02,15.277
2021-05-03,15.59
2021-05-04,15.627
2021-05-05,15.559
2021-05-06,15.425
2021-05-07,15.66
2021-05-08,15.66
2021-05-09,15.66
2021-05-10,16.009
2021-05-11,15.593
2021-05-12,15.288
2021-05-13,15.612
2021-05-14,15.702
2021-05-15,15.702
2021-05-16,15.702
2021-05-17,15.584
2021-05-18,15.342
2021-05-19,15.324
2021-05-20,15.187
2021-05-21,15.198
2021-05-22,15.198
2021-05-23,15.198
2021-05-24,15.378
2021-05-25,15.129
2021-05-26,15.318
2021-05-27,15.285
2021-05-28,15.268
2021-05-29,15.268
2021-05-30,15.268
2021-05-31,15.268
2021-06-01,15.173
2021-06-02,15.04
2021-06-03,15.214
2021-06-04,15.242
2021-06-05,15.242
2021-06-06,15.242
2021-06-07,14.65
2021-06-08,14.668
2021-06-09,14.724
2021-06-10,14.749
2021-06-11,14.872
2021-06-12,14.872
2021-06-13,14.872
2021-06-14,14.681
2021-06-15,14.75
2021-06-16,14.347
2021-06-17,14.132
2021-06-18,13.815
2021-06-19,13.815
2021-06-20,13.815
2021-06-21,14.032
2021-06-22,14.182
2021-06-23,14.032
2021-06-24,14.032
2021-06-25,14.246
2021-06-26,14.246
2021-06-27,14.246
2021-06-28,14.02
2021-06-29,14.06
2021-06-30,13.931
2021-07-01,14.011
2021-07-02,13.947
2021-07-03,13.947
2021-07-04,13.947
2021-07-05,13.947
2021-07-06,13.805
2021-07-07,13.882
2021-07-08,13.647
2021-07-09,13.857
2021-07-10,13.857
2021-07-11,13.857
2021-07-12,13.793
2021-07-13,13.775
2021-07-14,14.077
2021-07-15,13.971
2021-07-16,13.876
2021-07-17,13.876
2021-07-18,13.876
2021-07-19,13.851
2021-07-20,13.848
2021-07-21,13.852
2021-07-22,13.648
2021-07-23,13.813
2021-07-24,13.813
2021-07-25,13.813
2021-07-26,13.757
2021-07-27,14.207
2021-07-28,13.77
2021-07-29,13.882
2021-07-30,13.873
2021-07-31,13.873
2021-08-01,13.873
2021-08-02,13.948
2021-08-03,14.221
2021-08-04,14.058
2021-08-05,13.962
2021-08-06,14.158
2021-08-07,14.158
2021-08-08,14.158
2021-08-09,13.948
2021-08-10,13.916
2021-08-11,14.137
2021-08-12,14.201
2021-08-13,14.305
2021-08-14,14.305
2021-08-15,14.305
2021-08-16,14.37
2021-08-17,14.236
2021-08-18,13.818
2021-08-19,13.662
2021-08-20,13.805
2021-08-21,13.805
2021-08-22,13.805
2021-08-23,13.936
2021-08-24,13.941
2021-08-25,14.057
2021-08-26,14.008
2021-08-27,14.124
2021-08-28,14.124
2021-08-29,14.124
2021-08-30,14.132
2021-08-31,14.023
2021-09-01,13.883
2021-09-02,14.213
2021-09-03,14.108
2021-09-04,14.108
2021-09-05,14.108
2021-09-06,14.108
2021-09-07,13.858
2021-09-08,13.955
2021-09-09,13.668
2021-09-10,13.844
2021-09-11,13.844
2021-09-12,13.844
2021-09-13,13.958
2021-09-14,14.107
2021-09-15,14.199
2021-09-16,14.137
2021-09-17,13.693
2021-09-18,13.693
2021-09-19,13.693
2021-09-20,13.596
2021-09-21,13.695
2021-09-22,13.704
2021-09-23,13.853
2021-09-24,13.861
2021-09-25,13.861
2021-09-26,13.861
2021-09-27,14.049
2021-09-28,13.891
2021-09-29,13.85
2021-09-30,13.625
2021-10-01,13.523
2021-10-02,13.523
2021-10-03,13.523
2021-10-04,13.54
2021-10-05,13.681
2021-10-06,13.894
2021-10-07,14.038
2021-10-08,14.198
2021-10-09,14.198
2021-10-10,14.198
2021-10-11,14.292
2021-10-12,14.227
2021-10-13,14.328
2021-10-14,14.711
2021-10-15,14.819
2021-10-16,14.819
2021-10-17,14.819
2021-10-18,15.195
2021-10-19,15.278
2021-10-20,15.402
2021-10-21,15.472
2021-10-22,15.613
2021-10-23,15.613
2021-10-24,15.613
2021-10-25,15.377
2021-10-26,15.167
2021-10-27,15.033
2021-10-28,15.048
2021-10-29,14.872
2021-10-30,14.872
2021-10-31,14.872
2021-11-01,14.644
2021-11-02,14.426
2021-11-03,14.412
2021-11-04,14.651
2021-11-05,14.311
2021-11-06,14.311
2021-11-07,14.311
2021-11-08,14.409
2021-11-09,14.366
2021-11-10,14.165
2021-11-11,14.163
2021-11-12,14.413
2021-11-13,14.413
2021-11-14,14.413
2021-11-15,14.586
2021-11-16,14.719
2021-11-17,14.407
2021-11-18,14.318
2021-11-19,14.678
2021-11-20,14.678
2021-11-21,14.678
2021-11-22,14.756
2021-11-23,14.907
2021-11-24,14.981
2021-11-25,14.981
2021-11-26,14.679
2021-11-27,14.679
2021-11-28,14.679
2021-11-29,14.579
2021-11-30,14.498
2021-12-01,14.312
2021-12-02,14.365
2021-12-03,14.789
2021-12-04,14.789
2021-12-05,14.789
2021-12-06,14.926
2021-12-07,15.739
2021-12-08,15.945
2021-12-09,16.113
2021-12-10,16.765
2021-12-11,16.765
2021-12-12,16.765
2021-12-13,16.811
2021-12-14,16.681
2021-12-15,16.734
2021-12-16,16.803
2021-12-17,16.317
2021-12-18,16.317
2021-12-19,16.317
2021-12-20,16.217
2021-12-21,16.374
2021-12-22,16.304
2021-12-23,16.491
2021-12-24,16.491
2021-12-25,16.491
2021-12-26,16.491
2021-12-27,16.818
2021-12-28,17.083
2021-12-29,17.291
2021-12-30,17.238
2021-12-31,17.325
2022-01-01,17.325
2022-01-02,17.325
2022-01-03,17.368
2022-01-04,17.768
2022-01-05,17.652
2022-01-06,17.859
2022-01-07,17.454
2022-01-08,17.454
2022-01-09,17.454
2022-01-10,17.359
2022-01-11,17.381
2022-01-12,17.28
2022-01-13,17.457
2022-01-14,17.322
2022-01-15,17.322
2022-01-16,17.322
2022-01-17,17.322
2022-01-18,17.452
2022-01-19,17.197
2022-01-20,16.802
2022-01-21,16.793
2022-01-22,16.793
2022-01-23,16.793
2022-01-24,17.208
2022-01-25,16.818
2022-01-26,16.523
2022-01-27,16.551
2022-01-28,16.757
2022-01-29,16.757
2022-01-30,16.757
2022-01-31,16.868
2022-02-01,16.855
2022-02-02,15.814
2022-02-03,14.608
2022-02-04,14.472
2022-02-05,14.472
2022-02-06,14.472
2022-02-07,14.559
2022-02-08,14.378
2022-02-09,14.582
2022-02-10,14.738
2022-02-11,14.603
2022-02-12,14.603
2022-02-13,14.603
2022-02-14,14.556
2022-02-15,14.662
2022-02-16,14.751
2022-02-17,14.823
2022-02-18,15.008
2022-02-19,15.008
2022-02-20,15.008
2022-02-21,15.008
2022-02-22,15.071
2022-02-23,15.079
2022-02-24,15.696
2022-02-25,15.792
2022-02-26,15.792
2022-02-27,15.792
2022-02-28,15.774
2022-03-01,17.103
2022-03-02,16.796
2022-03-03,16.825
2022-03-04,17.467
2022-03-05,17.467
2022-03-06,17.467
2022-03-07,17.245
2022-03-08,16.66
2022-03-09,16.665
2022-03-10,16.783
2022-03-11,16.771
2022-03-12,16.771
2022-03-13,16.771
2022-03-14,16.212
2022-03-15,16.164
2022-03-16,16.737
2022-03-17,17.063
2022-03-18,17.209
2022-03-19,17.209
2022-03-20,17.209
2022-03-21,17.275
2022-03-22,17.401
2022-03-23,17.17
2022-03-24,17.449
2022-03-25,17.964
2022-03-26,17.964
2022-03-27,17.964
2022-03-28,18.066
2022-03-29,18.146
2022-03-30,18.005
2022-03-31,17.669
2022-04-01,16.917
2022-04-02,16.917
2022-04-03,16.917
2022-04-04,16.867
2022-04-05,16.669
2022-04-06,16.376
2022-04-07,16.467
2022-04-08,16.191
2022-04-09,16.191
2022-04-10,16.191
2022-04-11,16.283
2022-04-12,16.091
2022-04-13,16.13
2022-04-14,16.387
2022-04-15,16.387
2022-04-16,16.387
2022-04-17,16.387
2022-04-18,16.303
2022-04-19,16.405
2022-04-20,16.375
2022-04-21,16.381
2022-04-22,16.207
2022-04-23,16.207
2022-04-24,16.207
2022-04-25,16.37
2022-04-26,16.083
2022-04-27,16.17
2022-04-28,17.03
2022-04-29,16.27
2022-04-30,16.27
2022-05-01,16.27
2022-05-02,16.696
2022-05-03,16.647
2022-05-04,16.944
2022-05-05,16.145
2022-05-06,16.236
2022-05-07,16.236
2022-05-08,16.236
2022-05-09,16.384
2022-05-10,16.74
2022-05-11,16.433
2022-05-12,16.348
2022-05-13,16.057
2022-05-14,16.057
2022-05-15,16.057
2022-05-16,16.219
2022-05-17,16.65
2022-05-18,15.659
2022-05-19,15.358
2022-05-20,15.469
2022-05-21,15.469
2022-05-22,15.469
2022-05-23,15.852
2022-05-24,15.905
2022-05-25,16.116
2022-05-26,16.333
2022-05-27,16.309
2022-05-28,16.309
2022-05-29,16.309
2022-05-30,16.309
2022-05-31,16.311
2022-06-01,16.375
2022-06-02,16.251
2022-06-03,16.319
2022-06-04,16.319
2022-06-05,16.319
2022-06-06,16.611
2022-06-07,16.269
2022-06-08,15.758
2022-06-09,15.514
2022-06-10,15.455
2022-06-11,15.455
2022-06-12,15.455
2022-06-13,15.18
2022-06-14,16.092
2022-06-15,15.607
2022-06-16,15.297
2022-06-17,14.98
2022-06-18,14.98
2022-06-19,14.98
2022-06-20,14.98
2022-06-21,15.321
2022-06-22,15.116
2022-06-23,15.176
2022-06-24,15.716
2022-06-25,15.716
2022-06-26,15.716
2022-06-27,15.902
2022-06-28,15.286
2022-06-29,15.344
2022-06-30,15.332
2022-07-01,15.436
2022-07-02,15.436
2022-07-03,15.436
2022-07-04,15.436
2022-07-05,15.043
2022-07-06,15.282
2022-07-07,15.164
2022-07-08,15.164
2022-07-09,15.164
2022-07-10,15.164
2022-07-11,14.802
2022-07-12,14.662
2022-07-13,14.398
2022-07-14,14.491
2022-07-15,14.932
2022-07-16,14.932
2022-07-17,14.932
2022-07-18,14.943
2022-07-19,15.304
2022-07-20,15.428
2022-07-21,15.372
2022-07-22,15.465
2022-07-23,15.465
2022-07-24,15.465
2022-07-25,15.301
2022-07-26,15.14
2022-07-27,14.849
2022-07-28,15.882
2022-07-29,15.931
2022-07-30,15.931
2022-07-31,15.931
2022-08-01,15.787
2022-08-02,15.726
2022-08-03,15.755
2022-08-04,15.508
2022-08-05,15.828
2022-08-06,15.828
2022-08-07,15.828
2022-08-08,16.037
2022-08-09,16.188
2022-08-10,16.714
2022-08-11,16.978
2022-08-12,16.957
2022-08-13,16.957
2022-08-14,16.957
2022-08-15,17.045
2022-08-16,16.996
2022-08-17,16.788
2022-08-18,17.172
2022-08-19,16.934
2022-08-20,16.934
2022-08-21,16.934
2022-08-22,16.769
2022-08-23,16.919
2022-08-24,17.192
2022-08-25,17.285
2022-08-26,16.672
2022-08-27,16.672
2022-08-28,16.672
2022-08-29,16.631
2022-08-30,16.553
2022-08-31,16.504
2022-09-01,16.69
2022-09-02,16.76
2022-09-03,16.76
2022-09-04,16.76
2022-09-05,16.76
2022-09-06,16.402
2022-09-07,16.584
2022-09-08,16.45
2022-09-09,16.604
2022-09-10,16.604
2022-09-11,16.604
2022-09-12,16.497
2022-09-13,15.99
2022-09-14,15.981
2022-09-15,15.651
2022-09-16,15.079
2022-09-17,15.079
2022-09-18,15.079
2022-09-19,15.396
2022-09-20,14.892
2022-09-21,14.742
2022-09-22,14.578
2022-09-23,14.191
2022-09-24,14.191
2022-09-25,14.191
2022-09-26,14.122
2022-09-27,14.246
2022-09-28,14.453
2022-09-29,14.344
2022-09-30,13.992
2022-10-01,13.992
2022-10-02,13.992
2022-10-03,14.549
2022-10-04,14.794
2022-10-05,14.685
2022-10-06,14.677
2022-10-07,14.273
2022-10-08,14.273
2022-10-09,14.273
2022-10-10,14.172
2022-10-11,14.159
2022-10-12,14.21
2022-10-13,14.334
2022-10-14,14.272
2022-10-15,14.272
2022-10-16,14.272
2022-10-17,14.482
2022-10-18,14.469
2022-10-19,14.055
2022-10-20,13.908
2022-10-21,14.15
2022-10-22,14.15
2022-10-23,14.15
2022-10-24,14.298
2022-10-25,14.483
2022-10-26,14.743
2022-10-27,14.789
2022-10-28,14.941
2022-10-29,14.941
2022-10-30,14.941
2022-10-31,14.929
2022-11-01,14.947
2022-11-02,13.809
2022-11-03,13.97
2022-11-04,14.206
2022-11-05,14.206
2022-11-06,14.206
2022-11-07,14.541
2022-11-08,14.611
2022-11-09,14.265
2022-11-10,14.837
2022-11-11,15.521
2022-11-12,15.521
2022-11-13,15.521
2022-11-14,15.473
2022-11-15,15.927
2022-11-16,15.131
2022-11-17,15.527
2022-11-18,15.831
2022-11-19,15.831
2022-11-20,15.831
2022-11-21,15.909
2022-11-22,15.922
2022-11-23,15.989
2022-11-24,15.989
2022-11-25,16.103
2022-11-26,16.103
2022-11-27,16.103
2022-11-28,15.906
2022-11-29,15.895
2022-11-30,16.322
2022-12-01,16.124
2022-12-02,15.788
2022-12-03,15.788
2022-12-04,15.788
2022-12-05,15.577
2022-12-06,15.572
2022-12-07,15.69
2022-12-08,15.685
2022-12-09,15.557
2022-12-10,15.557
2022-12-11,15.557
2022-12-12,15.938
2022-12-13,15.601
2022-12-14,15.706
2022-12-15,15.469
2022-12-16,15.358
2022-12-17,15.358
2022-12-18,15.358
2022-12-19,15.304
2022-12-20,15.191
2022-12-21,15.28
2022-12-22,15.204
2022-12-23,15.306
2022-12-24,15.306
2022-12-25,15.306
2022-12-26,15.306
2022-12-27,15.316
2022-12-28,14.984
2022-12-29,15.17
2022-12-30,15.056
2022-12-31,15.056
2023-01-01,15.056
2023-01-02,15.056
2023-01-03,15.061
2023-01-04,15.382
2023-01-05,15.248
2023-01-06,15.93
2023-01-07,15.93
2023-01-08,15.93
2023-01-09,15.975
2023-01-10,15.806
2023-01-11,16.299
2023-01-12,16.099
2023-01-13,16.121
2023-01-14,16.121
2023-01-15,16.121
2023-01-16,16.121
2023-01-17,15.958
2023-01-18,16.052
2023-01-19,16.074
2023-01-20,16.206
2023-01-21,16.206
2023-01-22,16.206
2023-01-23,16.987
2023-01-24,17.165
2023-01-25,16.776
2023-01-26,16.887
2023-01-27,16.977
2023-01-28,16.977
2023-01-29,16.977
2023-01-30,16.736
2023-01-31,17.353
2023-02-01,18.02
2023-02-02,19.121
2023-02-03,18.982
2023-02-04,18.982
2023-02-05,18.982
2023-02-06,18.859
2023-02-07,19.359
2023-02-08,19.03
2023-02-09,18.706
2023-02-10,19.075
2023-02-11,19.075
2023-02-12,19.075
2023-02-13,19.214
2023-02-14,19.417
2023-02-15,19.534
2023-02-16,19.265
2023-02-17,18.79
2023-02-18,18.79
2023-02-19,18.79
2023-02-20,18.79
2023-02-21,18.533
2023-02-22,18.55
2023-02-23,18.749
2023-02-24,18.636
2023-02-25,18.636
2023-02-26,18.636
2023-02-27,18.751
2023-02-28,18.565
2023-03-01,18.457
2023-03-02,18.93
2023-03-03,18.976
2023-03-04,18.976
2023-03-05,18.976
2023-03-06,18.882
2023-03-07,18.807
2023-03-08,19.107
2023-03-09,19.235
2023-03-10,19.044
2023-03-11,19.044
2023-03-12,19.044
2023-03-13,18.852
2023-03-14,18.199
2023-03-15,18.214
2023-03-16,18.328
2023-03-17,17.899
2023-03-18,17.899
2023-03-19,17.899
2023-03-20,17.927
2023-03-21,18.049
2023-03-22,17.738
2023-03-23,17.722
2023-03-24,17.836
2023-03-25,17.836
2023-03-26,17.836
2023-03-27,18.019
2023-03-28,18.028
2023-03-29,18.013
2023-03-30,18.054
2023-03-31,18.562
2023-04-01,18.562
2023-04-02,18.562
2023-04-03,18.216
2023-04-04,17.777
2023-04-05,17.497
2023-04-06,17.401
2023-04-07,17.401
2023-04-08,17.401
2023-04-09,17.401
2023-04-10,18.029
2023-04-11,18.247
2023-04-12,18.085
2023-04-13,18.29
2023-04-14,18.353
2023-04-15,18.353
2023-04-16,18.353
2023-04-17,18.476
2023-04-18,18.505
2023-04-19,18.52
2023-04-20,18.734
2023-04-21,18.788
2023-04-22,18.788
2023-04-23,18.788
2023-04-24,19.016
2023-04-25,18.686
2023-04-26,18.155
2023-04-27,20.159
2023-04-28,20.399
2023-04-29,20.399
2023-04-30,20.399
2023-05-01,21.165
2023-05-02,21.157
2023-05-03,21.292
2023-05-04,20.821
2023-05-05,21.177
2023-05-06,21.177
2023-05-07,21.177
2023-05-08,21.121
2023-05-09,20.84
2023-05-10,20.502
2023-05-11,20.212
2023-05-12,20.2
2023-05-13,20.2
2023-05-14,20.2
2023-05-15,20.359
2023-05-16,19.941
2023-05-17,20.499
2023-05-18,20.658
2023-05-19,20.442
2023-05-20,20.442
2023-05-21,20.442
2023-05-22,20.576
2023-05-23,20.654
2023-05-24,20.216
2023-05-25,20.237
2023-05-26,19.854
2023-05-27,19.854
2023-05-28,19.854
2023-05-29,19.854
2023-05-30,19.856
2023-05-31,19.243
2023-06-01,19.436
2023-06-02,20.009
2023-06-03,20.009
2023-06-04,20.009
2023-06-05,18.725
2023-06-06,18.711
2023-06-07,18.816
2023-06-08,18.676
2023-06-09,18.371
2023-06-10,18.371
2023-06-11,18.371
2023-06-12,18.535
2023-06-13,18.744
2023-06-14,19.415
2023-06-15,19.569
2023-06-16,19.417
2023-06-17,19.417
2023-06-18,19.417
2023-06-19,19.417
2023-06-20,19.015
2023-06-21,19.171
2023-06-22,18.888
2023-06-23,18.561
2023-06-24,18.561
2023-06-25,18.561
2023-06-26,18.994
2023-06-27,19.396
2023-06-28,19.281
2023-06-29,19.429
