,KO US Equity
2020-04-13,14.595
2020-04-14,15.214
2020-04-15,14.807
2020-04-16,14.648
2020-04-17,14.947
2020-04-18,14.947
2020-04-19,14.947
2020-04-20,14.471
2020-04-21,14.113
2020-04-22,14.232
2020-04-23,14.042
2020-04-24,14.154
2020-04-25,14.154
2020-04-26,14.154
2020-04-27,14.574
2020-04-28,14.562
2020-04-29,14.68
2020-04-30,14.297
2020-05-01,14.207
2020-05-02,14.207
2020-05-03,14.207
2020-05-04,14.064
2020-05-05,14.145
2020-05-06,13.942
2020-05-07,13.895
2020-05-08,14.366
2020-05-09,14.366
2020-05-10,14.366
2020-05-11,14.188
2020-05-12,13.964
2020-05-13,13.69
2020-05-14,13.615
2020-05-15,13.478
2020-05-16,13.478
2020-05-17,13.478
2020-05-18,14.011
2020-05-19,13.877
2020-05-20,14.297
2020-05-21,14.073
2020-05-22,14.029
2020-05-23,14.029
2020-05-24,14.029
2020-05-25,14.029
2020-05-26,14.36
2020-05-27,14.559
2020-05-28,14.671
2020-05-29,14.543
2020-05-30,14.543
2020-05-31,14.543
2020-06-01,14.64
2020-06-02,14.612
2020-06-03,14.923
2020-06-04,14.93
2020-06-05,15.294
2020-06-06,15.294
2020-06-07,15.294
2020-06-08,15.272
2020-06-09,15.012
2020-06-10,14.896
2020-06-11,13.952
2020-06-12,14.097
2020-06-13,14.097
2020-06-14,14.097
2020-06-15,14.314
2020-06-16,14.459
2020-06-17,14.4
2020-06-18,14.527
2020-06-19,14.227
2020-06-20,14.227
2020-06-21,14.227
2020-06-22,14.141
2020-06-23,14.11
2020-06-24,14.162
2020-06-25,14.251
2020-06-26,13.82
2020-06-27,13.82
2020-06-28,13.82
2020-06-29,14.07
2020-06-30,14.172
2020-07-01,14.216
2020-07-02,14.235
2020-07-03,14.235
2020-07-04,14.235
2020-07-05,14.235
2020-07-06,14.346
2020-07-07,14.34
2020-07-08,14.295
2020-07-09,13.927
2020-07-10,14.321
2020-07-11,14.321
2020-07-12,14.321
2020-07-13,14.352
2020-07-14,14.549
2020-07-15,15.022
2020-07-16,14.941
2020-07-17,15.158
2020-07-18,15.158
2020-07-19,15.158
2020-07-20,14.931
2020-07-21,15.281
2020-07-22,15.471
2020-07-23,15.407
2020-07-24,15.474
2020-07-25,15.474
2020-07-26,15.474
2020-07-27,15.571
2020-07-28,15.475
2020-07-29,15.423
2020-07-30,15.317
2020-07-31,15.173
2020-08-01,15.173
2020-08-02,15.173
2020-08-03,14.871
2020-08-04,14.996
2020-08-05,15.166
2020-08-06,15.25
2020-08-07,15.352
2020-08-08,15.352
2020-08-09,15.352
2020-08-10,15.327
2020-08-11,15.394
2020-08-12,15.555
2020-08-13,15.539
2020-08-14,15.561
2020-08-15,15.561
2020-08-16,15.561
2020-08-17,15.484
2020-08-18,15.552
2020-08-19,15.214
2020-08-20,15.208
2020-08-21,15.185
2020-08-22,15.185
2020-08-23,15.185
2020-08-24,15.407
2020-08-25,15.388
2020-08-26,15.468
2020-08-27,15.491
2020-08-28,16.004
2020-08-29,16.004
2020-08-30,16.004
2020-08-31,15.908
2020-09-01,15.776
2020-09-02,16.441
2020-09-03,16.213
2020-09-04,16.393
2020-09-05,16.393
2020-09-06,16.393
2020-09-07,16.393
2020-09-08,15.998
2020-09-09,16.12
2020-09-10,16.059
2020-09-11,16.4
2020-09-12,16.4
2020-09-13,16.4
2020-09-14,16.419
2020-09-15,16.529
2020-09-16,16.445
2020-09-17,16.367
2020-09-18,16.335
2020-09-19,16.335
2020-09-20,16.335
2020-09-21,15.894
2020-09-22,16.079
2020-09-23,15.61
2020-09-24,15.768
2020-09-25,15.775
2020-09-26,15.775
2020-09-27,15.775
2020-09-28,15.956
2020-09-29,15.839
2020-09-30,15.985
2020-10-01,15.924
2020-10-02,15.982
2020-10-03,15.982
2020-10-04,15.982
2020-10-05,15.988
2020-10-06,15.846
2020-10-07,16.076
2020-10-08,16.368
2020-10-09,16.481
2020-10-10,16.481
2020-10-11,16.481
2020-10-12,16.572
2020-10-13,16.29
2020-10-14,16.257
2020-10-15,16.215
2020-10-16,16.228
2020-10-17,16.228
2020-10-18,16.228
2020-10-19,16.078
2020-10-20,16.282
2020-10-21,16.198
2020-10-22,16.421
2020-10-23,16.252
2020-10-24,16.252
2020-10-25,16.252
2020-10-26,16.02
2020-10-27,16.099
2020-10-28,15.473
2020-10-29,15.492
2020-10-30,15.505
2020-10-31,15.505
2020-11-01,15.505
2020-11-02,15.686
2020-11-03,15.921
2020-11-04,15.863
2020-11-05,15.95
2020-11-06,15.954
2020-11-07,15.954
2020-11-08,15.954
2020-11-09,16.96
2020-11-10,17.415
2020-11-11,17.286
2020-11-12,17.102
2020-11-13,17.244
2020-11-14,17.244
2020-11-15,17.244
2020-11-16,17.373
2020-11-17,17.318
2020-11-18,16.973
2020-11-19,17.141
2020-11-20,16.992
2020-11-21,16.992
2020-11-22,16.992
2020-11-23,16.996
2020-11-24,17.17
2020-11-25,17.076
2020-11-26,17.076
2020-11-27,17.002
2020-11-28,17.002
2020-11-29,17.002
2020-11-30,16.778
2020-12-01,16.921
2020-12-02,16.944
2020-12-03,17.161
2020-12-04,17.509
2020-12-05,17.509
2020-12-06,17.509
2020-12-07,17.23
2020-12-08,17.291
2020-12-09,17.34
2020-12-10,17.249
2020-12-11,17.347
2020-12-12,17.347
2020-12-13,17.347
2020-12-14,17.321
2020-12-15,17.506
2020-12-16,17.296
2020-12-17,17.364
2020-12-18,17.518
2020-12-19,17.518
2020-12-20,17.518
2020-12-21,17.214
2020-12-22,17.198
2020-12-23,17.302
2020-12-24,17.42
2020-12-25,17.42
2020-12-26,17.42
2020-12-27,17.42
2020-12-28,17.654
2020-12-29,17.645
2020-12-30,17.746
2020-12-31,17.876
2021-01-01,17.876
2021-01-02,17.876
2021-01-03,17.876
2021-01-04,17.198
2021-01-05,17.245
2021-01-06,16.696
2021-01-07,16.511
2021-01-08,16.881
2021-01-09,16.881
2021-01-10,16.881
2021-01-11,16.591
2021-01-12,16.561
2021-01-13,16.577
2021-01-14,16.27
2021-01-15,16.095
2021-01-16,16.095
2021-01-17,16.095
2021-01-18,16.095
2021-01-19,16.126
2021-01-20,16.183
2021-01-21,16.272
2021-01-22,16.12
2021-01-23,16.12
2021-01-24,16.12
2021-01-25,16.216
2021-01-26,16.385
2021-01-27,16.133
2021-01-28,16.339
2021-01-29,16.007
2021-01-30,16.007
2021-01-31,16.007
2021-02-01,16.116
2021-02-02,16.288
2021-02-03,16.225
2021-02-04,16.316
2021-02-05,16.529
2021-02-06,16.529
2021-02-07,16.529
2021-02-08,16.619
2021-02-09,16.546
2021-02-10,16.513
2021-02-11,16.92
2021-02-12,17.051
2021-02-13,17.051
2021-02-14,17.051
2021-02-15,17.051
2021-02-16,16.91
2021-02-17,16.863
2021-02-18,17.078
2021-02-19,16.856
2021-02-20,16.856
2021-02-21,16.856
2021-02-22,17.031
2021-02-23,17.001
2021-02-24,17.058
2021-02-25,16.889
2021-02-26,16.492
2021-02-27,16.492
2021-02-28,16.492
2021-03-01,16.798
2021-03-02,16.865
2021-03-03,16.825
2021-03-04,16.811
2021-03-05,17.098
2021-03-06,17.098
2021-03-07,17.098
2021-03-08,17.384
2021-03-09,17.121
2021-03-10,17.316
2021-03-11,17.128
2021-03-12,17.094
2021-03-13,17.094
2021-03-14,17.094
2021-03-15,17.321
2021-03-16,17.257
2021-03-17,17.303
2021-03-18,17.076
2021-03-19,17.157
2021-03-20,17.157
2021-03-21,17.157
2021-03-22,17.221
2021-03-23,17.353
2021-03-24,17.397
2021-03-25,17.566
2021-03-26,17.91
2021-03-27,17.91
2021-03-28,17.91
2021-03-29,18.184
2021-03-30,17.947
2021-03-31,17.799
2021-04-01,17.731
2021-04-02,17.731
2021-04-03,17.731
2021-04-04,17.731
2021-04-05,17.833
2021-04-06,17.961
2021-04-07,17.991
2021-04-08,17.937
2021-04-09,17.958
2021-04-10,17.958
2021-04-11,17.958
2021-04-12,18.002
2021-04-13,17.914
2021-04-14,17.911
2021-04-15,18.008
2021-04-16,18.126
2021-04-17,18.126
2021-04-18,18.126
2021-04-19,17.962
2021-04-20,17.908
2021-04-21,18.053
2021-04-22,17.991
2021-04-23,18.0
2021-04-24,18.0
2021-04-25,18.0
2021-04-26,17.733
2021-04-27,17.706
2021-04-28,17.71
2021-04-29,17.931
2021-04-30,17.839
2021-05-01,17.839
2021-05-02,17.839
2021-05-03,18.004
2021-05-04,17.891
2021-05-05,17.845
2021-05-06,18.024
2021-05-07,18.014
2021-05-08,18.014
2021-05-09,18.014
2021-05-10,18.146
2021-05-11,17.951
2021-05-12,17.858
2021-05-13,18.014
2021-05-14,18.086
2021-05-15,18.086
2021-05-16,18.086
2021-05-17,18.057
2021-05-18,17.958
2021-05-19,17.901
2021-05-20,18.06
2021-05-21,18.05
2021-05-22,18.05
2021-05-23,18.05
2021-05-24,18.11
2021-05-25,18.106
2021-05-26,18.186
2021-05-27,18.338
2021-05-28,18.271
2021-05-29,18.271
2021-05-30,18.271
2021-05-31,18.271
2021-06-01,18.268
2021-06-02,18.341
2021-06-03,18.387
2021-06-04,18.585
2021-06-05,18.585
2021-06-06,18.585
2021-06-07,18.519
2021-06-08,18.39
2021-06-09,18.334
2021-06-10,18.476
2021-06-11,18.559
2021-06-12,18.559
2021-06-13,18.559
2021-06-14,18.496
2021-06-15,18.449
2021-06-16,18.203
2021-06-17,18.296
2021-06-18,17.903
2021-06-19,17.903
2021-06-20,17.903
2021-06-21,18.099
2021-06-22,18.166
2021-06-23,18.02
2021-06-24,18.109
2021-06-25,18.086
2021-06-26,18.086
2021-06-27,18.086
2021-06-28,18.066
2021-06-29,17.933
2021-06-30,18.016
2021-07-01,17.966
2021-07-02,18.04
2021-07-03,18.04
2021-07-04,18.04
2021-07-05,18.04
2021-07-06,17.94
2021-07-07,18.086
2021-07-08,18.023
2021-07-09,18.133
2021-07-10,18.133
2021-07-11,18.133
2021-07-12,18.139
2021-07-13,18.319
2021-07-14,18.732
2021-07-15,18.792
2021-07-16,18.779
2021-07-17,18.779
2021-07-18,18.779
2021-07-19,18.556
2021-07-20,18.589
2021-07-21,18.781
2021-07-22,18.6
2021-07-23,18.778
2021-07-24,18.778
2021-07-25,18.778
2021-07-26,18.754
2021-07-27,18.82
2021-07-28,18.649
2021-07-29,18.751
2021-07-30,18.678
2021-07-31,18.678
2021-08-01,18.678
2021-08-02,18.628
2021-08-03,18.641
2021-08-04,18.373
2021-08-05,18.504
2021-08-06,18.55
2021-08-07,18.55
2021-08-08,18.55
2021-08-09,18.553
2021-08-10,18.602
2021-08-11,18.579
2021-08-12,18.615
2021-08-13,18.743
2021-08-14,18.743
2021-08-15,18.743
2021-08-16,18.825
2021-08-17,18.759
2021-08-18,18.504
2021-08-19,18.622
2021-08-20,18.55
2021-08-21,18.55
2021-08-22,18.55
2021-08-23,18.484
2021-08-24,18.343
2021-08-25,18.363
2021-08-26,18.19
2021-08-27,18.226
2021-08-28,18.226
2021-08-29,18.226
2021-08-30,18.399
2021-08-31,18.442
2021-09-01,18.566
2021-09-02,18.592
2021-09-03,18.579
2021-09-04,18.579
2021-09-05,18.579
2021-09-06,18.579
2021-09-07,18.232
2021-09-08,18.478
2021-09-09,18.294
2021-09-10,18.212
2021-09-11,18.212
2021-09-12,18.212
2021-09-13,18.363
2021-09-14,18.376
2021-09-15,18.439
2021-09-16,18.264
2021-09-17,17.964
2021-09-18,17.964
2021-09-19,17.964
2021-09-20,17.838
2021-09-21,17.835
2021-09-22,17.862
2021-09-23,17.832
2021-09-24,17.782
2021-09-25,17.782
2021-09-26,17.782
2021-09-27,17.69
2021-09-28,17.37
2021-09-29,17.475
2021-09-30,17.314
2021-10-01,17.495
2021-10-02,17.495
2021-10-03,17.495
2021-10-04,17.485
2021-10-05,17.515
2021-10-06,17.723
2021-10-07,17.779
2021-10-08,17.858
2021-10-09,17.858
2021-10-10,17.858
2021-10-11,17.914
2021-10-12,17.907
2021-10-13,17.911
2021-10-14,18.033
2021-10-15,17.996
2021-10-16,17.996
2021-10-17,17.996
2021-10-18,17.818
2021-10-19,17.887
2021-10-20,18.046
2021-10-21,17.953
2021-10-22,18.044
2021-10-23,18.044
2021-10-24,18.044
2021-10-25,17.971
2021-10-26,18.051
2021-10-27,18.419
2021-10-28,18.578
2021-10-29,18.687
2021-10-30,18.687
2021-10-31,18.687
2021-11-01,18.621
2021-11-02,18.618
2021-11-03,18.681
2021-11-04,18.743
2021-11-05,18.823
2021-11-06,18.823
2021-11-07,18.823
2021-11-08,18.654
2021-11-09,18.707
2021-11-10,18.756
2021-11-11,18.763
2021-11-12,18.72
2021-11-13,18.72
2021-11-14,18.72
2021-11-15,18.723
2021-11-16,18.591
2021-11-17,18.488
2021-11-18,18.323
2021-11-19,18.23
2021-11-20,18.23
2021-11-21,18.23
2021-11-22,18.343
2021-11-23,18.478
2021-11-24,18.33
2021-11-25,18.33
2021-11-26,17.768
2021-11-27,17.768
2021-11-28,17.768
2021-11-29,18.049
2021-11-30,17.479
2021-12-01,17.429
2021-12-02,17.749
2021-12-03,17.906
2021-12-04,17.906
2021-12-05,17.906
2021-12-06,18.364
2021-12-07,18.464
2021-12-08,18.394
2021-12-09,18.347
2021-12-10,18.822
2021-12-11,18.822
2021-12-12,18.822
2021-12-13,19.317
2021-12-14,19.331
2021-12-15,19.418
2021-12-16,19.615
2021-12-17,19.307
2021-12-18,19.307
2021-12-19,19.307
2021-12-20,19.244
2021-12-21,19.321
2021-12-22,19.458
2021-12-23,19.471
2021-12-24,19.471
2021-12-25,19.471
2021-12-26,19.471
2021-12-27,19.615
2021-12-28,19.692
2021-12-29,19.715
2021-12-30,19.658
2021-12-31,19.802
2022-01-01,19.802
2022-01-02,19.802
2022-01-03,19.832
2022-01-04,20.163
2022-01-05,20.367
2022-01-06,20.26
2022-01-07,20.213
2022-01-08,20.213
2022-01-09,20.213
2022-01-10,20.246
2022-01-11,20.253
2022-01-12,20.283
2022-01-13,20.411
2022-01-14,20.575
2022-01-15,20.575
2022-01-16,20.575
2022-01-17,20.575
2022-01-18,20.411
2022-01-19,20.445
2022-01-20,20.361
2022-01-21,20.26
2022-01-22,20.26
2022-01-23,20.26
2022-01-24,20.096
2022-01-25,20.049
2022-01-26,19.968
2022-01-27,19.985
2022-01-28,20.384
2022-01-29,20.384
2022-01-30,20.384
2022-01-31,20.441
2022-02-01,20.29
2022-02-02,20.498
2022-02-03,20.642
2022-02-04,20.424
2022-02-05,20.424
2022-02-06,20.424
2022-02-07,20.638
2022-02-08,20.772
2022-02-09,20.451
2022-02-10,20.346
2022-02-11,19.984
2022-02-12,19.984
2022-02-13,19.984
2022-02-14,20.092
2022-02-15,20.176
2022-02-16,20.172
2022-02-17,20.576
2022-02-18,20.716
2022-02-19,20.716
2022-02-20,20.716
2022-02-21,20.716
2022-02-22,20.629
2022-02-23,20.394
2022-02-24,20.036
2022-02-25,20.811
2022-02-26,20.811
2022-02-27,20.811
2022-02-28,20.609
2022-03-01,20.519
2022-03-02,20.672
2022-03-03,20.7
2022-03-04,20.733
2022-03-05,20.733
2022-03-06,20.733
2022-03-07,20.239
2022-03-08,19.437
2022-03-09,19.537
2022-03-10,19.179
2022-03-11,19.192
2022-03-12,19.192
2022-03-13,19.192
2022-03-14,19.532
2022-03-15,19.892
2022-03-16,19.839
2022-03-17,20.049
2022-03-18,20.053
2022-03-19,20.053
2022-03-20,20.053
2022-03-21,20.213
2022-03-22,20.286
2022-03-23,20.153
2022-03-24,20.346
2022-03-25,20.53
2022-03-26,20.53
2022-03-27,20.53
2022-03-28,20.66
2022-03-29,20.74
2022-03-30,20.757
2022-03-31,20.687
2022-04-01,20.999
2022-04-02,20.999
2022-04-03,20.999
2022-04-04,20.889
2022-04-05,20.866
2022-04-06,21.076
2022-04-07,21.19
2022-04-08,21.32
2022-04-09,21.32
2022-04-10,21.32
2022-04-11,21.313
2022-04-12,21.579
2022-04-13,21.643
2022-04-14,21.74
2022-04-15,21.74
2022-04-16,21.74
2022-04-17,21.74
2022-04-18,21.547
2022-04-19,21.757
2022-04-20,22.055
2022-04-21,22.138
2022-04-22,21.817
2022-04-23,21.817
2022-04-24,21.817
2022-04-25,21.893
2022-04-26,21.498
2022-04-27,21.659
2022-04-28,21.868
2022-04-29,21.346
2022-04-30,21.346
2022-05-01,21.346
2022-05-02,20.959
2022-05-03,20.84
2022-05-04,21.484
2022-05-05,21.313
2022-05-06,21.388
2022-05-07,21.388
2022-05-08,21.388
2022-05-09,21.346
2022-05-10,21.147
2022-05-11,21.246
2022-05-12,21.313
2022-05-13,21.712
2022-05-14,21.712
2022-05-15,21.712
2022-05-16,21.792
2022-05-17,21.732
2022-05-18,20.219
2022-05-19,19.823
2022-05-20,20.146
2022-05-21,20.146
2022-05-22,20.146
2022-05-23,20.767
2022-05-24,21.151
2022-05-25,21.167
2022-05-26,21.243
2022-05-27,21.369
2022-05-28,21.369
2022-05-29,21.369
2022-05-30,21.369
2022-05-31,20.991
2022-06-01,20.888
2022-06-02,21.107
2022-06-03,20.855
2022-06-04,20.855
2022-06-05,20.855
2022-06-06,20.822
2022-06-07,20.948
2022-06-08,20.828
2022-06-09,20.467
2022-06-10,20.338
2022-06-11,20.338
2022-06-12,20.338
2022-06-13,20.301
2022-06-14,19.744
2022-06-15,19.891
2022-06-16,19.691
2022-06-17,19.811
2022-06-18,19.811
2022-06-19,19.811
2022-06-20,19.811
2022-06-21,20.199
2022-06-22,20.348
2022-06-23,20.591
2022-06-24,20.999
2022-06-25,20.999
2022-06-26,20.999
2022-06-27,20.956
2022-06-28,20.746
2022-06-29,20.948
2022-06-30,21.008
2022-07-01,21.567
2022-07-02,21.567
2022-07-03,21.567
2022-07-04,21.567
2022-07-05,21.199
2022-07-06,21.242
2022-07-07,21.075
2022-07-08,21.152
2022-07-09,21.152
2022-07-10,21.152
2022-07-11,21.085
2022-07-12,20.994
2022-07-13,20.897
2022-07-14,20.83
2022-07-15,20.937
2022-07-16,20.937
2022-07-17,20.937
2022-07-18,20.696
2022-07-19,20.992
2022-07-20,20.749
2022-07-21,20.716
2022-07-22,20.846
2022-07-23,20.846
2022-07-24,20.846
2022-07-25,21.064
2022-07-26,21.494
2022-07-27,21.503
2022-07-28,21.862
2022-07-29,21.875
2022-07-30,21.875
2022-07-31,21.875
2022-08-01,22.019
2022-08-02,21.718
2022-08-03,21.814
2022-08-04,21.728
2022-08-05,21.629
2022-08-06,21.629
2022-08-07,21.629
2022-08-08,21.544
2022-08-09,21.602
2022-08-10,21.808
2022-08-11,21.661
2022-08-12,21.825
2022-08-13,21.825
2022-08-14,21.825
2022-08-15,22.099
2022-08-16,22.281
2022-08-17,22.254
2022-08-18,22.37
2022-08-19,22.353
2022-08-20,22.353
2022-08-21,22.353
2022-08-22,22.02
2022-08-23,22.044
2022-08-24,22.075
2022-08-25,22.182
2022-08-26,21.646
2022-08-27,21.646
2022-08-28,21.646
2022-08-29,21.516
2022-08-30,21.317
2022-08-31,21.007
2022-09-01,21.105
2022-09-02,20.816
2022-09-03,20.816
2022-09-04,20.816
2022-09-05,20.816
2022-09-06,20.879
2022-09-07,21.264
2022-09-08,21.199
2022-09-09,21.268
2022-09-10,21.268
2022-09-11,21.268
2022-09-12,21.329
2022-09-13,20.636
2022-09-14,20.746
2022-09-15,20.464
2022-09-16,20.467
2022-09-17,20.467
2022-09-18,20.467
2022-09-19,20.622
2022-09-20,20.598
2022-09-21,20.426
2022-09-22,20.378
2022-09-23,20.151
2022-09-24,20.151
2022-09-25,20.151
2022-09-26,19.9
2022-09-27,19.388
2022-09-28,19.594
2022-09-29,19.453
2022-09-30,19.292
2022-10-01,19.292
2022-10-02,19.292
2022-10-03,19.558
2022-10-04,19.66
2022-10-05,19.473
2022-10-06,19.054
2022-10-07,18.874
2022-10-08,18.874
2022-10-09,18.874
2022-10-10,18.873
2022-10-11,18.925
2022-10-12,19.155
2022-10-13,19.479
2022-10-14,19.169
2022-10-15,19.169
2022-10-16,19.169
2022-10-17,19.416
2022-10-18,19.75
2022-10-19,19.582
2022-10-20,19.274
2022-10-21,19.582
2022-10-22,19.582
2022-10-23,19.582
2022-10-24,20.145
2022-10-25,20.56
2022-10-26,20.676
2022-10-27,20.763
2022-10-28,21.192
2022-10-29,21.192
2022-10-30,21.192
2022-10-31,20.874
2022-11-01,20.801
2022-11-02,20.512
2022-11-03,20.501
2022-11-04,20.669
2022-11-05,20.669
2022-11-06,20.669
2022-11-07,20.749
2022-11-08,20.802
2022-11-09,20.505
2022-11-10,21.241
2022-11-11,21.395
2022-11-12,21.395
2022-11-13,21.395
2022-11-14,21.228
2022-11-15,21.185
2022-11-16,21.147
2022-11-17,21.213
2022-11-18,21.363
2022-11-19,21.363
2022-11-20,21.363
2022-11-21,21.692
2022-11-22,21.786
2022-11-23,21.884
2022-11-24,21.884
2022-11-25,21.905
2022-11-26,21.905
2022-11-27,21.905
2022-11-28,21.908
2022-11-29,21.879
2022-11-30,22.433
2022-12-01,22.488
2022-12-02,22.686
2022-12-03,22.686
2022-12-04,22.686
2022-12-05,22.351
2022-12-06,22.34
2022-12-07,22.376
2022-12-08,22.471
2022-12-09,22.235
2022-12-10,22.235
2022-12-11,22.235
2022-12-12,22.511
2022-12-13,22.518
2022-12-14,22.518
2022-12-15,22.208
2022-12-16,22.081
2022-12-17,22.081
2022-12-18,22.081
2022-12-19,22.113
2022-12-20,22.095
2022-12-21,22.451
2022-12-22,22.289
2022-12-23,22.458
2022-12-24,22.458
2022-12-25,22.458
2022-12-26,22.458
2022-12-27,22.595
2022-12-28,22.37
2022-12-29,22.504
2022-12-30,22.384
2022-12-31,22.384
2023-01-01,22.384
2023-01-02,22.384
2023-01-03,22.135
2023-01-04,22.076
2023-01-05,21.824
2023-01-06,22.245
2023-01-07,22.245
2023-01-08,22.245
2023-01-09,21.968
2023-01-10,21.799
2023-01-11,21.757
2023-01-12,21.453
2023-01-13,21.538
2023-01-14,21.538
2023-01-15,21.538
2023-01-16,21.538
2023-01-17,21.602
2023-01-18,20.947
2023-01-19,20.916
2023-01-20,21.003
2023-01-21,21.003
2023-01-22,21.003
2023-01-23,21.056
2023-01-24,21.168
2023-01-25,21.301
2023-01-26,21.259
2023-01-27,21.147
2023-01-28,21.147
2023-01-29,21.147
2023-01-30,21.191
2023-01-31,21.429
2023-02-01,21.433
2023-02-02,21.035
2023-02-03,20.878
2023-02-04,20.878
2023-02-05,20.878
2023-02-06,20.997
2023-02-07,20.931
2023-02-08,20.809
2023-02-09,20.775
2023-02-10,20.775
2023-02-11,20.775
2023-02-12,20.775
2023-02-13,21.116
2023-02-14,20.556
2023-02-15,20.541
2023-02-16,20.413
2023-02-17,20.701
2023-02-18,20.701
2023-02-19,20.701
2023-02-20,20.701
2023-02-21,20.591
2023-02-22,20.653
2023-02-23,20.691
2023-02-24,20.62
2023-02-25,20.62
2023-02-26,20.62
2023-02-27,20.613
2023-02-28,20.491
2023-03-01,20.26
2023-03-02,20.556
2023-03-03,20.438
2023-03-04,20.438
2023-03-05,20.438
2023-03-06,20.754
2023-03-07,20.671
2023-03-08,20.681
2023-03-09,20.481
2023-03-10,20.395
2023-03-11,20.395
2023-03-12,20.395
2023-03-13,20.602
2023-03-14,20.678
2023-03-15,20.816
2023-03-16,20.93
2023-03-17,20.833
2023-03-18,20.833
2023-03-19,20.833
2023-03-20,21.034
2023-03-21,20.937
2023-03-22,20.843
2023-03-23,20.798
2023-03-24,21.138
2023-03-25,21.138
2023-03-26,21.138
2023-03-27,21.295
2023-03-28,21.319
2023-03-29,21.472
2023-03-30,21.468
2023-03-31,21.531
2023-04-01,21.531
2023-04-02,21.531
2023-04-03,21.667
2023-04-04,21.601
2023-04-05,21.806
2023-04-06,21.82
2023-04-07,21.82
2023-04-08,21.82
2023-04-09,21.82
2023-04-10,21.767
2023-04-11,21.729
2023-04-12,21.76
2023-04-13,21.911
2023-04-14,21.877
2023-04-15,21.877
2023-04-16,21.877
2023-04-17,22.011
2023-04-18,22.022
2023-04-19,22.064
2023-04-20,22.161
2023-04-21,22.192
2023-04-22,22.192
2023-04-23,22.192
2023-04-24,22.134
2023-04-25,22.075
2023-04-26,21.972
2023-04-27,22.009
2023-04-28,22.179
2023-04-29,22.179
2023-04-30,22.179
2023-05-01,22.231
2023-05-02,22.091
2023-05-03,21.967
2023-05-04,21.991
2023-05-05,22.095
2023-05-06,22.095
2023-05-07,22.095
2023-05-08,22.06
2023-05-09,21.877
2023-05-10,21.915
2023-05-11,22.039
2023-05-12,22.126
2023-05-13,22.126
2023-05-14,22.126
2023-05-15,22.067
2023-05-16,21.819
2023-05-17,21.794
2023-05-18,21.674
2023-05-19,21.661
2023-05-20,21.661
2023-05-21,21.661
2023-05-22,21.206
2023-05-23,21.168
2023-05-24,20.989
2023-05-25,20.827
2023-05-26,20.775
2023-05-27,20.775
2023-05-28,20.775
2023-05-29,20.775
2023-05-30,20.602
2023-05-31,20.561
2023-06-01,20.678
2023-06-02,21.078
2023-06-03,21.078
2023-06-04,21.078
2023-06-05,20.936
2023-06-06,20.785
2023-06-07,20.754
2023-06-08,20.805
2023-06-09,20.84
2023-06-10,20.84
2023-06-11,20.84
2023-06-12,20.75
2023-06-13,20.833
2023-06-14,20.974
2023-06-15,21.262
2023-06-16,21.415
2023-06-17,21.415
2023-06-18,21.415
2023-06-19,21.415
2023-06-20,21.273
2023-06-21,21.332
2023-06-22,21.478
2023-06-23,21.252
