,CG US Equity
,BEST_PE_RATIO
2023-06-22,7.462
2023-06-23,7.339
2023-06-24,7.339
2023-06-25,7.339
2023-06-26,7.44
2023-06-27,7.578
2023-06-28,7.629
2023-06-29,7.751
2023-06-30,7.813
2023-07-01,7.813
2023-07-02,7.813
2023-07-03,7.913
2023-07-04,7.913
2023-07-05,7.771
2023-07-06,7.643
2023-07-07,7.77
2023-07-08,7.77
2023-07-09,7.77
2023-07-10,7.826
2023-07-11,7.934
2023-07-12,8.076
2023-07-13,8.399
2023-07-14,8.32
2023-07-15,8.32
2023-07-16,8.32
2023-07-17,8.301
2023-07-18,8.508
2023-07-19,8.703
2023-07-20,8.579
2023-07-21,8.452
2023-07-22,8.452
2023-07-23,8.452
2023-07-24,8.409
2023-07-25,8.484
2023-07-26,8.518
2023-07-27,8.355
2023-07-28,8.596
2023-07-29,8.596
2023-07-30,8.596
2023-07-31,8.687
2023-08-01,8.638
2023-08-02,8.162
2023-08-03,7.81
2023-08-04,7.944
2023-08-05,7.944
2023-08-06,7.944
2023-08-07,8.072
2023-08-08,7.899
2023-08-09,7.83
2023-08-10,7.894
2023-08-11,7.872
2023-08-12,7.872
2023-08-13,7.872
2023-08-14,7.805
2023-08-15,7.571
2023-08-16,7.432
2023-08-17,7.325
2023-08-18,7.375
2023-08-19,7.375
2023-08-20,7.375
2023-08-21,7.293
2023-08-22,7.257
2023-08-23,7.466
2023-08-24,7.438
2023-08-25,7.468
2023-08-26,7.468
2023-08-27,7.468
2023-08-28,7.561
2023-08-29,7.867
2023-08-30,7.999
2023-08-31,8.059
2023-09-01,8.112
2023-09-02,8.112
2023-09-03,8.112
2023-09-04,8.112
2023-09-05,8.119
2023-09-06,8.025
2023-09-07,7.96
2023-09-08,8.032
2023-09-09,8.032
2023-09-10,8.032
2023-09-11,8.04
2023-09-12,8.159
2023-09-13,7.985
2023-09-14,8.114
2023-09-15,8.33
2023-09-16,8.33
2023-09-17,8.33
2023-09-18,8.189
2023-09-19,8.062
2023-09-20,7.938
2023-09-21,7.565
2023-09-22,7.558
2023-09-23,7.558
2023-09-24,7.558
2023-09-25,7.603
2023-09-26,7.369
2023-09-27,7.369
2023-09-28,7.506
2023-09-29,7.488
2023-09-30,7.488
2023-10-01,7.488
2023-10-02,7.458
2023-10-03,7.337
2023-10-04,7.424
2023-10-05,7.34
2023-10-06,7.345
2023-10-07,7.345
2023-10-08,7.345
2023-10-09,7.39
2023-10-10,7.505
2023-10-11,7.543
2023-10-12,7.384
2023-10-13,7.253
2023-10-14,7.253
2023-10-15,7.253
2023-10-16,7.416
2023-10-17,7.484
2023-10-18,7.198
2023-10-19,6.85
2023-10-20,6.897
2023-10-21,6.897
2023-10-22,6.897
2023-10-23,6.927
2023-10-24,7.029
2023-10-25,6.855
2023-10-26,6.927
2023-10-27,6.865
2023-10-28,6.865
2023-10-29,6.865
2023-10-30,6.917
2023-10-31,6.85
2023-11-01,6.855
2023-11-02,7.173
2023-11-03,7.308
2023-11-04,7.308
2023-11-05,7.308
2023-11-06,7.193
2023-11-07,7.287
2023-11-08,7.476
2023-11-09,7.439
2023-11-10,7.496
2023-11-11,7.496
2023-11-12,7.496
2023-11-13,7.476
2023-11-14,7.946
2023-11-15,7.944
2023-11-16,7.854
2023-11-17,7.997
2023-11-18,7.997
2023-11-19,7.997
2023-11-20,8.094
2023-11-21,8.147
2023-11-22,8.223
2023-11-23,8.223
2023-11-24,8.269
2023-11-25,8.269
2023-11-26,8.269
2023-11-27,8.349
2023-11-28,8.763
2023-11-29,8.786
2023-11-30,8.725
2023-12-01,8.954
2023-12-02,8.954
2023-12-03,8.954
2023-12-04,9.069
2023-12-05,9.01
2023-12-06,9.033
2023-12-07,9.237
2023-12-08,9.4
2023-12-09,9.4
2023-12-10,9.4
2023-12-11,9.362
2023-12-12,9.392
2023-12-13,9.901
2023-12-14,10.688
2023-12-15,10.649
2023-12-16,10.649
2023-12-17,10.649
2023-12-18,10.711
2023-12-19,10.629
2023-12-20,10.326
2023-12-21,10.485
2023-12-22,10.432
2023-12-23,10.432
2023-12-24,10.432
2023-12-25,10.432
2023-12-26,10.478
2023-12-27,10.685
2023-12-28,10.688
2023-12-29,10.429
2023-12-30,10.429
2023-12-31,10.429
2024-01-01,10.429
2024-01-02,10.242
2024-01-03,10.016
2024-01-04,9.983
2024-01-05,10.083
2024-01-06,10.083
2024-01-07,10.083
2024-01-08,10.206
2024-01-09,10.016
2024-01-10,10.09
2024-01-11,10.003
2024-01-12,10.026
2024-01-13,10.026
2024-01-14,10.026
2024-01-15,10.026
2024-01-16,9.794
2024-01-17,9.835
2024-01-18,9.886
2024-01-19,10.107
2024-01-20,10.107
2024-01-21,10.107
2024-01-22,10.156
2024-01-23,10.082
2024-01-24,10.079
2024-01-25,10.391
2024-01-26,10.3
2024-01-27,10.3
2024-01-28,10.3
2024-01-29,10.437
2024-01-30,10.34
2024-01-31,10.152
2024-02-01,10.294
2024-02-02,10.388
2024-02-03,10.388
2024-02-04,10.388
2024-02-05,10.226
2024-02-06,10.33
2024-02-07,11.203
2024-02-08,11.541
2024-02-09,11.331
2024-02-10,11.331
2024-02-11,11.331
2024-02-12,11.465
2024-02-13,10.971
2024-02-14,11.133
2024-02-15,11.348
2024-02-16,11.277
2024-02-17,11.277
2024-02-18,11.277
2024-02-19,11.277
2024-02-20,11.197
2024-02-21,11.283
2024-02-22,11.471
2024-02-23,11.376
2024-02-24,11.376
2024-02-25,11.376
2024-02-26,11.182
2024-02-27,11.448
2024-02-28,11.502
2024-02-29,11.711
2024-03-01,11.65
2024-03-02,11.65
2024-03-03,11.65
2024-03-04,11.742
2024-03-05,11.77
2024-03-06,11.921
2024-03-07,12.163
2024-03-08,12.095
2024-03-09,12.095
2024-03-10,12.095
2024-03-11,11.946
2024-03-12,11.995
2024-03-13,11.829
2024-03-14,11.518
2024-03-15,11.372
2024-03-16,11.372
2024-03-17,11.372
2024-03-18,11.45
2024-03-19,11.498
2024-03-20,11.799
2024-03-21,12.055
2024-03-22,11.809
2024-03-23,11.809
2024-03-24,11.809
2024-03-25,11.819
2024-03-26,11.814
2024-03-27,11.9
2024-03-28,11.933
2024-03-29,11.933
2024-03-30,11.933
2024-03-31,11.933
2024-04-01,11.75
2024-04-02,11.74
2024-04-03,11.842
2024-04-04,11.867
2024-04-05,11.838
2024-04-06,11.838
2024-04-07,11.838
2024-04-08,11.939
