,CG US Equity
,BEST_PE_RATIO
2020-06-27,4.531
2020-06-28,4.531
2020-06-29,4.671
2020-06-30,4.776
2020-07-01,4.774
2020-07-02,4.788
2020-07-03,4.788
2020-07-04,4.788
2020-07-05,4.788
2020-07-06,4.815
2020-07-07,4.634
2020-07-08,4.878
2020-07-09,4.822
2020-07-10,4.836
2020-07-11,4.836
2020-07-12,4.836
2020-07-13,4.697
2020-07-14,4.878
2020-07-15,4.984
2020-07-16,4.94
2020-07-17,4.973
2020-07-18,4.973
2020-07-19,4.973
2020-07-20,4.973
2020-07-21,5.063
2020-07-22,5.032
2020-07-23,4.967
2020-07-24,4.914
2020-07-25,4.914
2020-07-26,4.914
2020-07-27,4.99
2020-07-28,4.945
2020-07-29,5.068
2020-07-30,5.014
2020-07-31,4.873
2020-08-01,4.873
2020-08-02,4.873
2020-08-03,4.853
2020-08-04,4.774
2020-08-05,4.832
2020-08-06,4.741
2020-08-07,4.704
2020-08-08,4.704
2020-08-09,4.704
2020-08-10,4.7
2020-08-11,4.657
2020-08-12,4.714
2020-08-13,4.664
2020-08-14,4.688
2020-08-15,4.688
2020-08-16,4.688
2020-08-17,4.73
2020-08-18,4.726
2020-08-19,4.695
2020-08-20,4.559
2020-08-21,4.595
2020-08-22,4.595
2020-08-23,4.595
2020-08-24,4.598
2020-08-25,4.557
2020-08-26,4.654
2020-08-27,4.598
2020-08-28,4.503
2020-08-29,4.503
2020-08-30,4.503
2020-08-31,4.458
2020-09-01,4.597
2020-09-02,4.643
2020-09-03,4.471
2020-09-04,4.46
2020-09-05,4.46
2020-09-06,4.46
2020-09-07,4.46
2020-09-08,4.313
2020-09-09,4.424
2020-09-10,4.367
2020-09-11,4.348
2020-09-12,4.348
2020-09-13,4.348
2020-09-14,4.41
2020-09-15,4.458
2020-09-16,4.457
2020-09-17,4.3
2020-09-18,4.272
2020-09-19,4.272
2020-09-20,4.272
2020-09-21,4.237
2020-09-22,4.244
2020-09-23,4.158
2020-09-24,4.072
2020-09-25,4.092
2020-09-26,4.092
2020-09-27,4.092
2020-09-28,4.274
2020-09-29,4.251
2020-09-30,4.262
2020-10-01,4.298
2020-10-02,4.37
2020-10-03,4.37
2020-10-04,4.37
2020-10-05,4.495
2020-10-06,4.452
2020-10-07,4.477
2020-10-08,4.612
2020-10-09,4.629
2020-10-10,4.629
2020-10-11,4.629
2020-10-12,4.645
2020-10-13,4.624
2020-10-14,4.638
2020-10-15,4.711
2020-10-16,4.781
2020-10-17,4.781
2020-10-18,4.781
2020-10-19,4.785
2020-10-20,4.775
2020-10-21,4.738
2020-10-22,4.778
2020-10-23,4.743
2020-10-24,4.743
2020-10-25,4.743
2020-10-26,4.534
2020-10-27,4.452
2020-10-28,4.346
2020-10-29,4.415
2020-10-30,4.305
2020-10-31,4.305
2020-11-01,4.305
2020-11-02,4.386
2020-11-03,4.377
2020-11-04,4.572
2020-11-05,4.731
2020-11-06,4.719
2020-11-07,4.719
2020-11-08,4.719
2020-11-09,4.822
2020-11-10,4.88
2020-11-11,4.831
2020-11-12,4.784
2020-11-13,4.847
2020-11-14,4.847
2020-11-15,4.847
2020-11-16,4.96
2020-11-17,4.991
2020-11-18,4.874
2020-11-19,4.847
2020-11-20,4.871
2020-11-21,4.871
2020-11-22,4.871
2020-11-23,4.84
2020-11-24,5.003
2020-11-25,5.016
2020-11-26,5.016
2020-11-27,4.991
2020-11-28,4.991
2020-11-29,4.991
2020-11-30,4.953
2020-12-01,4.998
2020-12-02,5.031
2020-12-03,5.023
2020-12-04,5.068
2020-12-05,5.068
2020-12-06,5.068
2020-12-07,5.115
2020-12-08,5.192
2020-12-09,5.23
2020-12-10,5.181
2020-12-11,5.167
2020-12-12,5.167
2020-12-13,5.167
2020-12-14,5.126
2020-12-15,5.281
2020-12-16,5.387
2020-12-17,5.431
2020-12-18,5.378
2020-12-19,5.378
2020-12-20,5.378
2020-12-21,5.377
2020-12-22,5.401
2020-12-23,5.471
2020-12-24,5.467
2020-12-25,5.467
2020-12-26,5.467
2020-12-27,5.467
2020-12-28,5.481
2020-12-29,5.45
2020-12-30,5.478
2020-12-31,5.481
2021-01-01,5.481
2021-01-02,5.481
2021-01-03,5.481
2021-01-04,5.424
2021-01-05,5.481
2021-01-06,5.41
2021-01-07,5.486
2021-01-08,5.607
2021-01-09,5.607
2021-01-10,5.607
2021-01-11,5.685
2021-01-12,5.825
2021-01-13,5.781
2021-01-14,5.886
2021-01-15,5.875
2021-01-16,5.875
2021-01-17,5.875
2021-01-18,5.875
2021-01-19,5.976
2021-01-20,6.017
2021-01-21,5.945
2021-01-22,5.823
2021-01-23,5.823
2021-01-24,5.823
2021-01-25,5.755
2021-01-26,5.65
2021-01-27,5.49
2021-01-28,5.723
2021-01-29,5.626
2021-01-30,5.626
2021-01-31,5.626
2021-02-01,5.703
2021-02-02,5.837
2021-02-03,5.877
2021-02-04,6.294
2021-02-05,6.381
2021-02-06,6.381
2021-02-07,6.381
2021-02-08,6.382
2021-02-09,6.503
2021-02-10,6.522
2021-02-11,6.484
2021-02-12,6.522
2021-02-13,6.522
2021-02-14,6.522
2021-02-15,6.522
2021-02-16,6.522
2021-02-17,6.415
2021-02-18,6.333
2021-02-19,6.406
2021-02-20,6.406
2021-02-21,6.406
2021-02-22,6.347
2021-02-23,6.359
2021-02-24,6.247
2021-02-25,6.05
2021-02-26,6.011
2021-02-27,6.011
2021-02-28,6.011
2021-03-01,6.168
2021-03-02,6.208
2021-03-03,6.166
2021-03-04,6.148
2021-03-05,6.064
2021-03-06,6.064
2021-03-07,6.064
2021-03-08,6.178
2021-03-09,6.299
2021-03-10,6.377
2021-03-11,6.456
2021-03-12,6.417
2021-03-13,6.417
2021-03-14,6.417
2021-03-15,6.555
2021-03-16,6.522
2021-03-17,6.547
2021-03-18,6.384
2021-03-19,6.403
2021-03-20,6.403
2021-03-21,6.403
2021-03-22,6.498
2021-03-23,6.44
2021-03-24,6.452
2021-03-25,6.468
2021-03-26,6.457
2021-03-27,6.457
2021-03-28,6.457
2021-03-29,6.387
2021-03-30,6.513
2021-03-31,6.452
2021-04-01,6.563
2021-04-02,6.563
2021-04-03,6.563
2021-04-04,6.563
2021-04-05,6.585
2021-04-06,6.547
2021-04-07,6.67
2021-04-08,6.661
2021-04-09,6.671
2021-04-10,6.671
2021-04-11,6.671
2021-04-12,6.67
2021-04-13,6.742
2021-04-14,6.843
2021-04-15,6.851
2021-04-16,6.968
2021-04-17,6.968
2021-04-18,6.968
2021-04-19,6.992
2021-04-20,6.894
2021-04-21,6.97
2021-04-22,7.061
2021-04-23,7.289
2021-04-24,7.289
2021-04-25,7.289
2021-04-26,7.298
2021-04-27,7.378
2021-04-28,7.463
2021-04-29,7.438
2021-04-30,7.488
2021-05-01,7.488
2021-05-02,7.488
2021-05-03,7.614
2021-05-04,7.565
2021-05-05,7.747
2021-05-06,7.865
2021-05-07,7.895
2021-05-08,7.895
2021-05-09,7.895
2021-05-10,7.856
2021-05-11,7.653
2021-05-12,7.342
2021-05-13,7.492
2021-05-14,7.679
2021-05-15,7.679
2021-05-16,7.679
2021-05-17,7.611
2021-05-18,7.522
2021-05-19,7.42
2021-05-20,7.459
2021-05-21,7.494
2021-05-22,7.494
2021-05-23,7.494
2021-05-24,7.547
2021-05-25,7.536
2021-05-26,7.611
2021-05-27,7.612
2021-05-28,7.702
2021-05-29,7.702
2021-05-30,7.702
2021-05-31,7.702
2021-06-01,7.604
2021-06-02,7.616
2021-06-03,7.598
2021-06-04,7.646
2021-06-05,7.646
2021-06-06,7.646
2021-06-07,7.676
2021-06-08,7.828
2021-06-09,7.72
2021-06-10,7.768
2021-06-11,7.798
2021-06-12,7.798
2021-06-13,7.798
2021-06-14,7.683
2021-06-15,7.819
2021-06-16,7.953
2021-06-17,7.907
2021-06-18,7.791
2021-06-19,7.791
2021-06-20,7.791
2021-06-21,7.969
2021-06-22,8.036
2021-06-23,8.167
2021-06-24,8.17
2021-06-25,8.292
2021-06-26,8.292
2021-06-27,8.292
2021-06-28,8.265
2021-06-29,8.264
2021-06-30,8.204
2021-07-01,8.216
2021-07-02,8.258
2021-07-03,8.258
2021-07-04,8.258
2021-07-05,8.258
2021-07-06,8.375
2021-07-07,8.523
2021-07-08,8.317
2021-07-09,8.421
2021-07-10,8.421
2021-07-11,8.421
2021-07-12,8.472
2021-07-13,8.214
2021-07-14,8.069
2021-07-15,8.029
2021-07-16,7.923
2021-07-17,7.923
2021-07-18,7.923
2021-07-19,7.715
2021-07-20,7.923
2021-07-21,8.131
2021-07-22,8.151
2021-07-23,8.264
2021-07-24,8.264
2021-07-25,8.264
2021-07-26,8.28
2021-07-27,8.271
2021-07-28,8.297
2021-07-29,8.846
2021-07-30,8.908
2021-07-31,8.908
2021-08-01,8.908
2021-08-02,8.742
2021-08-03,8.452
2021-08-04,8.537
2021-08-05,8.56
2021-08-06,8.437
2021-08-07,8.437
2021-08-08,8.437
2021-08-09,8.376
2021-08-10,8.375
2021-08-11,8.437
2021-08-12,8.66
2021-08-13,8.655
2021-08-14,8.655
2021-08-15,8.655
2021-08-16,8.74
2021-08-17,8.451
2021-08-18,8.334
2021-08-19,8.209
2021-08-20,8.328
2021-08-21,8.328
2021-08-22,8.328
2021-08-23,8.408
2021-08-24,8.508
2021-08-25,8.683
2021-08-26,8.681
2021-08-27,8.582
2021-08-28,8.582
2021-08-29,8.582
2021-08-30,8.697
2021-08-31,8.761
2021-09-01,8.848
2021-09-02,8.87
2021-09-03,8.887
2021-09-04,8.887
2021-09-05,8.887
2021-09-06,8.887
2021-09-07,8.76
2021-09-08,8.72
2021-09-09,8.713
2021-09-10,8.66
2021-09-11,8.66
2021-09-12,8.66
2021-09-13,8.747
2021-09-14,8.715
2021-09-15,8.967
2021-09-16,9.011
2021-09-17,9.061
2021-09-18,9.061
2021-09-19,9.061
2021-09-20,8.343
2021-09-21,8.424
2021-09-22,8.518
2021-09-23,8.635
2021-09-24,8.571
2021-09-25,8.571
2021-09-26,8.571
2021-09-27,8.577
2021-09-28,8.314
2021-09-29,8.408
2021-09-30,8.389
2021-10-01,8.5
2021-10-02,8.5
2021-10-03,8.5
2021-10-04,8.259
2021-10-05,8.474
2021-10-06,8.428
2021-10-07,8.685
2021-10-08,8.768
2021-10-09,8.768
2021-10-10,8.768
2021-10-11,8.676
2021-10-12,8.742
2021-10-13,8.845
2021-10-14,9.1
2021-10-15,9.129
2021-10-16,9.129
2021-10-17,9.129
2021-10-18,9.205
2021-10-19,9.405
2021-10-20,9.492
2021-10-21,9.65
2021-10-22,9.787
2021-10-23,9.787
2021-10-24,9.787
2021-10-25,9.87
2021-10-26,9.987
2021-10-27,9.78
2021-10-28,9.993
2021-10-29,9.962
2021-10-30,9.962
2021-10-31,9.962
2021-11-01,9.835
2021-11-02,9.815
2021-11-03,10.227
2021-11-04,10.459
2021-11-05,10.615
2021-11-06,10.615
2021-11-07,10.615
2021-11-08,10.459
2021-11-09,10.592
2021-11-10,10.33
2021-11-11,10.501
2021-11-12,10.715
2021-11-13,10.715
2021-11-14,10.715
2021-11-15,10.553
2021-11-16,10.612
2021-11-17,10.557
2021-11-18,10.566
2021-11-19,10.512
2021-11-20,10.512
2021-11-21,10.512
2021-11-22,10.248
2021-11-23,10.065
2021-11-24,10.191
2021-11-25,10.191
2021-11-26,9.755
2021-11-27,9.755
2021-11-28,9.755
2021-11-29,10.12
2021-11-30,9.744
2021-12-01,9.564
2021-12-02,9.837
2021-12-03,9.473
2021-12-04,9.473
2021-12-05,9.473
2021-12-06,9.587
2021-12-07,9.733
2021-12-08,9.744
2021-12-09,9.609
2021-12-10,9.643
2021-12-11,9.643
2021-12-12,9.643
2021-12-13,9.439
2021-12-14,9.356
2021-12-15,9.448
2021-12-16,9.3
2021-12-17,9.374
2021-12-18,9.374
2021-12-19,9.374
2021-12-20,9.122
2021-12-21,9.374
2021-12-22,9.836
2021-12-23,10.003
2021-12-24,10.003
2021-12-25,10.003
2021-12-26,10.003
2021-12-27,10.122
2021-12-28,10.0
2021-12-29,9.801
2021-12-30,9.794
2021-12-31,9.897
2022-01-01,9.897
2022-01-02,9.897
2022-01-03,9.772
2022-01-04,10.018
2022-01-05,9.266
2022-01-06,9.277
2022-01-07,9.197
2022-01-08,9.197
2022-01-09,9.197
2022-01-10,9.039
2022-01-11,9.407
2022-01-12,9.03
2022-01-13,8.88
2022-01-14,8.763
2022-01-15,8.763
2022-01-16,8.763
2022-01-17,8.763
2022-01-18,8.753
2022-01-19,8.66
2022-01-20,8.679
2022-01-21,8.404
2022-01-22,8.404
2022-01-23,8.404
2022-01-24,8.224
2022-01-25,8.061
2022-01-26,7.96
2022-01-27,8.037
2022-01-28,8.303
2022-01-29,8.303
2022-01-30,8.303
2022-01-31,8.739
2022-02-01,9.022
2022-02-02,9.215
2022-02-03,8.5
2022-02-04,8.951
2022-02-05,8.951
2022-02-06,8.951
2022-02-07,9.014
2022-02-08,9.172
2022-02-09,9.387
2022-02-10,9.146
2022-02-11,8.751
2022-02-12,8.751
2022-02-13,8.751
2022-02-14,8.716
2022-02-15,8.999
2022-02-16,8.925
2022-02-17,8.494
2022-02-18,8.518
2022-02-19,8.518
2022-02-20,8.518
2022-02-21,8.518
2022-02-22,8.354
2022-02-23,8.293
2022-02-24,8.449
2022-02-25,8.785
2022-02-26,8.785
2022-02-27,8.785
2022-02-28,8.735
2022-03-01,8.395
2022-03-02,8.837
2022-03-03,8.602
2022-03-04,8.133
2022-03-05,8.133
2022-03-06,8.133
2022-03-07,7.564
2022-03-08,7.642
2022-03-09,8.101
2022-03-10,7.965
2022-03-11,7.915
2022-03-12,7.915
2022-03-13,7.915
2022-03-14,7.964
2022-03-15,8.216
2022-03-16,8.67
2022-03-17,8.992
2022-03-18,9.019
2022-03-19,9.019
2022-03-20,9.019
2022-03-21,8.855
2022-03-22,8.946
2022-03-23,8.803
2022-03-24,8.885
2022-03-25,8.824
2022-03-26,8.824
2022-03-27,8.824
2022-03-28,8.874
2022-03-29,9.166
2022-03-30,8.928
2022-03-31,9.396
2022-04-01,9.415
2022-04-02,9.415
2022-04-03,9.415
2022-04-04,9.485
2022-04-05,9.019
2022-04-06,8.655
2022-04-07,8.572
2022-04-08,8.601
2022-04-09,8.601
2022-04-10,8.601
2022-04-11,8.37
2022-04-12,8.294
2022-04-13,8.505
2022-04-14,8.246
2022-04-15,8.246
2022-04-16,8.246
2022-04-17,8.246
2022-04-18,7.988
2022-04-19,8.345
2022-04-20,8.342
2022-04-21,7.657
2022-04-22,7.356
2022-04-23,7.356
2022-04-24,7.356
2022-04-25,7.741
2022-04-26,7.278
2022-04-27,7.345
2022-04-28,7.471
2022-04-29,7.012
2022-04-30,7.012
2022-05-01,7.012
2022-05-02,6.826
2022-05-03,7.113
2022-05-04,7.448
2022-05-05,7.053
2022-05-06,6.924
2022-05-07,6.924
2022-05-08,6.924
2022-05-09,6.583
2022-05-10,6.833
2022-05-11,6.64
2022-05-12,6.662
2022-05-13,7.06
2022-05-14,7.06
2022-05-15,7.06
2022-05-16,7.039
2022-05-17,7.2
2022-05-18,6.794
2022-05-19,6.64
2022-05-20,6.924
2022-05-21,6.924
2022-05-22,6.924
2022-05-23,6.913
2022-05-24,6.753
2022-05-25,6.881
2022-05-26,7.271
2022-05-27,7.463
2022-05-28,7.463
2022-05-29,7.463
2022-05-30,7.463
2022-05-31,7.262
2022-06-01,7.251
2022-06-02,7.473
2022-06-03,7.526
2022-06-04,7.526
2022-06-05,7.526
2022-06-06,7.551
2022-06-07,7.483
2022-06-08,7.308
2022-06-09,7.155
2022-06-10,6.812
2022-06-11,6.812
2022-06-12,6.812
2022-06-13,6.329
2022-06-14,6.287
2022-06-15,6.518
2022-06-16,5.994
2022-06-17,6.13
2022-06-18,6.13
2022-06-19,6.13
2022-06-20,6.13
2022-06-21,6.158
2022-06-22,6.115
2022-06-23,6.232
2022-06-24,6.461
2022-06-25,6.461
2022-06-26,6.461
2022-06-27,6.397
2022-06-28,6.261
2022-06-29,6.166
2022-06-30,6.016
2022-07-01,6.097
2022-07-02,6.097
2022-07-03,6.097
2022-07-04,6.097
2022-07-05,6.175
2022-07-06,6.021
2022-07-07,6.21
2022-07-08,6.078
2022-07-09,6.078
2022-07-10,6.078
2022-07-11,5.998
2022-07-12,6.1
2022-07-13,6.013
2022-07-14,5.878
2022-07-15,6.165
2022-07-16,6.165
2022-07-17,6.165
2022-07-18,6.197
2022-07-19,6.83
2022-07-20,6.963
2022-07-21,7.08
2022-07-22,7.066
2022-07-23,7.066
2022-07-24,7.066
2022-07-25,7.092
2022-07-26,7.044
2022-07-27,7.177
2022-07-28,7.444
2022-07-29,7.689
2022-07-30,7.689
2022-07-31,7.689
2022-08-01,7.527
2022-08-02,7.243
2022-08-03,7.441
2022-08-04,7.368
2022-08-05,7.287
2022-08-06,7.287
2022-08-07,7.287
2022-08-08,6.833
2022-08-09,6.646
2022-08-10,6.886
2022-08-11,6.691
2022-08-12,6.911
2022-08-13,6.911
2022-08-14,6.911
2022-08-15,6.994
2022-08-16,6.997
2022-08-17,6.694
2022-08-18,6.772
2022-08-19,6.563
2022-08-20,6.563
2022-08-21,6.563
2022-08-22,6.428
2022-08-23,6.518
2022-08-24,6.55
2022-08-25,6.778
2022-08-26,6.471
2022-08-27,6.471
2022-08-28,6.471
2022-08-29,6.424
2022-08-30,6.389
2022-08-31,6.362
2022-09-01,6.387
2022-09-02,6.309
2022-09-03,6.309
2022-09-04,6.309
2022-09-05,6.309
2022-09-06,6.192
2022-09-07,6.323
2022-09-08,6.366
2022-09-09,6.467
2022-09-10,6.467
2022-09-11,6.467
2022-09-12,6.534
2022-09-13,6.158
2022-09-14,6.184
2022-09-15,6.145
2022-09-16,6.041
2022-09-17,6.041
2022-09-18,6.041
2022-09-19,6.098
2022-09-20,5.89
2022-09-21,5.732
2022-09-22,5.511
2022-09-23,5.271
2022-09-24,5.271
2022-09-25,5.271
2022-09-26,5.179
2022-09-27,5.214
2022-09-28,5.362
2022-09-29,5.132
2022-09-30,5.098
2022-10-01,5.098
2022-10-02,5.098
2022-10-03,5.319
2022-10-04,5.597
2022-10-05,5.595
2022-10-06,5.459
2022-10-07,5.267
2022-10-08,5.267
2022-10-09,5.267
2022-10-10,5.196
2022-10-11,5.111
2022-10-12,5.12
2022-10-13,5.286
2022-10-14,5.05
2022-10-15,5.05
2022-10-16,5.05
2022-10-17,5.274
2022-10-18,5.469
2022-10-19,5.269
2022-10-20,5.225
2022-10-21,5.371
2022-10-22,5.371
2022-10-23,5.371
2022-10-24,5.389
2022-10-25,5.666
2022-10-26,5.709
2022-10-27,5.774
2022-10-28,5.855
2022-10-29,5.855
2022-10-30,5.855
2022-10-31,5.79
2022-11-01,5.804
2022-11-02,5.698
2022-11-03,5.565
2022-11-04,5.72
2022-11-05,5.72
2022-11-06,5.72
2022-11-07,5.749
2022-11-08,5.365
2022-11-09,5.441
2022-11-10,6.138
2022-11-11,6.308
2022-11-12,6.308
2022-11-13,6.308
2022-11-14,6.035
2022-11-15,6.3
2022-11-16,6.196
2022-11-17,6.124
2022-11-18,6.058
2022-11-19,6.058
2022-11-20,6.058
2022-11-21,6.204
2022-11-22,6.274
2022-11-23,6.345
2022-11-24,6.345
2022-11-25,6.291
2022-11-26,6.291
2022-11-27,6.291
2022-11-28,6.281
2022-11-29,6.398
2022-11-30,6.675
2022-12-01,6.801
2022-12-02,6.758
2022-12-03,6.758
2022-12-04,6.758
2022-12-05,6.565
2022-12-06,6.456
2022-12-07,6.21
2022-12-08,6.236
2022-12-09,6.328
2022-12-10,6.328
2022-12-11,6.328
2022-12-12,6.469
2022-12-13,6.593
2022-12-14,6.423
2022-12-15,6.33
2022-12-16,6.368
2022-12-17,6.368
2022-12-18,6.368
2022-12-19,6.156
2022-12-20,6.185
2022-12-21,6.422
2022-12-22,6.372
2022-12-23,6.448
2022-12-24,6.448
2022-12-25,6.448
2022-12-26,6.448
2022-12-27,6.37
2022-12-28,6.267
2022-12-29,6.528
2022-12-30,6.464
2022-12-31,6.464
2023-01-01,6.464
2023-01-02,6.464
2023-01-03,6.497
2023-01-04,6.691
2023-01-05,6.533
2023-01-06,6.724
2023-01-07,6.724
2023-01-08,6.724
2023-01-09,7.044
2023-01-10,7.097
2023-01-11,7.143
2023-01-12,7.203
2023-01-13,7.242
2023-01-14,7.242
2023-01-15,7.242
2023-01-16,7.242
2023-01-17,7.244
2023-01-18,7.251
2023-01-19,7.107
2023-01-20,7.318
2023-01-21,7.318
2023-01-22,7.318
2023-01-23,7.447
2023-01-24,7.407
2023-01-25,7.428
2023-01-26,7.6
2023-01-27,7.628
2023-01-28,7.628
2023-01-29,7.628
2023-01-30,7.57
2023-01-31,7.745
2023-02-01,7.85
2023-02-02,8.13
2023-02-03,8.052
2023-02-04,8.052
2023-02-05,8.052
2023-02-06,7.818
2023-02-07,7.786
2023-02-08,7.601
2023-02-09,7.34
2023-02-10,7.33
2023-02-11,7.33
2023-02-12,7.33
2023-02-13,7.48
2023-02-14,7.468
2023-02-15,7.491
2023-02-16,7.358
2023-02-17,7.403
2023-02-18,7.403
2023-02-19,7.403
2023-02-20,7.403
2023-02-21,7.261
2023-02-22,7.4
2023-02-23,7.49
2023-02-24,7.458
2023-02-25,7.458
2023-02-26,7.458
2023-02-27,7.415
2023-02-28,7.394
2023-03-01,7.398
2023-03-02,7.409
2023-03-03,7.633
2023-03-04,7.633
2023-03-05,7.633
2023-03-06,7.566
2023-03-07,7.323
2023-03-08,7.444
2023-03-09,7.128
2023-03-10,6.502
2023-03-11,6.502
2023-03-12,6.502
2023-03-13,6.466
2023-03-14,6.507
2023-03-15,6.573
2023-03-16,6.631
2023-03-17,6.537
2023-03-18,6.537
2023-03-19,6.537
2023-03-20,6.509
2023-03-21,6.814
2023-03-22,6.608
2023-03-23,6.575
2023-03-24,6.537
2023-03-25,6.537
2023-03-26,6.537
2023-03-27,6.554
2023-03-28,6.577
2023-03-29,6.612
2023-03-30,6.529
2023-03-31,6.715
2023-04-01,6.715
2023-04-02,6.715
2023-04-03,6.598
2023-04-04,6.351
2023-04-05,6.327
2023-04-06,6.336
2023-04-07,6.336
2023-04-08,6.336
2023-04-09,6.336
2023-04-10,6.414
2023-04-11,6.527
2023-04-12,6.442
2023-04-13,6.656
2023-04-14,6.598
2023-04-15,6.598
2023-04-16,6.598
2023-04-17,6.7
2023-04-18,6.776
2023-04-19,6.878
2023-04-20,6.629
2023-04-21,6.603
2023-04-22,6.603
2023-04-23,6.603
2023-04-24,6.611
2023-04-25,6.42
2023-04-26,6.354
2023-04-27,6.512
2023-04-28,6.65
2023-04-29,6.65
2023-04-30,6.65
2023-05-01,6.679
2023-05-02,6.402
2023-05-03,6.523
2023-05-04,5.94
2023-05-05,6.162
2023-05-06,6.162
2023-05-07,6.162
2023-05-08,6.104
2023-05-09,6.083
2023-05-10,6.076
2023-05-11,6.173
2023-05-12,6.317
2023-05-13,6.317
2023-05-14,6.317
2023-05-15,6.302
2023-05-16,6.189
2023-05-17,6.516
2023-05-18,6.703
2023-05-19,6.696
2023-05-20,6.696
2023-05-21,6.696
2023-05-22,6.84
2023-05-23,6.836
2023-05-24,6.767
2023-05-25,6.789
2023-05-26,6.838
2023-05-27,6.838
2023-05-28,6.838
2023-05-29,6.838
2023-05-30,6.887
2023-05-31,6.706
2023-06-01,6.872
2023-06-02,7.043
2023-06-03,7.043
2023-06-04,7.043
2023-06-05,6.958
2023-06-06,7.146
2023-06-07,7.227
2023-06-08,7.293
2023-06-09,7.352
2023-06-10,7.352
2023-06-11,7.352
2023-06-12,7.418
2023-06-13,7.447
2023-06-14,7.494
2023-06-15,7.733
2023-06-16,7.677
2023-06-17,7.677
2023-06-18,7.677
2023-06-19,7.677
2023-06-20,7.675
2023-06-21,7.552
