,LRCX US Equity
2021-03-14,15.237
2021-03-15,15.583
2021-03-16,15.925
2021-03-17,16.094
2021-03-18,15.691
2021-03-19,15.783
2021-03-20,15.783
2021-03-21,15.783
2021-03-22,16.298
2021-03-23,15.844
2021-03-24,16.078
2021-03-25,15.949
2021-03-26,17.003
2021-03-27,17.003
2021-03-28,17.003
2021-03-29,16.597
2021-03-30,16.663
2021-03-31,17.323
2021-04-01,18.605
2021-04-02,18.605
2021-04-03,18.605
2021-04-04,18.605
2021-04-05,19.231
2021-04-06,18.989
2021-04-07,19.172
2021-04-08,19.441
2021-04-09,19.266
2021-04-10,19.266
2021-04-11,19.266
2021-04-12,18.925
2021-04-13,18.771
2021-04-14,18.638
2021-04-15,18.902
2021-04-16,18.734
2021-04-17,18.734
2021-04-18,18.734
2021-04-19,18.094
2021-04-20,17.841
2021-04-21,17.162
2021-04-22,15.513
2021-04-23,15.84
2021-04-24,15.84
2021-04-25,15.84
2021-04-26,16.236
2021-04-27,16.279
2021-04-28,16.106
2021-04-29,16.18
2021-04-30,15.662
2021-05-01,15.662
2021-05-02,15.662
2021-05-03,15.581
2021-05-04,15.305
2021-05-05,15.424
2021-05-06,15.586
2021-05-07,15.917
2021-05-08,15.917
2021-05-09,15.917
2021-05-10,14.804
2021-05-11,14.955
2021-05-12,14.077
2021-05-13,14.76
2021-05-14,15.221
2021-05-15,15.221
2021-05-16,15.221
2021-05-17,14.946
2021-05-18,14.763
2021-05-19,15.201
2021-05-20,15.82
2021-05-21,15.502
2021-05-22,15.502
2021-05-23,15.502
2021-05-24,16.02
2021-05-25,16.165
2021-05-26,16.106
2021-05-27,16.299
2021-05-28,16.404
2021-05-29,16.404
2021-05-30,16.404
2021-05-31,16.404
2021-06-01,16.384
2021-06-02,16.382
2021-06-03,16.049
2021-06-04,16.542
2021-06-05,16.542
2021-06-06,16.542
2021-06-07,16.397
2021-06-08,16.094
2021-06-09,16.006
2021-06-10,16.175
2021-06-11,16.209
2021-06-12,16.209
2021-06-13,16.209
2021-06-14,16.414
2021-06-15,16.276
2021-06-16,16.156
2021-06-17,16.182
2021-06-18,15.496
2021-06-19,15.496
2021-06-20,15.496
2021-06-21,15.647
2021-06-22,15.727
2021-06-23,15.789
2021-06-24,16.062
2021-06-25,15.946
2021-06-26,15.946
2021-06-27,15.946
2021-06-28,16.364
2021-06-29,16.486
2021-06-30,16.459
2021-07-01,16.013
2021-07-02,15.971
2021-07-03,15.971
2021-07-04,15.971
2021-07-05,15.971
2021-07-06,15.73
2021-07-07,15.52
2021-07-08,15.329
2021-07-09,15.501
2021-07-10,15.501
2021-07-11,15.501
2021-07-12,15.819
2021-07-13,15.8
2021-07-14,15.628
2021-07-15,15.448
2021-07-16,14.885
2021-07-17,14.885
2021-07-18,14.885
2021-07-19,14.962
2021-07-20,15.356
2021-07-21,16.118
2021-07-22,16.085
2021-07-23,16.195
2021-07-24,16.195
2021-07-25,16.195
2021-07-26,16.198
2021-07-27,15.748
2021-07-28,15.78
2021-07-29,14.982
2021-07-30,15.28
2021-07-31,15.28
2021-08-01,15.28
2021-08-02,15.455
2021-08-03,15.545
2021-08-04,15.647
2021-08-05,15.548
2021-08-06,15.604
2021-08-07,15.604
2021-08-08,15.604
2021-08-09,15.424
2021-08-10,14.862
2021-08-11,14.654
2021-08-12,14.052
2021-08-13,13.977
2021-08-14,13.977
2021-08-15,13.977
2021-08-16,14.181
2021-08-17,13.943
2021-08-18,13.714
2021-08-19,13.898
2021-08-20,13.629
2021-08-21,13.629
2021-08-22,13.629
2021-08-23,14.071
2021-08-24,14.101
2021-08-25,14.178
2021-08-26,14.096
2021-08-27,14.68
2021-08-28,14.68
2021-08-29,14.68
2021-08-30,14.486
2021-08-31,14.411
2021-09-01,14.291
2021-09-02,14.346
2021-09-03,14.551
2021-09-04,14.551
2021-09-05,14.551
2021-09-06,14.551
2021-09-07,14.392
2021-09-08,14.158
2021-09-09,14.402
2021-09-10,14.511
2021-09-11,14.511
2021-09-12,14.511
2021-09-13,14.77
2021-09-14,14.642
2021-09-15,14.378
2021-09-16,14.481
2021-09-17,14.319
2021-09-18,14.319
2021-09-19,14.319
2021-09-20,13.871
2021-09-21,13.791
2021-09-22,14.141
2021-09-23,14.411
2021-09-24,14.409
2021-09-25,14.409
2021-09-26,14.409
2021-09-27,14.543
2021-09-28,13.819
2021-09-29,13.384
2021-09-30,13.423
2021-10-01,13.436
2021-10-02,13.436
2021-10-03,13.436
2021-10-04,12.974
2021-10-05,13.11
2021-10-06,13.012
2021-10-07,13.108
2021-10-08,12.975
2021-10-09,12.975
2021-10-10,12.975
2021-10-11,13.029
2021-10-12,12.895
2021-10-13,12.839
2021-10-14,13.394
2021-10-15,13.312
2021-10-16,13.312
2021-10-17,13.312
2021-10-18,13.412
2021-10-19,13.462
2021-10-20,13.301
2021-10-21,13.481
2021-10-22,13.812
2021-10-23,13.812
2021-10-24,13.812
2021-10-25,13.694
2021-10-26,13.619
2021-10-27,13.735
2021-10-28,14.041
2021-10-29,13.982
2021-10-30,13.982
2021-10-31,13.982
2021-11-01,14.21
2021-11-02,14.247
2021-11-03,14.424
2021-11-04,14.854
2021-11-05,15.153
2021-11-06,15.153
2021-11-07,15.153
2021-11-08,15.111
2021-11-09,15.429
2021-11-10,15.029
2021-11-11,15.11
2021-11-12,15.374
2021-11-13,15.374
2021-11-14,15.374
2021-11-15,15.517
2021-11-16,15.842
2021-11-17,15.752
2021-11-18,15.881
2021-11-19,16.098
2021-11-20,16.098
2021-11-21,16.098
2021-11-22,16.156
2021-11-23,16.544
2021-11-24,16.531
2021-11-25,16.531
2021-11-26,16.06
2021-11-27,16.06
2021-11-28,16.06
2021-11-29,17.025
2021-11-30,17.007
2021-12-01,17.35
2021-12-02,16.549
2021-12-03,16.548
2021-12-04,16.548
2021-12-05,16.548
2021-12-06,16.7
2021-12-07,17.665
2021-12-08,17.862
2021-12-09,17.496
2021-12-10,17.66
2021-12-11,17.66
2021-12-12,17.66
2021-12-13,17.135
2021-12-14,17.04
2021-12-15,17.494
2021-12-16,16.848
2021-12-17,16.796
2021-12-18,16.796
2021-12-19,16.796
2021-12-20,16.592
2021-12-21,17.144
2021-12-22,17.349
2021-12-23,17.537
2021-12-24,17.537
2021-12-25,17.537
2021-12-26,17.537
2021-12-27,18.157
2021-12-28,17.973
2021-12-29,18.241
2021-12-30,18.029
2021-12-31,18.05
2022-01-01,18.05
2022-01-02,18.05
2022-01-03,18.208
2022-01-04,17.871
2022-01-05,17.177
2022-01-06,17.427
2022-01-07,16.617
2022-01-08,16.617
2022-01-09,16.617
2022-01-10,16.493
2022-01-11,16.715
2022-01-12,17.04
2022-01-13,17.051
2022-01-14,18.117
2022-01-15,18.117
2022-01-16,18.117
2022-01-17,18.117
2022-01-18,16.767
2022-01-19,15.871
2022-01-20,15.373
2022-01-21,15.029
2022-01-22,15.029
2022-01-23,15.029
2022-01-24,15.427
2022-01-25,14.593
2022-01-26,14.682
2022-01-27,13.906
2022-01-28,14.052
2022-01-29,14.052
2022-01-30,14.052
2022-01-31,14.716
2022-02-01,14.705
2022-02-02,15.261
2022-02-03,14.687
2022-02-04,14.446
2022-02-05,14.446
2022-02-06,14.446
2022-02-07,14.254
2022-02-08,14.376
2022-02-09,15.153
2022-02-10,14.84
2022-02-11,13.931
2022-02-12,13.931
2022-02-13,13.931
2022-02-14,13.888
2022-02-15,14.773
2022-02-16,14.715
2022-02-17,14.444
2022-02-18,14.18
2022-02-19,14.18
2022-02-20,14.18
2022-02-21,14.18
2022-02-22,13.925
2022-02-23,13.494
2022-02-24,14.003
2022-02-25,14.26
2022-02-26,14.26
2022-02-27,14.26
2022-02-28,13.965
2022-03-01,13.448
2022-03-02,13.783
2022-03-03,13.521
2022-03-04,13.08
2022-03-05,13.08
2022-03-06,13.08
2022-03-07,12.169
2022-03-08,12.199
2022-03-09,12.87
2022-03-10,12.366
2022-03-11,12.026
2022-03-12,12.026
2022-03-13,12.026
2022-03-14,11.668
2022-03-15,12.098
2022-03-16,12.841
2022-03-17,13.136
2022-03-18,13.593
2022-03-19,13.593
2022-03-20,13.593
2022-03-21,13.399
2022-03-22,13.646
2022-03-23,13.252
2022-03-24,13.882
2022-03-25,13.847
2022-03-26,13.847
2022-03-27,13.847
2022-03-28,14.123
2022-03-29,14.417
2022-03-30,13.901
2022-03-31,13.623
2022-04-01,13.315
2022-04-02,13.315
2022-04-03,13.315
2022-04-04,13.571
2022-04-05,12.763
2022-04-06,12.624
2022-04-07,12.755
2022-04-08,12.458
2022-04-09,12.458
2022-04-10,12.458
2022-04-11,12.056
2022-04-12,11.834
2022-04-13,11.976
2022-04-14,11.56
2022-04-15,11.56
2022-04-16,11.56
2022-04-17,11.56
2022-04-18,11.948
2022-04-19,12.167
2022-04-20,12.059
2022-04-21,11.913
2022-04-22,11.769
2022-04-23,11.769
2022-04-24,11.769
2022-04-25,12.068
2022-04-26,11.581
2022-04-27,11.57
2022-04-28,12.272
2022-04-29,11.798
2022-04-30,11.798
2022-05-01,11.798
2022-05-02,12.141
2022-05-03,12.221
2022-05-04,12.718
2022-05-05,12.1
2022-05-06,12.022
2022-05-07,12.022
2022-05-08,12.022
2022-05-09,11.241
2022-05-10,11.542
2022-05-11,11.242
2022-05-12,11.575
2022-05-13,12.366
2022-05-14,12.366
2022-05-15,12.366
2022-05-16,12.129
2022-05-17,12.878
2022-05-18,12.003
2022-05-19,11.869
2022-05-20,11.919
2022-05-21,11.919
2022-05-22,11.919
2022-05-23,12.15
2022-05-24,11.84
2022-05-25,12.277
2022-05-26,12.864
2022-05-27,13.415
2022-05-28,13.415
2022-05-29,13.415
2022-05-30,13.415
2022-05-31,13.138
2022-06-01,12.778
2022-06-02,13.22
2022-06-03,12.985
2022-06-04,12.985
2022-06-05,12.985
2022-06-06,13.042
2022-06-07,13.224
2022-06-08,12.938
2022-06-09,12.466
2022-06-10,11.985
2022-06-11,11.985
2022-06-12,11.985
2022-06-13,11.295
2022-06-14,11.401
2022-06-15,11.499
2022-06-16,10.603
2022-06-17,10.633
2022-06-18,10.633
2022-06-19,10.633
2022-06-20,10.633
2022-06-21,10.977
2022-06-22,10.789
2022-06-23,10.75
2022-06-24,11.411
2022-06-25,11.411
2022-06-26,11.411
2022-06-27,11.401
2022-06-28,11.124
2022-06-29,10.84
2022-06-30,10.817
2022-07-01,9.958
2022-07-02,9.958
2022-07-03,9.958
2022-07-04,9.958
2022-07-05,9.805
2022-07-06,9.879
2022-07-07,10.464
2022-07-08,10.47
2022-07-09,10.47
2022-07-10,10.47
2022-07-11,10.149
2022-07-12,10.332
2022-07-13,10.488
2022-07-14,10.674
2022-07-15,11.056
2022-07-16,11.056
2022-07-17,11.056
2022-07-18,11.179
2022-07-19,11.942
2022-07-20,12.427
2022-07-21,12.722
2022-07-22,12.397
2022-07-23,12.397
2022-07-24,12.397
2022-07-25,12.474
2022-07-26,12.196
2022-07-27,12.994
2022-07-28,13.341
2022-07-29,13.499
2022-07-30,13.499
2022-07-31,13.499
2022-08-01,13.56
2022-08-02,13.556
2022-08-03,14.157
2022-08-04,14.351
2022-08-05,14.03
2022-08-06,14.03
2022-08-07,14.03
2022-08-08,13.749
2022-08-09,12.666
2022-08-10,13.355
2022-08-11,13.423
2022-08-12,13.993
2022-08-13,13.993
2022-08-14,13.993
2022-08-15,13.958
2022-08-16,13.771
2022-08-17,13.425
2022-08-18,13.576
2022-08-19,12.865
2022-08-20,12.865
2022-08-21,12.865
2022-08-22,12.378
2022-08-23,12.551
2022-08-24,12.525
2022-08-25,12.936
2022-08-26,12.263
2022-08-27,12.263
2022-08-28,12.263
2022-08-29,12.025
2022-08-30,12.087
2022-08-31,12.007
2022-09-01,11.846
2022-09-02,11.801
2022-09-03,11.801
2022-09-04,11.801
2022-09-05,11.801
2022-09-06,11.707
2022-09-07,11.85
2022-09-08,12.046
2022-09-09,12.365
2022-09-10,12.365
2022-09-11,12.365
2022-09-12,12.27
2022-09-13,11.579
2022-09-14,11.614
2022-09-15,11.385
2022-09-16,11.268
2022-09-17,11.268
2022-09-18,11.268
2022-09-19,11.268
2022-09-20,11.108
2022-09-21,10.977
2022-09-22,10.652
2022-09-23,10.479
2022-09-24,10.479
2022-09-25,10.479
2022-09-26,10.228
2022-09-27,10.373
2022-09-28,10.5
2022-09-29,10.195
2022-09-30,10.07
2022-10-01,10.07
2022-10-02,10.07
2022-10-03,10.721
2022-10-04,11.074
2022-10-05,11.054
2022-10-06,11.15
2022-10-07,10.512
2022-10-08,10.512
2022-10-09,10.512
2022-10-10,10.098
2022-10-11,9.416
2022-10-12,9.387
2022-10-13,10.281
2022-10-14,9.676
2022-10-15,9.676
2022-10-16,9.676
2022-10-17,10.107
2022-10-18,10.499
2022-10-19,11.251
2022-10-20,12.343
2022-10-21,12.803
2022-10-22,12.803
2022-10-23,12.803
2022-10-24,13.287
2022-10-25,13.496
2022-10-26,13.7
2022-10-27,13.825
2022-10-28,14.41
2022-10-29,14.41
2022-10-30,14.41
2022-10-31,14.382
2022-11-01,14.663
2022-11-02,14.188
2022-11-03,14.113
2022-11-04,15.05
2022-11-05,15.05
2022-11-06,15.05
2022-11-07,15.603
2022-11-08,15.958
2022-11-09,15.523
2022-11-10,17.413
2022-11-11,17.965
2022-11-12,17.965
2022-11-13,17.965
2022-11-14,17.244
2022-11-15,17.604
2022-11-16,16.335
2022-11-17,16.543
2022-11-18,16.383
2022-11-19,16.383
2022-11-20,16.383
2022-11-21,16.148
2022-11-22,16.344
2022-11-23,16.551
2022-11-24,16.551
2022-11-25,16.259
2022-11-26,16.259
2022-11-27,16.259
2022-11-28,15.9
2022-11-29,15.857
2022-11-30,16.905
2022-12-01,16.574
2022-12-02,16.379
2022-12-03,16.379
2022-12-04,16.379
2022-12-05,16.197
2022-12-06,15.857
2022-12-07,15.899
2022-12-08,16.283
2022-12-09,16.111
2022-12-10,16.111
2022-12-11,16.111
2022-12-12,16.587
2022-12-13,17.066
2022-12-14,16.79
2022-12-15,15.995
2022-12-16,15.967
2022-12-17,15.967
2022-12-18,15.967
2022-12-19,15.779
2022-12-20,15.731
2022-12-21,16.109
2022-12-22,14.715
2022-12-23,14.823
2022-12-24,14.823
2022-12-25,14.823
2022-12-26,14.823
2022-12-27,14.584
2022-12-28,14.488
2022-12-29,15.129
2022-12-30,15.118
2022-12-31,15.118
2023-01-01,15.118
2023-01-02,15.118
2023-01-03,14.902
2023-01-04,15.195
2023-01-05,15.001
2023-01-06,16.016
2023-01-07,16.016
2023-01-08,16.016
2023-01-09,16.28
2023-01-10,16.502
2023-01-11,16.707
2023-01-12,16.938
2023-01-13,17.069
2023-01-14,17.069
2023-01-15,17.069
2023-01-16,17.069
2023-01-17,17.001
2023-01-18,16.853
2023-01-19,16.383
2023-01-20,17.046
2023-01-21,17.046
2023-01-22,17.046
2023-01-23,18.038
2023-01-24,17.917
2023-01-25,17.987
2023-01-26,17.753
2023-01-27,17.223
2023-01-28,17.223
2023-01-29,17.223
2023-01-30,16.922
2023-01-31,17.686
2023-02-01,18.578
2023-02-02,18.956
2023-02-03,18.543
2023-02-04,18.543
2023-02-05,18.543
2023-02-06,18.252
2023-02-07,18.682
2023-02-08,18.307
2023-02-09,18.222
2023-02-10,17.85
2023-02-11,17.85
2023-02-12,17.85
2023-02-13,18.037
2023-02-14,18.247
2023-02-15,18.391
2023-02-16,17.721
2023-02-17,17.52
2023-02-18,17.52
2023-02-19,17.52
2023-02-20,17.52
2023-02-21,16.906
2023-02-22,16.869
2023-02-23,17.157
2023-02-24,16.918
2023-02-25,16.918
2023-02-26,16.918
2023-02-27,17.062
2023-02-28,17.179
2023-03-01,17.353
2023-03-02,17.319
2023-03-03,17.378
2023-03-04,17.378
2023-03-05,17.378
2023-03-06,17.151
2023-03-07,16.955
2023-03-08,17.44
2023-03-09,17.33
2023-03-10,16.899
2023-03-11,16.899
2023-03-12,16.899
2023-03-13,16.835
2023-03-14,17.497
2023-03-15,17.252
2023-03-16,18.249
2023-03-17,18.007
2023-03-18,18.007
2023-03-19,18.007
2023-03-20,18.181
2023-03-21,17.971
2023-03-22,17.934
2023-03-23,18.546
2023-03-24,17.783
2023-03-25,17.783
2023-03-26,17.783
2023-03-27,17.561
2023-03-28,17.182
2023-03-29,18.268
2023-03-30,18.821
2023-03-31,18.777
2023-04-01,18.777
2023-04-02,18.777
2023-04-03,18.472
2023-04-04,17.862
2023-04-05,17.48
2023-04-06,17.482
2023-04-07,17.482
2023-04-08,17.482
2023-04-09,17.482
2023-04-10,17.966
2023-04-11,17.967
2023-04-12,17.598
2023-04-13,17.643
2023-04-14,17.75
2023-04-15,17.75
2023-04-16,17.75
2023-04-17,18.017
2023-04-18,18.116
2023-04-19,18.099
2023-04-20,19.599
2023-04-21,19.75
2023-04-22,19.75
2023-04-23,19.75
2023-04-24,19.571
2023-04-25,19.014
2023-04-26,18.925
2023-04-27,19.743
2023-04-28,19.94
2023-04-29,19.94
2023-04-30,19.94
2023-05-01,19.931
2023-05-02,19.857
2023-05-03,19.707
2023-05-04,19.619
2023-05-05,20.29
2023-05-06,20.29
2023-05-07,20.29
2023-05-08,20.176
2023-05-09,19.754
2023-05-10,20.196
2023-05-11,20.203
2023-05-12,20.188
2023-05-13,20.188
2023-05-14,20.188
2023-05-15,21.152
2023-05-16,21.407
2023-05-17,21.989
2023-05-18,22.932
2023-05-19,22.554
2023-05-20,22.554
2023-05-21,22.554
2023-05-22,22.408
2023-05-23,21.965
2023-05-24,21.673
2023-05-25,23.061
2023-05-26,24.069
2023-05-27,24.069
2023-05-28,24.069
2023-05-29,24.069
2023-05-30,24.134
2023-05-31,23.626
2023-06-01,23.747
2023-06-02,23.51
2023-06-03,23.51
2023-06-04,23.51
2023-06-05,23.248
2023-06-06,23.501
2023-06-07,23.447
2023-06-08,23.756
2023-06-09,23.449
2023-06-10,23.449
2023-06-11,23.449
2023-06-12,24.258
2023-06-13,24.254
2023-06-14,24.428
2023-06-15,24.078
2023-06-16,23.754
2023-06-17,23.754
2023-06-18,23.754
2023-06-19,23.754
2023-06-20,23.817
2023-06-21,23.488
2023-06-22,24.034
