,ALB US Equity
,BEST_PE_RATIO
2020-01-01,6.766
2020-01-02,6.766
2020-01-03,6.766
2020-01-04,6.766
2020-01-05,6.766
2020-01-06,6.766
2020-01-07,6.766
2020-01-08,6.766
2020-01-09,6.766
2020-01-10,6.766
2020-01-11,6.766
2020-01-12,6.766
2020-01-13,6.766
2020-01-14,6.766
2020-01-15,6.766
2020-01-16,6.766
2020-01-17,6.766
2020-01-18,6.766
2020-01-19,6.766
2020-01-20,6.766
2020-01-21,6.766
2020-01-22,6.766
2020-01-23,6.766
2020-01-24,6.766
2020-01-25,6.766
2020-01-26,6.766
2020-01-27,6.766
2020-01-28,6.766
2020-01-29,6.766
2020-01-30,6.766
2020-01-31,6.766
2020-02-01,6.766
2020-02-02,6.766
2020-02-03,6.766
2020-02-04,6.766
2020-02-05,6.766
2020-02-06,6.766
2020-02-07,6.766
2020-02-08,6.766
2020-02-09,6.766
2020-02-10,6.766
2020-02-11,6.766
2020-02-12,6.766
2020-02-13,6.766
2020-02-14,6.766
2020-02-15,6.766
2020-02-16,6.766
2020-02-17,6.766
2020-02-18,6.766
2020-02-19,6.766
2020-02-20,6.766
2020-02-21,6.766
2020-02-22,6.766
2020-02-23,6.766
2020-02-24,6.766
2020-02-25,6.766
2020-02-26,6.766
2020-02-27,6.766
2020-02-28,6.766
2020-02-29,6.766
2020-03-01,6.766
2020-03-02,6.766
2020-03-03,6.766
2020-03-04,6.766
2020-03-05,6.766
2020-03-06,6.766
2020-03-07,6.766
2020-03-08,6.766
2020-03-09,6.766
2020-03-10,6.766
2020-03-11,6.766
2020-03-12,6.766
2020-03-13,6.766
2020-03-14,6.766
2020-03-15,6.766
2020-03-16,6.766
2020-03-17,6.766
2020-03-18,6.766
2020-03-19,6.766
2020-03-20,6.766
2020-03-21,6.766
2020-03-22,6.766
2020-03-23,6.766
2020-03-24,6.766
2020-03-25,6.766
2020-03-26,6.766
2020-03-27,6.766
2020-03-28,6.766
2020-03-29,6.766
2020-03-30,6.766
2020-03-31,6.766
2020-04-01,6.766
2020-04-02,6.766
2020-04-03,6.766
2020-04-04,6.766
2020-04-05,6.766
2020-04-06,6.766
2020-04-07,6.766
2020-04-08,6.766
2020-04-09,6.766
2020-04-10,6.766
2020-04-11,6.766
2020-04-12,6.766
2020-04-13,6.766
2020-04-14,6.766
2020-04-15,6.766
2020-04-16,6.766
2020-04-17,6.766
2020-04-18,6.766
2020-04-19,6.766
2020-04-20,6.766
2020-04-21,6.766
2020-04-22,6.766
2020-04-23,6.766
2020-04-24,6.766
2020-04-25,6.766
2020-04-26,6.766
2020-04-27,6.766
2020-04-28,6.766
2020-04-29,6.766
2020-04-30,6.766
2020-05-01,6.766
2020-05-02,6.766
2020-05-03,6.766
2020-05-04,6.766
2020-05-05,6.766
2020-05-06,6.766
2020-05-07,6.766
2020-05-08,7.211
2020-05-09,7.211
2020-05-10,7.211
2020-05-11,7.229
2020-05-12,6.651
2020-05-13,8.116
2020-05-14,8.087
2020-05-15,8.309
2020-05-16,8.309
2020-05-17,8.309
2020-05-18,8.659
2020-05-19,8.602
2020-05-20,9.229
2020-05-21,9.206
2020-05-22,10.292
2020-05-23,10.292
2020-05-24,10.292
2020-05-25,10.292
2020-05-26,11.322
2020-05-27,11.339
2020-05-28,11.473
2020-05-29,11.563
2020-05-30,11.563
2020-05-31,11.563
2020-06-01,11.699
2020-06-02,11.875
2020-06-03,11.928
2020-06-04,12.084
2020-06-05,12.74
2020-06-06,12.74
2020-06-07,12.74
2020-06-08,13.107
2020-06-09,12.844
2020-06-10,12.672
2020-06-11,11.312
2020-06-12,11.737
2020-06-13,11.737
2020-06-14,11.737
2020-06-15,11.599
2020-06-16,12.027
2020-06-17,12.018
2020-06-18,11.964
2020-06-19,11.894
2020-06-20,11.894
2020-06-21,11.894
2020-06-22,11.504
2020-06-23,11.555
2020-06-24,11.13
2020-06-25,11.226
2020-06-26,11.331
2020-06-27,11.331
2020-06-28,11.331
2020-06-29,11.587
2020-06-30,11.721
2020-07-01,11.546
2020-07-02,11.926
2020-07-03,11.926
2020-07-04,11.926
2020-07-05,11.926
2020-07-06,12.329
2020-07-07,11.841
2020-07-08,10.877
2020-07-09,10.57
2020-07-10,11.008
2020-07-11,11.008
2020-07-12,11.008
2020-07-13,11.381
2020-07-14,11.742
2020-07-15,12.084
2020-07-16,12.063
2020-07-17,12.344
2020-07-18,12.344
2020-07-19,12.344
2020-07-20,12.146
2020-07-21,12.165
2020-07-22,12.236
2020-07-23,12.27
2020-07-24,12.146
2020-07-25,12.146
2020-07-26,12.146
2020-07-27,12.092
2020-07-28,11.799
2020-07-29,11.817
2020-07-30,11.7
2020-07-31,11.624
2020-08-01,11.624
2020-08-02,11.624
2020-08-03,11.747
2020-08-04,12.028
2020-08-05,12.489
2020-08-06,11.655
2020-08-07,11.825
2020-08-08,11.825
2020-08-09,11.825
2020-08-10,12.215
2020-08-11,12.947
2020-08-12,12.747
2020-08-13,12.024
2020-08-14,12.128
2020-08-15,12.128
2020-08-16,12.128
2020-08-17,12.046
2020-08-18,12.103
2020-08-19,12.109
2020-08-20,11.952
2020-08-21,11.78
2020-08-22,11.78
2020-08-23,11.78
2020-08-24,12.074
2020-08-25,11.957
2020-08-26,12.063
2020-08-27,11.962
2020-08-28,12.119
2020-08-29,12.119
2020-08-30,12.119
2020-08-31,11.947
2020-09-01,12.784
2020-09-02,13.081
2020-09-03,12.231
2020-09-04,12.434
2020-09-05,12.434
2020-09-06,12.434
2020-09-07,12.434
2020-09-08,12.767
2020-09-09,13.079
2020-09-10,12.816
2020-09-11,13.016
2020-09-12,13.016
2020-09-13,13.016
2020-09-14,13.456
2020-09-15,13.486
2020-09-16,13.405
2020-09-17,13.823
2020-09-18,13.48
2020-09-19,13.48
2020-09-20,13.48
2020-09-21,13.091
2020-09-22,13.106
2020-09-23,11.067
2020-09-24,11.464
2020-09-25,11.631
2020-09-26,11.631
2020-09-27,11.631
2020-09-28,11.675
2020-09-29,11.953
2020-09-30,12.286
2020-10-01,11.935
2020-10-02,12.287
2020-10-03,12.287
2020-10-04,12.287
2020-10-05,13.04
2020-10-06,12.9
2020-10-07,13.306
2020-10-08,13.341
2020-10-09,13.215
2020-10-10,13.215
2020-10-11,13.215
2020-10-12,13.065
2020-10-13,13.092
2020-10-14,13.017
2020-10-15,12.984
2020-10-16,12.856
2020-10-17,12.856
2020-10-18,12.856
2020-10-19,12.739
2020-10-20,12.875
2020-10-21,13.193
2020-10-22,13.068
2020-10-23,13.277
2020-10-24,13.277
2020-10-25,13.277
2020-10-26,13.002
2020-10-27,13.098
2020-10-28,12.492
2020-10-29,12.904
2020-10-30,12.827
2020-10-31,12.827
2020-11-01,12.827
2020-11-02,13.326
2020-11-03,13.434
2020-11-04,12.857
2020-11-05,14.518
2020-11-06,14.884
2020-11-07,14.884
2020-11-08,14.884
2020-11-09,15.51
2020-11-10,15.669
2020-11-11,15.754
2020-11-12,15.763
2020-11-13,16.274
2020-11-14,16.274
2020-11-15,16.274
2020-11-16,17.129
2020-11-17,15.216
2020-11-18,15.049
2020-11-19,14.961
2020-11-20,15.209
2020-11-21,15.209
2020-11-22,15.209
2020-11-23,15.943
2020-11-24,16.324
2020-11-25,16.023
2020-11-26,16.023
2020-11-27,16.371
2020-11-28,16.371
2020-11-29,16.371
2020-11-30,16.17
2020-12-01,16.16
2020-12-02,16.085
2020-12-03,15.665
2020-12-04,16.557
2020-12-05,16.557
2020-12-06,16.557
2020-12-07,16.65
2020-12-08,17.119
2020-12-09,16.953
2020-12-10,16.865
2020-12-11,16.534
2020-12-12,16.534
2020-12-13,16.534
2020-12-14,16.047
2020-12-15,16.449
2020-12-16,16.191
2020-12-17,16.394
2020-12-18,16.563
2020-12-19,16.563
2020-12-20,16.563
2020-12-21,16.935
2020-12-22,17.442
2020-12-23,17.876
2020-12-24,17.844
2020-12-25,17.844
2020-12-26,17.844
2020-12-27,17.844
2020-12-28,17.854
2020-12-29,17.436
2020-12-30,17.802
2020-12-31,17.591
2021-01-01,17.591
2021-01-02,17.591
2021-01-03,17.591
2021-01-04,18.201
2021-01-05,19.501
2021-01-06,20.957
2021-01-07,21.853
2021-01-08,21.865
2021-01-09,21.865
2021-01-10,21.865
2021-01-11,21.987
2021-01-12,22.633
2021-01-13,22.313
2021-01-14,22.617
2021-01-15,22.34
2021-01-16,22.34
2021-01-17,22.34
2021-01-18,22.34
2021-01-19,22.974
2021-01-20,22.346
2021-01-21,21.878
2021-01-22,21.543
2021-01-23,21.543
2021-01-24,21.543
2021-01-25,21.941
2021-01-26,21.75
2021-01-27,20.94
2021-01-28,20.632
2021-01-29,20.172
2021-01-30,20.172
2021-01-31,20.172
2021-02-01,20.632
2021-02-02,21.51
2021-02-03,20.573
2021-02-04,19.962
2021-02-05,20.255
2021-02-06,20.255
2021-02-07,20.255
2021-02-08,20.821
2021-02-09,20.451
2021-02-10,20.111
2021-02-11,20.6
2021-02-12,21.257
2021-02-13,21.257
2021-02-14,21.257
2021-02-15,21.257
2021-02-16,20.001
2021-02-17,19.417
2021-02-18,17.496
2021-02-19,19.494
2021-02-20,19.494
2021-02-21,19.494
2021-02-22,19.527
2021-02-23,19.971
2021-02-24,20.782
2021-02-25,19.824
2021-02-26,20.306
2021-02-27,20.306
2021-02-28,20.306
2021-03-01,19.893
2021-03-02,19.993
2021-03-03,19.119
2021-03-04,18.405
2021-03-05,18.713
2021-03-06,18.713
2021-03-07,18.713
2021-03-08,18.298
2021-03-09,18.959
2021-03-10,19.808
2021-03-11,21.029
2021-03-12,20.508
2021-03-13,20.508
2021-03-14,20.508
2021-03-15,20.711
2021-03-16,20.258
2021-03-17,20.33
2021-03-18,19.888
2021-03-19,19.755
2021-03-20,19.755
2021-03-21,19.755
2021-03-22,19.839
2021-03-23,19.099
2021-03-24,19.12
2021-03-25,19.42
2021-03-26,19.611
2021-03-27,19.611
2021-03-28,19.611
2021-03-29,19.091
2021-03-30,18.958
2021-03-31,19.052
2021-04-01,19.656
2021-04-02,19.656
2021-04-03,19.656
2021-04-04,19.656
2021-04-05,19.588
2021-04-06,19.936
2021-04-07,18.738
2021-04-08,19.06
2021-04-09,19.21
2021-04-10,19.21
2021-04-11,19.21
2021-04-12,19.261
2021-04-13,19.374
2021-04-14,20.503
2021-04-15,20.178
2021-04-16,20.382
2021-04-17,20.382
2021-04-18,20.382
2021-04-19,21.115
2021-04-20,19.911
2021-04-21,20.519
2021-04-22,20.887
2021-04-23,21.615
2021-04-24,21.615
2021-04-25,21.615
2021-04-26,22.867
2021-04-27,22.757
2021-04-28,22.711
2021-04-29,22.472
2021-04-30,22.546
2021-05-01,22.546
2021-05-02,22.546
2021-05-03,22.253
2021-05-04,21.733
2021-05-05,22.409
2021-05-06,19.55
2021-05-07,20.815
2021-05-08,20.815
2021-05-09,20.815
2021-05-10,20.155
2021-05-11,20.284
2021-05-12,19.538
2021-05-13,19.928
2021-05-14,20.702
2021-05-15,20.702
2021-05-16,20.702
2021-05-17,19.941
2021-05-18,20.138
2021-05-19,19.839
2021-05-20,19.966
2021-05-21,20.167
2021-05-22,20.167
2021-05-23,20.167
2021-05-24,20.169
2021-05-25,19.97
2021-05-26,20.498
2021-05-27,21.302
2021-05-28,21.115
2021-05-29,21.115
2021-05-30,21.115
2021-05-31,21.115
2021-06-01,21.665
2021-06-02,21.538
2021-06-03,21.261
2021-06-04,21.94
2021-06-05,21.94
2021-06-06,21.94
2021-06-07,21.591
2021-06-08,22.252
2021-06-09,22.045
2021-06-10,21.259
2021-06-11,21.564
2021-06-12,21.564
2021-06-13,21.564
2021-06-14,21.33
2021-06-15,21.038
2021-06-16,20.943
2021-06-17,20.764
2021-06-18,20.016
2021-06-19,20.016
2021-06-20,20.016
2021-06-21,20.452
2021-06-22,20.474
2021-06-23,20.739
2021-06-24,21.03
2021-06-25,21.131
2021-06-26,21.131
2021-06-27,21.131
2021-06-28,21.42
2021-06-29,21.229
2021-06-30,21.346
2021-07-01,21.798
2021-07-02,21.623
2021-07-03,21.623
2021-07-04,21.623
2021-07-05,21.623
2021-07-06,21.358
2021-07-07,21.546
2021-07-08,21.276
2021-07-09,22.239
2021-07-10,22.239
2021-07-11,22.239
2021-07-12,23.757
2021-07-13,23.424
2021-07-14,23.127
2021-07-15,23.422
2021-07-16,22.771
2021-07-17,22.771
2021-07-18,22.771
2021-07-19,22.445
2021-07-20,23.601
2021-07-21,23.976
2021-07-22,24.296
2021-07-23,23.992
2021-07-24,23.992
2021-07-25,23.992
2021-07-26,24.558
2021-07-27,23.82
2021-07-28,24.52
2021-07-29,25.564
2021-07-30,25.969
2021-07-31,25.969
2021-08-01,25.969
2021-08-02,26.078
2021-08-03,24.492
2021-08-04,24.475
2021-08-05,29.044
2021-08-06,29.541
2021-08-07,29.541
2021-08-08,29.541
2021-08-09,30.15
2021-08-10,31.147
2021-08-11,30.75
2021-08-12,30.818
2021-08-13,30.646
2021-08-14,30.646
2021-08-15,30.646
2021-08-16,29.432
2021-08-17,28.201
2021-08-18,28.367
2021-08-19,27.797
2021-08-20,28.621
2021-08-21,28.621
2021-08-22,28.621
2021-08-23,29.697
2021-08-24,29.862
2021-08-25,30.509
2021-08-26,30.057
2021-08-27,30.832
2021-08-28,30.832
2021-08-29,30.832
2021-08-30,30.875
2021-08-31,30.844
2021-09-01,31.165
2021-09-02,31.794
2021-09-03,31.511
2021-09-04,31.511
2021-09-05,31.511
2021-09-06,31.511
2021-09-07,29.175
2021-09-08,29.255
2021-09-09,29.76
2021-09-10,29.043
2021-09-11,29.043
2021-09-12,29.043
2021-09-13,24.916
2021-09-14,25.062
2021-09-15,25.444
2021-09-16,25.189
2021-09-17,24.71
2021-09-18,24.71
2021-09-19,24.71
2021-09-20,23.471
2021-09-21,23.581
2021-09-22,24.321
2021-09-23,24.96
2021-09-24,24.661
2021-09-25,24.661
2021-09-26,24.661
2021-09-27,24.209
2021-09-28,23.577
2021-09-29,23.851
2021-09-30,23.851
2021-10-01,23.843
2021-10-02,23.843
2021-10-03,23.843
2021-10-04,23.317
2021-10-05,24.095
2021-10-06,24.093
2021-10-07,24.086
2021-10-08,23.301
2021-10-09,23.301
2021-10-10,23.301
2021-10-11,23.204
2021-10-12,23.877
2021-10-13,24.37
2021-10-14,25.206
2021-10-15,24.927
2021-10-16,24.927
2021-10-17,24.927
2021-10-18,25.814
2021-10-19,25.709
2021-10-20,25.624
2021-10-21,25.514
2021-10-22,25.226
2021-10-23,25.226
2021-10-24,25.226
2021-10-25,26.09
2021-10-26,25.732
2021-10-27,25.252
2021-10-28,26.827
2021-10-29,27.292
2021-10-30,27.292
2021-10-31,27.292
2021-11-01,27.88
2021-11-02,28.332
2021-11-03,28.542
2021-11-04,28.785
2021-11-05,27.527
2021-11-06,27.527
2021-11-07,27.527
2021-11-08,27.918
2021-11-09,27.522
2021-11-10,26.638
2021-11-11,27.058
2021-11-12,27.464
2021-11-13,27.464
2021-11-14,27.464
2021-11-15,26.956
2021-11-16,27.073
2021-11-17,27.165
2021-11-18,26.72
2021-11-19,27.378
2021-11-20,27.378
2021-11-21,27.378
2021-11-22,27.609
2021-11-23,26.768
2021-11-24,26.702
2021-11-25,26.702
2021-11-26,25.96
2021-11-27,25.96
2021-11-28,25.96
2021-11-29,26.839
2021-11-30,25.925
2021-12-01,25.279
2021-12-02,25.429
2021-12-03,24.464
2021-12-04,24.464
2021-12-05,24.464
2021-12-06,24.179
2021-12-07,25.248
2021-12-08,25.745
2021-12-09,25.047
2021-12-10,25.573
2021-12-11,25.573
2021-12-12,25.573
2021-12-13,24.204
2021-12-14,23.72
2021-12-15,23.327
2021-12-16,22.501
2021-12-17,22.399
2021-12-18,22.399
2021-12-19,22.399
2021-12-20,21.255
2021-12-21,21.492
2021-12-22,21.629
2021-12-23,21.885
2021-12-24,21.885
2021-12-25,21.885
2021-12-26,21.885
2021-12-27,22.385
2021-12-28,22.356
2021-12-29,22.33
2021-12-30,22.505
2021-12-31,22.449
2022-01-01,22.449
2022-01-02,22.449
2022-01-03,22.727
2022-01-04,23.295
2022-01-05,22.629
2022-01-06,22.412
2022-01-07,22.577
2022-01-08,22.577
2022-01-09,22.577
2022-01-10,21.711
2022-01-11,22.974
2022-01-12,23.06
2022-01-13,22.501
2022-01-14,22.352
2022-01-15,22.352
2022-01-16,22.352
2022-01-17,22.352
2022-01-18,21.647
2022-01-19,21.015
2022-01-20,20.772
2022-01-21,20.351
2022-01-22,20.351
2022-01-23,20.351
2022-01-24,20.271
2022-01-25,19.706
2022-01-26,19.669
2022-01-27,19.651
2022-01-28,19.727
2022-01-29,19.727
2022-01-30,19.727
2022-01-31,21.115
2022-02-01,21.542
2022-02-02,21.187
2022-02-03,20.572
2022-02-04,20.789
2022-02-05,20.789
2022-02-06,20.789
2022-02-07,21.151
2022-02-08,21.816
2022-02-09,22.753
2022-02-10,22.716
2022-02-11,22.22
2022-02-12,22.22
2022-02-13,22.22
2022-02-14,21.911
2022-02-15,23.231
2022-02-16,23.895
2022-02-17,19.315
2022-02-18,17.841
2022-02-19,17.841
2022-02-20,17.841
2022-02-21,17.841
2022-02-22,18.808
2022-02-23,17.842
2022-02-24,18.058
2022-02-25,18.818
2022-02-26,18.818
2022-02-27,18.818
2022-02-28,19.353
2022-03-01,18.419
2022-03-02,18.881
2022-03-03,18.36
2022-03-04,17.645
2022-03-05,17.645
2022-03-06,17.645
2022-03-07,16.957
2022-03-08,17.809
2022-03-09,18.439
2022-03-10,18.561
2022-03-11,18.206
2022-03-12,18.206
2022-03-13,18.206
2022-03-14,17.371
2022-03-15,17.929
2022-03-16,18.845
2022-03-17,19.39
2022-03-18,19.574
2022-03-19,19.574
2022-03-20,19.574
2022-03-21,19.618
2022-03-22,20.301
2022-03-23,20.559
2022-03-24,21.145
2022-03-25,21.484
2022-03-26,21.484
2022-03-27,21.484
2022-03-28,21.164
2022-03-29,21.968
2022-03-30,22.034
2022-03-31,21.836
2022-04-01,22.056
2022-04-02,22.056
2022-04-03,22.056
2022-04-04,22.324
2022-04-05,21.034
2022-04-06,20.47
2022-04-07,20.506
2022-04-08,20.424
2022-04-09,20.424
2022-04-10,20.424
2022-04-11,19.94
2022-04-12,19.845
2022-04-13,20.569
2022-04-14,20.414
2022-04-15,20.414
2022-04-16,20.414
2022-04-17,20.414
2022-04-18,20.295
2022-04-19,20.98
2022-04-20,20.888
2022-04-21,19.931
2022-04-22,19.296
2022-04-23,19.296
2022-04-24,19.296
2022-04-25,19.086
2022-04-26,18.057
2022-04-27,18.487
2022-04-28,18.779
2022-04-29,18.545
2022-04-30,18.545
2022-05-01,18.545
2022-05-02,18.409
2022-05-03,18.958
2022-05-04,20.722
2022-05-05,19.568
2022-05-06,18.257
2022-05-07,18.257
2022-05-08,18.257
2022-05-09,15.234
2022-05-10,15.22
2022-05-11,14.642
2022-05-12,14.654
2022-05-13,15.709
2022-05-14,15.709
2022-05-15,15.709
2022-05-16,15.537
2022-05-17,16.423
2022-05-18,16.2
2022-05-19,16.413
2022-05-20,16.232
2022-05-21,16.232
2022-05-22,16.232
2022-05-23,16.372
2022-05-24,16.052
2022-05-25,14.472
2022-05-26,15.54
2022-05-27,16.507
2022-05-28,16.507
2022-05-29,16.507
2022-05-30,16.507
2022-05-31,15.868
2022-06-01,14.631
2022-06-02,15.311
2022-06-03,15.279
2022-06-04,15.279
2022-06-05,15.279
2022-06-06,14.921
2022-06-07,14.927
2022-06-08,14.68
2022-06-09,14.016
2022-06-10,13.731
2022-06-11,13.731
2022-06-12,13.731
2022-06-13,12.882
2022-06-14,12.946
2022-06-15,12.468
2022-06-16,11.72
2022-06-17,12.292
2022-06-18,12.292
2022-06-19,12.292
2022-06-20,12.292
2022-06-21,12.541
2022-06-22,12.552
2022-06-23,12.425
2022-06-24,13.075
2022-06-25,13.075
2022-06-26,13.075
2022-06-27,13.0
2022-06-28,12.803
2022-06-29,12.155
2022-06-30,11.988
2022-07-01,11.768
2022-07-02,11.768
2022-07-03,11.768
2022-07-04,11.768
2022-07-05,11.348
2022-07-06,11.227
2022-07-07,11.501
2022-07-08,11.578
2022-07-09,11.578
2022-07-10,11.578
2022-07-11,11.235
2022-07-12,11.01
2022-07-13,11.02
2022-07-14,11.329
2022-07-15,11.562
2022-07-16,11.562
2022-07-17,11.562
2022-07-18,11.745
2022-07-19,12.155
2022-07-20,12.614
2022-07-21,12.964
2022-07-22,12.727
2022-07-23,12.727
2022-07-24,12.727
2022-07-25,13.078
2022-07-26,12.936
2022-07-27,13.464
2022-07-28,13.58
2022-07-29,14.04
2022-07-30,14.04
2022-07-31,14.04
2022-08-01,13.65
2022-08-02,13.625
2022-08-03,13.088
2022-08-04,12.106
2022-08-05,11.938
2022-08-06,11.938
2022-08-07,11.938
2022-08-08,11.704
2022-08-09,11.695
2022-08-10,12.395
2022-08-11,12.701
2022-08-12,13.459
2022-08-13,13.459
2022-08-14,13.459
2022-08-15,13.579
2022-08-16,13.411
2022-08-17,13.259
2022-08-18,13.349
2022-08-19,12.896
2022-08-20,12.896
2022-08-21,12.896
2022-08-22,13.167
2022-08-23,13.422
2022-08-24,13.749
2022-08-25,14.122
2022-08-26,13.735
2022-08-27,13.735
2022-08-28,13.735
2022-08-29,13.583
2022-08-30,13.023
2022-08-31,12.793
2022-09-01,12.268
2022-09-02,12.408
2022-09-03,12.408
2022-09-04,12.408
2022-09-05,12.408
2022-09-06,12.733
2022-09-07,13.29
2022-09-08,13.872
2022-09-09,14.298
2022-09-10,14.298
2022-09-11,14.298
2022-09-12,13.936
2022-09-13,13.989
2022-09-14,14.409
2022-09-15,13.474
2022-09-16,13.5
2022-09-17,13.5
2022-09-18,13.5
2022-09-19,13.953
2022-09-20,13.516
2022-09-21,13.393
2022-09-22,12.788
2022-09-23,12.661
2022-09-24,12.661
2022-09-25,12.661
2022-09-26,12.612
2022-09-27,12.834
2022-09-28,13.227
2022-09-29,12.288
2022-09-30,12.242
2022-10-01,12.242
2022-10-02,12.242
2022-10-03,12.534
2022-10-04,12.994
2022-10-05,12.674
2022-10-06,12.864
2022-10-07,12.479
2022-10-08,12.479
2022-10-09,12.479
2022-10-10,12.645
2022-10-11,12.413
2022-10-12,10.941
2022-10-13,11.145
2022-10-14,10.338
2022-10-15,10.338
2022-10-16,10.338
2022-10-17,10.798
2022-10-18,10.957
2022-10-19,11.167
2022-10-20,10.605
2022-10-21,11.212
2022-10-22,11.212
2022-10-23,11.212
2022-10-24,11.235
2022-10-25,11.686
2022-10-26,11.716
2022-10-27,11.717
2022-10-28,11.633
2022-10-29,11.633
2022-10-30,11.633
2022-10-31,11.621
2022-11-01,11.585
2022-11-02,10.863
2022-11-03,10.942
2022-11-04,11.35
2022-11-05,11.35
2022-11-06,11.35
2022-11-07,11.231
2022-11-08,12.003
