,ALB US Equity
2022-11-09,11.772
2022-11-10,12.632
2022-11-11,12.814
2022-11-12,12.814
2022-11-13,12.814
2022-11-14,12.458
2022-11-15,11.651
2022-11-16,11.618
2022-11-17,11.24
2022-11-18,11.221
2022-11-19,11.221
2022-11-20,11.221
2022-11-21,11.46
2022-11-22,11.462
2022-11-23,11.22
2022-11-24,11.22
2022-11-25,10.782
2022-11-26,10.782
2022-11-27,10.782
2022-11-28,10.62
2022-11-29,10.776
2022-11-30,11.094
2022-12-01,10.986
2022-12-02,11.334
2022-12-03,11.334
2022-12-04,11.334
2022-12-05,10.575
2022-12-06,10.286
2022-12-07,10.271
2022-12-08,10.208
2022-12-09,10.097
2022-12-10,10.097
2022-12-11,10.097
2022-12-12,10.341
2022-12-13,10.442
2022-12-14,9.851
2022-12-15,9.593
2022-12-16,9.688
2022-12-17,9.688
2022-12-18,9.688
2022-12-19,9.308
2022-12-20,9.314
2022-12-21,9.279
2022-12-22,8.969
2022-12-23,9.008
2022-12-24,9.008
2022-12-25,9.008
2022-12-26,9.008
2022-12-27,8.5
2022-12-28,8.495
2022-12-29,8.631
2022-12-30,8.607
2022-12-31,8.607
2023-01-01,8.607
2023-01-02,8.607
2023-01-03,8.513
2023-01-04,8.944
2023-01-05,8.746
2023-01-06,8.867
2023-01-07,8.867
2023-01-08,8.867
2023-01-09,8.961
2023-01-10,9.131
2023-01-11,9.785
2023-01-12,10.06
2023-01-13,10.02
2023-01-14,10.02
2023-01-15,10.02
2023-01-16,10.02
2023-01-17,10.054
2023-01-18,10.084
2023-01-19,9.89
2023-01-20,10.278
2023-01-21,10.278
2023-01-22,10.278
2023-01-23,10.628
2023-01-24,10.489
2023-01-25,10.205
2023-01-26,10.524
2023-01-27,10.609
2023-01-28,10.609
2023-01-29,10.609
2023-01-30,10.153
2023-01-31,10.678
2023-02-01,10.847
2023-02-02,11.008
2023-02-03,10.633
2023-02-04,10.633
2023-02-05,10.633
2023-02-06,10.247
2023-02-07,10.341
2023-02-08,9.927
2023-02-09,9.899
2023-02-10,9.932
2023-02-11,9.932
2023-02-12,9.932
2023-02-13,9.993
2023-02-14,10.021
2023-02-15,9.99
2023-02-16,10.236
2023-02-17,9.103
2023-02-18,9.103
2023-02-19,9.103
2023-02-20,9.103
2023-02-21,8.552
2023-02-22,8.841
2023-02-23,9.107
2023-02-24,8.951
2023-02-25,8.951
2023-02-26,8.951
2023-02-27,9.063
2023-02-28,8.896
2023-03-01,8.836
2023-03-02,8.777
2023-03-03,9.092
2023-03-04,9.092
2023-03-05,9.092
2023-03-06,9.005
2023-03-07,8.725
2023-03-08,8.792
2023-03-09,8.22
2023-03-10,7.816
2023-03-11,7.816
2023-03-12,7.816
2023-03-13,7.742
2023-03-14,7.824
2023-03-15,7.443
2023-03-16,7.464
2023-03-17,7.278
2023-03-18,7.278
2023-03-19,7.278
2023-03-20,7.443
2023-03-21,7.782
2023-03-22,7.544
2023-03-23,7.528
2023-03-24,7.603
2023-03-25,7.603
2023-03-26,7.603
2023-03-27,7.641
2023-03-28,7.616
2023-03-29,7.836
2023-03-30,7.765
2023-03-31,7.716
2023-04-01,7.716
2023-04-02,7.716
2023-04-03,7.651
2023-04-04,7.341
2023-04-05,7.061
2023-04-06,6.988
2023-04-07,6.988
2023-04-08,6.988
2023-04-09,6.988
2023-04-10,7.293
2023-04-11,7.421
2023-04-12,7.465
2023-04-13,7.567
2023-04-14,7.711
2023-04-15,7.711
2023-04-16,7.711
2023-04-17,7.785
2023-04-18,7.761
2023-04-19,7.842
2023-04-20,7.429
2023-04-21,6.686
2023-04-22,6.686
2023-04-23,6.686
2023-04-24,7.116
2023-04-25,6.834
2023-04-26,7.009
2023-04-27,7.195
2023-04-28,7.174
2023-04-29,7.174
2023-04-30,7.174
2023-05-01,6.954
2023-05-02,6.802
2023-05-03,6.803
2023-05-04,7.26
2023-05-05,7.648
2023-05-06,7.648
2023-05-07,7.648
2023-05-08,8.014
2023-05-09,8.5
2023-05-10,8.471
2023-05-11,8.737
2023-05-12,8.617
2023-05-13,8.617
2023-05-14,8.617
2023-05-15,8.967
2023-05-16,9.051
2023-05-17,9.131
2023-05-18,9.362
2023-05-19,9.095
2023-05-20,9.095
2023-05-21,9.095
2023-05-22,9.2
2023-05-23,9.725
2023-05-24,9.552
2023-05-25,9.225
2023-05-26,9.181
2023-05-27,9.181
2023-05-28,9.181
2023-05-29,9.181
2023-05-30,9.085
2023-05-31,8.83
2023-06-01,8.922
2023-06-02,9.507
2023-06-03,9.507
2023-06-04,9.507
2023-06-05,9.688
2023-06-06,10.014
2023-06-07,10.282
2023-06-08,10.32
2023-06-09,10.361
2023-06-10,10.361
2023-06-11,10.361
2023-06-12,10.27
2023-06-13,10.694
2023-06-14,10.598
2023-06-15,10.81
2023-06-16,10.681
2023-06-17,10.681
2023-06-18,10.681
2023-06-19,10.681
2023-06-20,10.871
2023-06-21,10.785
2023-06-22,10.589
