,BIIB US Equity
2023-06-23,17.329
2023-06-24,17.329
2023-06-25,17.329
2023-06-26,17.15
2023-06-27,17.233
2023-06-28,17.298
2023-06-29,17.183
2023-06-30,17.349
2023-07-01,17.349
2023-07-02,17.349
2023-07-03,17.385
2023-07-04,17.385
2023-07-05,17.412
2023-07-06,17.344
2023-07-07,16.751
2023-07-08,16.751
2023-07-09,16.751
2023-07-10,17.141
2023-07-11,16.92
2023-07-12,16.786
2023-07-13,16.76
2023-07-14,16.818
2023-07-15,16.818
2023-07-16,16.818
2023-07-17,16.775
2023-07-18,16.64
2023-07-19,16.645
2023-07-20,16.446
2023-07-21,16.529
2023-07-22,16.529
2023-07-23,16.529
2023-07-24,16.581
2023-07-25,16.156
2023-07-26,15.945
2023-07-27,15.76
2023-07-28,15.981
2023-07-29,15.981
2023-07-30,15.981
2023-07-31,16.338
2023-08-01,16.284
2023-08-02,16.42
2023-08-03,16.127
2023-08-04,16.179
2023-08-05,16.179
2023-08-06,16.179
2023-08-07,16.347
2023-08-08,16.521
2023-08-09,16.343
2023-08-10,16.208
2023-08-11,16.397
2023-08-12,16.397
2023-08-13,16.397
2023-08-14,16.396
2023-08-15,16.244
2023-08-16,15.946
2023-08-17,15.72
2023-08-18,15.699
2023-08-19,15.699
2023-08-20,15.699
2023-08-21,15.934
2023-08-22,15.809
2023-08-23,15.918
2023-08-24,15.776
2023-08-25,15.896
2023-08-26,15.896
2023-08-27,15.896
2023-08-28,15.933
2023-08-29,16.111
2023-08-30,16.061
2023-08-31,16.072
2023-09-01,16.012
2023-09-02,16.012
2023-09-03,16.012
2023-09-04,16.012
2023-09-05,15.931
2023-09-06,15.777
2023-09-07,15.635
2023-09-08,15.494
2023-09-09,15.494
2023-09-10,15.494
2023-09-11,15.496
2023-09-12,15.467
2023-09-13,15.316
2023-09-14,15.34
2023-09-15,15.249
2023-09-16,15.249
2023-09-17,15.249
2023-09-18,15.159
2023-09-19,15.361
2023-09-20,15.625
2023-09-21,15.529
2023-09-22,15.454
2023-09-23,15.454
2023-09-24,15.454
2023-09-25,15.294
2023-09-26,15.476
2023-09-27,15.444
2023-09-28,15.463
2023-09-29,15.414
2023-09-30,15.414
2023-10-01,15.414
2023-10-02,15.182
2023-10-03,15.089
2023-10-04,15.454
2023-10-05,15.611
2023-10-06,15.82
2023-10-07,15.82
2023-10-08,15.82
2023-10-09,15.804
2023-10-10,15.755
2023-10-11,15.985
2023-10-12,15.653
2023-10-13,15.749
2023-10-14,15.749
2023-10-15,15.749
2023-10-16,16.091
2023-10-17,16.06
2023-10-18,15.873
2023-10-19,15.489
2023-10-20,15.494
2023-10-21,15.494
2023-10-22,15.494
2023-10-23,15.25
2023-10-24,15.178
2023-10-25,14.897
2023-10-26,14.554
2023-10-27,14.158
2023-10-28,14.158
2023-10-29,14.158
2023-10-30,14.32
2023-10-31,14.34
2023-11-01,14.465
2023-11-02,14.602
2023-11-03,15.063
2023-11-04,15.063
2023-11-05,15.063
2023-11-06,15.025
2023-11-07,14.842
2023-11-08,14.399
2023-11-09,14.137
2023-11-10,14.241
2023-11-11,14.241
2023-11-12,14.241
2023-11-13,14.085
2023-11-14,14.129
2023-11-15,14.403
2023-11-16,14.393
2023-11-17,14.301
2023-11-18,14.301
2023-11-19,14.301
2023-11-20,14.433
2023-11-21,14.505
2023-11-22,14.611
2023-11-23,14.611
2023-11-24,14.655
2023-11-25,14.655
2023-11-26,14.655
2023-11-27,14.456
2023-11-28,14.368
2023-11-29,14.662
2023-11-30,14.79
2023-12-01,14.825
2023-12-02,14.825
2023-12-03,14.825
2023-12-04,14.712
2023-12-05,14.533
2023-12-06,14.802
2023-12-07,15.138
2023-12-08,15.149
2023-12-09,15.149
2023-12-10,15.149
2023-12-11,15.589
2023-12-12,15.79
2023-12-13,16.203
2023-12-14,16.266
2023-12-15,15.732
2023-12-16,15.732
2023-12-17,15.732
2023-12-18,15.867
2023-12-19,15.953
2023-12-20,15.715
2023-12-21,16.076
2023-12-22,16.335
2023-12-23,16.335
2023-12-24,16.335
2023-12-25,16.335
2023-12-26,16.508
2023-12-27,16.586
2023-12-28,16.501
2023-12-29,16.386
2023-12-30,16.386
2023-12-31,16.386
2024-01-01,16.386
2024-01-02,16.952
2024-01-03,16.665
2024-01-04,16.466
2024-01-05,16.289
2024-01-06,16.289
2024-01-07,16.289
2024-01-08,16.295
2024-01-09,16.16
2024-01-10,16.058
2024-01-11,15.615
2024-01-12,15.672
2024-01-13,15.672
2024-01-14,15.672
2024-01-15,15.672
2024-01-16,15.55
2024-01-17,15.492
2024-01-18,15.599
2024-01-19,15.788
2024-01-20,15.788
2024-01-21,15.788
2024-01-22,15.802
2024-01-23,16.017
2024-01-24,15.755
2024-01-25,15.708
2024-01-26,15.669
2024-01-27,15.669
2024-01-28,15.669
2024-01-29,15.831
2024-01-30,15.803
2024-01-31,15.776
2024-02-01,15.851
2024-02-02,15.592
2024-02-03,15.592
2024-02-04,15.592
2024-02-05,15.489
2024-02-06,15.705
2024-02-07,15.385
2024-02-08,15.369
2024-02-09,15.413
2024-02-10,15.413
2024-02-11,15.413
2024-02-12,15.616
2024-02-13,14.338
2024-02-14,13.927
2024-02-15,14.127
2024-02-16,13.983
2024-02-17,13.983
2024-02-18,13.983
2024-02-19,13.983
2024-02-20,14.162
2024-02-21,14.285
2024-02-22,14.373
2024-02-23,14.427
2024-02-24,14.427
2024-02-25,14.427
2024-02-26,14.452
2024-02-27,14.467
2024-02-28,14.325
2024-02-29,14.018
2024-03-01,14.276
2024-03-02,14.276
2024-03-03,14.276
2024-03-04,14.269
2024-03-05,14.025
2024-03-06,14.046
2024-03-07,14.162
2024-03-08,14.413
2024-03-09,14.413
2024-03-10,14.413
2024-03-11,14.854
2024-03-12,14.679
2024-03-13,14.627
2024-03-14,14.179
2024-03-15,14.159
2024-03-16,14.159
2024-03-17,14.159
2024-03-18,14.165
2024-03-19,14.115
2024-03-20,14.084
2024-03-21,14.252
2024-03-22,14.081
2024-03-23,14.081
2024-03-24,14.081
2024-03-25,13.99
2024-03-26,13.688
2024-03-27,13.967
2024-03-28,13.921
2024-03-29,13.921
2024-03-30,13.921
2024-03-31,13.921
2024-04-01,13.87
2024-04-02,13.413
2024-04-03,13.331
2024-04-04,13.265
2024-04-05,13.176
2024-04-06,13.176
2024-04-07,13.176
2024-04-08,13.246
