,2061517D US Equity
,BEST_PE_RATIO
2020-01-01,27.8
2020-01-02,28.722
2020-01-03,28.632
2020-01-04,28.632
2020-01-05,28.632
2020-01-06,29.12
2020-01-07,29.538
2020-01-08,30.147
2020-01-09,31.31
2020-01-10,31.756
2020-01-11,31.756
2020-01-12,31.756
2020-01-13,31.94
2020-01-14,32.202
2020-01-15,32.23
2020-01-16,32.276
2020-01-17,32.575
2020-01-18,32.575
2020-01-19,32.575
2020-01-20,32.575
2020-01-21,32.356
2020-01-22,32.326
2020-01-23,32.32
2020-01-24,32.255
2020-01-25,32.255
2020-01-26,32.255
2020-01-27,31.31
2020-01-28,31.945
2020-01-29,32.792
2020-01-30,28.267
2020-01-31,27.491
2020-02-01,27.491
2020-02-02,27.491
2020-02-03,27.382
2020-02-04,28.281
2020-02-05,29.11
2020-02-06,29.556
2020-02-07,29.824
2020-02-08,29.824
2020-02-09,29.824
2020-02-10,30.018
2020-02-11,29.702
2020-02-12,29.748
2020-02-13,29.295
2020-02-14,29.418
2020-02-15,29.418
2020-02-16,29.418
2020-02-17,29.418
2020-02-18,29.397
2020-02-19,29.635
2020-02-20,28.983
2020-02-21,28.505
2020-02-22,28.505
2020-02-23,28.505
2020-02-24,27.227
2020-02-25,26.571
2020-02-26,26.245
2020-02-27,24.258
2020-02-28,24.61
2020-02-29,24.61
2020-03-01,24.61
2020-03-02,25.192
2020-03-03,24.672
2020-03-04,25.462
2020-03-05,25.113
2020-03-06,23.822
2020-03-07,23.822
2020-03-08,23.822
2020-03-09,20.97
2020-03-10,22.082
2020-03-11,21.904
2020-03-12,20.444
2020-03-13,22.211
2020-03-14,22.211
2020-03-15,22.211
2020-03-16,20.616
2020-03-17,20.91
2020-03-18,20.737
2020-03-19,20.016
2020-03-20,17.81
2020-03-21,17.81
2020-03-22,17.81
2020-03-23,18.344
2020-03-24,19.988
2020-03-25,21.217
2020-03-26,22.885
2020-03-27,22.178
2020-03-28,22.178
2020-03-29,22.178
2020-03-30,22.843
2020-03-31,22.171
2020-04-01,20.819
2020-04-02,20.844
2020-04-03,20.709
2020-04-04,20.709
2020-04-05,20.709
2020-04-06,21.786
2020-04-07,21.444
2020-04-08,22.125
2020-04-09,22.677
2020-04-10,22.677
2020-04-11,22.677
2020-04-12,22.677
2020-04-13,22.558
2020-04-14,23.337
2020-04-15,22.509
2020-04-16,22.717
2020-04-17,23.403
2020-04-18,23.403
2020-04-19,23.403
2020-04-20,22.701
2020-04-21,21.453
2020-04-22,22.379
2020-04-23,22.348
2020-04-24,22.472
2020-04-25,22.472
2020-04-26,22.472
2020-04-27,22.841
2020-04-28,22.974
2020-04-29,24.425
2020-04-30,24.328
2020-05-01,22.612
2020-05-02,22.612
2020-05-03,22.612
2020-05-04,23.676
2020-05-05,24.345
2020-05-06,24.68
2020-05-07,26.373
2020-05-08,26.574
2020-05-09,26.574
2020-05-10,26.574
2020-05-11,26.416
2020-05-12,26.064
2020-05-13,24.721
2020-05-14,24.819
2020-05-15,24.785
2020-05-16,24.785
2020-05-17,24.785
2020-05-18,24.845
2020-05-19,25.078
2020-05-20,25.173
2020-05-21,24.935
2020-05-22,25.104
2020-05-23,25.104
2020-05-24,25.104
2020-05-25,25.104
2020-05-26,25.755
2020-05-27,26.878
2020-05-28,27.684
2020-05-29,27.925
2020-05-30,27.925
2020-05-31,27.925
2020-06-01,29.088
2020-06-02,28.895
2020-06-03,29.736
2020-06-04,28.702
2020-06-05,29.162
2020-06-06,29.162
2020-06-07,29.162
2020-06-08,29.482
2020-06-09,28.623
2020-06-10,28.295
2020-06-11,25.75
2020-06-12,26.221
2020-06-13,26.221
2020-06-14,26.221
2020-06-15,26.697
2020-06-16,27.195
2020-06-17,26.576
2020-06-18,26.618
2020-06-19,26.455
2020-06-20,26.455
2020-06-21,26.455
2020-06-22,27.032
2020-06-23,27.35
2020-06-24,26.553
2020-06-25,27.037
2020-06-26,26.729
2020-06-27,26.729
2020-06-28,26.729
2020-06-29,27.221
2020-06-30,27.266
2020-07-01,27.329
2020-07-02,27.392
2020-07-03,27.392
2020-07-04,27.392
2020-07-05,27.392
2020-07-06,27.332
2020-07-07,26.871
2020-07-08,27.316
2020-07-09,27.45
2020-07-10,26.174
2020-07-11,26.174
2020-07-12,26.174
2020-07-13,25.339
2020-07-14,24.753
2020-07-15,25.592
2020-07-16,25.005
2020-07-17,25.013
2020-07-18,25.013
2020-07-19,25.013
2020-07-20,25.274
2020-07-21,25.526
2020-07-22,25.682
2020-07-23,25.429
2020-07-24,25.326
2020-07-25,25.326
2020-07-26,25.326
2020-07-27,25.613
2020-07-28,25.263
2020-07-29,25.542
2020-07-30,25.513
2020-07-31,25.595
2020-08-01,25.595
2020-08-02,25.595
2020-08-03,25.9
2020-08-04,26.268
2020-08-05,26.942
2020-08-06,26.863
2020-08-07,27.063
2020-08-08,27.063
2020-08-09,27.063
2020-08-10,26.75
2020-08-11,25.605
2020-08-12,23.562
2020-08-13,26.063
2020-08-14,24.571
2020-08-15,24.571
2020-08-16,24.571
2020-08-17,25.061
2020-08-18,25.148
2020-08-19,25.323
2020-08-20,25.586
2020-08-21,25.514
2020-08-22,25.514
2020-08-23,25.514
2020-08-24,25.978
2020-08-25,25.458
2020-08-26,25.801
2020-08-27,25.591
2020-08-28,25.819
2020-08-29,25.819
2020-08-30,25.819
2020-08-31,25.632
2020-09-01,26.382
2020-09-02,26.757
2020-09-03,26.184
2020-09-04,25.819
2020-09-05,25.819
2020-09-06,25.819
2020-09-07,25.819
2020-09-08,24.937
2020-09-09,25.414
2020-09-10,25.067
2020-09-11,24.976
2020-09-12,24.976
2020-09-13,24.976
2020-09-14,25.597
2020-09-15,26.092
2020-09-16,26.19
2020-09-17,26.132
2020-09-18,26.069
2020-09-19,26.069
2020-09-20,26.069
2020-09-21,25.896
2020-09-22,26.322
2020-09-23,24.863
2020-09-24,24.857
2020-09-25,25.524
2020-09-26,25.524
2020-09-27,25.524
2020-09-28,25.628
2020-09-29,25.417
2020-09-30,25.293
2020-10-01,25.526
2020-10-02,25.283
2020-10-03,25.283
2020-10-04,25.283
2020-10-05,25.123
2020-10-06,24.811
2020-10-07,25.524
2020-10-08,25.754
2020-10-09,26.454
2020-10-10,26.454
2020-10-11,26.454
2020-10-12,26.759
2020-10-13,26.695
2020-10-14,26.589
2020-10-15,26.885
2020-10-16,26.581
2020-10-17,26.581
2020-10-18,26.581
2020-10-19,26.362
2020-10-20,26.344
2020-10-21,25.976
2020-10-22,26.044
2020-10-23,25.872
2020-10-24,25.872
2020-10-25,25.872
2020-10-26,24.743
2020-10-27,24.026
2020-10-28,22.815
2020-10-29,22.358
2020-10-30,21.94
2020-10-31,21.94
2020-11-01,21.94
2020-11-02,22.196
2020-11-03,22.47
2020-11-04,23.876
2020-11-05,24.146
2020-11-06,22.97
2020-11-07,22.97
2020-11-08,22.97
2020-11-09,23.433
2020-11-10,23.813
2020-11-11,23.757
2020-11-12,23.164
2020-11-13,24.046
2020-11-14,24.046
2020-11-15,24.046
2020-11-16,24.964
2020-11-17,25.868
2020-11-18,25.583
2020-11-19,26.093
2020-11-20,26.103
2020-11-21,26.103
2020-11-22,26.103
2020-11-23,26.454
2020-11-24,26.476
2020-11-25,26.88
2020-11-26,26.88
2020-11-27,26.792
2020-11-28,26.792
2020-11-29,26.792
2020-11-30,26.772
2020-12-01,26.647
2020-12-02,26.27
2020-12-03,26.414
2020-12-04,27.021
2020-12-05,27.021
2020-12-06,27.021
2020-12-07,27.455
2020-12-08,26.639
2020-12-09,26.002
2020-12-10,26.748
2020-12-11,26.856
2020-12-12,26.856
2020-12-13,26.856
2020-12-14,26.776
2020-12-15,26.626
2020-12-16,26.485
2020-12-17,26.305
2020-12-18,25.881
2020-12-19,25.881
2020-12-20,25.881
2020-12-21,26.108
2020-12-22,26.295
2020-12-23,26.518
2020-12-24,26.403
2020-12-25,26.403
2020-12-26,26.403
2020-12-27,26.403
2020-12-28,26.002
2020-12-29,26.229
2020-12-30,26.479
2020-12-31,26.34
2021-01-01,26.34
2021-01-02,26.34
2021-01-03,26.34
2021-01-04,26.431
2021-01-05,26.542
2021-01-06,27.852
2021-01-07,28.603
2021-01-08,28.835
2021-01-09,28.835
2021-01-10,28.835
2021-01-11,28.924
2021-01-12,29.248
2021-01-13,28.508
2021-01-14,28.595
2021-01-15,28.675
2021-01-16,28.675
2021-01-17,28.675
2021-01-18,28.675
2021-01-19,29.133
2021-01-20,29.26
2021-01-21,29.032
2021-01-22,28.775
2021-01-23,28.775
2021-01-24,28.775
2021-01-25,28.56
2021-01-26,28.676
2021-01-27,27.598
2021-01-28,26.302
2021-01-29,26.168
2021-01-30,26.168
2021-01-31,26.168
