,TGT US Equity
2020-10-24,14.479
2020-10-25,14.479
2020-10-26,14.275
2020-10-27,14.19
2020-10-28,14.025
2020-10-29,13.938
2020-10-30,13.755
2020-10-31,13.755
2020-11-01,13.755
2020-11-02,13.951
2020-11-03,14.162
2020-11-04,14.153
2020-11-05,14.334
2020-11-06,14.593
2020-11-07,14.593
2020-11-08,14.593
2020-11-09,13.998
2020-11-10,14.06
2020-11-11,14.416
2020-11-12,14.401
2020-11-13,14.704
2020-11-14,14.704
2020-11-15,14.704
2020-11-16,14.911
2020-11-17,14.779
2020-11-18,14.984
2020-11-19,15.492
2020-11-20,15.577
2020-11-21,15.577
2020-11-22,15.577
2020-11-23,16.051
2020-11-24,15.73
2020-11-25,15.903
2020-11-26,15.903
2020-11-27,15.898
2020-11-28,15.898
2020-11-29,15.898
2020-11-30,15.877
2020-12-01,15.835
2020-12-02,15.601
2020-12-03,15.47
2020-12-04,15.479
2020-12-05,15.479
2020-12-06,15.479
2020-12-07,15.292
2020-12-08,15.275
2020-12-09,15.394
2020-12-10,15.247
2020-12-11,15.186
2020-12-12,15.186
2020-12-13,15.186
2020-12-14,15.122
2020-12-15,15.159
2020-12-16,15.184
2020-12-17,15.144
2020-12-18,15.072
2020-12-19,15.072
2020-12-20,15.072
2020-12-21,15.19
2020-12-22,15.242
2020-12-23,15.469
2020-12-24,15.493
2020-12-25,15.493
2020-12-26,15.493
2020-12-27,15.493
2020-12-28,15.6
2020-12-29,15.48
2020-12-30,15.378
2020-12-31,15.612
2021-01-01,15.612
2021-01-02,15.612
2021-01-03,15.612
2021-01-04,15.709
2021-01-05,15.952
2021-01-06,16.708
2021-01-07,16.9
2021-01-08,17.122
2021-01-09,17.122
2021-01-10,17.122
2021-01-11,17.27
2021-01-12,17.608
2021-01-13,17.086
2021-01-14,17.189
2021-01-15,16.91
2021-01-16,16.91
2021-01-17,16.91
2021-01-18,16.91
2021-01-19,16.205
2021-01-20,16.217
2021-01-21,16.473
2021-01-22,16.528
2021-01-23,16.528
2021-01-24,16.528
2021-01-25,16.377
2021-01-26,16.166
2021-01-27,15.354
2021-01-28,15.811
2021-01-29,15.603
2021-01-30,15.603
2021-01-31,15.603
2021-02-01,15.81
2021-02-02,15.984
2021-02-03,15.943
2021-02-04,16.242
2021-02-05,16.266
2021-02-06,16.266
2021-02-07,16.266
2021-02-08,16.704
2021-02-09,16.733
2021-02-10,16.574
2021-02-11,16.399
2021-02-12,16.487
2021-02-13,16.487
2021-02-14,16.487
2021-02-15,16.487
2021-02-16,16.473
2021-02-17,16.733
2021-02-18,16.544
2021-02-19,16.32
2021-02-20,16.32
2021-02-21,16.32
2021-02-22,16.335
2021-02-23,16.108
2021-02-24,16.17
2021-02-25,15.997
2021-02-26,15.855
2021-02-27,15.855
2021-02-28,15.855
2021-03-01,16.084
2021-03-02,14.52
2021-03-03,14.595
2021-03-04,14.277
2021-03-05,14.511
2021-03-06,14.511
2021-03-07,14.511
2021-03-08,14.87
2021-03-09,15.064
2021-03-10,15.013
2021-03-11,15.076
2021-03-12,15.134
2021-03-13,15.134
2021-03-14,15.134
2021-03-15,15.225
2021-03-16,15.15
2021-03-17,14.998
2021-03-18,15.1
2021-03-19,15.767
2021-03-20,15.767
2021-03-21,15.767
2021-03-22,15.809
2021-03-23,15.883
2021-03-24,15.829
2021-03-25,16.2
2021-03-26,16.606
2021-03-27,16.606
2021-03-28,16.606
2021-03-29,16.38
2021-03-30,16.499
2021-03-31,16.368
2021-04-01,16.587
2021-04-02,16.587
2021-04-03,16.587
2021-04-04,16.587
2021-04-05,16.97
2021-04-06,16.977
2021-04-07,16.896
2021-04-08,16.814
2021-04-09,16.971
2021-04-10,16.971
2021-04-11,16.971
2021-04-12,16.949
2021-04-13,16.936
2021-04-14,17.0
2021-04-15,17.004
2021-04-16,17.234
2021-04-17,17.234
2021-04-18,17.234
2021-04-19,17.243
2021-04-20,17.129
2021-04-21,16.97
2021-04-22,16.872
2021-04-23,16.908
2021-04-24,16.908
2021-04-25,16.908
2021-04-26,16.712
2021-04-27,16.772
2021-04-28,16.78
2021-04-29,17.02
2021-04-30,17.01
2021-05-01,17.01
2021-05-02,17.01
2021-05-03,17.34
2021-05-04,17.367
2021-05-05,17.433
2021-05-06,17.481
2021-05-07,17.622
2021-05-08,17.622
2021-05-09,17.622
2021-05-10,17.566
2021-05-11,17.173
2021-05-12,16.657
2021-05-13,16.86
2021-05-14,17.066
2021-05-15,17.066
2021-05-16,17.066
2021-05-17,16.912
2021-05-18,16.677
2021-05-19,16.552
2021-05-20,16.762
2021-05-21,16.374
2021-05-22,16.374
2021-05-23,16.374
2021-05-24,16.397
2021-05-25,16.389
2021-05-26,16.521
2021-05-27,16.54
2021-05-28,16.507
2021-05-29,16.507
2021-05-30,16.507
2021-05-31,16.507
2021-06-01,16.533
2021-06-02,16.613
2021-06-03,16.672
2021-06-04,16.829
2021-06-05,16.829
2021-06-06,16.829
2021-06-07,16.796
2021-06-08,17.102
2021-06-09,16.872
2021-06-10,16.852
2021-06-11,16.945
2021-06-12,16.945
2021-06-13,16.945
2021-06-14,16.503
2021-06-15,16.467
2021-06-16,16.375
2021-06-17,16.372
2021-06-18,16.323
2021-06-19,16.323
2021-06-20,16.323
2021-06-21,16.552
2021-06-22,16.796
2021-06-23,16.803
2021-06-24,16.982
2021-06-25,17.032
2021-06-26,17.032
2021-06-27,17.032
2021-06-28,17.083
2021-06-29,17.124
2021-06-30,17.117
2021-07-01,17.239
2021-07-02,17.459
2021-07-03,17.459
2021-07-04,17.459
2021-07-05,17.459
2021-07-06,17.379
2021-07-07,17.528
2021-07-08,17.601
2021-07-09,17.601
2021-07-10,17.601
2021-07-11,17.601
2021-07-12,17.86
2021-07-13,17.825
2021-07-14,17.958
2021-07-15,17.909
2021-07-16,17.783
2021-07-17,17.783
2021-07-18,17.783
2021-07-19,17.781
2021-07-20,18.035
2021-07-21,18.13
2021-07-22,18.198
2021-07-23,18.482
2021-07-24,18.482
2021-07-25,18.482
2021-07-26,18.47
2021-07-27,18.293
2021-07-28,18.227
2021-07-29,18.527
2021-07-30,18.484
2021-07-31,18.484
2021-08-01,18.484
2021-08-02,18.214
2021-08-03,18.565
2021-08-04,18.447
2021-08-05,18.347
2021-08-06,18.256
2021-08-07,18.256
2021-08-08,18.256
2021-08-09,18.418
2021-08-10,18.535
2021-08-11,18.46
2021-08-12,18.381
2021-08-13,18.357
2021-08-14,18.357
2021-08-15,18.357
2021-08-16,18.47
2021-08-17,17.935
2021-08-18,17.205
2021-08-19,17.054
2021-08-20,17.609
2021-08-21,17.609
2021-08-22,17.609
2021-08-23,17.549
2021-08-24,17.418
2021-08-25,17.453
2021-08-26,17.301
2021-08-27,17.316
2021-08-28,17.316
2021-08-29,17.316
2021-08-30,17.328
2021-08-31,17.163
2021-09-01,17.121
2021-09-02,17.082
2021-09-03,16.977
2021-09-04,16.977
2021-09-05,16.977
2021-09-06,16.977
2021-09-07,16.867
2021-09-08,17.3
2021-09-09,17.253
2021-09-10,17.189
2021-09-11,17.189
2021-09-12,17.189
2021-09-13,16.594
2021-09-14,16.535
2021-09-15,16.664
2021-09-16,16.856
2021-09-17,16.837
2021-09-18,16.837
2021-09-19,16.837
2021-09-20,16.528
2021-09-21,16.471
2021-09-22,16.503
2021-09-23,16.564
2021-09-24,16.48
2021-09-25,16.48
2021-09-26,16.48
2021-09-27,16.285
2021-09-28,15.934
2021-09-29,16.099
2021-09-30,15.615
2021-10-01,15.591
2021-10-02,15.591
2021-10-03,15.591
2021-10-04,15.419
2021-10-05,15.533
2021-10-06,15.483
2021-10-07,15.687
2021-10-08,15.624
2021-10-09,15.624
2021-10-10,15.624
2021-10-11,15.612
2021-10-12,15.716
2021-10-13,16.16
2021-10-14,16.525
2021-10-15,16.772
2021-10-16,16.772
2021-10-17,16.772
2021-10-18,17.314
2021-10-19,17.214
2021-10-20,17.189
2021-10-21,17.352
2021-10-22,17.469
2021-10-23,17.469
2021-10-24,17.469
2021-10-25,17.771
2021-10-26,17.66
2021-10-27,17.511
2021-10-28,17.626
2021-10-29,17.721
2021-10-30,17.721
2021-10-31,17.721
2021-11-01,17.605
2021-11-02,17.765
2021-11-03,17.775
2021-11-04,17.777
2021-11-05,17.356
2021-11-06,17.356
2021-11-07,17.356
2021-11-08,17.292
2021-11-09,17.417
2021-11-10,17.341
2021-11-11,17.475
2021-11-12,17.748
2021-11-13,17.748
2021-11-14,17.748
2021-11-15,17.447
2021-11-16,17.643
2021-11-17,16.414
2021-11-18,16.3
2021-11-19,16.213
2021-11-20,16.213
2021-11-21,16.213
2021-11-22,15.817
2021-11-23,16.115
2021-11-24,16.088
2021-11-25,16.088
2021-11-26,15.946
2021-11-27,15.946
2021-11-28,15.946
2021-11-29,16.114
2021-11-30,15.769
2021-12-01,15.546
2021-12-02,15.877
2021-12-03,16.011
2021-12-04,16.011
2021-12-05,16.011
2021-12-06,15.713
2021-12-07,15.885
2021-12-08,15.495
2021-12-09,15.363
2021-12-10,15.403
2021-12-11,15.403
2021-12-12,15.403
2021-12-13,15.144
2021-12-14,15.216
2021-12-15,15.304
2021-12-16,14.537
2021-12-17,14.442
2021-12-18,14.442
2021-12-19,14.442
2021-12-20,14.175
2021-12-21,14.232
2021-12-22,14.082
2021-12-23,13.396
2021-12-24,13.396
2021-12-25,13.396
2021-12-26,13.396
2021-12-27,13.583
2021-12-28,13.632
2021-12-29,13.815
2021-12-30,14.057
2021-12-31,14.028
2022-01-01,14.028
2022-01-02,14.028
2022-01-03,14.059
2022-01-04,14.194
2022-01-05,13.872
2022-01-06,14.023
2022-01-07,13.988
2022-01-08,13.988
2022-01-09,13.988
2022-01-10,13.785
2022-01-11,13.792
2022-01-12,13.606
2022-01-13,13.688
2022-01-14,13.42
2022-01-15,13.42
2022-01-16,13.42
2022-01-17,13.42
2022-01-18,13.335
2022-01-19,13.568
2022-01-20,13.439
2022-01-21,13.168
2022-01-22,13.168
2022-01-23,13.168
2022-01-24,13.37
2022-01-25,13.012
2022-01-26,12.832
2022-01-27,12.861
2022-01-28,13.194
2022-01-29,13.194
2022-01-30,13.194
2022-01-31,13.361
2022-02-01,13.288
2022-02-02,13.19
2022-02-03,12.924
2022-02-04,12.974
2022-02-05,12.974
2022-02-06,12.974
2022-02-07,12.807
2022-02-08,12.907
2022-02-09,13.131
2022-02-10,12.961
2022-02-11,12.823
2022-02-12,12.823
2022-02-13,12.823
2022-02-14,12.642
2022-02-15,12.521
2022-02-16,12.559
2022-02-17,12.329
2022-02-18,12.352
2022-02-19,12.352
2022-02-20,12.352
2022-02-21,12.352
2022-02-22,11.867
2022-02-23,11.477
2022-02-24,11.576
2022-02-25,12.04
2022-02-26,12.04
2022-02-27,12.04
2022-02-28,12.073
2022-03-01,12.368
2022-03-02,12.948
2022-03-03,12.458
2022-03-04,12.472
2022-03-05,12.472
2022-03-06,12.472
2022-03-07,11.746
2022-03-08,11.621
2022-03-09,12.022
2022-03-10,11.954
2022-03-11,11.519
2022-03-12,11.519
2022-03-13,11.519
2022-03-14,11.313
2022-03-15,11.67
2022-03-16,11.683
2022-03-17,11.956
2022-03-18,12.25
2022-03-19,12.25
2022-03-20,12.25
2022-03-21,12.085
2022-03-22,12.072
2022-03-23,11.744
2022-03-24,11.762
2022-03-25,11.847
2022-03-26,11.847
2022-03-27,11.847
2022-03-28,11.896
2022-03-29,12.081
2022-03-30,12.028
2022-03-31,11.501
2022-04-01,11.409
2022-04-02,11.409
2022-04-03,11.409
2022-04-04,11.617
2022-04-05,11.638
2022-04-06,11.7
2022-04-07,12.364
2022-04-08,12.643
2022-04-09,12.643
2022-04-10,12.643
2022-04-11,12.425
2022-04-12,12.535
2022-04-13,12.669
2022-04-14,12.852
2022-04-15,12.852
2022-04-16,12.852
2022-04-17,12.852
2022-04-18,12.971
2022-04-19,13.332
2022-04-20,13.509
2022-04-21,13.446
2022-04-22,13.095
2022-04-23,13.095
2022-04-24,13.095
2022-04-25,13.144
2022-04-26,12.863
2022-04-27,12.563
2022-04-28,12.857
2022-04-29,12.437
2022-04-30,12.437
2022-05-01,12.437
2022-05-02,12.498
2022-05-03,12.648
2022-05-04,12.914
2022-05-05,12.551
2022-05-06,12.249
2022-05-07,12.249
2022-05-08,12.249
2022-05-09,12.194
2022-05-10,11.918
2022-05-11,11.612
2022-05-12,11.753
2022-05-13,11.88
2022-05-14,11.88
2022-05-15,11.88
2022-05-16,11.855
2022-05-17,11.688
2022-05-18,9.186
2022-05-19,9.02
2022-05-20,9.439
2022-05-21,9.439
2022-05-22,9.439
2022-05-23,9.351
2022-05-24,9.111
2022-05-25,9.504
2022-05-26,9.916
2022-05-27,10.155
2022-05-28,10.155
2022-05-29,10.155
2022-05-30,10.155
2022-05-31,9.836
2022-06-01,9.51
2022-06-02,9.777
2022-06-03,9.785
2022-06-04,9.785
2022-06-05,9.785
2022-06-06,9.701
2022-06-07,9.832
2022-06-08,10.305
2022-06-09,10.163
2022-06-10,9.781
2022-06-11,9.781
2022-06-12,9.781
2022-06-13,9.463
2022-06-14,9.325
2022-06-15,9.635
2022-06-16,9.338
2022-06-17,9.103
2022-06-18,9.103
2022-06-19,9.103
2022-06-20,9.103
2022-06-21,9.456
2022-06-22,9.202
2022-06-23,9.607
2022-06-24,9.843
2022-06-25,9.843
2022-06-26,9.843
2022-06-27,9.79
2022-06-28,9.457
2022-06-29,9.285
2022-06-30,9.216
2022-07-01,9.291
2022-07-02,9.291
2022-07-03,9.291
2022-07-04,9.291
2022-07-05,9.508
2022-07-06,9.431
2022-07-07,9.845
2022-07-08,9.715
2022-07-09,9.715
2022-07-10,9.715
2022-07-11,9.61
2022-07-12,9.49
2022-07-13,9.548
2022-07-14,9.621
2022-07-15,9.646
2022-07-16,9.646
2022-07-17,9.646
2022-07-18,9.823
2022-07-19,10.086
2022-07-20,10.292
2022-07-21,10.434
2022-07-22,10.374
2022-07-23,10.374
2022-07-24,10.374
2022-07-25,10.357
2022-07-26,9.984
2022-07-27,10.167
2022-07-28,10.484
2022-07-29,10.745
2022-07-30,10.745
2022-07-31,10.745
2022-08-01,10.954
2022-08-02,10.817
2022-08-03,11.111
2022-08-04,11.021
2022-08-05,10.993
2022-08-06,10.993
2022-08-07,10.993
2022-08-08,11.048
2022-08-09,10.941
2022-08-10,11.262
2022-08-11,11.272
2022-08-12,11.463
2022-08-13,11.463
2022-08-14,11.463
2022-08-15,11.59
2022-08-16,12.12
2022-08-17,11.947
2022-08-18,11.813
2022-08-19,11.403
2022-08-20,11.403
2022-08-21,11.403
2022-08-22,11.056
2022-08-23,11.057
2022-08-24,11.136
2022-08-25,11.434
2022-08-26,10.964
2022-08-27,10.964
2022-08-28,10.964
2022-08-29,10.833
2022-08-30,11.014
2022-08-31,10.984
2022-09-01,11.282
2022-09-02,11.266
2022-09-03,11.266
2022-09-04,11.266
2022-09-05,11.266
2022-09-06,11.196
2022-09-07,11.69
2022-09-08,11.766
2022-09-09,11.885
2022-09-10,11.885
2022-09-11,11.885
2022-09-12,11.899
2022-09-13,11.378
2022-09-14,11.355
2022-09-15,11.33
2022-09-16,11.266
2022-09-17,11.266
2022-09-18,11.266
2022-09-19,11.312
2022-09-20,10.988
2022-09-21,10.919
2022-09-22,10.502
2022-09-23,10.478
2022-09-24,10.478
2022-09-25,10.478
2022-09-26,10.21
2022-09-27,10.194
2022-09-28,10.702
2022-09-29,10.422
2022-09-30,10.189
2022-10-01,10.189
2022-10-02,10.189
2022-10-03,10.422
2022-10-04,10.777
2022-10-05,10.739
2022-10-06,10.694
2022-10-07,10.46
2022-10-08,10.46
2022-10-09,10.46
2022-10-10,10.516
2022-10-11,10.641
2022-10-12,10.617
2022-10-13,10.615
2022-10-14,10.034
2022-10-15,10.034
2022-10-16,10.034
2022-10-17,10.279
2022-10-18,10.838
2022-10-19,10.711
2022-10-20,10.642
2022-10-21,10.973
2022-10-22,10.973
2022-10-23,10.973
2022-10-24,11.154
2022-10-25,11.428
2022-10-26,11.418
2022-10-27,11.427
2022-10-28,11.469
2022-10-29,11.469
2022-10-30,11.469
2022-10-31,11.245
2022-11-01,11.268
2022-11-02,10.968
2022-11-03,10.951
2022-11-04,10.94
2022-11-05,10.94
2022-11-06,10.94
2022-11-07,10.963
2022-11-08,11.083
2022-11-09,10.503
2022-11-10,11.281
2022-11-11,11.95
2022-11-12,11.95
2022-11-13,11.95
2022-11-14,11.946
2022-11-15,12.418
2022-11-16,11.61
2022-11-17,13.062
2022-11-18,13.132
2022-11-19,13.132
2022-11-20,13.132
2022-11-21,12.841
2022-11-22,12.796
2022-11-23,13.246
2022-11-24,13.246
2022-11-25,13.424
2022-11-26,13.424
2022-11-27,13.424
2022-11-28,13.601
2022-11-29,13.908
2022-11-30,13.967
2022-12-01,13.796
2022-12-02,14.068
2022-12-03,14.068
2022-12-04,14.068
2022-12-05,13.261
2022-12-06,13.271
2022-12-07,13.161
2022-12-08,13.199
2022-12-09,13.034
2022-12-10,13.034
2022-12-11,13.034
2022-12-12,12.841
2022-12-13,12.913
2022-12-14,13.054
2022-12-15,12.633
2022-12-16,12.535
2022-12-17,12.535
2022-12-18,12.535
2022-12-19,12.442
2022-12-20,12.366
2022-12-21,12.284
2022-12-22,12.202
2022-12-23,12.357
2022-12-24,12.357
2022-12-25,12.357
2022-12-26,12.357
2022-12-27,12.564
2022-12-28,12.586
2022-12-29,12.808
2022-12-30,12.865
2022-12-31,12.865
2023-01-01,12.865
2023-01-02,12.865
2023-01-03,13.098
2023-01-04,13.183
2023-01-05,13.316
2023-01-06,13.904
2023-01-07,13.904
2023-01-08,13.904
2023-01-09,13.574
2023-01-10,13.541
2023-01-11,13.802
2023-01-12,13.833
2023-01-13,14.253
2023-01-14,14.253
2023-01-15,14.253
2023-01-16,14.253
2023-01-17,14.037
2023-01-18,13.927
2023-01-19,13.777
2023-01-20,14.046
2023-01-21,14.046
2023-01-22,14.046
2023-01-23,14.297
2023-01-24,14.203
2023-01-25,14.261
2023-01-26,14.433
2023-01-27,14.56
2023-01-28,14.56
2023-01-29,14.56
2023-01-30,14.575
2023-01-31,14.936
2023-02-01,15.365
2023-02-02,15.706
2023-02-03,15.337
2023-02-04,15.337
2023-02-05,15.337
2023-02-06,15.083
2023-02-07,15.163
2023-02-08,14.906
2023-02-09,14.869
2023-02-10,14.807
2023-02-11,14.807
2023-02-12,14.807
2023-02-13,15.094
2023-02-14,14.995
2023-02-15,15.42
2023-02-16,15.29
2023-02-17,15.209
2023-02-18,15.209
2023-02-19,15.209
2023-02-20,15.209
2023-02-21,14.594
2023-02-22,14.639
2023-02-23,14.587
2023-02-24,14.666
2023-02-25,14.666
2023-02-26,14.666
2023-02-27,14.653
2023-02-28,15.238
2023-03-01,14.941
2023-03-02,15.341
2023-03-03,15.347
2023-03-04,15.347
2023-03-05,15.347
2023-03-06,15.255
2023-03-07,15.035
2023-03-08,15.099
2023-03-09,14.834
2023-03-10,14.517
2023-03-11,14.517
2023-03-12,14.517
2023-03-13,14.493
2023-03-14,14.534
2023-03-15,14.604
2023-03-16,14.964
2023-03-17,14.625
2023-03-18,14.625
2023-03-19,14.625
2023-03-20,14.981
2023-03-21,14.932
2023-03-22,14.452
2023-03-23,14.31
2023-03-24,14.319
2023-03-25,14.319
2023-03-26,14.319
2023-03-27,14.664
2023-03-28,14.7
2023-03-29,14.539
2023-03-30,14.738
2023-03-31,15.231
2023-04-01,15.231
2023-04-02,15.231
2023-04-03,15.27
2023-04-04,15.293
2023-04-05,15.218
2023-04-06,15.249
2023-04-07,15.249
2023-04-08,15.249
2023-04-09,15.249
2023-04-10,15.564
2023-04-11,15.618
2023-04-12,15.059
2023-04-13,15.037
2023-04-14,14.846
2023-04-15,14.846
2023-04-16,14.846
2023-04-17,15.003
2023-04-18,14.975
2023-04-19,14.985
2023-04-20,14.78
2023-04-21,14.955
2023-04-22,14.955
2023-04-23,14.955
2023-04-24,15.116
2023-04-25,14.451
2023-04-26,14.253
2023-04-27,14.51
2023-04-28,14.473
2023-04-29,14.473
2023-04-30,14.473
2023-05-01,14.415
2023-05-02,14.273
2023-05-03,14.168
2023-05-04,13.981
2023-05-05,14.327
2023-05-06,14.327
2023-05-07,14.327
2023-05-08,14.345
2023-05-09,14.424
2023-05-10,14.452
2023-05-11,14.515
2023-05-12,14.505
2023-05-13,14.505
2023-05-14,14.505
2023-05-15,14.654
2023-05-16,14.417
2023-05-17,14.973
2023-05-18,14.346
2023-05-19,14.182
2023-05-20,14.182
2023-05-21,14.182
2023-05-22,14.181
2023-05-23,13.738
2023-05-24,13.359
2023-05-25,13.139
2023-05-26,12.969
2023-05-27,12.969
2023-05-28,12.969
2023-05-29,12.969
2023-05-30,12.512
2023-05-31,12.299
2023-06-01,12.321
2023-06-02,12.514
2023-06-03,12.514
2023-06-04,12.514
2023-06-05,12.313
2023-06-06,12.511
2023-06-07,12.428
2023-06-08,12.382
2023-06-09,12.04
2023-06-10,12.04
2023-06-11,12.04
2023-06-12,12.017
2023-06-13,12.229
2023-06-14,12.658
2023-06-15,13.158
2023-06-16,12.773
2023-06-17,12.773
2023-06-18,12.773
2023-06-19,12.773
2023-06-20,12.669
2023-06-21,12.73
2023-06-22,12.651
