,WAT US Equity
2020-09-11,16.665
2020-09-12,16.665
2020-09-13,16.665
2020-09-14,16.775
2020-09-15,16.802
2020-09-16,16.882
2020-09-17,16.654
2020-09-18,15.974
2020-09-19,15.974
2020-09-20,15.974
2020-09-21,15.883
2020-09-22,15.872
2020-09-23,15.576
2020-09-24,15.497
2020-09-25,15.613
2020-09-26,15.613
2020-09-27,15.613
2020-09-28,15.796
2020-09-29,15.804
2020-09-30,15.991
2020-10-01,15.991
2020-10-02,16.008
2020-10-03,16.008
2020-10-04,16.008
2020-10-05,16.234
2020-10-06,16.073
2020-10-07,16.351
2020-10-08,16.441
2020-10-09,16.573
2020-10-10,16.573
2020-10-11,16.573
2020-10-12,16.518
2020-10-13,17.688
2020-10-14,17.34
2020-10-15,17.463
2020-10-16,17.251
2020-10-17,17.251
2020-10-18,17.251
2020-10-19,17.15
2020-10-20,17.413
2020-10-21,17.561
2020-10-22,18.14
2020-10-23,18.138
2020-10-24,18.138
2020-10-25,18.138
2020-10-26,18.004
2020-10-27,18.268
2020-10-28,18.364
2020-10-29,18.43
2020-10-30,18.204
2020-10-31,18.204
2020-11-01,18.204
2020-11-02,18.155
2020-11-03,17.739
2020-11-04,17.408
2020-11-05,17.786
2020-11-06,18.176
2020-11-07,18.176
2020-11-08,18.176
2020-11-09,18.827
2020-11-10,18.408
2020-11-11,18.23
2020-11-12,18.511
2020-11-13,19.007
2020-11-14,19.007
2020-11-15,19.007
2020-11-16,18.941
2020-11-17,18.888
2020-11-18,18.357
2020-11-19,18.493
2020-11-20,18.415
2020-11-21,18.415
2020-11-22,18.415
2020-11-23,18.667
2020-11-24,18.975
2020-11-25,18.525
2020-11-26,18.525
2020-11-27,18.65
2020-11-28,18.65
2020-11-29,18.65
2020-11-30,18.835
2020-12-01,19.012
2020-12-02,18.406
2020-12-03,18.208
2020-12-04,18.611
2020-12-05,18.611
2020-12-06,18.611
2020-12-07,18.513
2020-12-08,18.728
2020-12-09,18.72
2020-12-10,18.91
2020-12-11,18.814
2020-12-12,18.814
2020-12-13,18.814
2020-12-14,18.847
2020-12-15,19.122
2020-12-16,18.98
2020-12-17,19.629
2020-12-18,19.601
2020-12-19,19.601
2020-12-20,19.601
2020-12-21,19.367
2020-12-22,19.281
2020-12-23,19.282
2020-12-24,19.343
2020-12-25,19.343
2020-12-26,19.343
2020-12-27,19.343
2020-12-28,19.339
2020-12-29,19.248
2020-12-30,19.223
2020-12-31,19.369
2021-01-01,19.369
2021-01-02,19.369
2021-01-03,19.369
2021-01-04,19.583
2021-01-05,19.996
2021-01-06,20.547
2021-01-07,20.416
2021-01-08,20.496
2021-01-09,20.496
2021-01-10,20.496
2021-01-11,20.827
2021-01-12,20.863
2021-01-13,20.73
2021-01-14,20.581
2021-01-15,21.006
2021-01-16,21.006
2021-01-17,21.006
2021-01-18,21.006
2021-01-19,21.279
2021-01-20,21.225
2021-01-21,21.235
2021-01-22,21.42
2021-01-23,21.42
2021-01-24,21.42
2021-01-25,21.399
2021-01-26,21.178
2021-01-27,20.82
2021-01-28,20.867
2021-01-29,20.719
2021-01-30,20.719
2021-01-31,20.719
2021-02-01,21.044
2021-02-02,22.436
2021-02-03,21.663
2021-02-04,22.062
2021-02-05,21.833
2021-02-06,21.833
2021-02-07,21.833
2021-02-08,21.912
2021-02-09,21.774
2021-02-10,21.875
2021-02-11,21.783
2021-02-12,21.869
2021-02-13,21.869
2021-02-14,21.869
2021-02-15,21.869
2021-02-16,21.758
2021-02-17,21.764
2021-02-18,21.627
2021-02-19,21.697
2021-02-20,21.697
2021-02-21,21.697
2021-02-22,21.55
2021-02-23,21.479
2021-02-24,21.557
2021-02-25,21.429
2021-02-26,21.094
2021-02-27,21.094
2021-02-28,21.094
2021-03-01,21.413
2021-03-02,21.18
2021-03-03,20.543
2021-03-04,20.222
2021-03-05,20.594
2021-03-06,20.594
2021-03-07,20.594
2021-03-08,20.457
2021-03-09,21.076
2021-03-10,21.058
2021-03-11,21.107
2021-03-12,20.778
2021-03-13,20.778
2021-03-14,20.778
2021-03-15,21.072
2021-03-16,20.851
2021-03-17,20.724
2021-03-18,20.773
2021-03-19,20.768
2021-03-20,20.768
2021-03-21,20.768
2021-03-22,20.995
2021-03-23,20.922
2021-03-24,20.795
2021-03-25,21.101
2021-03-26,21.736
2021-03-27,21.736
2021-03-28,21.736
2021-03-29,21.952
2021-03-30,21.836
2021-03-31,21.964
2021-04-01,21.964
2021-04-02,21.964
2021-04-03,21.964
2021-04-04,21.964
2021-04-05,22.807
2021-04-06,23.315
2021-04-07,22.861
2021-04-08,23.461
2021-04-09,23.694
2021-04-10,23.694
2021-04-11,23.694
2021-04-12,23.686
2021-04-13,23.753
2021-04-14,22.886
2021-04-15,23.116
2021-04-16,23.135
2021-04-17,23.135
2021-04-18,23.135
2021-04-19,23.051
2021-04-20,22.855
2021-04-21,23.237
2021-04-22,23.501
2021-04-23,23.644
2021-04-24,23.644
2021-04-25,23.644
2021-04-26,23.478
2021-04-27,23.472
2021-04-28,23.177
2021-04-29,23.306
2021-04-30,23.133
2021-05-01,23.133
2021-05-02,23.133
2021-05-03,23.272
2021-05-04,23.124
2021-05-05,23.071
2021-05-06,23.112
2021-05-07,23.534
2021-05-08,23.534
2021-05-09,23.534
2021-05-10,23.757
2021-05-11,23.627
2021-05-12,22.711
2021-05-13,23.596
2021-05-14,23.354
2021-05-15,23.354
2021-05-16,23.354
2021-05-17,23.107
2021-05-18,22.818
2021-05-19,22.921
2021-05-20,23.295
2021-05-21,23.352
2021-05-22,23.352
2021-05-23,23.352
2021-05-24,23.725
2021-05-25,24.019
2021-05-26,23.915
2021-05-27,24.214
2021-05-28,24.102
2021-05-29,24.102
2021-05-30,24.102
2021-05-31,24.102
2021-06-01,23.705
2021-06-02,23.609
2021-06-03,23.54
2021-06-04,23.762
2021-06-05,23.762
2021-06-06,23.762
2021-06-07,23.721
2021-06-08,24.047
2021-06-09,24.412
2021-06-10,24.841
2021-06-11,25.051
2021-06-12,25.051
2021-06-13,25.051
2021-06-14,25.021
2021-06-15,25.439
2021-06-16,25.534
2021-06-17,25.793
2021-06-18,25.507
2021-06-19,25.507
2021-06-20,25.507
2021-06-21,25.487
2021-06-22,25.723
2021-06-23,25.822
2021-06-24,25.646
2021-06-25,25.14
2021-06-26,25.14
2021-06-27,25.14
2021-06-28,25.6
2021-06-29,25.688
2021-06-30,25.723
2021-07-01,26.137
2021-07-02,26.458
2021-07-03,26.458
2021-07-04,26.458
2021-07-05,26.458
2021-07-06,26.724
2021-07-07,27.196
2021-07-08,27.216
2021-07-09,27.493
2021-07-10,27.493
2021-07-11,27.493
2021-07-12,27.513
2021-07-13,27.422
2021-07-14,27.66
2021-07-15,27.706
2021-07-16,27.589
2021-07-17,27.589
2021-07-18,27.589
2021-07-19,27.016
2021-07-20,27.696
2021-07-21,27.588
2021-07-22,28.072
2021-07-23,28.632
2021-07-24,28.632
2021-07-25,28.632
2021-07-26,28.454
2021-07-27,28.172
2021-07-28,28.745
2021-07-29,29.102
2021-07-30,29.012
2021-07-31,29.012
2021-08-01,29.012
2021-08-02,28.941
2021-08-03,27.839
2021-08-04,28.017
2021-08-05,28.236
2021-08-06,28.103
2021-08-07,28.103
2021-08-08,28.103
2021-08-09,27.972
2021-08-10,28.061
2021-08-11,28.267
2021-08-12,28.52
2021-08-13,28.8
2021-08-14,28.8
2021-08-15,28.8
2021-08-16,29.003
2021-08-17,28.86
2021-08-18,28.478
2021-08-19,28.771
2021-08-20,28.585
2021-08-21,28.585
2021-08-22,28.585
2021-08-23,28.623
2021-08-24,28.587
2021-08-25,28.93
2021-08-26,28.948
2021-08-27,28.948
2021-08-28,28.948
2021-08-29,28.948
2021-08-30,29.353
2021-08-31,29.422
2021-09-01,29.571
2021-09-02,29.935
2021-09-03,30.088
2021-09-04,30.088
2021-09-05,30.088
2021-09-06,30.088
2021-09-07,30.058
2021-09-08,30.181
2021-09-09,29.99
2021-09-10,29.859
2021-09-11,29.859
2021-09-12,29.859
2021-09-13,28.653
2021-09-14,29.1
2021-09-15,29.125
2021-09-16,28.406
2021-09-17,28.182
2021-09-18,28.182
2021-09-19,28.182
2021-09-20,27.986
2021-09-21,27.727
2021-09-22,27.97
2021-09-23,28.432
2021-09-24,27.829
2021-09-25,27.829
2021-09-26,27.829
2021-09-27,26.921
2021-09-28,25.941
2021-09-29,25.82
2021-09-30,25.263
2021-10-01,25.15
2021-10-02,25.15
2021-10-03,25.15
2021-10-04,24.573
2021-10-05,24.699
2021-10-06,24.298
2021-10-07,24.486
2021-10-08,24.281
2021-10-09,24.281
2021-10-10,24.281
2021-10-11,24.138
2021-10-12,23.95
2021-10-13,24.141
2021-10-14,24.389
2021-10-15,24.373
2021-10-16,24.373
2021-10-17,24.373
2021-10-18,24.583
2021-10-19,24.715
2021-10-20,25.175
2021-10-21,25.526
2021-10-22,25.772
2021-10-23,25.772
2021-10-24,25.772
2021-10-25,25.92
2021-10-26,25.6
2021-10-27,25.537
2021-10-28,25.549
2021-10-29,25.988
2021-10-30,25.988
2021-10-31,25.988
2021-11-01,25.78
2021-11-02,24.49
2021-11-03,24.394
2021-11-04,24.321
2021-11-05,24.081
2021-11-06,24.081
2021-11-07,24.081
2021-11-08,24.563
2021-11-09,24.579
2021-11-10,24.673
2021-11-11,24.603
2021-11-12,25.048
2021-11-13,25.048
2021-11-14,25.048
2021-11-15,24.262
2021-11-16,24.499
2021-11-17,24.093
2021-11-18,24.032
2021-11-19,24.548
2021-11-20,24.548
2021-11-21,24.548
2021-11-22,24.32
2021-11-23,24.052
2021-11-24,24.138
2021-11-25,24.138
2021-11-26,23.756
2021-11-27,23.756
2021-11-28,23.756
2021-11-29,23.952
2021-11-30,23.029
2021-12-01,23.059
2021-12-02,23.445
2021-12-03,23.259
2021-12-04,23.259
2021-12-05,23.259
2021-12-06,23.609
2021-12-07,24.188
2021-12-08,24.36
2021-12-09,24.161
2021-12-10,23.967
2021-12-11,23.967
2021-12-12,23.967
2021-12-13,24.218
2021-12-14,24.043
2021-12-15,24.677
2021-12-16,24.608
2021-12-17,24.487
2021-12-18,24.487
2021-12-19,24.487
2021-12-20,24.407
2021-12-21,24.562
2021-12-22,25.38
2021-12-23,25.426
2021-12-24,25.426
2021-12-25,25.426
2021-12-26,25.426
2021-12-27,25.841
2021-12-28,25.835
2021-12-29,26.066
2021-12-30,26.15
2021-12-31,26.191
2022-01-01,26.191
2022-01-02,26.191
2022-01-03,25.628
2022-01-04,25.053
2022-01-05,24.653
2022-01-06,24.783
2022-01-07,24.394
2022-01-08,24.394
2022-01-09,24.394
2022-01-10,24.253
2022-01-11,24.211
2022-01-12,24.168
2022-01-13,23.755
2022-01-14,23.459
2022-01-15,23.459
2022-01-16,23.459
2022-01-17,23.459
2022-01-18,22.874
2022-01-19,22.808
2022-01-20,22.242
2022-01-21,22.44
2022-01-22,22.44
2022-01-23,22.44
2022-01-24,22.696
2022-01-25,21.818
2022-01-26,21.686
2022-01-27,21.548
2022-01-28,22.279
2022-01-29,22.279
2022-01-30,22.279
2022-01-31,22.502
2022-02-01,22.412
2022-02-02,23.018
2022-02-03,22.911
2022-02-04,22.721
2022-02-05,22.721
2022-02-06,22.721
2022-02-07,22.719
2022-02-08,22.932
2022-02-09,23.366
2022-02-10,22.911
2022-02-11,22.432
2022-02-12,22.432
2022-02-13,22.432
2022-02-14,22.173
2022-02-15,22.302
2022-02-16,22.278
2022-02-17,21.959
2022-02-18,22.043
2022-02-19,22.043
2022-02-20,22.043
2022-02-21,22.043
2022-02-22,21.924
2022-02-23,21.371
2022-02-24,21.782
2022-02-25,22.563
2022-02-26,22.563
2022-02-27,22.563
2022-02-28,22.081
2022-03-01,21.862
2022-03-02,22.015
2022-03-03,22.413
2022-03-04,22.519
2022-03-05,22.519
2022-03-06,22.519
2022-03-07,22.002
2022-03-08,21.431
2022-03-09,22.406
2022-03-10,22.302
2022-03-11,21.84
2022-03-12,21.84
2022-03-13,21.84
2022-03-14,21.703
2022-03-15,22.145
2022-03-16,22.822
2022-03-17,23.084
2022-03-18,23.597
2022-03-19,23.597
2022-03-20,23.597
2022-03-21,23.592
2022-03-22,23.712
2022-03-23,22.6
2022-03-24,22.687
2022-03-25,22.747
2022-03-26,22.747
2022-03-27,22.747
2022-03-28,22.876
2022-03-29,22.807
2022-03-30,22.447
2022-03-31,21.66
2022-04-01,21.534
2022-04-02,21.534
2022-04-03,21.534
2022-04-04,21.652
2022-04-05,21.305
2022-04-06,21.221
2022-04-07,21.892
2022-04-08,21.778
2022-04-09,21.778
2022-04-10,21.778
2022-04-11,21.112
2022-04-12,20.539
2022-04-13,20.864
2022-04-14,20.641
2022-04-15,20.641
2022-04-16,20.641
2022-04-17,20.641
2022-04-18,20.431
2022-04-19,21.019
2022-04-20,21.916
2022-04-21,21.479
2022-04-22,20.714
2022-04-23,20.714
2022-04-24,20.714
2022-04-25,20.697
2022-04-26,20.186
2022-04-27,20.527
2022-04-28,21.391
2022-04-29,21.174
2022-04-30,21.174
2022-05-01,21.174
2022-05-02,21.129
2022-05-03,22.656
2022-05-04,23.658
2022-05-05,23.02
2022-05-06,22.653
2022-05-07,22.653
2022-05-08,22.653
2022-05-09,21.849
2022-05-10,22.204
2022-05-11,21.529
2022-05-12,21.688
2022-05-13,22.135
2022-05-14,22.135
2022-05-15,22.135
2022-05-16,22.17
2022-05-17,22.874
2022-05-18,22.759
2022-05-19,22.321
2022-05-20,21.962
2022-05-21,21.962
2022-05-22,21.962
2022-05-23,22.114
2022-05-24,21.858
2022-05-25,21.195
2022-05-26,22.026
2022-05-27,23.071
2022-05-28,23.071
2022-05-29,23.071
2022-05-30,23.071
2022-05-31,22.581
2022-06-01,22.158
2022-06-02,22.931
2022-06-03,23.345
2022-06-04,23.345
2022-06-05,23.345
2022-06-06,23.217
2022-06-07,23.602
2022-06-08,23.326
2022-06-09,23.205
2022-06-10,22.704
2022-06-11,22.704
2022-06-12,22.704
2022-06-13,22.067
2022-06-14,22.138
2022-06-15,22.329
2022-06-16,21.904
2022-06-17,21.404
2022-06-18,21.404
2022-06-19,21.404
2022-06-20,21.404
2022-06-21,21.244
2022-06-22,21.485
2022-06-23,22.135
2022-06-24,22.626
2022-06-25,22.626
2022-06-26,22.626
2022-06-27,22.741
2022-06-28,22.686
2022-06-29,22.697
2022-06-30,22.792
2022-07-01,23.089
2022-07-02,23.089
2022-07-03,23.089
2022-07-04,23.089
2022-07-05,23.279
2022-07-06,23.458
2022-07-07,23.504
2022-07-08,23.73
2022-07-09,23.73
2022-07-10,23.73
2022-07-11,23.983
2022-07-12,23.304
2022-07-13,22.968
2022-07-14,22.482
2022-07-15,22.855
2022-07-16,22.855
2022-07-17,22.855
2022-07-18,22.129
2022-07-19,22.633
2022-07-20,22.587
2022-07-21,23.927
2022-07-22,23.667
2022-07-23,23.667
2022-07-24,23.667
2022-07-25,23.616
2022-07-26,23.904
2022-07-27,24.328
2022-07-28,24.784
2022-07-29,24.923
2022-07-30,24.923
2022-07-31,24.923
2022-08-01,25.027
2022-08-02,23.617
2022-08-03,23.517
2022-08-04,23.216
2022-08-05,23.445
2022-08-06,23.445
2022-08-07,23.445
2022-08-08,23.048
2022-08-09,22.47
2022-08-10,22.954
2022-08-11,23.012
2022-08-12,23.262
2022-08-13,23.262
2022-08-14,23.262
2022-08-15,23.021
2022-08-16,22.844
2022-08-17,23.275
2022-08-18,22.982
2022-08-19,22.759
2022-08-20,22.759
2022-08-21,22.759
2022-08-22,22.039
2022-08-23,21.847
2022-08-24,22.021
2022-08-25,22.26
2022-08-26,20.904
2022-08-27,20.904
2022-08-28,20.904
2022-08-29,21.0
2022-08-30,20.824
2022-08-31,20.769
2022-09-01,20.891
2022-09-02,20.75
2022-09-03,20.75
2022-09-04,20.75
2022-09-05,20.75
2022-09-06,20.72
2022-09-07,21.046
2022-09-08,21.466
2022-09-09,21.841
2022-09-10,21.841
2022-09-11,21.841
2022-09-12,22.102
2022-09-13,20.977
2022-09-14,20.845
2022-09-15,20.685
2022-09-16,19.858
2022-09-17,19.858
2022-09-18,19.858
2022-09-19,20.325
2022-09-20,19.731
2022-09-21,19.659
2022-09-22,19.251
2022-09-23,19.278
2022-09-24,19.278
2022-09-25,19.278
2022-09-26,19.15
2022-09-27,18.929
2022-09-28,19.087
2022-09-29,19.213
2022-09-30,18.861
2022-10-01,18.861
2022-10-02,18.861
2022-10-03,19.409
2022-10-04,20.168
2022-10-05,20.27
2022-10-06,20.041
2022-10-07,19.298
2022-10-08,19.298
2022-10-09,19.298
2022-10-10,19.019
2022-10-11,19.0
2022-10-12,18.868
2022-10-13,19.291
2022-10-14,18.971
2022-10-15,18.971
2022-10-16,18.971
2022-10-17,19.487
2022-10-18,19.79
2022-10-19,19.361
2022-10-20,19.197
2022-10-21,19.693
2022-10-22,19.693
2022-10-23,19.693
2022-10-24,20.062
2022-10-25,20.718
2022-10-26,21.062
2022-10-27,21.008
2022-10-28,21.128
2022-10-29,21.128
2022-10-30,21.128
2022-10-31,20.883
2022-11-01,21.863
2022-11-02,21.121
2022-11-03,21.34
2022-11-04,21.778
2022-11-05,21.778
2022-11-06,21.778
2022-11-07,21.878
2022-11-08,22.313
2022-11-09,22.096
2022-11-10,23.69
2022-11-11,23.69
2022-11-12,23.69
2022-11-13,23.69
2022-11-14,23.264
2022-11-15,23.543
2022-11-16,23.524
2022-11-17,22.831
2022-11-18,22.829
2022-11-19,22.829
2022-11-20,22.829
2022-11-21,22.952
2022-11-22,23.953
2022-11-23,23.782
2022-11-24,23.782
2022-11-25,24.028
2022-11-26,24.028
2022-11-27,24.028
2022-11-28,23.58
2022-11-29,23.477
2022-11-30,24.646
2022-12-01,24.67
2022-12-02,24.701
2022-12-03,24.701
2022-12-04,24.701
2022-12-05,24.198
2022-12-06,24.036
2022-12-07,24.253
2022-12-08,24.424
2022-12-09,23.961
2022-12-10,23.961
2022-12-11,23.961
2022-12-12,24.269
2022-12-13,24.561
2022-12-14,24.515
2022-12-15,24.405
2022-12-16,24.124
2022-12-17,24.124
2022-12-18,24.124
2022-12-19,24.04
2022-12-20,24.171
2022-12-21,24.715
2022-12-22,24.539
2022-12-23,24.707
2022-12-24,24.707
2022-12-25,24.707
2022-12-26,24.707
2022-12-27,24.697
2022-12-28,24.283
2022-12-29,24.651
2022-12-30,24.416
2022-12-31,24.416
2023-01-01,24.416
2023-01-02,24.416
2023-01-03,24.634
2023-01-04,24.932
2023-01-05,24.701
2023-01-06,22.935
2023-01-07,22.935
2023-01-08,22.935
2023-01-09,22.806
2023-01-10,23.911
2023-01-11,24.39
2023-01-12,23.895
2023-01-13,24.136
2023-01-14,24.136
2023-01-15,24.136
2023-01-16,24.136
2023-01-17,23.649
2023-01-18,23.41
2023-01-19,23.634
2023-01-20,24.121
2023-01-21,24.121
2023-01-22,24.121
2023-01-23,24.443
2023-01-24,23.756
2023-01-25,23.779
2023-01-26,23.721
2023-01-27,23.692
2023-01-28,23.692
2023-01-29,23.692
2023-01-30,23.065
2023-01-31,23.318
2023-02-01,23.989
2023-02-02,24.43
2023-02-03,24.228
2023-02-04,24.228
2023-02-05,24.228
2023-02-06,23.919
2023-02-07,24.386
2023-02-08,24.291
2023-02-09,23.893
2023-02-10,23.687
2023-02-11,23.687
2023-02-12,23.687
2023-02-13,24.061
2023-02-14,24.081
2023-02-15,23.9
2023-02-16,23.174
2023-02-17,23.273
2023-02-18,23.273
2023-02-19,23.273
2023-02-20,23.273
2023-02-21,22.659
2023-02-22,22.723
2023-02-23,22.862
2023-02-24,22.224
2023-02-25,22.224
2023-02-26,22.224
2023-02-27,21.94
2023-02-28,22.001
2023-03-01,21.926
2023-03-02,22.74
2023-03-03,23.131
2023-03-04,23.131
2023-03-05,23.131
2023-03-06,22.756
2023-03-07,21.874
2023-03-08,21.923
2023-03-09,21.89
2023-03-10,21.579
2023-03-11,21.579
2023-03-12,21.579
2023-03-13,21.677
2023-03-14,22.058
2023-03-15,21.359
2023-03-16,21.744
2023-03-17,21.156
2023-03-18,21.156
2023-03-19,21.156
2023-03-20,21.265
2023-03-21,21.839
2023-03-22,21.388
2023-03-23,21.099
2023-03-24,21.226
2023-03-25,21.226
2023-03-26,21.226
2023-03-27,21.422
2023-03-28,21.194
2023-03-29,21.26
2023-03-30,21.557
2023-03-31,21.908
2023-04-01,21.908
2023-04-02,21.908
2023-04-03,21.735
2023-04-04,21.397
2023-04-05,21.392
2023-04-06,21.204
2023-04-07,21.204
2023-04-08,21.204
2023-04-09,21.204
2023-04-10,21.159
2023-04-11,21.354
2023-04-12,21.431
2023-04-13,22.075
2023-04-14,21.707
2023-04-15,21.707
2023-04-16,21.707
2023-04-17,21.878
2023-04-18,21.787
2023-04-19,21.791
2023-04-20,21.166
2023-04-21,21.681
2023-04-22,21.681
2023-04-23,21.681
2023-04-24,21.91
2023-04-25,20.679
2023-04-26,20.962
2023-04-27,21.077
2023-04-28,21.219
2023-04-29,21.219
2023-04-30,21.219
2023-05-01,21.068
2023-05-02,21.053
2023-05-03,20.947
2023-05-04,20.911
2023-05-05,20.967
2023-05-06,20.967
2023-05-07,20.967
2023-05-08,20.947
2023-05-09,19.688
2023-05-10,19.407
2023-05-11,19.175
2023-05-12,19.32
2023-05-13,19.32
2023-05-14,19.32
2023-05-15,19.484
2023-05-16,18.978
2023-05-17,18.816
2023-05-18,19.11
2023-05-19,19.069
2023-05-20,19.069
2023-05-21,19.069
2023-05-22,19.092
2023-05-23,18.962
2023-05-24,18.325
2023-05-25,18.508
2023-05-26,18.583
2023-05-27,18.583
2023-05-28,18.583
2023-05-29,18.583
2023-05-30,18.224
2023-05-31,17.914
2023-06-01,18.292
2023-06-02,18.488
2023-06-03,18.488
2023-06-04,18.488
2023-06-05,18.543
2023-06-06,18.335
2023-06-07,18.371
2023-06-08,17.858
2023-06-09,17.81
2023-06-10,17.81
2023-06-11,17.81
2023-06-12,18.356
2023-06-13,18.809
2023-06-14,18.724
2023-06-15,19.153
2023-06-16,19.233
2023-06-17,19.233
2023-06-18,19.233
2023-06-19,19.233
2023-06-20,18.809
2023-06-21,18.895
2023-06-22,18.595
2023-06-23,18.564
2023-06-24,18.564
2023-06-25,18.564
2023-06-26,18.581
2023-06-27,18.438
2023-06-28,18.439
2023-06-29,18.762
2023-06-30,19.09
2023-07-01,19.09
2023-07-02,19.09
