,AAPL US Equity
,BEST_PE_RATIO
2020-01-01,16.402
2020-01-02,16.776
2020-01-03,16.613
2020-01-04,16.613
2020-01-05,16.613
2020-01-06,16.745
2020-01-07,16.667
2020-01-08,16.935
2020-01-09,17.294
2020-01-10,17.333
2020-01-11,17.333
2020-01-12,17.333
2020-01-13,16.029
2020-01-14,15.813
2020-01-15,15.745
2020-01-16,15.942
2020-01-17,16.119
2020-01-18,16.119
2020-01-19,16.119
2020-01-20,16.119
2020-01-21,16.009
2020-01-22,16.066
2020-01-23,16.144
2020-01-24,16.097
2020-01-25,16.097
2020-01-26,16.097
2020-01-27,15.624
2020-01-28,16.066
2020-01-29,15.954
2020-01-30,15.931
2020-01-31,15.225
2020-02-01,15.225
2020-02-02,15.225
2020-02-03,15.183
2020-02-04,15.684
2020-02-05,15.812
2020-02-06,15.997
2020-02-07,15.78
2020-02-08,15.78
2020-02-09,15.78
2020-02-10,15.855
2020-02-11,15.759
2020-02-12,16.133
2020-02-13,16.019
2020-02-14,16.022
2020-02-15,16.022
2020-02-16,16.022
2020-02-17,16.022
2020-02-18,16.104
2020-02-19,16.337
2020-02-20,16.169
2020-02-21,15.803
2020-02-22,15.803
2020-02-23,15.803
2020-02-24,15.053
2020-02-25,14.543
2020-02-26,14.773
2020-02-27,13.808
2020-02-28,13.8
2020-02-29,13.8
2020-03-01,13.8
2020-03-02,15.084
2020-03-03,14.605
2020-03-04,15.283
2020-03-05,14.787
2020-03-06,14.591
2020-03-07,14.591
2020-03-08,14.591
2020-03-09,13.437
2020-03-10,14.404
2020-03-11,13.904
2020-03-12,12.531
2020-03-13,14.032
2020-03-14,14.032
2020-03-15,14.032
2020-03-16,12.227
2020-03-17,12.765
2020-03-18,12.452
2020-03-19,12.357
2020-03-20,11.572
2020-03-21,11.572
2020-03-22,11.572
2020-03-23,11.327
2020-03-24,12.463
2020-03-25,12.394
2020-03-26,13.046
2020-03-27,12.506
2020-03-28,12.506
2020-03-29,12.506
2020-03-30,12.863
2020-03-31,12.837
2020-04-01,12.161
2020-04-02,12.364
2020-04-03,12.187
2020-04-04,12.187
2020-04-05,12.187
2020-04-06,13.25
2020-04-07,13.096
2020-04-08,13.432
2020-04-09,13.529
2020-04-10,13.529
2020-04-11,13.529
2020-04-12,13.529
2020-04-13,13.794
2020-04-14,14.491
2020-04-15,14.358
2020-04-16,14.473
2020-04-17,14.276
2020-04-18,14.276
2020-04-19,14.276
2020-04-20,13.98
2020-04-21,13.548
2020-04-22,13.938
2020-04-23,13.884
2020-04-24,14.285
2020-04-25,14.285
2020-04-26,14.285
2020-04-27,14.295
2020-04-28,14.063
2020-04-29,14.525
2020-04-30,14.831
2020-05-01,15.158
2020-05-02,15.158
2020-05-03,15.158
2020-05-04,15.372
2020-05-05,15.603
2020-05-06,15.764
2020-05-07,15.927
2020-05-08,16.306
2020-05-09,16.306
2020-05-10,16.306
2020-05-11,16.562
2020-05-12,16.373
2020-05-13,16.175
2020-05-14,16.275
2020-05-15,16.179
2020-05-16,16.179
2020-05-17,16.179
2020-05-18,16.56
2020-05-19,16.464
2020-05-20,16.784
2020-05-21,16.659
2020-05-22,16.766
2020-05-23,16.766
2020-05-24,16.766
2020-05-25,16.766
2020-05-26,16.653
2020-05-27,16.725
2020-05-28,16.733
2020-05-29,16.716
2020-05-30,16.716
2020-05-31,16.716
2020-06-01,16.922
2020-06-02,17.0
2020-06-03,17.131
2020-06-04,16.983
2020-06-05,17.467
2020-06-06,17.467
2020-06-07,17.467
2020-06-08,17.57
2020-06-09,18.125
2020-06-10,18.591
2020-06-11,17.699
2020-06-12,17.852
2020-06-13,17.852
2020-06-14,17.852
2020-06-15,18.072
2020-06-16,18.551
2020-06-17,18.526
2020-06-18,18.533
2020-06-19,18.427
2020-06-20,18.427
2020-06-21,18.427
2020-06-22,18.909
2020-06-23,19.313
2020-06-24,18.972
2020-06-25,19.224
2020-06-26,18.633
2020-06-27,18.633
2020-06-28,18.633
2020-06-29,19.062
2020-06-30,19.222
2020-07-01,19.185
2020-07-02,19.185
2020-07-03,19.185
2020-07-04,19.185
2020-07-05,19.185
2020-07-06,19.698
2020-07-07,19.637
2020-07-08,20.095
2020-07-09,20.166
2020-07-10,20.216
2020-07-11,20.216
2020-07-12,20.216
2020-07-13,20.123
2020-07-14,20.456
2020-07-15,20.597
2020-07-16,20.343
2020-07-17,20.302
2020-07-18,20.302
2020-07-19,20.302
2020-07-20,20.73
2020-07-21,20.444
2020-07-22,20.501
2020-07-23,19.568
2020-07-24,19.52
2020-07-25,19.52
2020-07-26,19.52
2020-07-27,19.982
2020-07-28,19.654
2020-07-29,20.031
2020-07-30,20.295
2020-07-31,21.831
2020-08-01,21.831
2020-08-02,21.831
2020-08-03,22.381
2020-08-04,22.531
2020-08-05,22.612
2020-08-06,23.401
2020-08-07,22.869
2020-08-08,22.869
2020-08-09,22.869
2020-08-10,23.202
2020-08-11,22.512
2020-08-12,23.26
2020-08-13,23.671
2020-08-14,23.65
2020-08-15,23.65
2020-08-16,23.65
2020-08-17,23.589
2020-08-18,23.785
2020-08-19,23.815
2020-08-20,24.343
2020-08-21,25.598
2020-08-22,25.598
2020-08-23,25.598
2020-08-24,25.904
2020-08-25,25.692
2020-08-26,26.041
2020-08-27,25.73
2020-08-28,25.688
2020-08-29,25.688
2020-08-30,25.688
2020-08-31,26.559
2020-09-01,30.465
2020-09-02,29.834
2020-09-03,27.445
2020-09-04,27.464
2020-09-05,27.464
2020-09-06,27.464
2020-09-07,27.464
2020-09-08,25.615
2020-09-09,26.637
2020-09-10,25.767
2020-09-11,25.429
2020-09-12,25.429
2020-09-13,25.429
2020-09-14,26.191
2020-09-15,26.233
2020-09-16,25.459
2020-09-17,25.052
2020-09-18,24.258
2020-09-19,24.258
2020-09-20,24.258
2020-09-21,24.993
2020-09-22,25.386
2020-09-23,24.321
2020-09-24,24.571
2020-09-25,25.493
2020-09-26,25.493
2020-09-27,25.493
2020-09-28,26.101
2020-09-29,25.904
2020-09-30,26.294
2020-10-01,26.517
2020-10-02,25.661
2020-10-03,25.661
2020-10-04,25.661
2020-10-05,26.451
2020-10-06,25.693
2020-10-07,26.128
2020-10-08,26.104
2020-10-09,26.558
2020-10-10,26.558
2020-10-11,26.558
2020-10-12,28.245
2020-10-13,27.495
2020-10-14,27.516
2020-10-15,27.407
2020-10-16,27.023
2020-10-17,27.023
2020-10-18,27.023
2020-10-19,26.333
2020-10-20,26.68
2020-10-21,26.535
2020-10-22,26.372
2020-10-23,26.211
2020-10-24,26.211
2020-10-25,26.211
2020-10-26,26.213
2020-10-27,26.566
2020-10-28,25.336
2020-10-29,24.245
2020-10-30,23.465
2020-10-31,23.465
2020-11-01,23.465
2020-11-02,23.446
2020-11-03,23.806
2020-11-04,24.778
2020-11-05,25.743
2020-11-06,25.713
2020-11-07,25.713
2020-11-08,25.713
2020-11-09,25.2
2020-11-10,25.124
2020-11-11,25.887
2020-11-12,25.826
2020-11-13,25.837
2020-11-14,25.837
2020-11-15,25.837
2020-11-16,26.062
2020-11-17,25.865
2020-11-18,25.57
2020-11-19,25.703
2020-11-20,25.421
2020-11-21,25.421
2020-11-22,25.421
2020-11-23,24.665
2020-11-24,24.951
2020-11-25,25.137
2020-11-26,25.137
2020-11-27,25.258
2020-11-28,25.258
2020-11-29,25.258
2020-11-30,25.791
2020-12-01,26.586
2020-12-02,26.664
2020-12-03,26.634
2020-12-04,26.485
2020-12-05,26.485
2020-12-06,26.485
2020-12-07,26.81
2020-12-08,26.946
2020-12-09,26.383
2020-12-10,26.699
2020-12-11,26.519
2020-12-12,26.519
2020-12-13,26.519
2020-12-14,26.383
2020-12-15,27.704
2020-12-16,27.689
2020-12-17,27.882
2020-12-18,27.439
2020-12-19,27.439
2020-12-20,27.439
2020-12-21,27.78
2020-12-22,28.571
2020-12-23,28.372
2020-12-24,28.59
2020-12-25,28.59
2020-12-26,28.59
2020-12-27,28.59
2020-12-28,29.613
2020-12-29,29.219
2020-12-30,28.97
2020-12-31,28.746
2021-01-01,28.746
2021-01-02,28.746
2021-01-03,28.746
2021-01-04,28.036
2021-01-05,28.382
2021-01-06,27.427
2021-01-07,28.363
2021-01-08,28.608
2021-01-09,28.608
2021-01-10,28.608
2021-01-11,27.943
2021-01-12,27.904
2021-01-13,28.356
2021-01-14,27.928
2021-01-15,27.544
2021-01-16,27.544
2021-01-17,27.544
2021-01-18,27.544
2021-01-19,27.694
2021-01-20,28.603
2021-01-21,29.652
2021-01-22,30.129
2021-01-23,30.129
2021-01-24,30.129
2021-01-25,30.963
2021-01-26,31.015
2021-01-27,30.776
2021-01-28,27.345
2021-01-29,26.322
2021-01-30,26.322
2021-01-31,26.322
2021-02-01,26.757
2021-02-02,26.927
2021-02-03,26.717
2021-02-04,27.102
2021-02-05,27.018
2021-02-06,27.018
2021-02-07,27.018
2021-02-08,27.048
2021-02-09,26.87
2021-02-10,26.748
2021-02-11,26.696
2021-02-12,26.744
2021-02-13,26.744
2021-02-14,26.744
2021-02-15,26.744
2021-02-16,26.313
2021-02-17,25.849
2021-02-18,25.626
2021-02-19,25.657
2021-02-20,25.657
2021-02-21,25.657
2021-02-22,24.893
2021-02-23,24.865
2021-02-24,24.764
2021-02-25,23.903
2021-02-26,23.956
2021-02-27,23.956
2021-02-28,23.956
2021-03-01,25.246
2021-03-02,24.719
2021-03-03,24.114
2021-03-04,23.733
2021-03-05,23.988
2021-03-06,23.988
2021-03-07,23.988
2021-03-08,22.988
2021-03-09,23.922
2021-03-10,23.703
2021-03-11,24.094
2021-03-12,23.911
2021-03-13,23.911
2021-03-14,23.911
2021-03-15,24.495
2021-03-16,24.808
2021-03-17,24.648
2021-03-18,23.812
2021-03-19,23.705
2021-03-20,23.705
2021-03-21,23.705
2021-03-22,24.377
2021-03-23,24.209
2021-03-24,23.725
2021-03-25,23.254
2021-03-26,23.373
2021-03-27,23.373
2021-03-28,23.373
2021-03-29,23.408
2021-03-30,23.12
2021-03-31,23.554
2021-04-01,23.718
2021-04-02,23.718
2021-04-03,23.718
2021-04-04,23.718
2021-04-05,24.277
2021-04-06,24.337
2021-04-07,24.663
2021-04-08,25.137
2021-04-09,25.646
2021-04-10,25.646
2021-04-11,25.646
2021-04-12,25.307
2021-04-13,25.922
2021-04-14,25.46
2021-04-15,25.936
2021-04-16,25.87
2021-04-17,25.87
2021-04-18,25.87
2021-04-19,26.001
2021-04-20,25.668
2021-04-21,25.743
2021-04-22,25.442
2021-04-23,25.901
2021-04-24,25.901
2021-04-25,25.901
2021-04-26,25.978
2021-04-27,25.915
2021-04-28,25.758
2021-04-29,22.15
2021-04-30,21.814
2021-05-01,21.814
2021-05-02,21.814
2021-05-03,21.994
2021-05-04,21.215
2021-05-05,21.257
2021-05-06,21.529
2021-05-07,21.644
2021-05-08,21.644
2021-05-09,21.644
2021-05-10,21.085
2021-05-11,20.929
2021-05-12,20.407
2021-05-13,20.773
2021-05-14,21.185
2021-05-15,21.185
2021-05-16,21.185
2021-05-17,20.989
2021-05-18,20.753
2021-05-19,20.726
2021-05-20,21.162
2021-05-21,20.849
2021-05-22,20.849
2021-05-23,20.849
2021-05-24,21.127
2021-05-25,21.094
2021-05-26,21.085
2021-05-27,20.824
2021-05-28,20.713
2021-05-29,20.713
2021-05-30,20.713
2021-05-31,20.713
2021-06-01,20.658
2021-06-02,20.788
2021-06-03,20.535
2021-06-04,20.926
2021-06-05,20.926
2021-06-06,20.926
2021-06-07,20.927
