,ETN US Equity
2021-01-16,15.95
2021-01-17,15.95
2021-01-18,15.95
2021-01-19,16.252
2021-01-20,16.314
2021-01-21,16.204
2021-01-22,16.113
2021-01-23,16.113
2021-01-24,16.113
2021-01-25,15.775
2021-01-26,15.635
2021-01-27,14.874
2021-01-28,15.318
2021-01-29,15.242
2021-01-30,15.242
2021-01-31,15.242
2021-02-01,15.739
2021-02-02,15.594
2021-02-03,14.29
2021-02-04,14.663
2021-02-05,14.834
2021-02-06,14.834
2021-02-07,14.834
2021-02-08,14.625
2021-02-09,14.577
2021-02-10,14.812
2021-02-11,15.027
2021-02-12,15.082
2021-02-13,15.082
2021-02-14,15.082
2021-02-15,15.082
2021-02-16,15.206
2021-02-17,15.21
2021-02-18,15.229
2021-02-19,15.547
2021-02-20,15.547
2021-02-21,15.547
2021-02-22,15.918
2021-02-23,15.919
2021-02-24,16.14
2021-02-25,15.834
2021-02-26,15.837
2021-02-27,15.837
2021-02-28,15.837
2021-03-01,16.601
2021-03-02,16.134
2021-03-03,16.322
2021-03-04,16.192
2021-03-05,16.546
2021-03-06,16.546
2021-03-07,16.546
2021-03-08,16.793
2021-03-09,16.409
2021-03-10,16.77
2021-03-11,16.765
2021-03-12,16.953
2021-03-13,16.953
2021-03-14,16.953
2021-03-15,16.897
2021-03-16,16.568
2021-03-17,16.71
2021-03-18,16.584
2021-03-19,16.136
2021-03-20,16.136
2021-03-21,16.136
2021-03-22,16.33
2021-03-23,16.096
2021-03-24,16.108
2021-03-25,16.273
2021-03-26,16.616
2021-03-27,16.616
2021-03-28,16.616
2021-03-29,16.598
2021-03-30,16.731
2021-03-31,16.565
2021-04-01,16.71
2021-04-02,16.71
2021-04-03,16.71
2021-04-04,16.71
2021-04-05,17.054
2021-04-06,16.897
2021-04-07,16.808
2021-04-08,16.751
2021-04-09,16.817
2021-04-10,16.817
2021-04-11,16.817
2021-04-12,16.913
2021-04-13,16.722
2021-04-14,16.775
2021-04-15,16.841
2021-04-16,16.883
2021-04-17,16.883
2021-04-18,16.883
2021-04-19,16.839
2021-04-20,16.562
2021-04-21,16.926
2021-04-22,16.913
2021-04-23,17.101
2021-04-24,17.101
2021-04-25,17.101
2021-04-26,17.149
2021-04-27,17.295
2021-04-28,17.288
2021-04-29,17.346
2021-04-30,17.096
2021-05-01,17.096
2021-05-02,17.096
2021-05-03,17.267
2021-05-04,17.003
2021-05-05,16.867
2021-05-06,16.979
2021-05-07,17.104
2021-05-08,17.104
2021-05-09,17.104
2021-05-10,17.092
2021-05-11,16.9
2021-05-12,16.66
2021-05-13,16.994
2021-05-14,17.072
2021-05-15,17.072
2021-05-16,17.072
2021-05-17,16.988
2021-05-18,16.631
2021-05-19,16.45
2021-05-20,16.55
2021-05-21,16.527
2021-05-22,16.527
2021-05-23,16.527
2021-05-24,16.551
2021-05-25,16.456
2021-05-26,16.475
2021-05-27,16.661
2021-05-28,16.737
2021-05-29,16.737
2021-05-30,16.737
2021-05-31,16.737
2021-06-01,16.857
2021-06-02,16.787
2021-06-03,16.782
2021-06-04,17.022
2021-06-05,17.022
2021-06-06,17.022
2021-06-07,16.831
2021-06-08,16.862
2021-06-09,16.781
2021-06-10,16.828
2021-06-11,16.806
2021-06-12,16.806
2021-06-13,16.806
2021-06-14,16.795
2021-06-15,17.008
2021-06-16,16.837
2021-06-17,16.406
2021-06-18,16.02
2021-06-19,16.02
2021-06-20,16.02
2021-06-21,16.454
2021-06-22,16.43
2021-06-23,16.612
2021-06-24,16.755
2021-06-25,16.874
2021-06-26,16.874
2021-06-27,16.874
2021-06-28,16.852
2021-06-29,16.851
2021-06-30,17.046
2021-07-01,17.275
2021-07-02,17.416
2021-07-03,17.416
2021-07-04,17.416
2021-07-05,17.416
2021-07-06,17.22
2021-07-07,17.506
2021-07-08,17.321
2021-07-09,17.665
2021-07-10,17.665
2021-07-11,17.665
2021-07-12,17.78
2021-07-13,17.636
2021-07-14,17.563
2021-07-15,17.617
2021-07-16,17.488
2021-07-17,17.488
2021-07-18,17.488
2021-07-19,17.085
2021-07-20,17.646
2021-07-21,17.823
2021-07-22,17.871
2021-07-23,17.949
2021-07-24,17.949
2021-07-25,17.949
2021-07-26,17.869
2021-07-27,17.881
2021-07-28,17.803
2021-07-29,18.061
2021-07-30,18.1
2021-07-31,18.1
2021-08-01,18.1
2021-08-02,18.222
2021-08-03,18.555
2021-08-04,18.049
2021-08-05,17.825
2021-08-06,17.932
2021-08-07,17.932
2021-08-08,17.932
2021-08-09,17.976
2021-08-10,18.423
2021-08-11,18.374
2021-08-12,18.487
2021-08-13,18.537
2021-08-14,18.537
2021-08-15,18.537
2021-08-16,18.635
2021-08-17,18.457
2021-08-18,18.406
2021-08-19,18.462
2021-08-20,18.519
2021-08-21,18.519
2021-08-22,18.519
2021-08-23,18.672
2021-08-24,18.733
2021-08-25,18.823
2021-08-26,18.729
2021-08-27,18.803
2021-08-28,18.803
2021-08-29,18.803
2021-08-30,18.823
2021-08-31,18.619
2021-09-01,18.441
2021-09-02,18.593
2021-09-03,18.4
2021-09-04,18.4
2021-09-05,18.4
2021-09-06,18.4
2021-09-07,18.103
2021-09-08,18.066
2021-09-09,17.863
2021-09-10,17.737
2021-09-11,17.737
2021-09-12,17.737
2021-09-13,17.503
2021-09-14,17.297
2021-09-15,17.767
2021-09-16,17.628
2021-09-17,17.433
2021-09-18,17.433
2021-09-19,17.433
2021-09-20,17.319
2021-09-21,17.108
2021-09-22,17.311
2021-09-23,17.485
2021-09-24,17.265
2021-09-25,17.265
2021-09-26,17.265
2021-09-27,17.182
2021-09-28,17.053
2021-09-29,16.996
2021-09-30,16.535
2021-10-01,16.683
2021-10-02,16.683
2021-10-03,16.683
2021-10-04,16.397
2021-10-05,16.718
2021-10-06,16.804
2021-10-07,17.049
2021-10-08,17.01
2021-10-09,17.01
2021-10-10,17.01
2021-10-11,16.899
2021-10-12,16.82
2021-10-13,17.016
2021-10-14,17.702
2021-10-15,17.911
2021-10-16,17.911
2021-10-17,17.911
2021-10-18,17.891
2021-10-19,17.914
2021-10-20,18.105
2021-10-21,18.027
2021-10-22,18.056
2021-10-23,18.056
2021-10-24,18.056
2021-10-25,18.07
2021-10-26,17.928
2021-10-27,17.792
2021-10-28,18.33
2021-10-29,18.308
2021-10-30,18.308
2021-10-31,18.308
2021-11-01,18.261
2021-11-02,19.038
2021-11-03,18.785
2021-11-04,18.973
2021-11-05,18.898
2021-11-06,18.898
2021-11-07,18.898
2021-11-08,19.165
2021-11-09,19.269
2021-11-10,19.044
2021-11-11,18.828
2021-11-12,19.036
2021-11-13,19.036
2021-11-14,19.036
2021-11-15,19.14
2021-11-16,19.257
2021-11-17,18.896
2021-11-18,18.92
2021-11-19,18.808
2021-11-20,18.808
2021-11-21,18.808
2021-11-22,18.811
2021-11-23,18.838
2021-11-24,18.661
2021-11-25,18.661
2021-11-26,18.286
2021-11-27,18.286
2021-11-28,18.286
2021-11-29,18.271
2021-11-30,17.691
2021-12-01,17.626
2021-12-02,18.189
2021-12-03,18.169
2021-12-04,18.169
2021-12-05,18.169
2021-12-06,18.539
2021-12-07,18.622
2021-12-08,18.549
2021-12-09,18.403
2021-12-10,18.608
2021-12-11,18.608
2021-12-12,18.608
2021-12-13,18.434
2021-12-14,17.906
2021-12-15,18.386
2021-12-16,18.337
2021-12-17,17.879
2021-12-18,17.879
2021-12-19,17.879
2021-12-20,17.769
2021-12-21,18.114
2021-12-22,18.06
2021-12-23,18.2
2021-12-24,18.2
2021-12-25,18.2
2021-12-26,18.2
2021-12-27,18.485
2021-12-28,18.543
2021-12-29,18.598
2021-12-30,18.566
2021-12-31,18.718
2022-01-01,18.718
2022-01-02,18.718
2022-01-03,18.257
2022-01-04,18.567
2022-01-05,18.301
2022-01-06,18.345
2022-01-07,18.141
2022-01-08,18.141
2022-01-09,18.141
2022-01-10,17.97
2022-01-11,18.125
2022-01-12,18.525
2022-01-13,18.494
2022-01-14,18.466
2022-01-15,18.466
2022-01-16,18.466
2022-01-17,18.466
2022-01-18,18.046
2022-01-19,17.695
2022-01-20,17.401
2022-01-21,17.203
2022-01-22,17.203
2022-01-23,17.203
2022-01-24,17.223
2022-01-25,16.871
2022-01-26,16.957
2022-01-27,16.655
2022-01-28,16.791
2022-01-29,16.791
2022-01-30,16.791
2022-01-31,16.977
2022-02-01,17.08
2022-02-02,17.296
2022-02-03,16.806
2022-02-04,15.93
2022-02-05,15.93
2022-02-06,15.93
2022-02-07,15.943
2022-02-08,16.191
2022-02-09,16.763
2022-02-10,16.416
2022-02-11,15.978
2022-02-12,15.978
2022-02-13,15.978
2022-02-14,16.076
2022-02-15,16.431
2022-02-16,16.59
2022-02-17,16.1
2022-02-18,16.202
2022-02-19,16.202
2022-02-20,16.202
2022-02-21,16.202
2022-02-22,16.033
2022-02-23,15.774
2022-02-24,15.88
2022-02-25,16.282
2022-02-26,16.282
2022-02-27,16.282
2022-02-28,16.3
2022-03-01,15.389
2022-03-02,15.949
2022-03-03,16.243
2022-03-04,15.699
2022-03-05,15.699
2022-03-06,15.699
2022-03-07,15.281
2022-03-08,15.324
2022-03-09,15.611
2022-03-10,15.599
2022-03-11,15.465
2022-03-12,15.465
2022-03-13,15.465
2022-03-14,15.627
2022-03-15,15.817
2022-03-16,16.14
2022-03-17,16.283
2022-03-18,16.396
2022-03-19,16.396
2022-03-20,16.396
2022-03-21,16.293
2022-03-22,16.365
2022-03-23,16.068
2022-03-24,16.149
2022-03-25,16.252
2022-03-26,16.252
2022-03-27,16.252
2022-03-28,16.255
2022-03-29,16.605
2022-03-30,16.387
2022-03-31,15.997
2022-04-01,16.002
2022-04-02,16.002
2022-04-03,16.002
2022-04-04,15.941
2022-04-05,15.468
2022-04-06,15.305
2022-04-07,15.425
2022-04-08,15.354
2022-04-09,15.354
2022-04-10,15.354
2022-04-11,15.046
2022-04-12,14.901
2022-04-13,15.011
2022-04-14,14.814
2022-04-15,14.814
2022-04-16,14.814
2022-04-17,14.814
2022-04-18,14.894
2022-04-19,15.508
2022-04-20,15.892
2022-04-21,15.953
2022-04-22,15.537
2022-04-23,15.537
2022-04-24,15.537
2022-04-25,15.646
2022-04-26,15.296
2022-04-27,15.502
2022-04-28,15.733
2022-04-29,15.428
2022-04-30,15.428
2022-05-01,15.428
2022-05-02,15.586
2022-05-03,15.596
2022-05-04,15.935
2022-05-05,15.747
2022-05-06,15.632
2022-05-07,15.632
2022-05-08,15.632
2022-05-09,15.703
2022-05-10,14.962
2022-05-11,14.98
2022-05-12,15.163
2022-05-13,15.118
2022-05-14,15.118
2022-05-15,15.118
2022-05-16,14.84
2022-05-17,15.31
2022-05-18,14.589
2022-05-19,14.542
2022-05-20,14.334
2022-05-21,14.334
2022-05-22,14.334
2022-05-23,14.614
2022-05-24,14.301
2022-05-25,14.328
2022-05-26,14.563
2022-05-27,14.941
2022-05-28,14.941
2022-05-29,14.941
2022-05-30,14.941
2022-05-31,14.808
2022-06-01,14.714
2022-06-02,15.045
2022-06-03,14.995
2022-06-04,14.995
2022-06-05,14.995
2022-06-06,15.064
2022-06-07,15.496
2022-06-08,15.397
2022-06-09,15.186
2022-06-10,14.63
2022-06-11,14.63
2022-06-12,14.63
2022-06-13,14.184
2022-06-14,13.935
2022-06-15,13.988
2022-06-16,13.464
2022-06-17,13.401
2022-06-18,13.401
2022-06-19,13.401
2022-06-20,13.401
2022-06-21,13.468
2022-06-22,13.476
2022-06-23,13.548
2022-06-24,14.075
2022-06-25,14.075
2022-06-26,14.075
2022-06-27,14.148
2022-06-28,13.835
2022-06-29,13.615
2022-06-30,13.478
2022-07-01,13.626
2022-07-02,13.626
2022-07-03,13.626
2022-07-04,13.626
2022-07-05,13.552
2022-07-06,13.699
2022-07-07,13.87
2022-07-08,13.834
2022-07-09,13.834
2022-07-10,13.834
2022-07-11,13.838
2022-07-12,13.724
2022-07-13,13.557
2022-07-14,13.484
2022-07-15,13.949
2022-07-16,13.949
2022-07-17,13.949
2022-07-18,13.72
2022-07-19,14.307
2022-07-20,14.469
2022-07-21,14.847
2022-07-22,14.772
2022-07-23,14.772
2022-07-24,14.772
2022-07-25,14.821
2022-07-26,15.041
2022-07-27,15.315
2022-07-28,15.811
2022-07-29,16.041
2022-07-30,16.041
2022-07-31,16.041
2022-08-01,15.945
2022-08-02,15.758
2022-08-03,15.904
2022-08-04,15.911
2022-08-05,15.904
2022-08-06,15.904
2022-08-07,15.904
2022-08-08,15.827
2022-08-09,15.665
2022-08-10,15.978
2022-08-11,16.097
2022-08-12,16.419
2022-08-13,16.419
2022-08-14,16.419
2022-08-15,16.416
2022-08-16,16.49
2022-08-17,16.37
2022-08-18,16.517
2022-08-19,16.246
2022-08-20,16.246
2022-08-21,16.246
2022-08-22,15.806
2022-08-23,15.758
2022-08-24,15.673
2022-08-25,15.946
2022-08-26,15.195
2022-08-27,15.195
2022-08-28,15.195
2022-08-29,15.155
2022-08-30,14.997
2022-08-31,14.717
2022-09-01,14.923
2022-09-02,14.765
2022-09-03,14.765
2022-09-04,14.765
2022-09-05,14.765
2022-09-06,14.89
2022-09-07,15.192
2022-09-08,15.404
2022-09-09,15.669
2022-09-10,15.669
2022-09-11,15.669
2022-09-12,15.874
2022-09-13,15.325
2022-09-14,15.389
2022-09-15,15.175
2022-09-16,14.869
2022-09-17,14.869
2022-09-18,14.869
2022-09-19,15.079
2022-09-20,14.967
2022-09-21,14.822
2022-09-22,14.532
2022-09-23,14.425
2022-09-24,14.425
2022-09-25,14.425
2022-09-26,14.36
2022-09-27,14.12
2022-09-28,14.4
2022-09-29,14.428
2022-09-30,14.343
2022-10-01,14.343
2022-10-02,14.343
2022-10-03,14.842
2022-10-04,15.455
2022-10-05,15.565
2022-10-06,15.365
2022-10-07,14.772
2022-10-08,14.772
2022-10-09,14.772
2022-10-10,14.723
2022-10-11,14.727
2022-10-12,14.649
2022-10-13,14.935
2022-10-14,14.525
2022-10-15,14.525
2022-10-16,14.525
2022-10-17,14.99
2022-10-18,15.252
2022-10-19,15.074
2022-10-20,14.669
2022-10-21,15.11
2022-10-22,15.11
2022-10-23,15.11
2022-10-24,15.353
2022-10-25,15.839
2022-10-26,15.781
2022-10-27,15.908
2022-10-28,16.298
2022-10-29,16.298
2022-10-30,16.298
2022-10-31,16.275
2022-11-01,16.407
2022-11-02,16.313
2022-11-03,16.745
2022-11-04,17.189
2022-11-05,17.189
2022-11-06,17.189
2022-11-07,17.169
2022-11-08,17.146
2022-11-09,17.034
2022-11-10,17.701
2022-11-11,17.653
2022-11-12,17.653
2022-11-13,17.653
2022-11-14,17.658
2022-11-15,17.739
2022-11-16,17.668
2022-11-17,17.765
2022-11-18,18.025
2022-11-19,18.025
2022-11-20,18.025
2022-11-21,17.975
2022-11-22,18.186
2022-11-23,18.064
2022-11-24,18.064
2022-11-25,18.145
2022-11-26,18.145
2022-11-27,18.145
2022-11-28,17.757
2022-11-29,17.713
2022-11-30,17.855
2022-12-01,17.845
2022-12-02,17.84
2022-12-03,17.84
2022-12-04,17.84
2022-12-05,17.517
2022-12-06,17.239
2022-12-07,17.18
2022-12-08,17.341
2022-12-09,17.29
2022-12-10,17.29
2022-12-11,17.29
2022-12-12,17.569
2022-12-13,17.876
2022-12-14,17.646
2022-12-15,16.992
2022-12-16,16.889
2022-12-17,16.889
2022-12-18,16.889
2022-12-19,16.889
2022-12-20,17.043
2022-12-21,17.284
2022-12-22,17.065
2022-12-23,17.14
2022-12-24,17.14
2022-12-25,17.14
2022-12-26,17.14
2022-12-27,17.199
2022-12-28,17.025
2022-12-29,17.2
2022-12-30,17.156
2022-12-31,17.156
2023-01-01,17.156
2023-01-02,17.156
2023-01-03,17.25
2023-01-04,17.367
2023-01-05,17.178
2023-01-06,17.596
2023-01-07,17.596
2023-01-08,17.596
2023-01-09,17.578
2023-01-10,17.513
2023-01-11,17.915
2023-01-12,17.995
2023-01-13,17.966
2023-01-14,17.966
2023-01-15,17.966
2023-01-16,17.966
2023-01-17,17.749
2023-01-18,17.309
2023-01-19,16.686
2023-01-20,17.087
2023-01-21,17.087
2023-01-22,17.087
2023-01-23,17.461
2023-01-24,17.766
2023-01-25,17.486
2023-01-26,17.679
2023-01-27,17.826
2023-01-28,17.826
2023-01-29,17.826
2023-01-30,17.676
2023-01-31,17.823
2023-02-01,17.947
2023-02-02,17.795
2023-02-03,17.936
2023-02-04,17.936
2023-02-05,17.936
2023-02-06,17.838
2023-02-07,18.073
2023-02-08,18.442
2023-02-09,18.099
2023-02-10,18.492
2023-02-11,18.492
2023-02-12,18.492
2023-02-13,18.861
2023-02-14,18.715
2023-02-15,18.796
2023-02-16,18.834
2023-02-17,18.957
2023-02-18,18.957
2023-02-19,18.957
2023-02-20,18.957
2023-02-21,18.472
2023-02-22,18.534
2023-02-23,18.693
2023-02-24,18.743
2023-02-25,18.743
2023-02-26,18.743
2023-02-27,18.866
2023-02-28,18.925
2023-03-01,18.808
2023-03-02,18.951
2023-03-03,19.306
2023-03-04,19.306
2023-03-05,19.306
2023-03-06,19.262
2023-03-07,19.083
2023-03-08,19.269
2023-03-09,18.924
2023-03-10,18.483
2023-03-11,18.483
2023-03-12,18.483
2023-03-13,18.275
2023-03-14,18.49
2023-03-15,17.138
2023-03-16,17.688
2023-03-17,17.233
2023-03-18,17.233
2023-03-19,17.233
2023-03-20,17.6
2023-03-21,17.963
2023-03-22,17.879
2023-03-23,17.705
2023-03-24,17.608
2023-03-25,17.608
2023-03-26,17.608
2023-03-27,17.634
2023-03-28,17.818
2023-03-29,18.063
2023-03-30,18.221
2023-03-31,18.465
2023-04-01,18.465
2023-04-02,18.465
2023-04-03,18.379
2023-04-04,17.485
2023-04-05,17.084
2023-04-06,16.846
2023-04-07,16.846
2023-04-08,16.846
2023-04-09,16.846
2023-04-10,16.975
2023-04-11,17.114
2023-04-12,17.482
2023-04-13,17.314
2023-04-14,17.435
2023-04-15,17.435
2023-04-16,17.435
2023-04-17,17.569
2023-04-18,17.637
2023-04-19,17.607
2023-04-20,17.56
2023-04-21,17.551
2023-04-22,17.551
2023-04-23,17.551
2023-04-24,17.65
2023-04-25,17.648
2023-04-26,17.448
2023-04-27,18.1
2023-04-28,18.008
2023-04-29,18.008
2023-04-30,18.008
2023-05-01,18.187
2023-05-02,18.499
2023-05-03,18.368
2023-05-04,17.925
2023-05-05,18.255
2023-05-06,18.255
2023-05-07,18.255
2023-05-08,18.13
2023-05-09,18.215
2023-05-10,18.061
2023-05-11,17.979
2023-05-12,17.985
2023-05-13,17.985
2023-05-14,17.985
2023-05-15,18.128
2023-05-16,17.727
2023-05-17,18.216
2023-05-18,18.6
2023-05-19,18.551
2023-05-20,18.551
2023-05-21,18.551
2023-05-22,18.555
2023-05-23,18.254
2023-05-24,17.914
2023-05-25,18.85
2023-05-26,19.437
2023-05-27,19.437
2023-05-28,19.437
2023-05-29,19.437
2023-05-30,19.367
2023-05-31,18.712
2023-06-01,19.046
2023-06-02,19.837
2023-06-03,19.837
2023-06-04,19.837
2023-06-05,19.53
2023-06-06,19.505
2023-06-07,20.056
2023-06-08,19.973
2023-06-09,19.918
2023-06-10,19.918
2023-06-11,19.918
2023-06-12,20.157
2023-06-13,20.615
2023-06-14,20.527
2023-06-15,20.933
2023-06-16,20.328
2023-06-17,20.328
2023-06-18,20.328
2023-06-19,20.328
2023-06-20,20.644
2023-06-21,20.708
2023-06-22,20.789
