,FICO US Equity
2023-06-23,33.167
2023-06-24,33.167
2023-06-25,33.167
2023-06-26,32.844
2023-06-27,33.146
2023-06-28,33.671
2023-06-29,34.043
2023-06-30,34.585
2023-07-01,34.585
2023-07-02,34.585
2023-07-03,33.977
2023-07-04,33.977
2023-07-05,33.694
2023-07-06,33.287
2023-07-07,33.806
2023-07-08,33.806
2023-07-09,33.806
2023-07-10,34.195
2023-07-11,34.452
2023-07-12,34.561
2023-07-13,34.554
2023-07-14,35.135
2023-07-15,35.135
2023-07-16,35.135
2023-07-17,35.57
2023-07-18,35.843
2023-07-19,35.893
2023-07-20,36.204
2023-07-21,35.9
2023-07-22,35.9
2023-07-23,35.9
2023-07-24,35.486
2023-07-25,36.239
2023-07-26,35.485
2023-07-27,34.872
2023-07-28,35.069
2023-07-29,35.069
2023-07-30,35.069
2023-07-31,35.622
2023-08-01,35.27
2023-08-02,34.417
2023-08-03,35.873
2023-08-04,35.279
2023-08-05,35.279
2023-08-06,35.279
2023-08-07,36.129
2023-08-08,35.914
2023-08-09,35.856
2023-08-10,36.037
2023-08-11,36.08
2023-08-12,36.08
2023-08-13,36.08
2023-08-14,36.732
2023-08-15,36.541
2023-08-16,35.606
2023-08-17,35.382
2023-08-18,35.494
2023-08-19,35.494
2023-08-20,35.494
2023-08-21,35.202
2023-08-22,35.123
2023-08-23,35.806
2023-08-24,35.264
2023-08-25,35.472
2023-08-26,35.472
2023-08-27,35.472
2023-08-28,36.018
2023-08-29,36.99
2023-08-30,37.42
2023-08-31,37.561
2023-09-01,37.228
2023-09-02,37.228
2023-09-03,37.228
2023-09-04,37.228
2023-09-05,37.068
2023-09-06,37.698
2023-09-07,37.546
2023-09-08,37.395
2023-09-09,37.395
2023-09-10,37.395
2023-09-11,37.611
2023-09-12,37.005
2023-09-13,37.301
2023-09-14,37.677
2023-09-15,37.049
2023-09-16,37.049
2023-09-17,37.049
2023-09-18,37.536
2023-09-19,37.821
2023-09-20,37.567
2023-09-21,36.984
2023-09-22,36.97
2023-09-23,36.97
2023-09-24,36.97
2023-09-25,36.99
2023-09-26,36.21
2023-09-27,36.808
2023-09-28,37.02
2023-09-29,36.255
2023-09-30,36.255
2023-10-01,36.255
2023-10-02,35.831
2023-10-03,34.708
2023-10-04,35.717
2023-10-05,35.787
2023-10-06,36.249
2023-10-07,36.249
2023-10-08,36.249
2023-10-09,36.907
2023-10-10,36.897
2023-10-11,37.542
2023-10-12,37.03
2023-10-13,37.154
2023-10-14,37.154
2023-10-15,37.154
2023-10-16,36.902
2023-10-17,38.221
2023-10-18,38.071
2023-10-19,38.261
2023-10-20,37.959
2023-10-21,37.959
2023-10-22,37.959
2023-10-23,38.591
2023-10-24,35.934
2023-10-25,34.513
2023-10-26,34.706
2023-10-27,35.475
2023-10-28,35.475
2023-10-29,35.475
2023-10-30,35.608
2023-10-31,35.382
2023-11-01,36.432
2023-11-02,37.675
2023-11-03,38.918
2023-11-04,38.918
2023-11-05,38.918
2023-11-06,38.807
2023-11-07,39.468
2023-11-08,39.959
2023-11-09,41.043
2023-11-10,42.492
2023-11-11,42.492
2023-11-12,42.492
2023-11-13,43.215
2023-11-14,43.85
2023-11-15,43.512
2023-11-16,44.07
2023-11-17,44.42
2023-11-18,44.42
2023-11-19,44.42
2023-11-20,44.811
2023-11-21,44.958
2023-11-22,45.425
2023-11-23,45.425
2023-11-24,45.611
2023-11-25,45.611
2023-11-26,45.611
2023-11-27,46.141
2023-11-28,45.772
2023-11-29,45.848
2023-11-30,46.382
2023-12-01,48.098
2023-12-02,48.098
2023-12-03,48.098
2023-12-04,47.502
2023-12-05,47.867
2023-12-06,47.044
2023-12-07,47.317
2023-12-08,48.008
2023-12-09,48.008
2023-12-10,48.008
2023-12-11,48.492
2023-12-12,49.059
2023-12-13,49.379
2023-12-14,47.805
2023-12-15,47.813
2023-12-16,47.813
2023-12-17,47.813
2023-12-18,48.617
2023-12-19,48.775
2023-12-20,48.887
2023-12-21,49.323
2023-12-22,49.468
2023-12-23,49.468
2023-12-24,49.468
2023-12-25,49.468
2023-12-26,49.288
2023-12-27,49.541
2023-12-28,49.487
2023-12-29,49.262
2023-12-30,49.262
2023-12-31,49.262
2024-01-01,49.262
2024-01-02,47.872
2024-01-03,47.5
2024-01-04,47.292
2024-01-05,47.207
2024-01-06,47.207
2024-01-07,47.207
2024-01-08,48.747
2024-01-09,48.904
2024-01-10,50.464
2024-01-11,51.078
2024-01-12,51.659
2024-01-13,51.659
2024-01-14,51.659
2024-01-15,51.659
2024-01-16,51.382
2024-01-17,51.284
2024-01-18,52.129
2024-01-19,52.537
2024-01-20,52.537
2024-01-21,52.537
2024-01-22,53.709
2024-01-23,53.463
2024-01-24,53.214
2024-01-25,54.351
2024-01-26,50.773
2024-01-27,50.773
2024-01-28,50.773
2024-01-29,51.877
2024-01-30,50.803
2024-01-31,50.878
2024-02-01,52.719
2024-02-02,53.234
2024-02-03,53.234
2024-02-04,53.234
2024-02-05,53.269
2024-02-06,53.425
2024-02-07,54.3
2024-02-08,56.038
2024-02-09,56.139
2024-02-10,56.139
2024-02-11,56.139
2024-02-12,55.059
2024-02-13,53.835
2024-02-14,54.868
2024-02-15,55.244
2024-02-16,54.649
2024-02-17,54.649
2024-02-18,54.649
2024-02-19,54.649
2024-02-20,53.674
2024-02-21,53.136
2024-02-22,54.913
2024-02-23,54.66
2024-02-24,54.66
2024-02-25,54.66
2024-02-26,54.913
2024-02-27,54.392
2024-02-28,54.332
2024-02-29,54.131
2024-03-01,55.005
2024-03-02,55.005
2024-03-03,55.005
2024-03-04,55.379
2024-03-05,53.779
2024-03-06,54.82
2024-03-07,55.956
2024-03-08,54.508
2024-03-09,54.508
2024-03-10,54.508
2024-03-11,53.763
2024-03-12,55.687
2024-03-13,52.218
2024-03-14,50.381
2024-03-15,50.793
2024-03-16,50.793
2024-03-17,50.793
2024-03-18,51.884
2024-03-19,52.431
2024-03-20,52.845
2024-03-21,54.314
2024-03-22,54.175
2024-03-23,54.175
2024-03-24,54.175
2024-03-25,53.745
2024-03-26,54.418
2024-03-27,52.952
2024-03-28,52.578
2024-03-29,52.578
2024-03-30,52.578
2024-03-31,52.578
2024-04-01,52.778
2024-04-02,52.48
2024-04-03,52.533
2024-04-04,51.325
2024-04-05,51.811
2024-04-06,51.811
2024-04-07,51.811
2024-04-08,52.115
