,EOG US Equity
2023-06-23,8.227
2023-06-24,8.227
2023-06-25,8.227
2023-06-26,8.514
2023-06-27,8.435
2023-06-28,8.606
2023-06-29,8.74
2023-06-30,8.852
2023-07-01,8.852
2023-07-02,8.852
2023-07-03,8.901
2023-07-04,8.901
2023-07-05,8.877
2023-07-06,8.718
2023-07-07,8.989
2023-07-08,8.989
2023-07-09,8.989
2023-07-10,8.956
2023-07-11,9.312
2023-07-12,9.552
2023-07-13,9.653
2023-07-14,9.446
2023-07-15,9.446
2023-07-16,9.446
2023-07-17,9.473
2023-07-18,9.772
2023-07-19,9.797
2023-07-20,9.88
2023-07-21,10.046
2023-07-22,10.046
2023-07-23,10.046
2023-07-24,10.184
2023-07-25,10.373
2023-07-26,10.439
2023-07-27,10.394
2023-07-28,10.49
2023-07-29,10.49
2023-07-30,10.49
2023-07-31,10.685
2023-08-01,10.622
2023-08-02,10.484
2023-08-03,10.565
2023-08-04,10.408
2023-08-05,10.408
2023-08-06,10.408
2023-08-07,10.168
2023-08-08,10.225
2023-08-09,10.44
2023-08-10,10.459
2023-08-11,10.5
2023-08-12,10.5
2023-08-13,10.5
2023-08-14,10.393
2023-08-15,10.17
2023-08-16,10.128
2023-08-17,10.135
2023-08-18,10.218
2023-08-19,10.218
2023-08-20,10.218
2023-08-21,10.203
2023-08-22,10.115
2023-08-23,10.01
2023-08-24,9.761
2023-08-25,9.87
2023-08-26,9.87
2023-08-27,9.87
2023-08-28,9.807
2023-08-29,9.84
2023-08-30,9.834
2023-08-31,9.824
2023-09-01,10.004
2023-09-02,10.004
2023-09-03,10.004
2023-09-04,10.004
2023-09-05,10.19
2023-09-06,10.17
2023-09-07,10.05
2023-09-08,10.14
2023-09-09,10.14
2023-09-10,10.14
2023-09-11,9.906
2023-09-12,10.204
2023-09-13,10.115
2023-09-14,10.248
2023-09-15,10.015
2023-09-16,10.015
2023-09-17,10.015
2023-09-18,9.949
2023-09-19,9.732
2023-09-20,9.538
2023-09-21,9.317
2023-09-22,9.319
2023-09-23,9.319
2023-09-24,9.319
2023-09-25,9.542
2023-09-26,9.635
2023-09-27,9.754
2023-09-28,9.691
2023-09-29,9.48
2023-09-30,9.48
2023-10-01,9.48
2023-10-02,9.172
2023-10-03,9.189
2023-10-04,8.791
2023-10-05,8.725
2023-10-06,8.889
2023-10-07,8.889
2023-10-08,8.889
2023-10-09,9.442
2023-10-10,9.394
2023-10-11,9.443
2023-10-12,9.557
2023-10-13,9.924
2023-10-14,9.924
2023-10-15,9.924
2023-10-16,9.92
2023-10-17,9.938
2023-10-18,10.045
2023-10-19,10.079
2023-10-20,9.857
2023-10-21,9.857
2023-10-22,9.857
2023-10-23,9.706
2023-10-24,9.58
2023-10-25,9.564
2023-10-26,9.432
2023-10-27,9.288
2023-10-28,9.288
2023-10-29,9.288
2023-10-30,9.26
2023-10-31,9.319
2023-11-01,9.169
2023-11-02,9.482
2023-11-03,9.368
2023-11-04,9.368
2023-11-05,9.368
2023-11-06,9.21
2023-11-07,8.935
2023-11-08,8.83
2023-11-09,8.842
2023-11-10,8.944
2023-11-11,8.944
2023-11-12,8.944
2023-11-13,8.968
2023-11-14,9.11
2023-11-15,8.971
2023-11-16,8.779
2023-11-17,9.019
2023-11-18,9.019
2023-11-19,9.019
2023-11-20,9.108
2023-11-21,9.036
2023-11-22,8.988
2023-11-23,8.988
2023-11-24,9.012
2023-11-25,9.012
2023-11-26,9.012
2023-11-27,8.976
2023-11-28,9.01
2023-11-29,8.991
2023-11-30,8.938
2023-12-01,8.977
2023-12-02,8.977
2023-12-03,8.977
2023-12-04,8.956
2023-12-05,8.885
2023-12-06,8.76
2023-12-07,8.725
2023-12-08,8.77
2023-12-09,8.77
2023-12-10,8.77
2023-12-11,8.799
2023-12-12,8.81
2023-12-13,8.888
2023-12-14,9.197
2023-12-15,9.16
2023-12-16,9.16
2023-12-17,9.16
2023-12-18,9.259
2023-12-19,9.371
2023-12-20,9.339
2023-12-21,9.441
2023-12-22,9.535
2023-12-23,9.535
2023-12-24,9.535
2023-12-25,9.535
2023-12-26,9.693
2023-12-27,9.691
2023-12-28,9.462
2023-12-29,9.432
2023-12-30,9.432
2023-12-31,9.432
2024-01-01,9.432
2024-01-02,9.483
2024-01-03,9.709
2024-01-04,9.463
2024-01-05,9.495
2024-01-06,9.495
2024-01-07,9.495
2024-01-08,9.369
2024-01-09,9.258
2024-01-10,9.194
2024-01-11,9.195
2024-01-12,9.282
2024-01-13,9.282
2024-01-14,9.282
2024-01-15,9.282
2024-01-16,9.099
2024-01-17,9.0
2024-01-18,8.994
2024-01-19,8.998
2024-01-20,8.998
2024-01-21,8.998
2024-01-22,9.123
2024-01-23,9.157
2024-01-24,9.3
2024-01-25,9.526
2024-01-26,9.631
2024-01-27,9.631
2024-01-28,9.631
2024-01-29,9.584
2024-01-30,9.759
2024-01-31,9.509
2024-02-01,9.411
2024-02-02,9.265
2024-02-03,9.265
2024-02-04,9.265
2024-02-05,9.165
2024-02-06,9.351
2024-02-07,9.405
2024-02-08,9.45
2024-02-09,9.285
2024-02-10,9.285
2024-02-11,9.285
2024-02-12,9.448
2024-02-13,9.294
2024-02-14,9.292
2024-02-15,9.564
2024-02-16,9.506
2024-02-17,9.506
2024-02-18,9.506
2024-02-19,9.506
2024-02-20,9.47
2024-02-21,9.739
2024-02-22,9.806
2024-02-23,9.582
2024-02-24,9.582
2024-02-25,9.582
2024-02-26,9.715
2024-02-27,9.915
2024-02-28,9.935
2024-02-29,9.986
2024-03-01,10.15
2024-03-02,10.15
2024-03-03,10.15
2024-03-04,10.138
2024-03-05,10.171
2024-03-06,10.204
2024-03-07,10.369
2024-03-08,10.396
2024-03-09,10.396
2024-03-10,10.396
2024-03-11,10.6
2024-03-12,10.604
2024-03-13,10.756
2024-03-14,10.831
2024-03-15,10.757
2024-03-16,10.757
2024-03-17,10.757
2024-03-18,10.723
2024-03-19,10.817
2024-03-20,10.936
2024-03-21,10.963
2024-03-22,10.941
2024-03-23,10.941
2024-03-24,10.941
2024-03-25,11.152
2024-03-26,11.023
2024-03-27,11.031
2024-03-28,11.057
2024-03-29,11.057
2024-03-30,11.057
2024-03-31,11.057
2024-04-01,11.208
2024-04-02,11.353
2024-04-03,11.485
2024-04-04,11.575
2024-04-05,11.708
2024-04-06,11.708
2024-04-07,11.708
2024-04-08,11.652
