,CORT US Equity
2021-05-12,10.128
2021-05-13,10.28
2021-05-14,10.432
2021-05-15,10.432
2021-05-16,10.432
2021-05-17,10.521
2021-05-18,10.511
2021-05-19,10.541
2021-05-20,10.595
2021-05-21,10.575
2021-05-22,10.575
2021-05-23,10.575
2021-05-24,10.418
2021-05-25,10.393
2021-05-26,10.541
2021-05-27,10.649
2021-05-28,10.614
2021-05-29,10.614
2021-05-30,10.614
2021-05-31,10.614
2021-06-01,10.585
2021-06-02,10.521
2021-06-03,10.683
2021-06-04,10.521
2021-06-05,10.521
2021-06-06,10.521
2021-06-07,10.511
2021-06-08,10.575
2021-06-09,10.757
2021-06-10,10.575
2021-06-11,10.58
2021-06-12,10.58
2021-06-13,10.58
2021-06-14,10.604
2021-06-15,10.776
2021-06-16,11.214
2021-06-17,11.297
2021-06-18,11.057
2021-06-19,11.057
2021-06-20,11.057
2021-06-21,11.292
2021-06-22,10.791
2021-06-23,11.564
2021-06-24,11.777
2021-06-25,11.813
2021-06-26,11.813
2021-06-27,11.813
2021-06-28,11.896
2021-06-29,11.553
2021-06-30,11.429
2021-07-01,11.704
2021-07-02,11.59
2021-07-03,11.59
2021-07-04,11.59
2021-07-05,11.59
2021-07-06,11.465
2021-07-07,11.61
2021-07-08,11.34
2021-07-09,11.449
2021-07-10,11.449
2021-07-11,11.449
2021-07-12,11.325
2021-07-13,11.21
2021-07-14,10.696
2021-07-15,10.577
2021-07-16,10.494
2021-07-17,10.494
2021-07-18,10.494
2021-07-19,10.675
2021-07-20,10.639
2021-07-21,10.779
2021-07-22,10.556
2021-07-23,10.54
2021-07-24,10.54
2021-07-25,10.54
2021-07-26,10.462
2021-07-27,10.4
2021-07-28,10.597
2021-07-29,11.762
2021-07-30,12.146
2021-07-31,12.146
2021-08-01,12.146
2021-08-02,12.292
2021-08-03,12.62
2021-08-04,12.614
2021-08-05,12.655
2021-08-06,12.766
2021-08-07,12.766
2021-08-08,12.766
2021-08-09,12.655
2021-08-10,12.304
2021-08-11,12.012
2021-08-12,12.012
2021-08-13,12.094
2021-08-14,12.094
2021-08-15,12.094
2021-08-16,11.901
2021-08-17,11.959
2021-08-18,11.895
2021-08-19,11.912
2021-08-20,12.047
2021-08-21,12.047
2021-08-22,12.047
2021-08-23,12.222
2021-08-24,12.357
2021-08-25,12.374
2021-08-26,12.339
2021-08-27,12.591
2021-08-28,12.591
2021-08-29,12.591
2021-08-30,12.591
2021-08-31,12.444
2021-09-01,12.661
2021-09-02,12.702
2021-09-03,12.591
2021-09-04,12.591
2021-09-05,12.591
2021-09-06,12.591
2021-09-07,12.532
2021-09-08,12.491
2021-09-09,12.386
2021-09-10,12.339
2021-09-11,12.339
2021-09-12,12.339
2021-09-13,12.199
2021-09-14,12.0
2021-09-15,11.947
2021-09-16,12.064
2021-09-17,11.994
2021-09-18,11.994
2021-09-19,11.994
2021-09-20,11.936
2021-09-21,11.842
2021-09-22,11.854
2021-09-23,11.982
2021-09-24,11.865
2021-09-25,11.865
2021-09-26,11.865
2021-09-27,12.07
2021-09-28,11.702
2021-09-29,11.655
2021-09-30,11.509
2021-10-01,11.602
2021-10-02,11.602
2021-10-03,11.602
2021-10-04,11.427
2021-10-05,11.567
2021-10-06,11.439
2021-10-07,11.602
2021-10-08,11.895
2021-10-09,11.895
2021-10-10,11.895
2021-10-11,12.175
2021-10-12,12.409
2021-10-13,12.327
2021-10-14,12.433
2021-10-15,11.719
2021-10-16,11.719
2021-10-17,11.719
2021-10-18,11.088
2021-10-19,11.485
2021-10-20,11.392
2021-10-21,11.0
2021-10-22,10.947
2021-10-23,10.947
2021-10-24,10.947
2021-10-25,10.637
2021-10-26,10.485
2021-10-27,10.287
2021-10-28,10.386
2021-10-29,10.526
2021-10-30,10.526
2021-10-31,10.526
2021-11-01,10.649
2021-11-02,10.538
2021-11-03,10.89
2021-11-04,13.808
2021-11-05,14.213
2021-11-06,14.213
2021-11-07,14.213
2021-11-08,15.732
2021-11-09,15.801
2021-11-10,15.354
2021-11-11,15.498
2021-11-12,15.808
2021-11-13,15.808
2021-11-14,15.808
2021-11-15,15.732
2021-11-16,16.014
2021-11-17,15.931
2021-11-18,15.753
2021-11-19,15.718
2021-11-20,15.718
2021-11-21,15.718
2021-11-22,16.041
2021-11-23,15.457
2021-11-24,15.436
2021-11-25,15.436
2021-11-26,14.77
2021-11-27,14.77
2021-11-28,14.77
2021-11-29,14.515
2021-11-30,14.433
2021-12-01,14.543
2021-12-02,14.715
2021-12-03,14.371
2021-12-04,14.371
2021-12-05,14.371
2021-12-06,15.285
2021-12-07,15.079
2021-12-08,12.529
2021-12-09,11.753
2021-12-10,12.887
2021-12-11,12.887
2021-12-12,12.887
2021-12-13,12.852
2021-12-14,13.134
2021-12-15,13.265
2021-12-16,12.165
2021-12-17,12.962
2021-12-18,12.962
2021-12-19,12.962
2021-12-20,14.296
2021-12-21,14.117
2021-12-22,13.629
2021-12-23,13.643
2021-12-24,13.643
2021-12-25,13.643
2021-12-26,13.643
2021-12-27,13.485
2021-12-28,13.182
2021-12-29,13.237
2021-12-30,13.297
2021-12-31,13.515
2022-01-01,13.515
2022-01-02,13.515
2022-01-03,13.884
2022-01-04,13.966
2022-01-05,13.461
2022-01-06,13.099
2022-01-07,12.935
2022-01-08,12.935
2022-01-09,12.935
2022-01-10,13.099
2022-01-11,13.119
2022-01-12,12.86
2022-01-13,12.662
2022-01-14,12.594
2022-01-15,12.594
2022-01-16,12.594
2022-01-17,12.594
2022-01-18,12.02
2022-01-19,12.212
2022-01-20,11.925
2022-01-21,11.734
2022-01-22,11.734
2022-01-23,11.734
2022-01-24,12.137
2022-01-25,11.891
2022-01-26,11.713
2022-01-27,11.283
2022-01-28,11.31
2022-01-29,11.31
2022-01-30,11.31
2022-01-31,12.055
2022-02-01,12.081
2022-02-02,12.37
2022-02-03,12.216
2022-02-04,12.466
2022-02-05,12.466
2022-02-06,12.466
2022-02-07,12.646
2022-02-08,12.832
2022-02-09,12.742
2022-02-10,12.614
2022-02-11,12.839
2022-02-12,12.839
2022-02-13,12.839
2022-02-14,12.518
2022-02-15,12.936
2022-02-16,15.023
2022-02-17,14.649
2022-02-18,14.78
2022-02-19,14.78
2022-02-20,14.78
2022-02-21,14.78
2022-02-22,14.767
2022-02-23,14.734
2022-02-24,14.859
2022-02-25,14.852
2022-02-26,14.852
2022-02-27,14.852
2022-02-28,14.616
2022-03-01,15.174
2022-03-02,15.843
2022-03-03,15.836
2022-03-04,15.521
2022-03-05,15.521
2022-03-06,15.521
2022-03-07,15.79
2022-03-08,15.895
2022-03-09,16.531
2022-03-10,15.993
2022-03-11,15.948
2022-03-12,15.948
2022-03-13,15.948
2022-03-14,15.082
2022-03-15,15.738
2022-03-16,15.895
2022-03-17,16.092
2022-03-18,16.374
2022-03-19,16.374
2022-03-20,16.374
2022-03-21,16.151
2022-03-22,15.889
2022-03-23,15.882
2022-03-24,15.816
2022-03-25,15.718
2022-03-26,15.718
2022-03-27,15.718
2022-03-28,15.705
2022-03-29,16.249
2022-03-30,15.856
2022-03-31,14.767
2022-04-01,15.508
2022-04-02,15.508
2022-04-03,15.508
2022-04-04,15.607
2022-04-05,15.81
2022-04-06,16.125
2022-04-07,16.59
2022-04-08,16.302
2022-04-09,16.302
2022-04-10,16.302
2022-04-11,15.777
2022-04-12,15.895
2022-04-13,16.557
2022-04-14,16.059
2022-04-15,16.059
2022-04-16,16.059
2022-04-17,16.059
2022-04-18,15.252
2022-04-19,15.213
2022-04-20,15.075
2022-04-21,14.931
2022-04-22,14.636
2022-04-23,14.636
2022-04-24,14.636
2022-04-25,14.925
2022-04-26,14.367
2022-04-27,14.138
2022-04-28,13.934
2022-04-29,14.105
2022-04-30,14.105
2022-05-01,14.105
2022-05-02,14.459
2022-05-03,14.413
2022-05-04,14.57
2022-05-05,15.394
2022-05-06,14.17
2022-05-07,14.17
2022-05-08,14.17
2022-05-09,13.668
2022-05-10,13.483
2022-05-11,12.79
2022-05-12,13.742
2022-05-13,13.978
2022-05-14,13.978
2022-05-15,13.978
2022-05-16,14.052
2022-05-17,14.428
2022-05-18,14.369
2022-05-19,14.945
2022-05-20,15.07
2022-05-21,15.07
2022-05-22,15.07
2022-05-23,14.797
2022-05-24,14.76
2022-05-25,14.716
2022-05-26,14.841
2022-05-27,15.498
2022-05-28,15.498
2022-05-29,15.498
2022-05-30,15.498
2022-05-31,15.38
2022-06-01,15.306
2022-06-02,15.498
2022-06-03,15.764
2022-06-04,15.764
2022-06-05,15.764
2022-06-06,15.808
2022-06-07,15.808
2022-06-08,15.934
2022-06-09,15.919
2022-06-10,15.801
2022-06-11,15.801
2022-06-12,15.801
2022-06-13,15.181
2022-06-14,15.572
2022-06-15,15.572
2022-06-16,15.048
2022-06-17,15.277
2022-06-18,15.277
2022-06-19,15.277
2022-06-20,15.277
2022-06-21,16.258
2022-06-22,16.487
2022-06-23,17.159
2022-06-24,17.565
2022-06-25,17.565
2022-06-26,17.565
2022-06-27,18.759
2022-06-28,18.221
2022-06-29,18.49
2022-06-30,17.773
2022-07-01,19.013
2022-07-02,19.013
2022-07-03,19.013
2022-07-04,19.013
2022-07-05,19.23
2022-07-06,19.589
2022-07-07,20.262
2022-07-08,20.658
2022-07-09,20.658
2022-07-10,20.658
2022-07-11,19.365
2022-07-12,19.611
2022-07-13,19.97
2022-07-14,20.456
2022-07-15,20.359
2022-07-16,20.359
2022-07-17,20.359
2022-07-18,20.097
2022-07-19,20.8
2022-07-20,20.695
2022-07-21,20.792
2022-07-22,19.816
2022-07-23,19.816
2022-07-24,19.816
2022-07-25,19.566
2022-07-26,19.742
2022-07-27,18.185
2022-07-28,18.223
2022-07-29,17.935
2022-07-30,17.935
2022-07-31,17.935
2022-08-01,17.103
2022-08-02,18.543
2022-08-03,19.102
2022-08-04,20.411
2022-08-05,19.59
2022-08-06,19.59
2022-08-07,19.59
2022-08-08,19.352
2022-08-09,19.188
2022-08-10,18.935
2022-08-11,19.092
2022-08-12,19.392
2022-08-13,19.392
2022-08-14,19.392
2022-08-15,19.16
2022-08-16,18.321
2022-08-17,18.437
2022-08-18,18.744
2022-08-19,18.887
2022-08-20,18.887
2022-08-21,18.887
2022-08-22,18.532
2022-08-23,18.478
2022-08-24,18.512
2022-08-25,18.874
2022-08-26,18.239
2022-08-27,18.239
2022-08-28,18.239
2022-08-29,17.72
2022-08-30,17.843
2022-08-31,17.625
2022-09-01,17.734
2022-09-02,17.495
2022-09-03,17.495
2022-09-04,17.495
2022-09-05,17.495
2022-09-06,17.433
2022-09-07,17.973
2022-09-08,17.85
2022-09-09,17.741
2022-09-10,17.741
2022-09-11,17.741
2022-09-12,17.754
2022-09-13,17.59
2022-09-14,17.481
2022-09-15,17.27
2022-09-16,17.399
2022-09-17,17.399
2022-09-18,17.399
2022-09-19,17.372
2022-09-20,17.331
2022-09-21,17.406
2022-09-22,17.208
2022-09-23,17.119
2022-09-24,17.119
2022-09-25,17.119
2022-09-26,16.86
2022-09-27,17.031
2022-09-28,17.775
2022-09-29,17.433
2022-09-30,17.502
2022-10-01,17.502
2022-10-02,17.502
2022-10-03,17.788
2022-10-04,18.137
2022-10-05,18.007
2022-10-06,18.321
2022-10-07,18.075
2022-10-08,18.075
2022-10-09,18.075
2022-10-10,17.795
2022-10-11,18.109
2022-10-12,18.113
2022-10-13,19.118
2022-10-14,18.606
2022-10-15,18.606
2022-10-16,18.606
2022-10-17,19.023
2022-10-18,19.412
2022-10-19,18.968
2022-10-20,19.043
2022-10-21,19.563
2022-10-22,19.563
2022-10-23,19.563
2022-10-24,19.809
2022-10-25,19.371
2022-10-26,19.624
2022-10-27,19.159
2022-10-28,19.44
2022-10-29,19.44
2022-10-30,19.44
2022-10-31,19.549
2022-11-01,20.478
2022-11-02,19.713
2022-11-03,20.667
2022-11-04,18.514
2022-11-05,18.514
2022-11-06,18.514
2022-11-07,20.311
2022-11-08,20.041
2022-11-09,20.074
2022-11-10,21.153
2022-11-11,21.721
2022-11-12,21.721
2022-11-13,21.721
2022-11-14,21.164
2022-11-15,21.877
2022-11-16,21.648
2022-11-17,21.287
2022-11-18,21.73
2022-11-19,21.73
2022-11-20,21.73
2022-11-21,21.369
2022-11-22,21.344
2022-11-23,21.303
2022-11-24,21.303
2022-11-25,21.393
2022-11-26,21.393
2022-11-27,21.393
2022-11-28,20.795
2022-11-29,20.951
2022-11-30,20.721
2022-12-01,20.443
2022-12-02,20.475
2022-12-03,20.475
2022-12-04,20.475
2022-12-05,19.18
2022-12-06,18.738
2022-12-07,19.279
2022-12-08,19.5
2022-12-09,18.119
2022-12-10,18.119
2022-12-11,18.119
2022-12-12,17.661
2022-12-13,17.678
2022-12-14,17.5
2022-12-15,17.102
2022-12-16,17.025
2022-12-17,17.025
2022-12-18,17.025
2022-12-19,17.933
2022-12-20,18.127
2022-12-21,18.163
2022-12-22,18.198
2022-12-23,18.242
2022-12-24,18.242
2022-12-25,18.242
2022-12-26,18.242
2022-12-27,17.677
2022-12-28,17.624
2022-12-29,18.092
2022-12-30,17.942
2022-12-31,17.942
2023-01-01,17.942
2023-01-02,17.942
2023-01-03,17.818
2023-01-04,17.88
2023-01-05,18.11
2023-01-06,18.233
2023-01-07,18.233
2023-01-08,18.233
2023-01-09,18.127
2023-01-10,18.454
2023-01-11,18.569
2023-01-12,19.311
2023-01-13,19.823
2023-01-14,19.823
2023-01-15,19.823
2023-01-16,19.823
2023-01-17,20.256
2023-01-18,20.751
2023-01-19,20.919
2023-01-20,21.14
2023-01-21,21.14
2023-01-22,21.14
2023-01-23,21.352
2023-01-24,20.115
2023-01-25,20.654
2023-01-26,20.265
2023-01-27,20.548
2023-01-28,20.548
2023-01-29,20.548
2023-01-30,20.309
2023-01-31,20.194
2023-02-01,21.148
2023-02-02,21.617
2023-02-03,21.484
2023-02-04,21.484
2023-02-05,21.484
2023-02-06,21.166
2023-02-07,21.025
2023-02-08,20.716
2023-02-09,20.353
2023-02-10,20.318
2023-02-11,20.318
2023-02-12,20.318
2023-02-13,20.371
2023-02-14,21.145
2023-02-15,20.201
2023-02-16,20.458
2023-02-17,20.632
2023-02-18,20.632
2023-02-19,20.632
2023-02-20,20.632
2023-02-21,20.009
2023-02-22,20.449
2023-02-23,20.147
2023-02-24,19.55
2023-02-25,19.55
2023-02-26,19.55
2023-02-27,19.211
2023-02-28,20.83
2023-03-01,20.861
2023-03-02,20.546
2023-03-03,20.168
2023-03-04,20.168
2023-03-05,20.168
2023-03-06,22.269
2023-03-07,23.789
2023-03-08,23.554
2023-03-09,23.7
2023-03-10,23.206
2023-03-11,23.206
2023-03-12,23.206
2023-03-13,23.24
2023-03-14,24.371
2023-03-15,24.302
2023-03-16,24.06
2023-03-17,23.806
2023-03-18,23.806
2023-03-19,23.806
2023-03-20,24.106
2023-03-21,24.51
2023-03-22,24.037
2023-03-23,24.348
2023-03-24,25.11
2023-03-25,25.11
2023-03-26,25.11
2023-03-27,24.96
2023-03-28,26.262
2023-03-29,26.166
2023-03-30,25.998
2023-03-31,26.034
2023-04-01,26.034
2023-04-02,26.034
2023-04-03,26.174
2023-04-04,25.605
2023-04-05,25.402
2023-04-06,25.949
2023-04-07,25.949
2023-04-08,25.949
2023-04-09,25.949
2023-04-10,26.345
2023-04-11,26.137
2023-04-12,25.758
2023-04-13,26.694
2023-04-14,26.268
2023-04-15,26.268
2023-04-16,26.268
2023-04-17,26.611
2023-04-18,26.244
2023-04-19,26.185
2023-04-20,26.422
2023-04-21,26.611
2023-04-22,26.611
2023-04-23,26.611
2023-04-24,26.659
2023-04-25,26.363
2023-04-26,26.339
2023-04-27,26.434
2023-04-28,26.694
2023-04-29,26.694
2023-04-30,26.694
2023-05-01,26.979
2023-05-02,26.528
2023-05-03,31.514
2023-05-04,34.632
2023-05-05,34.733
2023-05-06,34.733
2023-05-07,34.733
2023-05-08,34.286
2023-05-09,36.988
2023-05-10,37.267
2023-05-11,37.127
2023-05-12,37.583
2023-05-13,37.583
2023-05-14,37.583
2023-05-15,38.251
2023-05-16,38.617
2023-05-17,38.855
2023-05-18,38.235
2023-05-19,38.315
2023-05-20,38.315
2023-05-21,38.315
2023-05-22,39.173
2023-05-23,39.984
2023-05-24,39.253
2023-05-25,40.663
2023-05-26,39.768
2023-05-27,39.768
2023-05-28,39.768
2023-05-29,39.768
2023-05-30,38.353
2023-05-31,39.085
2023-06-01,38.22
2023-06-02,38.702
2023-06-03,38.702
2023-06-04,38.702
2023-06-05,38.652
2023-06-06,39.201
2023-06-07,39.717
2023-06-08,40.0
2023-06-09,38.802
2023-06-10,38.802
2023-06-11,38.802
2023-06-12,38.902
2023-06-13,38.785
2023-06-14,37.804
2023-06-15,38.586
2023-06-16,38.486
2023-06-17,38.486
2023-06-18,38.486
2023-06-19,38.486
2023-06-20,38.103
2023-06-21,37.371
2023-06-22,37.188
