,BMY US Equity
2020-04-09,6.536
2020-04-10,6.536
2020-04-11,6.536
2020-04-12,6.536
2020-04-13,6.537
2020-04-14,6.661
2020-04-15,7.198
2020-04-16,7.211
2020-04-17,7.336
2020-04-18,7.336
2020-04-19,7.336
2020-04-20,7.467
2020-04-21,7.302
2020-04-22,7.343
2020-04-23,7.345
2020-04-24,7.502
2020-04-25,7.502
2020-04-26,7.502
2020-04-27,7.539
2020-04-28,7.489
2020-04-29,7.427
2020-04-30,7.328
2020-05-01,7.262
2020-05-02,7.262
2020-05-03,7.262
2020-05-04,7.251
2020-05-05,7.395
2020-05-06,7.367
2020-05-07,7.016
2020-05-08,7.022
2020-05-09,7.022
2020-05-10,7.022
2020-05-11,7.207
2020-05-12,7.287
2020-05-13,7.278
2020-05-14,7.335
2020-05-15,7.372
2020-05-16,7.372
2020-05-17,7.372
2020-05-18,7.316
2020-05-19,7.213
2020-05-20,7.095
2020-05-21,7.033
2020-05-22,6.992
2020-05-23,6.992
2020-05-24,6.992
2020-05-25,6.992
2020-05-26,6.938
2020-05-27,6.947
2020-05-28,6.88
2020-05-29,6.869
2020-05-30,6.869
2020-05-31,6.869
2020-06-01,7.03
2020-06-02,7.077
2020-06-03,7.01
2020-06-04,7.089
2020-06-05,7.14
2020-06-06,7.14
2020-06-07,7.14
2020-06-08,7.152
2020-06-09,7.093
2020-06-10,7.004
2020-06-11,6.602
2020-06-12,6.539
2020-06-13,6.539
2020-06-14,6.539
2020-06-15,6.415
2020-06-16,6.643
2020-06-17,6.63
2020-06-18,6.516
2020-06-19,6.567
2020-06-20,6.567
2020-06-21,6.567
2020-06-22,6.701
2020-06-23,6.797
2020-06-24,6.724
2020-06-25,6.773
2020-06-26,6.699
2020-06-27,6.699
2020-06-28,6.699
2020-06-29,6.303
2020-06-30,6.412
2020-07-01,6.481
2020-07-02,6.499
2020-07-03,6.499
2020-07-04,6.499
2020-07-05,6.499
2020-07-06,6.674
2020-07-07,6.685
2020-07-08,6.604
2020-07-09,5.98
2020-07-10,5.91
2020-07-11,5.91
2020-07-12,5.91
2020-07-13,6.045
2020-07-14,5.968
2020-07-15,6.11
2020-07-16,6.115
2020-07-17,6.226
2020-07-18,6.226
2020-07-19,6.226
2020-07-20,6.219
2020-07-21,6.254
2020-07-22,6.259
2020-07-23,6.261
2020-07-24,6.05
2020-07-25,6.05
2020-07-26,6.05
2020-07-27,6.071
2020-07-28,6.238
2020-07-29,6.209
2020-07-30,6.18
2020-07-31,6.158
2020-08-01,6.158
2020-08-02,6.158
2020-08-03,6.204
2020-08-04,6.243
2020-08-05,6.266
2020-08-06,6.429
2020-08-07,6.407
2020-08-08,6.407
2020-08-09,6.407
2020-08-10,6.5
2020-08-11,6.623
2020-08-12,6.646
2020-08-13,6.604
2020-08-14,6.596
2020-08-15,6.596
2020-08-16,6.596
2020-08-17,6.644
2020-08-18,6.583
2020-08-19,6.589
2020-08-20,6.498
2020-08-21,6.495
2020-08-22,6.495
2020-08-23,6.495
2020-08-24,6.518
2020-08-25,6.549
2020-08-26,6.504
2020-08-27,6.52
2020-08-28,6.506
2020-08-29,6.506
2020-08-30,6.506
2020-08-31,6.488
2020-09-01,6.36
2020-09-02,6.426
2020-09-03,6.264
2020-09-04,6.253
2020-09-05,6.253
2020-09-06,6.253
2020-09-07,6.253
2020-09-08,6.074
2020-09-09,6.131
2020-09-10,6.049
2020-09-11,6.122
2020-09-12,6.122
2020-09-13,6.122
2020-09-14,6.233
2020-09-15,6.215
2020-09-16,6.206
2020-09-17,6.172
2020-09-18,6.158
2020-09-19,6.158
2020-09-20,6.158
2020-09-21,5.988
2020-09-22,6.065
2020-09-23,6.089
2020-09-24,6.013
2020-09-25,6.133
2020-09-26,6.133
2020-09-27,6.133
2020-09-28,6.154
2020-09-29,6.178
2020-09-30,6.218
2020-10-01,6.211
2020-10-02,6.097
2020-10-03,6.097
2020-10-04,6.097
2020-10-05,6.132
2020-10-06,6.058
2020-10-07,6.339
2020-10-08,6.465
2020-10-09,6.482
2020-10-10,6.482
2020-10-11,6.482
2020-10-12,6.485
2020-10-13,6.407
2020-10-14,6.354
2020-10-15,6.294
2020-10-16,6.366
2020-10-17,6.366
2020-10-18,6.366
2020-10-19,6.317
2020-10-20,6.304
2020-10-21,6.24
2020-10-22,6.345
2020-10-23,6.279
2020-10-24,6.279
2020-10-25,6.279
2020-10-26,6.231
2020-10-27,6.134
2020-10-28,6.032
2020-10-29,6.048
2020-10-30,6.104
2020-10-31,6.104
2020-11-01,6.104
2020-11-02,6.212
2020-11-03,6.377
2020-11-04,6.813
2020-11-05,6.597
2020-11-06,6.574
2020-11-07,6.574
2020-11-08,6.574
2020-11-09,6.606
2020-11-10,6.652
2020-11-11,6.538
2020-11-12,6.469
2020-11-13,6.544
2020-11-14,6.544
2020-11-15,6.544
2020-11-16,6.695
2020-11-17,6.741
2020-11-18,6.499
2020-11-19,6.507
2020-11-20,6.457
2020-11-21,6.457
2020-11-22,6.457
2020-11-23,6.489
2020-11-24,6.625
2020-11-25,6.585
2020-11-26,6.585
2020-11-27,6.607
2020-11-28,6.607
2020-11-29,6.607
2020-11-30,6.539
2020-12-01,6.54
2020-12-02,6.516
2020-12-03,6.474
2020-12-04,6.529
2020-12-05,6.529
2020-12-06,6.529
2020-12-07,6.413
2020-12-08,6.365
2020-12-09,6.344
2020-12-10,6.269
2020-12-11,6.323
2020-12-12,6.323
2020-12-13,6.323
2020-12-14,6.245
2020-12-15,6.516
2020-12-16,6.492
2020-12-17,6.513
2020-12-18,6.573
2020-12-19,6.573
2020-12-20,6.573
2020-12-21,6.457
2020-12-22,6.397
2020-12-23,6.352
2020-12-24,6.368
2020-12-25,6.368
2020-12-26,6.368
2020-12-27,6.368
2020-12-28,6.365
2020-12-29,6.396
2020-12-30,6.448
2020-12-31,6.511
2021-01-01,6.511
2021-01-02,6.511
2021-01-03,6.511
2021-01-04,6.449
2021-01-05,6.467
2021-01-06,6.482
2021-01-07,6.552
2021-01-08,6.565
2021-01-09,6.565
2021-01-10,6.565
2021-01-11,6.826
2021-01-12,6.874
2021-01-13,6.801
2021-01-14,6.936
2021-01-15,6.991
2021-01-16,6.991
2021-01-17,6.991
2021-01-18,6.991
2021-01-19,7.012
2021-01-20,7.024
2021-01-21,6.804
2021-01-22,6.845
2021-01-23,6.845
2021-01-24,6.845
2021-01-25,6.919
2021-01-26,6.878
2021-01-27,6.616
2021-01-28,6.66
2021-01-29,6.568
2021-01-30,6.568
2021-01-31,6.568
2021-02-01,6.652
2021-02-02,6.73
2021-02-03,6.632
2021-02-04,6.559
2021-02-05,6.507
2021-02-06,6.507
2021-02-07,6.507
2021-02-08,6.456
2021-02-09,6.405
2021-02-10,6.431
2021-02-11,6.43
2021-02-12,6.43
2021-02-13,6.43
2021-02-14,6.43
2021-02-15,6.43
2021-02-16,6.367
2021-02-17,6.495
2021-02-18,6.541
2021-02-19,6.496
2021-02-20,6.496
2021-02-21,6.496
2021-02-22,6.538
2021-02-23,6.509
2021-02-24,6.709
2021-02-25,6.665
2021-02-26,6.583
2021-02-27,6.583
2021-02-28,6.583
2021-03-01,6.615
2021-03-02,6.553
2021-03-03,6.497
2021-03-04,6.346
2021-03-05,6.463
2021-03-06,6.463
2021-03-07,6.463
2021-03-08,6.465
2021-03-09,6.455
2021-03-10,6.493
2021-03-11,6.431
2021-03-12,6.462
2021-03-13,6.462
2021-03-14,6.462
2021-03-15,6.537
2021-03-16,6.591
2021-03-17,6.621
2021-03-18,6.637
2021-03-19,6.675
2021-03-20,6.675
2021-03-21,6.675
2021-03-22,6.748
2021-03-23,6.667
2021-03-24,6.633
2021-03-25,6.676
2021-03-26,6.798
2021-03-27,6.798
2021-03-28,6.798
2021-03-29,6.815
2021-03-30,6.734
2021-03-31,6.767
2021-04-01,6.725
2021-04-02,6.725
2021-04-03,6.725
2021-04-04,6.725
2021-04-05,6.749
2021-04-06,6.623
2021-04-07,6.632
2021-04-08,6.641
2021-04-09,6.716
2021-04-10,6.716
2021-04-11,6.716
2021-04-12,6.725
2021-04-13,6.806
2021-04-14,6.83
2021-04-15,6.898
2021-04-16,6.994
2021-04-17,6.994
2021-04-18,6.994
2021-04-19,7.009
2021-04-20,7.061
2021-04-21,7.086
2021-04-22,7.086
2021-04-23,7.053
2021-04-24,7.053
2021-04-25,7.053
2021-04-26,6.929
2021-04-27,6.937
2021-04-28,6.944
2021-04-29,6.701
2021-04-30,6.766
2021-05-01,6.766
2021-05-02,6.766
2021-05-03,6.881
2021-05-04,6.932
2021-05-05,7.011
2021-05-06,6.991
2021-05-07,6.989
2021-05-08,6.989
2021-05-09,6.989
2021-05-10,7.017
2021-05-11,6.969
2021-05-12,6.999
2021-05-13,7.054
2021-05-14,7.037
2021-05-15,7.037
2021-05-16,7.037
2021-05-17,7.1
2021-05-18,7.115
2021-05-19,7.109
2021-05-20,7.267
2021-05-21,7.272
2021-05-22,7.272
2021-05-23,7.272
2021-05-24,7.298
2021-05-25,7.241
2021-05-26,7.172
2021-05-27,7.127
2021-05-28,7.128
2021-05-29,7.128
2021-05-30,7.128
2021-05-31,7.128
2021-06-01,7.061
2021-06-02,7.016
2021-06-03,7.028
2021-06-04,7.043
2021-06-05,7.043
2021-06-06,7.043
2021-06-07,7.025
2021-06-08,6.909
2021-06-09,7.093
2021-06-10,7.309
2021-06-11,7.319
2021-06-12,7.319
2021-06-13,7.319
2021-06-14,7.308
2021-06-15,7.322
2021-06-16,7.268
2021-06-17,7.251
2021-06-18,7.219
2021-06-19,7.219
2021-06-20,7.219
2021-06-21,7.263
2021-06-22,7.166
2021-06-23,7.092
2021-06-24,7.157
2021-06-25,7.253
2021-06-26,7.253
2021-06-27,7.253
2021-06-28,7.216
2021-06-29,7.202
2021-06-30,7.258
2021-07-01,7.283
2021-07-02,7.325
2021-07-03,7.325
2021-07-04,7.325
2021-07-05,7.325
2021-07-06,7.312
2021-07-07,7.366
2021-07-08,7.318
2021-07-09,7.37
2021-07-10,7.37
2021-07-11,7.37
2021-07-12,7.407
2021-07-13,7.401
2021-07-14,7.45
2021-07-15,7.4
2021-07-16,7.386
2021-07-17,7.386
2021-07-18,7.386
2021-07-19,7.283
2021-07-20,7.341
2021-07-21,7.389
2021-07-22,7.477
2021-07-23,7.315
2021-07-24,7.315
2021-07-25,7.315
2021-07-26,7.246
2021-07-27,7.224
2021-07-28,7.231
2021-07-29,7.156
2021-07-30,7.126
2021-07-31,7.126
2021-08-01,7.126
2021-08-02,7.136
2021-08-03,7.272
2021-08-04,7.186
2021-08-05,7.178
2021-08-06,7.131
2021-08-07,7.131
2021-08-08,7.131
2021-08-09,7.054
2021-08-10,7.054
2021-08-11,6.997
2021-08-12,7.005
2021-08-13,7.064
2021-08-14,7.064
2021-08-15,7.064
2021-08-16,7.186
2021-08-17,7.216
2021-08-18,7.108
2021-08-19,7.169
2021-08-20,7.241
2021-08-21,7.241
2021-08-22,7.241
2021-08-23,7.214
2021-08-24,7.17
2021-08-25,7.073
2021-08-26,7.01
2021-08-27,6.969
2021-08-28,6.969
2021-08-29,6.969
2021-08-30,7.033
2021-08-31,6.996
2021-09-01,6.886
2021-09-02,6.919
2021-09-03,6.865
2021-09-04,6.865
2021-09-05,6.865
2021-09-06,6.865
2021-09-07,6.821
2021-09-08,6.793
2021-09-09,6.653
2021-09-10,6.606
2021-09-11,6.606
2021-09-12,6.606
2021-09-13,6.575
2021-09-14,6.499
2021-09-15,6.487
2021-09-16,6.473
2021-09-17,6.482
2021-09-18,6.482
2021-09-19,6.482
2021-09-20,6.396
2021-09-21,6.378
2021-09-22,6.359
2021-09-23,6.41
2021-09-24,6.368
2021-09-25,6.368
2021-09-26,6.368
2021-09-27,6.326
2021-09-28,6.326
2021-09-29,6.409
2021-09-30,6.306
2021-10-01,6.343
2021-10-02,6.343
2021-10-03,6.343
2021-10-04,6.281
2021-10-05,6.29
2021-10-06,6.294
2021-10-07,6.288
2021-10-08,6.132
2021-10-09,6.132
2021-10-10,6.132
2021-10-11,6.149
2021-10-12,6.111
2021-10-13,6.112
2021-10-14,6.211
2021-10-15,6.257
2021-10-16,6.257
2021-10-17,6.257
2021-10-18,6.106
2021-10-19,6.175
2021-10-20,6.227
2021-10-21,6.217
2021-10-22,6.194
2021-10-23,6.194
2021-10-24,6.194
2021-10-25,6.215
2021-10-26,6.261
2021-10-27,6.153
2021-10-28,6.321
2021-10-29,6.461
2021-10-30,6.461
2021-10-31,6.461
2021-11-01,6.526
2021-11-02,6.521
2021-11-03,6.599
2021-11-04,6.587
2021-11-05,6.609
2021-11-06,6.609
2021-11-07,6.609
2021-11-08,6.604
2021-11-09,6.625
2021-11-10,6.617
2021-11-11,6.595
2021-11-12,6.622
2021-11-13,6.622
2021-11-14,6.622
2021-11-15,6.643
2021-11-16,6.578
2021-11-17,6.608
2021-11-18,6.482
2021-11-19,6.357
2021-11-20,6.357
2021-11-21,6.357
2021-11-22,6.27
2021-11-23,6.315
2021-11-24,6.245
2021-11-25,6.245
2021-11-26,6.214
2021-11-27,6.214
2021-11-28,6.214
2021-11-29,6.006
2021-11-30,5.895
2021-12-01,6.04
2021-12-02,6.091
2021-12-03,6.191
2021-12-04,6.191
2021-12-05,6.191
2021-12-06,6.247
2021-12-07,6.28
2021-12-08,6.359
2021-12-09,6.352
2021-12-10,6.222
2021-12-11,6.222
2021-12-12,6.222
2021-12-13,6.519
2021-12-14,6.57
2021-12-15,6.691
2021-12-16,6.799
2021-12-17,6.727
2021-12-18,6.727
2021-12-19,6.727
2021-12-20,6.745
2021-12-21,6.715
2021-12-22,6.786
2021-12-23,6.781
2021-12-24,6.781
2021-12-25,6.781
2021-12-26,6.781
2021-12-27,6.807
2021-12-28,6.814
2021-12-29,6.807
2021-12-30,6.832
2021-12-31,6.814
2022-01-01,6.814
2022-01-02,6.814
2022-01-03,6.75
2022-01-04,6.756
2022-01-05,6.76
2022-01-06,6.744
2022-01-07,6.891
2022-01-08,6.891
2022-01-09,6.891
2022-01-10,7.162
2022-01-11,7.19
2022-01-12,7.118
2022-01-13,7.093
2022-01-14,7.13
2022-01-15,7.13
2022-01-16,7.13
2022-01-17,7.13
2022-01-18,7.111
2022-01-19,7.051
2022-01-20,7.023
2022-01-21,6.91
2022-01-22,6.91
2022-01-23,6.91
2022-01-24,6.825
2022-01-25,6.808
2022-01-26,6.79
2022-01-27,6.953
2022-01-28,7.068
2022-01-29,7.068
2022-01-30,7.068
2022-01-31,7.066
2022-02-01,7.109
2022-02-02,7.067
2022-02-03,6.987
2022-02-04,7.048
2022-02-05,7.048
2022-02-06,7.048
2022-02-07,7.177
2022-02-08,7.142
2022-02-09,7.278
2022-02-10,7.21
2022-02-11,7.25
2022-02-12,7.25
2022-02-13,7.25
2022-02-14,7.21
2022-02-15,7.315
2022-02-16,7.297
2022-02-17,7.274
2022-02-18,7.292
2022-02-19,7.292
2022-02-20,7.292
2022-02-21,7.292
2022-02-22,7.281
2022-02-23,7.333
2022-02-24,7.243
2022-02-25,7.426
2022-02-26,7.426
2022-02-27,7.426
2022-02-28,7.441
2022-03-01,7.434
2022-03-02,7.416
2022-03-03,7.444
2022-03-04,7.437
2022-03-05,7.437
2022-03-06,7.437
2022-03-07,7.398
2022-03-08,7.287
2022-03-09,7.329
2022-03-10,7.361
2022-03-11,7.409
2022-03-12,7.409
2022-03-13,7.409
2022-03-14,7.449
2022-03-15,7.504
2022-03-16,7.494
2022-03-17,7.586
2022-03-18,7.64
2022-03-19,7.64
2022-03-20,7.64
2022-03-21,7.641
2022-03-22,7.615
2022-03-23,7.675
2022-03-24,7.786
2022-03-25,7.88
2022-03-26,7.88
2022-03-27,7.88
2022-03-28,7.861
2022-03-29,7.875
2022-03-30,7.928
2022-03-31,7.914
2022-04-01,8.002
2022-04-02,8.002
2022-04-03,8.002
2022-04-04,8.025
2022-04-05,8.094
2022-04-06,8.243
2022-04-07,8.453
2022-04-08,8.508
2022-04-09,8.508
2022-04-10,8.508
2022-04-11,8.369
2022-04-12,8.37
2022-04-13,8.405
2022-04-14,8.481
2022-04-15,8.481
2022-04-16,8.481
2022-04-17,8.481
2022-04-18,8.403
2022-04-19,8.353
2022-04-20,8.482
2022-04-21,8.541
2022-04-22,8.341
2022-04-23,8.341
2022-04-24,8.341
2022-04-25,8.374
2022-04-26,8.324
2022-04-27,8.348
2022-04-28,8.501
2022-04-29,8.319
2022-04-30,8.319
2022-05-01,8.319
2022-05-02,8.312
2022-05-03,8.316
2022-05-04,8.455
2022-05-05,8.448
2022-05-06,8.505
2022-05-07,8.505
2022-05-08,8.505
2022-05-09,8.461
2022-05-10,8.463
2022-05-11,8.426
2022-05-12,8.435
2022-05-13,8.38
2022-05-14,8.38
2022-05-15,8.38
2022-05-16,8.509
2022-05-17,8.654
2022-05-18,8.523
2022-05-19,8.405
2022-05-20,8.431
2022-05-21,8.431
2022-05-22,8.431
2022-05-23,8.487
2022-05-24,8.535
2022-05-25,8.547
2022-05-26,8.572
2022-05-27,8.412
2022-05-28,8.412
2022-05-29,8.412
2022-05-30,8.412
2022-05-31,8.364
2022-06-01,8.31
2022-06-02,8.317
2022-06-03,8.348
2022-06-04,8.348
2022-06-05,8.348
2022-06-06,8.357
2022-06-07,8.505
2022-06-08,8.46
2022-06-09,8.438
2022-06-10,8.339
2022-06-11,8.339
2022-06-12,8.339
2022-06-13,8.178
2022-06-14,8.098
2022-06-15,8.115
2022-06-16,8.001
2022-06-17,8.128
2022-06-18,8.128
2022-06-19,8.128
2022-06-20,8.128
2022-06-21,8.412
2022-06-22,8.443
2022-06-23,8.569
2022-06-24,8.709
2022-06-25,8.709
2022-06-26,8.709
2022-06-27,8.822
2022-06-28,8.681
2022-06-29,8.634
2022-06-30,8.552
2022-07-01,8.534
2022-07-02,8.534
2022-07-03,8.534
2022-07-04,8.534
2022-07-05,8.437
2022-07-06,8.465
2022-07-07,8.358
2022-07-08,8.383
2022-07-09,8.383
2022-07-10,8.383
2022-07-11,8.404
2022-07-12,8.343
2022-07-13,8.295
2022-07-14,8.251
2022-07-15,8.439
2022-07-16,8.439
2022-07-17,8.439
2022-07-18,8.235
2022-07-19,8.168
2022-07-20,8.132
2022-07-21,8.157
2022-07-22,8.147
2022-07-23,8.147
2022-07-24,8.147
2022-07-25,8.131
2022-07-26,8.212
2022-07-27,8.347
2022-07-28,8.356
2022-07-29,8.259
2022-07-30,8.259
2022-07-31,8.259
2022-08-01,8.241
2022-08-02,8.203
2022-08-03,8.171
2022-08-04,8.055
2022-08-05,8.041
2022-08-06,8.041
2022-08-07,8.041
2022-08-08,8.228
2022-08-09,8.357
2022-08-10,8.346
2022-08-11,8.302
2022-08-12,8.425
2022-08-13,8.425
2022-08-14,8.425
2022-08-15,8.309
2022-08-16,8.266
2022-08-17,8.314
2022-08-18,8.268
2022-08-19,8.4
2022-08-20,8.4
2022-08-21,8.4
2022-08-22,8.313
2022-08-23,8.114
2022-08-24,8.075
2022-08-25,7.972
2022-08-26,7.938
2022-08-27,7.938
2022-08-28,7.938
2022-08-29,7.437
2022-08-30,7.488
2022-08-31,7.511
2022-09-01,7.697
2022-09-02,7.644
2022-09-03,7.644
2022-09-04,7.644
2022-09-05,7.644
2022-09-06,7.648
2022-09-07,7.661
2022-09-08,7.73
2022-09-09,7.817
2022-09-10,7.817
2022-09-11,7.817
2022-09-12,8.058
2022-09-13,7.928
2022-09-14,7.861
2022-09-15,8.007
2022-09-16,7.978
2022-09-17,7.978
2022-09-18,7.978
2022-09-19,7.833
2022-09-20,7.782
2022-09-21,7.751
2022-09-22,7.956
2022-09-23,7.891
2022-09-24,7.891
2022-09-25,7.891
2022-09-26,7.828
2022-09-27,7.852
2022-09-28,8.042
2022-09-29,8.003
2022-09-30,7.933
2022-10-01,7.933
2022-10-02,7.933
2022-10-03,7.871
2022-10-04,7.947
2022-10-05,7.974
2022-10-06,7.898
2022-10-07,7.837
2022-10-08,7.837
2022-10-09,7.837
2022-10-10,7.736
2022-10-11,7.868
2022-10-12,7.833
2022-10-13,8.002
2022-10-14,7.993
2022-10-15,7.993
2022-10-16,7.993
2022-10-17,8.082
2022-10-18,8.123
2022-10-19,8.055
2022-10-20,8.039
2022-10-21,8.251
2022-10-22,8.251
2022-10-23,8.251
2022-10-24,8.34
2022-10-25,8.314
2022-10-26,8.54
2022-10-27,8.523
2022-10-28,8.784
2022-10-29,8.784
2022-10-30,8.784
2022-10-31,8.884
2022-11-01,8.91
2022-11-02,8.881
2022-11-03,9.0
2022-11-04,9.164
2022-11-05,9.164
2022-11-06,9.164
2022-11-07,9.212
2022-11-08,9.304
2022-11-09,9.281
2022-11-10,9.231
2022-11-11,8.833
2022-11-12,8.833
2022-11-13,8.833
2022-11-14,8.883
2022-11-15,8.872
2022-11-16,8.857
2022-11-17,8.968
2022-11-18,9.002
2022-11-19,9.002
2022-11-20,9.002
2022-11-21,9.177
2022-11-22,9.166
2022-11-23,9.198
2022-11-24,9.198
2022-11-25,9.21
2022-11-26,9.21
2022-11-27,9.21
2022-11-28,9.198
2022-11-29,9.185
2022-11-30,9.342
2022-12-01,9.412
2022-12-02,9.441
2022-12-03,9.441
2022-12-04,9.441
2022-12-05,9.378
2022-12-06,9.28
2022-12-07,9.281
2022-12-08,9.275
2022-12-09,9.157
2022-12-10,9.157
2022-12-11,9.157
2022-12-12,9.164
2022-12-13,8.985
2022-12-14,8.96
2022-12-15,8.712
2022-12-16,8.536
2022-12-17,8.536
2022-12-18,8.536
2022-12-19,8.465
2022-12-20,8.406
2022-12-21,8.484
2022-12-22,8.542
2022-12-23,8.433
2022-12-24,8.433
2022-12-25,8.433
2022-12-26,8.433
2022-12-27,8.401
2022-12-28,8.329
2022-12-29,8.343
2022-12-30,8.326
2022-12-31,8.326
2023-01-01,8.326
2023-01-02,8.326
2023-01-03,8.373
2023-01-04,8.415
2023-01-05,8.398
2023-01-06,8.507
2023-01-07,8.507
2023-01-08,8.507
2023-01-09,8.275
2023-01-10,8.349
2023-01-11,8.383
2023-01-12,8.351
2023-01-13,8.457
2023-01-14,8.457
2023-01-15,8.457
2023-01-16,8.457
2023-01-17,8.433
2023-01-18,8.424
2023-01-19,8.612
2023-01-20,8.662
2023-01-21,8.662
2023-01-22,8.662
2023-01-23,8.518
2023-01-24,8.424
2023-01-25,8.498
2023-01-26,8.481
2023-01-27,8.405
2023-01-28,8.405
2023-01-29,8.405
2023-01-30,8.368
2023-01-31,8.44
2023-02-01,8.275
2023-02-02,8.486
2023-02-03,8.646
2023-02-04,8.646
2023-02-05,8.646
2023-02-06,8.655
2023-02-07,8.654
2023-02-08,8.553
2023-02-09,8.302
2023-02-10,8.385
2023-02-11,8.385
2023-02-12,8.385
2023-02-13,8.497
2023-02-14,8.388
2023-02-15,8.298
2023-02-16,8.221
2023-02-17,8.251
2023-02-18,8.251
2023-02-19,8.251
2023-02-20,8.251
2023-02-21,8.264
2023-02-22,8.273
2023-02-23,8.284
2023-02-24,8.142
2023-02-25,8.142
2023-02-26,8.142
2023-02-27,8.12
2023-02-28,8.001
2023-03-01,8.047
2023-03-02,8.027
2023-03-03,8.034
2023-03-04,8.034
2023-03-05,8.034
2023-03-06,8.023
2023-03-07,7.918
2023-03-08,7.836
2023-03-09,7.732
2023-03-10,7.639
2023-03-11,7.639
2023-03-12,7.639
2023-03-13,7.673
2023-03-14,7.728
2023-03-15,7.845
2023-03-16,7.801
2023-03-17,7.735
2023-03-18,7.735
2023-03-19,7.735
2023-03-20,7.822
2023-03-21,7.853
2023-03-22,7.822
2023-03-23,7.792
2023-03-24,7.865
2023-03-25,7.865
2023-03-26,7.865
2023-03-27,7.91
2023-03-28,7.925
2023-03-29,7.923
2023-03-30,7.925
2023-03-31,8.054
2023-04-01,8.054
2023-04-02,8.054
2023-04-03,8.098
2023-04-04,8.007
2023-04-05,8.113
2023-04-06,8.288
2023-04-07,8.288
2023-04-08,8.288
2023-04-09,8.288
2023-04-10,8.232
2023-04-11,8.203
2023-04-12,8.227
2023-04-13,8.311
2023-04-14,8.283
2023-04-15,8.283
2023-04-16,8.283
2023-04-17,8.297
2023-04-18,8.261
2023-04-19,8.218
2023-04-20,8.179
2023-04-21,8.289
2023-04-22,8.289
2023-04-23,8.289
2023-04-24,8.293
2023-04-25,8.257
2023-04-26,7.996
2023-04-27,7.952
2023-04-28,7.854
2023-04-29,7.854
2023-04-30,7.854
2023-05-01,8.052
2023-05-02,8.007
2023-05-03,7.835
2023-05-04,7.854
2023-05-05,8.01
2023-05-06,8.01
2023-05-07,8.01
2023-05-08,8.041
2023-05-09,7.987
2023-05-10,8.045
2023-05-11,8.114
2023-05-12,7.994
2023-05-13,7.994
2023-05-14,7.994
2023-05-15,7.998
2023-05-16,7.863
2023-05-17,7.806
2023-05-18,7.709
2023-05-19,7.731
2023-05-20,7.731
2023-05-21,7.731
2023-05-22,7.727
2023-05-23,7.794
2023-05-24,7.669
2023-05-25,7.563
2023-05-26,7.476
2023-05-27,7.476
2023-05-28,7.476
2023-05-29,7.476
2023-05-30,7.463
2023-05-31,7.549
2023-06-01,7.577
2023-06-02,7.692
2023-06-03,7.692
2023-06-04,7.692
2023-06-05,7.729
2023-06-06,7.671
2023-06-07,7.633
2023-06-08,7.651
2023-06-09,7.591
2023-06-10,7.591
2023-06-11,7.591
2023-06-12,7.586
2023-06-13,7.586
2023-06-14,7.516
2023-06-15,7.573
2023-06-16,7.747
2023-06-17,7.747
2023-06-18,7.747
2023-06-19,7.747
2023-06-20,7.732
2023-06-21,7.67
2023-06-22,7.647
