,LAZ US Equity
2023-06-23,7.905
2023-06-24,7.905
2023-06-25,7.905
2023-06-26,7.853
2023-06-27,7.957
2023-06-28,8.063
2023-06-29,8.137
2023-06-30,8.259
2023-07-01,8.259
2023-07-02,8.259
2023-07-03,8.488
2023-07-04,8.488
2023-07-05,8.234
2023-07-06,8.186
2023-07-07,8.283
2023-07-08,8.283
2023-07-09,8.283
2023-07-10,8.257
2023-07-11,8.591
2023-07-12,8.818
2023-07-13,9.087
2023-07-14,8.954
2023-07-15,8.954
2023-07-16,8.954
2023-07-17,9.027
2023-07-18,9.071
2023-07-19,9.327
2023-07-20,9.455
2023-07-21,9.335
2023-07-22,9.335
2023-07-23,9.335
2023-07-24,9.356
2023-07-25,9.505
2023-07-26,9.398
2023-07-27,9.444
2023-07-28,9.38
2023-07-29,9.38
2023-07-30,9.38
2023-07-31,9.233
2023-08-01,9.15
2023-08-02,9.029
2023-08-03,8.932
2023-08-04,8.948
2023-08-05,8.948
2023-08-06,8.948
2023-08-07,9.021
2023-08-08,8.859
2023-08-09,8.872
2023-08-10,9.091
2023-08-11,9.149
2023-08-12,9.149
2023-08-13,9.149
2023-08-14,9.106
2023-08-15,8.874
2023-08-16,8.852
2023-08-17,8.839
2023-08-18,8.86
2023-08-19,8.86
2023-08-20,8.86
2023-08-21,8.619
2023-08-22,8.447
2023-08-23,8.582
2023-08-24,8.635
2023-08-25,8.638
2023-08-26,8.638
2023-08-27,8.638
2023-08-28,8.903
2023-08-29,9.146
2023-08-30,9.289
2023-08-31,9.196
2023-09-01,9.41
2023-09-02,9.41
2023-09-03,9.41
2023-09-04,9.41
2023-09-05,9.01
2023-09-06,8.88
2023-09-07,8.818
2023-09-08,8.878
2023-09-09,8.878
2023-09-10,8.878
2023-09-11,8.773
2023-09-12,8.942
2023-09-13,8.869
2023-09-14,8.91
2023-09-15,8.998
2023-09-16,8.998
2023-09-17,8.998
2023-09-18,8.994
2023-09-19,8.89
2023-09-20,8.839
2023-09-21,8.532
2023-09-22,8.48
2023-09-23,8.48
2023-09-24,8.48
2023-09-25,8.41
2023-09-26,8.288
2023-09-27,8.337
2023-09-28,8.473
2023-09-29,8.468
2023-09-30,8.468
2023-10-01,8.468
2023-10-02,8.258
2023-10-03,8.155
2023-10-04,8.139
2023-10-05,8.214
2023-10-06,8.241
2023-10-07,8.241
2023-10-08,8.241
2023-10-09,8.395
2023-10-10,8.613
2023-10-11,8.874
2023-10-12,8.587
2023-10-13,8.633
2023-10-14,8.633
2023-10-15,8.633
2023-10-16,8.698
2023-10-17,8.879
2023-10-18,8.627
2023-10-19,8.416
2023-10-20,8.343
2023-10-21,8.343
2023-10-22,8.343
2023-10-23,8.273
2023-10-24,8.425
2023-10-25,8.073
2023-10-26,8.681
2023-10-27,8.849
2023-10-28,8.849
2023-10-29,8.849
2023-10-30,8.996
2023-10-31,8.786
2023-11-01,8.83
2023-11-02,8.915
2023-11-03,9.26
2023-11-04,9.26
2023-11-05,9.26
2023-11-06,9.118
2023-11-07,9.179
2023-11-08,9.176
2023-11-09,8.993
2023-11-10,8.712
2023-11-11,8.712
2023-11-12,8.712
2023-11-13,8.506
2023-11-14,8.892
2023-11-15,8.996
2023-11-16,8.67
2023-11-17,8.641
2023-11-18,8.641
2023-11-19,8.641
2023-11-20,8.635
2023-11-21,8.586
2023-11-22,8.802
2023-11-23,8.802
2023-11-24,8.883
2023-11-25,8.883
2023-11-26,8.883
2023-11-27,9.215
2023-11-28,9.923
2023-11-29,10.15
2023-11-30,10.291
2023-12-01,10.377
2023-12-02,10.377
2023-12-03,10.377
2023-12-04,10.672
2023-12-05,10.596
2023-12-06,10.706
2023-12-07,10.909
2023-12-08,11.159
2023-12-09,11.159
2023-12-10,11.159
2023-12-11,10.988
2023-12-12,11.091
2023-12-13,11.441
2023-12-14,11.997
2023-12-15,11.986
2023-12-16,11.986
2023-12-17,11.986
2023-12-18,11.908
2023-12-19,12.133
2023-12-20,11.97
2023-12-21,11.973
2023-12-22,11.867
2023-12-23,11.867
2023-12-24,11.867
2023-12-25,11.867
2023-12-26,11.946
2023-12-27,12.09
2023-12-28,12.011
2023-12-29,11.949
2023-12-30,11.949
2023-12-31,11.949
2024-01-01,11.949
2024-01-02,12.207
2024-01-03,12.748
2024-01-04,12.691
2024-01-05,12.829
2024-01-06,12.829
2024-01-07,12.829
2024-01-08,13.026
2024-01-09,13.017
2024-01-10,12.839
2024-01-11,12.965
2024-01-12,13.06
2024-01-13,13.06
2024-01-14,13.06
2024-01-15,13.06
2024-01-16,13.173
2024-01-17,13.115
2024-01-18,13.046
2024-01-19,13.265
2024-01-20,13.265
2024-01-21,13.265
2024-01-22,13.506
2024-01-23,13.445
2024-01-24,13.418
2024-01-25,13.51
2024-01-26,13.489
2024-01-27,13.489
2024-01-28,13.489
2024-01-29,13.492
2024-01-30,13.434
2024-01-31,13.187
2024-02-01,13.725
2024-02-02,13.698
2024-02-03,13.698
2024-02-04,13.698
2024-02-05,13.395
2024-02-06,13.131
2024-02-07,13.118
2024-02-08,13.028
2024-02-09,13.086
2024-02-10,13.086
2024-02-11,13.086
2024-02-12,13.006
2024-02-13,12.534
2024-02-14,12.557
2024-02-15,12.787
2024-02-16,12.773
2024-02-17,12.773
2024-02-18,12.773
2024-02-19,12.773
2024-02-20,12.884
2024-02-21,12.803
2024-02-22,12.819
2024-02-23,13.032
2024-02-24,13.032
2024-02-25,13.032
2024-02-26,12.992
2024-02-27,13.164
2024-02-28,13.147
2024-02-29,13.029
2024-03-01,13.249
2024-03-02,13.249
2024-03-03,13.249
2024-03-04,13.455
2024-03-05,13.556
2024-03-06,13.151
2024-03-07,13.168
2024-03-08,13.354
2024-03-09,13.354
2024-03-10,13.354
2024-03-11,13.276
2024-03-12,12.934
2024-03-13,13.347
2024-03-14,13.097
2024-03-15,12.558
2024-03-16,12.558
2024-03-17,12.558
2024-03-18,12.445
2024-03-19,12.581
2024-03-20,12.809
2024-03-21,13.112
2024-03-22,12.932
2024-03-23,12.932
2024-03-24,12.932
2024-03-25,13.015
2024-03-26,12.963
2024-03-27,13.387
2024-03-28,13.546
2024-03-29,13.546
2024-03-30,13.546
2024-03-31,13.546
2024-04-01,13.229
2024-04-02,13.021
2024-04-03,13.128
2024-04-04,12.973
2024-04-05,13.173
2024-04-06,13.173
2024-04-07,13.173
2024-04-08,13.981
