,SPR US Equity
2020-05-22,2.479
2020-05-23,2.479
2020-05-24,2.479
2020-05-25,2.479
2020-05-26,2.602
2020-05-27,2.882
2020-05-28,2.714
2020-05-29,2.564
2020-05-30,2.564
2020-05-31,2.564
2020-06-01,2.815
2020-06-02,2.734
2020-06-03,3.317
2020-06-04,3.686
2020-06-05,3.989
2020-06-06,3.989
2020-06-07,3.989
2020-06-08,4.348
2020-06-09,3.942
2020-06-10,3.67
2020-06-11,3.097
2020-06-12,3.336
2020-06-13,3.336
2020-06-14,3.336
2020-06-15,3.316
2020-06-16,3.368
2020-06-17,3.267
2020-06-18,3.296
2020-06-19,3.215
2020-06-20,3.215
2020-06-21,3.215
2020-06-22,3.221
2020-06-23,2.792
2020-06-24,2.668
2020-06-25,2.781
2020-06-26,2.642
2020-06-27,2.642
2020-06-28,2.642
2020-06-29,3.099
2020-06-30,2.834
2020-07-01,2.742
2020-07-02,2.797
2020-07-03,2.797
2020-07-04,2.797
2020-07-05,2.797
2020-07-06,2.844
2020-07-07,2.651
2020-07-08,3.064
2020-07-09,2.859
2020-07-10,3.023
2020-07-11,3.023
2020-07-12,3.023
2020-07-13,3.004
2020-07-14,3.114
2020-07-15,3.309
2020-07-16,3.132
2020-07-17,3.046
2020-07-18,3.046
2020-07-19,3.046
2020-07-20,2.917
2020-07-21,3.078
2020-07-22,3.085
2020-07-23,3.136
2020-07-24,2.976
2020-07-25,2.976
2020-07-26,2.976
2020-07-27,2.884
2020-07-28,2.901
2020-07-29,2.763
2020-07-30,2.74
2020-07-31,2.638
2020-08-01,2.638
2020-08-02,2.638
2020-08-03,2.627
2020-08-04,2.578
2020-08-05,2.934
2020-08-06,3.099
2020-08-07,3.138
2020-08-08,3.138
2020-08-09,3.138
2020-08-10,3.377
2020-08-11,3.484
2020-08-12,3.346
2020-08-13,3.292
2020-08-14,3.376
2020-08-15,3.376
2020-08-16,3.376
2020-08-17,3.151
2020-08-18,3.05
2020-08-19,3.12
2020-08-20,3.093
2020-08-21,2.972
2020-08-22,2.972
2020-08-23,2.972
2020-08-24,3.225
2020-08-25,3.171
2020-08-26,3.068
2020-08-27,3.165
2020-08-28,3.216
2020-08-29,3.216
2020-08-30,3.216
2020-08-31,3.099
2020-09-01,3.071
2020-09-02,3.096
2020-09-03,3.1
2020-09-04,3.212
2020-09-05,3.212
2020-09-06,3.212
2020-09-07,3.212
2020-09-08,3.047
2020-09-09,2.925
2020-09-10,2.868
2020-09-11,2.957
2020-09-12,2.957
2020-09-13,2.957
2020-09-14,3.132
2020-09-15,3.07
2020-09-16,3.17
2020-09-17,3.13
2020-09-18,3.159
2020-09-19,3.159
2020-09-20,3.159
2020-09-21,2.951
2020-09-22,2.867
2020-09-23,2.684
2020-09-24,2.773
2020-09-25,2.986
2020-09-26,2.986
2020-09-27,2.986
2020-09-28,3.013
2020-09-29,2.865
2020-09-30,2.851
2020-10-01,3.516
2020-10-02,3.438
2020-10-03,3.438
2020-10-04,3.438
2020-10-05,3.325
2020-10-06,3.229
2020-10-07,3.353
2020-10-08,3.459
2020-10-09,3.389
2020-10-10,3.389
2020-10-11,3.389
2020-10-12,3.415
2020-10-13,3.257
2020-10-14,3.241
2020-10-15,3.258
2020-10-16,3.356
2020-10-17,3.356
2020-10-18,3.356
2020-10-19,3.347
2020-10-20,3.403
2020-10-21,3.305
2020-10-22,3.503
2020-10-23,3.574
2020-10-24,3.574
2020-10-25,3.574
2020-10-26,3.312
2020-10-27,3.366
2020-10-28,3.251
2020-10-29,3.325
2020-10-30,3.26
2020-10-31,3.26
2020-11-01,3.26
2020-11-02,3.375
2020-11-03,3.702
2020-11-04,3.684
2020-11-05,4.004
2020-11-06,4.047
2020-11-07,4.047
2020-11-08,4.047
2020-11-09,4.989
2020-11-10,5.688
2020-11-11,5.286
2020-11-12,5.27
2020-11-13,5.816
2020-11-14,5.816
2020-11-15,5.816
2020-11-16,6.219
2020-11-17,6.49
2020-11-18,6.148
2020-11-19,6.262
2020-11-20,6.231
2020-11-21,6.231
2020-11-22,6.231
2020-11-23,6.521
2020-11-24,6.618
2020-11-25,6.754
2020-11-26,6.754
2020-11-27,6.648
2020-11-28,6.648
2020-11-29,6.648
2020-11-30,6.342
2020-12-01,6.297
2020-12-02,6.997
2020-12-03,7.525
2020-12-04,7.291
2020-12-05,7.291
2020-12-06,7.291
2020-12-07,7.219
2020-12-08,7.431
2020-12-09,7.194
2020-12-10,7.222
2020-12-11,6.984
2020-12-12,6.984
2020-12-13,6.984
2020-12-14,6.728
2020-12-15,7.01
2020-12-16,6.875
2020-12-17,6.786
2020-12-18,6.943
2020-12-19,6.943
2020-12-20,6.943
2020-12-21,6.773
2020-12-22,6.857
2020-12-23,7.176
2020-12-24,7.097
2020-12-25,7.097
2020-12-26,7.097
2020-12-27,7.097
2020-12-28,6.985
2020-12-29,6.985
2020-12-30,7.224
2020-12-31,7.293
2021-01-01,7.293
2021-01-02,7.293
2021-01-03,7.293
2021-01-04,6.842
2021-01-05,7.374
2021-01-06,7.416
2021-01-07,7.469
2021-01-08,7.463
2021-01-09,7.463
2021-01-10,7.463
2021-01-11,7.523
2021-01-12,7.644
2021-01-13,7.291
2021-01-14,7.512
2021-01-15,7.234
2021-01-16,7.234
2021-01-17,7.234
2021-01-18,7.234
2021-01-19,7.426
2021-01-20,7.428
2021-01-21,7.263
2021-01-22,7.262
2021-01-23,7.262
2021-01-24,7.262
2021-01-25,7.127
2021-01-26,6.874
2021-01-27,6.336
2021-01-28,6.554
2021-01-29,6.319
2021-01-30,6.319
2021-01-31,6.319
2021-02-01,6.485
2021-02-02,7.023
2021-02-03,7.234
2021-02-04,7.303
2021-02-05,7.178
2021-02-06,7.178
2021-02-07,7.178
2021-02-08,7.504
2021-02-09,7.377
2021-02-10,7.295
2021-02-11,7.269
2021-02-12,7.291
2021-02-13,7.291
2021-02-14,7.291
2021-02-15,7.291
2021-02-16,7.424
2021-02-17,7.508
2021-02-18,7.355
2021-02-19,7.93
2021-02-20,7.93
2021-02-21,7.93
2021-02-22,7.976
2021-02-23,8.088
2021-02-24,8.15
2021-02-25,8.15
2021-02-26,8.297
2021-02-27,8.297
2021-02-28,8.297
2021-03-01,8.863
2021-03-02,9.024
2021-03-03,9.205
2021-03-04,8.772
2021-03-05,8.908
2021-03-06,8.908
2021-03-07,8.908
2021-03-08,8.812
2021-03-09,8.986
2021-03-10,9.141
2021-03-11,9.42
2021-03-12,9.704
2021-03-13,9.704
2021-03-14,9.704
2021-03-15,9.801
2021-03-16,9.47
2021-03-17,9.82
2021-03-18,9.449
2021-03-19,9.506
2021-03-20,9.506
2021-03-21,9.506
2021-03-22,9.115
2021-03-23,8.67
2021-03-24,8.526
2021-03-25,9.232
2021-03-26,9.551
2021-03-27,9.551
2021-03-28,9.551
2021-03-29,9.671
2021-03-30,9.912
2021-03-31,9.742
2021-04-01,9.93
2021-04-02,9.93
2021-04-03,9.93
2021-04-04,9.93
2021-04-05,9.882
2021-04-06,9.796
2021-04-07,9.717
2021-04-08,9.816
2021-04-09,9.593
2021-04-10,9.593
2021-04-11,9.593
2021-04-12,9.533
2021-04-13,9.503
2021-04-14,9.493
2021-04-15,9.353
2021-04-16,9.313
2021-04-17,9.313
2021-04-18,9.313
2021-04-19,9.245
2021-04-20,8.943
2021-04-21,9.159
2021-04-22,9.097
2021-04-23,9.245
2021-04-24,9.245
2021-04-25,9.245
2021-04-26,9.421
2021-04-27,9.387
2021-04-28,9.189
2021-04-29,9.179
2021-04-30,9.149
2021-05-01,9.149
2021-05-02,9.149
2021-05-03,9.141
2021-05-04,9.115
2021-05-05,8.404
2021-05-06,8.596
2021-05-07,8.569
2021-05-08,8.569
2021-05-09,8.569
2021-05-10,8.701
2021-05-11,8.357
2021-05-12,7.93
2021-05-13,8.25
2021-05-14,8.39
2021-05-15,8.39
2021-05-16,8.39
2021-05-17,8.24
2021-05-18,8.332
2021-05-19,8.408
2021-05-20,8.439
2021-05-21,8.857
2021-05-22,8.857
2021-05-23,8.857
2021-05-24,9.063
2021-05-25,9.053
2021-05-26,9.066
2021-05-27,9.628
2021-05-28,9.564
2021-05-29,9.564
2021-05-30,9.564
2021-05-31,9.564
2021-06-01,9.863
2021-06-02,9.976
2021-06-03,9.786
2021-06-04,9.79
2021-06-05,9.79
2021-06-06,9.79
2021-06-07,10.044
2021-06-08,10.273
2021-06-09,9.947
2021-06-10,9.811
2021-06-11,9.875
2021-06-12,9.875
2021-06-13,9.875
2021-06-14,9.772
2021-06-15,9.891
2021-06-16,9.869
2021-06-17,9.554
2021-06-18,9.44
2021-06-19,9.44
2021-06-20,9.44
2021-06-21,9.762
2021-06-22,9.373
2021-06-23,9.36
2021-06-24,9.623
2021-06-25,9.507
2021-06-26,9.507
2021-06-27,9.507
2021-06-28,9.05
2021-06-29,8.858
2021-06-30,8.935
2021-07-01,9.022
2021-07-02,8.905
2021-07-03,8.905
2021-07-04,8.905
2021-07-05,8.905
2021-07-06,8.766
2021-07-07,8.526
2021-07-08,8.761
2021-07-09,9.018
2021-07-10,9.018
2021-07-11,9.018
2021-07-12,8.748
2021-07-13,8.39
2021-07-14,8.159
2021-07-15,8.049
2021-07-16,7.852
2021-07-17,7.852
2021-07-18,7.852
2021-07-19,7.388
2021-07-20,7.93
2021-07-21,8.248
2021-07-22,8.151
2021-07-23,8.128
2021-07-24,8.128
2021-07-25,8.128
2021-07-26,8.285
2021-07-27,8.27
2021-07-28,8.449
2021-07-29,8.437
2021-07-30,8.2
2021-07-31,8.2
2021-08-01,8.2
2021-08-02,8.177
2021-08-03,8.206
2021-08-04,7.783
2021-08-05,7.869
2021-08-06,8.109
2021-08-07,8.109
2021-08-08,8.109
2021-08-09,7.95
2021-08-10,8.126
2021-08-11,8.396
2021-08-12,8.256
2021-08-13,8.015
2021-08-14,8.015
2021-08-15,8.015
2021-08-16,7.887
2021-08-17,7.673
2021-08-18,7.698
2021-08-19,7.293
2021-08-20,7.356
2021-08-21,7.356
2021-08-22,7.356
2021-08-23,7.578
2021-08-24,7.805
2021-08-25,7.832
2021-08-26,7.594
2021-08-27,7.924
2021-08-28,7.924
2021-08-29,7.924
2021-08-30,7.558
2021-08-31,7.603
2021-09-01,7.605
2021-09-02,7.798
2021-09-03,7.659
2021-09-04,7.659
2021-09-05,7.659
2021-09-06,7.659
2021-09-07,7.661
2021-09-08,7.347
2021-09-09,7.525
2021-09-10,7.391
2021-09-11,7.391
2021-09-12,7.391
2021-09-13,7.74
2021-09-14,7.568
2021-09-15,7.702
2021-09-16,7.566
2021-09-17,7.605
2021-09-18,7.605
2021-09-19,7.605
2021-09-20,7.614
2021-09-21,7.459
2021-09-22,7.769
2021-09-23,8.161
2021-09-24,8.25
2021-09-25,8.25
2021-09-26,8.25
2021-09-27,8.568
2021-09-28,8.271
2021-09-29,8.758
2021-09-30,8.469
2021-10-01,8.789
2021-10-02,8.789
2021-10-03,8.789
2021-10-04,8.952
2021-10-05,8.963
2021-10-06,9.082
2021-10-07,9.186
2021-10-08,9.062
2021-10-09,9.062
2021-10-10,9.062
2021-10-11,9.089
2021-10-12,9.171
2021-10-13,8.907
2021-10-14,8.479
2021-10-15,8.485
2021-10-16,8.485
2021-10-17,8.485
2021-10-18,8.249
2021-10-19,8.097
2021-10-20,8.271
2021-10-21,8.101
2021-10-22,8.108
2021-10-23,8.108
2021-10-24,8.108
2021-10-25,7.952
2021-10-26,7.915
2021-10-27,7.786
2021-10-28,7.791
2021-10-29,7.741
2021-10-30,7.741
2021-10-31,7.741
2021-11-01,8.108
2021-11-02,7.96
2021-11-03,7.518
2021-11-04,7.444
2021-11-05,8.381
2021-11-06,8.381
2021-11-07,8.381
2021-11-08,8.538
2021-11-09,8.528
2021-11-10,8.149
2021-11-11,8.237
2021-11-12,8.241
2021-11-13,8.241
2021-11-14,8.241
2021-11-15,8.703
2021-11-16,8.267
2021-11-17,8.385
2021-11-18,8.329
2021-11-19,7.729
2021-11-20,7.729
2021-11-21,7.729
2021-11-22,7.657
2021-11-23,7.895
2021-11-24,8.016
2021-11-25,8.016
2021-11-26,7.346
2021-11-27,7.346
2021-11-28,7.346
2021-11-29,7.125
2021-11-30,6.971
2021-12-01,6.486
2021-12-02,7.011
2021-12-03,6.855
2021-12-04,6.855
2021-12-05,6.855
2021-12-06,7.351
2021-12-07,7.631
2021-12-08,7.831
2021-12-09,7.782
2021-12-10,7.633
2021-12-11,7.633
2021-12-12,7.633
2021-12-13,7.319
2021-12-14,7.195
2021-12-15,7.257
2021-12-16,7.234
2021-12-17,7.468
2021-12-18,7.468
2021-12-19,7.468
2021-12-20,7.427
2021-12-21,8.178
2021-12-22,8.189
2021-12-23,8.283
2021-12-24,8.283
2021-12-25,8.283
2021-12-26,8.283
2021-12-27,8.229
2021-12-28,8.272
2021-12-29,8.107
2021-12-30,8.064
2021-12-31,8.069
2022-01-01,8.069
2022-01-02,8.069
2022-01-03,8.416
2022-01-04,8.92
2022-01-05,8.746
2022-01-06,8.67
2022-01-07,8.977
2022-01-08,8.977
2022-01-09,8.977
2022-01-10,8.803
2022-01-11,9.047
2022-01-12,9.138
2022-01-13,9.107
2022-01-14,9.383
2022-01-15,9.383
2022-01-16,9.383
2022-01-17,9.383
2022-01-18,9.231
2022-01-19,8.879
2022-01-20,8.801
2022-01-21,8.487
2022-01-22,8.487
2022-01-23,8.487
2022-01-24,8.453
2022-01-25,8.465
2022-01-26,8.187
2022-01-27,7.816
2022-01-28,7.88
2022-01-29,7.88
2022-01-30,7.88
2022-01-31,8.289
2022-02-01,8.572
2022-02-02,8.773
2022-02-03,9.263
2022-02-04,9.072
2022-02-05,9.072
2022-02-06,9.072
2022-02-07,9.535
2022-02-08,9.603
2022-02-09,9.639
2022-02-10,9.744
2022-02-11,9.564
2022-02-12,9.564
2022-02-13,9.564
2022-02-14,9.512
2022-02-15,9.86
2022-02-16,10.029
2022-02-17,9.825
2022-02-18,9.643
2022-02-19,9.643
2022-02-20,9.643
2022-02-21,9.643
2022-02-22,9.411
2022-02-23,9.373
2022-02-24,9.523
2022-02-25,9.963
2022-02-26,9.963
2022-02-27,9.963
2022-02-28,9.828
2022-03-01,8.923
2022-03-02,9.228
2022-03-03,8.581
2022-03-04,8.391
2022-03-05,8.391
2022-03-06,8.391
2022-03-07,7.631
2022-03-08,7.769
2022-03-09,8.487
2022-03-10,8.463
2022-03-11,8.507
2022-03-12,8.507
2022-03-13,8.507
2022-03-14,8.409
2022-03-15,8.823
2022-03-16,9.275
2022-03-17,9.261
2022-03-18,9.34
2022-03-19,9.34
2022-03-20,9.34
2022-03-21,9.016
2022-03-22,9.487
2022-03-23,9.38
2022-03-24,9.587
2022-03-25,9.625
2022-03-26,9.625
2022-03-27,9.625
2022-03-28,9.38
2022-03-29,9.682
2022-03-30,9.74
2022-03-31,9.728
2022-04-01,9.744
2022-04-02,9.744
2022-04-03,9.744
2022-04-04,9.583
2022-04-05,9.193
2022-04-06,8.791
2022-04-07,8.787
2022-04-08,8.582
2022-04-09,8.582
2022-04-10,8.582
2022-04-11,8.861
2022-04-12,9.094
2022-04-13,9.247
2022-04-14,9.225
2022-04-15,9.225
2022-04-16,9.225
2022-04-17,9.225
2022-04-18,9.129
2022-04-19,9.293
2022-04-20,9.235
2022-04-21,9.083
2022-04-22,8.808
2022-04-23,8.808
2022-04-24,8.808
2022-04-25,8.852
2022-04-26,8.548
2022-04-27,8.427
2022-04-28,8.716
2022-04-29,8.389
2022-04-30,8.389
2022-05-01,8.389
2022-05-02,8.343
2022-05-03,8.454
2022-05-04,7.783
2022-05-05,7.604
2022-05-06,7.19
2022-05-07,7.19
2022-05-08,7.19
2022-05-09,6.671
2022-05-10,6.637
2022-05-11,6.529
2022-05-12,6.172
2022-05-13,6.874
2022-05-14,6.874
2022-05-15,6.874
2022-05-16,6.644
2022-05-17,7.145
2022-05-18,6.795
2022-05-19,6.79
2022-05-20,6.365
2022-05-21,6.365
2022-05-22,6.365
2022-05-23,6.641
2022-05-24,6.232
2022-05-25,6.317
2022-05-26,6.714
2022-05-27,7.012
2022-05-28,7.012
2022-05-29,7.012
2022-05-30,7.012
2022-05-31,6.882
2022-06-01,7.067
2022-06-02,7.446
2022-06-03,7.131
2022-06-04,7.131
2022-06-05,7.131
2022-06-06,7.212
2022-06-07,7.457
2022-06-08,7.294
2022-06-09,7.043
2022-06-10,6.61
2022-06-11,6.61
2022-06-12,6.61
2022-06-13,5.983
2022-06-14,5.882
2022-06-15,6.331
2022-06-16,5.967
2022-06-17,6.201
2022-06-18,6.201
2022-06-19,6.201
2022-06-20,6.201
2022-06-21,6.262
2022-06-22,6.186
2022-06-23,6.138
2022-06-24,6.52
2022-06-25,6.52
2022-06-26,6.52
2022-06-27,6.437
2022-06-28,6.39
2022-06-29,6.313
2022-06-30,6.298
2022-07-01,6.519
2022-07-02,6.519
2022-07-03,6.519
2022-07-04,6.519
2022-07-05,6.536
2022-07-06,6.555
2022-07-07,6.646
2022-07-08,6.622
2022-07-09,6.622
2022-07-10,6.622
2022-07-11,6.528
2022-07-12,6.854
2022-07-13,6.719
2022-07-14,6.846
2022-07-15,6.901
2022-07-16,6.901
2022-07-17,6.901
2022-07-18,6.949
2022-07-19,7.483
2022-07-20,7.608
2022-07-21,7.563
2022-07-22,7.273
2022-07-23,7.273
2022-07-24,7.273
2022-07-25,7.219
2022-07-26,7.213
2022-07-27,6.989
2022-07-28,7.112
2022-07-29,7.05
2022-07-30,7.05
2022-07-31,7.05
2022-08-01,7.522
2022-08-02,7.31
2022-08-03,7.168
2022-08-04,7.377
2022-08-05,7.891
2022-08-06,7.891
2022-08-07,7.891
2022-08-08,8.432
2022-08-09,8.341
2022-08-10,8.953
2022-08-11,9.172
2022-08-12,9.399
2022-08-13,9.399
2022-08-14,9.399
2022-08-15,8.977
2022-08-16,9.528
2022-08-17,9.227
2022-08-18,9.224
2022-08-19,8.785
2022-08-20,8.785
2022-08-21,8.785
2022-08-22,8.691
2022-08-23,8.705
2022-08-24,9.043
2022-08-25,9.562
2022-08-26,9.167
2022-08-27,9.167
2022-08-28,9.167
2022-08-29,9.08
2022-08-30,8.849
2022-08-31,8.49
2022-09-01,8.149
2022-09-02,8.124
2022-09-03,8.124
2022-09-04,8.124
2022-09-05,8.124
2022-09-06,8.053
2022-09-07,8.361
2022-09-08,8.49
2022-09-09,8.599
2022-09-10,8.599
2022-09-11,8.599
2022-09-12,8.946
2022-09-13,8.085
2022-09-14,7.921
2022-09-15,7.661
2022-09-16,7.45
2022-09-17,7.45
2022-09-18,7.45
2022-09-19,7.26
2022-09-20,7.366
2022-09-21,7.47
2022-09-22,7.383
2022-09-23,7.136
2022-09-24,7.136
2022-09-25,7.136
2022-09-26,6.812
2022-09-27,6.869
2022-09-28,7.086
2022-09-29,6.577
2022-09-30,6.518
2022-10-01,6.518
2022-10-02,6.518
2022-10-03,7.124
2022-10-04,7.865
2022-10-05,7.465
2022-10-06,7.283
2022-10-07,7.265
2022-10-08,7.265
2022-10-09,7.265
2022-10-10,7.906
2022-10-11,7.554
2022-10-12,7.38
2022-10-13,7.513
2022-10-14,7.471
2022-10-15,7.471
2022-10-16,7.471
2022-10-17,8.076
2022-10-18,8.076
2022-10-19,7.935
2022-10-20,7.925
2022-10-21,8.213
2022-10-22,8.213
2022-10-23,8.213
2022-10-24,8.076
2022-10-25,8.082
2022-10-26,7.536
2022-10-27,7.441
2022-10-28,7.582
2022-10-29,7.582
2022-10-30,7.582
2022-10-31,7.579
2022-11-01,7.772
2022-11-02,7.729
2022-11-03,8.183
2022-11-04,9.142
2022-11-05,9.142
2022-11-06,9.142
2022-11-07,11.29
2022-11-08,11.36
2022-11-09,11.524
2022-11-10,12.677
2022-11-11,13.147
2022-11-12,13.147
2022-11-13,13.147
2022-11-14,12.672
2022-11-15,12.783
2022-11-16,12.41
2022-11-17,12.264
2022-11-18,12.264
2022-11-19,12.264
2022-11-20,12.264
2022-11-21,12.261
2022-11-22,12.467
2022-11-23,12.648
2022-11-24,12.648
2022-11-25,12.751
2022-11-26,12.751
2022-11-27,12.751
2022-11-28,12.04
2022-11-29,12.487
2022-11-30,12.854
2022-12-01,13.114
2022-12-02,13.438
2022-12-03,13.438
2022-12-04,13.438
2022-12-05,13.359
2022-12-06,13.085
2022-12-07,12.913
2022-12-08,13.193
2022-12-09,13.595
2022-12-10,13.595
2022-12-11,13.595
2022-12-12,14.179
2022-12-13,14.213
2022-12-14,14.252
2022-12-15,13.83
2022-12-16,13.428
2022-12-17,13.428
2022-12-18,13.428
2022-12-19,13.467
2022-12-20,13.624
2022-12-21,14.426
2022-12-22,14.165
2022-12-23,14.195
2022-12-24,14.195
2022-12-25,14.195
2022-12-26,14.195
2022-12-27,14.131
2022-12-28,13.988
2022-12-29,14.116
2022-12-30,14.574
2022-12-31,14.574
2023-01-01,14.574
2023-01-02,14.574
2023-01-03,15.076
2023-01-04,16.637
2023-01-05,16.244
2023-01-06,16.632
2023-01-07,16.632
2023-01-08,16.632
2023-01-09,16.318
2023-01-10,16.244
2023-01-11,16.577
2023-01-12,17.259
2023-01-13,17.109
2023-01-14,17.109
2023-01-15,17.109
2023-01-16,17.109
2023-01-17,17.024
2023-01-18,16.7
2023-01-19,16.458
2023-01-20,16.331
2023-01-21,16.331
2023-01-22,16.331
2023-01-23,16.584
2023-01-24,17.064
2023-01-25,16.599
2023-01-26,16.892
2023-01-27,17.115
2023-01-28,17.115
2023-01-29,17.115
2023-01-30,17.569
2023-01-31,18.267
2023-02-01,18.262
2023-02-02,18.568
2023-02-03,17.729
2023-02-04,17.729
2023-02-05,17.729
2023-02-06,17.667
2023-02-07,20.929
2023-02-08,20.165
2023-02-09,19.12
2023-02-10,18.355
2023-02-11,18.355
2023-02-12,18.355
2023-02-13,20.038
2023-02-14,19.871
2023-02-15,19.861
2023-02-16,19.034
2023-02-17,19.109
2023-02-18,19.109
2023-02-19,19.109
2023-02-20,19.109
2023-02-21,18.514
2023-02-22,18.439
2023-02-23,18.83
2023-02-24,18.214
2023-02-25,18.214
2023-02-26,18.214
2023-02-27,18.187
2023-02-28,18.085
2023-03-01,17.767
2023-03-02,17.804
2023-03-03,18.148
2023-03-04,18.148
2023-03-05,18.148
2023-03-06,17.899
2023-03-07,17.783
2023-03-08,17.825
2023-03-09,16.931
2023-03-10,16.778
2023-03-11,16.778
2023-03-12,16.778
2023-03-13,16.275
2023-03-14,16.37
2023-03-15,15.947
2023-03-16,15.979
2023-03-17,15.72
2023-03-18,15.72
2023-03-19,15.72
2023-03-20,16.28
2023-03-21,16.804
2023-03-22,16.402
2023-03-23,16.095
2023-03-24,16.228
2023-03-25,16.228
2023-03-26,16.228
2023-03-27,16.328
2023-03-28,17.376
2023-03-29,18.476
2023-03-30,18.688
2023-03-31,18.797
2023-04-01,18.797
2023-04-02,18.797
2023-04-03,19.303
2023-04-04,19.205
2023-04-05,18.846
2023-04-06,18.764
2023-04-07,18.764
2023-04-08,18.764
2023-04-09,18.764
2023-04-10,19.119
2023-04-11,19.3
2023-04-12,19.513
2023-04-13,19.464
2023-04-14,15.429
2023-04-15,15.429
2023-04-16,15.429
2023-04-17,15.347
2023-04-18,16.545
2023-04-19,16.832
2023-04-20,17.001
2023-04-21,16.685
2023-04-22,16.685
2023-04-23,16.685
2023-04-24,16.728
2023-04-25,16.085
2023-04-26,16.085
2023-04-27,15.709
2023-04-28,16.227
2023-04-29,16.227
2023-04-30,16.227
2023-05-01,16.058
2023-05-02,16.336
2023-05-03,16.083
2023-05-04,16.617
2023-05-05,16.57
2023-05-06,16.57
2023-05-07,16.57
2023-05-08,16.662
2023-05-09,16.492
2023-05-10,16.288
2023-05-11,16.132
2023-05-12,16.05
2023-05-13,16.05
2023-05-14,16.05
2023-05-15,16.315
2023-05-16,16.044
2023-05-17,16.859
2023-05-18,17.09
2023-05-19,17.354
2023-05-20,17.354
2023-05-21,17.354
2023-05-22,18.033
2023-05-23,18.216
2023-05-24,17.653
2023-05-25,17.327
2023-05-26,17.525
2023-05-27,17.525
2023-05-28,17.525
2023-05-29,17.525
2023-05-30,17.538
2023-05-31,17.93
2023-06-01,18.736
2023-06-02,19.249
2023-06-03,19.249
2023-06-04,19.249
2023-06-05,18.81
2023-06-06,18.844
2023-06-07,20.243
2023-06-08,20.926
2023-06-09,21.034
2023-06-10,21.034
2023-06-11,21.034
2023-06-12,21.17
2023-06-13,21.082
2023-06-14,20.94
2023-06-15,20.446
2023-06-16,20.906
2023-06-17,20.906
2023-06-18,20.906
2023-06-19,20.906
2023-06-20,19.993
2023-06-21,20.068
2023-06-22,18.174
