,MRO US Equity
2023-06-23,6.147
2023-06-24,6.147
2023-06-25,6.147
2023-06-26,6.224
2023-06-27,6.21
2023-06-28,6.274
2023-06-29,6.44
2023-06-30,6.465
2023-07-01,6.465
2023-07-02,6.465
2023-07-03,6.504
2023-07-04,6.504
2023-07-05,6.476
2023-07-06,6.374
2023-07-07,6.651
2023-07-08,6.651
2023-07-09,6.651
2023-07-10,6.73
2023-07-11,6.88
2023-07-12,7.242
2023-07-13,7.316
2023-07-14,7.102
2023-07-15,7.102
2023-07-16,7.102
2023-07-17,7.181
2023-07-18,7.444
2023-07-19,7.444
2023-07-20,7.596
2023-07-21,7.739
2023-07-22,7.739
2023-07-23,7.739
2023-07-24,7.819
2023-07-25,7.923
2023-07-26,7.963
2023-07-27,7.886
2023-07-28,7.96
2023-07-29,7.96
2023-07-30,7.96
2023-07-31,7.885
2023-08-01,7.858
2023-08-02,7.731
2023-08-03,7.759
2023-08-04,7.801
2023-08-05,7.801
2023-08-06,7.801
2023-08-07,7.796
2023-08-08,7.755
2023-08-09,7.88
2023-08-10,7.85
2023-08-11,8.0
2023-08-12,8.0
2023-08-13,8.0
2023-08-14,7.825
2023-08-15,7.679
2023-08-16,7.545
2023-08-17,7.684
2023-08-18,7.813
2023-08-19,7.813
2023-08-20,7.813
2023-08-21,7.833
2023-08-22,7.735
2023-08-23,7.65
2023-08-24,7.622
2023-08-25,7.601
2023-08-26,7.601
2023-08-27,7.601
2023-08-28,7.583
2023-08-29,7.648
2023-08-30,7.718
2023-08-31,7.7
2023-09-01,7.805
2023-09-02,7.805
2023-09-03,7.805
2023-09-04,7.805
2023-09-05,7.824
2023-09-06,7.804
2023-09-07,7.691
2023-09-08,7.867
2023-09-09,7.867
2023-09-10,7.867
2023-09-11,7.512
2023-09-12,7.761
2023-09-13,7.495
2023-09-14,7.709
2023-09-15,7.529
2023-09-16,7.529
2023-09-17,7.529
2023-09-18,7.467
2023-09-19,7.425
2023-09-20,7.332
2023-09-21,7.254
2023-09-22,7.335
2023-09-23,7.335
2023-09-24,7.335
2023-09-25,7.461
2023-09-26,7.372
2023-09-27,7.558
2023-09-28,7.564
2023-09-29,7.382
2023-09-30,7.382
2023-10-01,7.382
2023-10-02,7.046
2023-10-03,7.057
2023-10-04,6.657
2023-10-05,6.613
2023-10-06,6.709
2023-10-07,6.709
2023-10-08,6.709
2023-10-09,7.215
2023-10-10,7.182
2023-10-11,7.2
2023-10-12,7.258
2023-10-13,7.619
2023-10-14,7.619
2023-10-15,7.619
2023-10-16,7.703
2023-10-17,7.728
2023-10-18,7.762
2023-10-19,7.837
2023-10-20,7.649
2023-10-21,7.649
2023-10-22,7.649
2023-10-23,7.635
2023-10-24,7.664
2023-10-25,7.653
2023-10-26,7.539
2023-10-27,7.479
2023-10-28,7.479
2023-10-29,7.479
2023-10-30,7.359
2023-10-31,7.4
2023-11-01,7.403
2023-11-02,7.599
2023-11-03,7.384
2023-11-04,7.384
2023-11-05,7.384
2023-11-06,7.144
2023-11-07,6.852
2023-11-08,6.67
2023-11-09,6.654
2023-11-10,6.732
2023-11-11,6.732
2023-11-12,6.732
2023-11-13,6.752
2023-11-14,6.92
2023-11-15,6.841
2023-11-16,6.663
2023-11-17,6.881
2023-11-18,6.881
2023-11-19,6.881
2023-11-20,6.935
2023-11-21,6.873
2023-11-22,6.901
2023-11-23,6.901
2023-11-24,6.932
2023-11-25,6.932
2023-11-26,6.932
2023-11-27,6.906
2023-11-28,6.925
2023-11-29,6.933
2023-11-30,6.969
2023-12-01,6.971
2023-12-02,6.971
2023-12-03,6.971
2023-12-04,6.905
2023-12-05,6.731
2023-12-06,6.537
2023-12-07,6.665
2023-12-08,6.786
2023-12-09,6.786
2023-12-10,6.786
2023-12-11,6.793
2023-12-12,6.623
2023-12-13,6.788
2023-12-14,7.133
2023-12-15,7.098
2023-12-16,7.098
2023-12-17,7.098
2023-12-18,7.293
2023-12-19,7.373
2023-12-20,7.264
2023-12-21,7.56
2023-12-22,7.539
2023-12-23,7.539
2023-12-24,7.539
2023-12-25,7.539
2023-12-26,7.695
2023-12-27,7.603
2023-12-28,7.459
2023-12-29,7.392
2023-12-30,7.392
2023-12-31,7.392
2024-01-01,7.392
2024-01-02,7.472
2024-01-03,7.549
2024-01-04,7.426
2024-01-05,7.603
2024-01-06,7.603
2024-01-07,7.603
2024-01-08,7.605
2024-01-09,7.423
2024-01-10,7.306
2024-01-11,7.318
2024-01-12,7.599
2024-01-13,7.599
2024-01-14,7.599
2024-01-15,7.599
2024-01-16,7.525
2024-01-17,7.425
2024-01-18,7.44
2024-01-19,7.476
2024-01-20,7.476
2024-01-21,7.476
2024-01-22,7.673
2024-01-23,7.893
2024-01-24,7.984
2024-01-25,8.175
2024-01-26,8.283
2024-01-27,8.283
2024-01-28,8.283
2024-01-29,8.276
2024-01-30,8.44
2024-01-31,8.193
2024-02-01,8.124
2024-02-02,8.053
2024-02-03,8.053
2024-02-04,8.053
2024-02-05,8.003
2024-02-06,8.078
2024-02-07,8.135
2024-02-08,8.139
2024-02-09,8.061
2024-02-10,8.061
2024-02-11,8.061
2024-02-12,8.18
2024-02-13,8.235
2024-02-14,8.257
2024-02-15,8.57
2024-02-16,8.622
2024-02-17,8.622
2024-02-18,8.622
2024-02-19,8.622
2024-02-20,8.585
2024-02-21,8.763
2024-02-22,8.797
2024-02-23,8.778
2024-02-24,8.778
2024-02-25,8.778
2024-02-26,8.918
2024-02-27,9.01
2024-02-28,8.947
2024-02-29,8.995
2024-03-01,9.128
2024-03-02,9.128
2024-03-03,9.128
2024-03-04,9.022
2024-03-05,9.015
2024-03-06,9.274
2024-03-07,9.344
2024-03-08,9.375
2024-03-09,9.375
2024-03-10,9.375
2024-03-11,9.535
2024-03-12,9.595
2024-03-13,10.153
2024-03-14,10.466
2024-03-15,10.566
2024-03-16,10.566
2024-03-17,10.566
2024-03-18,10.473
2024-03-19,10.559
2024-03-20,10.598
2024-03-21,10.494
2024-03-22,10.455
2024-03-23,10.455
2024-03-24,10.455
2024-03-25,10.608
2024-03-26,10.558
2024-03-27,10.682
2024-03-28,11.027
2024-03-29,11.027
2024-03-30,11.027
2024-03-31,11.027
2024-04-01,11.138
2024-04-02,11.077
2024-04-03,11.351
2024-04-04,11.343
2024-04-05,11.384
2024-04-06,11.384
2024-04-07,11.384
2024-04-08,11.308
