,RHI US Equity
2023-06-23,13.47
2023-06-24,13.47
2023-06-25,13.47
2023-06-26,13.725
2023-06-27,13.762
2023-06-28,13.817
2023-06-29,14.146
2023-06-30,14.365
2023-07-01,14.365
2023-07-02,14.365
2023-07-03,14.426
2023-07-04,14.426
2023-07-05,14.76
2023-07-06,14.672
2023-07-07,14.798
2023-07-08,14.798
2023-07-09,14.798
2023-07-10,15.092
2023-07-11,15.432
2023-07-12,15.481
2023-07-13,15.701
2023-07-14,15.833
2023-07-15,15.833
2023-07-16,15.833
2023-07-17,15.967
2023-07-18,16.166
2023-07-19,16.327
2023-07-20,15.763
2023-07-21,15.25
2023-07-22,15.25
2023-07-23,15.25
2023-07-24,15.531
2023-07-25,15.932
2023-07-26,16.867
2023-07-27,16.751
2023-07-28,17.074
2023-07-29,17.074
2023-07-30,17.074
2023-07-31,16.98
2023-08-01,16.927
2023-08-02,17.014
2023-08-03,17.339
2023-08-04,17.2
2023-08-05,17.2
2023-08-06,17.2
2023-08-07,17.59
2023-08-08,17.91
2023-08-09,18.018
2023-08-10,18.014
2023-08-11,17.997
2023-08-12,17.997
2023-08-13,17.997
2023-08-14,17.957
2023-08-15,17.683
2023-08-16,17.503
2023-08-17,17.47
2023-08-18,17.633
2023-08-19,17.633
2023-08-20,17.633
2023-08-21,17.733
2023-08-22,17.768
2023-08-23,17.81
2023-08-24,17.674
2023-08-25,17.85
2023-08-26,17.85
2023-08-27,17.85
2023-08-28,17.781
2023-08-29,17.955
2023-08-30,18.0
2023-08-31,17.612
2023-09-01,17.605
2023-09-02,17.605
2023-09-03,17.605
2023-09-04,17.605
2023-09-05,17.292
2023-09-06,16.966
2023-09-07,17.081
2023-09-08,17.065
2023-09-09,17.065
2023-09-10,17.065
2023-09-11,16.867
2023-09-12,16.865
2023-09-13,16.932
2023-09-14,17.403
2023-09-15,17.508
2023-09-16,17.508
2023-09-17,17.508
2023-09-18,17.356
2023-09-19,17.532
2023-09-20,17.349
2023-09-21,17.167
2023-09-22,17.02
2023-09-23,17.02
2023-09-24,17.02
2023-09-25,17.237
2023-09-26,16.709
2023-09-27,17.071
2023-09-28,17.085
2023-09-29,17.104
2023-09-30,17.104
2023-10-01,17.104
2023-10-02,16.812
2023-10-03,17.226
2023-10-04,17.172
2023-10-05,17.214
2023-10-06,17.431
2023-10-07,17.431
2023-10-08,17.431
2023-10-09,17.828
2023-10-10,17.886
2023-10-11,17.968
2023-10-12,17.961
2023-10-13,17.635
2023-10-14,17.635
2023-10-15,17.635
2023-10-16,17.791
2023-10-17,17.931
2023-10-18,17.6
2023-10-19,17.349
2023-10-20,17.16
2023-10-21,17.16
2023-10-22,17.16
2023-10-23,16.881
2023-10-24,17.201
2023-10-25,17.792
2023-10-26,17.729
2023-10-27,17.935
2023-10-28,17.935
2023-10-29,17.935
2023-10-30,18.227
2023-10-31,18.404
2023-11-01,18.21
2023-11-02,18.665
2023-11-03,18.793
2023-11-04,18.793
2023-11-05,18.793
2023-11-06,18.831
2023-11-07,18.404
2023-11-08,18.663
2023-11-09,18.779
2023-11-10,18.993
2023-11-11,18.993
2023-11-12,18.993
2023-11-13,18.895
2023-11-14,19.854
2023-11-15,19.756
2023-11-16,19.682
2023-11-17,19.946
2023-11-18,19.946
2023-11-19,19.946
2023-11-20,20.333
2023-11-21,20.133
2023-11-22,20.473
2023-11-23,20.473
2023-11-24,20.405
2023-11-25,20.405
2023-11-26,20.405
2023-11-27,20.45
2023-11-28,20.181
2023-11-29,20.214
2023-11-30,20.586
2023-12-01,20.935
2023-12-02,20.935
2023-12-03,20.935
2023-12-04,21.294
2023-12-05,20.684
2023-12-06,20.724
2023-12-07,20.864
2023-12-08,20.864
2023-12-09,20.864
2023-12-10,20.864
2023-12-11,21.063
2023-12-12,21.023
2023-12-13,21.123
2023-12-14,21.751
2023-12-15,21.849
2023-12-16,21.849
2023-12-17,21.849
2023-12-18,21.896
2023-12-19,21.939
2023-12-20,21.63
2023-12-21,21.801
2023-12-22,21.914
2023-12-23,21.914
2023-12-24,21.914
2023-12-25,21.914
2023-12-26,22.009
2023-12-27,22.1
2023-12-28,22.137
2023-12-29,22.077
2023-12-30,22.077
2023-12-31,22.077
2024-01-01,22.077
2024-01-02,21.623
2024-01-03,21.078
2024-01-04,20.867
2024-01-05,21.035
2024-01-06,21.035
2024-01-07,21.035
2024-01-08,21.118
2024-01-09,20.811
2024-01-10,20.497
2024-01-11,20.492
2024-01-12,20.469
2024-01-13,20.469
2024-01-14,20.469
2024-01-15,20.469
2024-01-16,20.418
2024-01-17,20.273
2024-01-18,20.398
2024-01-19,20.498
2024-01-20,20.498
2024-01-21,20.498
2024-01-22,20.87
2024-01-23,20.669
2024-01-24,20.623
2024-01-25,20.633
2024-01-26,20.816
2024-01-27,20.816
2024-01-28,20.816
2024-01-29,20.656
2024-01-30,21.445
2024-01-31,22.27
2024-02-01,23.053
2024-02-02,23.309
2024-02-03,23.309
2024-02-04,23.309
2024-02-05,23.47
2024-02-06,23.576
2024-02-07,23.394
2024-02-08,23.709
2024-02-09,23.882
2024-02-10,23.882
2024-02-11,23.882
2024-02-12,24.124
2024-02-13,23.455
2024-02-14,23.723
2024-02-15,24.209
2024-02-16,23.794
2024-02-17,23.794
2024-02-18,23.794
2024-02-19,23.794
2024-02-20,23.555
2024-02-21,23.547
2024-02-22,23.544
2024-02-23,23.736
2024-02-24,23.736
2024-02-25,23.736
2024-02-26,23.858
2024-02-27,23.982
2024-02-28,23.754
2024-02-29,23.822
2024-03-01,23.929
2024-03-02,23.929
2024-03-03,23.929
2024-03-04,24.219
2024-03-05,23.256
2024-03-06,23.597
2024-03-07,23.781
2024-03-08,24.101
2024-03-09,24.101
2024-03-10,24.101
2024-03-11,23.71
2024-03-12,23.816
2024-03-13,23.588
2024-03-14,23.09
2024-03-15,23.116
2024-03-16,23.116
2024-03-17,23.116
2024-03-18,22.999
2024-03-19,23.037
2024-03-20,23.509
2024-03-21,23.77
2024-03-22,23.316
2024-03-23,23.316
2024-03-24,23.316
2024-03-25,22.97
2024-03-26,22.7
2024-03-27,22.92
2024-03-28,23.242
2024-03-29,23.242
2024-03-30,23.242
2024-03-31,23.242
2024-04-01,22.92
2024-04-02,22.583
2024-04-03,22.263
2024-04-04,22.108
2024-04-05,22.076
2024-04-06,22.076
2024-04-07,22.076
2024-04-08,22.161
