,CNP US Equity
2023-06-28,17.479
2023-06-29,17.473
2023-06-30,17.735
2023-07-01,17.735
2023-07-02,17.735
2023-07-03,17.917
2023-07-04,17.917
2023-07-05,18.027
2023-07-06,17.923
2023-07-07,17.935
2023-07-08,17.935
2023-07-09,17.935
2023-07-10,17.923
2023-07-11,18.179
2023-07-12,18.471
2023-07-13,18.513
2023-07-14,18.325
2023-07-15,18.325
2023-07-16,18.325
2023-07-17,18.057
2023-07-18,17.911
2023-07-19,18.142
2023-07-20,18.454
2023-07-21,18.759
2023-07-22,18.759
2023-07-23,18.759
2023-07-24,18.735
2023-07-25,18.874
2023-07-26,18.935
2023-07-27,18.414
2023-07-28,18.256
2023-07-29,18.256
2023-07-30,18.256
2023-07-31,18.205
2023-08-01,17.842
2023-08-02,17.993
2023-08-03,17.757
2023-08-04,17.563
2023-08-05,17.563
2023-08-06,17.563
2023-08-07,17.545
2023-08-08,17.497
2023-08-09,17.539
2023-08-10,17.383
2023-08-11,17.504
2023-08-12,17.504
2023-08-13,17.504
2023-08-14,17.395
2023-08-15,17.081
2023-08-16,17.111
2023-08-17,17.044
2023-08-18,17.16
2023-08-19,17.16
2023-08-20,17.16
2023-08-21,17.215
2023-08-22,17.213
2023-08-23,17.152
2023-08-24,16.964
2023-08-25,17.189
2023-08-26,17.189
2023-08-27,17.189
2023-08-28,17.189
2023-08-29,17.134
2023-08-30,17.006
2023-08-31,16.988
2023-09-01,16.842
2023-09-02,16.842
2023-09-03,16.842
2023-09-04,16.842
2023-09-05,16.647
2023-09-06,16.665
2023-09-07,17.025
2023-09-08,17.232
2023-09-09,17.232
2023-09-10,17.232
2023-09-11,17.244
2023-09-12,17.238
2023-09-13,17.445
2023-09-14,17.652
2023-09-15,17.713
2023-09-16,17.713
2023-09-17,17.713
2023-09-18,17.755
2023-09-19,17.652
2023-09-20,17.554
2023-09-21,17.293
2023-09-22,17.238
2023-09-23,17.238
2023-09-24,17.238
2023-09-25,17.232
2023-09-26,16.623
2023-09-27,16.537
2023-09-28,16.263
2023-09-29,16.355
2023-09-30,16.355
2023-10-01,16.355
2023-10-02,15.685
2023-10-03,16.05
2023-10-04,16.166
2023-10-05,16.214
2023-10-06,16.367
2023-10-07,16.367
2023-10-08,16.367
2023-10-09,16.623
2023-10-10,16.732
2023-10-11,16.903
2023-10-12,16.769
2023-10-13,16.793
2023-10-14,16.793
2023-10-15,16.793
2023-10-16,16.921
2023-10-17,17.018
2023-10-18,16.86
2023-10-19,16.732
2023-10-20,16.531
2023-10-21,16.531
2023-10-22,16.531
2023-10-23,16.314
2023-10-24,16.631
2023-10-25,16.716
2023-10-26,16.78
2023-10-27,16.217
2023-10-28,16.217
2023-10-29,16.217
2023-10-30,16.328
2023-10-31,16.322
2023-11-01,16.59
2023-11-02,16.693
2023-11-03,16.632
2023-11-04,16.632
2023-11-05,16.632
2023-11-06,16.551
2023-11-07,16.521
2023-11-08,16.32
2023-11-09,16.26
2023-11-10,16.478
2023-11-11,16.478
2023-11-12,16.478
2023-11-13,16.241
2023-11-14,16.812
2023-11-15,16.788
2023-11-16,16.929
2023-11-17,17.014
2023-11-18,17.014
2023-11-19,17.014
2023-11-20,16.886
2023-11-21,16.831
2023-11-22,17.008
2023-11-23,17.008
2023-11-24,17.094
2023-11-25,17.094
2023-11-26,17.094
2023-11-27,17.106
2023-11-28,17.229
2023-11-29,17.048
2023-11-30,17.207
2023-12-01,17.523
2023-12-02,17.523
2023-12-03,17.523
2023-12-04,17.56
2023-12-05,17.383
2023-12-06,17.517
2023-12-07,17.505
2023-12-08,17.511
2023-12-09,17.511
2023-12-10,17.511
2023-12-11,17.681
2023-12-12,17.657
2023-12-13,18.381
2023-12-14,18.099
2023-12-15,17.587
2023-12-16,17.587
2023-12-17,17.587
2023-12-18,17.557
2023-12-19,17.676
2023-12-20,17.267
2023-12-21,17.267
2023-12-22,17.316
2023-12-23,17.316
2023-12-24,17.316
2023-12-25,17.316
2023-12-26,17.389
2023-12-27,17.316
2023-12-28,17.426
2023-12-29,17.432
2023-12-30,17.432
2023-12-31,17.432
2024-01-01,17.432
2024-01-02,17.7
2024-01-03,17.839
2024-01-04,17.809
2024-01-05,17.907
2024-01-06,17.907
2024-01-07,17.907
2024-01-08,18.011
2024-01-09,17.901
2024-01-10,17.913
2024-01-11,17.362
2024-01-12,17.496
2024-01-13,17.496
2024-01-14,17.496
2024-01-15,17.496
2024-01-16,17.472
2024-01-17,17.178
2024-01-18,17.007
2024-01-19,17.007
2024-01-20,17.007
2024-01-21,17.007
2024-01-22,16.823
2024-01-23,16.841
2024-01-24,16.621
2024-01-25,16.853
2024-01-26,16.884
2024-01-27,16.884
2024-01-28,16.884
2024-01-29,17.092
2024-01-30,17.129
2024-01-31,17.111
2024-02-01,17.38
2024-02-02,17.117
2024-02-03,17.117
2024-02-04,17.117
2024-02-05,16.86
2024-02-06,16.909
2024-02-07,16.884
2024-02-08,16.798
2024-02-09,16.86
2024-02-10,16.86
2024-02-11,16.86
2024-02-12,16.994
2024-02-13,16.804
2024-02-14,16.872
2024-02-15,17.193
2024-02-16,17.199
2024-02-17,17.199
2024-02-18,17.199
2024-02-19,17.199
2024-02-20,17.133
2024-02-21,17.435
2024-02-22,17.182
2024-02-23,17.218
2024-02-24,17.218
2024-02-25,17.218
2024-02-26,16.841
2024-02-27,17.057
2024-02-28,16.952
2024-02-29,16.965
2024-03-01,16.928
2024-03-02,16.928
2024-03-03,16.928
2024-03-04,17.236
2024-03-05,17.205
2024-03-06,17.458
2024-03-07,17.465
2024-03-08,17.477
2024-03-09,17.477
2024-03-10,17.477
2024-03-11,17.594
2024-03-12,17.353
2024-03-13,17.284
2024-03-14,17.058
2024-03-15,17.046
2024-03-16,17.046
2024-03-17,17.046
2024-03-18,17.089
2024-03-19,17.235
2024-03-20,17.176
2024-03-21,17.109
2024-03-22,17.011
2024-03-23,17.011
2024-03-24,17.011
2024-03-25,17.027
2024-03-26,16.798
2024-03-27,17.452
2024-03-28,17.576
2024-03-29,17.576
2024-03-30,17.576
2024-03-31,17.576
2024-04-01,17.554
2024-04-02,17.566
2024-04-03,17.387
2024-04-04,17.356
2024-04-05,17.326
2024-04-06,17.326
2024-04-07,17.326
2024-04-08,17.431
