,BR US Equity
2020-07-30,19.163
2020-07-31,19.227
2020-08-01,19.227
2020-08-02,19.227
2020-08-03,19.614
2020-08-04,19.648
2020-08-05,19.323
2020-08-06,19.373
2020-08-07,19.357
2020-08-08,19.357
2020-08-09,19.357
2020-08-10,19.551
2020-08-11,20.094
2020-08-12,18.916
2020-08-13,18.878
2020-08-14,18.883
2020-08-15,18.883
2020-08-16,18.883
2020-08-17,18.783
2020-08-18,18.932
2020-08-19,18.668
2020-08-20,18.668
2020-08-21,18.61
2020-08-22,18.61
2020-08-23,18.61
2020-08-24,18.814
2020-08-25,18.8
2020-08-26,18.902
2020-08-27,18.874
2020-08-28,18.827
2020-08-29,18.827
2020-08-30,18.827
2020-08-31,18.682
2020-09-01,18.947
2020-09-02,19.461
2020-09-03,18.806
2020-09-04,18.411
2020-09-05,18.411
2020-09-06,18.411
2020-09-07,18.411
2020-09-08,17.994
2020-09-09,18.543
2020-09-10,18.203
2020-09-11,18.278
2020-09-12,18.278
2020-09-13,18.278
2020-09-14,18.575
2020-09-15,18.52
2020-09-16,18.443
2020-09-17,18.227
2020-09-18,17.958
2020-09-19,17.958
2020-09-20,17.958
2020-09-21,17.876
2020-09-22,18.03
2020-09-23,17.599
2020-09-24,17.458
2020-09-25,17.806
2020-09-26,17.806
2020-09-27,17.806
2020-09-28,18.025
2020-09-29,17.987
2020-09-30,18.025
2020-10-01,18.29
2020-10-02,18.217
2020-10-03,18.217
2020-10-04,18.217
2020-10-05,18.613
2020-10-06,18.537
2020-10-07,18.777
2020-10-08,18.988
2020-10-09,19.232
2020-10-10,19.232
2020-10-11,19.232
2020-10-12,19.479
2020-10-13,19.401
2020-10-14,19.349
2020-10-15,19.564
2020-10-16,19.573
2020-10-17,19.573
2020-10-18,19.573
2020-10-19,19.362
2020-10-20,19.594
2020-10-21,19.733
2020-10-22,19.77
2020-10-23,19.757
2020-10-24,19.757
2020-10-25,19.757
2020-10-26,19.275
2020-10-27,18.978
2020-10-28,18.367
2020-10-29,18.725
2020-10-30,18.654
2020-10-31,18.654
2020-11-01,18.654
2020-11-02,19.084
2020-11-03,19.476
2020-11-04,19.636
2020-11-05,19.614
2020-11-06,19.873
2020-11-07,19.873
2020-11-08,19.873
2020-11-09,19.912
2020-11-10,19.827
2020-11-11,20.177
2020-11-12,19.732
2020-11-13,19.887
2020-11-14,19.887
2020-11-15,19.887
2020-11-16,20.133
2020-11-17,19.967
2020-11-18,19.762
2020-11-19,19.874
2020-11-20,19.647
2020-11-21,19.647
2020-11-22,19.647
2020-11-23,20.007
2020-11-24,19.921
2020-11-25,19.83
2020-11-26,19.83
2020-11-27,19.983
2020-11-28,19.983
2020-11-29,19.983
2020-11-30,19.912
2020-12-01,20.125
2020-12-02,19.96
2020-12-03,20.066
2020-12-04,20.23
2020-12-05,20.23
2020-12-06,20.23
2020-12-07,19.813
2020-12-08,19.96
2020-12-09,20.106
2020-12-10,19.823
2020-12-11,20.014
2020-12-12,20.014
2020-12-13,20.014
2020-12-14,19.884
2020-12-15,20.062
2020-12-16,19.981
2020-12-17,20.528
2020-12-18,20.943
2020-12-19,20.943
2020-12-20,20.943
2020-12-21,20.328
2020-12-22,20.208
2020-12-23,20.062
2020-12-24,20.416
2020-12-25,20.416
2020-12-26,20.416
2020-12-27,20.416
2020-12-28,20.695
2020-12-29,20.601
2020-12-30,20.702
2020-12-31,20.85
2021-01-01,20.85
2021-01-02,20.85
2021-01-03,20.85
2021-01-04,20.62
2021-01-05,20.649
2021-01-06,21.202
2021-01-07,21.18
2021-01-08,21.26
2021-01-09,21.26
2021-01-10,21.26
2021-01-11,21.097
2021-01-12,21.063
2021-01-13,20.989
2021-01-14,20.901
2021-01-15,20.629
2021-01-16,20.629
2021-01-17,20.629
2021-01-18,20.629
2021-01-19,20.627
2021-01-20,20.754
2021-01-21,20.565
2021-01-22,20.271
2021-01-23,20.271
2021-01-24,20.271
2021-01-25,20.506
2021-01-26,20.659
2021-01-27,19.548
2021-01-28,19.711
2021-01-29,19.232
2021-01-30,19.232
2021-01-31,19.232
2021-02-01,19.88
2021-02-02,19.939
2021-02-03,19.249
2021-02-04,19.066
2021-02-05,19.193
2021-02-06,19.193
2021-02-07,19.193
2021-02-08,19.055
2021-02-09,18.866
2021-02-10,19.227
2021-02-11,19.356
2021-02-12,19.718
2021-02-13,19.718
2021-02-14,19.718
2021-02-15,19.718
2021-02-16,19.474
2021-02-17,19.633
2021-02-18,19.879
2021-02-19,19.914
2021-02-20,19.914
2021-02-21,19.914
2021-02-22,19.642
2021-02-23,19.131
2021-02-24,19.32
2021-02-25,19.078
2021-02-26,18.975
2021-02-27,18.975
2021-02-28,18.975
2021-03-01,19.506
2021-03-02,19.155
2021-03-03,18.895
2021-03-04,18.533
2021-03-05,18.974
2021-03-06,18.974
2021-03-07,18.974
2021-03-08,18.886
2021-03-09,18.907
2021-03-10,18.96
2021-03-11,19.241
2021-03-12,19.261
2021-03-13,19.261
2021-03-14,19.261
2021-03-15,19.572
2021-03-16,19.738
2021-03-17,19.62
2021-03-18,19.448
2021-03-19,19.544
2021-03-20,19.544
2021-03-21,19.544
2021-03-22,19.733
2021-03-23,19.69
2021-03-24,19.904
2021-03-25,19.82
2021-03-26,20.515
2021-03-27,20.515
2021-03-28,20.515
2021-03-29,21.032
2021-03-30,20.453
2021-03-31,20.469
2021-04-01,20.713
2021-04-02,20.713
2021-04-03,20.713
2021-04-04,20.713
2021-04-05,21.205
2021-04-06,20.875
2021-04-07,20.681
2021-04-08,20.639
2021-04-09,20.857
2021-04-10,20.857
2021-04-11,20.857
2021-04-12,20.848
2021-04-13,20.826
2021-04-14,20.841
2021-04-15,20.8
2021-04-16,20.991
2021-04-17,20.991
2021-04-18,20.991
2021-04-19,20.849
2021-04-20,21.238
2021-04-21,21.492
2021-04-22,21.563
2021-04-23,21.744
2021-04-24,21.744
2021-04-25,21.744
2021-04-26,21.528
2021-04-27,21.556
2021-04-28,21.527
2021-04-29,21.587
2021-04-30,21.209
2021-05-01,21.209
2021-05-02,21.209
2021-05-03,21.389
2021-05-04,21.324
2021-05-05,20.577
2021-05-06,20.559
2021-05-07,20.472
2021-05-08,20.472
2021-05-09,20.472
2021-05-10,20.65
2021-05-11,20.421
2021-05-12,19.826
2021-05-13,20.069
2021-05-14,20.345
2021-05-15,20.345
2021-05-16,20.345
2021-05-17,20.228
2021-05-18,20.016
2021-05-19,19.876
2021-05-20,19.976
2021-05-21,19.857
2021-05-22,19.857
2021-05-23,19.857
2021-05-24,19.88
2021-05-25,19.845
2021-05-26,19.794
2021-05-27,19.904
2021-05-28,19.884
2021-05-29,19.884
2021-05-30,19.884
2021-05-31,19.884
2021-06-01,19.719
2021-06-02,19.763
2021-06-03,19.774
2021-06-04,20.057
2021-06-05,20.057
2021-06-06,20.057
2021-06-07,19.734
2021-06-08,19.728
2021-06-09,19.832
2021-06-10,20.119
2021-06-11,20.293
2021-06-12,20.293
2021-06-13,20.293
2021-06-14,20.139
2021-06-15,20.223
2021-06-16,20.047
2021-06-17,19.984
2021-06-18,19.81
2021-06-19,19.81
2021-06-20,19.81
2021-06-21,20.13
2021-06-22,20.153
2021-06-23,19.982
2021-06-24,20.059
2021-06-25,20.105
2021-06-26,20.105
2021-06-27,20.105
2021-06-28,20.12
2021-06-29,20.276
2021-06-30,20.211
2021-07-01,20.386
2021-07-02,20.571
2021-07-03,20.571
2021-07-04,20.571
2021-07-05,20.571
2021-07-06,20.602
2021-07-07,21.043
2021-07-08,20.826
2021-07-09,21.108
2021-07-10,21.108
2021-07-11,21.108
2021-07-12,21.078
2021-07-13,21.053
2021-07-14,21.277
2021-07-15,21.353
2021-07-16,21.254
2021-07-17,21.254
2021-07-18,21.254
2021-07-19,20.847
2021-07-20,21.164
2021-07-21,21.233
2021-07-22,21.338
2021-07-23,21.582
2021-07-24,21.582
2021-07-25,21.582
2021-07-26,21.567
2021-07-27,21.507
2021-07-28,21.375
2021-07-29,21.579
2021-07-30,21.707
2021-07-31,21.707
2021-08-01,21.707
2021-08-02,21.694
2021-08-03,21.895
2021-08-04,21.776
2021-08-05,21.762
2021-08-06,21.692
2021-08-07,21.692
2021-08-08,21.692
2021-08-09,21.637
2021-08-10,21.462
2021-08-11,21.536
2021-08-12,21.645
2021-08-13,22.03
2021-08-14,22.03
2021-08-15,22.03
2021-08-16,22.773
2021-08-17,22.748
2021-08-18,22.346
2021-08-19,22.353
2021-08-20,22.458
2021-08-21,22.458
2021-08-22,22.458
2021-08-23,22.195
2021-08-24,22.037
2021-08-25,21.999
2021-08-26,21.849
2021-08-27,22.077
2021-08-28,22.077
2021-08-29,22.077
2021-08-30,22.173
2021-08-31,22.159
2021-09-01,22.057
2021-09-02,22.005
2021-09-03,21.97
2021-09-04,21.97
2021-09-05,21.97
2021-09-06,21.97
2021-09-07,21.716
2021-09-08,22.106
2021-09-09,21.967
2021-09-10,21.868
2021-09-11,21.868
2021-09-12,21.868
2021-09-13,21.913
2021-09-14,21.913
2021-09-15,21.911
2021-09-16,21.783
2021-09-17,21.512
2021-09-18,21.512
2021-09-19,21.512
2021-09-20,21.238
2021-09-21,20.989
2021-09-22,21.194
2021-09-23,21.707
2021-09-24,21.828
2021-09-25,21.828
2021-09-26,21.828
2021-09-27,21.729
2021-09-28,21.548
2021-09-29,21.749
2021-09-30,21.522
2021-10-01,21.442
2021-10-02,21.442
2021-10-03,21.442
2021-10-04,20.994
2021-10-05,21.238
2021-10-06,21.566
2021-10-07,21.814
2021-10-08,21.819
2021-10-09,21.819
2021-10-10,21.819
2021-10-11,21.74
2021-10-12,22.048
2021-10-13,22.301
2021-10-14,22.996
2021-10-15,23.24
2021-10-16,23.24
2021-10-17,23.24
2021-10-18,22.992
2021-10-19,23.368
2021-10-20,23.415
2021-10-21,23.547
2021-10-22,23.773
2021-10-23,23.773
2021-10-24,23.773
2021-10-25,23.69
2021-10-26,23.794
2021-10-27,23.415
2021-10-28,23.198
2021-10-29,23.042
2021-10-30,23.042
2021-10-31,23.042
2021-11-01,22.891
2021-11-02,23.101
2021-11-03,21.789
2021-11-04,21.864
2021-11-05,22.176
2021-11-06,22.176
2021-11-07,22.176
2021-11-08,22.336
2021-11-09,22.756
2021-11-10,22.816
2021-11-11,22.428
2021-11-12,22.533
2021-11-13,22.533
2021-11-14,22.533
2021-11-15,22.593
2021-11-16,22.598
2021-11-17,22.283
2021-11-18,22.072
2021-11-19,22.216
2021-11-20,22.216
2021-11-21,22.216
2021-11-22,22.209
2021-11-23,22.08
2021-11-24,22.089
2021-11-25,22.089
2021-11-26,21.89
2021-11-27,21.89
2021-11-28,21.89
2021-11-29,22.392
2021-11-30,21.507
2021-12-01,21.466
2021-12-02,22.136
2021-12-03,21.775
2021-12-04,21.775
2021-12-05,21.775
2021-12-06,21.908
2021-12-07,22.228
2021-12-08,22.196
2021-12-09,22.385
2021-12-10,22.756
2021-12-11,22.756
2021-12-12,22.756
2021-12-13,22.886
2021-12-14,22.725
2021-12-15,22.794
2021-12-16,23.055
2021-12-17,22.508
2021-12-18,22.508
2021-12-19,22.508
2021-12-20,22.005
2021-12-21,22.416
2021-12-22,22.954
2021-12-23,23.085
2021-12-24,23.085
2021-12-25,23.085
2021-12-26,23.085
2021-12-27,23.621
2021-12-28,23.555
2021-12-29,23.459
2021-12-30,23.415
2021-12-31,23.409
2022-01-01,23.409
2022-01-02,23.409
2022-01-03,23.169
2022-01-04,23.12
2022-01-05,22.722
2022-01-06,22.449
2022-01-07,22.092
2022-01-08,22.092
2022-01-09,22.092
2022-01-10,21.673
2022-01-11,21.633
2022-01-12,21.955
2022-01-13,21.059
2022-01-14,20.618
2022-01-15,20.618
2022-01-16,20.618
2022-01-17,20.618
2022-01-18,20.6
2022-01-19,20.672
2022-01-20,20.583
2022-01-21,20.172
2022-01-22,20.172
2022-01-23,20.172
2022-01-24,20.342
2022-01-25,19.581
2022-01-26,19.202
2022-01-27,19.355
2022-01-28,19.534
2022-01-29,19.534
2022-01-30,19.534
2022-01-31,20.177
2022-02-01,19.441
2022-02-02,19.543
2022-02-03,18.795
2022-02-04,18.983
2022-02-05,18.983
2022-02-06,18.983
2022-02-07,18.729
2022-02-08,18.846
2022-02-09,19.107
2022-02-10,18.549
2022-02-11,18.317
2022-02-12,18.317
2022-02-13,18.317
2022-02-14,18.345
2022-02-15,18.698
2022-02-16,18.488
2022-02-17,18.033
2022-02-18,18.033
2022-02-19,18.033
2022-02-20,18.033
2022-02-21,18.033
2022-02-22,18.097
2022-02-23,17.845
2022-02-24,18.402
2022-02-25,18.777
2022-02-26,18.777
2022-02-27,18.777
2022-02-28,18.518
2022-03-01,18.53
2022-03-02,18.768
2022-03-03,18.53
2022-03-04,18.674
2022-03-05,18.674
2022-03-06,18.674
2022-03-07,18.654
2022-03-08,18.375
2022-03-09,18.627
2022-03-10,18.449
2022-03-11,18.315
2022-03-12,18.315
2022-03-13,18.315
2022-03-14,18.232
2022-03-15,18.61
2022-03-16,19.195
2022-03-17,19.374
2022-03-18,19.54
2022-03-19,19.54
2022-03-20,19.54
2022-03-21,19.332
2022-03-22,19.429
2022-03-23,19.154
2022-03-24,19.327
2022-03-25,19.435
2022-03-26,19.435
2022-03-27,19.435
2022-03-28,19.645
2022-03-29,20.035
2022-03-30,19.826
2022-03-31,19.809
2022-04-01,19.886
2022-04-02,19.886
2022-04-03,19.886
2022-04-04,19.924
2022-04-05,20.293
2022-04-06,20.304
2022-04-07,20.21
2022-04-08,20.462
2022-04-09,20.462
2022-04-10,20.462
2022-04-11,19.697
2022-04-12,19.601
2022-04-13,19.78
2022-04-14,19.531
2022-04-15,19.531
2022-04-16,19.531
2022-04-17,19.531
2022-04-18,19.289
2022-04-19,19.673
2022-04-20,19.778
2022-04-21,19.652
2022-04-22,18.867
2022-04-23,18.867
2022-04-24,18.867
2022-04-25,19.215
2022-04-26,18.816
2022-04-27,18.865
2022-04-28,19.294
2022-04-29,18.512
2022-04-30,18.512
2022-05-01,18.512
2022-05-02,18.4
2022-05-03,18.61
2022-05-04,19.02
2022-05-05,18.221
2022-05-06,18.064
2022-05-07,18.064
2022-05-08,18.064
2022-05-09,17.538
2022-05-10,17.418
2022-05-11,17.184
2022-05-12,17.372
2022-05-13,17.746
2022-05-14,17.746
2022-05-15,17.746
2022-05-16,17.697
2022-05-17,17.891
2022-05-18,17.397
2022-05-19,17.577
2022-05-20,17.7
2022-05-21,17.7
2022-05-22,17.7
2022-05-23,17.879
2022-05-24,17.79
2022-05-25,17.896
2022-05-26,18.395
2022-05-27,18.696
2022-05-28,18.696
2022-05-29,18.696
2022-05-30,18.696
2022-05-31,18.622
2022-06-01,18.211
2022-06-02,18.576
2022-06-03,18.407
2022-06-04,18.407
2022-06-05,18.407
2022-06-06,18.29
2022-06-07,18.588
2022-06-08,18.306
2022-06-09,17.929
2022-06-10,17.627
2022-06-11,17.627
2022-06-12,17.627
2022-06-13,17.005
2022-06-14,16.994
2022-06-15,17.44
2022-06-16,16.961
2022-06-17,16.866
2022-06-18,16.866
2022-06-19,16.866
2022-06-20,16.866
2022-06-21,17.032
2022-06-22,17.148
2022-06-23,17.536
2022-06-24,18.406
2022-06-25,18.406
2022-06-26,18.406
2022-06-27,18.57
2022-06-28,17.846
2022-06-29,18.191
2022-06-30,18.022
2022-07-01,18.511
2022-07-02,18.511
2022-07-03,18.511
2022-07-04,18.511
2022-07-05,18.477
2022-07-06,18.807
2022-07-07,18.885
2022-07-08,18.875
2022-07-09,18.875
2022-07-10,18.875
2022-07-11,18.672
2022-07-12,18.469
2022-07-13,18.448
2022-07-14,18.558
2022-07-15,18.878
2022-07-16,18.878
2022-07-17,18.878
2022-07-18,18.593
2022-07-19,19.259
2022-07-20,19.451
2022-07-21,19.883
2022-07-22,19.965
2022-07-23,19.965
2022-07-24,19.965
2022-07-25,19.806
2022-07-26,19.805
2022-07-27,20.222
2022-07-28,20.559
2022-07-29,20.522
2022-07-30,20.522
2022-07-31,20.522
2022-08-01,20.623
2022-08-02,20.871
2022-08-03,21.117
2022-08-04,21.323
2022-08-05,21.416
2022-08-06,21.416
2022-08-07,21.416
2022-08-08,21.38
2022-08-09,21.563
2022-08-10,21.878
2022-08-11,21.776
2022-08-12,23.291
2022-08-13,23.291
2022-08-14,23.291
2022-08-15,22.483
2022-08-16,22.473
2022-08-17,22.512
2022-08-18,22.452
2022-08-19,22.31
2022-08-20,22.31
2022-08-21,22.31
2022-08-22,22.135
2022-08-23,22.009
2022-08-24,22.063
2022-08-25,22.314
2022-08-26,21.999
2022-08-27,21.999
2022-08-28,21.999
2022-08-29,21.98
2022-08-30,21.822
2022-08-31,21.643
2022-09-01,21.711
2022-09-02,21.05
2022-09-03,21.05
2022-09-04,21.05
2022-09-05,21.05
2022-09-06,21.226
2022-09-07,21.439
2022-09-08,21.614
2022-09-09,21.8
2022-09-10,21.8
2022-09-11,21.8
2022-09-12,21.879
2022-09-13,21.305
2022-09-14,21.176
2022-09-15,20.776
2022-09-16,20.779
2022-09-17,20.779
2022-09-18,20.779
2022-09-19,20.962
2022-09-20,20.586
2022-09-21,20.313
2022-09-22,19.959
2022-09-23,19.612
2022-09-24,19.612
2022-09-25,19.612
2022-09-26,19.456
2022-09-27,18.965
2022-09-28,18.907
2022-09-29,18.654
2022-09-30,18.327
2022-10-01,18.327
2022-10-02,18.327
2022-10-03,18.91
2022-10-04,19.36
2022-10-05,19.12
2022-10-06,18.469
2022-10-07,18.143
2022-10-08,18.143
2022-10-09,18.143
2022-10-10,18.226
2022-10-11,18.083
2022-10-12,17.736
2022-10-13,18.122
2022-10-14,17.664
2022-10-15,17.664
2022-10-16,17.664
2022-10-17,18.132
2022-10-18,18.484
2022-10-19,18.223
2022-10-20,17.843
2022-10-21,17.974
2022-10-22,17.974
2022-10-23,17.974
2022-10-24,18.154
2022-10-25,18.408
2022-10-26,18.4
2022-10-27,18.485
2022-10-28,19.015
2022-10-29,19.015
2022-10-30,19.015
2022-10-31,19.163
2022-11-01,19.104
2022-11-02,17.64
2022-11-03,17.18
2022-11-04,17.119
2022-11-05,17.119
2022-11-06,17.119
2022-11-07,17.384
2022-11-08,17.511
2022-11-09,17.158
2022-11-10,18.12
2022-11-11,17.96
2022-11-12,17.96
2022-11-13,17.96
2022-11-14,18.13
2022-11-15,18.29
2022-11-16,18.336
2022-11-17,18.286
2022-11-18,18.546
2022-11-19,18.546
2022-11-20,18.546
2022-11-21,18.867
2022-11-22,19.028
2022-11-23,19.037
2022-11-24,19.037
2022-11-25,19.049
2022-11-26,19.049
2022-11-27,19.049
2022-11-28,18.79
2022-11-29,18.318
2022-11-30,19.125
2022-12-01,19.221
2022-12-02,19.109
2022-12-03,19.109
2022-12-04,19.109
2022-12-05,18.595
2022-12-06,18.383
2022-12-07,18.263
2022-12-08,18.574
2022-12-09,18.227
2022-12-10,18.227
2022-12-11,18.227
2022-12-12,18.614
2022-12-13,18.623
2022-12-14,18.218
2022-12-15,17.456
2022-12-16,17.248
2022-12-17,17.248
2022-12-18,17.248
2022-12-19,17.23
2022-12-20,17.256
2022-12-21,17.634
2022-12-22,17.384
2022-12-23,17.394
2022-12-24,17.394
2022-12-25,17.394
2022-12-26,17.394
2022-12-27,17.522
2022-12-28,17.251
2022-12-29,17.676
2022-12-30,17.349
2022-12-31,17.349
2023-01-01,17.349
2023-01-02,17.349
2023-01-03,17.405
2023-01-04,17.678
2023-01-05,17.24
2023-01-06,17.738
2023-01-07,17.738
2023-01-08,17.738
2023-01-09,17.94
2023-01-10,17.988
2023-01-11,18.575
2023-01-12,18.759
2023-01-13,18.645
2023-01-14,18.645
2023-01-15,18.645
2023-01-16,18.645
2023-01-17,18.778
2023-01-18,18.631
2023-01-19,18.416
2023-01-20,18.927
2023-01-21,18.927
2023-01-22,18.927
2023-01-23,19.425
2023-01-24,19.441
2023-01-25,19.276
2023-01-26,19.529
2023-01-27,19.337
2023-01-28,19.337
2023-01-29,19.337
2023-01-30,19.403
2023-01-31,19.454
2023-02-01,19.844
2023-02-02,19.914
2023-02-03,19.894
2023-02-04,19.894
2023-02-05,19.894
2023-02-06,19.304
2023-02-07,19.513
2023-02-08,19.01
2023-02-09,18.869
2023-02-10,18.918
2023-02-11,18.918
2023-02-12,18.918
2023-02-13,19.128
2023-02-14,18.724
2023-02-15,18.757
2023-02-16,18.617
2023-02-17,18.652
2023-02-18,18.652
2023-02-19,18.652
2023-02-20,18.652
2023-02-21,18.512
2023-02-22,18.522
2023-02-23,18.533
2023-02-24,18.294
2023-02-25,18.294
2023-02-26,18.294
2023-02-27,18.223
2023-02-28,18.253
2023-03-01,18.15
2023-03-02,18.45
2023-03-03,18.684
2023-03-04,18.684
2023-03-05,18.684
2023-03-06,18.555
2023-03-07,18.369
2023-03-08,18.467
2023-03-09,18.302
2023-03-10,17.761
2023-03-11,17.761
2023-03-12,17.761
2023-03-13,17.782
2023-03-14,17.861
2023-03-15,17.746
2023-03-16,17.921
2023-03-17,17.617
2023-03-18,17.617
2023-03-19,17.617
2023-03-20,17.755
2023-03-21,17.848
2023-03-22,17.698
2023-03-23,17.969
2023-03-24,18.326
2023-03-25,18.326
2023-03-26,18.326
2023-03-27,18.369
2023-03-28,18.33
2023-03-29,18.636
2023-03-30,18.914
2023-03-31,19.104
2023-04-01,19.104
2023-04-02,19.104
2023-04-03,18.926
2023-04-04,18.708
2023-04-05,18.363
2023-04-06,18.404
2023-04-07,18.404
2023-04-08,18.404
2023-04-09,18.404
2023-04-10,18.507
2023-04-11,18.776
2023-04-12,18.969
2023-04-13,19.103
2023-04-14,18.923
2023-04-15,18.923
2023-04-16,18.923
2023-04-17,19.037
2023-04-18,19.008
2023-04-19,18.81
2023-04-20,18.593
2023-04-21,18.734
2023-04-22,18.734
2023-04-23,18.734
2023-04-24,18.857
2023-04-25,18.401
2023-04-26,18.238
2023-04-27,18.703
2023-04-28,18.951
2023-04-29,18.951
2023-04-30,18.951
2023-05-01,18.79
2023-05-02,19.929
2023-05-03,20.203
2023-05-04,19.94
2023-05-05,19.915
2023-05-06,19.915
2023-05-07,19.915
2023-05-08,19.875
2023-05-09,19.873
2023-05-10,20.173
2023-05-11,20.153
2023-05-12,20.136
2023-05-13,20.136
2023-05-14,20.136
2023-05-15,20.12
2023-05-16,19.883
2023-05-17,19.911
2023-05-18,20.1
2023-05-19,19.98
2023-05-20,19.98
2023-05-21,19.98
2023-05-22,20.039
2023-05-23,19.699
2023-05-24,19.558
2023-05-25,19.316
2023-05-26,19.501
2023-05-27,19.501
2023-05-28,19.501
2023-05-29,19.501
2023-05-30,19.266
2023-05-31,19.127
2023-06-01,19.442
2023-06-02,19.996
2023-06-03,19.996
2023-06-04,19.996
2023-06-05,20.016
2023-06-06,20.115
2023-06-07,20.068
2023-06-08,20.074
2023-06-09,20.055
2023-06-10,20.055
2023-06-11,20.055
2023-06-12,20.117
2023-06-13,20.57
2023-06-14,20.62
2023-06-15,20.917
2023-06-16,21.062
2023-06-17,21.062
2023-06-18,21.062
2023-06-19,21.062
2023-06-20,20.797
2023-06-21,20.915
2023-06-22,20.767
2023-06-23,20.68
