,2078185D US Equity
,BEST_PE_RATIO
2020-01-01,26.457
2020-01-02,26.497
2020-01-03,26.481
2020-01-04,26.481
2020-01-05,26.481
2020-01-06,26.457
2020-01-07,26.75
2020-01-08,26.853
2020-01-09,26.815
2020-01-10,26.823
2020-01-11,26.823
2020-01-12,26.823
2020-01-13,26.829
2020-01-14,26.898
2020-01-15,26.906
2020-01-16,26.914
2020-01-17,26.94
2020-01-18,26.94
2020-01-19,26.94
2020-01-20,26.94
2020-01-21,26.948
2020-01-22,26.9
2020-01-23,26.932
2020-01-24,26.948
2020-01-25,26.948
2020-01-26,26.948
2020-01-27,26.84
2020-01-28,26.875
2020-01-29,27.063
2020-01-30,27.061
2020-01-31,27.049
2020-02-01,27.049
2020-02-02,27.049
2020-02-03,27.086
2020-02-04,27.061
2020-02-05,27.09
2020-02-06,27.069
2020-02-07,27.236
2020-02-08,27.236
2020-02-09,27.236
2020-02-10,27.256
2020-02-11,27.268
2020-02-12,27.276
2020-02-13,27.286
2020-02-14,27.268
2020-02-15,27.268
2020-02-16,27.268
2020-02-17,27.268
2020-02-18,27.268
2020-02-19,27.264
2020-02-20,27.252
2020-02-21,27.336
2020-02-22,27.336
2020-02-23,27.336
2020-02-24,27.279
2020-02-25,27.236
2020-02-26,27.187
2020-02-27,27.083
2020-02-28,27.203
2020-02-29,27.203
2020-03-01,27.203
2020-03-02,27.219
2020-03-03,27.156
2020-03-04,27.224
2020-03-05,27.134
2020-03-06,26.888
2020-03-07,26.888
2020-03-08,26.888
2020-03-09,27.291
2020-03-10,27.685
2020-03-11,27.372
2020-03-12,26.753
2020-03-13,26.85
2020-03-14,26.85
2020-03-15,26.85
2020-03-16,24.277
2020-03-17,24.54
2020-03-18,23.553
2020-03-19,27.115
2020-03-20,34.389
2020-03-21,34.389
2020-03-22,34.389
2020-03-23,35.677
2020-03-24,37.126
2020-03-25,42.718
2020-03-26,43.548
2020-03-27,42.981
2020-03-28,42.981
2020-03-29,42.981
2020-03-30,50.627
2020-03-31,51.96
2020-04-01,51.896
2020-04-02,52.068
2020-04-03,51.47
2020-04-04,51.47
2020-04-05,51.47
2020-04-06,51.426
2020-04-07,51.518
2020-04-08,51.908
2020-04-09,51.759
2020-04-10,51.759
2020-04-11,51.759
2020-04-12,51.759
2020-04-13,51.864
2020-04-14,52.253
2020-04-15,52.087
2020-04-16,45.588
2020-04-17,46.08
2020-04-18,46.08
2020-04-19,46.08
2020-04-20,48.8
2020-04-21,55.357
2020-04-22,54.822
2020-04-23,54.39
2020-04-24,54.086
2020-04-25,54.086
2020-04-26,54.086
2020-04-27,53.504
2020-04-28,54.172
2020-04-29,54.518
2020-04-30,54.15
2020-05-01,54.39
2020-05-02,54.39
2020-05-03,54.39
2020-05-04,54.394
2020-05-05,57.012
2020-05-06,57.209
2020-05-07,57.329
2020-05-08,57.504
2020-05-09,57.504
2020-05-10,57.504
