,BKNG US Equity
2020-04-04,7.6
2020-04-05,7.6
2020-04-06,8.378
2020-04-07,8.5
2020-04-08,8.486
2020-04-09,8.787
2020-04-10,8.787
2020-04-11,8.787
2020-04-12,8.787
2020-04-13,8.789
2020-04-14,8.965
2020-04-15,8.811
2020-04-16,8.948
2020-04-17,9.351
2020-04-18,9.351
2020-04-19,9.351
2020-04-20,8.975
2020-04-21,8.533
2020-04-22,8.615
2020-04-23,8.646
2020-04-24,8.965
2020-04-25,8.965
2020-04-26,8.965
2020-04-27,9.23
2020-04-28,9.469
2020-04-29,10.003
2020-04-30,9.74
2020-05-01,9.531
2020-05-02,9.531
2020-05-03,9.531
2020-05-04,9.298
2020-05-05,9.165
2020-05-06,9.071
2020-05-07,9.499
2020-05-08,9.169
2020-05-09,9.169
2020-05-10,9.169
2020-05-11,9.231
2020-05-12,9.067
2020-05-13,8.937
2020-05-14,9.045
2020-05-15,9.057
2020-05-16,9.057
2020-05-17,9.057
2020-05-18,10.189
2020-05-19,10.125
2020-05-20,10.462
2020-05-21,10.44
2020-05-22,10.673
2020-05-23,10.673
2020-05-24,10.673
2020-05-25,10.673
2020-05-26,11.429
2020-05-27,11.114
2020-05-28,10.788
2020-05-29,10.726
2020-05-30,10.726
2020-05-31,10.726
2020-06-01,10.931
2020-06-02,10.828
2020-06-03,11.292
2020-06-04,11.401
2020-06-05,11.859
2020-06-06,11.859
2020-06-07,11.859
2020-06-08,12.044
2020-06-09,11.632
2020-06-10,11.34
2020-06-11,10.392
2020-06-12,10.624
2020-06-13,10.624
2020-06-14,10.624
2020-06-15,10.799
2020-06-16,10.95
2020-06-17,10.718
2020-06-18,10.653
2020-06-19,10.644
2020-06-20,10.644
2020-06-21,10.644
2020-06-22,10.687
2020-06-23,10.972
2020-06-24,10.536
2020-06-25,10.569
2020-06-26,10.084
2020-06-27,10.084
2020-06-28,10.084
2020-06-29,10.424
2020-06-30,10.418
2020-07-01,10.853
2020-07-02,10.926
2020-07-03,10.926
2020-07-04,10.926
2020-07-05,10.926
2020-07-06,11.147
2020-07-07,10.844
2020-07-08,10.869
2020-07-09,10.928
2020-07-10,11.171
2020-07-11,11.171
2020-07-12,11.171
2020-07-13,11.036
2020-07-14,11.098
2020-07-15,11.772
2020-07-16,10.554
2020-07-17,10.465
2020-07-18,10.465
2020-07-19,10.465
2020-07-20,10.353
2020-07-21,10.342
2020-07-22,10.395
2020-07-23,10.244
2020-07-24,10.279
2020-07-25,10.279
2020-07-26,10.279
2020-07-27,10.288
2020-07-28,10.161
2020-07-29,10.317
2020-07-30,10.197
2020-07-31,10.042
2020-08-01,10.042
2020-08-02,10.042
2020-08-03,9.97
2020-08-04,10.121
2020-08-05,10.421
2020-08-06,10.584
2020-08-07,11.986
2020-08-08,11.986
2020-08-09,11.986
2020-08-10,12.082
2020-08-11,12.53
2020-08-12,12.551
2020-08-13,12.446
2020-08-14,12.348
2020-08-15,12.348
2020-08-16,12.348
2020-08-17,12.168
2020-08-18,12.349
2020-08-19,12.269
2020-08-20,12.278
2020-08-21,12.352
2020-08-22,12.352
2020-08-23,12.352
2020-08-24,12.734
2020-08-25,12.868
2020-08-26,12.96
2020-08-27,13.144
2020-08-28,13.503
2020-08-29,13.503
2020-08-30,13.503
2020-08-31,13.262
2020-09-01,13.39
2020-09-02,13.527
2020-09-03,13.505
2020-09-04,13.312
2020-09-05,13.312
2020-09-06,13.312
2020-09-07,13.312
2020-09-08,13.131
2020-09-09,12.988
2020-09-10,12.61
2020-09-11,12.382
2020-09-12,12.382
2020-09-13,12.382
2020-09-14,12.388
2020-09-15,12.405
2020-09-16,12.541
2020-09-17,12.406
2020-09-18,12.025
2020-09-19,12.025
2020-09-20,12.025
2020-09-21,11.47
2020-09-22,11.62
2020-09-23,11.374
2020-09-24,12.098
2020-09-25,12.151
2020-09-26,12.151
2020-09-27,12.151
2020-09-28,12.463
2020-09-29,12.262
2020-09-30,12.538
2020-10-01,12.775
2020-10-02,12.539
2020-10-03,12.539
2020-10-04,12.539
2020-10-05,12.51
2020-10-06,12.531
2020-10-07,12.878
2020-10-08,13.098
2020-10-09,13.311
2020-10-10,13.311
2020-10-11,13.311
2020-10-12,13.509
2020-10-13,13.04
2020-10-14,12.686
2020-10-15,12.463
2020-10-16,12.212
2020-10-17,12.212
2020-10-18,12.212
2020-10-19,11.114
2020-10-20,11.239
2020-10-21,11.443
2020-10-22,12.048
2020-10-23,12.26
2020-10-24,12.26
2020-10-25,12.26
2020-10-26,11.761
2020-10-27,11.414
2020-10-28,10.791
2020-10-29,10.961
2020-10-30,10.909
2020-10-31,10.909
2020-11-01,10.909
2020-11-02,10.785
2020-11-03,11.45
2020-11-04,11.75
2020-11-05,12.127
2020-11-06,12.427
2020-11-07,12.427
2020-11-08,12.427
2020-11-09,13.937
2020-11-10,13.159
2020-11-11,13.11
2020-11-12,12.867
2020-11-13,13.503
2020-11-14,13.503
2020-11-15,13.503
2020-11-16,13.876
2020-11-17,13.69
2020-11-18,13.448
2020-11-19,13.227
2020-11-20,13.108
2020-11-21,13.108
2020-11-22,13.108
2020-11-23,13.286
2020-11-24,13.836
2020-11-25,13.575
2020-11-26,13.575
2020-11-27,13.502
2020-11-28,13.502
2020-11-29,13.502
2020-11-30,13.548
2020-12-01,13.71
2020-12-02,13.881
2020-12-03,14.003
2020-12-04,14.193
2020-12-05,14.193
2020-12-06,14.193
2020-12-07,14.218
2020-12-08,13.936
2020-12-09,14.073
2020-12-10,14.058
2020-12-11,13.954
2020-12-12,13.954
2020-12-13,13.954
2020-12-14,13.799
2020-12-15,14.013
2020-12-16,14.017
2020-12-17,14.115
2020-12-18,14.023
2020-12-19,14.023
2020-12-20,14.023
2020-12-21,13.813
2020-12-22,13.711
2020-12-23,14.031
2020-12-24,13.948
2020-12-25,13.948
2020-12-26,13.948
2020-12-27,13.948
2020-12-28,14.279
2020-12-29,14.596
2020-12-30,14.729
2020-12-31,14.876
2021-01-01,14.876
2021-01-02,14.876
2021-01-03,14.876
2021-01-04,14.393
2021-01-05,14.553
2021-01-06,14.963
2021-01-07,14.897
2021-01-08,15.174
2021-01-09,15.174
2021-01-10,15.174
2021-01-11,14.773
2021-01-12,14.608
2021-01-13,14.515
2021-01-14,14.516
2021-01-15,14.095
2021-01-16,14.095
2021-01-17,14.095
2021-01-18,14.095
2021-01-19,14.386
2021-01-20,14.366
2021-01-21,13.95
2021-01-22,13.661
2021-01-23,13.661
2021-01-24,13.661
2021-01-25,13.345
2021-01-26,13.112
2021-01-27,12.47
2021-01-28,13.448
2021-01-29,12.855
2021-01-30,12.855
2021-01-31,12.855
2021-02-01,13.167
2021-02-02,13.663
2021-02-03,13.41
2021-02-04,13.628
2021-02-05,13.716
2021-02-06,13.716
2021-02-07,13.716
2021-02-08,13.736
2021-02-09,13.643
2021-02-10,14.012
2021-02-11,14.127
2021-02-12,14.07
2021-02-13,14.07
2021-02-14,14.07
2021-02-15,14.07
2021-02-16,14.29
2021-02-17,14.614
2021-02-18,14.785
2021-02-19,15.002
2021-02-20,15.002
2021-02-21,15.002
2021-02-22,15.194
2021-02-23,15.254
2021-02-24,16.028
2021-02-25,15.337
2021-02-26,15.71
2021-02-27,15.71
2021-02-28,15.71
2021-03-01,15.656
2021-03-02,15.618
2021-03-03,15.569
2021-03-04,15.426
2021-03-05,16.036
2021-03-06,16.036
2021-03-07,16.036
2021-03-08,16.465
2021-03-09,16.451
2021-03-10,17.455
2021-03-11,17.402
2021-03-12,17.689
2021-03-13,17.689
2021-03-14,17.689
2021-03-15,17.972
2021-03-16,17.656
2021-03-17,18.136
2021-03-18,17.29
2021-03-19,16.854
2021-03-20,16.854
2021-03-21,16.854
2021-03-22,16.443
2021-03-23,16.318
2021-03-24,16.228
2021-03-25,16.715
2021-03-26,17.118
2021-03-27,17.118
2021-03-28,17.118
2021-03-29,17.323
2021-03-30,16.964
2021-03-31,16.689
2021-04-01,17.066
2021-04-02,17.066
2021-04-03,17.066
2021-04-04,17.066
2021-04-05,17.258
2021-04-06,17.35
2021-04-07,17.268
2021-04-08,17.392
2021-04-09,17.551
2021-04-10,17.551
2021-04-11,17.551
2021-04-12,17.257
2021-04-13,17.223
2021-04-14,17.58
2021-04-15,17.43
2021-04-16,17.743
2021-04-17,17.743
2021-04-18,17.743
2021-04-19,17.631
2021-04-20,16.833
2021-04-21,16.924
2021-04-22,16.848
2021-04-23,17.195
2021-04-24,17.195
2021-04-25,17.195
2021-04-26,17.646
2021-04-27,17.688
2021-04-28,17.982
2021-04-29,17.956
2021-04-30,17.702
2021-05-01,17.702
2021-05-02,17.702
2021-05-03,17.266
2021-05-04,16.859
2021-05-05,16.92
2021-05-06,16.488
2021-05-07,16.833
2021-05-08,16.833
2021-05-09,16.833
2021-05-10,16.371
2021-05-11,16.259
2021-05-12,15.668
2021-05-13,15.92
2021-05-14,16.463
2021-05-15,16.463
2021-05-16,16.463
2021-05-17,16.035
2021-05-18,15.952
2021-05-19,16.373
2021-05-20,16.567
2021-05-21,16.476
2021-05-22,16.476
2021-05-23,16.476
2021-05-24,16.871
2021-05-25,16.803
2021-05-26,16.861
2021-05-27,16.773
2021-05-28,16.965
2021-05-29,16.965
2021-05-30,16.965
2021-05-31,16.965
2021-06-01,16.726
2021-06-02,16.652
2021-06-03,16.493
2021-06-04,16.817
2021-06-05,16.817
2021-06-06,16.817
2021-06-07,16.692
2021-06-08,16.73
2021-06-09,16.805
2021-06-10,16.88
2021-06-11,16.735
2021-06-12,16.735
2021-06-13,16.735
2021-06-14,16.739
2021-06-15,16.717
2021-06-16,16.69
2021-06-17,16.659
2021-06-18,16.394
2021-06-19,16.394
2021-06-20,16.394
2021-06-21,16.544
2021-06-22,16.455
2021-06-23,16.421
2021-06-24,16.421
2021-06-25,16.68
2021-06-26,16.68
2021-06-27,16.68
2021-06-28,16.116
2021-06-29,15.879
2021-06-30,15.996
2021-07-01,16.156
2021-07-02,16.367
2021-07-03,16.367
2021-07-04,16.367
2021-07-05,16.367
2021-07-06,16.246
2021-07-07,15.84
2021-07-08,15.819
2021-07-09,16.046
2021-07-10,16.046
2021-07-11,16.046
2021-07-12,16.112
2021-07-13,15.998
2021-07-14,15.912
2021-07-15,15.859
2021-07-16,15.679
2021-07-17,15.679
2021-07-18,15.679
2021-07-19,15.115
2021-07-20,15.488
2021-07-21,15.951
2021-07-22,15.953
2021-07-23,16.013
2021-07-24,16.013
2021-07-25,16.013
2021-07-26,16.098
2021-07-27,16.21
2021-07-28,16.067
2021-07-29,15.98
2021-07-30,15.72
2021-07-31,15.72
2021-08-01,15.72
2021-08-02,15.667
2021-08-03,15.438
2021-08-04,14.951
2021-08-05,15.154
2021-08-06,14.984
2021-08-07,14.984
2021-08-08,14.984
2021-08-09,14.854
2021-08-10,15.098
2021-08-11,15.096
2021-08-12,15.048
2021-08-13,15.118
2021-08-14,15.118
2021-08-15,15.118
2021-08-16,14.621
2021-08-17,14.5
2021-08-18,14.315
2021-08-19,14.243
2021-08-20,14.235
2021-08-21,14.235
2021-08-22,14.235
2021-08-23,14.665
2021-08-24,15.322
2021-08-25,15.532
2021-08-26,15.622
2021-08-27,15.818
2021-08-28,15.818
2021-08-29,15.818
2021-08-30,15.481
2021-08-31,15.631
2021-09-01,15.544
2021-09-02,15.636
2021-09-03,15.663
2021-09-04,15.663
2021-09-05,15.663
2021-09-06,15.663
2021-09-07,15.895
2021-09-08,15.741
2021-09-09,15.76
2021-09-10,15.666
2021-09-11,15.666
2021-09-12,15.666
2021-09-13,15.783
2021-09-14,15.828
2021-09-15,16.149
2021-09-16,15.939
2021-09-17,15.805
2021-09-18,15.805
2021-09-19,15.805
2021-09-20,15.91
2021-09-21,15.807
2021-09-22,16.354
2021-09-23,16.826
2021-09-24,16.934
2021-09-25,16.934
2021-09-26,16.934
2021-09-27,17.007
2021-09-28,16.706
2021-09-29,16.329
2021-09-30,16.302
2021-10-01,16.865
2021-10-02,16.865
2021-10-03,16.865
2021-10-04,16.89
2021-10-05,16.703
2021-10-06,16.812
2021-10-07,16.955
2021-10-08,16.992
2021-10-09,16.992
2021-10-10,16.992
2021-10-11,16.944
2021-10-12,16.926
2021-10-13,16.911
2021-10-14,17.142
2021-10-15,17.431
2021-10-16,17.431
2021-10-17,17.431
2021-10-18,17.267
2021-10-19,16.998
2021-10-20,16.453
2021-10-21,16.639
2021-10-22,16.525
2021-10-23,16.525
2021-10-24,16.525
2021-10-25,16.652
2021-10-26,16.859
2021-10-27,16.756
2021-10-28,16.768
2021-10-29,16.706
2021-10-30,16.706
2021-10-31,16.706
2021-11-01,17.181
2021-11-02,16.934
2021-11-03,16.74
2021-11-04,16.68
2021-11-05,17.857
2021-11-06,17.857
2021-11-07,17.857
2021-11-08,17.999
2021-11-09,18.056
2021-11-10,17.521
2021-11-11,16.903
2021-11-12,16.67
2021-11-13,16.67
2021-11-14,16.67
2021-11-15,16.353
2021-11-16,16.185
2021-11-17,16.09
2021-11-18,16.156
2021-11-19,15.911
2021-11-20,15.911
2021-11-21,15.911
2021-11-22,15.619
2021-11-23,16.094
2021-11-24,15.97
2021-11-25,15.97
2021-11-26,14.818
2021-11-27,14.818
2021-11-28,14.818
2021-11-29,15.0
2021-11-30,14.449
2021-12-01,14.209
2021-12-02,14.931
2021-12-03,14.535
2021-12-04,14.535
2021-12-05,14.535
2021-12-06,15.311
2021-12-07,15.433
2021-12-08,15.86
2021-12-09,15.588
2021-12-10,15.373
2021-12-11,15.373
2021-12-12,15.373
2021-12-13,14.776
2021-12-14,14.607
2021-12-15,14.645
2021-12-16,14.882
2021-12-17,15.195
2021-12-18,15.195
2021-12-19,15.195
2021-12-20,15.184
2021-12-21,16.263
2021-12-22,16.396
2021-12-23,16.514
2021-12-24,16.514
2021-12-25,16.514
2021-12-26,16.514
2021-12-27,16.461
2021-12-28,16.408
2021-12-29,16.445
2021-12-30,16.523
2021-12-31,16.546
2022-01-01,16.546
2022-01-02,16.546
2022-01-03,16.78
2022-01-04,16.999
2022-01-05,16.643
2022-01-06,16.758
2022-01-07,16.79
2022-01-08,16.79
2022-01-09,16.79
2022-01-10,16.722
2022-01-11,17.018
2022-01-12,16.789
2022-01-13,16.954
2022-01-14,16.899
2022-01-15,16.899
2022-01-16,16.899
2022-01-17,16.899
2022-01-18,16.439
2022-01-19,16.39
2022-01-20,16.649
2022-01-21,16.049
2022-01-22,16.049
2022-01-23,16.049
2022-01-24,16.074
2022-01-25,15.83
2022-01-26,16.062
2022-01-27,15.988
2022-01-28,16.349
2022-01-29,16.349
2022-01-30,16.349
2022-01-31,16.641
2022-02-01,16.706
2022-02-02,16.539
2022-02-03,16.515
2022-02-04,16.552
2022-02-05,16.552
2022-02-06,16.552
2022-02-07,16.788
2022-02-08,17.182
2022-02-09,17.761
2022-02-10,17.771
2022-02-11,17.106
2022-02-12,17.106
2022-02-13,17.106
2022-02-14,17.211
2022-02-15,17.817
2022-02-16,18.277
2022-02-17,17.741
2022-02-18,17.69
2022-02-19,17.69
2022-02-20,17.69
2022-02-21,17.69
2022-02-22,17.026
2022-02-23,16.244
2022-02-24,15.766
2022-02-25,15.673
2022-02-26,15.673
2022-02-27,15.673
2022-02-28,14.923
2022-03-01,14.269
2022-03-02,14.899
2022-03-03,14.476
2022-03-04,13.67
2022-03-05,13.67
2022-03-06,13.67
2022-03-07,12.661
2022-03-08,13.235
2022-03-09,14.126
2022-03-10,14.047
2022-03-11,13.958
2022-03-12,13.958
2022-03-13,13.958
2022-03-14,13.837
2022-03-15,14.416
2022-03-16,15.264
2022-03-17,14.977
2022-03-18,15.152
2022-03-19,15.152
2022-03-20,15.152
2022-03-21,14.979
2022-03-22,15.26
2022-03-23,14.931
2022-03-24,15.638
2022-03-25,15.541
2022-03-26,15.541
2022-03-27,15.541
2022-03-28,15.741
2022-03-29,16.398
2022-03-30,16.094
2022-03-31,16.236
2022-04-01,16.386
2022-04-02,16.386
2022-04-03,16.386
2022-04-04,16.435
2022-04-05,15.902
2022-04-06,15.378
2022-04-07,15.318
2022-04-08,14.992
2022-04-09,14.992
2022-04-10,14.992
2022-04-11,15.004
2022-04-12,15.089
2022-04-13,15.582
2022-04-14,15.356
2022-04-15,15.356
2022-04-16,15.356
2022-04-17,15.356
2022-04-18,15.163
2022-04-19,15.44
2022-04-20,15.302
2022-04-21,15.217
2022-04-22,14.905
2022-04-23,14.905
2022-04-24,14.905
2022-04-25,15.118
2022-04-26,14.539
2022-04-27,15.205
2022-04-28,15.601
2022-04-29,14.877
2022-04-30,14.877
2022-05-01,14.877
2022-05-02,14.76
2022-05-03,14.175
2022-05-04,14.048
2022-05-05,13.679
2022-05-06,13.819
2022-05-07,13.819
2022-05-08,13.819
2022-05-09,12.745
2022-05-10,12.834
2022-05-11,13.005
2022-05-12,12.885
2022-05-13,13.192
2022-05-14,13.192
2022-05-15,13.192
2022-05-16,12.841
2022-05-17,13.472
2022-05-18,12.868
2022-05-19,13.201
2022-05-20,13.28
2022-05-21,13.28
2022-05-22,13.28
2022-05-23,13.246
2022-05-24,12.89
2022-05-25,13.501
2022-05-26,13.968
2022-05-27,14.248
2022-05-28,14.248
2022-05-29,14.248
2022-05-30,14.248
2022-05-31,14.112
2022-06-01,14.081
2022-06-02,14.972
2022-06-03,14.864
2022-06-04,14.864
2022-06-05,14.864
2022-06-06,14.936
2022-06-07,14.806
2022-06-08,14.927
2022-06-09,14.494
2022-06-10,13.394
2022-06-11,13.394
2022-06-12,13.394
2022-06-13,12.595
2022-06-14,12.522
2022-06-15,12.666
2022-06-16,11.851
2022-06-17,12.24
2022-06-18,12.24
2022-06-19,12.24
2022-06-20,12.24
2022-06-21,12.381
2022-06-22,12.15
2022-06-23,11.798
2022-06-24,12.415
2022-06-25,12.415
2022-06-26,12.415
2022-06-27,12.191
2022-06-28,11.83
2022-06-29,11.649
2022-06-30,11.254
2022-07-01,11.377
2022-07-02,11.377
2022-07-03,11.377
2022-07-04,11.377
2022-07-05,11.505
2022-07-06,11.266
2022-07-07,11.585
2022-07-08,11.478
2022-07-09,11.478
2022-07-10,11.478
2022-07-11,11.187
2022-07-12,11.275
2022-07-13,11.346
2022-07-14,10.928
2022-07-15,11.089
2022-07-16,11.089
2022-07-17,11.089
2022-07-18,11.351
2022-07-19,12.099
2022-07-20,12.053
2022-07-21,12.018
2022-07-22,11.89
2022-07-23,11.89
2022-07-24,11.89
2022-07-25,12.053
2022-07-26,11.797
2022-07-27,12.335
2022-07-28,12.567
2022-07-29,12.716
2022-07-30,12.716
2022-07-31,12.716
2022-08-01,12.681
2022-08-02,13.011
2022-08-03,13.272
2022-08-04,13.501
2022-08-05,13.347
2022-08-06,13.347
2022-08-07,13.347
2022-08-08,13.441
2022-08-09,13.503
2022-08-10,13.962
2022-08-11,14.238
2022-08-12,14.633
2022-08-13,14.633
2022-08-14,14.633
2022-08-15,14.707
2022-08-16,14.856
2022-08-17,14.706
2022-08-18,14.81
2022-08-19,14.411
2022-08-20,14.411
2022-08-21,14.411
2022-08-22,13.574
2022-08-23,13.713
2022-08-24,13.7
2022-08-25,13.821
2022-08-26,13.15
2022-08-27,13.15
2022-08-28,13.15
2022-08-29,13.065
2022-08-30,12.938
2022-08-31,12.891
2022-09-01,12.731
2022-09-02,12.63
2022-09-03,12.63
2022-09-04,12.63
2022-09-05,12.63
2022-09-06,12.472
2022-09-07,12.868
2022-09-08,13.119
2022-09-09,13.843
2022-09-10,13.843
2022-09-11,13.843
2022-09-12,14.045
2022-09-13,13.4
2022-09-14,13.725
2022-09-15,13.651
2022-09-16,13.09
2022-09-17,13.09
2022-09-18,13.09
2022-09-19,13.275
2022-09-20,13.231
2022-09-21,12.604
2022-09-22,12.003
2022-09-23,11.649
2022-09-24,11.649
2022-09-25,11.649
2022-09-26,11.58
2022-09-27,11.579
2022-09-28,11.98
2022-09-29,11.647
2022-09-30,11.399
2022-10-01,11.399
2022-10-02,11.399
2022-10-03,11.647
2022-10-04,12.203
2022-10-05,12.01
2022-10-06,11.892
2022-10-07,11.721
2022-10-08,11.721
2022-10-09,11.721
2022-10-10,11.625
2022-10-11,11.37
2022-10-12,11.655
2022-10-13,11.762
2022-10-14,11.611
2022-10-15,11.611
2022-10-16,11.611
2022-10-17,12.155
2022-10-18,12.339
2022-10-19,12.348
2022-10-20,12.374
2022-10-21,12.717
2022-10-22,12.717
2022-10-23,12.717
2022-10-24,12.669
2022-10-25,13.131
2022-10-26,12.97
2022-10-27,12.847
2022-10-28,13.069
2022-10-29,13.069
2022-10-30,13.069
2022-10-31,13.047
2022-11-01,13.187
2022-11-02,12.405
2022-11-03,12.646
2022-11-04,12.983
2022-11-05,12.983
2022-11-06,12.983
2022-11-07,12.616
2022-11-08,12.791
2022-11-09,12.837
2022-11-10,13.392
2022-11-11,13.868
2022-11-12,13.868
2022-11-13,13.868
2022-11-14,13.617
2022-11-15,13.773
2022-11-16,13.923
2022-11-17,13.418
2022-11-18,13.415
2022-11-19,13.415
2022-11-20,13.415
2022-11-21,13.271
2022-11-22,13.42
2022-11-23,13.307
2022-11-24,13.307
2022-11-25,13.409
2022-11-26,13.409
2022-11-27,13.409
2022-11-28,13.411
2022-11-29,13.629
2022-11-30,14.05
2022-12-01,13.92
2022-12-02,14.09
2022-12-03,14.09
2022-12-04,14.09
2022-12-05,13.895
2022-12-06,13.853
2022-12-07,13.265
2022-12-08,13.64
2022-12-09,13.702
2022-12-10,13.702
2022-12-11,13.702
2022-12-12,14.11
2022-12-13,13.891
2022-12-14,13.613
2022-12-15,13.334
2022-12-16,13.15
2022-12-17,13.15
2022-12-18,13.15
2022-12-19,13.033
2022-12-20,13.215
2022-12-21,13.328
2022-12-22,13.072
2022-12-23,13.332
2022-12-24,13.332
2022-12-25,13.332
2022-12-26,13.332
2022-12-27,13.513
2022-12-28,13.247
2022-12-29,13.549
2022-12-30,13.628
2022-12-31,13.628
2023-01-01,13.628
2023-01-02,13.628
2023-01-03,13.743
2023-01-04,14.201
2023-01-05,14.433
2023-01-06,14.664
2023-01-07,14.664
2023-01-08,14.664
2023-01-09,14.86
2023-01-10,14.945
2023-01-11,14.94
2023-01-12,15.155
2023-01-13,15.454
2023-01-14,15.454
2023-01-15,15.454
2023-01-16,15.454
2023-01-17,15.603
2023-01-18,15.352
2023-01-19,16.04
2023-01-20,16.24
2023-01-21,16.24
2023-01-22,16.24
2023-01-23,16.638
2023-01-24,16.61
2023-01-25,16.53
2023-01-26,16.809
2023-01-27,17.04
2023-01-28,17.04
2023-01-29,17.04
2023-01-30,16.849
2023-01-31,16.829
2023-02-01,16.91
2023-02-02,17.052
2023-02-03,17.054
2023-02-04,17.054
2023-02-05,17.054
2023-02-06,17.15
2023-02-07,17.27
2023-02-08,16.839
2023-02-09,16.915
2023-02-10,16.306
2023-02-11,16.306
2023-02-12,16.306
2023-02-13,16.842
2023-02-14,17.176
2023-02-15,17.492
2023-02-16,17.33
2023-02-17,17.113
2023-02-18,17.113
2023-02-19,17.113
2023-02-20,17.113
2023-02-21,16.859
2023-02-22,16.858
2023-02-23,16.64
2023-02-24,16.042
2023-02-25,16.042
2023-02-26,16.042
2023-02-27,16.173
2023-02-28,16.192
2023-03-01,16.374
2023-03-02,16.537
2023-03-03,16.81
2023-03-04,16.81
2023-03-05,16.81
2023-03-06,16.766
2023-03-07,16.544
2023-03-08,16.567
2023-03-09,16.091
2023-03-10,15.931
2023-03-11,15.931
2023-03-12,15.931
2023-03-13,15.664
2023-03-14,15.901
2023-03-15,15.515
2023-03-16,15.603
2023-03-17,15.597
2023-03-18,15.597
2023-03-19,15.597
2023-03-20,15.928
2023-03-21,16.423
2023-03-22,16.34
2023-03-23,16.215
2023-03-24,15.972
2023-03-25,15.972
2023-03-26,15.972
2023-03-27,16.125
2023-03-28,16.361
2023-03-29,16.535
2023-03-30,16.779
2023-03-31,17.069
2023-04-01,17.069
2023-04-02,17.069
2023-04-03,17.151
2023-04-04,16.978
2023-04-05,16.832
2023-04-06,16.589
2023-04-07,16.589
2023-04-08,16.589
2023-04-09,16.589
2023-04-10,16.516
2023-04-11,16.477
2023-04-12,16.354
2023-04-13,16.879
2023-04-14,17.009
2023-04-15,17.009
2023-04-16,17.009
2023-04-17,17.177
2023-04-18,17.309
2023-04-19,17.187
2023-04-20,17.082
2023-04-21,17.258
2023-04-22,17.258
2023-04-23,17.258
2023-04-24,17.164
2023-04-25,16.942
2023-04-26,16.637
2023-04-27,16.906
2023-04-28,17.206
2023-04-29,17.206
2023-04-30,17.206
2023-05-01,17.237
2023-05-02,17.397
2023-05-03,16.956
2023-05-04,16.562
2023-05-05,16.011
2023-05-06,16.011
2023-05-07,16.011
2023-05-08,16.356
2023-05-09,16.324
2023-05-10,16.392
2023-05-11,16.458
2023-05-12,16.298
2023-05-13,16.298
2023-05-14,16.298
2023-05-15,16.393
2023-05-16,16.29
2023-05-17,16.542
2023-05-18,17.139
2023-05-19,16.899
2023-05-20,16.899
2023-05-21,16.899
2023-05-22,16.473
2023-05-23,16.118
2023-05-24,16.047
2023-05-25,15.873
2023-05-26,15.835
2023-05-27,15.835
2023-05-28,15.835
2023-05-29,15.835
2023-05-30,15.454
2023-05-31,15.331
2023-06-01,15.583
2023-06-02,16.046
2023-06-03,16.046
2023-06-04,16.046
2023-06-05,16.328
2023-06-06,16.556
2023-06-07,16.22
2023-06-08,16.307
2023-06-09,16.053
2023-06-10,16.053
2023-06-11,16.053
2023-06-12,16.048
2023-06-13,16.102
2023-06-14,16.075
2023-06-15,16.457
2023-06-16,16.268
2023-06-17,16.268
2023-06-18,16.268
2023-06-19,16.268
2023-06-20,16.241
2023-06-21,16.285
2023-06-22,16.495
