,WTS US Equity
2020-07-22,15.208
2020-07-23,15.381
2020-07-24,15.151
2020-07-25,15.151
2020-07-26,15.151
2020-07-27,15.323
2020-07-28,15.129
2020-07-29,15.44
2020-07-30,15.04
2020-07-31,15.068
2020-08-01,15.068
2020-08-02,15.068
2020-08-03,15.445
2020-08-04,15.589
2020-08-05,16.348
2020-08-06,16.221
2020-08-07,16.653
2020-08-08,16.653
2020-08-09,16.653
2020-08-10,16.897
2020-08-11,17.231
2020-08-12,17.227
2020-08-13,17.183
2020-08-14,17.214
2020-08-15,17.214
2020-08-16,17.214
2020-08-17,17.346
2020-08-18,17.322
2020-08-19,17.218
2020-08-20,17.147
2020-08-21,17.154
2020-08-22,17.154
2020-08-23,17.154
2020-08-24,17.38
2020-08-25,17.402
2020-08-26,17.44
2020-08-27,17.502
2020-08-28,17.852
2020-08-29,17.852
2020-08-30,17.852
2020-08-31,17.498
2020-09-01,17.635
2020-09-02,17.841
2020-09-03,17.649
2020-09-04,17.646
2020-09-05,17.646
2020-09-06,17.646
2020-09-07,17.646
2020-09-08,17.67
2020-09-09,18.011
2020-09-10,17.913
2020-09-11,17.924
2020-09-12,17.924
2020-09-13,17.924
2020-09-14,18.081
2020-09-15,18.307
2020-09-16,18.642
2020-09-17,18.817
2020-09-18,18.724
2020-09-19,18.724
2020-09-20,18.724
2020-09-21,17.761
2020-09-22,17.995
2020-09-23,17.536
2020-09-24,17.704
2020-09-25,17.734
2020-09-26,17.734
2020-09-27,17.734
2020-09-28,17.944
2020-09-29,18.063
2020-09-30,18.302
2020-10-01,18.457
2020-10-02,18.6
2020-10-03,18.6
2020-10-04,18.6
2020-10-05,18.996
2020-10-06,18.951
2020-10-07,19.358
2020-10-08,19.42
2020-10-09,19.636
2020-10-10,19.636
2020-10-11,19.636
2020-10-12,19.995
2020-10-13,19.855
2020-10-14,20.006
2020-10-15,20.22
2020-10-16,20.357
2020-10-17,20.357
2020-10-18,20.357
2020-10-19,20.313
2020-10-20,20.413
2020-10-21,20.269
2020-10-22,20.486
2020-10-23,20.44
2020-10-24,20.44
2020-10-25,20.44
2020-10-26,20.376
2020-10-27,20.331
2020-10-28,20.068
2020-10-29,20.055
2020-10-30,20.129
2020-10-31,20.129
2020-11-01,20.129
2020-11-02,20.647
2020-11-03,21.063
2020-11-04,21.045
2020-11-05,20.807
2020-11-06,20.151
2020-11-07,20.151
2020-11-08,20.151
2020-11-09,20.464
2020-11-10,21.285
2020-11-11,21.251
2020-11-12,20.962
2020-11-13,21.42
2020-11-14,21.42
2020-11-15,21.42
2020-11-16,21.46
2020-11-17,21.425
2020-11-18,20.998
2020-11-19,21.147
2020-11-20,21.131
2020-11-21,21.131
2020-11-22,21.131
2020-11-23,21.067
2020-11-24,21.736
2020-11-25,21.55
2020-11-26,21.55
2020-11-27,21.558
2020-11-28,21.558
2020-11-29,21.558
2020-11-30,21.33
2020-12-01,21.412
2020-12-02,21.128
2020-12-03,21.296
2020-12-04,21.417
2020-12-05,21.417
2020-12-06,21.417
2020-12-07,21.208
2020-12-08,21.527
2020-12-09,21.519
2020-12-10,21.343
2020-12-11,21.468
2020-12-12,21.468
2020-12-13,21.468
2020-12-14,21.399
2020-12-15,23.399
2020-12-16,23.164
2020-12-17,23.04
2020-12-18,22.999
2020-12-19,22.999
2020-12-20,22.999
2020-12-21,23.04
2020-12-22,23.239
2020-12-23,23.621
2020-12-24,23.794
2020-12-25,23.794
2020-12-26,23.794
2020-12-27,23.794
2020-12-28,23.979
2020-12-29,23.658
2020-12-30,23.867
2020-12-31,23.946
2021-01-01,23.946
2021-01-02,23.946
2021-01-03,23.946
2021-01-04,23.57
2021-01-05,23.818
2021-01-06,24.833
2021-01-07,24.998
2021-01-08,24.762
2021-01-09,24.762
2021-01-10,24.762
2021-01-11,24.953
2021-01-12,25.274
2021-01-13,25.331
2021-01-14,25.697
2021-01-15,25.423
2021-01-16,25.423
2021-01-17,25.423
2021-01-18,25.423
2021-01-19,25.095
2021-01-20,25.04
2021-01-21,25.117
2021-01-22,25.368
2021-01-23,25.368
2021-01-24,25.368
2021-01-25,25.026
2021-01-26,24.86
2021-01-27,24.08
2021-01-28,24.011
2021-01-29,23.577
2021-01-30,23.577
2021-01-31,23.577
2021-02-01,24.308
2021-02-02,24.592
2021-02-03,24.227
2021-02-04,24.249
2021-02-05,24.451
2021-02-06,24.451
2021-02-07,24.451
2021-02-08,25.38
2021-02-09,25.211
2021-02-10,25.205
2021-02-11,24.42
2021-02-12,23.83
2021-02-13,23.83
2021-02-14,23.83
2021-02-15,23.83
2021-02-16,25.701
2021-02-17,24.992
2021-02-18,25.041
2021-02-19,25.38
2021-02-20,25.38
2021-02-21,25.38
2021-02-22,25.136
2021-02-23,24.724
2021-02-24,24.902
2021-02-25,24.321
2021-02-26,24.28
2021-02-27,24.28
2021-02-28,24.28
2021-03-01,24.653
2021-03-02,24.697
2021-03-03,24.504
2021-03-04,24.314
2021-03-05,24.848
2021-03-06,24.848
2021-03-07,24.848
2021-03-08,25.291
2021-03-09,25.348
2021-03-10,25.851
2021-03-11,25.929
2021-03-12,26.151
2021-03-13,26.151
2021-03-14,26.151
2021-03-15,26.064
2021-03-16,25.991
2021-03-17,26.215
2021-03-18,25.689
2021-03-19,25.729
2021-03-20,25.729
2021-03-21,25.729
2021-03-22,25.155
2021-03-23,24.784
2021-03-24,24.563
2021-03-25,24.931
2021-03-26,25.302
2021-03-27,25.302
2021-03-28,25.302
2021-03-29,25.306
2021-03-30,25.457
2021-03-31,25.285
2021-04-01,25.657
2021-04-02,25.657
2021-04-03,25.657
2021-04-04,25.657
2021-04-05,25.788
2021-04-06,25.581
2021-04-07,25.098
2021-04-08,25.102
2021-04-09,25.367
2021-04-10,25.367
2021-04-11,25.367
2021-04-12,25.468
2021-04-13,25.258
2021-04-14,25.352
2021-04-15,25.613
2021-04-16,25.765
2021-04-17,25.765
2021-04-18,25.765
2021-04-19,25.729
2021-04-20,25.628
2021-04-21,26.124
2021-04-22,26.137
2021-04-23,26.468
2021-04-24,26.468
2021-04-25,26.468
2021-04-26,26.449
2021-04-27,26.338
2021-04-28,26.413
2021-04-29,26.879
2021-04-30,26.622
2021-05-01,26.622
2021-05-02,26.622
2021-05-03,26.383
2021-05-04,27.003
2021-05-05,25.646
2021-05-06,26.787
2021-05-07,27.181
2021-05-08,27.181
2021-05-09,27.181
2021-05-10,27.71
2021-05-11,27.327
2021-05-12,23.843
2021-05-13,24.797
2021-05-14,24.87
2021-05-15,24.87
2021-05-16,24.87
2021-05-17,24.301
2021-05-18,23.825
2021-05-19,23.595
2021-05-20,23.645
2021-05-21,23.754
2021-05-22,23.754
2021-05-23,23.754
2021-05-24,23.709
2021-05-25,23.723
2021-05-26,24.264
2021-05-27,24.457
2021-05-28,24.364
2021-05-29,24.364
2021-05-30,24.364
2021-05-31,24.364
2021-06-01,24.859
2021-06-02,25.043
2021-06-03,25.036
2021-06-04,25.214
2021-06-05,25.214
2021-06-06,25.214
2021-06-07,25.439
2021-06-08,25.637
2021-06-09,25.427
2021-06-10,25.443
2021-06-11,25.597
2021-06-12,25.597
2021-06-13,25.597
2021-06-14,25.422
2021-06-15,25.547
2021-06-16,25.335
2021-06-17,24.877
2021-06-18,24.236
2021-06-19,24.236
2021-06-20,24.236
2021-06-21,24.948
2021-06-22,25.206
2021-06-23,25.45
2021-06-24,25.5
2021-06-25,25.38
2021-06-26,25.38
2021-06-27,25.38
2021-06-28,25.782
2021-06-29,25.915
2021-06-30,26.158
2021-07-01,26.232
2021-07-02,26.3
2021-07-03,26.3
2021-07-04,26.3
2021-07-05,26.3
2021-07-06,25.911
2021-07-07,26.162
2021-07-08,25.739
2021-07-09,25.977
2021-07-10,25.977
2021-07-11,25.977
2021-07-12,26.429
2021-07-13,25.54
2021-07-14,25.442
2021-07-15,25.127
2021-07-16,24.933
2021-07-17,24.933
2021-07-18,24.933
2021-07-19,24.83
2021-07-20,25.376
2021-07-21,25.648
2021-07-22,25.332
2021-07-23,25.568
2021-07-24,25.568
2021-07-25,25.568
2021-07-26,25.624
2021-07-27,25.494
2021-07-28,25.556
2021-07-29,26.07
2021-07-30,26.353
2021-07-31,26.353
2021-08-01,26.353
2021-08-02,26.426
2021-08-03,27.18
2021-08-04,27.277
2021-08-05,26.745
2021-08-06,27.954
2021-08-07,27.954
2021-08-08,27.954
2021-08-09,27.749
2021-08-10,27.057
2021-08-11,27.304
2021-08-12,27.296
2021-08-13,27.301
2021-08-14,27.301
2021-08-15,27.301
2021-08-16,27.574
2021-08-17,27.431
2021-08-18,27.052
2021-08-19,27.058
2021-08-20,27.441
2021-08-21,27.441
2021-08-22,27.441
2021-08-23,27.486
2021-08-24,27.542
2021-08-25,27.713
2021-08-26,27.697
2021-08-27,28.304
2021-08-28,28.304
2021-08-29,28.304
2021-08-30,28.538
2021-08-31,28.568
2021-09-01,28.257
2021-09-02,28.105
2021-09-03,28.178
2021-09-04,28.178
2021-09-05,28.178
2021-09-06,28.178
2021-09-07,28.398
2021-09-08,28.615
2021-09-09,28.693
2021-09-10,28.826
2021-09-11,28.826
2021-09-12,28.826
2021-09-13,29.076
2021-09-14,28.65
2021-09-15,29.337
2021-09-16,28.801
2021-09-17,28.213
2021-09-18,28.213
2021-09-19,28.213
2021-09-20,27.945
2021-09-21,27.597
2021-09-22,28.06
2021-09-23,28.5
2021-09-24,28.41
2021-09-25,28.41
2021-09-26,28.41
2021-09-27,28.879
2021-09-28,28.473
2021-09-29,28.993
2021-09-30,27.988
2021-10-01,28.396
2021-10-02,28.396
2021-10-03,28.396
2021-10-04,28.085
2021-10-05,28.861
2021-10-06,28.929
2021-10-07,29.56
2021-10-08,29.847
2021-10-09,29.847
2021-10-10,29.847
2021-10-11,28.492
2021-10-12,28.361
2021-10-13,28.408
2021-10-14,29.204
2021-10-15,29.712
2021-10-16,29.712
2021-10-17,29.712
2021-10-18,30.144
2021-10-19,30.464
2021-10-20,30.615
2021-10-21,31.045
2021-10-22,31.246
2021-10-23,31.246
2021-10-24,31.246
2021-10-25,31.317
2021-10-26,30.899
2021-10-27,30.721
2021-10-28,31.391
2021-10-29,31.889
2021-10-30,31.889
2021-10-31,31.889
2021-11-01,32.335
2021-11-02,32.825
2021-11-03,32.233
2021-11-04,32.794
2021-11-05,32.715
2021-11-06,32.715
2021-11-07,32.715
2021-11-08,32.87
2021-11-09,33.033
2021-11-10,33.254
2021-11-11,32.523
2021-11-12,32.269
2021-11-13,32.269
2021-11-14,32.269
2021-11-15,32.065
2021-11-16,32.107
2021-11-17,32.371
2021-11-18,32.558
2021-11-19,31.99
2021-11-20,31.99
2021-11-21,31.99
2021-11-22,32.153
2021-11-23,32.307
2021-11-24,31.353
2021-11-25,31.353
2021-11-26,30.525
2021-11-27,30.525
2021-11-28,30.525
2021-11-29,30.676
2021-11-30,29.892
2021-12-01,29.396
2021-12-02,30.368
2021-12-03,30.327
2021-12-04,30.327
2021-12-05,30.327
2021-12-06,31.042
2021-12-07,31.583
2021-12-08,30.91
2021-12-09,30.413
2021-12-10,30.136
2021-12-11,30.136
2021-12-12,30.136
2021-12-13,29.805
2021-12-14,29.388
2021-12-15,29.738
2021-12-16,29.486
2021-12-17,29.851
2021-12-18,29.851
2021-12-19,29.851
2021-12-20,28.937
2021-12-21,29.681
2021-12-22,29.834
2021-12-23,29.958
2021-12-24,29.958
2021-12-25,29.958
2021-12-26,29.958
2021-12-27,30.516
2021-12-28,30.6
2021-12-29,31.061
2021-12-30,30.635
2021-12-31,30.821
2022-01-01,30.821
2022-01-02,30.821
2022-01-03,30.442
2022-01-04,30.754
2022-01-05,30.208
2022-01-06,30.231
2022-01-07,29.688
2022-01-08,29.688
2022-01-09,29.688
2022-01-10,29.504
2022-01-11,29.842
2022-01-12,29.823
2022-01-13,29.789
2022-01-14,29.781
2022-01-15,29.781
2022-01-16,29.781
2022-01-17,29.781
2022-01-18,29.746
2022-01-19,29.488
2022-01-20,28.876
2022-01-21,28.881
2022-01-22,28.881
2022-01-23,28.881
2022-01-24,28.787
2022-01-25,27.416
2022-01-26,26.941
2022-01-27,23.436
2022-01-28,24.283
2022-01-29,24.283
2022-01-30,24.283
2022-01-31,24.28
2022-02-01,24.825
2022-02-02,24.623
2022-02-03,23.819
2022-02-04,23.722
2022-02-05,23.722
2022-02-06,23.722
2022-02-07,23.805
2022-02-08,24.339
2022-02-09,24.805
2022-02-10,22.479
2022-02-11,21.769
2022-02-12,21.769
2022-02-13,21.769
2022-02-14,21.586
2022-02-15,22.554
2022-02-16,22.417
2022-02-17,22.616
2022-02-18,22.35
2022-02-19,22.35
2022-02-20,22.35
2022-02-21,22.35
2022-02-22,22.315
2022-02-23,21.734
2022-02-24,22.181
2022-02-25,22.585
2022-02-26,22.585
2022-02-27,22.585
2022-02-28,22.001
2022-03-01,21.85
2022-03-02,22.432
2022-03-03,22.165
2022-03-04,21.939
2022-03-05,21.939
2022-03-06,21.939
2022-03-07,21.237
2022-03-08,21.454
2022-03-09,22.105
2022-03-10,21.755
2022-03-11,21.584
2022-03-12,21.584
2022-03-13,21.584
2022-03-14,21.634
2022-03-15,21.998
2022-03-16,22.319
2022-03-17,22.538
2022-03-18,22.661
2022-03-19,22.661
2022-03-20,22.661
2022-03-21,22.333
2022-03-22,22.485
2022-03-23,21.878
2022-03-24,21.89
2022-03-25,21.81
2022-03-26,21.81
2022-03-27,21.81
2022-03-28,21.708
2022-03-29,22.277
2022-03-30,21.933
2022-03-31,21.351
2022-04-01,21.439
2022-04-02,21.439
2022-04-03,21.439
2022-04-04,21.117
2022-04-05,20.71
2022-04-06,20.365
2022-04-07,20.782
2022-04-08,20.776
2022-04-09,20.776
2022-04-10,20.776
2022-04-11,20.481
2022-04-12,20.553
2022-04-13,20.669
2022-04-14,20.04
2022-04-15,20.04
2022-04-16,20.04
2022-04-17,20.04
2022-04-18,19.934
2022-04-19,20.809
2022-04-20,21.141
2022-04-21,21.108
2022-04-22,20.656
2022-04-23,20.656
2022-04-24,20.656
2022-04-25,20.57
2022-04-26,19.879
2022-04-27,19.859
2022-04-28,20.181
2022-04-29,19.532
2022-04-30,19.532
2022-05-01,19.532
2022-05-02,19.735
2022-05-03,19.808
2022-05-04,21.109
2022-05-05,20.127
2022-05-06,20.25
2022-05-07,20.25
2022-05-08,20.25
2022-05-09,20.148
2022-05-10,19.778
2022-05-11,19.619
2022-05-12,19.728
2022-05-13,19.947
2022-05-14,19.947
2022-05-15,19.947
2022-05-16,19.73
2022-05-17,19.952
2022-05-18,19.01
2022-05-19,19.142
2022-05-20,19.116
2022-05-21,19.116
2022-05-22,19.116
2022-05-23,19.142
2022-05-24,19.163
2022-05-25,19.111
2022-05-26,19.423
2022-05-27,19.973
2022-05-28,19.973
2022-05-29,19.973
2022-05-30,19.973
2022-05-31,19.924
2022-06-01,20.13
2022-06-02,20.818
2022-06-03,20.393
2022-06-04,20.393
2022-06-05,20.393
2022-06-06,20.478
2022-06-07,20.468
2022-06-08,20.216
2022-06-09,20.206
2022-06-10,19.595
2022-06-11,19.595
2022-06-12,19.595
2022-06-13,19.001
2022-06-14,18.849
2022-06-15,18.834
2022-06-16,17.806
2022-06-17,17.822
2022-06-18,17.822
2022-06-19,17.822
2022-06-20,17.822
2022-06-21,18.363
2022-06-22,18.066
2022-06-23,17.921
2022-06-24,18.892
2022-06-25,18.892
2022-06-26,18.892
2022-06-27,18.956
2022-06-28,18.649
2022-06-29,18.656
2022-06-30,18.707
2022-07-01,18.934
2022-07-02,18.934
2022-07-03,18.934
2022-07-04,18.934
2022-07-05,18.873
2022-07-06,19.184
2022-07-07,19.553
2022-07-08,19.192
2022-07-09,19.192
2022-07-10,19.192
2022-07-11,19.047
2022-07-12,18.665
2022-07-13,18.613
2022-07-14,18.705
2022-07-15,19.199
2022-07-16,19.199
2022-07-17,19.199
2022-07-18,18.869
2022-07-19,20.837
2022-07-20,20.955
2022-07-21,21.319
2022-07-22,21.211
2022-07-23,21.211
2022-07-24,21.211
2022-07-25,21.183
2022-07-26,21.501
2022-07-27,21.844
2022-07-28,22.272
2022-07-29,22.543
2022-07-30,22.543
2022-07-31,22.543
2022-08-01,22.716
2022-08-02,22.366
2022-08-03,22.536
2022-08-04,23.17
2022-08-05,22.152
2022-08-06,22.152
2022-08-07,22.152
2022-08-08,22.182
2022-08-09,22.023
2022-08-10,22.706
2022-08-11,23.03
2022-08-12,23.556
2022-08-13,23.556
2022-08-14,23.556
2022-08-15,23.749
2022-08-16,23.752
2022-08-17,23.146
2022-08-18,23.461
2022-08-19,23.221
2022-08-20,23.221
2022-08-21,23.221
2022-08-22,22.524
2022-08-23,22.254
2022-08-24,22.182
2022-08-25,22.419
2022-08-26,21.377
2022-08-27,21.377
2022-08-28,21.377
2022-08-29,21.377
2022-08-30,21.283
2022-08-31,20.838
2022-09-01,20.826
2022-09-02,20.29
2022-09-03,20.29
2022-09-04,20.29
2022-09-05,20.29
2022-09-06,20.394
2022-09-07,20.731
2022-09-08,20.832
2022-09-09,20.895
2022-09-10,20.895
2022-09-11,20.895
2022-09-12,21.29
2022-09-13,20.084
2022-09-14,19.804
2022-09-15,19.612
2022-09-16,19.422
2022-09-17,19.422
2022-09-18,19.422
2022-09-19,19.848
2022-09-20,19.482
2022-09-21,19.427
2022-09-22,18.861
2022-09-23,18.425
2022-09-24,18.425
2022-09-25,18.425
2022-09-26,18.557
2022-09-27,18.479
2022-09-28,19.115
2022-09-29,18.933
2022-09-30,18.914
2022-10-01,18.914
2022-10-02,18.914
2022-10-03,19.481
2022-10-04,19.918
2022-10-05,19.673
2022-10-06,19.457
2022-10-07,19.038
2022-10-08,19.038
2022-10-09,19.038
2022-10-10,19.081
2022-10-11,18.951
2022-10-12,18.936
2022-10-13,19.1
2022-10-14,18.593
2022-10-15,18.593
2022-10-16,18.593
2022-10-17,19.547
2022-10-18,19.987
2022-10-19,19.789
2022-10-20,19.154
2022-10-21,19.783
2022-10-22,19.783
2022-10-23,19.783
2022-10-24,20.201
2022-10-25,20.842
2022-10-26,20.862
2022-10-27,21.103
2022-10-28,21.673
2022-10-29,21.673
2022-10-30,21.673
2022-10-31,22.233
2022-11-01,22.252
2022-11-02,21.392
2022-11-03,20.648
2022-11-04,20.821
2022-11-05,20.821
2022-11-06,20.821
2022-11-07,20.992
2022-11-08,21.036
2022-11-09,20.684
2022-11-10,22.002
2022-11-11,22.026
2022-11-12,22.026
2022-11-13,22.026
2022-11-14,22.049
2022-11-15,22.674
2022-11-16,22.562
2022-11-17,22.38
2022-11-18,22.677
2022-11-19,22.677
2022-11-20,22.677
2022-11-21,22.656
2022-11-22,22.984
2022-11-23,22.583
2022-11-24,22.583
2022-11-25,22.583
2022-11-26,22.583
2022-11-27,22.583
2022-11-28,22.007
2022-11-29,22.241
2022-11-30,22.973
2022-12-01,23.042
2022-12-02,23.187
2022-12-03,23.187
2022-12-04,23.187
2022-12-05,22.246
2022-12-06,21.825
2022-12-07,21.86
2022-12-08,22.121
2022-12-09,21.974
2022-12-10,21.974
2022-12-11,21.974
2022-12-12,22.325
2022-12-13,22.424
2022-12-14,22.005
2022-12-15,20.971
2022-12-16,20.891
2022-12-17,20.891
2022-12-18,20.891
2022-12-19,20.686
2022-12-20,20.954
2022-12-21,21.314
2022-12-22,21.057
2022-12-23,21.243
2022-12-24,21.243
2022-12-25,21.243
2022-12-26,21.243
2022-12-27,21.313
2022-12-28,20.934
2022-12-29,21.564
2022-12-30,21.152
2022-12-31,21.152
2023-01-01,21.152
2023-01-02,21.152
2023-01-03,21.064
2023-01-04,20.961
2023-01-05,20.705
2023-01-06,21.496
2023-01-07,21.496
2023-01-08,21.496
2023-01-09,21.666
2023-01-10,22.369
2023-01-11,22.776
2023-01-12,22.764
2023-01-13,23.146
2023-01-14,23.146
2023-01-15,23.146
2023-01-16,23.146
2023-01-17,22.91
2023-01-18,22.573
2023-01-19,22.142
2023-01-20,22.472
2023-01-21,22.472
2023-01-22,22.472
2023-01-23,22.474
2023-01-24,22.618
2023-01-25,22.532
2023-01-26,22.931
2023-01-27,23.264
2023-01-28,23.264
2023-01-29,23.264
2023-01-30,23.068
2023-01-31,23.883
2023-02-01,24.465
2023-02-02,25.071
2023-02-03,25.136
2023-02-04,25.136
2023-02-05,25.136
2023-02-06,24.574
2023-02-07,25.088
2023-02-08,24.283
2023-02-09,24.798
2023-02-10,24.619
2023-02-11,24.619
2023-02-12,24.619
2023-02-13,24.747
2023-02-14,24.583
2023-02-15,24.582
2023-02-16,24.204
2023-02-17,24.793
2023-02-18,24.793
2023-02-19,24.793
2023-02-20,24.793
2023-02-21,24.316
2023-02-22,24.236
2023-02-23,24.092
2023-02-24,23.914
2023-02-25,23.914
2023-02-26,23.914
2023-02-27,24.257
2023-02-28,24.264
2023-03-01,24.099
2023-03-02,24.205
2023-03-03,24.552
2023-03-04,24.552
2023-03-05,24.552
2023-03-06,24.323
2023-03-07,24.063
2023-03-08,24.298
2023-03-09,23.845
2023-03-10,23.049
2023-03-11,23.049
2023-03-12,23.049
2023-03-13,22.614
2023-03-14,23.118
2023-03-15,22.548
2023-03-16,22.707
2023-03-17,22.272
2023-03-18,22.272
2023-03-19,22.272
2023-03-20,22.587
2023-03-21,22.814
2023-03-22,22.275
2023-03-23,22.131
2023-03-24,22.196
2023-03-25,22.196
2023-03-26,22.196
2023-03-27,22.284
2023-03-28,22.464
2023-03-29,22.691
2023-03-30,22.93
2023-03-31,23.307
2023-04-01,23.307
2023-04-02,23.307
2023-04-03,23.314
2023-04-04,22.579
2023-04-05,21.869
2023-04-06,21.521
2023-04-07,21.521
2023-04-08,21.521
2023-04-09,21.521
2023-04-10,21.777
2023-04-11,21.979
2023-04-12,22.168
2023-04-13,22.256
2023-04-14,22.193
2023-04-15,22.193
2023-04-16,22.193
2023-04-17,22.369
2023-04-18,22.351
2023-04-19,22.332
2023-04-20,22.393
2023-04-21,22.465
2023-04-22,22.465
2023-04-23,22.465
2023-04-24,22.494
2023-04-25,22.223
2023-04-26,21.771
2023-04-27,22.629
2023-04-28,22.488
2023-04-29,22.488
2023-04-30,22.488
2023-05-01,22.575
2023-05-02,22.596
2023-05-03,23.097
2023-05-04,22.96
2023-05-05,23.62
2023-05-06,23.62
2023-05-07,23.62
2023-05-08,23.146
2023-05-09,22.87
2023-05-10,22.848
2023-05-11,22.581
2023-05-12,22.54
2023-05-13,22.54
2023-05-14,22.54
2023-05-15,22.433
2023-05-16,22.178
2023-05-17,22.441
2023-05-18,22.723
2023-05-19,22.525
2023-05-20,22.525
2023-05-21,22.525
2023-05-22,22.527
2023-05-23,22.244
2023-05-24,21.953
2023-05-25,22.155
2023-05-26,22.483
2023-05-27,22.483
2023-05-28,22.483
2023-05-29,22.483
2023-05-30,22.407
2023-05-31,21.605
2023-06-01,21.99
2023-06-02,22.935
2023-06-03,22.935
2023-06-04,22.935
2023-06-05,22.602
2023-06-06,23.402
2023-06-07,24.18
2023-06-08,23.872
2023-06-09,23.631
2023-06-10,23.631
2023-06-11,23.631
2023-06-12,23.711
2023-06-13,23.952
2023-06-14,23.931
2023-06-15,24.142
2023-06-16,24.305
2023-06-17,24.305
2023-06-18,24.305
2023-06-19,24.305
2023-06-20,23.938
2023-06-21,24.116
2023-06-22,23.971
