,SFM US Equity
2020-06-18,8.627
2020-06-19,8.631
2020-06-20,8.631
2020-06-21,8.631
2020-06-22,9.041
2020-06-23,8.985
2020-06-24,9.13
2020-06-25,9.373
2020-06-26,9.563
2020-06-27,9.563
2020-06-28,9.563
2020-06-29,10.023
2020-06-30,9.899
2020-07-01,9.644
2020-07-02,9.632
2020-07-03,9.632
2020-07-04,9.632
2020-07-05,9.632
2020-07-06,10.019
2020-07-07,10.12
2020-07-08,9.625
2020-07-09,9.485
2020-07-10,9.42
2020-07-11,9.42
2020-07-12,9.42
2020-07-13,9.4
2020-07-14,9.923
2020-07-15,10.027
2020-07-16,9.93
2020-07-17,9.919
2020-07-18,9.919
2020-07-19,9.919
2020-07-20,9.896
2020-07-21,10.603
2020-07-22,10.563
2020-07-23,10.46
2020-07-24,10.292
2020-07-25,10.292
2020-07-26,10.292
2020-07-27,10.41
2020-07-28,10.453
2020-07-29,10.402
2020-07-30,11.422
2020-07-31,11.371
2020-08-01,11.371
2020-08-02,11.371
2020-08-03,10.908
2020-08-04,10.925
2020-08-05,10.752
2020-08-06,10.657
2020-08-07,10.817
2020-08-08,10.817
2020-08-09,10.817
2020-08-10,10.704
2020-08-11,10.246
2020-08-12,10.311
2020-08-13,10.575
2020-08-14,10.588
2020-08-15,10.588
2020-08-16,10.588
2020-08-17,10.523
2020-08-18,10.428
2020-08-19,10.454
2020-08-20,10.51
2020-08-21,10.147
2020-08-22,10.147
2020-08-23,10.147
2020-08-24,10.363
2020-08-25,10.506
2020-08-26,10.501
2020-08-27,10.607
2020-08-28,10.354
2020-08-29,10.354
2020-08-30,10.354
2020-08-31,10.091
2020-09-01,10.156
2020-09-02,10.354
2020-09-03,10.022
2020-09-04,9.784
2020-09-05,9.784
2020-09-06,9.784
2020-09-07,9.784
2020-09-08,9.43
2020-09-09,9.585
2020-09-10,9.239
2020-09-11,9.343
2020-09-12,9.343
2020-09-13,9.343
2020-09-14,9.105
2020-09-15,8.907
2020-09-16,8.777
2020-09-17,9.127
2020-09-18,8.933
2020-09-19,8.933
2020-09-20,8.933
2020-09-21,8.907
2020-09-22,8.941
2020-09-23,8.92
2020-09-24,9.054
2020-09-25,9.062
2020-09-26,9.062
2020-09-27,9.062
2020-09-28,9.153
2020-09-29,9.127
2020-09-30,9.045
2020-10-01,9.796
2020-10-02,9.579
2020-10-03,9.579
2020-10-04,9.579
2020-10-05,9.88
2020-10-06,9.764
2020-10-07,9.801
2020-10-08,9.856
2020-10-09,10.088
2020-10-10,10.088
2020-10-11,10.088
2020-10-12,9.986
2020-10-13,10.144
2020-10-14,10.028
2020-10-15,10.093
2020-10-16,10.13
2020-10-17,10.13
2020-10-18,10.13
2020-10-19,9.9
2020-10-20,9.87
2020-10-21,9.912
2020-10-22,9.653
2020-10-23,9.569
2020-10-24,9.569
2020-10-25,9.569
2020-10-26,9.639
2020-10-27,9.444
2020-10-28,9.412
2020-10-29,8.795
2020-10-30,8.411
2020-10-31,8.411
2020-11-01,8.411
2020-11-02,8.208
2020-11-03,8.742
2020-11-04,8.746
2020-11-05,8.938
2020-11-06,8.969
2020-11-07,8.969
2020-11-08,8.969
2020-11-09,8.636
2020-11-10,8.862
2020-11-11,8.928
2020-11-12,8.959
2020-11-13,9.039
2020-11-14,9.039
2020-11-15,9.039
2020-11-16,9.012
2020-11-17,8.999
2020-11-18,8.738
2020-11-19,8.981
2020-11-20,8.39
2020-11-21,8.39
2020-11-22,8.39
2020-11-23,8.723
2020-11-24,8.702
2020-11-25,8.501
2020-11-26,8.501
2020-11-27,8.622
2020-11-28,8.622
2020-11-29,8.622
2020-11-30,8.865
2020-12-01,8.911
2020-12-02,8.677
2020-12-03,8.379
2020-12-04,8.329
2020-12-05,8.329
2020-12-06,8.329
2020-12-07,8.346
2020-12-08,8.417
2020-12-09,8.388
2020-12-10,8.356
2020-12-11,8.184
2020-12-12,8.184
2020-12-13,8.184
2020-12-14,8.08
2020-12-15,8.229
2020-12-16,8.288
2020-12-17,8.45
2020-12-18,8.537
2020-12-19,8.537
2020-12-20,8.537
2020-12-21,8.367
2020-12-22,8.4
2020-12-23,8.508
2020-12-24,8.433
2020-12-25,8.433
2020-12-26,8.433
2020-12-27,8.433
2020-12-28,8.547
2020-12-29,8.533
2020-12-30,8.362
2020-12-31,8.354
2021-01-01,8.354
2021-01-02,8.354
2021-01-03,8.354
2021-01-04,8.408
2021-01-05,8.385
2021-01-06,8.421
2021-01-07,8.159
2021-01-08,8.071
2021-01-09,8.071
2021-01-10,8.071
2021-01-11,8.096
2021-01-12,8.184
2021-01-13,8.392
2021-01-14,8.506
2021-01-15,8.695
2021-01-16,8.695
2021-01-17,8.695
2021-01-18,8.695
2021-01-19,8.807
2021-01-20,8.73
2021-01-21,8.766
2021-01-22,8.899
2021-01-23,8.899
2021-01-24,8.899
2021-01-25,9.256
2021-01-26,9.938
2021-01-27,10.229
2021-01-28,9.377
2021-01-29,9.414
2021-01-30,9.414
2021-01-31,9.414
2021-02-01,9.254
2021-02-02,8.982
2021-02-03,9.119
2021-02-04,9.244
2021-02-05,9.273
2021-02-06,9.273
2021-02-07,9.273
2021-02-08,9.364
2021-02-09,9.51
2021-02-10,9.389
2021-02-11,9.331
2021-02-12,9.131
2021-02-13,9.131
2021-02-14,9.131
2021-02-15,9.131
2021-02-16,9.272
2021-02-17,9.251
2021-02-18,9.228
2021-02-19,9.311
2021-02-20,9.311
2021-02-21,9.311
2021-02-22,9.202
2021-02-23,9.281
2021-02-24,9.14
2021-02-25,8.515
2021-02-26,8.485
2021-02-27,8.485
2021-02-28,8.485
2021-03-01,8.754
2021-03-02,8.75
2021-03-03,9.134
2021-03-04,9.563
2021-03-05,9.169
2021-03-06,9.169
2021-03-07,9.169
2021-03-08,9.262
2021-03-09,9.018
2021-03-10,9.356
2021-03-11,9.453
2021-03-12,9.484
2021-03-13,9.484
2021-03-14,9.484
2021-03-15,9.631
2021-03-16,9.48
2021-03-17,9.414
2021-03-18,9.336
2021-03-19,9.328
2021-03-20,9.328
2021-03-21,9.328
2021-03-22,9.775
2021-03-23,10.043
2021-03-24,9.814
2021-03-25,10.21
2021-03-26,10.854
2021-03-27,10.854
2021-03-28,10.854
2021-03-29,10.87
2021-03-30,10.92
2021-03-31,10.334
2021-04-01,10.256
2021-04-02,10.256
2021-04-03,10.256
2021-04-04,10.256
2021-04-05,10.38
2021-04-06,10.283
2021-04-07,10.299
2021-04-08,10.085
2021-04-09,10.132
2021-04-10,10.132
2021-04-11,10.132
2021-04-12,10.586
2021-04-13,10.582
2021-04-14,10.256
2021-04-15,10.38
2021-04-16,10.481
2021-04-17,10.481
2021-04-18,10.481
2021-04-19,10.427
2021-04-20,10.481
2021-04-21,10.493
2021-04-22,10.307
2021-04-23,10.293
2021-04-24,10.293
2021-04-25,10.293
2021-04-26,9.926
2021-04-27,10.016
2021-04-28,10.167
2021-04-29,10.663
2021-04-30,10.419
2021-05-01,10.419
2021-05-02,10.419
2021-05-03,10.793
2021-05-04,10.614
2021-05-05,10.525
2021-05-06,10.87
2021-05-07,10.475
2021-05-08,10.475
2021-05-09,10.475
2021-05-10,10.247
2021-05-11,10.257
2021-05-12,9.791
2021-05-13,10.023
2021-05-14,10.209
2021-05-15,10.209
2021-05-16,10.209
2021-05-17,10.205
2021-05-18,10.182
2021-05-19,9.841
2021-05-20,9.864
2021-05-21,9.988
2021-05-22,9.988
2021-05-23,9.988
2021-05-24,9.899
2021-05-25,9.946
2021-05-26,9.973
2021-05-27,10.089
2021-05-28,10.298
2021-05-29,10.298
2021-05-30,10.298
2021-05-31,10.298
2021-06-01,10.298
2021-06-02,10.604
2021-06-03,10.67
2021-06-04,10.678
2021-06-05,10.678
2021-06-06,10.678
2021-06-07,10.591
2021-06-08,10.664
2021-06-09,10.553
2021-06-10,11.06
2021-06-11,11.06
2021-06-12,11.06
2021-06-13,11.06
2021-06-14,10.965
2021-06-15,10.793
2021-06-16,10.515
2021-06-17,10.637
2021-06-18,10.515
2021-06-19,10.515
2021-06-20,10.515
2021-06-21,10.728
2021-06-22,10.622
2021-06-23,10.29
2021-06-24,10.038
2021-06-25,10.061
2021-06-26,10.061
2021-06-27,10.061
2021-06-28,10.095
2021-06-29,9.661
2021-06-30,9.477
2021-07-01,9.687
2021-07-02,9.722
2021-07-03,9.722
2021-07-04,9.722
2021-07-05,9.722
2021-07-06,9.641
2021-07-07,9.836
2021-07-08,9.821
2021-07-09,10.122
2021-07-10,10.122
2021-07-11,10.122
2021-07-12,10.0
2021-07-13,9.783
2021-07-14,9.706
2021-07-15,9.71
2021-07-16,9.805
2021-07-17,9.805
2021-07-18,9.805
2021-07-19,9.859
2021-07-20,9.79
2021-07-21,9.611
2021-07-22,9.42
2021-07-23,9.436
2021-07-24,9.436
2021-07-25,9.436
2021-07-26,9.375
2021-07-27,9.416
2021-07-28,9.47
2021-07-29,9.516
2021-07-30,9.375
2021-07-31,9.375
2021-08-01,9.375
2021-08-02,9.336
2021-08-03,9.317
2021-08-04,9.024
2021-08-05,9.414
2021-08-06,9.168
2021-08-07,9.168
2021-08-08,9.168
2021-08-09,9.631
2021-08-10,9.794
2021-08-11,9.809
2021-08-12,9.797
2021-08-13,9.661
2021-08-14,9.661
2021-08-15,9.661
2021-08-16,9.65
2021-08-17,9.892
2021-08-18,9.964
2021-08-19,9.785
2021-08-20,9.936
2021-08-21,9.936
2021-08-22,9.936
2021-08-23,9.865
2021-08-24,9.673
2021-08-25,9.705
2021-08-26,9.777
2021-08-27,9.841
2021-08-28,9.841
2021-08-29,9.841
2021-08-30,9.817
2021-08-31,9.916
2021-09-01,9.658
2021-09-02,9.901
2021-09-03,9.769
2021-09-04,9.769
2021-09-05,9.769
2021-09-06,9.769
2021-09-07,9.471
2021-09-08,9.268
2021-09-09,9.304
2021-09-10,9.212
2021-09-11,9.212
2021-09-12,9.212
2021-09-13,9.144
2021-09-14,9.001
2021-09-15,8.989
2021-09-16,9.077
2021-09-17,9.053
2021-09-18,9.053
2021-09-19,9.053
2021-09-20,8.918
2021-09-21,9.009
2021-09-22,8.93
2021-09-23,9.061
2021-09-24,8.926
2021-09-25,8.926
2021-09-26,8.926
2021-09-27,9.168
2021-09-28,9.152
2021-09-29,9.379
2021-09-30,9.22
2021-10-01,8.75
2021-10-02,8.75
2021-10-03,8.75
2021-10-04,9.297
2021-10-05,9.1
2021-10-06,9.133
2021-10-07,9.121
2021-10-08,9.174
2021-10-09,9.174
2021-10-10,9.174
2021-10-11,9.215
2021-10-12,9.302
2021-10-13,9.256
2021-10-14,9.24
2021-10-15,9.084
2021-10-16,9.084
2021-10-17,9.084
2021-10-18,9.211
2021-10-19,9.137
2021-10-20,9.145
2021-10-21,9.092
2021-10-22,9.211
2021-10-23,9.211
2021-10-24,9.211
2021-10-25,9.108
2021-10-26,9.043
2021-10-27,8.94
2021-10-28,9.051
2021-10-29,9.153
2021-10-30,9.153
2021-10-31,9.153
2021-11-01,9.215
2021-11-02,9.177
2021-11-03,9.661
2021-11-04,9.592
2021-11-05,9.996
2021-11-06,9.996
2021-11-07,9.996
2021-11-08,10.033
2021-11-09,10.016
2021-11-10,9.905
2021-11-11,9.926
2021-11-12,9.93
2021-11-13,9.93
2021-11-14,9.93
2021-11-15,10.132
2021-11-16,10.276
2021-11-17,10.313
2021-11-18,10.395
2021-11-19,10.63
2021-11-20,10.63
2021-11-21,10.63
2021-11-22,11.26
2021-11-23,11.145
2021-11-24,11.029
2021-11-25,11.029
2021-11-26,11.07
2021-11-27,11.07
2021-11-28,11.07
2021-11-29,11.153
2021-11-30,10.893
2021-12-01,10.832
2021-12-02,11.078
2021-12-03,10.995
2021-12-04,10.995
2021-12-05,10.995
2021-12-06,11.207
2021-12-07,11.049
2021-12-08,10.824
2021-12-09,10.578
2021-12-10,10.759
2021-12-11,10.759
2021-12-12,10.759
2021-12-13,11.016
2021-12-14,11.092
2021-12-15,11.265
2021-12-16,11.357
2021-12-17,11.369
2021-12-18,11.369
2021-12-19,11.369
2021-12-20,11.454
2021-12-21,11.145
2021-12-22,11.165
2021-12-23,11.237
2021-12-24,11.237
2021-12-25,11.237
2021-12-26,11.237
2021-12-27,11.446
2021-12-28,11.843
2021-12-29,12.068
2021-12-30,12.0
2021-12-31,11.92
2022-01-01,11.92
2022-01-02,11.92
2022-01-03,11.956
2022-01-04,12.024
2022-01-05,11.679
2022-01-06,11.787
2022-01-07,12.133
2022-01-08,12.133
2022-01-09,12.133
2022-01-10,12.382
2022-01-11,11.542
2022-01-12,11.582
2022-01-13,11.827
2022-01-14,11.743
2022-01-15,11.743
2022-01-16,11.743
2022-01-17,11.743
2022-01-18,11.904
2022-01-19,11.715
2022-01-20,11.394
2022-01-21,11.474
2022-01-22,11.474
2022-01-23,11.474
2022-01-24,11.755
2022-01-25,11.173
2022-01-26,11.112
2022-01-27,11.353
2022-01-28,10.799
2022-01-29,10.799
2022-01-30,10.799
2022-01-31,10.9
2022-02-01,10.892
2022-02-02,11.281
2022-02-03,11.418
2022-02-04,11.57
2022-02-05,11.57
2022-02-06,11.57
2022-02-07,11.542
2022-02-08,11.815
2022-02-09,11.671
2022-02-10,11.534
2022-02-11,11.884
2022-02-12,11.884
2022-02-13,11.884
2022-02-14,11.787
2022-02-15,11.956
2022-02-16,11.659
2022-02-17,11.631
2022-02-18,11.695
2022-02-19,11.695
2022-02-20,11.695
2022-02-21,11.695
2022-02-22,11.434
2022-02-23,11.518
2022-02-24,10.997
2022-02-25,11.461
2022-02-26,11.461
2022-02-27,11.461
2022-02-28,11.365
2022-03-01,11.329
2022-03-02,11.698
2022-03-03,12.427
2022-03-04,13.289
2022-03-05,13.289
2022-03-06,13.289
2022-03-07,13.277
2022-03-08,12.447
2022-03-09,12.209
2022-03-10,12.779
2022-03-11,12.257
2022-03-12,12.257
2022-03-13,12.257
2022-03-14,12.308
2022-03-15,12.439
2022-03-16,12.257
2022-03-17,12.352
2022-03-18,12.621
2022-03-19,12.621
2022-03-20,12.621
2022-03-21,12.658
2022-03-22,12.682
2022-03-23,12.879
2022-03-24,12.907
2022-03-25,12.974
2022-03-26,12.974
2022-03-27,12.974
2022-03-28,12.784
2022-03-29,12.725
2022-03-30,12.63
2022-03-31,12.63
2022-04-01,12.812
2022-04-02,12.812
2022-04-03,12.812
2022-04-04,12.674
2022-04-05,12.725
2022-04-06,13.057
2022-04-07,13.321
2022-04-08,13.724
2022-04-09,13.724
2022-04-10,13.724
2022-04-11,13.242
2022-04-12,12.863
2022-04-13,12.765
2022-04-14,12.678
2022-04-15,12.678
2022-04-16,12.678
2022-04-17,12.678
2022-04-18,12.437
2022-04-19,12.879
2022-04-20,12.84
2022-04-21,12.694
2022-04-22,12.378
2022-04-23,12.378
2022-04-24,12.378
2022-04-25,12.472
2022-04-26,12.176
2022-04-27,12.0
2022-04-28,11.896
2022-04-29,11.896
2022-04-30,11.896
2022-05-01,11.896
2022-05-02,12.088
2022-05-03,12.275
2022-05-04,12.626
2022-05-05,9.492
2022-05-06,9.572
2022-05-07,9.572
2022-05-08,9.572
2022-05-09,9.956
2022-05-10,10.343
2022-05-11,9.715
2022-05-12,9.827
2022-05-13,10.012
2022-05-14,10.012
2022-05-15,10.012
2022-05-16,9.851
2022-05-17,9.803
2022-05-18,9.225
2022-05-19,9.229
2022-05-20,9.438
2022-05-21,9.438
2022-05-22,9.438
2022-05-23,9.482
2022-05-24,9.912
2022-05-25,10.1
2022-05-26,10.498
2022-05-27,10.727
2022-05-28,10.727
2022-05-29,10.727
2022-05-30,10.727
2022-05-31,10.875
2022-06-01,10.731
2022-06-02,10.927
2022-06-03,10.988
2022-06-04,10.988
2022-06-05,10.988
2022-06-06,10.915
2022-06-07,10.843
2022-06-08,10.361
2022-06-09,10.141
2022-06-10,10.092
2022-06-11,10.092
2022-06-12,10.092
2022-06-13,10.088
2022-06-14,10.185
2022-06-15,10.606
2022-06-16,10.618
2022-06-17,10.012
2022-06-18,10.012
2022-06-19,10.012
2022-06-20,10.012
2022-06-21,10.426
2022-06-22,10.209
2022-06-23,10.112
2022-06-24,10.231
2022-06-25,10.231
2022-06-26,10.231
2022-06-27,10.278
2022-06-28,10.119
2022-06-29,10.183
2022-06-30,10.064
2022-07-01,10.223
2022-07-02,10.223
2022-07-03,10.223
2022-07-04,10.223
2022-07-05,10.103
2022-07-06,10.365
2022-07-07,10.741
2022-07-08,10.678
2022-07-09,10.678
2022-07-10,10.678
2022-07-11,10.511
2022-07-12,10.519
2022-07-13,10.674
2022-07-14,10.611
2022-07-15,10.88
2022-07-16,10.88
2022-07-17,10.88
2022-07-18,10.789
2022-07-19,10.781
2022-07-20,10.777
2022-07-21,10.734
2022-07-22,10.948
2022-07-23,10.948
2022-07-24,10.948
2022-07-25,10.825
2022-07-26,10.69
2022-07-27,10.845
2022-07-28,10.888
2022-07-29,10.96
2022-07-30,10.96
2022-07-31,10.96
2022-08-01,10.924
2022-08-02,10.706
2022-08-03,10.765
2022-08-04,12.133
2022-08-05,11.917
2022-08-06,11.917
2022-08-07,11.917
2022-08-08,11.881
2022-08-09,11.782
2022-08-10,11.9
2022-08-11,11.497
2022-08-12,11.533
2022-08-13,11.533
2022-08-14,11.533
2022-08-15,11.731
2022-08-16,12.082
2022-08-17,11.983
2022-08-18,12.323
2022-08-19,12.367
2022-08-20,12.367
2022-08-21,12.367
2022-08-22,12.423
2022-08-23,11.813
2022-08-24,12.185
2022-08-25,12.101
2022-08-26,11.881
2022-08-27,11.881
2022-08-28,11.881
2022-08-29,11.785
2022-08-30,11.505
2022-08-31,11.565
2022-09-01,11.618
2022-09-02,11.478
2022-09-03,11.478
2022-09-04,11.478
2022-09-05,11.478
2022-09-06,11.682
2022-09-07,11.878
2022-09-08,11.79
2022-09-09,12.237
2022-09-10,12.237
2022-09-11,12.237
2022-09-12,12.062
2022-09-13,11.49
2022-09-14,11.342
2022-09-15,11.043
2022-09-16,11.131
2022-09-17,11.131
2022-09-18,11.131
2022-09-19,11.095
2022-09-20,10.931
2022-09-21,10.883
2022-09-22,10.963
2022-09-23,11.095
2022-09-24,11.095
2022-09-25,11.095
2022-09-26,10.831
2022-09-27,10.815
2022-09-28,11.418
2022-09-29,11.199
2022-09-30,11.087
2022-10-01,11.087
2022-10-02,11.087
2022-10-03,11.087
2022-10-04,11.239
2022-10-05,10.823
2022-10-06,10.807
2022-10-07,10.671
2022-10-08,10.671
2022-10-09,10.671
2022-10-10,11.067
2022-10-11,11.306
2022-10-12,11.003
2022-10-13,11.49
2022-10-14,10.775
2022-10-15,10.775
2022-10-16,10.775
2022-10-17,11.127
2022-10-18,11.151
2022-10-19,11.171
2022-10-20,10.595
2022-10-21,10.92
2022-10-22,10.92
2022-10-23,10.92
2022-10-24,10.848
2022-10-25,11.053
2022-10-26,11.439
2022-10-27,11.475
2022-10-28,11.941
2022-10-29,11.941
2022-10-30,11.941
2022-10-31,11.857
2022-11-01,11.547
2022-11-02,11.572
2022-11-03,11.66
2022-11-04,11.604
2022-11-05,11.604
2022-11-06,11.604
2022-11-07,11.588
2022-11-08,11.382
2022-11-09,12.602
2022-11-10,13.147
2022-11-11,12.97
2022-11-12,12.97
2022-11-13,12.97
2022-11-14,13.173
2022-11-15,13.102
2022-11-16,13.255
2022-11-17,12.761
2022-11-18,12.871
2022-11-19,12.871
2022-11-20,12.871
2022-11-21,12.781
2022-11-22,12.934
2022-11-23,12.84
2022-11-24,12.84
2022-11-25,13.079
2022-11-26,13.079
2022-11-27,13.079
2022-11-28,13.251
2022-11-29,13.059
2022-11-30,13.379
2022-12-01,13.293
2022-12-02,13.453
2022-12-03,13.453
2022-12-04,13.453
2022-12-05,13.153
2022-12-06,13.219
2022-12-07,13.153
2022-12-08,13.5
2022-12-09,13.153
2022-12-10,13.153
2022-12-11,13.153
2022-12-12,13.242
2022-12-13,13.313
2022-12-14,13.274
2022-12-15,13.016
2022-12-16,13.048
2022-12-17,13.048
2022-12-18,13.048
2022-12-19,13.039
2022-12-20,13.114
2022-12-21,13.303
2022-12-22,13.138
2022-12-23,13.272
2022-12-24,13.272
2022-12-25,13.272
2022-12-26,13.272
2022-12-27,13.098
2022-12-28,12.807
2022-12-29,12.843
2022-12-30,12.744
2022-12-31,12.744
2023-01-01,12.744
2023-01-02,12.744
2023-01-03,12.173
2023-01-04,12.181
2023-01-05,12.079
2023-01-06,12.504
2023-01-07,12.504
2023-01-08,12.504
2023-01-09,12.37
2023-01-10,12.654
2023-01-11,12.547
2023-01-12,12.67
2023-01-13,12.618
2023-01-14,12.618
2023-01-15,12.618
2023-01-16,12.618
2023-01-17,12.512
2023-01-18,12.279
2023-01-19,11.877
2023-01-20,12.303
2023-01-21,12.303
2023-01-22,12.303
2023-01-23,12.378
2023-01-24,12.066
2023-01-25,12.266
2023-01-26,12.488
2023-01-27,12.582
2023-01-28,12.582
2023-01-29,12.582
2023-01-30,12.371
2023-01-31,12.48
2023-02-01,12.523
2023-02-02,12.746
2023-02-03,12.762
2023-02-04,12.762
2023-02-05,12.762
2023-02-06,12.543
2023-02-07,12.597
2023-02-08,12.461
2023-02-09,12.554
2023-02-10,12.608
2023-02-11,12.608
2023-02-12,12.608
2023-02-13,12.776
2023-02-14,12.47
2023-02-15,12.679
2023-02-16,12.753
2023-02-17,12.811
2023-02-18,12.811
2023-02-19,12.811
2023-02-20,12.811
2023-02-21,12.272
2023-02-22,12.377
2023-02-23,12.164
2023-02-24,11.873
2023-02-25,11.873
2023-02-26,11.873
2023-02-27,11.993
2023-02-28,11.745
2023-03-01,11.943
2023-03-02,13.426
2023-03-03,12.897
2023-03-04,12.897
2023-03-05,12.897
2023-03-06,12.529
2023-03-07,12.449
2023-03-08,12.427
2023-03-09,12.592
2023-03-10,12.408
2023-03-11,12.408
2023-03-12,12.408
2023-03-13,12.318
2023-03-14,12.378
2023-03-15,12.585
2023-03-16,12.502
2023-03-17,12.137
2023-03-18,12.137
2023-03-19,12.137
2023-03-20,12.29
2023-03-21,12.503
2023-03-22,12.167
2023-03-23,12.329
2023-03-24,12.521
2023-03-25,12.521
2023-03-26,12.521
2023-03-27,12.822
2023-03-28,12.901
2023-03-29,12.807
2023-03-30,12.898
2023-03-31,13.1
2023-04-01,13.1
2023-04-02,13.1
2023-04-03,13.186
2023-04-04,13.052
2023-04-05,12.842
2023-04-06,12.954
2023-04-07,12.954
2023-04-08,12.954
2023-04-09,12.954
2023-04-10,12.883
2023-04-11,12.88
2023-04-12,12.865
2023-04-13,12.782
2023-04-14,12.388
2023-04-15,12.388
2023-04-16,12.388
2023-04-17,12.629
2023-04-18,12.502
2023-04-19,12.416
2023-04-20,12.256
2023-04-21,12.405
2023-04-22,12.405
2023-04-23,12.405
2023-04-24,12.795
2023-04-25,12.533
2023-04-26,12.777
2023-04-27,13.11
2023-04-28,13.001
2023-04-29,13.001
2023-04-30,13.001
2023-05-01,12.894
2023-05-02,13.838
2023-05-03,13.206
2023-05-04,13.309
2023-05-05,13.311
2023-05-06,13.311
2023-05-07,13.311
2023-05-08,13.09
2023-05-09,13.229
2023-05-10,13.202
2023-05-11,13.285
2023-05-12,13.498
2023-05-13,13.498
2023-05-14,13.498
2023-05-15,13.14
2023-05-16,13.133
2023-05-17,13.115
2023-05-18,13.108
2023-05-19,13.321
2023-05-20,13.321
2023-05-21,13.321
2023-05-22,13.017
2023-05-23,13.06
2023-05-24,13.111
2023-05-25,13.071
2023-05-26,13.017
2023-05-27,13.017
2023-05-28,13.017
2023-05-29,13.017
2023-05-30,12.815
2023-05-31,12.535
2023-06-01,11.89
2023-06-02,11.991
2023-06-03,11.991
2023-06-04,11.991
2023-06-05,11.835
2023-06-06,12.02
2023-06-07,12.273
2023-06-08,12.288
2023-06-09,12.353
2023-06-10,12.353
2023-06-11,12.353
2023-06-12,12.463
2023-06-13,12.696
2023-06-14,12.852
2023-06-15,12.681
2023-06-16,12.313
2023-06-17,12.313
2023-06-18,12.313
2023-06-19,12.313
2023-06-20,12.058
2023-06-21,12.091
2023-06-22,12.605
