,VNOM US Equity
2020-05-19,4.586
2020-05-20,5.022
2020-05-21,4.974
2020-05-22,4.984
2020-05-23,4.984
2020-05-24,4.984
2020-05-25,4.984
2020-05-26,5.192
2020-05-27,4.984
2020-05-28,5.045
2020-05-29,4.969
2020-05-30,4.969
2020-05-31,4.969
2020-06-01,4.998
2020-06-02,5.287
2020-06-03,5.372
2020-06-04,5.476
2020-06-05,6.111
2020-06-06,6.111
2020-06-07,6.111
2020-06-08,6.49
2020-06-09,6.301
2020-06-10,5.931
2020-06-11,5.301
2020-06-12,5.486
2020-06-13,5.486
2020-06-14,5.486
2020-06-15,5.581
2020-06-16,5.652
2020-06-17,5.344
2020-06-18,5.415
2020-06-19,5.301
2020-06-20,5.301
2020-06-21,5.301
2020-06-22,5.396
2020-06-23,5.472
2020-06-24,4.927
2020-06-25,5.022
2020-06-26,4.851
2020-06-27,4.851
2020-06-28,4.851
2020-06-29,4.951
2020-06-30,4.908
2020-07-01,4.813
2020-07-02,4.908
2020-07-03,4.908
2020-07-04,4.908
2020-07-05,4.908
2020-07-06,4.898
2020-07-07,4.761
2020-07-08,4.728
2020-07-09,4.463
2020-07-10,4.652
2020-07-11,4.652
2020-07-12,4.652
2020-07-13,4.538
2020-07-14,10.367
2020-07-15,10.594
2020-07-16,10.677
2020-07-17,10.419
2020-07-18,10.419
2020-07-19,10.419
2020-07-20,10.574
2020-07-21,11.277
2020-07-22,11.872
2020-07-23,11.562
2020-07-24,11.629
2020-07-25,11.629
2020-07-26,11.629
2020-07-27,11.419
2020-07-28,11.286
2020-07-29,11.706
2020-07-30,11.562
2020-07-31,11.43
2020-08-01,11.43
2020-08-02,11.43
2020-08-03,11.662
2020-08-04,11.529
2020-08-05,12.004
2020-08-06,11.374
2020-08-07,11.441
2020-08-08,11.441
2020-08-09,11.441
2020-08-10,12.093
2020-08-11,12.104
2020-08-12,12.525
2020-08-13,11.993
2020-08-14,12.126
2020-08-15,12.126
2020-08-16,12.126
2020-08-17,11.749
2020-08-18,11.461
2020-08-19,11.461
2020-08-20,11.284
2020-08-21,11.162
2020-08-22,11.162
2020-08-23,11.162
2020-08-24,11.395
2020-08-25,11.539
2020-08-26,11.262
2020-08-27,11.328
2020-08-28,10.686
2020-08-29,10.686
2020-08-30,10.686
2020-08-31,10.551
2020-09-01,10.51
2020-09-02,10.085
2020-09-03,9.981
2020-09-04,9.826
2020-09-05,9.826
2020-09-06,9.826
2020-09-07,9.826
2020-09-08,9.09
2020-09-09,9.131
2020-09-10,8.426
2020-09-11,8.229
2020-09-12,8.229
2020-09-13,8.229
2020-09-14,8.354
2020-09-15,8.24
2020-09-16,8.571
2020-09-17,8.478
2020-09-18,8.281
2020-09-19,8.281
2020-09-20,8.281
2020-09-21,8.043
2020-09-22,8.136
2020-09-23,7.773
2020-09-24,7.877
2020-09-25,7.794
2020-09-26,7.794
2020-09-27,7.794
2020-09-28,8.022
2020-09-29,7.96
2020-09-30,7.794
2020-10-01,7.608
2020-10-02,7.732
2020-10-03,7.732
2020-10-04,7.732
2020-10-05,8.022
2020-10-06,7.846
2020-10-07,7.846
2020-10-08,8.312
2020-10-09,8.126
2020-10-10,8.126
2020-10-11,8.126
2020-10-12,8.043
2020-10-13,7.794
2020-10-14,8.24
2020-10-15,8.354
2020-10-16,7.991
2020-10-17,7.991
2020-10-18,7.991
2020-10-19,7.887
2020-10-20,5.481
2020-10-21,5.32
2020-10-22,5.39
2020-10-23,5.341
2020-10-24,5.341
2020-10-25,5.341
2020-10-26,5.131
2020-10-27,5.131
2020-10-28,4.753
2020-10-29,4.9
2020-10-30,4.907
2020-10-31,4.907
2020-11-01,4.907
2020-11-02,5.032
2020-11-03,5.259
2020-11-04,5.182
2020-11-05,5.344
2020-11-06,5.288
2020-11-07,5.288
2020-11-08,5.288
2020-11-09,5.885
2020-11-10,6.373
2020-11-11,6.284
2020-11-12,5.983
2020-11-13,9.89
2020-11-14,9.89
2020-11-15,9.89
2020-11-16,10.158
2020-11-17,10.521
2020-11-18,10.553
2020-11-19,10.723
2020-11-20,10.777
2020-11-21,10.777
2020-11-22,10.777
2020-11-23,11.63
2020-11-24,12.121
2020-11-25,12.238
2020-11-26,12.238
2020-11-27,12.228
2020-11-28,12.228
2020-11-29,12.228
2020-11-30,11.95
2020-12-01,12.206
2020-12-02,12.292
2020-12-03,12.751
2020-12-04,13.732
2020-12-05,13.732
2020-12-06,13.732
2020-12-07,13.519
2020-12-08,18.827
2020-12-09,18.782
2020-12-10,19.287
2020-12-11,19.139
2020-12-12,19.139
2020-12-13,19.139
2020-12-14,18.5
2020-12-15,18.96
2020-12-16,18.693
2020-12-17,18.634
2020-12-18,18.634
2020-12-19,18.634
2020-12-20,18.634
2020-12-21,17.609
2020-12-22,16.674
2020-12-23,17.669
2020-12-24,17.52
2020-12-25,17.52
2020-12-26,17.52
2020-12-27,17.52
2020-12-28,17.431
2020-12-29,17.164
2020-12-30,17.03
2020-12-31,17.253
2021-01-01,17.253
2021-01-02,17.253
2021-01-03,17.253
2021-01-04,18.018
2021-01-05,18.847
2021-01-06,19.32
2021-01-07,20.474
2021-01-08,20.282
2021-01-09,20.282
2021-01-10,20.282
2021-01-11,20.074
2021-01-12,22.06
2021-01-13,21.316
2021-01-14,21.762
2021-01-15,21.435
2021-01-16,21.435
2021-01-17,21.435
2021-01-18,21.435
2021-01-19,22.518
2021-01-20,23.053
2021-01-21,21.937
2021-01-22,26.801
2021-01-23,26.801
2021-01-24,26.801
2021-01-25,26.746
2021-01-26,16.143
2021-01-27,15.111
2021-01-28,15.616
2021-01-29,15.414
2021-01-30,15.414
2021-01-31,15.414
2021-02-01,15.885
2021-02-02,15.919
2021-02-03,16.928
2021-02-04,16.895
2021-02-05,16.659
2021-02-06,16.659
2021-02-07,16.659
2021-02-08,17.433
2021-02-09,17.568
2021-02-10,18.387
2021-02-11,18.488
2021-02-12,19.116
2021-02-13,19.116
2021-02-14,19.116
2021-02-15,19.116
2021-02-16,19.161
2021-02-17,18.723
2021-02-18,17.871
2021-02-19,17.904
2021-02-20,17.904
2021-02-21,17.904
2021-02-22,18.555
2021-02-23,31.741
2021-02-24,31.873
2021-02-25,30.644
2021-02-26,29.66
2021-02-27,29.66
2021-02-28,29.66
2021-03-01,30.058
2021-03-02,29.112
2021-03-03,24.901
2021-03-04,25.013
2021-03-05,26.1
2021-03-06,26.1
2021-03-07,26.1
2021-03-08,25.812
2021-03-09,24.805
2021-03-10,26.052
2021-03-11,26.691
2021-03-12,26.979
2021-03-13,26.979
2021-03-14,26.979
2021-03-15,28.705
2021-03-16,27.555
2021-03-17,28.162
2021-03-18,25.908
2021-03-19,26.691
2021-03-20,26.691
2021-03-21,26.691
2021-03-22,25.812
2021-03-23,24.358
2021-03-24,24.821
2021-03-25,24.63
2021-03-26,24.965
2021-03-27,24.965
2021-03-28,24.965
2021-03-29,23.559
2021-03-30,23.175
2021-03-31,23.271
2021-04-01,24.47
2021-04-02,24.47
2021-04-03,24.47
2021-04-04,24.47
2021-04-05,47.506
2021-04-06,47.31
2021-04-07,47.734
2021-04-08,47.603
2021-04-09,49.201
2021-04-10,49.201
2021-04-11,49.201
2021-04-12,50.229
2021-04-13,8.827
2021-04-14,3.86
2021-04-15,3.892
2021-04-16,3.793
2021-04-17,3.793
2021-04-18,3.793
2021-04-19,3.809
2021-04-20,3.835
2021-04-21,4.004
2021-04-22,3.964
2021-04-23,3.909
2021-04-24,3.909
2021-04-25,3.909
2021-04-26,4.075
2021-04-27,4.045
2021-04-28,4.163
2021-04-29,4.176
2021-04-30,4.075
2021-05-01,4.075
2021-05-02,4.075
2021-05-03,4.156
2021-05-04,4.078
2021-05-05,3.551
2021-05-06,3.522
2021-05-07,3.614
2021-05-08,3.614
2021-05-09,3.614
2021-05-10,3.533
2021-05-11,3.47
2021-05-12,3.532
2021-05-13,3.492
2021-05-14,3.591
2021-05-15,3.591
2021-05-16,3.591
2021-05-17,4.923
2021-05-18,4.477
2021-05-19,4.287
2021-05-20,4.297
2021-05-21,4.273
2021-05-22,4.273
2021-05-23,4.273
2021-05-24,4.319
2021-05-25,4.225
2021-05-26,4.263
2021-05-27,4.319
2021-05-28,4.328
2021-05-29,4.328
2021-05-30,4.328
2021-05-31,4.328
2021-06-01,4.499
2021-06-02,4.482
2021-06-03,4.482
2021-06-04,4.484
2021-06-05,4.484
2021-06-06,4.484
2021-06-07,4.482
2021-06-08,4.695
2021-06-09,4.621
2021-06-10,4.628
2021-06-11,4.592
2021-06-12,4.592
2021-06-13,4.592
2021-06-14,4.494
2021-06-15,4.59
2021-06-16,4.561
2021-06-17,4.4
2021-06-18,4.412
2021-06-19,4.412
2021-06-20,4.412
2021-06-21,38.728
2021-06-22,38.332
2021-06-23,38.649
2021-06-24,38.649
2021-06-25,38.272
2021-06-26,38.272
2021-06-27,38.272
2021-06-28,36.964
2021-06-29,37.974
2021-06-30,38.238
2021-07-01,38.949
2021-07-02,38.238
2021-07-03,38.238
2021-07-04,38.238
2021-07-05,38.238
2021-07-06,22.725
2021-07-07,22.314
2021-07-08,21.741
2021-07-09,22.8
2021-07-10,22.8
2021-07-11,22.8
2021-07-12,22.738
2021-07-13,22.676
2021-07-14,21.953
2021-07-15,21.304
2021-07-16,20.93
2021-07-17,20.93
2021-07-18,20.93
2021-07-19,19.105
2021-07-20,19.61
2021-07-21,20.327
2021-07-22,20.762
2021-07-23,20.562
2021-07-24,20.562
2021-07-25,20.562
2021-07-26,20.04
2021-07-27,19.553
2021-07-28,19.858
2021-07-29,20.368
2021-07-30,20.391
2021-07-31,20.391
2021-08-01,20.391
2021-08-02,20.368
2021-08-03,20.262
2021-08-04,19.788
2021-08-05,20.364
2021-08-06,20.217
2021-08-07,20.217
2021-08-08,20.217
2021-08-09,16.493
2021-08-10,17.295
2021-08-11,17.482
2021-08-12,19.292
2021-08-13,18.832
2021-08-14,18.832
2021-08-15,18.832
2021-08-16,18.237
2021-08-17,18.268
2021-08-18,18.038
2021-08-19,17.578
2021-08-20,17.944
2021-08-21,17.944
2021-08-22,17.944
2021-08-23,18.529
2021-08-24,18.728
2021-08-25,18.884
2021-08-26,18.832
2021-08-27,19.062
2021-08-28,19.062
2021-08-29,19.062
2021-08-30,19.334
2021-08-31,19.355
2021-09-01,19.471
2021-09-02,20.318
2021-09-03,20.074
2021-09-04,20.074
2021-09-05,20.074
2021-09-06,20.074
2021-09-07,19.895
2021-09-08,19.535
2021-09-09,20.064
2021-09-10,19.969
2021-09-11,19.969
2021-09-12,19.969
2021-09-13,20.487
2021-09-14,20.17
2021-09-15,21.027
2021-09-16,21.164
2021-09-17,21.768
2021-09-18,21.768
2021-09-19,21.768
2021-09-20,21.186
2021-09-21,21.228
2021-09-22,21.535
2021-09-23,22.127
2021-09-24,21.759
2021-09-25,21.759
2021-09-26,21.759
2021-09-27,22.59
2021-09-28,21.894
2021-09-29,22.954
2021-09-30,22.694
2021-10-01,22.943
2021-10-02,22.943
2021-10-03,22.943
2021-10-04,23.857
2021-10-05,23.982
2021-10-06,23.452
2021-10-07,23.577
2021-10-08,23.982
2021-10-09,23.982
2021-10-10,23.982
2021-10-11,24.054
2021-10-12,24.169
2021-10-13,23.961
2021-10-14,24.158
2021-10-15,24.927
2021-10-16,24.927
2021-10-17,24.927
2021-10-18,25.831
2021-10-19,25.529
2021-10-20,19.342
2021-10-21,18.834
2021-10-22,19.024
2021-10-23,19.024
2021-10-24,19.024
2021-10-25,19.016
2021-10-26,18.897
2021-10-27,17.723
2021-10-28,17.794
2021-10-29,17.5
2021-10-30,17.5
2021-10-31,17.5
2021-11-01,17.81
2021-11-02,18.068
2021-11-03,17.531
2021-11-04,17.915
2021-11-05,18.412
2021-11-06,18.412
2021-11-07,18.412
2021-11-08,18.332
2021-11-09,18.601
2021-11-10,18.413
2021-11-11,18.381
2021-11-12,18.365
2021-11-13,18.365
2021-11-14,18.365
2021-11-15,18.446
2021-11-16,19.579
2021-11-17,18.747
2021-11-18,19.187
2021-11-19,18.096
2021-11-20,18.096
2021-11-21,18.096
2021-11-22,18.088
2021-11-23,18.707
2021-11-24,18.902
2021-11-25,18.902
2021-11-26,17.509
2021-11-27,17.509
2021-11-28,17.509
2021-11-29,17.835
2021-11-30,17.566
2021-12-01,16.833
2021-12-02,17.395
2021-12-03,17.256
2021-12-04,17.256
2021-12-05,17.256
2021-12-06,17.811
2021-12-07,7.3
2021-12-08,7.314
2021-12-09,7.146
2021-12-10,7.1
2021-12-11,7.1
2021-12-12,7.1
2021-12-13,6.906
2021-12-14,6.745
2021-12-15,6.827
2021-12-16,6.857
2021-12-17,6.788
2021-12-18,6.788
2021-12-19,6.788
2021-12-20,6.771
2021-12-21,7.117
2021-12-22,7.123
2021-12-23,7.11
2021-12-24,7.11
2021-12-25,7.11
2021-12-26,7.11
2021-12-27,7.477
2021-12-28,7.396
2021-12-29,7.305
2021-12-30,7.275
2021-12-31,7.177
2022-01-01,7.177
2022-01-02,7.177
2022-01-03,7.558
2022-01-04,7.559
2022-01-05,7.723
2022-01-06,7.981
2022-01-07,7.959
2022-01-08,7.959
2022-01-09,7.959
2022-01-10,10.888
2022-01-11,11.247
2022-01-12,11.363
2022-01-13,11.355
2022-01-14,11.45
2022-01-15,11.45
2022-01-16,11.45
2022-01-17,11.45
2022-01-18,11.044
2022-01-19,10.962
2022-01-20,10.445
2022-01-21,9.971
2022-01-22,9.971
2022-01-23,9.971
2022-01-24,9.341
2022-01-25,9.643
2022-01-26,9.829
2022-01-27,9.92
2022-01-28,9.713
2022-01-29,9.713
2022-01-30,9.713
2022-01-31,9.844
2022-02-01,9.872
2022-02-02,9.786
2022-02-03,9.611
2022-02-04,9.64
2022-02-05,9.64
2022-02-06,9.64
2022-02-07,9.729
2022-02-08,9.29
2022-02-09,9.385
2022-02-10,9.462
2022-02-11,9.854
2022-02-12,9.854
2022-02-13,9.854
2022-02-14,9.661
2022-02-15,9.507
2022-02-16,9.451
2022-02-17,9.236
2022-02-18,9.104
2022-02-19,9.104
2022-02-20,9.104
2022-02-21,9.104
2022-02-22,8.961
2022-02-23,9.542
2022-02-24,9.114
2022-02-25,9.094
2022-02-26,9.094
2022-02-27,9.094
2022-02-28,9.388
2022-03-01,9.439
2022-03-02,10.458
2022-03-03,10.584
2022-03-04,10.8
2022-03-05,10.8
2022-03-06,10.8
2022-03-07,10.114
2022-03-08,10.166
2022-03-09,9.904
2022-03-10,10.242
2022-03-11,9.901
2022-03-12,9.901
2022-03-13,9.901
2022-03-14,9.163
2022-03-15,9.021
2022-03-16,9.079
2022-03-17,9.634
2022-03-18,9.588
2022-03-19,9.588
2022-03-20,9.588
2022-03-21,9.695
2022-03-22,9.611
2022-03-23,9.302
2022-03-24,9.333
2022-03-25,8.888
2022-03-26,8.888
2022-03-27,8.888
2022-03-28,8.693
2022-03-29,8.768
2022-03-30,8.621
2022-03-31,8.517
2022-04-01,8.636
2022-04-02,8.636
2022-04-03,8.636
2022-04-04,8.788
2022-04-05,8.612
2022-04-06,8.135
2022-04-07,7.383
2022-04-08,7.412
2022-04-09,7.412
2022-04-10,7.412
2022-04-11,8.071
2022-04-12,8.002
2022-04-13,8.304
2022-04-14,8.336
2022-04-15,8.336
2022-04-16,8.336
2022-04-17,8.336
2022-04-18,7.97
2022-04-19,7.845
2022-04-20,8.891
2022-04-21,8.853
2022-04-22,9.327
2022-04-23,9.327
2022-04-24,9.327
2022-04-25,8.978
2022-04-26,8.706
2022-04-27,8.876
2022-04-28,8.975
2022-04-29,8.901
2022-04-30,8.901
2022-05-01,8.901
2022-05-02,8.727
2022-05-03,9.594
2022-05-04,9.656
2022-05-05,9.324
2022-05-06,9.388
2022-05-07,9.388
2022-05-08,9.388
2022-05-09,8.592
2022-05-10,8.739
2022-05-11,8.758
2022-05-12,8.764
2022-05-13,8.947
2022-05-14,8.947
2022-05-15,8.947
2022-05-16,9.124
2022-05-17,9.42
2022-05-18,9.485
2022-05-19,9.351
2022-05-20,9.392
2022-05-21,9.392
2022-05-22,9.392
2022-05-23,9.74
2022-05-24,9.697
2022-05-25,10.054
2022-05-26,10.348
2022-05-27,10.665
2022-05-28,10.665
2022-05-29,10.665
2022-05-30,10.665
2022-05-31,10.969
2022-06-01,11.054
2022-06-02,9.791
2022-06-03,9.922
2022-06-04,9.922
2022-06-05,9.922
2022-06-06,9.945
2022-06-07,10.105
2022-06-08,10.034
2022-06-09,9.865
2022-06-10,9.797
2022-06-11,9.797
2022-06-12,9.797
2022-06-13,9.023
2022-06-14,9.031
2022-06-15,8.917
2022-06-16,8.628
2022-06-17,7.844
2022-06-18,7.844
2022-06-19,7.844
2022-06-20,7.844
2022-06-21,7.992
2022-06-22,7.222
2022-06-23,7.22
2022-06-24,7.33
2022-06-25,7.33
2022-06-26,7.33
2022-06-27,7.725
2022-06-28,8.059
2022-06-29,7.655
2022-06-30,7.742
2022-07-01,7.922
2022-07-02,7.922
2022-07-03,7.922
2022-07-04,7.922
2022-07-05,7.313
2022-07-06,7.184
2022-07-07,7.752
2022-07-08,7.737
2022-07-09,7.737
2022-07-10,7.737
2022-07-11,7.71
2022-07-12,7.458
2022-07-13,7.752
2022-07-14,7.485
2022-07-15,8.625
2022-07-16,8.625
2022-07-17,8.625
2022-07-18,8.805
2022-07-19,8.92
2022-07-20,9.111
2022-07-21,8.933
2022-07-22,8.857
2022-07-23,8.857
2022-07-24,8.857
2022-07-25,9.358
2022-07-26,9.5
2022-07-27,9.768
2022-07-28,9.791
2022-07-29,10.144
2022-07-30,10.144
2022-07-31,10.144
2022-08-01,9.784
2022-08-02,10.113
2022-08-03,9.813
2022-08-04,9.4
2022-08-05,9.637
2022-08-06,9.637
2022-08-07,9.637
2022-08-08,9.767
2022-08-09,9.883
2022-08-10,10.06
2022-08-11,10.457
2022-08-12,9.888
2022-08-13,9.888
2022-08-14,9.888
2022-08-15,9.555
2022-08-16,9.253
2022-08-17,9.259
2022-08-18,9.716
2022-08-19,9.42
2022-08-20,9.42
2022-08-21,9.42
2022-08-22,9.971
2022-08-23,10.156
2022-08-24,10.219
2022-08-25,10.182
2022-08-26,9.927
2022-08-27,9.927
2022-08-28,9.927
2022-08-29,10.043
2022-08-30,9.704
2022-08-31,9.632
2022-09-01,9.367
2022-09-02,9.651
2022-09-03,9.651
2022-09-04,9.651
2022-09-05,9.651
2022-09-06,9.534
2022-09-07,9.351
2022-09-08,9.597
2022-09-09,9.831
2022-09-10,9.831
2022-09-11,9.831
2022-09-12,12.864
2022-09-13,12.708
2022-09-14,13.416
2022-09-15,13.523
2022-09-16,13.332
2022-09-17,13.332
2022-09-18,13.332
2022-09-19,12.981
2022-09-20,13.108
2022-09-21,12.816
2022-09-22,12.524
2022-09-23,11.366
2022-09-24,11.366
2022-09-25,11.366
2022-09-26,11.862
2022-09-27,12.05
2022-09-28,13.144
2022-09-29,13.047
2022-09-30,13.172
2022-10-01,13.172
2022-10-02,13.172
2022-10-03,13.884
2022-10-04,14.265
2022-10-05,14.477
2022-10-06,14.615
2022-10-07,14.573
2022-10-08,14.573
2022-10-09,14.573
2022-10-10,14.863
2022-10-11,14.684
2022-10-12,14.821
2022-10-13,15.035
2022-10-14,14.462
2022-10-15,14.462
2022-10-16,14.462
2022-10-17,14.693
2022-10-18,14.105
2022-10-19,14.332
2022-10-20,14.262
2022-10-21,14.388
2022-10-22,14.388
2022-10-23,14.388
2022-10-24,14.367
2022-10-25,14.5
2022-10-26,14.803
2022-10-27,14.39
2022-10-28,14.539
2022-10-29,14.539
2022-10-30,14.539
2022-10-31,14.649
2022-11-01,14.75
2022-11-02,14.829
2022-11-03,14.978
2022-11-04,15.088
2022-11-05,15.088
2022-11-06,15.088
2022-11-07,15.558
2022-11-08,14.586
2022-11-09,13.637
2022-11-10,13.916
2022-11-11,14.072
2022-11-12,14.072
2022-11-13,14.072
2022-11-14,14.038
2022-11-15,14.101
2022-11-16,14.029
2022-11-17,14.003
2022-11-18,13.853
2022-11-19,13.853
2022-11-20,13.853
2022-11-21,13.4
2022-11-22,13.887
2022-11-23,13.943
2022-11-24,13.943
2022-11-25,14.007
2022-11-26,14.007
2022-11-27,14.007
2022-11-28,13.78
2022-11-29,13.892
2022-11-30,14.146
2022-12-01,11.954
2022-12-02,12.096
2022-12-03,12.096
2022-12-04,12.096
2022-12-05,11.717
2022-12-06,11.308
2022-12-07,11.337
2022-12-08,11.073
2022-12-09,10.747
2022-12-10,10.747
2022-12-11,10.747
2022-12-12,11.189
2022-12-13,11.558
2022-12-14,11.323
2022-12-15,11.315
2022-12-16,10.986
2022-12-17,10.986
2022-12-18,10.986
2022-12-19,10.116
2022-12-20,10.43
2022-12-21,10.611
2022-12-22,10.176
2022-12-23,10.782
2022-12-24,10.782
2022-12-25,10.782
2022-12-26,10.782
2022-12-27,10.798
2022-12-28,10.414
2022-12-29,10.675
2022-12-30,10.638
2022-12-31,10.638
2023-01-01,10.638
2023-01-02,10.638
2023-01-03,9.711
2023-01-04,9.607
2023-01-05,9.761
2023-01-06,10.163
2023-01-07,10.163
2023-01-08,10.163
2023-01-09,11.41
2023-01-10,11.468
2023-01-11,11.547
2023-01-12,12.057
2023-01-13,12.025
2023-01-14,12.025
2023-01-15,12.025
2023-01-16,12.025
2023-01-17,12.405
2023-01-18,11.896
2023-01-19,13.032
2023-01-20,13.004
2023-01-21,13.004
2023-01-22,13.004
2023-01-23,13.277
2023-01-24,13.345
2023-01-25,13.373
2023-01-26,13.365
2023-01-27,13.231
2023-01-28,13.231
2023-01-29,13.231
2023-01-30,12.897
2023-01-31,13.412
2023-02-01,13.032
2023-02-02,12.716
2023-02-03,12.712
2023-02-04,12.712
2023-02-05,12.712
2023-02-06,12.687
2023-02-07,13.175
2023-02-08,13.07
2023-02-09,12.632
2023-02-10,13.204
2023-02-11,13.204
2023-02-12,13.204
2023-02-13,13.272
2023-02-14,13.272
2023-02-15,12.945
2023-02-16,12.916
2023-02-17,14.207
2023-02-18,14.207
2023-02-19,14.207
2023-02-20,14.207
2023-02-21,14.751
2023-02-22,14.759
2023-02-23,14.981
2023-02-24,14.591
2023-02-25,14.591
2023-02-26,14.591
2023-02-27,14.602
2023-02-28,14.327
2023-03-01,14.967
2023-03-02,15.333
2023-03-03,15.44
2023-03-04,15.44
2023-03-05,15.44
2023-03-06,15.312
2023-03-07,14.684
2023-03-08,14.589
2023-03-09,14.494
2023-03-10,14.245
2023-03-11,14.245
2023-03-12,14.245
2023-03-13,13.886
2023-03-14,13.896
2023-03-15,13.143
2023-03-16,13.362
2023-03-17,12.928
2023-03-18,12.928
2023-03-19,12.928
2023-03-20,13.11
2023-03-21,13.382
2023-03-22,13.11
2023-03-23,14.686
2023-03-24,14.601
2023-03-25,14.601
2023-03-26,14.601
2023-03-27,15.046
2023-03-28,15.177
2023-03-29,16.833
2023-03-30,17.565
2023-03-31,14.237
2023-04-01,14.237
2023-04-02,14.237
2023-04-03,15.106
2023-04-04,14.928
2023-04-05,15.624
2023-04-06,15.687
2023-04-07,15.687
2023-04-08,15.687
2023-04-09,15.687
2023-04-10,15.797
2023-04-11,15.829
2023-04-12,15.9
2023-04-13,15.911
2023-04-14,19.818
2023-04-15,19.818
2023-04-16,19.818
2023-04-17,19.631
2023-04-18,18.641
2023-04-19,17.038
2023-04-20,15.934
2023-04-21,16.676
2023-04-22,16.676
2023-04-23,16.676
2023-04-24,15.818
2023-04-25,15.535
2023-04-26,15.148
2023-04-27,15.184
2023-04-28,14.881
2023-04-29,14.881
2023-04-30,14.881
2023-05-01,14.709
2023-05-02,14.193
2023-05-03,13.828
2023-05-04,13.515
2023-05-05,13.883
2023-05-06,13.883
2023-05-07,13.883
2023-05-08,13.611
2023-05-09,13.661
2023-05-10,13.661
2023-05-11,13.335
2023-05-12,13.381
2023-05-13,13.381
2023-05-14,13.381
2023-05-15,13.939
2023-05-16,13.68
2023-05-17,13.917
2023-05-18,14.094
2023-05-19,14.13
2023-05-20,14.13
2023-05-21,14.13
2023-05-22,13.886
2023-05-23,13.963
2023-05-24,13.993
2023-05-25,13.565
2023-05-26,13.448
2023-05-27,13.448
2023-05-28,13.448
2023-05-29,13.448
2023-05-30,13.29
2023-05-31,13.142
2023-06-01,13.239
2023-06-02,13.509
2023-06-03,13.509
2023-06-04,13.509
2023-06-05,13.392
2023-06-06,14.153
2023-06-07,14.191
2023-06-08,14.023
2023-06-09,13.997
2023-06-10,13.997
2023-06-11,13.997
2023-06-12,14.369
2023-06-13,14.017
2023-06-14,14.152
2023-06-15,13.978
2023-06-16,13.955
2023-06-17,13.955
2023-06-18,13.955
2023-06-19,13.955
2023-06-20,13.995
2023-06-21,12.151
2023-06-22,12.075
