,HII US Equity
2020-04-07,8.263
2020-04-08,8.423
2020-04-09,8.705
2020-04-10,8.705
2020-04-11,8.705
2020-04-12,8.705
2020-04-13,8.804
2020-04-14,8.914
2020-04-15,8.641
2020-04-16,8.709
2020-04-17,8.866
2020-04-18,8.866
2020-04-19,8.866
2020-04-20,8.699
2020-04-21,8.345
2020-04-22,8.426
2020-04-23,8.45
2020-04-24,8.348
2020-04-25,8.348
2020-04-26,8.348
2020-04-27,8.518
2020-04-28,8.654
2020-04-29,8.848
2020-04-30,8.66
2020-05-01,8.401
2020-05-02,8.401
2020-05-03,8.401
2020-05-04,8.143
2020-05-05,8.265
2020-05-06,8.083
2020-05-07,7.841
2020-05-08,8.292
2020-05-09,8.292
2020-05-10,8.292
2020-05-11,8.179
2020-05-12,7.968
2020-05-13,7.818
2020-05-14,7.843
2020-05-15,7.767
2020-05-16,7.767
2020-05-17,7.767
2020-05-18,8.216
2020-05-19,7.902
2020-05-20,7.975
2020-05-21,8.019
2020-05-22,8.076
2020-05-23,8.076
2020-05-24,8.076
2020-05-25,8.076
2020-05-26,8.546
2020-05-27,9.098
2020-05-28,8.911
2020-05-29,8.876
2020-05-30,8.876
2020-05-31,8.876
2020-06-01,8.683
2020-06-02,8.626
2020-06-03,8.867
2020-06-04,8.816
2020-06-05,8.995
2020-06-06,8.995
2020-06-07,8.995
2020-06-08,9.149
2020-06-09,8.782
2020-06-10,8.748
2020-06-11,8.029
2020-06-12,8.095
2020-06-13,8.095
2020-06-14,8.095
2020-06-15,8.086
2020-06-16,8.24
2020-06-17,8.168
2020-06-18,8.059
2020-06-19,7.933
2020-06-20,7.933
2020-06-21,7.933
2020-06-22,7.9
2020-06-23,7.867
2020-06-24,7.425
2020-06-25,7.642
2020-06-26,7.591
2020-06-27,7.591
2020-06-28,7.591
2020-06-29,7.877
2020-06-30,7.748
2020-07-01,7.714
2020-07-02,7.686
2020-07-03,7.686
2020-07-04,7.686
2020-07-05,7.686
2020-07-06,7.694
2020-07-07,7.474
2020-07-08,7.437
2020-07-09,7.183
2020-07-10,7.417
2020-07-11,7.417
2020-07-12,7.417
2020-07-13,7.531
2020-07-14,7.629
2020-07-15,7.858
2020-07-16,7.964
2020-07-17,8.035
2020-07-18,8.035
2020-07-19,8.035
2020-07-20,7.825
2020-07-21,7.904
2020-07-22,7.975
2020-07-23,8.033
2020-07-24,7.862
2020-07-25,7.862
2020-07-26,7.862
2020-07-27,7.69
2020-07-28,7.77
2020-07-29,7.809
2020-07-30,7.761
2020-07-31,7.713
2020-08-01,7.713
2020-08-02,7.713
2020-08-03,7.785
2020-08-04,7.706
2020-08-05,7.933
2020-08-06,7.3
2020-08-07,7.661
2020-08-08,7.661
2020-08-09,7.661
2020-08-10,7.907
2020-08-11,7.88
2020-08-12,7.695
2020-08-13,7.693
2020-08-14,7.823
2020-08-15,7.823
2020-08-16,7.823
2020-08-17,7.645
2020-08-18,7.607
2020-08-19,7.63
2020-08-20,7.478
2020-08-21,7.436
2020-08-22,7.436
2020-08-23,7.436
2020-08-24,7.602
2020-08-25,7.45
2020-08-26,7.213
2020-08-27,7.241
2020-08-28,7.194
2020-08-29,7.194
2020-08-30,7.194
2020-08-31,7.15
2020-09-01,7.094
2020-09-02,7.142
2020-09-03,7.084
2020-09-04,6.961
2020-09-05,6.961
2020-09-06,6.961
2020-09-07,6.961
2020-09-08,6.69
2020-09-09,6.67
2020-09-10,6.504
2020-09-11,6.956
2020-09-12,6.956
2020-09-13,6.956
2020-09-14,6.93
2020-09-15,6.855
2020-09-16,6.981
2020-09-17,7.106
2020-09-18,7.04
2020-09-19,7.04
2020-09-20,7.04
2020-09-21,6.791
2020-09-22,6.777
2020-09-23,6.58
2020-09-24,6.582
2020-09-25,6.664
2020-09-26,6.664
2020-09-27,6.664
2020-09-28,6.754
2020-09-29,6.664
2020-09-30,6.642
2020-10-01,6.606
2020-10-02,6.801
2020-10-03,6.801
2020-10-04,6.801
2020-10-05,6.905
2020-10-06,6.943
2020-10-07,6.981
2020-10-08,7.061
2020-10-09,7.077
2020-10-10,7.077
2020-10-11,7.077
2020-10-12,7.052
2020-10-13,7.006
2020-10-14,7.163
2020-10-15,6.975
2020-10-16,6.997
2020-10-17,6.997
2020-10-18,6.997
2020-10-19,6.82
2020-10-20,6.854
2020-10-21,6.938
2020-10-22,7.064
2020-10-23,7.091
2020-10-24,7.091
2020-10-25,7.091
2020-10-26,6.947
2020-10-27,6.799
2020-10-28,6.564
2020-10-29,6.634
2020-10-30,6.844
2020-10-31,6.844
2020-11-01,6.844
2020-11-02,6.937
2020-11-03,7.281
2020-11-04,6.994
2020-11-05,6.986
2020-11-06,7.073
2020-11-07,7.073
2020-11-08,7.073
2020-11-09,7.233
2020-11-10,7.492
2020-11-11,7.329
2020-11-12,7.352
2020-11-13,7.606
2020-11-14,7.606
2020-11-15,7.606
2020-11-16,7.571
2020-11-17,7.551
2020-11-18,7.56
2020-11-19,7.523
2020-11-20,7.362
2020-11-21,7.362
2020-11-22,7.362
2020-11-23,7.657
2020-11-24,7.924
2020-11-25,7.728
2020-11-26,7.728
2020-11-27,7.682
2020-11-28,7.682
2020-11-29,7.682
2020-11-30,7.479
2020-12-01,7.676
2020-12-02,7.618
2020-12-03,7.644
2020-12-04,7.829
2020-12-05,7.829
2020-12-06,7.829
2020-12-07,7.939
2020-12-08,8.011
2020-12-09,8.098
2020-12-10,8.145
2020-12-11,8.296
2020-12-12,8.296
2020-12-13,8.296
2020-12-14,8.169
2020-12-15,8.22
2020-12-16,8.153
2020-12-17,7.959
2020-12-18,7.919
2020-12-19,7.919
2020-12-20,7.919
2020-12-21,7.716
2020-12-22,7.64
2020-12-23,7.776
2020-12-24,7.722
2020-12-25,7.722
2020-12-26,7.722
2020-12-27,7.722
2020-12-28,7.792
2020-12-29,7.777
2020-12-30,7.869
2020-12-31,7.959
2021-01-01,7.959
2021-01-02,7.959
2021-01-03,7.959
2021-01-04,7.659
2021-01-05,7.73
2021-01-06,7.983
2021-01-07,7.925
2021-01-08,7.894
2021-01-09,7.894
2021-01-10,7.894
2021-01-11,7.9
2021-01-12,8.04
2021-01-13,7.998
2021-01-14,8.031
2021-01-15,8.006
2021-01-16,8.006
2021-01-17,8.006
2021-01-18,8.006
2021-01-19,7.964
2021-01-20,7.865
2021-01-21,7.792
2021-01-22,7.827
2021-01-23,7.827
2021-01-24,7.827
2021-01-25,7.774
2021-01-26,7.511
2021-01-27,7.619
2021-01-28,7.561
2021-01-29,7.345
2021-01-30,7.345
2021-01-31,7.345
2021-02-01,7.366
2021-02-02,7.452
2021-02-03,7.526
2021-02-04,7.528
2021-02-05,7.652
2021-02-06,7.652
2021-02-07,7.652
2021-02-08,7.704
2021-02-09,7.807
2021-02-10,7.833
2021-02-11,7.962
2021-02-12,8.151
2021-02-13,8.151
2021-02-14,8.151
2021-02-15,8.151
2021-02-16,7.878
2021-02-17,8.025
2021-02-18,8.025
2021-02-19,8.192
2021-02-20,8.192
2021-02-21,8.192
2021-02-22,8.575
2021-02-23,8.385
2021-02-24,8.46
2021-02-25,8.291
2021-02-26,7.96
2021-02-27,7.96
2021-02-28,7.96
2021-03-01,8.073
2021-03-02,8.129
2021-03-03,8.246
2021-03-04,8.117
2021-03-05,8.399
2021-03-06,8.399
2021-03-07,8.399
2021-03-08,8.648
2021-03-09,8.376
2021-03-10,8.501
2021-03-11,8.594
2021-03-12,8.828
2021-03-13,8.828
2021-03-14,8.828
2021-03-15,8.973
2021-03-16,8.83
2021-03-17,8.957
2021-03-18,8.981
2021-03-19,8.926
2021-03-20,8.926
2021-03-21,8.926
2021-03-22,8.873
2021-03-23,8.665
2021-03-24,8.784
2021-03-25,9.057
2021-03-26,9.193
2021-03-27,9.193
2021-03-28,9.193
2021-03-29,9.383
2021-03-30,9.307
2021-03-31,9.315
2021-04-01,9.242
2021-04-02,9.242
2021-04-03,9.242
2021-04-04,9.242
2021-04-05,9.394
2021-04-06,9.638
2021-04-07,9.529
2021-04-08,9.604
2021-04-09,9.614
2021-04-10,9.614
2021-04-11,9.614
2021-04-12,9.772
2021-04-13,9.581
2021-04-14,9.66
2021-04-15,9.683
2021-04-16,9.422
2021-04-17,9.422
2021-04-18,9.422
2021-04-19,9.51
2021-04-20,9.4
2021-04-21,9.445
2021-04-22,9.233
2021-04-23,9.335
2021-04-24,9.335
2021-04-25,9.335
2021-04-26,9.373
2021-04-27,9.394
2021-04-28,9.521
2021-04-29,9.644
2021-04-30,9.615
2021-05-01,9.615
2021-05-02,9.615
2021-05-03,9.743
2021-05-04,9.709
2021-05-05,9.64
2021-05-06,9.971
2021-05-07,9.828
2021-05-08,9.828
2021-05-09,9.828
2021-05-10,9.945
2021-05-11,9.733
2021-05-12,9.617
2021-05-13,9.76
2021-05-14,9.802
2021-05-15,9.802
2021-05-16,9.802
2021-05-17,9.83
2021-05-18,9.673
2021-05-19,9.665
2021-05-20,9.636
2021-05-21,9.687
2021-05-22,9.687
2021-05-23,9.687
2021-05-24,9.79
2021-05-25,9.606
2021-05-26,9.646
2021-05-27,9.828
2021-05-28,9.855
2021-05-29,9.855
2021-05-30,9.855
2021-05-31,9.855
2021-06-01,9.94
2021-06-02,9.978
2021-06-03,10.055
2021-06-04,10.13
2021-06-05,10.13
2021-06-06,10.13
2021-06-07,10.086
2021-06-08,10.149
2021-06-09,10.074
2021-06-10,10.062
2021-06-11,10.073
2021-06-12,10.073
2021-06-13,10.073
2021-06-14,10.018
2021-06-15,10.032
2021-06-16,9.881
2021-06-17,9.646
2021-06-18,9.443
2021-06-19,9.443
2021-06-20,9.443
2021-06-21,9.711
2021-06-22,9.645
2021-06-23,9.548
2021-06-24,9.62
2021-06-25,9.721
2021-06-26,9.721
2021-06-27,9.721
2021-06-28,9.625
2021-06-29,9.473
2021-06-30,9.606
2021-07-01,9.67
2021-07-02,9.661
2021-07-03,9.661
2021-07-04,9.661
2021-07-05,9.661
2021-07-06,9.383
2021-07-07,9.206
2021-07-08,9.058
2021-07-09,9.177
2021-07-10,9.177
2021-07-11,9.177
2021-07-12,9.108
2021-07-13,9.018
2021-07-14,8.974
2021-07-15,9.15
2021-07-16,9.121
2021-07-17,9.121
2021-07-18,9.121
2021-07-19,8.874
2021-07-20,9.219
2021-07-21,9.304
2021-07-22,9.186
2021-07-23,9.469
2021-07-24,9.469
2021-07-25,9.469
2021-07-26,9.535
2021-07-27,9.5
2021-07-28,9.52
2021-07-29,9.63
2021-07-30,9.533
2021-07-31,9.533
2021-08-01,9.533
2021-08-02,9.453
2021-08-03,9.497
2021-08-04,9.313
2021-08-05,9.443
2021-08-06,9.648
2021-08-07,9.648
2021-08-08,9.648
2021-08-09,9.424
2021-08-10,9.525
2021-08-11,9.616
2021-08-12,9.55
2021-08-13,9.479
2021-08-14,9.479
2021-08-15,9.479
2021-08-16,9.423
2021-08-17,9.42
2021-08-18,9.213
2021-08-19,9.257
2021-08-20,9.376
2021-08-21,9.376
2021-08-22,9.376
2021-08-23,9.527
2021-08-24,9.529
2021-08-25,9.538
2021-08-26,9.458
2021-08-27,9.577
2021-08-28,9.577
2021-08-29,9.577
2021-08-30,9.577
2021-08-31,9.446
2021-09-01,9.391
2021-09-02,9.49
2021-09-03,9.4
2021-09-04,9.4
2021-09-05,9.4
2021-09-06,9.4
2021-09-07,9.218
2021-09-08,9.23
2021-09-09,9.222
2021-09-10,9.169
2021-09-11,9.169
2021-09-12,9.169
2021-09-13,9.298
2021-09-14,9.149
2021-09-15,9.216
2021-09-16,9.025
2021-09-17,9.021
2021-09-18,9.021
2021-09-19,9.021
2021-09-20,8.958
2021-09-21,8.759
2021-09-22,8.858
2021-09-23,9.001
2021-09-24,9.039
2021-09-25,9.039
2021-09-26,9.039
2021-09-27,9.117
2021-09-28,9.093
2021-09-29,9.13
2021-09-30,8.932
2021-10-01,8.984
2021-10-02,8.984
2021-10-03,8.984
2021-10-04,9.025
2021-10-05,9.019
2021-10-06,9.104
2021-10-07,9.385
2021-10-08,9.549
2021-10-09,9.549
2021-10-10,9.549
2021-10-11,9.754
2021-10-12,9.816
2021-10-13,9.925
2021-10-14,9.882
2021-10-15,9.98
2021-10-16,9.98
2021-10-17,9.98
2021-10-18,9.835
2021-10-19,9.928
2021-10-20,10.037
2021-10-21,10.009
2021-10-22,10.09
2021-10-23,10.09
2021-10-24,10.09
2021-10-25,10.073
2021-10-26,9.687
2021-10-27,9.607
2021-10-28,9.696
2021-10-29,9.611
2021-10-30,9.611
2021-10-31,9.611
2021-11-01,9.58
2021-11-02,9.477
2021-11-03,9.479
2021-11-04,9.121
2021-11-05,9.228
2021-11-06,9.228
2021-11-07,9.228
2021-11-08,8.397
2021-11-09,8.424
2021-11-10,8.384
2021-11-11,8.17
2021-11-12,8.306
2021-11-13,8.306
2021-11-14,8.306
2021-11-15,8.236
2021-11-16,8.146
2021-11-17,8.075
2021-11-18,8.011
2021-11-19,7.993
2021-11-20,7.993
2021-11-21,7.993
2021-11-22,8.24
2021-11-23,8.185
2021-11-24,8.117
2021-11-25,8.117
2021-11-26,7.977
2021-11-27,7.977
2021-11-28,7.977
2021-11-29,7.91
2021-11-30,7.727
2021-12-01,7.686
2021-12-02,7.76
2021-12-03,8.136
2021-12-04,8.136
2021-12-05,8.136
2021-12-06,8.627
2021-12-07,8.572
2021-12-08,8.649
2021-12-09,8.631
2021-12-10,8.632
2021-12-11,8.632
2021-12-12,8.632
2021-12-13,8.696
2021-12-14,8.642
2021-12-15,8.723
2021-12-16,8.692
2021-12-17,8.479
2021-12-18,8.479
2021-12-19,8.479
2021-12-20,8.271
2021-12-21,8.435
2021-12-22,8.306
2021-12-23,8.392
2021-12-24,8.392
2021-12-25,8.392
2021-12-26,8.392
2021-12-27,8.483
2021-12-28,8.579
2021-12-29,8.542
2021-12-30,8.531
2021-12-31,8.6
2022-01-01,8.6
2022-01-02,8.6
2022-01-03,8.568
2022-01-04,8.727
2022-01-05,8.585
2022-01-06,8.998
2022-01-07,9.11
2022-01-08,9.11
2022-01-09,9.11
2022-01-10,9.263
2022-01-11,9.39
2022-01-12,9.308
2022-01-13,9.235
2022-01-14,9.332
2022-01-15,9.332
2022-01-16,9.332
2022-01-17,9.332
2022-01-18,9.233
2022-01-19,9.144
2022-01-20,9.047
2022-01-21,9.015
2022-01-22,9.015
2022-01-23,9.015
2022-01-24,9.23
2022-01-25,9.183
2022-01-26,9.054
2022-01-27,8.889
2022-01-28,8.853
2022-01-29,8.853
2022-01-30,8.853
2022-01-31,8.831
2022-02-01,8.752
2022-02-02,8.822
2022-02-03,8.658
2022-02-04,8.615
2022-02-05,8.615
2022-02-06,8.615
2022-02-07,8.681
2022-02-08,8.774
2022-02-09,8.831
2022-02-10,8.807
2022-02-11,9.653
2022-02-12,9.653
2022-02-13,9.653
2022-02-14,9.516
2022-02-15,9.457
2022-02-16,9.586
2022-02-17,9.708
2022-02-18,9.77
2022-02-19,9.77
2022-02-20,9.77
2022-02-21,9.77
2022-02-22,9.811
2022-02-23,9.838
2022-02-24,10.143
2022-02-25,10.559
2022-02-26,10.559
2022-02-27,10.559
2022-02-28,10.799
2022-03-01,10.786
2022-03-02,11.016
2022-03-03,11.148
2022-03-04,11.52
2022-03-05,11.52
2022-03-06,11.52
2022-03-07,11.556
2022-03-08,11.065
2022-03-09,10.997
2022-03-10,11.13
2022-03-11,10.887
2022-03-12,10.887
2022-03-13,10.887
2022-03-14,10.669
2022-03-15,10.699
2022-03-16,10.269
2022-03-17,10.784
2022-03-18,10.585
2022-03-19,10.585
2022-03-20,10.585
2022-03-21,10.966
2022-03-22,10.987
2022-03-23,11.096
2022-03-24,11.126
2022-03-25,11.256
2022-03-26,11.256
2022-03-27,11.256
2022-03-28,10.949
2022-03-29,11.053
2022-03-30,11.111
2022-03-31,10.899
2022-04-01,11.073
2022-04-02,11.073
2022-04-03,11.073
2022-04-04,10.421
2022-04-05,10.382
2022-04-06,10.433
2022-04-07,10.733
2022-04-08,10.629
2022-04-09,10.629
2022-04-10,10.629
2022-04-11,10.594
2022-04-12,10.839
2022-04-13,10.992
2022-04-14,11.494
2022-04-15,11.494
2022-04-16,11.494
2022-04-17,11.494
2022-04-18,10.907
2022-04-19,10.967
2022-04-20,11.123
2022-04-21,10.863
2022-04-22,10.872
2022-04-23,10.872
2022-04-24,10.872
2022-04-25,10.694
2022-04-26,10.7
2022-04-27,10.759
2022-04-28,10.672
2022-04-29,10.411
2022-04-30,10.411
2022-05-01,10.411
2022-05-02,10.391
2022-05-03,10.51
2022-05-04,10.871
2022-05-05,11.33
2022-05-06,11.219
2022-05-07,11.219
2022-05-08,11.219
2022-05-09,10.894
2022-05-10,10.877
2022-05-11,10.689
2022-05-12,10.572
2022-05-13,10.43
2022-05-14,10.43
2022-05-15,10.43
2022-05-16,10.481
2022-05-17,10.695
2022-05-18,10.382
2022-05-19,10.274
2022-05-20,10.122
2022-05-21,10.122
2022-05-22,10.122
2022-05-23,10.267
2022-05-24,10.445
2022-05-25,10.549
2022-05-26,10.887
2022-05-27,11.036
2022-05-28,11.036
2022-05-29,11.036
2022-05-30,11.036
2022-05-31,10.834
2022-06-01,10.799
2022-06-02,10.868
2022-06-03,10.921
2022-06-04,10.921
2022-06-05,10.921
2022-06-06,10.904
2022-06-07,11.09
2022-06-08,10.993
2022-06-09,10.981
2022-06-10,10.877
2022-06-11,10.877
2022-06-12,10.877
2022-06-13,10.638
2022-06-14,10.509
2022-06-15,10.553
2022-06-16,10.317
2022-06-17,10.295
2022-06-18,10.295
2022-06-19,10.295
2022-06-20,10.295
2022-06-21,10.743
2022-06-22,10.747
2022-06-23,10.775
2022-06-24,11.049
2022-06-25,11.049
2022-06-26,11.049
2022-06-27,11.205
2022-06-28,11.144
2022-06-29,11.078
2022-06-30,11.177
2022-07-01,11.338
2022-07-02,11.338
2022-07-03,11.338
2022-07-04,11.338
2022-07-05,10.505
2022-07-06,10.724
2022-07-07,10.877
2022-07-08,10.796
2022-07-09,10.796
2022-07-10,10.796
2022-07-11,10.803
2022-07-12,10.621
2022-07-13,10.423
2022-07-14,10.219
2022-07-15,10.243
2022-07-16,10.243
2022-07-17,10.243
2022-07-18,10.103
2022-07-19,10.367
2022-07-20,10.456
2022-07-21,10.449
2022-07-22,10.448
2022-07-23,10.448
2022-07-24,10.448
2022-07-25,10.541
2022-07-26,10.539
2022-07-27,10.53
2022-07-28,10.636
2022-07-29,10.854
2022-07-30,10.854
2022-07-31,10.854
2022-08-01,10.894
2022-08-02,10.885
2022-08-03,10.947
2022-08-04,11.412
2022-08-05,11.046
2022-08-06,11.046
2022-08-07,11.046
2022-08-08,10.815
2022-08-09,10.932
2022-08-10,11.247
2022-08-11,11.263
2022-08-12,11.418
2022-08-13,11.418
2022-08-14,11.418
2022-08-15,11.469
2022-08-16,11.517
2022-08-17,11.647
2022-08-18,11.646
2022-08-19,11.582
2022-08-20,11.582
2022-08-21,11.582
2022-08-22,11.558
2022-08-23,11.614
2022-08-24,11.771
2022-08-25,11.941
2022-08-26,11.675
2022-08-27,11.675
2022-08-28,11.675
2022-08-29,11.651
2022-08-30,11.446
2022-08-31,11.381
2022-09-01,11.244
2022-09-02,11.21
2022-09-03,11.21
2022-09-04,11.21
2022-09-05,11.21
2022-09-06,11.323
2022-09-07,11.499
2022-09-08,11.476
2022-09-09,11.63
2022-09-10,11.63
2022-09-11,11.63
2022-09-12,11.615
2022-09-13,11.333
2022-09-14,11.51
2022-09-15,11.482
2022-09-16,11.472
2022-09-17,11.472
2022-09-18,11.472
2022-09-19,11.596
2022-09-20,11.507
2022-09-21,11.496
2022-09-22,11.64
2022-09-23,11.382
2022-09-24,11.382
2022-09-25,11.382
2022-09-26,11.213
2022-09-27,11.116
2022-09-28,11.138
2022-09-29,11.039
2022-09-30,10.948
2022-10-01,10.948
2022-10-02,10.948
2022-10-03,11.224
2022-10-04,11.476
2022-10-05,11.517
2022-10-06,11.458
2022-10-07,11.511
2022-10-08,11.511
2022-10-09,11.511
2022-10-10,11.851
2022-10-11,11.795
2022-10-12,11.393
2022-10-13,11.592
2022-10-14,11.071
2022-10-15,11.071
2022-10-16,11.071
2022-10-17,11.019
2022-10-18,11.529
2022-10-19,11.75
2022-10-20,11.744
2022-10-21,12.076
2022-10-22,12.076
2022-10-23,12.076
2022-10-24,12.182
2022-10-25,12.212
2022-10-26,12.143
2022-10-27,12.258
2022-10-28,12.437
2022-10-29,12.437
2022-10-30,12.437
2022-10-31,12.423
2022-11-01,12.412
2022-11-02,12.264
2022-11-03,12.209
2022-11-04,12.281
2022-11-05,12.281
2022-11-06,12.281
2022-11-07,12.48
2022-11-08,12.49
2022-11-09,12.197
2022-11-10,12.472
2022-11-11,11.946
2022-11-12,11.946
2022-11-13,11.946
2022-11-14,12.103
2022-11-15,12.389
2022-11-16,12.429
2022-11-17,12.341
2022-11-18,12.522
2022-11-19,12.522
2022-11-20,12.522
2022-11-21,12.818
2022-11-22,12.814
2022-11-23,12.725
2022-11-24,12.725
2022-11-25,12.88
2022-11-26,12.88
2022-11-27,12.88
2022-11-28,12.799
2022-11-29,12.75
2022-11-30,12.97
2022-12-01,12.911
2022-12-02,13.457
2022-12-03,13.457
2022-12-04,13.457
2022-12-05,13.187
2022-12-06,13.18
2022-12-07,13.102
2022-12-08,13.153
2022-12-09,13.048
2022-12-10,13.048
2022-12-11,13.048
2022-12-12,13.164
2022-12-13,12.969
2022-12-14,13.1
2022-12-15,12.827
2022-12-16,12.982
2022-12-17,12.982
2022-12-18,12.982
2022-12-19,12.887
2022-12-20,12.843
2022-12-21,12.934
2022-12-22,12.856
2022-12-23,12.915
2022-12-24,12.915
2022-12-25,12.915
2022-12-26,12.915
2022-12-27,13.028
2022-12-28,12.872
2022-12-29,12.965
2022-12-30,12.949
2022-12-31,12.949
2023-01-01,12.949
2023-01-02,12.949
2023-01-03,12.818
2023-01-04,12.798
2023-01-05,12.73
2023-01-06,12.907
2023-01-07,12.907
2023-01-08,12.907
2023-01-09,12.428
2023-01-10,12.563
2023-01-11,12.734
2023-01-12,12.815
2023-01-13,12.512
2023-01-14,12.512
2023-01-15,12.512
2023-01-16,12.512
2023-01-17,12.427
2023-01-18,12.7
2023-01-19,12.606
2023-01-20,12.61
2023-01-21,12.61
2023-01-22,12.61
2023-01-23,12.601
2023-01-24,12.729
2023-01-25,12.538
2023-01-26,12.578
2023-01-27,12.617
2023-01-28,12.617
2023-01-29,12.617
2023-01-30,12.527
2023-01-31,12.751
2023-02-01,12.625
2023-02-02,12.588
2023-02-03,12.546
2023-02-04,12.546
2023-02-05,12.546
2023-02-06,12.837
2023-02-07,13.028
2023-02-08,13.05
2023-02-09,13.277
2023-02-10,13.339
2023-02-11,13.339
2023-02-12,13.339
2023-02-13,13.159
2023-02-14,12.994
2023-02-15,13.127
2023-02-16,13.159
2023-02-17,13.522
2023-02-18,13.522
2023-02-19,13.522
2023-02-20,13.522
2023-02-21,13.364
2023-02-22,13.153
2023-02-23,13.022
2023-02-24,13.228
2023-02-25,13.228
2023-02-26,13.228
2023-02-27,13.026
2023-02-28,12.895
2023-03-01,12.927
2023-03-02,13.034
2023-03-03,13.093
2023-03-04,13.093
2023-03-05,13.093
2023-03-06,12.993
2023-03-07,12.823
2023-03-08,12.724
2023-03-09,12.581
2023-03-10,12.458
2023-03-11,12.458
2023-03-12,12.458
2023-03-13,12.53
2023-03-14,12.482
2023-03-15,12.307
2023-03-16,12.297
2023-03-17,11.944
2023-03-18,11.944
2023-03-19,11.944
2023-03-20,12.181
2023-03-21,12.313
2023-03-22,11.946
2023-03-23,11.786
2023-03-24,11.983
2023-03-25,11.983
2023-03-26,11.983
2023-03-27,12.274
2023-03-28,12.39
2023-03-29,12.507
2023-03-30,12.399
2023-03-31,12.402
2023-04-01,12.402
2023-04-02,12.402
2023-04-03,12.521
2023-04-04,12.48
2023-04-05,12.44
2023-04-06,12.349
2023-04-07,12.349
2023-04-08,12.349
2023-04-09,12.349
2023-04-10,12.561
2023-04-11,12.531
2023-04-12,12.612
2023-04-13,12.692
2023-04-14,12.731
2023-04-15,12.731
2023-04-16,12.731
2023-04-17,12.818
2023-04-18,12.857
2023-04-19,12.797
2023-04-20,12.837
2023-04-21,12.656
2023-04-22,12.656
2023-04-23,12.656
2023-04-24,12.692
2023-04-25,12.515
2023-04-26,12.119
2023-04-27,12.211
2023-04-28,12.228
2023-04-29,12.228
2023-04-30,12.228
2023-05-01,12.259
2023-05-02,11.929
2023-05-03,11.936
2023-05-04,11.626
2023-05-05,11.954
2023-05-06,11.954
2023-05-07,11.954
2023-05-08,11.762
2023-05-09,11.795
2023-05-10,12.027
2023-05-11,11.931
2023-05-12,11.841
2023-05-13,11.841
2023-05-14,11.841
2023-05-15,11.971
2023-05-16,11.911
2023-05-17,12.167
2023-05-18,12.251
2023-05-19,12.221
2023-05-20,12.221
2023-05-21,12.221
2023-05-22,12.382
2023-05-23,12.326
2023-05-24,12.307
2023-05-25,12.139
2023-05-26,12.336
2023-05-27,12.336
2023-05-28,12.336
2023-05-29,12.336
2023-05-30,12.383
2023-05-31,12.313
2023-06-01,12.303
2023-06-02,12.686
2023-06-03,12.686
2023-06-04,12.686
2023-06-05,12.701
2023-06-06,12.833
2023-06-07,13.118
2023-06-08,13.239
2023-06-09,13.165
2023-06-10,13.165
2023-06-11,13.165
2023-06-12,13.1
2023-06-13,13.242
2023-06-14,13.166
2023-06-15,13.366
2023-06-16,13.524
2023-06-17,13.524
2023-06-18,13.524
2023-06-19,13.524
2023-06-20,13.358
2023-06-21,13.432
2023-06-22,13.327
2023-06-23,13.266
