,CAT US Equity
2020-11-02,11.383
2020-11-03,11.691
2020-11-04,10.822
2020-11-05,11.37
2020-11-06,11.289
2020-11-07,11.289
2020-11-08,11.289
2020-11-09,11.956
2020-11-10,12.059
2020-11-11,11.86
2020-11-12,11.516
2020-11-13,11.692
2020-11-14,11.692
2020-11-15,11.692
2020-11-16,11.793
2020-11-17,11.705
2020-11-18,11.798
2020-11-19,11.769
2020-11-20,11.724
2020-11-21,11.724
2020-11-22,11.724
2020-11-23,11.897
2020-11-24,12.042
2020-11-25,11.887
2020-11-26,11.887
2020-11-27,11.918
2020-11-28,11.918
2020-11-29,11.918
2020-11-30,11.816
2020-12-01,11.794
2020-12-02,11.835
2020-12-03,11.887
2020-12-04,12.403
2020-12-05,12.403
2020-12-06,12.403
2020-12-07,12.165
2020-12-08,12.174
2020-12-09,12.257
2020-12-10,11.992
2020-12-11,12.022
2020-12-12,12.022
2020-12-13,12.022
2020-12-14,12.533
2020-12-15,12.793
2020-12-16,12.635
2020-12-17,12.612
2020-12-18,12.738
2020-12-19,12.738
2020-12-20,12.738
2020-12-21,12.682
2020-12-22,12.43
2020-12-23,12.559
2020-12-24,12.639
2020-12-25,12.639
2020-12-26,12.639
2020-12-27,12.639
2020-12-28,12.556
2020-12-29,12.434
2020-12-30,12.673
2020-12-31,12.812
2021-01-01,12.812
2021-01-02,12.812
2021-01-03,12.812
2021-01-04,12.822
2021-01-05,12.926
2021-01-06,13.646
2021-01-07,13.672
2021-01-08,13.674
2021-01-09,13.674
2021-01-10,13.674
2021-01-11,13.646
2021-01-12,13.871
2021-01-13,13.756
2021-01-14,13.777
2021-01-15,13.583
2021-01-16,13.583
2021-01-17,13.583
2021-01-18,13.583
2021-01-19,13.616
2021-01-20,13.748
2021-01-21,13.737
2021-01-22,13.719
2021-01-23,13.719
2021-01-24,13.719
2021-01-25,13.39
2021-01-26,13.381
2021-01-27,12.911
2021-01-28,13.176
2021-01-29,13.016
2021-01-30,13.016
2021-01-31,13.016
2021-02-01,12.813
2021-02-02,13.352
2021-02-03,13.28
2021-02-04,13.293
2021-02-05,13.387
2021-02-06,13.387
2021-02-07,13.387
2021-02-08,13.696
2021-02-09,13.684
2021-02-10,13.714
2021-02-11,13.758
2021-02-12,13.733
2021-02-13,13.733
2021-02-14,13.733
2021-02-15,13.733
2021-02-16,14.038
2021-02-17,14.032
2021-02-18,13.867
2021-02-19,14.557
2021-02-20,14.557
2021-02-21,14.557
2021-02-22,15.122
2021-02-23,15.269
2021-02-24,15.428
2021-02-25,15.206
2021-02-26,14.824
2021-02-27,14.824
2021-02-28,14.824
2021-03-01,15.09
2021-03-02,14.82
2021-03-03,14.757
2021-03-04,14.61
2021-03-05,15.118
2021-03-06,15.118
2021-03-07,15.118
2021-03-08,15.215
2021-03-09,14.887
2021-03-10,15.18
2021-03-11,15.09
2021-03-12,15.725
2021-03-13,15.725
2021-03-14,15.725
2021-03-15,15.844
2021-03-16,15.55
2021-03-17,16.043
2021-03-18,15.84
2021-03-19,15.47
2021-03-20,15.47
2021-03-21,15.47
2021-03-22,15.52
2021-03-23,14.987
2021-03-24,15.191
2021-03-25,15.399
2021-03-26,15.759
2021-03-27,15.759
2021-03-28,15.759
2021-03-29,15.809
2021-03-30,16.005
2021-03-31,15.922
2021-04-01,15.982
2021-04-02,15.982
2021-04-03,15.982
2021-04-04,15.982
2021-04-05,16.048
2021-04-06,15.838
2021-04-07,15.822
2021-04-08,15.552
2021-04-09,15.571
2021-04-10,15.571
2021-04-11,15.571
2021-04-12,15.583
2021-04-13,15.476
2021-04-14,15.694
2021-04-15,15.69
2021-04-16,15.747
2021-04-17,15.747
2021-04-18,15.747
2021-04-19,15.681
2021-04-20,15.36
2021-04-21,15.686
2021-04-22,15.445
2021-04-23,15.598
2021-04-24,15.598
2021-04-25,15.598
2021-04-26,15.628
2021-04-27,15.613
2021-04-28,15.746
2021-04-29,15.241
2021-04-30,15.203
2021-05-01,15.203
2021-05-02,15.203
2021-05-03,15.207
2021-05-04,15.556
2021-05-05,15.854
2021-05-06,15.8
2021-05-07,16.061
2021-05-08,16.061
2021-05-09,16.061
2021-05-10,16.099
2021-05-11,15.879
2021-05-12,15.792
2021-05-13,15.975
2021-05-14,16.119
2021-05-15,16.119
2021-05-16,16.119
2021-05-17,16.289
2021-05-18,15.935
2021-05-19,15.762
2021-05-20,15.637
2021-05-21,15.787
2021-05-22,15.787
2021-05-23,15.787
2021-05-24,15.907
2021-05-25,15.782
2021-05-26,15.818
2021-05-27,16.056
2021-05-28,16.042
2021-05-29,16.042
2021-05-30,16.042
2021-05-31,16.042
2021-06-01,16.154
2021-06-02,16.201
2021-06-03,15.927
2021-06-04,15.939
2021-06-05,15.939
2021-06-06,15.939
2021-06-07,15.66
2021-06-08,15.687
2021-06-09,15.327
2021-06-10,14.744
2021-06-11,14.416
2021-06-12,14.416
2021-06-13,14.416
2021-06-14,14.305
2021-06-15,14.335
2021-06-16,14.184
2021-06-17,13.681
2021-06-18,13.642
2021-06-19,13.642
2021-06-20,13.642
2021-06-21,13.926
2021-06-22,13.921
2021-06-23,13.964
2021-06-24,14.327
2021-06-25,14.129
2021-06-26,14.129
2021-06-27,14.129
2021-06-28,14.126
2021-06-29,14.05
2021-06-30,14.215
2021-07-01,14.155
2021-07-02,14.223
2021-07-03,14.223
2021-07-04,14.223
2021-07-05,14.223
2021-07-06,13.947
2021-07-07,14.023
2021-07-08,13.854
2021-07-09,14.201
2021-07-10,14.201
2021-07-11,14.201
2021-07-12,14.277
2021-07-13,14.054
2021-07-14,13.822
2021-07-15,13.807
2021-07-16,13.581
2021-07-17,13.581
2021-07-18,13.581
2021-07-19,13.162
2021-07-20,13.478
2021-07-21,13.657
2021-07-22,13.556
2021-07-23,13.58
2021-07-24,13.58
2021-07-25,13.58
2021-07-26,13.677
2021-07-27,13.604
2021-07-28,13.703
2021-07-29,13.776
2021-07-30,13.368
2021-07-31,13.368
2021-08-01,13.368
2021-08-02,13.11
2021-08-03,13.323
2021-08-04,13.069
2021-08-05,13.24
2021-08-06,13.314
2021-08-07,13.314
2021-08-08,13.314
2021-08-09,13.348
2021-08-10,13.679
2021-08-11,14.164
2021-08-12,14.074
2021-08-13,13.967
2021-08-14,13.967
2021-08-15,13.967
2021-08-16,13.912
2021-08-17,13.639
2021-08-18,13.407
2021-08-19,13.065
2021-08-20,13.096
2021-08-21,13.096
2021-08-22,13.096
2021-08-23,13.364
2021-08-24,13.585
2021-08-25,13.723
2021-08-26,13.498
2021-08-27,13.6
2021-08-28,13.6
2021-08-29,13.6
2021-08-30,13.512
2021-08-31,13.475
2021-09-01,13.156
2021-09-02,13.398
2021-09-03,13.308
2021-09-04,13.308
2021-09-05,13.308
2021-09-06,13.308
2021-09-07,13.173
2021-09-08,13.081
2021-09-09,12.995
2021-09-10,12.969
2021-09-11,12.969
2021-09-12,12.969
2021-09-13,13.045
2021-09-14,12.8
2021-09-15,13.015
2021-09-16,12.901
2021-09-17,12.657
2021-09-18,12.657
2021-09-19,12.657
2021-09-20,12.091
2021-09-21,12.029
2021-09-22,12.125
2021-09-23,12.458
2021-09-24,12.471
2021-09-25,12.471
2021-09-26,12.471
2021-09-27,12.673
2021-09-28,12.707
2021-09-29,12.538
2021-09-30,12.164
2021-10-01,12.313
2021-10-02,12.313
2021-10-03,12.313
2021-10-04,12.237
2021-10-05,12.197
2021-10-06,12.157
2021-10-07,12.403
2021-10-08,12.491
2021-10-09,12.491
2021-10-10,12.491
2021-10-11,12.346
2021-10-12,12.331
2021-10-13,12.267
2021-10-14,12.617
2021-10-15,12.536
2021-10-16,12.536
2021-10-17,12.536
2021-10-18,12.483
2021-10-19,12.669
2021-10-20,12.862
2021-10-21,12.732
2021-10-22,12.708
2021-10-23,12.708
2021-10-24,12.708
2021-10-25,12.807
2021-10-26,12.644
2021-10-27,12.422
2021-10-28,13.089
2021-10-29,12.845
2021-10-30,12.845
2021-10-31,12.845
2021-11-01,12.931
2021-11-02,13.041
2021-11-03,12.816
2021-11-04,12.819
2021-11-05,12.963
2021-11-06,12.963
2021-11-07,12.963
2021-11-08,13.49
2021-11-09,13.21
2021-11-10,12.991
2021-11-11,13.108
2021-11-12,13.155
2021-11-13,13.155
2021-11-14,13.155
2021-11-15,13.057
2021-11-16,12.913
2021-11-17,12.759
2021-11-18,12.661
2021-11-19,12.6
2021-11-20,12.6
2021-11-21,12.6
2021-11-22,12.722
2021-11-23,12.907
2021-11-24,13.016
2021-11-25,13.016
2021-11-26,12.492
2021-11-27,12.492
2021-11-28,12.492
2021-11-29,12.315
2021-11-30,12.154
2021-12-01,12.036
2021-12-02,12.37
2021-12-03,12.434
2021-12-04,12.434
2021-12-05,12.434
2021-12-06,12.652
2021-12-07,12.854
2021-12-08,12.835
2021-12-09,12.616
2021-12-10,12.575
2021-12-11,12.575
2021-12-12,12.575
2021-12-13,12.438
2021-12-14,12.462
2021-12-15,12.518
2021-12-16,12.742
2021-12-17,12.445
2021-12-18,12.445
2021-12-19,12.445
2021-12-20,12.08
2021-12-21,11.96
2021-12-22,12.192
2021-12-23,12.436
2021-12-24,12.436
2021-12-25,12.436
2021-12-26,12.436
2021-12-27,12.447
2021-12-28,12.461
2021-12-29,12.504
2021-12-30,12.429
2021-12-31,12.468
2022-01-01,12.468
2022-01-02,12.468
2022-01-03,12.484
2022-01-04,13.152
2022-01-05,13.253
2022-01-06,13.388
2022-01-07,13.521
2022-01-08,13.521
2022-01-09,13.521
2022-01-10,13.345
2022-01-11,13.243
2022-01-12,13.391
2022-01-13,13.591
2022-01-14,13.708
2022-01-15,13.708
2022-01-16,13.708
2022-01-17,13.708
2022-01-18,13.809
2022-01-19,12.846
2022-01-20,12.555
2022-01-21,12.407
2022-01-22,12.407
2022-01-23,12.407
2022-01-24,12.421
2022-01-25,12.42
2022-01-26,12.419
2022-01-27,12.296
2022-01-28,12.233
2022-01-29,12.233
2022-01-30,12.233
2022-01-31,12.323
2022-02-01,12.491
2022-02-02,12.466
2022-02-03,12.226
2022-02-04,12.093
2022-02-05,12.093
2022-02-06,12.093
2022-02-07,12.179
2022-02-08,12.281
2022-02-09,12.409
2022-02-10,12.377
2022-02-11,12.266
2022-02-12,12.266
2022-02-13,12.266
2022-02-14,11.959
2022-02-15,12.17
2022-02-16,12.184
2022-02-17,11.652
2022-02-18,11.485
2022-02-19,11.485
2022-02-20,11.485
2022-02-21,11.485
2022-02-22,11.441
2022-02-23,11.169
2022-02-24,11.051
2022-02-25,11.193
2022-02-26,11.193
2022-02-27,11.193
2022-02-28,11.224
2022-03-01,10.939
2022-03-02,11.525
2022-03-03,11.659
2022-03-04,11.707
2022-03-05,11.707
2022-03-06,11.707
2022-03-07,11.769
2022-03-08,12.435
2022-03-09,12.422
2022-03-10,12.541
2022-03-11,12.721
2022-03-12,12.721
2022-03-13,12.721
2022-03-14,12.757
2022-03-15,12.817
2022-03-16,12.795
2022-03-17,13.127
2022-03-18,13.075
2022-03-19,13.075
2022-03-20,13.075
2022-03-21,13.241
2022-03-22,13.181
2022-03-23,13.15
2022-03-24,13.152
2022-03-25,13.22
2022-03-26,13.22
2022-03-27,13.22
2022-03-28,13.086
2022-03-29,13.038
2022-03-30,13.159
2022-03-31,13.143
2022-04-01,12.963
2022-04-02,12.963
2022-04-03,12.963
2022-04-04,13.025
2022-04-05,12.742
2022-04-06,12.771
2022-04-07,12.752
2022-04-08,12.801
2022-04-09,12.801
2022-04-10,12.801
2022-04-11,12.743
2022-04-12,12.782
2022-04-13,12.848
2022-04-14,13.41
2022-04-15,13.41
2022-04-16,13.41
2022-04-17,13.41
2022-04-18,13.532
2022-04-19,13.664
2022-04-20,13.836
2022-04-21,13.688
2022-04-22,12.792
2022-04-23,12.792
2022-04-24,12.792
2022-04-25,12.815
2022-04-26,12.437
2022-04-27,12.653
2022-04-28,12.437
2022-04-29,12.407
2022-04-30,12.407
2022-05-01,12.407
2022-05-02,12.497
2022-05-03,12.588
2022-05-04,13.117
2022-05-05,12.724
2022-05-06,12.649
2022-05-07,12.649
2022-05-08,12.649
2022-05-09,12.196
2022-05-10,12.001
2022-05-11,12.124
2022-05-12,11.995
2022-05-13,12.072
2022-05-14,12.072
2022-05-15,12.072
2022-05-16,12.197
2022-05-17,12.544
2022-05-18,12.331
2022-05-19,12.243
2022-05-20,11.714
2022-05-21,11.714
2022-05-22,11.714
2022-05-23,12.089
2022-05-24,12.179
2022-05-25,12.396
2022-05-26,12.614
2022-05-27,12.859
2022-05-28,12.859
2022-05-29,12.859
2022-05-30,12.859
2022-05-31,12.783
2022-06-01,12.885
2022-06-02,13.029
2022-06-03,13.201
2022-06-04,13.201
2022-06-05,13.201
2022-06-06,13.244
2022-06-07,13.449
2022-06-08,13.609
2022-06-09,13.246
2022-06-10,12.743
2022-06-11,12.743
2022-06-12,12.743
2022-06-13,12.252
2022-06-14,12.241
2022-06-15,12.2
2022-06-16,11.571
2022-06-17,11.443
2022-06-18,11.443
2022-06-19,11.443
2022-06-20,11.443
2022-06-21,11.665
2022-06-22,11.157
2022-06-23,10.609
2022-06-24,11.013
2022-06-25,11.013
2022-06-26,11.013
2022-06-27,11.138
2022-06-28,11.129
2022-06-29,10.894
2022-06-30,10.614
2022-07-01,10.586
2022-07-02,10.586
2022-07-03,10.586
2022-07-04,10.586
2022-07-05,10.317
2022-07-06,10.231
2022-07-07,10.704
2022-07-08,10.75
2022-07-09,10.75
2022-07-10,10.75
2022-07-11,10.505
2022-07-12,10.524
2022-07-13,10.487
2022-07-14,10.25
2022-07-15,10.525
2022-07-16,10.525
2022-07-17,10.525
2022-07-18,10.626
2022-07-19,11.456
2022-07-20,11.446
2022-07-21,11.511
2022-07-22,11.407
2022-07-23,11.407
2022-07-24,11.407
2022-07-25,11.61
2022-07-26,11.573
2022-07-27,11.83
2022-07-28,11.974
2022-07-29,12.638
2022-07-30,12.638
2022-07-31,12.638
2022-08-01,12.421
2022-08-02,11.621
2022-08-03,11.567
2022-08-04,11.616
2022-08-05,11.727
2022-08-06,11.727
2022-08-07,11.727
2022-08-08,11.727
2022-08-09,11.783
2022-08-10,12.147
2022-08-11,12.356
2022-08-12,12.537
2022-08-13,12.537
2022-08-14,12.537
2022-08-15,12.489
2022-08-16,12.692
2022-08-17,12.59
2022-08-18,12.681
2022-08-19,12.569
2022-08-20,12.569
2022-08-21,12.569
2022-08-22,12.322
2022-08-23,12.672
2022-08-24,12.476
2022-08-25,12.779
2022-08-26,12.332
2022-08-27,12.332
2022-08-28,12.332
2022-08-29,12.323
2022-08-30,12.012
2022-08-31,11.869
2022-09-01,11.723
2022-09-02,11.62
2022-09-03,11.62
2022-09-04,11.62
2022-09-05,11.62
2022-09-06,11.609
2022-09-07,11.592
2022-09-08,11.738
2022-09-09,12.145
2022-09-10,12.145
2022-09-11,12.145
2022-09-12,12.331
2022-09-13,11.813
2022-09-14,11.834
2022-09-15,11.611
2022-09-16,11.431
2022-09-17,11.431
2022-09-18,11.431
2022-09-19,11.599
2022-09-20,11.336
2022-09-21,10.952
2022-09-22,10.863
2022-09-23,10.461
2022-09-24,10.461
2022-09-25,10.461
2022-09-26,10.357
2022-09-27,10.346
2022-09-28,10.685
2022-09-29,10.566
2022-09-30,10.45
2022-10-01,10.45
2022-10-02,10.45
2022-10-03,10.906
2022-10-04,11.441
2022-10-05,11.304
2022-10-06,11.311
2022-10-07,11.231
2022-10-08,11.231
2022-10-09,11.231
2022-10-10,11.336
2022-10-11,11.401
2022-10-12,11.418
2022-10-13,11.643
2022-10-14,11.328
2022-10-15,11.328
2022-10-16,11.328
2022-10-17,11.494
2022-10-18,11.669
2022-10-19,11.724
2022-10-20,11.485
2022-10-21,12.302
2022-10-22,12.302
2022-10-23,12.302
2022-10-24,12.371
2022-10-25,12.6
2022-10-26,12.737
2022-10-27,13.229
2022-10-28,13.483
2022-10-29,13.483
2022-10-30,13.483
2022-10-31,13.212
2022-11-01,13.336
2022-11-02,13.095
2022-11-03,13.383
2022-11-04,13.907
2022-11-05,13.907
2022-11-06,13.907
2022-11-07,13.953
2022-11-08,14.027
2022-11-09,13.729
2022-11-10,14.15
2022-11-11,14.434
2022-11-12,14.434
2022-11-13,14.434
2022-11-14,14.344
2022-11-15,14.203
2022-11-16,14.072
2022-11-17,13.952
2022-11-18,14.009
2022-11-19,14.009
2022-11-20,14.009
2022-11-21,14.054
2022-11-22,14.362
2022-11-23,14.341
2022-11-24,14.341
2022-11-25,14.267
2022-11-26,14.267
2022-11-27,14.267
2022-11-28,14.062
2022-11-29,14.232
2022-11-30,14.31
2022-12-01,14.267
2022-12-02,14.294
2022-12-03,14.294
2022-12-04,14.294
2022-12-05,14.078
2022-12-06,13.819
2022-12-07,13.861
2022-12-08,13.978
2022-12-09,13.718
2022-12-10,13.718
2022-12-11,13.718
2022-12-12,14.067
2022-12-13,14.174
2022-12-14,14.131
2022-12-15,13.901
2022-12-16,14.025
2022-12-17,14.025
2022-12-18,14.025
2022-12-19,14.051
2022-12-20,14.063
2022-12-21,14.457
2022-12-22,14.206
2022-12-23,14.345
2022-12-24,14.345
2022-12-25,14.345
2022-12-26,14.345
2022-12-27,14.541
2022-12-28,14.316
2022-12-29,14.365
2022-12-30,14.327
2022-12-31,14.327
2023-01-01,14.327
2023-01-02,14.327
2023-01-03,14.269
2023-01-04,14.417
2023-01-05,14.352
2023-01-06,14.862
2023-01-07,14.862
2023-01-08,14.862
2023-01-09,14.788
2023-01-10,15.027
2023-01-11,15.04
2023-01-12,15.175
2023-01-13,15.377
2023-01-14,15.377
2023-01-15,15.377
2023-01-16,15.377
2023-01-17,15.227
2023-01-18,15.022
2023-01-19,14.672
2023-01-20,14.906
2023-01-21,14.906
2023-01-22,14.906
2023-01-23,15.085
2023-01-24,15.38
2023-01-25,15.407
2023-01-26,15.626
2023-01-27,15.771
2023-01-28,15.771
2023-01-29,15.771
2023-01-30,15.589
2023-01-31,14.811
2023-02-01,14.526
2023-02-02,14.251
2023-02-03,14.393
2023-02-04,14.393
2023-02-05,14.393
2023-02-06,14.605
2023-02-07,14.442
2023-02-08,14.396
2023-02-09,14.246
2023-02-10,14.327
2023-02-11,14.327
2023-02-12,14.327
2023-02-13,14.472
2023-02-14,14.251
2023-02-15,14.505
2023-02-16,14.378
2023-02-17,14.452
2023-02-18,14.452
2023-02-19,14.452
2023-02-20,14.452
2023-02-21,14.035
2023-02-22,13.87
2023-02-23,13.874
2023-02-24,13.77
2023-02-25,13.77
2023-02-26,13.77
2023-02-27,13.819
2023-02-28,13.794
2023-03-01,14.319
2023-03-02,14.521
2023-03-03,14.702
2023-03-04,14.702
2023-03-05,14.702
2023-03-06,14.625
2023-03-07,14.174
2023-03-08,14.322
2023-03-09,13.875
2023-03-10,13.068
2023-03-11,13.068
2023-03-12,13.068
2023-03-13,12.929
2023-03-14,12.985
2023-03-15,12.501
2023-03-16,12.584
2023-03-17,12.372
2023-03-18,12.372
2023-03-19,12.372
2023-03-20,12.677
2023-03-21,12.942
2023-03-22,12.656
2023-03-23,12.626
2023-03-24,12.487
2023-03-25,12.487
2023-03-26,12.487
2023-03-27,12.544
2023-03-28,12.668
2023-03-29,12.831
2023-03-30,12.92
2023-03-31,13.167
2023-04-01,13.167
2023-04-02,13.167
2023-04-03,13.217
2023-04-04,12.537
2023-04-05,12.311
2023-04-06,12.06
2023-04-07,12.06
2023-04-08,12.06
2023-04-09,12.06
2023-04-10,12.419
2023-04-11,12.718
2023-04-12,12.712
2023-04-13,12.78
2023-04-14,12.895
2023-04-15,12.895
2023-04-16,12.895
2023-04-17,12.983
2023-04-18,12.988
2023-04-19,12.957
2023-04-20,12.819
2023-04-21,12.773
2023-04-22,12.773
2023-04-23,12.773
2023-04-24,12.952
2023-04-25,12.674
2023-04-26,12.533
2023-04-27,12.217
2023-04-28,12.259
2023-04-29,12.259
2023-04-30,12.259
2023-05-01,11.987
2023-05-02,11.847
2023-05-03,11.874
2023-05-04,11.549
2023-05-05,11.808
2023-05-06,11.808
2023-05-07,11.808
2023-05-08,11.808
2023-05-09,11.707
2023-05-10,11.689
2023-05-11,11.512
2023-05-12,11.485
2023-05-13,11.485
2023-05-14,11.485
2023-05-15,11.581
2023-05-16,11.357
2023-05-17,11.625
2023-05-18,11.769
2023-05-19,11.772
2023-05-20,11.772
2023-05-21,11.772
2023-05-22,11.7
2023-05-23,11.616
2023-05-24,11.451
2023-05-25,11.466
2023-05-26,11.586
2023-05-27,11.586
2023-05-28,11.586
2023-05-29,11.586
2023-05-30,11.482
2023-05-31,11.255
2023-06-01,11.436
2023-06-02,12.397
2023-06-03,12.397
2023-06-04,12.397
2023-06-05,12.169
2023-06-06,12.4
2023-06-07,12.885
2023-06-08,12.825
2023-06-09,12.878
2023-06-10,12.878
2023-06-11,12.878
2023-06-12,13.035
2023-06-13,13.448
2023-06-14,13.23
2023-06-15,13.466
2023-06-16,13.293
2023-06-17,13.293
2023-06-18,13.293
2023-06-19,13.293
2023-06-20,13.069
2023-06-21,13.079
2023-06-22,12.854
