,HUM US Equity
2023-06-26,13.851
2023-06-27,13.836
2023-06-28,13.802
2023-06-29,13.799
2023-06-30,13.901
2023-07-01,13.901
2023-07-02,13.901
2023-07-03,13.874
2023-07-04,13.874
2023-07-05,13.835
2023-07-06,13.716
2023-07-07,13.387
2023-07-08,13.387
2023-07-09,13.387
2023-07-10,13.529
2023-07-11,13.607
2023-07-12,13.226
2023-07-13,13.169
2023-07-14,13.526
2023-07-15,13.526
2023-07-16,13.526
2023-07-17,13.509
2023-07-18,13.706
2023-07-19,13.909
2023-07-20,13.914
2023-07-21,14.209
2023-07-22,14.209
2023-07-23,14.209
2023-07-24,14.101
2023-07-25,14.128
2023-07-26,13.937
2023-07-27,14.024
2023-07-28,14.095
2023-07-29,14.095
2023-07-30,14.095
2023-07-31,14.205
2023-08-01,14.245
2023-08-02,15.04
2023-08-03,15.154
2023-08-04,15.062
2023-08-05,15.062
2023-08-06,15.062
2023-08-07,15.392
2023-08-08,15.344
2023-08-09,15.349
2023-08-10,15.4
2023-08-11,15.365
2023-08-12,15.365
2023-08-13,15.365
2023-08-14,15.475
2023-08-15,15.409
2023-08-16,15.38
2023-08-17,15.196
2023-08-18,15.247
2023-08-19,15.247
2023-08-20,15.247
2023-08-21,15.275
2023-08-22,15.054
2023-08-23,14.968
2023-08-24,15.006
2023-08-25,14.891
2023-08-26,14.891
2023-08-27,14.891
2023-08-28,14.944
2023-08-29,14.964
2023-08-30,14.737
2023-08-31,14.315
2023-09-01,14.283
2023-09-02,14.283
2023-09-03,14.283
2023-09-04,14.283
2023-09-05,14.581
2023-09-06,14.421
2023-09-07,14.636
2023-09-08,14.504
2023-09-09,14.504
2023-09-10,14.504
2023-09-11,14.487
2023-09-12,14.545
2023-09-13,14.652
2023-09-14,14.624
2023-09-15,14.6
2023-09-16,14.6
2023-09-17,14.6
2023-09-18,14.701
2023-09-19,14.694
2023-09-20,15.035
2023-09-21,15.323
2023-09-22,15.323
2023-09-23,15.323
2023-09-24,15.323
2023-09-25,15.54
2023-09-26,15.29
2023-09-27,15.313
2023-09-28,15.392
2023-09-29,15.122
2023-09-30,15.122
2023-10-01,15.122
2023-10-02,15.269
2023-10-03,15.167
2023-10-04,15.085
2023-10-05,15.184
2023-10-06,15.463
2023-10-07,15.463
2023-10-08,15.463
2023-10-09,15.554
2023-10-10,15.518
2023-10-11,15.31
2023-10-12,15.509
2023-10-13,15.7
2023-10-14,15.7
2023-10-15,15.7
2023-10-16,16.266
2023-10-17,16.128
2023-10-18,16.185
2023-10-19,16.216
2023-10-20,16.168
2023-10-21,16.168
2023-10-22,16.168
2023-10-23,15.992
2023-10-24,16.019
2023-10-25,16.218
2023-10-26,15.955
2023-10-27,15.856
2023-10-28,15.856
2023-10-29,15.856
2023-10-30,16.098
2023-10-31,16.275
2023-11-01,15.307
2023-11-02,15.152
2023-11-03,15.018
2023-11-04,15.018
2023-11-05,15.018
2023-11-06,15.374
2023-11-07,15.727
2023-11-08,15.414
2023-11-09,15.632
2023-11-10,15.562
2023-11-11,15.562
2023-11-12,15.562
2023-11-13,15.689
2023-11-14,15.851
2023-11-15,16.013
2023-11-16,16.207
2023-11-17,15.749
2023-11-18,15.749
2023-11-19,15.749
2023-11-20,15.869
2023-11-21,16.036
2023-11-22,16.306
2023-11-23,16.306
2023-11-24,16.39
2023-11-25,16.39
2023-11-26,16.39
2023-11-27,16.159
2023-11-28,16.15
2023-11-29,15.263
2023-11-30,15.34
2023-12-01,15.668
2023-12-02,15.668
2023-12-03,15.668
2023-12-04,15.566
2023-12-05,15.83
2023-12-06,15.307
2023-12-07,15.196
2023-12-08,15.238
2023-12-09,15.238
2023-12-10,15.238
2023-12-11,15.079
2023-12-12,15.248
2023-12-13,15.442
2023-12-14,14.84
2023-12-15,14.6
2023-12-16,14.6
2023-12-17,14.6
2023-12-18,14.555
2023-12-19,14.667
2023-12-20,14.297
2023-12-21,14.366
2023-12-22,14.343
2023-12-23,14.343
2023-12-24,14.343
2023-12-25,14.343
2023-12-26,14.331
2023-12-27,14.286
2023-12-28,14.447
2023-12-29,14.517
2023-12-30,14.517
2023-12-31,14.517
2024-01-01,14.517
2024-01-02,14.896
2024-01-03,14.719
2024-01-04,14.84
2024-01-05,14.583
2024-01-06,14.583
2024-01-07,14.583
2024-01-08,14.661
2024-01-09,14.615
2024-01-10,14.608
2024-01-11,14.478
2024-01-12,13.96
2024-01-13,13.96
2024-01-14,13.96
2024-01-15,13.96
2024-01-16,13.963
2024-01-17,14.259
2024-01-18,13.398
2024-01-19,13.348
2024-01-20,13.348
2024-01-21,13.348
2024-01-22,13.928
2024-01-23,13.855
2024-01-24,13.952
2024-01-25,15.245
2024-01-26,21.101
2024-01-27,21.101
2024-01-28,21.101
2024-01-29,22.083
2024-01-30,22.74
2024-01-31,22.814
2024-02-01,23.114
2024-02-02,23.302
2024-02-03,23.302
2024-02-04,23.302
2024-02-05,21.996
2024-02-06,22.521
2024-02-07,22.657
2024-02-08,22.626
2024-02-09,22.779
2024-02-10,22.779
2024-02-11,22.779
2024-02-12,22.709
2024-02-13,22.422
2024-02-14,22.288
2024-02-15,22.391
2024-02-16,22.572
2024-02-17,22.572
2024-02-18,22.572
2024-02-19,22.572
2024-02-20,22.586
2024-02-21,22.614
2024-02-22,22.644
2024-02-23,22.326
2024-02-24,22.326
2024-02-25,22.326
2024-02-26,22.145
2024-02-27,22.314
2024-02-28,21.604
2024-02-29,21.552
2024-03-01,21.658
2024-03-02,21.658
2024-03-03,21.658
2024-03-04,21.338
2024-03-05,20.797
2024-03-06,20.869
2024-03-07,20.971
2024-03-08,20.887
2024-03-09,20.887
2024-03-10,20.887
2024-03-11,21.357
2024-03-12,21.244
2024-03-13,21.247
2024-03-14,21.474
2024-03-15,21.428
2024-03-16,21.428
2024-03-17,21.428
2024-03-18,21.369
2024-03-19,21.64
2024-03-20,21.431
2024-03-21,21.395
2024-03-22,21.465
2024-03-23,21.465
2024-03-24,21.465
2024-03-25,21.376
2024-03-26,21.456
2024-03-27,21.579
2024-03-28,21.408
2024-03-29,21.408
2024-03-30,21.408
2024-03-31,21.408
2024-04-01,21.713
2024-04-02,18.767
2024-04-03,18.997
2024-04-04,19.147
2024-04-05,19.426
2024-04-06,19.426
2024-04-07,19.426
2024-04-08,19.666
