,GM US Equity
2023-06-24,5.686
2023-06-25,5.686
2023-06-26,5.769
2023-06-27,5.891
2023-06-28,6.003
2023-06-29,6.004
2023-06-30,6.061
2023-07-01,6.061
2023-07-02,6.061
2023-07-03,6.124
2023-07-04,6.124
2023-07-05,6.189
2023-07-06,6.121
2023-07-07,5.995
2023-07-08,5.995
2023-07-09,5.995
2023-07-10,6.038
2023-07-11,6.091
2023-07-12,6.15
2023-07-13,6.164
2023-07-14,6.079
2023-07-15,6.079
2023-07-16,6.079
2023-07-17,5.889
2023-07-18,5.943
2023-07-19,5.959
2023-07-20,5.943
2023-07-21,5.881
2023-07-22,5.881
2023-07-23,5.881
2023-07-24,5.986
2023-07-25,5.648
2023-07-26,5.593
2023-07-27,5.688
2023-07-28,5.548
2023-07-29,5.548
2023-07-30,5.548
2023-07-31,5.606
2023-08-01,5.57
2023-08-02,5.463
2023-08-03,5.395
2023-08-04,5.328
2023-08-05,5.328
2023-08-06,5.328
2023-08-07,5.403
2023-08-08,5.342
2023-08-09,5.258
2023-08-10,4.941
2023-08-11,4.902
2023-08-12,4.902
2023-08-13,4.902
2023-08-14,4.928
2023-08-15,4.793
2023-08-16,4.724
2023-08-17,4.738
2023-08-18,4.767
2023-08-19,4.767
2023-08-20,4.767
2023-08-21,4.789
2023-08-22,4.74
2023-08-23,4.83
2023-08-24,4.732
2023-08-25,4.742
2023-08-26,4.742
2023-08-27,4.742
2023-08-28,4.767
2023-08-29,4.816
2023-08-30,4.806
2023-08-31,4.836
2023-09-01,4.84
2023-09-02,4.84
2023-09-03,4.84
2023-09-04,4.84
2023-09-05,4.803
2023-09-06,4.737
2023-09-07,4.7
2023-09-08,4.764
2023-09-09,4.764
2023-09-10,4.764
2023-09-11,4.716
2023-09-12,4.839
2023-09-13,4.866
2023-09-14,4.866
2023-09-15,4.908
2023-09-16,4.908
2023-09-17,4.908
2023-09-18,4.82
2023-09-19,4.91
2023-09-20,4.8
2023-09-21,4.729
2023-09-22,4.71
2023-09-23,4.71
2023-09-24,4.71
2023-09-25,4.779
2023-09-26,4.664
2023-09-27,4.677
2023-09-28,4.794
2023-09-29,4.766
2023-09-30,4.766
2023-10-01,4.766
2023-10-02,4.738
2023-10-03,4.579
2023-10-04,4.529
2023-10-05,4.422
2023-10-06,4.509
2023-10-07,4.509
2023-10-08,4.509
2023-10-09,4.523
2023-10-10,4.605
2023-10-11,4.532
2023-10-12,4.458
2023-10-13,4.361
2023-10-14,4.361
2023-10-15,4.361
2023-10-16,4.447
2023-10-17,4.511
2023-10-18,4.385
2023-10-19,4.358
2023-10-20,4.407
2023-10-21,4.407
2023-10-22,4.407
2023-10-23,4.342
2023-10-24,4.262
2023-10-25,4.363
2023-10-26,4.312
2023-10-27,4.096
2023-10-28,4.096
2023-10-29,4.096
2023-10-30,4.182
2023-10-31,4.249
2023-11-01,4.218
2023-11-02,4.333
2023-11-03,4.479
2023-11-04,4.479
2023-11-05,4.479
2023-11-06,4.43
2023-11-07,4.327
2023-11-08,4.197
2023-11-09,4.059
2023-11-10,4.089
2023-11-11,4.089
2023-11-12,4.089
2023-11-13,4.097
2023-11-14,4.295
2023-11-15,4.286
2023-11-16,4.185
2023-11-17,4.269
2023-11-18,4.269
2023-11-19,4.269
2023-11-20,4.363
2023-11-21,4.268
2023-11-22,4.299
2023-11-23,4.299
2023-11-24,4.311
2023-11-25,4.311
2023-11-26,4.311
2023-11-27,4.36
2023-11-28,4.42
2023-11-29,4.649
2023-11-30,4.357
2023-12-01,4.462
2023-12-02,4.462
2023-12-03,4.462
2023-12-04,4.45
2023-12-05,4.332
2023-12-06,4.363
2023-12-07,4.442
2023-12-08,4.474
2023-12-09,4.474
2023-12-10,4.474
2023-12-11,4.452
2023-12-12,4.43
2023-12-13,4.485
2023-12-14,4.783
2023-12-15,4.714
2023-12-16,4.714
2023-12-17,4.714
2023-12-18,4.676
2023-12-19,4.733
2023-12-20,4.68
2023-12-21,4.783
2023-12-22,4.752
2023-12-23,4.752
2023-12-24,4.752
2023-12-25,4.752
2023-12-26,4.767
2023-12-27,4.76
2023-12-28,4.776
2023-12-29,4.739
2023-12-30,4.739
2023-12-31,4.739
2024-01-01,4.739
2024-01-02,4.756
2024-01-03,4.655
2024-01-04,4.755
2024-01-05,4.822
2024-01-06,4.822
2024-01-07,4.822
2024-01-08,4.917
2024-01-09,4.872
2024-01-10,4.841
2024-01-11,4.781
2024-01-12,4.701
2024-01-13,4.701
2024-01-14,4.701
2024-01-15,4.701
2024-01-16,4.722
2024-01-17,4.655
2024-01-18,4.598
2024-01-19,4.722
2024-01-20,4.722
2024-01-21,4.722
2024-01-22,4.71
2024-01-23,4.648
2024-01-24,4.52
2024-01-25,4.58
2024-01-26,4.589
2024-01-27,4.589
2024-01-28,4.589
2024-01-29,4.646
2024-01-30,4.799
2024-01-31,4.645
2024-02-01,4.62
2024-02-02,4.625
2024-02-03,4.625
2024-02-04,4.625
2024-02-05,4.503
2024-02-06,4.46
2024-02-07,4.509
2024-02-08,4.466
2024-02-09,4.455
2024-02-10,4.455
2024-02-11,4.455
2024-02-12,4.539
2024-02-13,4.387
2024-02-14,4.394
2024-02-15,4.465
2024-02-16,4.432
2024-02-17,4.432
2024-02-18,4.432
2024-02-19,4.432
2024-02-20,4.468
2024-02-21,4.523
2024-02-22,4.505
2024-02-23,4.539
2024-02-24,4.539
2024-02-25,4.539
2024-02-26,4.557
2024-02-27,4.598
2024-02-28,4.649
2024-02-29,4.703
2024-03-01,4.704
2024-03-02,4.704
2024-03-03,4.704
2024-03-04,4.669
2024-03-05,4.637
2024-03-06,4.58
2024-03-07,4.488
2024-03-08,4.506
2024-03-09,4.506
2024-03-10,4.506
2024-03-11,4.509
2024-03-12,4.472
2024-03-13,4.584
2024-03-14,4.48
2024-03-15,4.629
2024-03-16,4.629
2024-03-17,4.629
2024-03-18,4.643
2024-03-19,4.722
2024-03-20,4.874
2024-03-21,4.939
2024-03-22,4.898
2024-03-23,4.898
2024-03-24,4.898
2024-03-25,4.954
2024-03-26,5.006
2024-03-27,5.073
2024-03-28,5.159
2024-03-29,5.159
2024-03-30,5.159
2024-03-31,5.159
2024-04-01,5.073
2024-04-02,5.014
2024-04-03,5.041
2024-04-04,4.875
2024-04-05,4.929
2024-04-06,4.929
2024-04-07,4.929
2024-04-08,4.941
