,OEC US Equity
2023-06-23,7.282
2023-06-24,7.282
2023-06-25,7.282
2023-06-26,7.247
2023-06-27,7.282
2023-06-28,7.182
2023-06-29,7.23
2023-06-30,7.341
2023-07-01,7.341
2023-07-02,7.341
2023-07-03,7.559
2023-07-04,7.559
2023-07-05,7.327
2023-07-06,7.25
2023-07-07,7.347
2023-07-08,7.347
2023-07-09,7.347
2023-07-10,7.458
2023-07-11,7.583
2023-07-12,7.604
2023-07-13,7.663
2023-07-14,7.595
2023-07-15,7.595
2023-07-16,7.595
2023-07-17,7.703
2023-07-18,7.835
2023-07-19,7.793
2023-07-20,7.72
2023-07-21,7.766
2023-07-22,7.766
2023-07-23,7.766
2023-07-24,7.627
2023-07-25,7.689
2023-07-26,7.71
2023-07-27,7.63
2023-07-28,7.595
2023-07-29,7.595
2023-07-30,7.595
2023-07-31,7.609
2023-08-01,7.526
2023-08-02,7.401
2023-08-03,7.373
2023-08-04,7.262
2023-08-05,7.262
2023-08-06,7.262
2023-08-07,7.182
2023-08-08,7.241
2023-08-09,7.285
2023-08-10,8.105
2023-08-11,8.112
2023-08-12,8.112
2023-08-13,8.112
2023-08-14,8.016
2023-08-15,7.798
2023-08-16,7.656
2023-08-17,7.835
2023-08-18,7.849
2023-08-19,7.849
2023-08-20,7.849
2023-08-21,7.787
2023-08-22,7.955
2023-08-23,7.966
2023-08-24,7.995
2023-08-25,8.003
2023-08-26,8.003
2023-08-27,8.003
2023-08-28,8.017
2023-08-29,8.05
2023-08-30,8.276
2023-08-31,8.255
2023-09-01,8.568
2023-09-02,8.568
2023-09-03,8.568
2023-09-04,8.568
2023-09-05,8.24
2023-09-06,8.415
2023-09-07,8.149
2023-09-08,7.981
2023-09-09,7.981
2023-09-10,7.981
2023-09-11,8.028
2023-09-12,8.028
2023-09-13,7.977
2023-09-14,8.16
2023-09-15,8.178
2023-09-16,8.178
2023-09-17,8.178
2023-09-18,8.265
2023-09-19,8.173
2023-09-20,8.126
2023-09-21,7.983
2023-09-22,7.953
2023-09-23,7.953
2023-09-24,7.953
2023-09-25,7.909
2023-09-26,7.638
2023-09-27,7.715
2023-09-28,7.795
2023-09-29,7.81
2023-09-30,7.81
2023-10-01,7.81
2023-10-02,7.557
2023-10-03,7.535
2023-10-04,7.509
2023-10-05,7.392
2023-10-06,7.502
2023-10-07,7.502
2023-10-08,7.502
2023-10-09,7.637
2023-10-10,7.849
2023-10-11,7.927
2023-10-12,7.908
2023-10-13,7.649
2023-10-14,7.649
2023-10-15,7.649
2023-10-16,7.652
2023-10-17,7.867
2023-10-18,7.508
2023-10-19,7.459
2023-10-20,7.433
2023-10-21,7.433
2023-10-22,7.433
2023-10-23,7.251
2023-10-24,7.281
2023-10-25,7.211
2023-10-26,7.426
2023-10-27,7.493
2023-10-28,7.493
2023-10-29,7.493
2023-10-30,7.597
2023-10-31,7.533
2023-11-01,7.567
2023-11-02,7.645
2023-11-03,8.03
2023-11-04,8.03
2023-11-05,8.03
2023-11-06,7.544
2023-11-07,8.036
2023-11-08,8.029
2023-11-09,7.919
2023-11-10,8.357
2023-11-11,8.357
2023-11-12,8.357
2023-11-13,8.24
2023-11-14,8.772
2023-11-15,8.783
2023-11-16,8.791
2023-11-17,8.893
2023-11-18,8.893
2023-11-19,8.893
2023-11-20,8.855
2023-11-21,8.832
2023-11-22,8.81
2023-11-23,8.81
2023-11-24,8.893
2023-11-25,8.893
2023-11-26,8.893
2023-11-27,8.836
2023-11-28,8.753
2023-11-29,8.817
2023-11-30,9.018
2023-12-01,9.309
2023-12-02,9.309
2023-12-03,9.309
2023-12-04,9.313
2023-12-05,9.275
2023-12-06,9.385
2023-12-07,9.756
2023-12-08,9.657
2023-12-09,9.657
2023-12-10,9.657
2023-12-11,9.775
2023-12-12,9.563
2023-12-13,9.794
2023-12-14,10.025
2023-12-15,9.934
2023-12-16,9.934
2023-12-17,9.934
2023-12-18,9.801
2023-12-19,10.112
2023-12-20,10.135
2023-12-21,10.32
2023-12-22,10.593
2023-12-23,10.593
2023-12-24,10.593
2023-12-25,10.593
2023-12-26,10.722
2023-12-27,10.684
2023-12-28,10.638
2023-12-29,10.502
2023-12-30,10.502
2023-12-31,10.502
2024-01-01,10.502
2024-01-02,10.154
2024-01-03,9.461
2024-01-04,9.218
2024-01-05,9.305
2024-01-06,9.305
2024-01-07,9.305
2024-01-08,9.29
2024-01-09,9.18
2024-01-10,9.233
2024-01-11,9.255
2024-01-12,9.091
2024-01-13,9.091
2024-01-14,9.091
2024-01-15,9.091
2024-01-16,8.838
2024-01-17,8.853
2024-01-18,8.803
2024-01-19,8.838
2024-01-20,8.838
2024-01-21,8.838
2024-01-22,9.041
2024-01-23,8.861
2024-01-24,8.836
2024-01-25,8.932
2024-01-26,8.976
2024-01-27,8.976
2024-01-28,8.976
2024-01-29,9.132
2024-01-30,9.108
2024-01-31,8.952
2024-02-01,9.056
2024-02-02,8.9
2024-02-03,8.9
2024-02-04,8.9
2024-02-05,8.692
2024-02-06,9.064
2024-02-07,9.148
2024-02-08,9.431
2024-02-09,9.371
2024-02-10,9.371
2024-02-11,9.371
2024-02-12,9.511
2024-02-13,9.251
2024-02-14,9.283
2024-02-15,9.919
2024-02-16,10.134
2024-02-17,10.134
2024-02-18,10.134
2024-02-19,10.134
2024-02-20,10.466
2024-02-21,11.029
2024-02-22,10.787
2024-02-23,10.819
2024-02-24,10.819
2024-02-25,10.819
2024-02-26,10.692
2024-02-27,10.526
2024-02-28,10.304
2024-02-29,10.397
2024-03-01,10.217
2024-03-02,10.217
2024-03-03,10.217
2024-03-04,10.346
2024-03-05,10.092
2024-03-06,10.175
2024-03-07,10.286
2024-03-08,10.268
2024-03-09,10.268
2024-03-10,10.268
2024-03-11,10.364
2024-03-12,10.489
2024-03-13,10.471
2024-03-14,10.346
2024-03-15,10.522
2024-03-16,10.522
2024-03-17,10.522
2024-03-18,10.328
2024-03-19,10.462
2024-03-20,10.826
2024-03-21,10.868
2024-03-22,10.656
2024-03-23,10.656
2024-03-24,10.656
2024-03-25,10.692
2024-03-26,10.779
2024-03-27,10.909
2024-03-28,10.904
2024-03-29,10.904
2024-03-30,10.904
2024-03-31,10.904
2024-04-01,10.844
2024-04-02,11.099
2024-04-03,11.127
2024-04-04,11.168
2024-04-05,11.252
2024-04-06,11.252
2024-04-07,11.252
2024-04-08,11.433
