,ULTA US Equity
,BEST_PE_RATIO
2020-01-01,11.504
2020-01-02,11.504
2020-01-03,11.504
2020-01-04,11.504
2020-01-05,11.504
2020-01-06,11.504
2020-01-07,11.504
2020-01-08,11.504
2020-01-09,11.504
2020-01-10,11.504
2020-01-11,11.504
2020-01-12,11.504
2020-01-13,11.504
2020-01-14,11.504
2020-01-15,11.504
2020-01-16,11.504
2020-01-17,11.504
2020-01-18,11.504
2020-01-19,11.504
2020-01-20,11.504
2020-01-21,11.504
2020-01-22,11.504
2020-01-23,11.504
2020-01-24,11.504
2020-01-25,11.504
2020-01-26,11.504
2020-01-27,11.504
2020-01-28,11.504
2020-01-29,11.504
2020-01-30,11.504
2020-01-31,11.504
2020-02-01,11.504
2020-02-02,11.504
2020-02-03,11.49
2020-02-04,11.43
2020-02-05,11.625
2020-02-06,12.246
2020-02-07,12.368
2020-02-08,12.368
2020-02-09,12.368
2020-02-10,12.254
2020-02-11,12.277
2020-02-12,12.507
2020-02-13,12.415
2020-02-14,12.31
2020-02-15,12.31
2020-02-16,12.31
2020-02-17,12.31
2020-02-18,12.483
2020-02-19,12.405
2020-02-20,12.593
2020-02-21,12.511
2020-02-22,12.511
2020-02-23,12.511
2020-02-24,11.934
2020-02-25,11.617
2020-02-26,11.398
2020-02-27,11.09
2020-02-28,10.743
2020-02-29,10.743
2020-03-01,10.743
2020-03-02,10.906
2020-03-03,10.727
2020-03-04,11.234
2020-03-05,10.746
2020-03-06,10.722
2020-03-07,10.722
2020-03-08,10.722
2020-03-09,9.85
2020-03-10,9.99
2020-03-11,9.244
2020-03-12,8.297
2020-03-13,8.653
2020-03-14,8.653
2020-03-15,8.653
2020-03-16,6.751
2020-03-17,6.461
2020-03-18,5.371
2020-03-19,6.142
2020-03-20,6.187
2020-03-21,6.187
2020-03-22,6.187
2020-03-23,5.986
2020-03-24,7.421
2020-03-25,8.018
2020-03-26,7.891
2020-03-27,7.29
2020-03-28,7.29
2020-03-29,7.29
2020-03-30,7.51
2020-03-31,7.342
2020-04-01,6.749
2020-04-02,6.743
2020-04-03,6.55
2020-04-04,6.55
2020-04-05,6.55
2020-04-06,7.885
2020-04-07,7.837
2020-04-08,8.382
2020-04-09,8.461
2020-04-10,8.461
2020-04-11,8.461
2020-04-12,8.461
2020-04-13,8.466
2020-04-14,8.567
2020-04-15,8.421
2020-04-16,8.73
2020-04-17,9.006
2020-04-18,9.006
2020-04-19,9.006
2020-04-20,8.695
2020-04-21,8.423
2020-04-22,8.722
2020-04-23,8.804
2020-04-24,8.797
2020-04-25,8.797
2020-04-26,8.797
2020-04-27,8.696
2020-04-28,9.138
2020-04-29,9.451
2020-04-30,9.107
2020-05-01,8.954
2020-05-02,8.954
2020-05-03,8.954
2020-05-04,9.005
2020-05-05,9.119
2020-05-06,9.121
2020-05-07,9.284
2020-05-08,9.614
2020-05-09,9.614
2020-05-10,9.614
2020-05-11,9.626
2020-05-12,8.855
2020-05-13,8.258
2020-05-14,8.398
2020-05-15,8.377
2020-05-16,8.377
2020-05-17,8.377
2020-05-18,8.883
2020-05-19,8.785
2020-05-20,8.921
2020-05-21,9.309
2020-05-22,9.219
2020-05-23,9.219
2020-05-24,9.219
2020-05-25,9.219
2020-05-26,9.945
2020-05-27,10.515
2020-05-28,10.168
2020-05-29,10.197
2020-05-30,10.197
2020-05-31,10.197
2020-06-01,9.991
2020-06-02,11.926
2020-06-03,12.473
2020-06-04,12.26
2020-06-05,12.463
2020-06-06,12.463
2020-06-07,12.463
2020-06-08,12.586
2020-06-09,12.546
2020-06-10,12.224
2020-06-11,11.582
2020-06-12,11.62
2020-06-13,11.62
2020-06-14,11.62
2020-06-15,11.562
2020-06-16,11.583
2020-06-17,11.467
2020-06-18,11.228
2020-06-19,11.507
2020-06-20,11.507
2020-06-21,11.507
2020-06-22,11.144
2020-06-23,11.209
2020-06-24,10.846
2020-06-25,10.531
2020-06-26,10.303
2020-06-27,10.303
2020-06-28,10.303
2020-06-29,10.772
2020-06-30,11.031
2020-07-01,11.04
2020-07-02,11.041
2020-07-03,11.041
2020-07-04,11.041
2020-07-05,11.041
2020-07-06,11.334
2020-07-07,11.005
2020-07-08,10.956
2020-07-09,10.428
2020-07-10,10.629
2020-07-11,10.629
2020-07-12,10.629
2020-07-13,10.451
2020-07-14,10.409
2020-07-15,11.053
2020-07-16,11.018
2020-07-17,11.009
2020-07-18,11.009
2020-07-19,11.009
2020-07-20,10.849
2020-07-21,10.952
2020-07-22,11.141
2020-07-23,11.152
2020-07-24,11.047
2020-07-25,11.047
2020-07-26,11.047
2020-07-27,10.783
2020-07-28,10.714
2020-07-29,11.01
2020-07-30,10.771
2020-07-31,10.466
2020-08-01,10.466
2020-08-02,10.466
2020-08-03,10.374
2020-08-04,10.764
2020-08-05,10.755
2020-08-06,10.864
2020-08-07,10.857
2020-08-08,10.857
2020-08-09,10.857
2020-08-10,11.669
2020-08-11,11.513
2020-08-12,11.598
2020-08-13,11.845
2020-08-14,12.004
2020-08-15,12.004
2020-08-16,12.004
2020-08-17,11.933
2020-08-18,11.516
2020-08-19,11.362
2020-08-20,10.938
2020-08-21,11.396
2020-08-22,11.396
2020-08-23,11.396
2020-08-24,11.849
2020-08-25,11.704
2020-08-26,11.756
2020-08-27,11.926
2020-08-28,12.466
2020-08-29,12.466
2020-08-30,12.466
2020-08-31,12.212
2020-09-01,12.073
2020-09-02,12.32
2020-09-03,12.34
2020-09-04,12.468
2020-09-05,12.468
2020-09-06,12.468
2020-09-07,12.468
2020-09-08,12.224
2020-09-09,12.336
2020-09-10,12.163
2020-09-11,11.996
2020-09-12,11.996
2020-09-13,11.996
2020-09-14,12.27
2020-09-15,12.437
2020-09-16,12.574
2020-09-17,12.301
2020-09-18,12.144
2020-09-19,12.144
2020-09-20,12.144
2020-09-21,11.837
2020-09-22,11.737
2020-09-23,11.374
2020-09-24,11.278
2020-09-25,11.343
2020-09-26,11.343
2020-09-27,11.343
2020-09-28,11.809
2020-09-29,11.659
2020-09-30,11.717
2020-10-01,11.96
2020-10-02,11.963
2020-10-03,11.963
2020-10-04,11.963
2020-10-05,12.23
2020-10-06,11.801
2020-10-07,11.845
2020-10-08,12.255
2020-10-09,12.055
2020-10-10,12.055
2020-10-11,12.055
2020-10-12,12.279
2020-10-13,12.764
2020-10-14,12.832
2020-10-15,12.793
2020-10-16,12.956
2020-10-17,12.956
2020-10-18,12.956
2020-10-19,12.606
2020-10-20,12.46
2020-10-21,12.467
2020-10-22,12.635
2020-10-23,12.588
2020-10-24,12.588
2020-10-25,12.588
2020-10-26,11.83
2020-10-27,11.424
2020-10-28,10.784
2020-10-29,11.009
2020-10-30,11.07
2020-10-31,11.07
2020-11-01,11.07
2020-11-02,11.285
2020-11-03,11.921
2020-11-04,11.909
2020-11-05,11.742
2020-11-06,11.783
2020-11-07,11.783
2020-11-08,11.783
2020-11-09,13.547
2020-11-10,14.549
2020-11-11,13.997
2020-11-12,13.595
2020-11-13,14.377
2020-11-14,14.377
2020-11-15,14.377
2020-11-16,15.086
2020-11-17,15.136
2020-11-18,15.027
2020-11-19,15.062
2020-11-20,14.996
2020-11-21,14.996
2020-11-22,14.996
2020-11-23,15.501
2020-11-24,15.602
2020-11-25,15.319
2020-11-26,15.319
2020-11-27,15.415
2020-11-28,15.415
2020-11-29,15.415
2020-11-30,15.092
2020-12-01,15.543
2020-12-02,15.681
2020-12-03,16.162
2020-12-04,16.262
2020-12-05,16.262
2020-12-06,16.262
2020-12-07,15.896
2020-12-08,15.823
2020-12-09,16.036
2020-12-10,15.831
2020-12-11,15.401
2020-12-12,15.401
2020-12-13,15.401
2020-12-14,15.424
2020-12-15,15.526
2020-12-16,15.664
2020-12-17,15.83
2020-12-18,15.577
2020-12-19,15.577
2020-12-20,15.577
2020-12-21,15.561
2020-12-22,15.384
2020-12-23,15.579
2020-12-24,15.357
2020-12-25,15.357
2020-12-26,15.357
2020-12-27,15.357
2020-12-28,16.143
2020-12-29,16.094
2020-12-30,16.422
2020-12-31,16.664
2021-01-01,16.664
2021-01-02,16.664
2021-01-03,16.664
2021-01-04,16.392
2021-01-05,16.27
2021-01-06,16.658
2021-01-07,16.728
2021-01-08,16.833
2021-01-09,16.833
2021-01-10,16.833
2021-01-11,16.6
2021-01-12,16.831
2021-01-13,16.819
2021-01-14,17.264
2021-01-15,17.267
2021-01-16,17.267
2021-01-17,17.267
2021-01-18,17.267
2021-01-19,16.771
2021-01-20,16.898
2021-01-21,17.175
2021-01-22,17.157
2021-01-23,17.157
2021-01-24,17.157
2021-01-25,16.918
2021-01-26,16.917
2021-01-27,16.443
2021-01-28,16.636
2021-01-29,16.004
2021-01-30,16.004
2021-01-31,16.004
2021-02-01,16.144
2021-02-02,16.426
2021-02-03,16.531
2021-02-04,16.909
2021-02-05,17.278
2021-02-06,17.278
2021-02-07,17.278
2021-02-08,18.074
2021-02-09,18.253
2021-02-10,18.06
2021-02-11,18.354
2021-02-12,18.299
2021-02-13,18.299
2021-02-14,18.299
2021-02-15,18.299
2021-02-16,18.75
2021-02-17,18.566
2021-02-18,18.247
2021-02-19,18.408
2021-02-20,18.408
2021-02-21,18.408
2021-02-22,18.758
2021-02-23,18.767
2021-02-24,19.111
2021-02-25,18.745
2021-02-26,18.439
2021-02-27,18.439
2021-02-28,18.439
2021-03-01,19.302
2021-03-02,19.268
2021-03-03,19.129
2021-03-04,18.557
2021-03-05,19.07
2021-03-06,19.07
2021-03-07,19.07
2021-03-08,19.78
2021-03-09,19.395
2021-03-10,19.629
2021-03-11,19.879
2021-03-12,19.115
2021-03-13,19.115
2021-03-14,19.115
2021-03-15,19.376
2021-03-16,18.786
2021-03-17,19.191
2021-03-18,19.205
2021-03-19,19.362
2021-03-20,19.362
2021-03-21,19.362
2021-03-22,18.956
2021-03-23,18.622
2021-03-24,18.109
2021-03-25,18.777
2021-03-26,18.557
2021-03-27,18.557
2021-03-28,18.557
2021-03-29,18.752
2021-03-30,18.863
2021-03-31,18.935
2021-04-01,19.207
2021-04-02,19.207
2021-04-03,19.207
2021-04-04,19.207
2021-04-05,19.584
2021-04-06,19.321
2021-04-07,19.36
2021-04-08,19.6
2021-04-09,19.734
2021-04-10,19.734
2021-04-11,19.734
2021-04-12,20.075
2021-04-13,20.337
2021-04-14,20.152
2021-04-15,19.985
2021-04-16,20.236
2021-04-17,20.236
2021-04-18,20.236
2021-04-19,20.086
2021-04-20,19.393
2021-04-21,19.741
2021-04-22,19.813
2021-04-23,20.097
2021-04-24,20.097
2021-04-25,20.097
2021-04-26,20.087
2021-04-27,20.14
2021-04-28,20.0
2021-04-29,20.125
2021-04-30,20.152
2021-05-01,20.152
2021-05-02,20.152
2021-05-03,19.842
2021-05-04,19.63
2021-05-05,19.515
2021-05-06,19.394
2021-05-07,19.748
2021-05-08,19.748
2021-05-09,19.748
2021-05-10,19.723
2021-05-11,19.109
2021-05-12,18.495
2021-05-13,19.07
2021-05-14,19.842
2021-05-15,19.842
2021-05-16,19.842
2021-05-17,20.181
2021-05-18,20.001
2021-05-19,19.539
2021-05-20,19.496
2021-05-21,19.34
2021-05-22,19.34
2021-05-23,19.34
2021-05-24,19.324
2021-05-25,19.641
2021-05-26,20.039
2021-05-27,19.609
2021-05-28,19.544
2021-05-29,19.544
2021-05-30,19.544
2021-05-31,19.544
2021-06-01,19.284
2021-06-02,18.925
2021-06-03,18.709
2021-06-04,18.354
2021-06-05,18.354
2021-06-06,18.354
2021-06-07,18.701
2021-06-08,19.18
2021-06-09,18.566
2021-06-10,18.528
2021-06-11,18.888
2021-06-12,18.888
2021-06-13,18.888
2021-06-14,18.795
2021-06-15,18.564
2021-06-16,18.518
2021-06-17,18.324
2021-06-18,18.259
2021-06-19,18.259
2021-06-20,18.259
2021-06-21,18.69
2021-06-22,18.733
2021-06-23,19.04
2021-06-24,19.636
2021-06-25,19.469
2021-06-26,19.469
2021-06-27,19.469
2021-06-28,19.148
2021-06-29,19.185
2021-06-30,19.296
2021-07-01,19.475
2021-07-02,19.638
2021-07-03,19.638
2021-07-04,19.638
2021-07-05,19.638
2021-07-06,19.642
2021-07-07,19.019
2021-07-08,18.714
2021-07-09,19.178
2021-07-10,19.178
2021-07-11,19.178
2021-07-12,19.133
2021-07-13,18.936
2021-07-14,19.102
2021-07-15,19.028
2021-07-16,18.535
2021-07-17,18.535
2021-07-18,18.535
2021-07-19,18.063
2021-07-20,18.331
2021-07-21,18.723
2021-07-22,18.65
2021-07-23,18.719
2021-07-24,18.719
2021-07-25,18.719
2021-07-26,18.866
2021-07-27,18.496
2021-07-28,18.302
2021-07-29,18.337
2021-07-30,18.402
2021-07-31,18.402
2021-08-01,18.402
2021-08-02,18.455
2021-08-03,18.997
2021-08-04,18.773
2021-08-05,19.252
2021-08-06,19.325
2021-08-07,19.325
2021-08-08,19.325
2021-08-09,19.306
2021-08-10,19.804
2021-08-11,20.083
2021-08-12,20.361
2021-08-13,20.357
2021-08-14,20.357
2021-08-15,20.357
2021-08-16,20.238
2021-08-17,19.749
2021-08-18,19.803
2021-08-19,19.756
2021-08-20,20.079
2021-08-21,20.079
2021-08-22,20.079
2021-08-23,20.256
2021-08-24,20.467
2021-08-25,20.702
2021-08-26,19.643
2021-08-27,19.57
2021-08-28,19.57
2021-08-29,19.57
2021-08-30,19.365
2021-08-31,19.574
2021-09-01,19.582
2021-09-02,19.266
2021-09-03,19.311
2021-09-04,19.311
2021-09-05,19.311
2021-09-06,19.311
2021-09-07,19.304
2021-09-08,19.15
2021-09-09,19.444
2021-09-10,19.075
2021-09-11,19.075
2021-09-12,19.075
2021-09-13,18.946
2021-09-14,19.019
2021-09-15,19.131
2021-09-16,19.456
2021-09-17,19.29
2021-09-18,19.29
2021-09-19,19.29
2021-09-20,18.816
2021-09-21,18.821
2021-09-22,19.127
2021-09-23,19.237
2021-09-24,19.306
2021-09-25,19.306
2021-09-26,19.306
2021-09-27,19.256
2021-09-28,19.105
2021-09-29,19.115
2021-09-30,18.235
2021-10-01,18.594
2021-10-02,18.594
2021-10-03,18.594
2021-10-04,18.689
2021-10-05,18.884
2021-10-06,18.603
2021-10-07,18.948
2021-10-08,19.116
2021-10-09,19.116
2021-10-10,19.116
2021-10-11,19.243
2021-10-12,19.548
2021-10-13,19.972
2021-10-14,21.032
2021-10-15,21.126
2021-10-16,21.126
2021-10-17,21.126
2021-10-18,21.159
2021-10-19,18.621
2021-10-20,18.15
2021-10-21,18.775
2021-10-22,18.753
2021-10-23,18.753
2021-10-24,18.753
2021-10-25,18.731
2021-10-26,18.481
2021-10-27,18.67
2021-10-28,18.7
2021-10-29,18.547
2021-10-30,18.547
2021-10-31,18.547
2021-11-01,18.434
2021-11-02,18.774
2021-11-03,19.275
2021-11-04,19.239
2021-11-05,19.783
2021-11-06,19.783
2021-11-07,19.783
2021-11-08,19.595
2021-11-09,19.948
2021-11-10,19.758
2021-11-11,19.971
2021-11-12,20.018
2021-11-13,20.018
2021-11-14,20.018
2021-11-15,20.282
2021-11-16,20.895
2021-11-17,20.104
2021-11-18,20.276
2021-11-19,20.379
2021-11-20,20.379
2021-11-21,20.379
2021-11-22,20.582
2021-11-23,20.44
2021-11-24,20.472
2021-11-25,20.472
2021-11-26,19.971
2021-11-27,19.971
2021-11-28,19.971
2021-11-29,20.065
2021-11-30,19.192
2021-12-01,18.495
2021-12-02,18.364
2021-12-03,17.676
2021-12-04,17.676
2021-12-05,17.676
2021-12-06,18.089
2021-12-07,18.909
2021-12-08,19.113
2021-12-09,18.629
2021-12-10,18.586
