,WHR US Equity
,BEST_PE_RATIO
2023-06-12,7.876
2023-06-13,8.003
2023-06-14,7.964
2023-06-15,8.09
2023-06-16,7.994
2023-06-17,7.994
2023-06-18,7.994
2023-06-19,7.994
2023-06-20,7.99
2023-06-21,7.893
2023-06-22,7.78
2023-06-23,7.671
2023-06-24,7.671
2023-06-25,7.671
2023-06-26,7.79
2023-06-27,8.074
2023-06-28,8.002
2023-06-29,8.155
2023-06-30,8.118
2023-07-01,8.118
2023-07-02,8.118
2023-07-03,8.138
2023-07-04,8.138
2023-07-05,8.038
2023-07-06,7.996
2023-07-07,8.09
2023-07-08,8.09
2023-07-09,8.09
2023-07-10,8.369
2023-07-11,8.619
2023-07-12,8.619
2023-07-13,8.567
2023-07-14,8.39
2023-07-15,8.39
2023-07-16,8.39
2023-07-17,8.409
2023-07-18,8.598
2023-07-19,8.653
2023-07-20,8.396
2023-07-21,8.3
2023-07-22,8.3
2023-07-23,8.3
2023-07-24,8.343
2023-07-25,8.128
2023-07-26,8.027
2023-07-27,7.927
2023-07-28,7.973
2023-07-29,7.973
2023-07-30,7.973
2023-07-31,8.066
2023-08-01,8.011
2023-08-02,8.138
2023-08-03,7.915
2023-08-04,7.912
2023-08-05,7.912
2023-08-06,7.912
2023-08-07,7.935
2023-08-08,7.873
2023-08-09,7.764
2023-08-10,7.773
2023-08-11,7.807
2023-08-12,7.807
2023-08-13,7.807
2023-08-14,7.73
2023-08-15,7.689
2023-08-16,7.552
2023-08-17,7.46
2023-08-18,7.506
2023-08-19,7.506
2023-08-20,7.506
2023-08-21,7.4
2023-08-22,7.553
2023-08-23,7.539
2023-08-24,7.514
2023-08-25,7.539
2023-08-26,7.539
2023-08-27,7.539
2023-08-28,7.68
2023-08-29,7.763
2023-08-30,7.8
2023-08-31,7.875
2023-09-01,7.901
2023-09-02,7.901
2023-09-03,7.901
2023-09-04,7.901
2023-09-05,7.663
2023-09-06,7.692
2023-09-07,7.577
2023-09-08,7.598
2023-09-09,7.598
2023-09-10,7.598
2023-09-11,7.624
2023-09-12,7.59
2023-09-13,7.52
2023-09-14,7.673
2023-09-15,7.753
2023-09-16,7.753
2023-09-17,7.753
2023-09-18,7.646
2023-09-19,7.658
2023-09-20,7.609
2023-09-21,7.402
2023-09-22,7.306
2023-09-23,7.306
2023-09-24,7.306
2023-09-25,7.354
2023-09-26,7.263
2023-09-27,7.29
2023-09-28,7.43
2023-09-29,7.461
2023-09-30,7.461
2023-10-01,7.461
2023-10-02,7.37
2023-10-03,7.148
2023-10-04,7.185
2023-10-05,7.019
2023-10-06,6.934
2023-10-07,6.934
2023-10-08,6.934
2023-10-09,7.022
2023-10-10,7.137
2023-10-11,7.152
2023-10-12,6.894
2023-10-13,6.88
2023-10-14,6.88
2023-10-15,6.88
2023-10-16,7.068
2023-10-17,7.31
2023-10-18,7.276
2023-10-19,7.212
2023-10-20,7.204
2023-10-21,7.204
2023-10-22,7.204
2023-10-23,7.204
2023-10-24,7.173
2023-10-25,7.091
2023-10-26,6.123
2023-10-27,5.973
2023-10-28,5.973
2023-10-29,5.973
2023-10-30,6.307
2023-10-31,6.431
2023-11-01,6.43
2023-11-02,6.618
2023-11-03,6.856
2023-11-04,6.856
2023-11-05,6.856
2023-11-06,6.846
2023-11-07,6.826
2023-11-08,6.899
2023-11-09,6.639
2023-11-10,6.753
2023-11-11,6.753
2023-11-12,6.753
2023-11-13,6.597
2023-11-14,6.952
2023-11-15,7.071
2023-11-16,7.013
2023-11-17,7.026
2023-11-18,7.026
2023-11-19,7.026
2023-11-20,7.027
2023-11-21,6.853
2023-11-22,6.871
2023-11-23,6.871
2023-11-24,6.888
2023-11-25,6.888
2023-11-26,6.888
2023-11-27,6.838
2023-11-28,6.834
2023-11-29,6.916
2023-11-30,6.87
2023-12-01,7.172
2023-12-02,7.172
2023-12-03,7.172
2023-12-04,7.062
2023-12-05,6.819
2023-12-06,6.891
2023-12-07,6.998
2023-12-08,7.027
2023-12-09,7.027
2023-12-10,7.027
2023-12-11,6.859
2023-12-12,6.861
2023-12-13,7.167
2023-12-14,7.672
2023-12-15,7.449
2023-12-16,7.449
2023-12-17,7.449
2023-12-18,7.375
2023-12-19,7.498
2023-12-20,7.299
2023-12-21,7.404
2023-12-22,7.454
2023-12-23,7.454
2023-12-24,7.454
2023-12-25,7.454
2023-12-26,7.619
2023-12-27,7.664
2023-12-28,7.698
2023-12-29,7.619
2023-12-30,7.619
2023-12-31,7.619
2024-01-01,7.619
2024-01-02,7.691
2024-01-03,7.377
2024-01-04,7.395
2024-01-05,7.569
2024-01-06,7.569
2024-01-07,7.569
2024-01-08,7.631
2024-01-09,7.565
2024-01-10,7.578
2024-01-11,7.56
2024-01-12,7.171
2024-01-13,7.171
2024-01-14,7.171
2024-01-15,7.171
2024-01-16,7.277
2024-01-17,7.241
2024-01-18,7.261
2024-01-19,7.276
2024-01-20,7.276
2024-01-21,7.276
2024-01-22,7.403
2024-01-23,7.228
2024-01-24,7.15
2024-01-25,7.404
2024-01-26,7.513
2024-01-27,7.513
2024-01-28,7.513
2024-01-29,7.632
2024-01-30,7.945
2024-01-31,7.91
2024-02-01,8.234
2024-02-02,8.163
2024-02-03,8.163
2024-02-04,8.163
2024-02-05,7.998
2024-02-06,8.074
2024-02-07,8.06
2024-02-08,8.145
2024-02-09,8.061
2024-02-10,8.061
2024-02-11,8.061
2024-02-12,8.287
2024-02-13,7.905
2024-02-14,8.043
2024-02-15,8.055
2024-02-16,7.934
2024-02-17,7.934
2024-02-18,7.934
2024-02-19,7.934
2024-02-20,8.025
2024-02-21,8.07
2024-02-22,8.177
2024-02-23,8.11
2024-02-24,8.11
2024-02-25,8.11
2024-02-26,7.874
2024-02-27,7.862
2024-02-28,7.848
2024-02-29,7.96
2024-03-01,7.917
2024-03-02,7.917
2024-03-03,7.917
2024-03-04,7.898
2024-03-05,7.644
2024-03-06,7.878
2024-03-07,8.016
2024-03-08,8.104
2024-03-09,8.104
2024-03-10,8.104
2024-03-11,8.054
2024-03-12,8.01
2024-03-13,8.077
2024-03-14,7.854
2024-03-15,7.812
2024-03-16,7.812
2024-03-17,7.812
2024-03-18,7.817
2024-03-19,7.982
2024-03-20,8.15
2024-03-21,8.302
2024-03-22,8.236
2024-03-23,8.236
2024-03-24,8.236
2024-03-25,8.43
2024-03-26,8.341
2024-03-27,8.761
2024-03-28,8.89
2024-03-29,8.89
2024-03-30,8.89
2024-03-31,8.89
2024-04-01,8.859
2024-04-02,8.537
2024-04-03,8.608
2024-04-04,8.503
2024-04-05,8.556
2024-04-06,8.556
2024-04-07,8.556
2024-04-08,8.602
