,SYF US Equity
2020-06-12,5.082
2020-06-13,5.082
2020-06-14,5.082
2020-06-15,5.215
2020-06-16,5.379
2020-06-17,5.292
2020-06-18,5.185
2020-06-19,5.082
2020-06-20,5.082
2020-06-21,5.082
2020-06-22,5.086
2020-06-23,5.114
2020-06-24,4.723
2020-06-25,4.864
2020-06-26,4.573
2020-06-27,4.573
2020-06-28,4.573
2020-06-29,4.693
2020-06-30,4.738
2020-07-01,4.62
2020-07-02,4.674
2020-07-03,4.674
2020-07-04,4.674
2020-07-05,4.674
2020-07-06,4.875
2020-07-07,4.659
2020-07-08,4.772
2020-07-09,4.562
2020-07-10,4.823
2020-07-11,4.823
2020-07-12,4.823
2020-07-13,4.851
2020-07-14,4.8
2020-07-15,5.054
2020-07-16,5.078
2020-07-17,4.962
2020-07-18,4.962
2020-07-19,4.962
2020-07-20,4.785
2020-07-21,4.84
2020-07-22,4.989
2020-07-23,5.091
2020-07-24,5.128
2020-07-25,5.128
2020-07-26,5.128
2020-07-27,5.167
2020-07-28,5.023
2020-07-29,5.176
2020-07-30,5.043
2020-07-31,4.863
2020-08-01,4.863
2020-08-02,4.863
2020-08-03,4.992
2020-08-04,4.977
2020-08-05,5.127
2020-08-06,5.074
2020-08-07,5.206
2020-08-08,5.206
2020-08-09,5.206
2020-08-10,5.403
2020-08-11,5.515
2020-08-12,5.436
2020-08-13,5.428
2020-08-14,5.478
2020-08-15,5.478
2020-08-16,5.478
2020-08-17,5.351
2020-08-18,5.269
2020-08-19,5.298
2020-08-20,5.261
2020-08-21,5.254
2020-08-22,5.254
2020-08-23,5.254
2020-08-24,5.548
2020-08-25,5.472
2020-08-26,5.373
2020-08-27,5.621
2020-08-28,5.665
2020-08-29,5.665
2020-08-30,5.665
2020-08-31,5.452
2020-09-01,5.463
2020-09-02,5.454
2020-09-03,5.52
2020-09-04,5.751
2020-09-05,5.751
2020-09-06,5.751
2020-09-07,5.751
2020-09-08,5.61
2020-09-09,5.625
2020-09-10,5.581
2020-09-11,5.667
2020-09-12,5.667
2020-09-13,5.667
2020-09-14,5.924
2020-09-15,5.821
2020-09-16,6.063
2020-09-17,6.074
2020-09-18,5.984
2020-09-19,5.984
2020-09-20,5.984
2020-09-21,5.691
2020-09-22,5.628
2020-09-23,5.515
2020-09-24,5.443
2020-09-25,5.524
2020-09-26,5.524
2020-09-27,5.524
2020-09-28,5.667
2020-09-29,5.614
2020-09-30,5.751
2020-10-01,5.856
2020-10-02,6.034
2020-10-03,6.034
2020-10-04,6.034
2020-10-05,6.236
2020-10-06,6.043
2020-10-07,6.219
2020-10-08,6.405
2020-10-09,6.337
2020-10-10,6.337
2020-10-11,6.337
2020-10-12,6.344
2020-10-13,6.271
2020-10-14,6.3
2020-10-15,6.394
2020-10-16,6.456
2020-10-17,6.456
2020-10-18,6.456
2020-10-19,6.39
2020-10-20,6.067
2020-10-21,5.96
2020-10-22,6.204
2020-10-23,6.157
2020-10-24,6.157
2020-10-25,6.157
2020-10-26,5.966
2020-10-27,5.82
2020-10-28,5.585
2020-10-29,5.649
2020-10-30,5.6
2020-10-31,5.6
2020-11-01,5.6
2020-11-02,5.81
2020-11-03,5.967
2020-11-04,5.935
2020-11-05,6.15
2020-11-06,5.998
2020-11-07,5.998
2020-11-08,5.998
2020-11-09,6.681
2020-11-10,6.627
2020-11-11,6.58
2020-11-12,6.515
2020-11-13,6.719
2020-11-14,6.719
2020-11-15,6.719
2020-11-16,6.963
2020-11-17,6.842
2020-11-18,6.732
2020-11-19,6.725
2020-11-20,6.591
2020-11-21,6.591
2020-11-22,6.591
2020-11-23,6.855
2020-11-24,7.155
2020-11-25,7.023
2020-11-26,7.023
2020-11-27,6.958
2020-11-28,6.958
2020-11-29,6.958
2020-11-30,6.819
2020-12-01,7.043
2020-12-02,7.236
2020-12-03,7.24
2020-12-04,7.379
2020-12-05,7.379
2020-12-06,7.379
2020-12-07,7.289
2020-12-08,7.249
2020-12-09,7.24
2020-12-10,7.381
2020-12-11,7.222
2020-12-12,7.222
2020-12-13,7.222
2020-12-14,7.142
2020-12-15,7.325
2020-12-16,7.377
2020-12-17,7.453
2020-12-18,7.24
2020-12-19,7.24
2020-12-20,7.24
2020-12-21,7.471
2020-12-22,6.491
2020-12-23,6.66
2020-12-24,6.627
2020-12-25,6.627
2020-12-26,6.627
2020-12-27,6.627
2020-12-28,6.625
2020-12-29,6.621
2020-12-30,6.692
2020-12-31,6.774
2021-01-01,6.774
2021-01-02,6.774
2021-01-03,6.774
2021-01-04,6.662
2021-01-05,6.785
2021-01-06,7.197
2021-01-07,7.164
2021-01-08,7.139
2021-01-09,7.139
2021-01-10,7.139
2021-01-11,7.082
2021-01-12,7.135
2021-01-13,7.301
2021-01-14,7.593
2021-01-15,7.566
2021-01-16,7.566
2021-01-17,7.566
2021-01-18,7.566
2021-01-19,7.747
2021-01-20,7.788
2021-01-21,7.449
2021-01-22,7.293
2021-01-23,7.293
2021-01-24,7.293
2021-01-25,7.148
2021-01-26,6.904
2021-01-27,6.709
2021-01-28,7.004
2021-01-29,6.567
2021-01-30,6.567
2021-01-31,6.567
2021-02-01,6.334
2021-02-02,6.581
2021-02-03,6.593
2021-02-04,6.823
2021-02-05,6.851
2021-02-06,6.851
2021-02-07,6.851
2021-02-08,6.92
2021-02-09,6.819
2021-02-10,6.959
2021-02-11,6.849
2021-02-12,6.825
2021-02-13,6.825
2021-02-14,6.825
2021-02-15,6.825
2021-02-16,6.963
2021-02-17,6.884
2021-02-18,6.733
2021-02-19,6.996
2021-02-20,6.996
2021-02-21,6.996
2021-02-22,7.132
2021-02-23,7.069
2021-02-24,7.389
2021-02-25,7.168
2021-02-26,7.106
2021-02-27,7.106
2021-02-28,7.106
2021-03-01,7.348
2021-03-02,7.268
2021-03-03,7.37
2021-03-04,7.148
2021-03-05,7.367
2021-03-06,7.367
2021-03-07,7.367
2021-03-08,7.466
2021-03-09,7.38
2021-03-10,7.644
2021-03-11,7.837
2021-03-12,7.844
2021-03-13,7.844
2021-03-14,7.844
2021-03-15,7.866
2021-03-16,7.753
2021-03-17,7.925
2021-03-18,7.58
2021-03-19,7.527
2021-03-20,7.527
2021-03-21,7.527
2021-03-22,7.448
2021-03-23,7.128
2021-03-24,7.255
2021-03-25,7.483
2021-03-26,7.591
2021-03-27,7.591
2021-03-28,7.591
2021-03-29,7.404
2021-03-30,7.543
2021-03-31,7.47
2021-04-01,7.653
2021-04-02,7.653
2021-04-03,7.653
2021-04-04,7.653
2021-04-05,7.756
2021-04-06,7.751
2021-04-07,7.806
2021-04-08,7.762
2021-04-09,7.863
2021-04-10,7.863
2021-04-11,7.863
2021-04-12,7.927
2021-04-13,7.617
2021-04-14,7.624
2021-04-15,7.584
2021-04-16,7.604
2021-04-17,7.604
2021-04-18,7.604
2021-04-19,7.483
2021-04-20,7.269
2021-04-21,7.381
2021-04-22,7.326
2021-04-23,7.473
2021-04-24,7.473
2021-04-25,7.473
2021-04-26,7.618
2021-04-27,7.483
2021-04-28,8.114
2021-04-29,8.38
2021-04-30,8.289
2021-05-01,8.289
2021-05-02,8.289
2021-05-03,8.277
2021-05-04,8.45
2021-05-05,8.488
2021-05-06,8.509
2021-05-07,8.698
2021-05-08,8.698
2021-05-09,8.698
2021-05-10,8.721
2021-05-11,8.567
2021-05-12,8.363
2021-05-13,8.579
2021-05-14,8.869
2021-05-15,8.869
2021-05-16,8.869
2021-05-17,8.89
2021-05-18,8.689
2021-05-19,8.692
2021-05-20,8.672
2021-05-21,8.759
2021-05-22,8.759
2021-05-23,8.759
2021-05-24,8.793
2021-05-25,8.766
2021-05-26,8.859
2021-05-27,9.039
2021-05-28,8.984
2021-05-29,8.984
2021-05-30,8.984
2021-05-31,8.984
2021-06-01,9.28
2021-06-02,9.38
2021-06-03,9.447
2021-06-04,9.435
2021-06-05,9.435
2021-06-06,9.435
2021-06-07,9.56
2021-06-08,9.627
2021-06-09,9.488
2021-06-10,9.284
2021-06-11,9.356
2021-06-12,9.356
2021-06-13,9.356
2021-06-14,9.217
2021-06-15,9.485
2021-06-16,9.382
2021-06-17,9.003
2021-06-18,8.744
2021-06-19,8.744
2021-06-20,8.744
2021-06-21,9.096
2021-06-22,9.077
2021-06-23,9.157
2021-06-24,9.286
2021-06-25,9.437
2021-06-26,9.437
2021-06-27,9.437
2021-06-28,9.189
2021-06-29,9.096
2021-06-30,9.195
2021-07-01,9.261
2021-07-02,9.295
2021-07-03,9.295
2021-07-04,9.295
2021-07-05,9.295
2021-07-06,9.071
2021-07-07,9.089
2021-07-08,8.852
2021-07-09,9.234
2021-07-10,9.234
2021-07-11,9.234
2021-07-12,9.38
2021-07-13,9.217
2021-07-14,9.001
2021-07-15,9.043
2021-07-16,8.855
2021-07-17,8.855
2021-07-18,8.855
2021-07-19,8.49
2021-07-20,8.717
2021-07-21,9.1
2021-07-22,8.862
2021-07-23,8.978
2021-07-24,8.978
2021-07-25,8.978
2021-07-26,9.1
2021-07-27,9.117
2021-07-28,9.113
2021-07-29,9.327
2021-07-30,9.118
2021-07-31,9.118
2021-08-01,9.118
2021-08-02,9.085
2021-08-03,9.137
2021-08-04,9.147
2021-08-05,9.364
2021-08-06,9.579
2021-08-07,9.579
2021-08-08,9.579
2021-08-09,9.496
2021-08-10,9.721
2021-08-11,9.93
2021-08-12,10.01
2021-08-13,10.047
2021-08-14,10.047
2021-08-15,10.047
2021-08-16,9.979
2021-08-17,9.83
2021-08-18,9.686
2021-08-19,9.504
2021-08-20,9.541
2021-08-21,9.541
2021-08-22,9.541
2021-08-23,9.64
2021-08-24,9.737
2021-08-25,9.971
2021-08-26,9.845
2021-08-27,10.074
2021-08-28,10.074
2021-08-29,10.074
2021-08-30,9.57
2021-08-31,9.647
2021-09-01,9.422
2021-09-02,9.368
2021-09-03,9.188
2021-09-04,9.188
2021-09-05,9.188
2021-09-06,9.188
2021-09-07,9.052
2021-09-08,8.858
2021-09-09,9.033
2021-09-10,9.176
2021-09-11,9.176
2021-09-12,9.176
2021-09-13,9.442
2021-09-14,9.246
2021-09-15,9.355
2021-09-16,9.442
2021-09-17,9.393
2021-09-18,9.393
2021-09-19,9.393
2021-09-20,9.168
2021-09-21,9.217
2021-09-22,9.376
2021-09-23,9.665
2021-09-24,9.74
2021-09-25,9.74
2021-09-26,9.74
2021-09-27,10.029
2021-09-28,9.826
2021-09-29,9.801
2021-09-30,9.479
2021-10-01,9.678
2021-10-02,9.678
2021-10-03,9.678
2021-10-04,9.622
2021-10-05,9.727
2021-10-06,9.667
2021-10-07,9.622
2021-10-08,9.686
2021-10-09,9.686
2021-10-10,9.686
2021-10-11,9.514
2021-10-12,9.636
2021-10-13,9.386
2021-10-14,9.612
2021-10-15,9.731
2021-10-16,9.731
2021-10-17,9.731
2021-10-18,9.892
2021-10-19,10.153
2021-10-20,10.209
2021-10-21,9.649
2021-10-22,9.669
2021-10-23,9.669
2021-10-24,9.669
2021-10-25,9.61
2021-10-26,9.622
2021-10-27,9.175
2021-10-28,9.213
2021-10-29,9.173
2021-10-30,9.173
2021-10-31,9.173
2021-11-01,9.355
2021-11-02,9.357
2021-11-03,9.519
2021-11-04,7.895
2021-11-05,8.093
2021-11-06,8.093
2021-11-07,8.093
2021-11-08,8.104
2021-11-09,8.112
2021-11-10,8.142
2021-11-11,8.178
2021-11-12,8.255
2021-11-13,8.255
2021-11-14,8.255
2021-11-15,8.247
2021-11-16,8.163
2021-11-17,7.994
2021-11-18,7.954
2021-11-19,7.877
2021-11-20,7.877
2021-11-21,7.877
2021-11-22,7.954
2021-11-23,8.178
2021-11-24,8.188
2021-11-25,8.188
2021-11-26,7.844
2021-11-27,7.844
2021-11-28,7.844
2021-11-29,7.752
2021-11-30,7.369
2021-12-01,7.187
2021-12-02,7.495
2021-12-03,7.436
2021-12-04,7.436
2021-12-05,7.436
2021-12-06,7.61
2021-12-07,7.816
2021-12-08,7.77
2021-12-09,7.865
2021-12-10,7.862
2021-12-11,7.862
2021-12-12,7.862
2021-12-13,7.61
2021-12-14,7.691
2021-12-15,7.673
2021-12-16,7.821
2021-12-17,7.661
2021-12-18,7.661
2021-12-19,7.661
2021-12-20,7.262
2021-12-21,7.576
2021-12-22,7.546
2021-12-23,7.581
2021-12-24,7.581
2021-12-25,7.581
2021-12-26,7.581
2021-12-27,7.584
2021-12-28,7.63
2021-12-29,7.602
2021-12-30,7.597
2021-12-31,7.619
2022-01-01,7.619
2022-01-02,7.619
2022-01-03,7.719
2022-01-04,7.909
2022-01-05,7.704
2022-01-06,7.811
2022-01-07,7.917
2022-01-08,7.917
2022-01-09,7.917
2022-01-10,7.932
2022-01-11,8.008
2022-01-12,8.052
2022-01-13,8.123
2022-01-14,7.993
2022-01-15,7.993
2022-01-16,7.993
2022-01-17,7.993
2022-01-18,7.758
2022-01-19,7.495
2022-01-20,7.417
2022-01-21,7.295
2022-01-22,7.295
2022-01-23,7.295
2022-01-24,7.379
2022-01-25,7.571
2022-01-26,7.451
2022-01-27,7.295
2022-01-28,6.689
2022-01-29,6.689
2022-01-30,6.689
2022-01-31,6.848
2022-02-01,6.572
2022-02-02,6.544
2022-02-03,6.475
2022-02-04,6.514
2022-02-05,6.514
2022-02-06,6.514
2022-02-07,6.573
2022-02-08,6.74
2022-02-09,6.879
2022-02-10,6.797
2022-02-11,6.745
2022-02-12,6.745
2022-02-13,6.745
2022-02-14,6.782
2022-02-15,6.899
2022-02-16,6.913
2022-02-17,6.729
2022-02-18,6.692
2022-02-19,6.692
2022-02-20,6.692
2022-02-21,6.692
2022-02-22,6.583
2022-02-23,6.412
2022-02-24,6.356
2022-02-25,6.657
2022-02-26,6.657
2022-02-27,6.657
2022-02-28,6.594
2022-03-01,6.07
2022-03-02,6.114
2022-03-03,5.981
2022-03-04,5.733
2022-03-05,5.733
2022-03-06,5.733
2022-03-07,5.345
2022-03-08,5.392
2022-03-09,5.567
2022-03-10,5.449
2022-03-11,5.389
2022-03-12,5.389
2022-03-13,5.389
2022-03-14,5.456
2022-03-15,5.558
2022-03-16,6.036
2022-03-17,6.001
2022-03-18,6.024
2022-03-19,6.024
2022-03-20,6.024
2022-03-21,5.83
2022-03-22,5.406
2022-03-23,5.225
2022-03-24,5.233
2022-03-25,5.272
2022-03-26,5.272
2022-03-27,5.272
2022-03-28,5.242
2022-03-29,5.375
2022-03-30,5.225
2022-03-31,5.09
2022-04-01,5.25
2022-04-02,5.25
2022-04-03,5.25
2022-04-04,5.311
2022-04-05,5.266
2022-04-06,5.341
2022-04-07,5.291
2022-04-08,5.437
2022-04-09,5.437
2022-04-10,5.437
2022-04-11,5.43
2022-04-12,5.482
2022-04-13,5.571
2022-04-14,5.605
2022-04-15,5.605
2022-04-16,5.605
2022-04-17,5.605
2022-04-18,5.833
2022-04-19,5.927
2022-04-20,5.895
2022-04-21,5.796
2022-04-22,5.531
2022-04-23,5.531
2022-04-24,5.531
2022-04-25,5.576
2022-04-26,5.463
2022-04-27,5.362
2022-04-28,5.544
2022-04-29,5.392
2022-04-30,5.392
2022-05-01,5.392
2022-05-02,5.468
2022-05-03,5.609
2022-05-04,5.88
2022-05-05,5.761
2022-05-06,5.574
2022-05-07,5.574
2022-05-08,5.574
2022-05-09,5.424
2022-05-10,5.297
2022-05-11,5.163
2022-05-12,4.826
2022-05-13,4.902
2022-05-14,4.902
2022-05-15,4.902
2022-05-16,4.845
2022-05-17,5.167
2022-05-18,4.829
2022-05-19,4.753
2022-05-20,4.73
2022-05-21,4.73
2022-05-22,4.73
2022-05-23,4.969
2022-05-24,4.796
2022-05-25,4.946
2022-05-26,5.16
2022-05-27,5.3
2022-05-28,5.3
2022-05-29,5.3
2022-05-30,5.3
2022-05-31,5.432
2022-06-01,5.261
2022-06-02,5.312
2022-06-03,5.198
2022-06-04,5.198
2022-06-05,5.198
2022-06-06,5.249
2022-06-07,5.334
2022-06-08,5.127
2022-06-09,4.965
2022-06-10,4.621
2022-06-11,4.621
2022-06-12,4.621
2022-06-13,4.356
2022-06-14,4.328
2022-06-15,4.469
2022-06-16,4.242
2022-06-17,4.384
2022-06-18,4.384
2022-06-19,4.384
2022-06-20,4.384
2022-06-21,4.286
2022-06-22,4.259
2022-06-23,4.139
2022-06-24,4.332
2022-06-25,4.332
2022-06-26,4.332
2022-06-27,4.327
2022-06-28,4.255
2022-06-29,4.192
2022-06-30,4.336
2022-07-01,4.489
2022-07-02,4.489
2022-07-03,4.489
2022-07-04,4.489
2022-07-05,4.539
2022-07-06,4.479
2022-07-07,4.625
2022-07-08,4.655
2022-07-09,4.655
2022-07-10,4.655
2022-07-11,4.754
2022-07-12,4.934
2022-07-13,4.902
2022-07-14,4.895
2022-07-15,5.131
2022-07-16,5.131
2022-07-17,5.131
2022-07-18,5.159
2022-07-19,5.464
2022-07-20,5.54
2022-07-21,5.433
2022-07-22,5.437
2022-07-23,5.437
2022-07-24,5.437
2022-07-25,5.46
2022-07-26,5.282
2022-07-27,5.42
2022-07-28,5.478
2022-07-29,5.609
2022-07-30,5.609
2022-07-31,5.609
2022-08-01,5.653
2022-08-02,5.499
2022-08-03,5.696
2022-08-04,5.656
2022-08-05,5.68
2022-08-06,5.68
2022-08-07,5.68
2022-08-08,5.768
2022-08-09,5.68
2022-08-10,5.975
2022-08-11,6.05
2022-08-12,6.055
2022-08-13,6.055
2022-08-14,6.055
2022-08-15,5.99
2022-08-16,6.037
2022-08-17,5.897
2022-08-18,5.926
2022-08-19,5.748
2022-08-20,5.748
2022-08-21,5.748
2022-08-22,5.593
2022-08-23,5.696
2022-08-24,5.752
2022-08-25,5.886
2022-08-26,5.638
2022-08-27,5.638
2022-08-28,5.638
2022-08-29,5.484
2022-08-30,5.522
2022-08-31,5.487
2022-09-01,5.37
2022-09-02,5.356
2022-09-03,5.356
2022-09-04,5.356
2022-09-05,5.356
2022-09-06,5.194
2022-09-07,5.353
2022-09-08,5.462
2022-09-09,5.599
2022-09-10,5.599
2022-09-11,5.599
2022-09-12,5.747
2022-09-13,5.294
2022-09-14,5.318
2022-09-15,5.462
2022-09-16,5.452
2022-09-17,5.452
2022-09-18,5.452
2022-09-19,5.485
2022-09-20,5.306
2022-09-21,5.136
2022-09-22,4.985
2022-09-23,4.912
2022-09-24,4.912
2022-09-25,4.912
2022-09-26,4.734
2022-09-27,4.73
2022-09-28,4.878
2022-09-29,4.853
2022-09-30,4.744
2022-10-01,4.744
2022-10-02,4.744
2022-10-03,5.072
2022-10-04,5.381
2022-10-05,5.409
2022-10-06,5.365
2022-10-07,5.254
2022-10-08,5.254
2022-10-09,5.254
2022-10-10,5.26
2022-10-11,5.245
2022-10-12,5.307
2022-10-13,5.492
2022-10-14,5.412
2022-10-15,5.412
2022-10-16,5.412
2022-10-17,5.548
2022-10-18,5.62
2022-10-19,5.448
2022-10-20,5.443
2022-10-21,5.589
2022-10-22,5.589
2022-10-23,5.589
2022-10-24,5.703
2022-10-25,5.955
2022-10-26,5.986
2022-10-27,5.99
2022-10-28,6.171
2022-10-29,6.171
2022-10-30,6.171
2022-10-31,6.089
2022-11-01,6.174
2022-11-02,6.009
2022-11-03,5.851
2022-11-04,6.023
2022-11-05,6.023
2022-11-06,6.023
2022-11-07,6.226
2022-11-08,6.3
2022-11-09,6.112
2022-11-10,6.761
2022-11-11,7.023
2022-11-12,7.023
2022-11-13,7.023
2022-11-14,6.59
2022-11-15,6.271
2022-11-16,6.142
2022-11-17,6.187
2022-11-18,6.264
2022-11-19,6.264
2022-11-20,6.264
2022-11-21,6.336
2022-11-22,6.373
2022-11-23,6.429
2022-11-24,6.429
2022-11-25,6.465
2022-11-26,6.465
2022-11-27,6.465
2022-11-28,6.356
2022-11-29,6.506
2022-11-30,6.558
2022-12-01,6.326
2022-12-02,6.213
2022-12-03,6.213
2022-12-04,6.213
2022-12-05,6.053
2022-12-06,6.065
2022-12-07,6.063
2022-12-08,6.114
2022-12-09,6.147
2022-12-10,6.147
2022-12-11,6.147
2022-12-12,6.257
2022-12-13,6.225
2022-12-14,6.044
2022-12-15,5.91
2022-12-16,5.861
2022-12-17,5.861
2022-12-18,5.861
2022-12-19,5.715
2022-12-20,5.762
2022-12-21,5.873
2022-12-22,5.708
2022-12-23,5.78
2022-12-24,5.78
2022-12-25,5.78
2022-12-26,5.78
2022-12-27,5.746
2022-12-28,5.665
2022-12-29,5.796
2022-12-30,5.799
2022-12-31,5.799
2023-01-01,5.799
2023-01-02,5.799
2023-01-03,5.697
2023-01-04,5.783
2023-01-05,5.594
2023-01-06,5.739
2023-01-07,5.739
2023-01-08,5.739
2023-01-09,5.665
2023-01-10,5.847
2023-01-11,6.011
2023-01-12,5.979
2023-01-13,5.96
2023-01-14,5.96
2023-01-15,5.96
2023-01-16,5.96
2023-01-17,5.996
2023-01-18,5.914
2023-01-19,5.803
2023-01-20,6.307
2023-01-21,6.307
2023-01-22,6.307
2023-01-23,6.317
2023-01-24,6.436
2023-01-25,6.71
2023-01-26,6.663
2023-01-27,6.756
2023-01-28,6.756
2023-01-29,6.756
2023-01-30,6.533
2023-01-31,6.638
2023-02-01,6.281
2023-02-02,6.722
2023-02-03,6.631
2023-02-04,6.631
2023-02-05,6.631
2023-02-06,6.628
2023-02-07,6.725
2023-02-08,6.63
2023-02-09,6.596
2023-02-10,6.628
2023-02-11,6.628
2023-02-12,6.628
2023-02-13,6.739
2023-02-14,6.61
2023-02-15,6.645
2023-02-16,6.488
2023-02-17,6.51
2023-02-18,6.51
2023-02-19,6.51
2023-02-20,6.51
2023-02-21,6.37
2023-02-22,6.452
2023-02-23,6.537
2023-02-24,6.516
2023-02-25,6.516
2023-02-26,6.516
2023-02-27,6.461
2023-02-28,6.499
2023-03-01,6.548
2023-03-02,6.505
2023-03-03,6.621
2023-03-04,6.621
2023-03-05,6.621
2023-03-06,6.481
2023-03-07,6.306
2023-03-08,6.275
2023-03-09,6.048
2023-03-10,5.848
2023-03-11,5.848
2023-03-12,5.848
2023-03-13,5.323
2023-03-14,5.544
2023-03-15,5.26
2023-03-16,5.301
2023-03-17,5.187
2023-03-18,5.187
2023-03-19,5.187
2023-03-20,5.18
2023-03-21,5.417
2023-03-22,5.243
2023-03-23,5.075
2023-03-24,5.08
2023-03-25,5.08
2023-03-26,5.08
2023-03-27,5.131
2023-03-28,5.104
2023-03-29,5.198
2023-03-30,5.256
2023-03-31,5.354
2023-04-01,5.354
2023-04-02,5.354
2023-04-03,5.409
2023-04-04,5.302
2023-04-05,5.234
2023-04-06,5.256
2023-04-07,5.256
2023-04-08,5.256
2023-04-09,5.256
2023-04-10,5.306
2023-04-11,5.498
2023-04-12,5.439
2023-04-13,5.487
2023-04-14,5.503
2023-04-15,5.503
2023-04-16,5.503
2023-04-17,5.549
2023-04-18,5.605
2023-04-19,5.721
2023-04-20,5.579
2023-04-21,5.553
2023-04-22,5.553
2023-04-23,5.553
2023-04-24,5.527
2023-04-25,5.458
2023-04-26,5.458
2023-04-27,5.497
2023-04-28,5.527
2023-04-29,5.527
2023-04-30,5.527
2023-05-01,5.45
2023-05-02,5.181
2023-05-03,5.096
2023-05-04,4.922
2023-05-05,5.029
2023-05-06,5.029
2023-05-07,5.029
2023-05-08,5.04
2023-05-09,5.051
2023-05-10,4.989
2023-05-11,5.042
2023-05-12,4.981
2023-05-13,4.981
2023-05-14,4.981
2023-05-15,5.144
2023-05-16,5.126
2023-05-17,5.288
2023-05-18,5.527
2023-05-19,5.517
2023-05-20,5.517
2023-05-21,5.517
2023-05-22,5.577
2023-05-23,5.636
2023-05-24,5.524
2023-05-25,5.513
2023-05-26,5.683
2023-05-27,5.683
2023-05-28,5.683
2023-05-29,5.683
2023-05-30,5.744
2023-05-31,5.694
2023-06-01,5.802
2023-06-02,6.082
2023-06-03,6.082
2023-06-04,6.082
2023-06-05,6.021
2023-06-06,6.22
2023-06-07,6.296
2023-06-08,6.232
2023-06-09,6.217
2023-06-10,6.217
2023-06-11,6.217
2023-06-12,6.225
2023-06-13,6.299
2023-06-14,6.188
2023-06-15,6.17
2023-06-16,6.07
2023-06-17,6.07
2023-06-18,6.07
2023-06-19,6.07
2023-06-20,6.032
2023-06-21,6.05
2023-06-22,6.026
