,APO US Equity
2020-12-18,5.321
2020-12-19,5.321
2020-12-20,5.321
2020-12-21,5.208
2020-12-22,5.338
2020-12-23,5.363
2020-12-24,5.467
2020-12-25,5.467
2020-12-26,5.467
2020-12-27,5.467
2020-12-28,5.386
2020-12-29,5.353
2020-12-30,5.41
2020-12-31,5.455
2021-01-01,5.455
2021-01-02,5.455
2021-01-03,5.455
2021-01-04,5.32
2021-01-05,5.361
2021-01-06,5.29
2021-01-07,5.223
2021-01-08,5.23
2021-01-09,5.23
2021-01-10,5.23
2021-01-11,5.285
2021-01-12,5.232
2021-01-13,5.25
2021-01-14,5.369
2021-01-15,5.34
2021-01-16,5.34
2021-01-17,5.34
2021-01-18,5.34
2021-01-19,5.367
2021-01-20,5.351
2021-01-21,5.324
2021-01-22,5.171
2021-01-23,5.171
2021-01-24,5.171
2021-01-25,5.11
2021-01-26,5.477
2021-01-27,5.299
2021-01-28,5.352
2021-01-29,5.116
2021-01-30,5.116
2021-01-31,5.116
2021-02-01,5.306
2021-02-02,5.445
2021-02-03,5.582
2021-02-04,5.674
2021-02-05,5.645
2021-02-06,5.645
2021-02-07,5.645
2021-02-08,5.673
2021-02-09,5.635
2021-02-10,5.775
2021-02-11,5.623
2021-02-12,5.731
2021-02-13,5.731
2021-02-14,5.731
2021-02-15,5.731
2021-02-16,5.738
2021-02-17,5.786
2021-02-18,5.76
2021-02-19,5.84
2021-02-20,5.84
2021-02-21,5.84
2021-02-22,5.746
2021-02-23,5.686
2021-02-24,5.747
2021-02-25,5.507
2021-02-26,5.573
2021-02-27,5.573
2021-02-28,5.573
2021-03-01,5.676
2021-03-02,5.626
2021-03-03,5.68
2021-03-04,5.584
2021-03-05,5.584
2021-03-06,5.584
2021-03-07,5.584
2021-03-08,5.347
2021-03-09,5.157
2021-03-10,5.13
2021-03-11,5.389
2021-03-12,5.417
2021-03-13,5.417
2021-03-14,5.417
2021-03-15,5.498
2021-03-16,5.416
2021-03-17,5.429
2021-03-18,5.345
2021-03-19,5.328
2021-03-20,5.328
2021-03-21,5.328
2021-03-22,5.568
2021-03-23,5.534
2021-03-24,5.371
2021-03-25,5.292
2021-03-26,5.26
2021-03-27,5.26
2021-03-28,5.26
2021-03-29,5.238
2021-03-30,5.312
2021-03-31,5.297
2021-04-01,5.409
2021-04-02,5.409
2021-04-03,5.409
2021-04-04,5.409
2021-04-05,5.372
2021-04-06,5.386
2021-04-07,5.301
2021-04-08,5.246
2021-04-09,5.299
2021-04-10,5.299
2021-04-11,5.299
2021-04-12,5.359
2021-04-13,5.337
2021-04-14,5.574
2021-04-15,5.66
2021-04-16,5.81
2021-04-17,5.81
2021-04-18,5.81
2021-04-19,5.801
2021-04-20,5.782
2021-04-21,5.893
2021-04-22,5.939
2021-04-23,5.993
2021-04-24,5.993
2021-04-25,5.993
2021-04-26,6.144
2021-04-27,6.216
2021-04-28,6.243
2021-04-29,6.256
2021-04-30,6.238
2021-05-01,6.238
2021-05-02,6.238
2021-05-03,6.205
2021-05-04,6.197
2021-05-05,6.382
2021-05-06,6.443
2021-05-07,6.56
2021-05-08,6.56
2021-05-09,6.56
2021-05-10,6.493
2021-05-11,6.511
2021-05-12,6.282
2021-05-13,6.332
2021-05-14,6.469
2021-05-15,6.469
2021-05-16,6.469
2021-05-17,6.465
2021-05-18,6.421
2021-05-19,6.478
2021-05-20,6.453
2021-05-21,6.528
2021-05-22,6.528
2021-05-23,6.528
2021-05-24,6.529
2021-05-25,6.436
2021-05-26,6.513
2021-05-27,6.578
2021-05-28,6.518
2021-05-29,6.518
2021-05-30,6.518
2021-05-31,6.518
2021-06-01,6.437
2021-06-02,6.444
2021-06-03,6.539
2021-06-04,6.526
2021-06-05,6.526
2021-06-06,6.526
2021-06-07,6.563
2021-06-08,6.538
2021-06-09,6.502
2021-06-10,6.513
2021-06-11,6.569
2021-06-12,6.569
2021-06-13,6.569
2021-06-14,6.537
2021-06-15,6.594
2021-06-16,6.657
2021-06-17,6.641
2021-06-18,6.521
2021-06-19,6.521
2021-06-20,6.521
2021-06-21,6.646
2021-06-22,6.621
2021-06-23,6.626
2021-06-24,6.72
2021-06-25,7.0
2021-06-26,7.0
2021-06-27,7.0
2021-06-28,6.994
2021-06-29,7.094
2021-06-30,7.07
2021-07-01,7.162
2021-07-02,7.301
2021-07-03,7.301
2021-07-04,7.301
2021-07-05,7.301
2021-07-06,7.242
2021-07-07,7.194
2021-07-08,6.878
2021-07-09,6.953
2021-07-10,6.953
2021-07-11,6.953
2021-07-12,6.97
2021-07-13,6.807
2021-07-14,6.821
2021-07-15,6.756
2021-07-16,6.449
2021-07-17,6.449
2021-07-18,6.449
2021-07-19,6.389
2021-07-20,6.528
2021-07-21,6.607
2021-07-22,6.651
2021-07-23,6.756
2021-07-24,6.756
2021-07-25,6.756
2021-07-26,6.744
2021-07-27,6.732
2021-07-28,6.687
2021-07-29,6.765
2021-07-30,6.69
2021-07-31,6.69
2021-08-01,6.69
2021-08-02,6.729
2021-08-03,6.895
2021-08-04,6.921
2021-08-05,6.95
2021-08-06,7.006
2021-08-07,7.006
2021-08-08,7.006
2021-08-09,6.967
2021-08-10,6.831
2021-08-11,6.744
2021-08-12,6.682
2021-08-13,6.748
2021-08-14,6.748
2021-08-15,6.748
2021-08-16,6.757
2021-08-17,6.629
2021-08-18,6.538
2021-08-19,6.417
2021-08-20,6.451
2021-08-21,6.451
2021-08-22,6.451
2021-08-23,6.582
2021-08-24,6.615
2021-08-25,6.667
2021-08-26,6.64
2021-08-27,6.724
2021-08-28,6.724
2021-08-29,6.724
2021-08-30,6.749
2021-08-31,6.854
2021-09-01,6.99
2021-09-02,7.016
2021-09-03,7.086
2021-09-04,7.086
2021-09-05,7.086
2021-09-06,7.086
2021-09-07,7.097
2021-09-08,7.026
2021-09-09,7.01
2021-09-10,6.961
2021-09-11,6.961
2021-09-12,6.961
2021-09-13,7.108
2021-09-14,6.996
2021-09-15,7.225
2021-09-16,7.19
2021-09-17,7.2
2021-09-18,7.2
2021-09-19,7.2
2021-09-20,6.699
2021-09-21,6.779
2021-09-22,6.811
2021-09-23,7.023
2021-09-24,7.155
2021-09-25,7.155
2021-09-26,7.155
2021-09-27,7.222
2021-09-28,7.044
2021-09-29,7.148
2021-09-30,7.061
2021-10-01,7.093
2021-10-02,7.093
2021-10-03,7.093
2021-10-04,6.74
2021-10-05,7.057
2021-10-06,7.178
2021-10-07,7.29
2021-10-08,7.493
2021-10-09,7.493
2021-10-10,7.493
2021-10-11,7.5
2021-10-12,7.556
2021-10-13,7.571
2021-10-14,7.773
2021-10-15,7.73
2021-10-16,7.73
2021-10-17,7.73
2021-10-18,7.83
2021-10-19,8.39
2021-10-20,8.518
2021-10-21,8.861
2021-10-22,9.14
2021-10-23,9.14
2021-10-24,9.14
2021-10-25,9.167
2021-10-26,9.144
2021-10-27,8.882
2021-10-28,8.98
2021-10-29,8.822
2021-10-30,8.822
2021-10-31,8.822
2021-11-01,8.751
2021-11-02,8.761
2021-11-03,8.939
2021-11-04,8.861
2021-11-05,8.821
2021-11-06,8.821
2021-11-07,8.821
2021-11-08,8.833
2021-11-09,8.747
2021-11-10,8.484
2021-11-11,8.589
2021-11-12,8.597
2021-11-13,8.597
2021-11-14,8.597
2021-11-15,8.725
2021-11-16,8.689
2021-11-17,8.656
2021-11-18,8.702
2021-11-19,8.65
2021-11-20,8.65
2021-11-21,8.65
2021-11-22,8.754
2021-11-23,8.519
2021-11-24,8.535
2021-11-25,8.535
2021-11-26,8.28
2021-11-27,8.28
2021-11-28,8.28
2021-11-29,8.466
2021-11-30,8.169
2021-12-01,8.154
2021-12-02,8.287
2021-12-03,8.092
2021-12-04,8.092
2021-12-05,8.092
2021-12-06,8.096
2021-12-07,8.193
2021-12-08,8.2
2021-12-09,8.135
2021-12-10,8.038
2021-12-11,8.038
2021-12-12,8.038
2021-12-13,8.034
2021-12-14,7.909
2021-12-15,8.097
2021-12-16,8.771
2021-12-17,8.839
2021-12-18,8.839
2021-12-19,8.839
2021-12-20,8.617
2021-12-21,9.035
2021-12-22,9.081
2021-12-23,9.332
2021-12-24,9.332
2021-12-25,9.332
2021-12-26,9.332
2021-12-27,9.301
2021-12-28,9.232
2021-12-29,9.148
2021-12-30,9.178
2021-12-31,9.101
2022-01-01,9.101
2022-01-02,9.101
2022-01-03,8.988
2022-01-04,9.243
2022-01-05,8.746
2022-01-06,8.742
2022-01-07,8.665
2022-01-08,8.665
2022-01-09,8.665
2022-01-10,8.588
2022-01-11,8.869
2022-01-12,8.53
2022-01-13,8.384
2022-01-14,8.297
2022-01-15,8.297
2022-01-16,8.297
2022-01-17,8.297
2022-01-18,8.155
2022-01-19,8.083
2022-01-20,8.077
2022-01-21,7.944
2022-01-22,7.944
2022-01-23,7.944
2022-01-24,7.878
2022-01-25,7.733
2022-01-26,7.661
2022-01-27,7.984
2022-01-28,8.216
2022-01-29,8.216
2022-01-30,8.216
2022-01-31,8.438
2022-02-01,8.517
2022-02-02,8.562
2022-02-03,8.315
2022-02-04,8.478
2022-02-05,8.478
2022-02-06,8.478
2022-02-07,8.544
2022-02-08,8.149
2022-02-09,8.422
2022-02-10,8.398
2022-02-11,8.263
2022-02-12,8.263
2022-02-13,8.263
2022-02-14,8.46
2022-02-15,8.711
2022-02-16,8.76
2022-02-17,8.458
2022-02-18,8.32
2022-02-19,8.32
2022-02-20,8.32
2022-02-21,8.32
2022-02-22,8.195
2022-02-23,8.052
2022-02-24,8.06
2022-02-25,8.515
2022-02-26,8.515
2022-02-27,8.515
2022-02-28,8.462
2022-03-01,8.091
2022-03-02,8.419
2022-03-03,8.372
2022-03-04,8.231
2022-03-05,8.231
2022-03-06,8.231
2022-03-07,7.558
2022-03-08,7.782
2022-03-09,8.206
2022-03-10,8.048
2022-03-11,8.175
2022-03-12,8.175
2022-03-13,8.175
2022-03-14,7.684
2022-03-15,7.703
2022-03-16,8.056
2022-03-17,7.965
2022-03-18,8.094
2022-03-19,8.094
2022-03-20,8.094
2022-03-21,8.084
2022-03-22,8.366
2022-03-23,8.12
2022-03-24,8.264
2022-03-25,8.084
2022-03-26,8.084
2022-03-27,8.084
2022-03-28,8.176
2022-03-29,8.499
2022-03-30,8.137
2022-03-31,8.002
2022-04-01,8.046
2022-04-02,8.046
2022-04-03,8.046
2022-04-04,8.179
2022-04-05,7.891
2022-04-06,7.62
2022-04-07,7.473
2022-04-08,7.458
2022-04-09,7.458
2022-04-10,7.458
2022-04-11,7.167
2022-04-12,6.996
2022-04-13,7.278
2022-04-14,7.246
2022-04-15,7.246
2022-04-16,7.246
2022-04-17,7.246
2022-04-18,7.242
2022-04-19,7.522
2022-04-20,7.578
2022-04-21,7.098
2022-04-22,6.816
2022-04-23,6.816
2022-04-24,6.816
2022-04-25,6.874
2022-04-26,6.464
2022-04-27,6.435
2022-04-28,6.611
2022-04-29,6.289
2022-04-30,6.289
2022-05-01,6.289
2022-05-02,6.562
2022-05-03,6.538
2022-05-04,6.782
2022-05-05,6.74
2022-05-06,6.571
2022-05-07,6.571
2022-05-08,6.571
2022-05-09,6.077
2022-05-10,6.186
2022-05-11,6.256
2022-05-12,6.325
2022-05-13,6.647
2022-05-14,6.647
2022-05-15,6.647
2022-05-16,6.563
2022-05-17,6.772
2022-05-18,6.715
2022-05-19,6.676
2022-05-20,6.742
2022-05-21,6.742
2022-05-22,6.742
2022-05-23,6.833
2022-05-24,6.63
2022-05-25,6.902
2022-05-26,7.191
2022-05-27,7.464
2022-05-28,7.464
2022-05-29,7.464
2022-05-30,7.464
2022-05-31,7.099
2022-06-01,7.115
2022-06-02,7.208
2022-06-03,7.116
2022-06-04,7.116
2022-06-05,7.116
2022-06-06,7.287
2022-06-07,7.276
2022-06-08,7.059
2022-06-09,6.978
2022-06-10,6.706
2022-06-11,6.706
2022-06-12,6.706
2022-06-13,6.082
2022-06-14,5.995
2022-06-15,6.139
2022-06-16,5.681
2022-06-17,5.86
2022-06-18,5.86
2022-06-19,5.86
2022-06-20,5.86
2022-06-21,6.054
2022-06-22,6.095
2022-06-23,6.065
2022-06-24,6.315
2022-06-25,6.315
2022-06-26,6.315
2022-06-27,6.361
2022-06-28,6.195
2022-06-29,6.002
2022-06-30,5.857
2022-07-01,5.952
2022-07-02,5.952
2022-07-03,5.952
2022-07-04,5.952
2022-07-05,6.17
2022-07-06,6.07
2022-07-07,6.32
2022-07-08,6.23
2022-07-09,6.23
2022-07-10,6.23
2022-07-11,6.178
2022-07-12,6.18
2022-07-13,6.127
2022-07-14,5.928
2022-07-15,6.194
2022-07-16,6.194
2022-07-17,6.194
2022-07-18,6.248
2022-07-19,6.408
2022-07-20,6.538
2022-07-21,6.585
2022-07-22,6.508
2022-07-23,6.508
2022-07-24,6.508
2022-07-25,6.52
2022-07-26,6.461
2022-07-27,6.615
2022-07-28,6.818
2022-07-29,6.889
2022-07-30,6.889
2022-07-31,6.889
2022-08-01,6.892
2022-08-02,6.806
2022-08-03,6.905
2022-08-04,7.046
2022-08-05,6.975
2022-08-06,6.975
2022-08-07,6.975
2022-08-08,7.003
2022-08-09,7.061
2022-08-10,7.316
2022-08-11,7.426
2022-08-12,7.435
2022-08-13,7.435
2022-08-14,7.435
2022-08-15,7.474
2022-08-16,7.383
2022-08-17,7.25
2022-08-18,7.243
2022-08-19,7.07
2022-08-20,7.07
2022-08-21,7.07
2022-08-22,6.942
2022-08-23,7.065
2022-08-24,7.171
2022-08-25,7.335
2022-08-26,6.856
2022-08-27,6.856
2022-08-28,6.856
2022-08-29,6.771
2022-08-30,6.683
2022-08-31,6.76
2022-09-01,6.669
2022-09-02,6.689
2022-09-03,6.689
2022-09-04,6.689
2022-09-05,6.689
2022-09-06,6.765
2022-09-07,6.901
2022-09-08,6.915
2022-09-09,7.067
2022-09-10,7.067
2022-09-11,7.067
2022-09-12,7.168
2022-09-13,6.891
2022-09-14,6.984
2022-09-15,6.951
2022-09-16,6.666
2022-09-17,6.666
2022-09-18,6.666
2022-09-19,6.744
2022-09-20,6.551
2022-09-21,6.405
2022-09-22,6.265
2022-09-23,6.032
2022-09-24,6.032
2022-09-25,6.032
2022-09-26,5.944
2022-09-27,5.941
2022-09-28,6.087
2022-09-29,5.793
2022-09-30,5.673
2022-10-01,5.673
2022-10-02,5.673
2022-10-03,5.976
2022-10-04,6.342
2022-10-05,6.306
2022-10-06,6.23
2022-10-07,5.956
2022-10-08,5.956
2022-10-09,5.956
2022-10-10,5.929
2022-10-11,5.828
2022-10-12,5.926
2022-10-13,5.958
2022-10-14,5.811
2022-10-15,5.811
2022-10-16,5.811
2022-10-17,6.003
2022-10-18,6.141
2022-10-19,6.014
2022-10-20,5.976
2022-10-21,6.226
2022-10-22,6.226
2022-10-23,6.226
2022-10-24,6.29
2022-10-25,6.604
2022-10-26,6.583
2022-10-27,6.601
2022-10-28,6.764
2022-10-29,6.764
2022-10-30,6.764
2022-10-31,6.714
2022-11-01,6.933
2022-11-02,7.178
2022-11-03,7.27
2022-11-04,7.517
2022-11-05,7.517
2022-11-06,7.517
2022-11-07,7.501
2022-11-08,7.568
2022-11-09,7.247
2022-11-10,7.63
2022-11-11,7.747
2022-11-12,7.747
2022-11-13,7.747
2022-11-14,7.432
2022-11-15,7.666
2022-11-16,7.454
2022-11-17,7.362
2022-11-18,7.404
2022-11-19,7.404
2022-11-20,7.404
2022-11-21,7.487
2022-11-22,7.747
2022-11-23,7.814
2022-11-24,7.814
2022-11-25,7.951
2022-11-26,7.951
2022-11-27,7.951
2022-11-28,7.777
2022-11-29,7.878
2022-11-30,8.301
2022-12-01,8.281
2022-12-02,8.165
2022-12-03,8.165
2022-12-04,8.165
2022-12-05,7.716
2022-12-06,7.565
2022-12-07,7.344
2022-12-08,7.516
2022-12-09,7.522
2022-12-10,7.522
2022-12-11,7.522
2022-12-12,7.665
2022-12-13,7.895
2022-12-14,7.972
2022-12-15,7.728
2022-12-16,7.612
2022-12-17,7.612
2022-12-18,7.612
2022-12-19,7.59
2022-12-20,7.635
2022-12-21,7.859
2022-12-22,7.765
2022-12-23,7.824
2022-12-24,7.824
2022-12-25,7.824
2022-12-26,7.824
2022-12-27,7.721
2022-12-28,7.613
2022-12-29,7.741
2022-12-30,7.768
2022-12-31,7.768
2023-01-01,7.768
2023-01-02,7.768
2023-01-03,7.648
2023-01-04,7.871
2023-01-05,7.698
2023-01-06,7.867
2023-01-07,7.867
2023-01-08,7.867
2023-01-09,7.99
2023-01-10,8.137
2023-01-11,8.288
2023-01-12,8.381
2023-01-13,8.537
2023-01-14,8.537
2023-01-15,8.537
2023-01-16,8.537
2023-01-17,8.461
2023-01-18,8.334
2023-01-19,8.058
2023-01-20,8.216
2023-01-21,8.216
2023-01-22,8.216
2023-01-23,8.505
2023-01-24,8.339
2023-01-25,8.326
2023-01-26,8.675
2023-01-27,8.723
2023-01-28,8.723
2023-01-29,8.723
2023-01-30,8.531
2023-01-31,8.718
2023-02-01,8.932
2023-02-02,8.887
2023-02-03,9.041
2023-02-04,9.041
2023-02-05,9.041
2023-02-06,8.886
2023-02-07,9.035
2023-02-08,9.101
2023-02-09,8.602
2023-02-10,8.881
2023-02-11,8.881
2023-02-12,8.881
2023-02-13,8.998
2023-02-14,9.073
2023-02-15,9.171
2023-02-16,9.128
2023-02-17,9.095
2023-02-18,9.095
2023-02-19,9.095
2023-02-20,9.095
2023-02-21,8.828
2023-02-22,9.021
2023-02-23,9.141
2023-02-24,9.098
2023-02-25,9.098
2023-02-26,9.098
2023-02-27,9.04
2023-02-28,9.101
2023-03-01,9.235
2023-03-02,9.291
2023-03-03,9.385
2023-03-04,9.385
2023-03-05,9.385
2023-03-06,9.312
2023-03-07,9.14
2023-03-08,9.144
2023-03-09,8.648
2023-03-10,7.739
2023-03-11,7.739
2023-03-12,7.739
2023-03-13,7.506
2023-03-14,7.671
2023-03-15,7.395
2023-03-16,7.542
2023-03-17,7.257
2023-03-18,7.257
2023-03-19,7.257
2023-03-20,7.293
2023-03-21,7.793
2023-03-22,7.571
2023-03-23,7.413
2023-03-24,7.392
2023-03-25,7.392
2023-03-26,7.392
2023-03-27,7.573
2023-03-28,7.597
2023-03-29,7.797
2023-03-30,7.899
2023-03-31,8.119
2023-04-01,8.119
2023-04-02,8.119
2023-04-03,8.021
2023-04-04,7.987
2023-04-05,7.892
2023-04-06,7.846
2023-04-07,7.846
2023-04-08,7.846
2023-04-09,7.846
2023-04-10,7.974
2023-04-11,8.141
2023-04-12,8.067
2023-04-13,8.34
2023-04-14,8.385
2023-04-15,8.385
2023-04-16,8.385
2023-04-17,8.459
2023-04-18,8.486
2023-04-19,8.557
2023-04-20,8.36
2023-04-21,8.263
2023-04-22,8.263
2023-04-23,8.263
2023-04-24,8.232
2023-04-25,8.014
2023-04-26,7.982
2023-04-27,8.152
2023-04-28,8.284
2023-04-29,8.284
2023-04-30,8.284
2023-05-01,8.327
2023-05-02,8.006
2023-05-03,7.963
2023-05-04,7.585
2023-05-05,7.91
2023-05-06,7.91
2023-05-07,7.91
2023-05-08,8.08
2023-05-09,7.981
2023-05-10,8.061
2023-05-11,8.039
2023-05-12,7.887
2023-05-13,7.887
2023-05-14,7.887
2023-05-15,7.972
2023-05-16,7.828
2023-05-17,8.002
2023-05-18,8.039
2023-05-19,8.107
2023-05-20,8.107
2023-05-21,8.107
2023-05-22,8.38
2023-05-23,8.166
2023-05-24,7.995
2023-05-25,8.155
2023-05-26,8.306
2023-05-27,8.306
2023-05-28,8.306
2023-05-29,8.306
2023-05-30,8.479
2023-05-31,8.487
2023-06-01,8.633
2023-06-02,8.849
2023-06-03,8.849
2023-06-04,8.849
2023-06-05,8.951
2023-06-06,9.005
2023-06-07,9.088
2023-06-08,9.222
2023-06-09,9.251
2023-06-10,9.251
2023-06-11,9.251
2023-06-12,9.332
2023-06-13,9.632
2023-06-14,9.613
2023-06-15,9.769
2023-06-16,9.691
2023-06-17,9.691
2023-06-18,9.691
2023-06-19,9.691
2023-06-20,9.606
2023-06-21,9.607
2023-06-22,9.449
2023-06-23,9.213
