,GWW US Equity
,BEST_PE_RATIO
2023-06-22,19.119
2023-06-23,19.17
2023-06-24,19.17
2023-06-25,19.17
2023-06-26,19.435
2023-06-27,20.017
2023-06-28,20.082
2023-06-29,20.313
2023-06-30,20.48
2023-07-01,20.48
2023-07-02,20.48
2023-07-03,20.305
2023-07-04,20.305
2023-07-05,20.308
2023-07-06,20.209
2023-07-07,20.139
2023-07-08,20.139
2023-07-09,20.139
2023-07-10,20.674
2023-07-11,20.654
2023-07-12,20.162
2023-07-13,19.748
2023-07-14,19.794
2023-07-15,19.794
2023-07-16,19.794
2023-07-17,19.811
2023-07-18,19.712
2023-07-19,19.864
2023-07-20,19.892
2023-07-21,19.94
2023-07-22,19.94
2023-07-23,19.94
2023-07-24,19.946
2023-07-25,19.878
2023-07-26,19.761
2023-07-27,18.666
2023-07-28,18.887
2023-07-29,18.887
2023-07-30,18.887
2023-07-31,19.172
2023-08-01,18.83
2023-08-02,18.737
2023-08-03,18.767
2023-08-04,18.388
2023-08-05,18.388
2023-08-06,18.388
2023-08-07,18.654
2023-08-08,18.556
2023-08-09,18.588
2023-08-10,18.498
2023-08-11,18.574
2023-08-12,18.574
2023-08-13,18.574
2023-08-14,18.611
2023-08-15,18.538
2023-08-16,18.445
2023-08-17,18.29
2023-08-18,18.296
2023-08-19,18.296
2023-08-20,18.296
2023-08-21,18.283
2023-08-22,18.174
2023-08-23,18.389
2023-08-24,18.423
2023-08-25,18.582
2023-08-26,18.582
2023-08-27,18.582
2023-08-28,18.491
2023-08-29,18.689
2023-08-30,18.884
2023-08-31,18.593
2023-09-01,18.506
2023-09-02,18.506
2023-09-03,18.506
2023-09-04,18.506
2023-09-05,18.043
2023-09-06,18.057
2023-09-07,18.011
2023-09-08,17.963
2023-09-09,17.963
2023-09-10,17.963
2023-09-11,17.977
2023-09-12,17.835
2023-09-13,17.798
2023-09-14,18.091
2023-09-15,18.01
2023-09-16,18.01
2023-09-17,18.01
2023-09-18,18.028
2023-09-19,17.956
2023-09-20,17.799
2023-09-21,17.733
2023-09-22,17.707
2023-09-23,17.707
2023-09-24,17.707
2023-09-25,17.926
2023-09-26,17.813
2023-09-27,18.191
2023-09-28,18.159
2023-09-29,17.977
2023-09-30,17.977
2023-10-01,17.977
2023-10-02,18.049
2023-10-03,17.85
2023-10-04,18.159
2023-10-05,18.255
2023-10-06,18.6
2023-10-07,18.6
2023-10-08,18.6
2023-10-09,18.85
2023-10-10,18.478
2023-10-11,18.567
2023-10-12,19.115
2023-10-13,19.008
2023-10-14,19.008
2023-10-15,19.008
2023-10-16,18.976
2023-10-17,19.142
2023-10-18,18.464
2023-10-19,18.23
2023-10-20,17.936
2023-10-21,17.936
2023-10-22,17.936
2023-10-23,17.802
2023-10-24,17.812
2023-10-25,17.571
2023-10-26,18.095
2023-10-27,18.26
2023-10-28,18.26
2023-10-29,18.26
2023-10-30,18.759
2023-10-31,18.856
2023-11-01,19.173
2023-11-02,19.54
2023-11-03,19.836
2023-11-04,19.836
2023-11-05,19.836
2023-11-06,19.82
2023-11-07,19.97
2023-11-08,20.179
2023-11-09,20.153
2023-11-10,20.473
2023-11-11,20.473
2023-11-12,20.473
2023-11-13,20.406
2023-11-14,20.71
2023-11-15,20.539
2023-11-16,20.545
2023-11-17,20.73
2023-11-18,20.73
2023-11-19,20.73
2023-11-20,20.9
2023-11-21,20.848
2023-11-22,20.905
2023-11-23,20.905
2023-11-24,20.991
2023-11-25,20.991
2023-11-26,20.991
2023-11-27,20.939
2023-11-28,20.029
2023-11-29,20.043
2023-11-30,20.314
2023-12-01,20.763
2023-12-02,20.763
2023-12-03,20.763
2023-12-04,20.707
2023-12-05,20.634
2023-12-06,20.736
2023-12-07,20.862
2023-12-08,20.776
2023-12-09,20.776
2023-12-10,20.776
2023-12-11,21.093
2023-12-12,21.187
2023-12-13,21.128
2023-12-14,21.387
2023-12-15,21.251
2023-12-16,21.251
2023-12-17,21.251
2023-12-18,21.499
2023-12-19,21.422
2023-12-20,21.095
2023-12-21,21.303
2023-12-22,21.401
2023-12-23,21.401
2023-12-24,21.401
2023-12-25,21.401
2023-12-26,21.416
2023-12-27,21.49
2023-12-28,21.382
2023-12-29,21.423
2023-12-30,21.423
2023-12-31,21.423
2024-01-01,21.423
2024-01-02,21.023
2024-01-03,20.912
2024-01-04,21.1
2024-01-05,21.171
2024-01-06,21.171
2024-01-07,21.171
2024-01-08,21.262
2024-01-09,21.277
2024-01-10,21.454
2024-01-11,21.615
2024-01-12,21.745
2024-01-13,21.745
2024-01-14,21.745
2024-01-15,21.745
2024-01-16,21.705
2024-01-17,21.667
2024-01-18,22.522
2024-01-19,22.31
2024-01-20,22.31
2024-01-21,22.31
2024-01-22,22.654
2024-01-23,22.628
2024-01-24,22.514
2024-01-25,22.778
2024-01-26,22.824
2024-01-27,22.824
2024-01-28,22.824
2024-01-29,23.157
2024-01-30,23.638
2024-01-31,23.15
2024-02-01,23.848
2024-02-02,24.998
2024-02-03,24.998
2024-02-04,24.998
2024-02-05,24.194
2024-02-06,24.011
2024-02-07,24.13
2024-02-08,24.256
2024-02-09,24.536
2024-02-10,24.536
2024-02-11,24.536
2024-02-12,24.236
2024-02-13,23.935
2024-02-14,24.165
2024-02-15,24.127
2024-02-16,23.926
2024-02-17,23.926
2024-02-18,23.926
2024-02-19,23.926
2024-02-20,23.881
2024-02-21,24.015
2024-02-22,24.453
2024-02-23,24.472
2024-02-24,24.472
2024-02-25,24.472
2024-02-26,24.592
2024-02-27,24.743
2024-02-28,24.875
2024-02-29,24.843
2024-03-01,25.033
2024-03-02,25.033
2024-03-03,25.033
2024-03-04,25.204
2024-03-05,25.157
2024-03-06,25.077
2024-03-07,25.241
2024-03-08,24.763
2024-03-09,24.763
2024-03-10,24.763
2024-03-11,24.602
2024-03-12,24.817
2024-03-13,24.87
2024-03-14,25.263
2024-03-15,25.331
2024-03-16,25.331
2024-03-17,25.331
2024-03-18,25.334
2024-03-19,25.516
2024-03-20,25.885
2024-03-21,26.227
2024-03-22,26.164
2024-03-23,26.164
2024-03-24,26.164
2024-03-25,25.671
2024-03-26,25.611
2024-03-27,25.988
2024-03-28,25.915
2024-03-29,25.915
2024-03-30,25.915
2024-03-31,25.915
2024-04-01,25.719
2024-04-02,25.487
2024-04-03,25.652
2024-04-04,25.308
2024-04-05,25.859
2024-04-06,25.859
2024-04-07,25.859
2024-04-08,25.819
