,MA US Equity
2020-09-05,20.843
2020-09-06,20.843
2020-09-07,20.843
2020-09-08,20.589
2020-09-09,21.198
2020-09-10,20.776
2020-09-11,20.606
2020-09-12,20.606
2020-09-13,20.606
2020-09-14,21.133
2020-09-15,21.167
2020-09-16,21.336
2020-09-17,21.185
2020-09-18,21.291
2020-09-19,21.291
2020-09-20,21.291
2020-09-21,20.821
2020-09-22,21.295
2020-09-23,20.61
2020-09-24,20.844
2020-09-25,21.07
2020-09-26,21.07
2020-09-27,21.07
2020-09-28,21.49
2020-09-29,21.353
2020-09-30,21.476
2020-10-01,21.806
2020-10-02,21.518
2020-10-03,21.518
2020-10-04,21.518
2020-10-05,21.799
2020-10-06,21.429
2020-10-07,21.84
2020-10-08,21.945
2020-10-09,22.405
2020-10-10,22.405
2020-10-11,22.405
2020-10-12,22.383
2020-10-13,21.989
2020-10-14,21.789
2020-10-15,21.527
2020-10-16,21.579
2020-10-17,21.579
2020-10-18,21.579
2020-10-19,21.088
2020-10-20,21.091
2020-10-21,21.199
2020-10-22,21.211
2020-10-23,20.957
2020-10-24,20.957
2020-10-25,20.957
2020-10-26,20.223
2020-10-27,20.162
2020-10-28,18.526
2020-10-29,18.935
2020-10-30,18.642
2020-10-31,18.642
2020-11-01,18.642
2020-11-02,18.728
2020-11-03,19.078
2020-11-04,19.841
2020-11-05,20.443
2020-11-06,20.257
2020-11-07,20.257
2020-11-08,20.257
2020-11-09,22.254
2020-11-10,21.067
2020-11-11,20.393
2020-11-12,20.141
2020-11-13,20.555
2020-11-14,20.555
2020-11-15,20.555
2020-11-16,20.581
2020-11-17,20.645
2020-11-18,20.611
2020-11-19,20.107
2020-11-20,19.452
2020-11-21,19.452
2020-11-22,19.452
2020-11-23,19.996
2020-11-24,20.619
2020-11-25,20.555
2020-11-26,20.555
2020-11-27,20.42
2020-11-28,20.42
2020-11-29,20.42
2020-11-30,20.711
2020-12-01,20.856
2020-12-02,20.939
2020-12-03,20.626
2020-12-04,21.193
2020-12-05,21.193
2020-12-06,21.193
2020-12-07,20.984
2020-12-08,20.974
2020-12-09,20.732
2020-12-10,20.404
2020-12-11,20.151
2020-12-12,20.151
2020-12-13,20.151
2020-12-14,20.381
2020-12-15,20.535
2020-12-16,20.439
2020-12-17,20.735
2020-12-18,20.946
2020-12-19,20.946
2020-12-20,20.946
2020-12-21,20.579
2020-12-22,20.448
2020-12-23,20.263
2020-12-24,20.679
2020-12-25,20.679
2020-12-26,20.679
2020-12-27,20.679
2020-12-28,21.201
2020-12-29,21.335
2020-12-30,21.882
2020-12-31,21.968
2021-01-01,21.968
2021-01-02,21.968
2021-01-03,21.968
2021-01-04,21.633
2021-01-05,21.382
2021-01-06,21.39
2021-01-07,21.764
2021-01-08,22.013
2021-01-09,22.013
2021-01-10,22.013
2021-01-11,21.661
2021-01-12,21.333
2021-01-13,21.545
2021-01-14,20.338
2021-01-15,20.11
2021-01-16,20.11
2021-01-17,20.11
2021-01-18,20.11
2021-01-19,20.276
2021-01-20,20.834
2021-01-21,20.805
2021-01-22,20.466
2021-01-23,20.466
2021-01-24,20.466
2021-01-25,20.479
2021-01-26,20.621
2021-01-27,19.853
2021-01-28,20.406
2021-01-29,20.38
2021-01-30,20.38
2021-01-31,20.38
2021-02-01,20.77
2021-02-02,21.597
2021-02-03,21.497
2021-02-04,22.015
2021-02-05,21.88
2021-02-06,21.88
2021-02-07,21.88
2021-02-08,21.769
2021-02-09,21.537
2021-02-10,21.587
2021-02-11,22.146
2021-02-12,22.026
2021-02-13,22.026
2021-02-14,22.026
2021-02-15,22.026
2021-02-16,22.039
2021-02-17,21.789
2021-02-18,21.862
2021-02-19,21.52
2021-02-20,21.52
2021-02-21,21.52
2021-02-22,22.004
2021-02-23,22.634
2021-02-24,23.726
2021-02-25,23.302
2021-02-26,23.255
2021-02-27,23.255
2021-02-28,23.255
2021-03-01,23.85
2021-03-02,23.845
2021-03-03,23.676
2021-03-04,22.969
2021-03-05,23.717
2021-03-06,23.717
2021-03-07,23.717
2021-03-08,24.404
2021-03-09,24.745
2021-03-10,25.085
2021-03-11,25.261
2021-03-12,25.152
2021-03-13,25.152
2021-03-14,25.152
2021-03-15,25.089
2021-03-16,25.13
2021-03-17,24.887
2021-03-18,24.101
2021-03-19,23.413
2021-03-20,23.413
2021-03-21,23.413
2021-03-22,23.537
2021-03-23,23.331
2021-03-24,23.619
2021-03-25,23.534
2021-03-26,24.045
2021-03-27,24.045
2021-03-28,24.045
2021-03-29,23.833
2021-03-30,23.524
2021-03-31,23.382
2021-04-01,23.859
2021-04-02,23.859
2021-04-03,23.859
2021-04-04,23.859
2021-04-05,24.188
2021-04-06,24.27
2021-04-07,24.369
2021-04-08,24.836
2021-04-09,24.99
2021-04-10,24.99
2021-04-11,24.99
2021-04-12,24.974
2021-04-13,24.862
2021-04-14,24.874
2021-04-15,25.412
2021-04-16,25.391
2021-04-17,25.391
2021-04-18,25.391
2021-04-19,25.127
2021-04-20,24.763
2021-04-21,25.189
2021-04-22,25.206
2021-04-23,25.449
2021-04-24,25.449
2021-04-25,25.449
2021-04-26,25.498
2021-04-27,25.603
2021-04-28,26.036
2021-04-29,25.656
2021-04-30,24.304
2021-05-01,24.304
2021-05-02,24.304
2021-05-03,24.135
2021-05-04,23.913
2021-05-05,23.482
2021-05-06,23.886
2021-05-07,23.88
2021-05-08,23.88
2021-05-09,23.88
2021-05-10,23.304
2021-05-11,23.385
2021-05-12,22.686
2021-05-13,22.902
2021-05-14,23.15
2021-05-15,23.15
2021-05-16,23.15
2021-05-17,23.111
2021-05-18,23.096
2021-05-19,22.963
2021-05-20,23.391
2021-05-21,23.384
2021-05-22,23.384
2021-05-23,23.384
2021-05-24,23.688
2021-05-25,23.36
2021-05-26,23.069
2021-05-27,23.028
2021-05-28,22.938
2021-05-29,22.938
2021-05-30,22.938
2021-05-31,22.938
2021-06-01,23.002
2021-06-02,23.473
2021-06-03,23.151
2021-06-04,23.42
2021-06-05,23.42
2021-06-06,23.42
2021-06-07,23.296
2021-06-08,23.372
2021-06-09,23.248
2021-06-10,23.31
2021-06-11,23.387
2021-06-12,23.387
2021-06-13,23.387
2021-06-14,23.452
2021-06-15,23.555
2021-06-16,23.279
2021-06-17,23.501
2021-06-18,23.51
2021-06-19,23.51
2021-06-20,23.51
2021-06-21,23.873
2021-06-22,24.189
2021-06-23,24.004
2021-06-24,23.979
2021-06-25,24.29
2021-06-26,24.29
2021-06-27,24.29
2021-06-28,23.526
2021-06-29,23.547
2021-06-30,23.361
2021-07-01,23.72
2021-07-02,23.997
2021-07-03,23.997
2021-07-04,23.997
2021-07-05,23.997
2021-07-06,24.066
2021-07-07,23.926
2021-07-08,23.715
2021-07-09,23.891
2021-07-10,23.891
2021-07-11,23.891
2021-07-12,24.059
2021-07-13,24.581
2021-07-14,24.841
2021-07-15,24.805
2021-07-16,24.607
2021-07-17,24.607
2021-07-18,24.607
2021-07-19,23.23
2021-07-20,23.798
2021-07-21,24.158
2021-07-22,24.292
2021-07-23,24.998
2021-07-24,24.998
2021-07-25,24.998
2021-07-26,24.968
2021-07-27,24.807
2021-07-28,24.373
2021-07-29,24.588
2021-07-30,23.799
2021-07-31,23.799
2021-08-01,23.799
2021-08-02,23.14
2021-08-03,23.12
2021-08-04,23.146
2021-08-05,23.393
2021-08-06,23.556
2021-08-07,23.556
2021-08-08,23.556
2021-08-09,23.314
2021-08-10,23.135
2021-08-11,22.909
2021-08-12,22.767
2021-08-13,22.815
2021-08-14,22.815
2021-08-15,22.815
2021-08-16,22.866
2021-08-17,22.845
2021-08-18,22.702
2021-08-19,22.473
2021-08-20,22.327
2021-08-21,22.327
2021-08-22,22.327
2021-08-23,22.706
2021-08-24,22.754
2021-08-25,22.585
2021-08-26,22.193
2021-08-27,22.373
2021-08-28,22.373
2021-08-29,22.373
2021-08-30,22.456
2021-08-31,22.022
2021-09-01,22.235
2021-09-02,21.707
2021-09-03,21.641
2021-09-04,21.641
2021-09-05,21.641
2021-09-06,21.641
2021-09-07,21.926
2021-09-08,22.328
2021-09-09,22.352
2021-09-10,22.096
2021-09-11,22.096
2021-09-12,22.096
2021-09-13,22.123
2021-09-14,21.995
2021-09-15,21.928
2021-09-16,22.027
2021-09-17,21.714
2021-09-18,21.714
2021-09-19,21.714
2021-09-20,21.502
2021-09-21,21.356
2021-09-22,21.738
2021-09-23,22.412
2021-09-24,22.671
2021-09-25,22.671
2021-09-26,22.671
2021-09-27,22.583
2021-09-28,22.229
2021-09-29,22.357
2021-09-30,22.008
2021-10-01,22.799
2021-10-02,22.799
2021-10-03,22.799
2021-10-04,21.788
2021-10-05,21.725
2021-10-06,22.062
2021-10-07,22.42
2021-10-08,22.487
2021-10-09,22.487
2021-10-10,22.487
2021-10-11,21.992
2021-10-12,21.877
2021-10-13,21.688
2021-10-14,21.829
2021-10-15,22.553
2021-10-16,22.553
2021-10-17,22.553
2021-10-18,22.707
2021-10-19,22.939
2021-10-20,22.602
2021-10-21,22.566
2021-10-22,22.722
2021-10-23,22.722
2021-10-24,22.722
2021-10-25,22.861
2021-10-26,22.636
2021-10-27,21.268
2021-10-28,21.098
2021-10-29,21.285
2021-10-30,21.285
2021-10-31,21.285
2021-11-01,21.192
2021-11-02,20.828
2021-11-03,20.921
2021-11-04,21.259
2021-11-05,22.106
2021-11-06,22.106
2021-11-07,22.106
2021-11-08,22.136
2021-11-09,21.818
2021-11-10,22.781
2021-11-11,22.552
2021-11-12,23.135
2021-11-13,23.135
2021-11-14,23.135
2021-11-15,22.999
2021-11-16,23.521
2021-11-17,22.859
2021-11-18,22.163
2021-11-19,21.622
2021-11-20,21.622
2021-11-21,21.622
2021-11-22,20.4
2021-11-23,20.889
2021-11-24,21.588
2021-11-25,21.588
2021-11-26,20.583
2021-11-27,20.583
2021-11-28,20.583
2021-11-29,20.509
2021-11-30,19.995
2021-12-01,19.447
2021-12-02,20.331
2021-12-03,20.452
2021-12-04,20.452
2021-12-05,20.452
2021-12-06,21.164
2021-12-07,21.557
2021-12-08,21.736
2021-12-09,21.875
2021-12-10,22.218
2021-12-11,22.218
2021-12-12,22.218
2021-12-13,21.925
2021-12-14,21.623
2021-12-15,21.991
2021-12-16,22.401
2021-12-17,22.172
2021-12-18,22.172
2021-12-19,22.172
2021-12-20,21.392
2021-12-21,22.263
2021-12-22,22.69
2021-12-23,22.887
2021-12-24,22.887
2021-12-25,22.887
2021-12-26,22.887
2021-12-27,22.87
2021-12-28,22.9
2021-12-29,22.932
2021-12-30,22.913
2021-12-31,22.807
2022-01-01,22.807
2022-01-02,22.807
2022-01-03,23.545
2022-01-04,23.827
2022-01-05,23.733
2022-01-06,23.564
2022-01-07,23.542
2022-01-08,23.542
2022-01-09,23.542
2022-01-10,23.135
2022-01-11,23.286
2022-01-12,23.351
2022-01-13,23.491
2022-01-14,23.658
2022-01-15,23.658
2022-01-16,23.658
2022-01-17,23.658
2022-01-18,23.276
2022-01-19,22.862
2022-01-20,23.069
2022-01-21,22.504
2022-01-22,22.504
2022-01-23,22.504
2022-01-24,22.154
2022-01-25,21.478
2022-01-26,21.852
2022-01-27,22.095
2022-01-28,24.061
2022-01-29,24.061
2022-01-30,24.061
2022-01-31,24.336
2022-02-01,24.643
2022-02-02,24.933
2022-02-03,24.513
2022-02-04,24.007
2022-02-05,24.007
2022-02-06,24.007
2022-02-07,23.625
2022-02-08,23.515
2022-02-09,23.954
2022-02-10,23.516
2022-02-11,23.226
2022-02-12,23.226
2022-02-13,23.226
2022-02-14,23.499
2022-02-15,23.956
2022-02-16,24.043
2022-02-17,23.464
2022-02-18,23.228
2022-02-19,23.228
2022-02-20,23.228
2022-02-21,23.228
2022-02-22,23.124
2022-02-23,22.681
2022-02-24,23.192
2022-02-25,23.174
2022-02-26,23.174
2022-02-27,23.174
2022-02-28,22.655
2022-03-01,21.597
2022-03-02,21.573
2022-03-03,21.379
2022-03-04,20.737
2022-03-05,20.737
2022-03-06,20.737
2022-03-07,19.619
2022-03-08,19.749
2022-03-09,20.616
2022-03-10,20.393
2022-03-11,20.406
2022-03-12,20.406
2022-03-13,20.406
2022-03-14,20.645
2022-03-15,21.047
2022-03-16,21.655
2022-03-17,21.766
2022-03-18,21.995
2022-03-19,21.995
2022-03-20,21.995
2022-03-21,21.712
2022-03-22,21.96
2022-03-23,21.498
2022-03-24,21.989
2022-03-25,21.969
2022-03-26,21.969
2022-03-27,21.969
2022-03-28,22.105
2022-03-29,23.181
2022-03-30,22.846
2022-03-31,22.539
2022-04-01,22.971
2022-04-02,22.971
2022-04-03,22.971
2022-04-04,23.189
2022-04-05,23.032
2022-04-06,22.413
2022-04-07,22.167
2022-04-08,22.339
2022-04-09,22.339
2022-04-10,22.339
2022-04-11,22.029
2022-04-12,21.94
2022-04-13,22.562
2022-04-14,22.729
2022-04-15,22.729
2022-04-16,22.729
2022-04-17,22.729
2022-04-18,22.665
2022-04-19,23.114
2022-04-20,23.204
2022-04-21,23.174
2022-04-22,22.331
2022-04-23,22.331
2022-04-24,22.331
2022-04-25,22.606
2022-04-26,21.937
2022-04-27,23.051
2022-04-28,24.177
2022-04-29,23.127
2022-04-30,23.127
2022-05-01,23.127
2022-05-02,22.801
2022-05-03,22.706
2022-05-04,23.403
2022-05-05,22.441
2022-05-06,22.044
2022-05-07,22.044
2022-05-08,22.044
2022-05-09,20.829
2022-05-10,20.66
2022-05-11,20.726
2022-05-12,20.432
2022-05-13,21.167
2022-05-14,21.167
2022-05-15,21.167
2022-05-16,20.972
2022-05-17,21.537
2022-05-18,21.349
2022-05-19,21.115
2022-05-20,21.367
2022-05-21,21.367
2022-05-22,21.367
2022-05-23,22.146
2022-05-24,21.654
2022-05-25,21.912
2022-05-26,22.238
2022-05-27,22.74
2022-05-28,22.74
2022-05-29,22.74
2022-05-30,22.74
2022-05-31,22.712
2022-06-01,22.661
2022-06-02,23.043
2022-06-03,22.709
2022-06-04,22.709
2022-06-05,22.709
2022-06-06,22.856
2022-06-07,23.102
2022-06-08,22.995
2022-06-09,22.149
2022-06-10,21.245
2022-06-11,21.245
2022-06-12,21.245
2022-06-13,20.292
2022-06-14,20.444
2022-06-15,20.644
2022-06-16,19.59
2022-06-17,19.711
2022-06-18,19.711
2022-06-19,19.711
2022-06-20,19.711
2022-06-21,20.137
2022-06-22,20.058
2022-06-23,20.097
2022-06-24,20.968
2022-06-25,20.968
2022-06-26,20.968
2022-06-27,20.862
2022-06-28,20.194
2022-06-29,20.466
2022-06-30,20.018
2022-07-01,20.197
2022-07-02,20.197
2022-07-03,20.197
2022-07-04,20.197
2022-07-05,20.262
2022-07-06,20.319
2022-07-07,20.598
2022-07-08,20.532
2022-07-09,20.532
2022-07-10,20.532
2022-07-11,20.606
2022-07-12,20.524
2022-07-13,20.557
2022-07-14,20.649
2022-07-15,21.128
2022-07-16,21.128
2022-07-17,21.128
2022-07-18,21.029
2022-07-19,21.624
2022-07-20,21.762
2022-07-21,22.156
2022-07-22,22.037
2022-07-23,22.037
2022-07-24,22.037
2022-07-25,22.103
2022-07-26,21.919
2022-07-27,22.047
2022-07-28,22.572
2022-07-29,22.723
2022-07-30,22.723
2022-07-31,22.723
2022-08-01,22.471
2022-08-02,22.373
2022-08-03,22.702
2022-08-04,22.826
2022-08-05,22.918
2022-08-06,22.918
2022-08-07,22.918
2022-08-08,22.575
2022-08-09,22.215
2022-08-10,22.654
2022-08-11,22.486
2022-08-12,22.722
2022-08-13,22.722
2022-08-14,22.722
2022-08-15,23.102
2022-08-16,23.057
2022-08-17,22.805
2022-08-18,22.935
2022-08-19,22.738
2022-08-20,22.738
2022-08-21,22.738
2022-08-22,22.175
2022-08-23,21.878
2022-08-24,21.803
2022-08-25,22.121
2022-08-26,21.305
2022-08-27,21.305
2022-08-28,21.305
2022-08-29,21.138
2022-08-30,21.013
2022-08-31,20.793
2022-09-01,20.849
2022-09-02,20.676
2022-09-03,20.676
2022-09-04,20.676
2022-09-05,20.676
2022-09-06,20.774
2022-09-07,21.065
2022-09-08,21.158
2022-09-09,21.528
2022-09-10,21.528
2022-09-11,21.528
2022-09-12,21.693
2022-09-13,20.861
2022-09-14,20.887
2022-09-15,20.318
2022-09-16,20.2
2022-09-17,20.2
2022-09-18,20.2
2022-09-19,20.13
2022-09-20,20.081
2022-09-21,19.519
2022-09-22,19.126
2022-09-23,18.82
2022-09-24,18.82
2022-09-25,18.82
2022-09-26,18.598
2022-09-27,18.365
2022-09-28,18.602
2022-09-29,18.383
2022-09-30,18.306
2022-10-01,18.306
2022-10-02,18.306
2022-10-03,18.726
2022-10-04,19.466
2022-10-05,19.655
2022-10-06,19.365
2022-10-07,19.089
2022-10-08,19.089
2022-10-09,19.089
2022-10-10,18.937
2022-10-11,18.565
2022-10-12,18.466
2022-10-13,19.203
2022-10-14,18.859
2022-10-15,18.859
2022-10-16,18.859
2022-10-17,19.301
2022-10-18,19.771
2022-10-19,19.608
2022-10-20,19.51
2022-10-21,19.947
2022-10-22,19.947
2022-10-23,19.947
2022-10-24,20.16
2022-10-25,20.544
2022-10-26,21.078
2022-10-27,21.246
2022-10-28,21.953
2022-10-29,21.953
2022-10-30,21.953
2022-10-31,21.84
2022-11-01,22.189
2022-11-02,21.298
2022-11-03,20.589
2022-11-04,21.202
2022-11-05,21.202
2022-11-06,21.202
2022-11-07,21.652
2022-11-08,21.693
2022-11-09,21.02
2022-11-10,22.504
2022-11-11,22.639
2022-11-12,22.639
2022-11-13,22.639
2022-11-14,22.675
2022-11-15,22.952
2022-11-16,22.957
2022-11-17,22.857
2022-11-18,23.019
2022-11-19,23.019
2022-11-20,23.019
2022-11-21,22.655
2022-11-22,23.105
2022-11-23,23.351
2022-11-24,23.351
2022-11-25,23.543
2022-11-26,23.543
2022-11-27,23.543
2022-11-28,23.094
2022-11-29,23.019
2022-11-30,23.923
2022-12-01,24.218
2022-12-02,24.168
2022-12-03,24.168
2022-12-04,24.168
2022-12-05,23.902
2022-12-06,23.327
2022-12-07,23.32
2022-12-08,23.632
2022-12-09,23.475
2022-12-10,23.475
2022-12-11,23.475
2022-12-12,24.116
2022-12-13,24.048
2022-12-14,24.072
2022-12-15,23.314
2022-12-16,23.327
2022-12-17,23.327
2022-12-18,23.327
2022-12-19,23.025
2022-12-20,23.159
2022-12-21,23.344
2022-12-22,23.063
2022-12-23,23.203
2022-12-24,23.203
2022-12-25,23.203
2022-12-26,23.203
2022-12-27,23.376
2022-12-28,23.092
2022-12-29,23.515
2022-12-30,23.482
2022-12-31,23.482
2023-01-01,23.482
2023-01-02,23.482
2023-01-03,23.419
2023-01-04,23.996
2023-01-05,23.782
2023-01-06,24.898
2023-01-07,24.898
2023-01-08,24.898
2023-01-09,25.144
2023-01-10,25.193
2023-01-11,25.658
2023-01-12,25.79
2023-01-13,25.499
2023-01-14,25.499
2023-01-15,25.499
2023-01-16,25.499
2023-01-17,25.464
2023-01-18,25.027
2023-01-19,24.984
2023-01-20,25.594
2023-01-21,25.594
2023-01-22,25.594
2023-01-23,25.816
2023-01-24,25.914
2023-01-25,26.076
2023-01-26,25.79
2023-01-27,25.638
2023-01-28,25.638
2023-01-29,25.638
2023-01-30,25.419
2023-01-31,25.391
2023-02-01,25.633
2023-02-02,25.695
2023-02-03,25.637
2023-02-04,25.637
2023-02-05,25.637
2023-02-06,25.572
2023-02-07,25.702
2023-02-08,25.382
2023-02-09,25.412
2023-02-10,25.165
2023-02-11,25.165
2023-02-12,25.165
2023-02-13,25.44
2023-02-14,25.378
2023-02-15,25.356
2023-02-16,25.201
2023-02-17,24.764
2023-02-18,24.764
2023-02-19,24.764
2023-02-20,24.764
2023-02-21,24.41
2023-02-22,24.342
2023-02-23,24.38
2023-02-24,24.215
2023-02-25,24.215
2023-02-26,24.215
2023-02-27,24.377
2023-02-28,24.364
2023-03-01,24.241
2023-03-02,24.383
2023-03-03,24.786
2023-03-04,24.786
2023-03-05,24.786
2023-03-06,25.158
2023-03-07,24.679
2023-03-08,24.617
2023-03-09,24.302
2023-03-10,23.799
2023-03-11,23.799
2023-03-12,23.799
2023-03-13,23.635
2023-03-14,24.191
2023-03-15,23.866
2023-03-16,23.86
2023-03-17,23.974
2023-03-18,23.974
2023-03-19,23.974
2023-03-20,23.951
2023-03-21,24.302
2023-03-22,24.06
2023-03-23,24.289
2023-03-24,24.101
2023-03-25,24.101
2023-03-26,24.101
2023-03-27,24.306
2023-03-28,24.286
2023-03-29,24.642
2023-03-30,24.648
2023-03-31,24.934
2023-04-01,24.934
2023-04-02,24.934
2023-04-03,25.144
2023-04-04,24.968
2023-04-05,24.999
2023-04-06,24.84
2023-04-07,24.84
2023-04-08,24.84
2023-04-09,24.84
2023-04-10,24.749
2023-04-11,25.023
2023-04-12,24.856
2023-04-13,25.397
2023-04-14,25.593
2023-04-15,25.593
2023-04-16,25.593
2023-04-17,25.616
2023-04-18,25.561
2023-04-19,25.562
2023-04-20,25.715
2023-04-21,25.731
2023-04-22,25.731
2023-04-23,25.731
2023-04-24,25.716
2023-04-25,25.29
2023-04-26,25.15
2023-04-27,25.571
2023-04-28,25.966
2023-04-29,25.966
2023-04-30,25.966
2023-05-01,25.96
2023-05-02,25.713
2023-05-03,25.635
2023-05-04,25.719
2023-05-05,26.303
2023-05-06,26.303
2023-05-07,26.303
2023-05-08,26.361
2023-05-09,26.185
2023-05-10,26.158
2023-05-11,26.216
2023-05-12,26.115
2023-05-13,26.115
2023-05-14,26.115
2023-05-15,26.217
2023-05-16,25.995
2023-05-17,26.423
2023-05-18,26.765
2023-05-19,26.325
2023-05-20,26.325
2023-05-21,26.325
2023-05-22,26.254
2023-05-23,25.527
2023-05-24,25.168
2023-05-25,25.272
2023-05-26,25.571
2023-05-27,25.571
2023-05-28,25.571
2023-05-29,25.571
2023-05-30,25.103
2023-05-31,24.934
2023-06-01,25.334
2023-06-02,25.532
2023-06-03,25.532
2023-06-04,25.532
2023-06-05,25.313
2023-06-06,25.958
2023-06-07,25.373
2023-06-08,25.113
2023-06-09,25.224
2023-06-10,25.224
2023-06-11,25.224
2023-06-12,25.64
2023-06-13,25.37
2023-06-14,25.601
2023-06-15,25.893
2023-06-16,25.722
2023-06-17,25.722
2023-06-18,25.722
2023-06-19,25.722
2023-06-20,25.592
2023-06-21,25.695
2023-06-22,25.811
2023-06-23,25.946
2023-06-24,25.946
2023-06-25,25.946
