,NTRS US Equity
2020-10-03,8.275
2020-10-04,8.275
2020-10-05,8.275
2020-10-06,8.275
2020-10-07,8.275
2020-10-08,8.275
2020-10-09,8.275
2020-10-10,8.275
2020-10-11,8.275
2020-10-12,8.275
2020-10-13,8.275
2020-10-14,8.275
2020-10-15,8.275
2020-10-16,8.275
2020-10-17,8.275
2020-10-18,8.275
2020-10-19,8.275
2020-10-20,8.275
2020-10-21,8.275
2020-10-22,8.275
2020-10-23,8.275
2020-10-24,8.275
2020-10-25,8.275
2020-10-26,8.275
2020-10-27,8.275
2020-10-28,8.275
2020-10-29,8.275
2020-10-30,8.275
2020-10-31,8.275
2020-11-01,8.275
2020-11-02,8.275
2020-11-03,8.275
2020-11-04,8.275
2020-11-05,8.275
2020-11-06,8.275
2020-11-07,8.275
2020-11-08,8.275
2020-11-09,8.275
2020-11-10,8.275
2020-11-11,8.275
2020-11-12,8.275
2020-11-13,8.275
2020-11-14,8.275
2020-11-15,8.275
2020-11-16,8.275
2020-11-17,8.275
2020-11-18,8.275
2020-11-19,8.275
2020-11-20,8.275
2020-11-21,8.275
2020-11-22,8.275
2020-11-23,8.275
2020-11-24,8.275
2020-11-25,8.275
2020-11-26,8.275
2020-11-27,8.275
2020-11-28,8.275
2020-11-29,8.275
2020-11-30,8.275
2020-12-01,9.331
2020-12-02,9.394
2020-12-03,9.303
2020-12-04,9.485
2020-12-05,9.485
2020-12-06,9.485
2020-12-07,9.446
2020-12-08,9.467
2020-12-09,9.326
2020-12-10,9.245
2020-12-11,9.082
2020-12-12,9.082
2020-12-13,9.082
2020-12-14,8.929
2020-12-15,9.146
2020-12-16,9.152
2020-12-17,9.284
2020-12-18,9.264
2020-12-19,9.264
2020-12-20,9.264
2020-12-21,9.178
2020-12-22,9.133
2020-12-23,9.273
2020-12-24,9.232
2020-12-25,9.232
2020-12-26,9.232
2020-12-27,9.232
2020-12-28,9.322
2020-12-29,9.265
2020-12-30,9.266
2020-12-31,9.389
2021-01-01,9.389
2021-01-02,9.389
2021-01-03,9.389
2021-01-04,9.324
2021-01-05,9.255
2021-01-06,9.807
2021-01-07,9.836
2021-01-08,9.767
2021-01-09,9.767
2021-01-10,9.767
2021-01-11,9.867
2021-01-12,10.015
2021-01-13,9.912
2021-01-14,10.049
2021-01-15,9.721
2021-01-16,9.721
2021-01-17,9.721
2021-01-18,9.721
2021-01-19,9.814
2021-01-20,9.556
2021-01-21,9.497
2021-01-22,9.536
2021-01-23,9.536
2021-01-24,9.536
2021-01-25,9.503
2021-01-26,9.435
2021-01-27,9.099
2021-01-28,9.192
2021-01-29,8.99
2021-01-30,8.99
2021-01-31,8.99
2021-02-01,9.129
2021-02-02,9.129
2021-02-03,9.129
2021-02-04,9.129
2021-02-05,9.129
2021-02-06,9.129
2021-02-07,9.129
2021-02-08,9.129
2021-02-09,9.129
2021-02-10,9.129
2021-02-11,9.129
2021-02-12,9.129
2021-02-13,9.129
2021-02-14,9.129
2021-02-15,9.129
2021-02-16,9.129
2021-02-17,9.129
2021-02-18,9.129
2021-02-19,9.129
2021-02-20,9.129
2021-02-21,9.129
2021-02-22,9.129
2021-02-23,9.129
2021-02-24,9.129
2021-02-25,9.129
2021-02-26,9.129
2021-02-27,9.129
2021-02-28,9.129
2021-03-01,9.129
2021-03-02,9.129
2021-03-03,9.129
2021-03-04,9.129
2021-03-05,9.129
2021-03-06,9.129
2021-03-07,9.129
2021-03-08,9.129
2021-03-09,9.129
2021-03-10,9.129
2021-03-11,9.129
2021-03-12,9.129
2021-03-13,9.129
2021-03-14,9.129
2021-03-15,9.129
2021-03-16,9.129
2021-03-17,9.129
2021-03-18,9.129
2021-03-19,9.129
2021-03-20,9.129
2021-03-21,9.129
2021-03-22,9.129
2021-03-23,9.129
2021-03-24,9.129
2021-03-25,9.129
2021-03-26,9.129
2021-03-27,9.129
2021-03-28,9.129
2021-03-29,9.129
2021-03-30,9.129
2021-03-31,9.129
2021-04-01,9.129
2021-04-02,9.129
2021-04-03,9.129
2021-04-04,9.129
2021-04-05,9.129
2021-04-06,9.129
2021-04-07,9.129
2021-04-08,9.129
2021-04-09,9.129
2021-04-10,9.129
2021-04-11,9.129
2021-04-12,9.129
2021-04-13,9.129
2021-04-14,9.129
2021-04-15,9.129
2021-04-16,9.129
2021-04-17,9.129
2021-04-18,9.129
2021-04-19,9.129
2021-04-20,9.129
2021-04-21,9.129
2021-04-22,9.129
2021-04-23,9.129
2021-04-24,9.129
2021-04-25,9.129
2021-04-26,9.129
2021-04-27,9.129
2021-04-28,9.129
2021-04-29,9.129
2021-04-30,9.129
2021-05-01,9.129
2021-05-02,9.129
2021-05-03,9.129
2021-05-04,9.129
2021-05-05,9.129
2021-05-06,9.129
2021-05-07,9.129
2021-05-08,9.129
2021-05-09,9.129
2021-05-10,9.129
2021-05-11,9.129
2021-05-12,9.129
2021-05-13,9.129
2021-05-14,9.129
2021-05-15,9.129
2021-05-16,9.129
2021-05-17,9.129
2021-05-18,9.129
2021-05-19,9.129
2021-05-20,9.129
2021-05-21,9.129
2021-05-22,9.129
2021-05-23,9.129
2021-05-24,9.129
2021-05-25,9.129
2021-05-26,9.129
2021-05-27,9.129
2021-05-28,9.129
2021-05-29,9.129
2021-05-30,9.129
2021-05-31,9.129
2021-06-01,9.129
2021-06-02,9.129
2021-06-03,9.129
2021-06-04,9.129
2021-06-05,9.129
2021-06-06,9.129
2021-06-07,9.129
2021-06-08,9.129
2021-06-09,9.129
2021-06-10,9.129
2021-06-11,9.129
2021-06-12,9.129
2021-06-13,9.129
2021-06-14,9.129
2021-06-15,9.129
2021-06-16,9.129
2021-06-17,9.129
2021-06-18,9.129
2021-06-19,9.129
2021-06-20,9.129
2021-06-21,9.129
2021-06-22,9.129
2021-06-23,9.129
2021-06-24,9.129
2021-06-25,9.129
2021-06-26,9.129
2021-06-27,9.129
2021-06-28,9.129
2021-06-29,9.129
2021-06-30,9.129
2021-07-01,9.129
2021-07-02,9.129
2021-07-03,9.129
2021-07-04,9.129
2021-07-05,9.129
2021-07-06,9.129
2021-07-07,9.129
2021-07-08,9.129
2021-07-09,9.129
2021-07-10,9.129
2021-07-11,9.129
2021-07-12,9.129
2021-07-13,9.129
2021-07-14,9.129
2021-07-15,9.129
2021-07-16,9.129
2021-07-17,9.129
2021-07-18,9.129
2021-07-19,9.129
2021-07-20,9.129
2021-07-21,9.129
2021-07-22,9.129
2021-07-23,9.129
2021-07-24,9.129
2021-07-25,9.129
2021-07-26,9.129
2021-07-27,9.129
2021-07-28,9.129
2021-07-29,9.129
2021-07-30,9.129
2021-07-31,9.129
2021-08-01,9.129
2021-08-02,9.129
2021-08-03,9.129
2021-08-04,9.129
2021-08-05,9.129
2021-08-06,9.129
2021-08-07,9.129
2021-08-08,9.129
2021-08-09,9.129
2021-08-10,9.129
2021-08-11,9.129
2021-08-12,9.129
2021-08-13,9.129
2021-08-14,9.129
2021-08-15,9.129
2021-08-16,9.129
2021-08-17,9.129
2021-08-18,9.129
2021-08-19,9.129
2021-08-20,9.129
2021-08-21,9.129
2021-08-22,9.129
2021-08-23,9.129
2021-08-24,9.129
2021-08-25,9.129
2021-08-26,9.129
2021-08-27,9.129
2021-08-28,9.129
2021-08-29,9.129
2021-08-30,9.129
2021-08-31,9.129
2021-09-01,9.129
2021-09-02,9.129
2021-09-03,9.129
2021-09-04,9.129
2021-09-05,9.129
2021-09-06,9.129
2021-09-07,9.129
2021-09-08,9.129
2021-09-09,9.129
2021-09-10,9.129
2021-09-11,9.129
2021-09-12,9.129
2021-09-13,9.129
2021-09-14,9.129
2021-09-15,9.129
2021-09-16,9.129
2021-09-17,9.129
2021-09-18,9.129
2021-09-19,9.129
2021-09-20,9.129
2021-09-21,9.129
2021-09-22,9.129
2021-09-23,9.129
2021-09-24,9.129
2021-09-25,9.129
2021-09-26,9.129
2021-09-27,9.129
2021-09-28,9.129
2021-09-29,9.129
2021-09-30,9.129
2021-10-01,9.129
2021-10-02,9.129
2021-10-03,9.129
2021-10-04,9.129
2021-10-05,9.129
2021-10-06,9.129
2021-10-07,9.129
2021-10-08,9.129
2021-10-09,9.129
2021-10-10,9.129
2021-10-11,9.129
2021-10-12,10.621
2021-10-13,10.645
2021-10-14,11.029
2021-10-15,11.104
2021-10-16,11.104
2021-10-17,11.104
2021-10-18,11.117
2021-10-19,11.155
2021-10-20,11.497
2021-10-21,11.471
2021-10-22,11.479
2021-10-23,11.479
2021-10-24,11.479
2021-10-25,11.303
2021-10-26,11.286
2021-10-27,11.09
2021-10-28,11.243
2021-10-29,11.271
2021-10-30,11.271
2021-10-31,11.271
2021-11-01,11.334
2021-11-02,11.346
2021-11-03,11.427
2021-11-04,11.228
2021-11-05,11.319
2021-11-06,11.319
2021-11-07,11.319
2021-11-08,11.298
2021-11-09,11.165
2021-11-10,11.567
2021-11-11,11.673
2021-11-12,11.74
2021-11-13,11.74
2021-11-14,11.74
2021-11-15,11.733
2021-11-16,11.666
2021-11-17,11.515
2021-11-18,11.375
2021-11-19,11.278
2021-11-20,11.278
2021-11-21,11.278
2021-11-22,11.519
2021-11-23,11.655
2021-11-24,11.627
2021-11-25,11.627
2021-11-26,11.117
2021-11-27,11.117
2021-11-28,11.117
2021-11-29,11.215
2021-11-30,10.819
2021-12-01,10.673
2021-12-02,11.097
2021-12-03,10.908
2021-12-04,10.908
2021-12-05,10.908
2021-12-06,11.084
2021-12-07,11.237
2021-12-08,11.138
2021-12-09,11.186
2021-12-10,11.132
2021-12-11,11.132
2021-12-12,11.132
2021-12-13,11.011
2021-12-14,11.051
2021-12-15,11.052
2021-12-16,10.862
2021-12-17,10.701
2021-12-18,10.701
2021-12-19,10.701
2021-12-20,10.451
2021-12-21,10.752
2021-12-22,10.751
2021-12-23,10.79
2021-12-24,10.79
2021-12-25,10.79
2021-12-26,10.79
2021-12-27,11.007
2021-12-28,10.958
2021-12-29,10.955
2021-12-30,10.9
2021-12-31,10.918
2022-01-01,10.918
2022-01-02,10.918
2022-01-03,11.018
2022-01-04,11.874
2022-01-05,11.793
2022-01-06,11.94
2022-01-07,12.289
2022-01-08,12.289
2022-01-09,12.289
2022-01-10,12.25
2022-01-11,12.474
2022-01-12,12.742
2022-01-13,12.788
2022-01-14,12.826
2022-01-15,12.826
2022-01-16,12.826
2022-01-17,12.826
2022-01-18,12.693
2022-01-19,12.079
2022-01-20,11.428
2022-01-21,10.976
2022-01-22,10.976
2022-01-23,10.976
2022-01-24,11.12
2022-01-25,10.954
2022-01-26,10.937
2022-01-27,10.892
2022-01-28,10.977
2022-01-29,10.977
2022-01-30,10.977
2022-01-31,11.072
2022-02-01,11.297
2022-02-02,11.422
2022-02-03,11.353
2022-02-04,11.541
2022-02-05,11.541
2022-02-06,11.541
2022-02-07,11.642
2022-02-08,11.883
2022-02-09,11.965
2022-02-10,11.885
2022-02-11,11.686
2022-02-12,11.686
2022-02-13,11.686
2022-02-14,11.534
2022-02-15,11.892
2022-02-16,11.987
2022-02-17,11.244
2022-02-18,11.291
2022-02-19,11.291
2022-02-20,11.291
2022-02-21,11.291
2022-02-22,11.185
2022-02-23,10.826
2022-02-24,10.761
2022-02-25,11.221
2022-02-26,11.221
2022-02-27,11.221
2022-02-28,10.851
2022-03-01,10.076
2022-03-02,10.447
2022-03-03,10.468
2022-03-04,10.187
2022-03-05,10.187
2022-03-06,10.187
2022-03-07,9.963
2022-03-08,10.043
2022-03-09,10.341
2022-03-10,10.184
2022-03-11,10.13
2022-03-12,10.13
2022-03-13,10.13
2022-03-14,10.586
2022-03-15,10.717
2022-03-16,11.177
2022-03-17,11.145
2022-03-18,11.1
2022-03-19,11.1
2022-03-20,11.1
2022-03-21,11.032
2022-03-22,11.293
2022-03-23,11.132
2022-03-24,11.233
2022-03-25,11.487
2022-03-26,11.487
2022-03-27,11.487
2022-03-28,11.42
2022-03-29,11.59
2022-03-30,11.791
2022-03-31,11.365
2022-04-01,11.277
2022-04-02,11.277
2022-04-03,11.277
2022-04-04,11.134
2022-04-05,11.146
2022-04-06,10.919
2022-04-07,11.07
2022-04-08,11.191
2022-04-09,11.191
2022-04-10,11.191
2022-04-11,11.116
2022-04-12,10.858
2022-04-13,10.887
2022-04-14,10.608
2022-04-15,10.608
2022-04-16,10.608
2022-04-17,10.608
2022-04-18,10.561
2022-04-19,10.685
2022-04-20,10.826
2022-04-21,10.555
2022-04-22,10.158
2022-04-23,10.158
2022-04-24,10.158
2022-04-25,10.117
2022-04-26,10.249
2022-04-27,10.264
2022-04-28,10.228
2022-04-29,9.82
2022-04-30,9.82
2022-05-01,9.82
2022-05-02,9.961
2022-05-03,10.043
2022-05-04,10.372
2022-05-05,10.161
2022-05-06,10.037
2022-05-07,10.037
2022-05-08,10.037
2022-05-09,9.98
2022-05-10,9.884
2022-05-11,9.707
2022-05-12,9.772
2022-05-13,9.923
2022-05-14,9.923
2022-05-15,9.923
2022-05-16,9.849
2022-05-17,10.071
2022-05-18,9.796
2022-05-19,9.689
2022-05-20,9.829
2022-05-21,9.829
2022-05-22,9.829
2022-05-23,10.086
2022-05-24,10.083
2022-05-25,10.217
2022-05-26,10.424
2022-05-27,10.696
2022-05-28,10.696
2022-05-29,10.696
2022-05-30,10.696
2022-05-31,10.615
2022-06-01,10.331
2022-06-02,10.588
2022-06-03,10.412
2022-06-04,10.412
2022-06-05,10.412
2022-06-06,10.513
2022-06-07,10.664
2022-06-08,10.424
2022-06-09,10.207
2022-06-10,9.735
2022-06-11,9.735
2022-06-12,9.735
2022-06-13,9.447
2022-06-14,8.983
2022-06-15,8.967
2022-06-16,8.792
2022-06-17,8.813
2022-06-18,8.813
2022-06-19,8.813
2022-06-20,8.813
2022-06-21,9.03
2022-06-22,8.975
2022-06-23,9.019
2022-06-24,9.336
2022-06-25,9.336
2022-06-26,9.336
2022-06-27,9.425
2022-06-28,9.373
2022-06-29,9.419
2022-06-30,9.279
2022-07-01,9.491
2022-07-02,9.491
2022-07-03,9.491
2022-07-04,9.491
2022-07-05,9.383
2022-07-06,9.351
2022-07-07,9.496
2022-07-08,9.501
2022-07-09,9.501
2022-07-10,9.501
2022-07-11,9.456
2022-07-12,9.696
2022-07-13,9.627
2022-07-14,9.518
2022-07-15,9.997
2022-07-16,9.997
2022-07-17,9.997
2022-07-18,9.85
2022-07-19,10.193
2022-07-20,9.772
2022-07-21,9.842
2022-07-22,9.831
2022-07-23,9.831
2022-07-24,9.831
2022-07-25,10.026
2022-07-26,9.797
2022-07-27,9.967
2022-07-28,10.071
2022-07-29,10.257
2022-07-30,10.257
2022-07-31,10.257
2022-08-01,10.151
2022-08-02,10.121
2022-08-03,10.262
2022-08-04,10.264
2022-08-05,10.265
2022-08-06,10.265
2022-08-07,10.265
2022-08-08,10.202
2022-08-09,10.174
2022-08-10,10.487
2022-08-11,10.563
2022-08-12,10.698
2022-08-13,10.698
2022-08-14,10.698
2022-08-15,10.664
2022-08-16,10.67
2022-08-17,10.538
2022-08-18,10.559
2022-08-19,10.339
2022-08-20,10.339
2022-08-21,10.339
2022-08-22,10.121
2022-08-23,10.09
2022-08-24,10.091
2022-08-25,10.179
2022-08-26,9.809
2022-08-27,9.809
2022-08-28,9.809
2022-08-29,9.799
2022-08-30,9.815
2022-08-31,9.832
2022-09-01,9.792
2022-09-02,9.655
2022-09-03,9.655
2022-09-04,9.655
2022-09-05,9.655
2022-09-06,9.711
2022-09-07,9.978
2022-09-08,10.305
2022-09-09,10.326
2022-09-10,10.326
2022-09-11,10.326
2022-09-12,10.263
2022-09-13,9.894
2022-09-14,9.865
2022-09-15,9.947
2022-09-16,9.704
2022-09-17,9.704
2022-09-18,9.704
2022-09-19,9.942
2022-09-20,9.752
2022-09-21,9.501
2022-09-22,9.325
2022-09-23,9.219
2022-09-24,9.219
2022-09-25,9.219
2022-09-26,9.139
2022-09-27,9.051
2022-09-28,9.247
2022-09-29,9.124
2022-09-30,9.065
2022-10-01,9.065
2022-10-02,9.065
2022-10-03,9.455
2022-10-04,9.716
2022-10-05,9.654
2022-10-06,9.479
2022-10-07,9.189
2022-10-08,9.189
2022-10-09,9.189
2022-10-10,9.123
2022-10-11,9.115
2022-10-12,9.136
2022-10-13,9.517
2022-10-14,9.171
2022-10-15,9.171
2022-10-16,9.171
2022-10-17,9.483
2022-10-18,9.559
2022-10-19,8.869
2022-10-20,8.764
2022-10-21,9.098
2022-10-22,9.098
2022-10-23,9.098
2022-10-24,9.31
2022-10-25,9.547
2022-10-26,9.587
2022-10-27,9.656
2022-10-28,9.881
2022-10-29,9.881
2022-10-30,9.881
2022-10-31,9.843
2022-11-01,9.886
2022-11-02,9.845
2022-11-03,9.569
2022-11-04,9.856
2022-11-05,9.856
2022-11-06,9.856
2022-11-07,9.946
2022-11-08,10.024
2022-11-09,9.801
2022-11-10,10.548
2022-11-11,10.971
2022-11-12,10.971
2022-11-13,10.971
2022-11-14,10.572
2022-11-15,10.729
2022-11-16,10.678
2022-11-17,10.665
2022-11-18,10.867
2022-11-19,10.867
2022-11-20,10.867
2022-11-21,10.971
2022-11-22,11.1
2022-11-23,11.111
2022-11-24,11.111
2022-11-25,11.174
2022-11-26,11.174
2022-11-27,11.174
2022-11-28,10.799
2022-11-29,10.866
2022-11-30,11.026
2022-12-01,11.029
2022-12-02,10.797
2022-12-03,10.797
2022-12-04,10.797
2022-12-05,10.46
2022-12-06,10.36
2022-12-07,10.253
2022-12-08,10.27
2022-12-09,10.357
2022-12-10,10.357
2022-12-11,10.357
2022-12-12,10.59
2022-12-13,10.723
2022-12-14,10.437
2022-12-15,10.251
2022-12-16,10.354
2022-12-17,10.354
2022-12-18,10.354
2022-12-19,10.387
2022-12-20,10.373
2022-12-21,10.592
2022-12-22,10.405
2022-12-23,10.482
2022-12-24,10.482
2022-12-25,10.482
2022-12-26,10.482
2022-12-27,10.467
2022-12-28,10.367
2022-12-29,10.655
2022-12-30,10.536
2022-12-31,10.536
2023-01-01,10.536
2023-01-02,10.536
2023-01-03,10.707
2023-01-04,10.953
2023-01-05,10.957
2023-01-06,11.382
2023-01-07,11.382
2023-01-08,11.382
2023-01-09,11.349
2023-01-10,11.371
2023-01-11,11.522
2023-01-12,11.648
2023-01-13,11.752
2023-01-14,11.752
2023-01-15,11.752
2023-01-16,11.752
2023-01-17,11.896
2023-01-18,11.844
2023-01-19,11.225
2023-01-20,11.596
2023-01-21,11.596
2023-01-22,11.596
2023-01-23,11.753
2023-01-24,11.78
2023-01-25,11.728
2023-01-26,12.05
2023-01-27,12.185
2023-01-28,12.185
2023-01-29,12.185
2023-01-30,11.957
2023-01-31,12.157
2023-02-01,12.171
2023-02-02,12.339
2023-02-03,12.349
2023-02-04,12.349
2023-02-05,12.349
2023-02-06,12.26
2023-02-07,12.504
2023-02-08,12.388
2023-02-09,12.32
2023-02-10,12.347
2023-02-11,12.347
2023-02-12,12.347
2023-02-13,12.503
2023-02-14,12.286
2023-02-15,12.25
2023-02-16,12.082
2023-02-17,12.206
2023-02-18,12.206
2023-02-19,12.206
2023-02-20,12.206
2023-02-21,11.87
2023-02-22,11.86
2023-02-23,11.796
2023-02-24,11.791
2023-02-25,11.791
2023-02-26,11.791
2023-02-27,11.895
2023-02-28,12.024
2023-03-01,11.92
2023-03-02,11.734
2023-03-03,11.991
2023-03-04,11.991
2023-03-05,11.991
2023-03-06,12.032
2023-03-07,11.693
2023-03-08,11.72
2023-03-09,11.153
2023-03-10,10.897
2023-03-11,10.897
2023-03-12,10.897
2023-03-13,10.549
2023-03-14,11.07
2023-03-15,10.857
2023-03-16,10.987
2023-03-17,10.488
2023-03-18,10.488
2023-03-19,10.488
2023-03-20,10.816
2023-03-21,11.196
2023-03-22,10.751
2023-03-23,10.692
2023-03-24,10.769
2023-03-25,10.769
2023-03-26,10.769
2023-03-27,10.959
2023-03-28,10.971
2023-03-29,11.242
2023-03-30,11.202
2023-03-31,11.4
2023-04-01,11.4
2023-04-02,11.4
2023-04-03,11.367
2023-04-04,11.28
2023-04-05,11.371
2023-04-06,11.266
2023-04-07,11.266
2023-04-08,11.266
2023-04-09,11.266
2023-04-10,11.411
2023-04-11,11.686
2023-04-12,11.571
2023-04-13,11.612
2023-04-14,11.442
2023-04-15,11.442
2023-04-16,11.442
2023-04-17,11.156
2023-04-18,11.191
2023-04-19,11.321
2023-04-20,11.174
2023-04-21,11.101
2023-04-22,11.101
2023-04-23,11.101
2023-04-24,11.209
2023-04-25,10.483
2023-04-26,10.68
2023-04-27,10.763
2023-04-28,10.921
2023-04-29,10.921
2023-04-30,10.921
2023-05-01,10.763
2023-05-02,10.481
2023-05-03,10.283
2023-05-04,10.058
2023-05-05,10.259
2023-05-06,10.259
2023-05-07,10.259
2023-05-08,10.258
2023-05-09,10.134
2023-05-10,10.032
2023-05-11,9.99
2023-05-12,9.869
2023-05-13,9.869
2023-05-14,9.869
2023-05-15,9.997
2023-05-16,9.829
2023-05-17,10.176
2023-05-18,10.303
2023-05-19,10.205
2023-05-20,10.205
2023-05-21,10.205
2023-05-22,10.323
2023-05-23,10.311
2023-05-24,10.085
2023-05-25,10.146
2023-05-26,10.265
2023-05-27,10.265
2023-05-28,10.265
2023-05-29,10.265
2023-05-30,10.344
2023-05-31,10.166
2023-06-01,10.315
2023-06-02,10.617
2023-06-03,10.617
2023-06-04,10.617
2023-06-05,10.5
2023-06-06,10.671
2023-06-07,10.702
2023-06-08,10.621
2023-06-09,10.673
2023-06-10,10.673
2023-06-11,10.673
2023-06-12,10.509
2023-06-13,10.719
2023-06-14,10.71
2023-06-15,10.911
2023-06-16,10.776
2023-06-17,10.776
2023-06-18,10.776
2023-06-19,10.776
2023-06-20,10.589
2023-06-21,10.523
2023-06-22,10.345
2023-06-23,10.277
2023-06-24,10.277
2023-06-25,10.277
2023-06-26,10.349
2023-06-27,10.522
2023-06-28,10.474
2023-06-29,10.667
2023-06-30,10.802
2023-07-01,10.802
2023-07-02,10.802
2023-07-03,10.979
2023-07-04,10.979
2023-07-05,10.804
2023-07-06,10.659
2023-07-07,10.817
2023-07-08,10.817
2023-07-09,10.817
2023-07-10,10.905
2023-07-11,11.074
2023-07-12,11.072
2023-07-13,11.318
2023-07-14,10.576
2023-07-15,10.576
2023-07-16,10.576
2023-07-17,10.469
2023-07-18,10.652
2023-07-19,11.946
2023-07-20,11.634
2023-07-21,11.518
2023-07-22,11.518
2023-07-23,11.518
