,FDS US Equity
2020-08-13,25.516
2020-08-14,25.418
2020-08-15,25.418
2020-08-16,25.418
2020-08-17,25.485
2020-08-18,25.864
2020-08-19,25.871
2020-08-20,25.536
2020-08-21,25.526
2020-08-22,25.526
2020-08-23,25.526
2020-08-24,25.617
2020-08-25,25.519
2020-08-26,25.516
2020-08-27,25.37
2020-08-28,25.353
2020-08-29,25.353
2020-08-30,25.353
2020-08-31,25.172
2020-09-01,25.221
2020-09-02,25.434
2020-09-03,24.366
2020-09-04,23.884
2020-09-05,23.884
2020-09-06,23.884
2020-09-07,23.884
2020-09-08,23.175
2020-09-09,23.898
2020-09-10,23.351
2020-09-11,23.494
2020-09-12,23.494
2020-09-13,23.494
2020-09-14,23.952
2020-09-15,24.161
2020-09-16,24.003
2020-09-17,23.925
2020-09-18,24.166
2020-09-19,24.166
2020-09-20,24.166
2020-09-21,24.198
2020-09-22,24.339
2020-09-23,23.758
2020-09-24,21.697
2020-09-25,22.995
2020-09-26,22.995
2020-09-27,22.995
2020-09-28,23.338
2020-09-29,23.385
2020-09-30,23.449
2020-10-01,22.967
2020-10-02,22.668
2020-10-03,22.668
2020-10-04,22.668
2020-10-05,22.628
2020-10-06,22.531
2020-10-07,22.784
2020-10-08,23.009
2020-10-09,22.93
2020-10-10,22.93
2020-10-11,22.93
2020-10-12,23.076
2020-10-13,23.496
2020-10-14,23.474
2020-10-15,23.649
2020-10-16,23.777
2020-10-17,23.777
2020-10-18,23.777
2020-10-19,23.382
2020-10-20,23.338
2020-10-21,23.303
2020-10-22,22.965
2020-10-23,23.001
2020-10-24,23.001
2020-10-25,23.001
2020-10-26,22.566
2020-10-27,22.33
2020-10-28,21.793
2020-10-29,21.724
2020-10-30,21.462
2020-10-31,21.462
2020-11-01,21.462
2020-11-02,21.789
2020-11-03,22.371
2020-11-04,22.959
2020-11-05,23.315
2020-11-06,23.516
2020-11-07,23.516
2020-11-08,23.516
2020-11-09,22.177
2020-11-10,22.624
2020-11-11,23.468
2020-11-12,22.74
2020-11-13,22.985
2020-11-14,22.985
2020-11-15,22.985
2020-11-16,23.104
2020-11-17,22.635
2020-11-18,22.201
2020-11-19,22.264
2020-11-20,22.516
2020-11-21,22.516
2020-11-22,22.516
2020-11-23,22.329
2020-11-24,22.399
2020-11-25,22.567
2020-11-26,22.567
2020-11-27,22.654
2020-11-28,22.654
2020-11-29,22.654
2020-11-30,23.427
2020-12-01,24.021
2020-12-02,23.594
2020-12-03,24.326
2020-12-04,24.637
2020-12-05,24.637
2020-12-06,24.637
2020-12-07,24.686
2020-12-08,24.466
2020-12-09,24.269
2020-12-10,24.474
2020-12-11,24.67
2020-12-12,24.67
2020-12-13,24.67
2020-12-14,24.208
2020-12-15,24.425
2020-12-16,24.242
2020-12-17,24.232
2020-12-18,24.358
2020-12-19,24.358
2020-12-20,24.358
2020-12-21,21.149
2020-12-22,21.044
2020-12-23,20.668
2020-12-24,20.817
2020-12-25,20.817
2020-12-26,20.817
2020-12-27,20.817
2020-12-28,20.982
2020-12-29,20.811
2020-12-30,20.877
2020-12-31,21.139
2021-01-01,21.139
2021-01-02,21.139
2021-01-03,21.139
2021-01-04,21.018
2021-01-05,20.954
2021-01-06,21.122
2021-01-07,21.26
2021-01-08,21.263
2021-01-09,21.263
2021-01-10,21.263
2021-01-11,21.124
2021-01-12,21.326
2021-01-13,21.043
2021-01-14,20.385
2021-01-15,20.23
2021-01-16,20.23
2021-01-17,20.23
2021-01-18,20.23
2021-01-19,20.303
2021-01-20,20.818
2021-01-21,20.645
2021-01-22,20.359
2021-01-23,20.359
2021-01-24,20.359
2021-01-25,20.187
2021-01-26,19.83
2021-01-27,19.88
2021-01-28,19.632
2021-01-29,19.222
2021-01-30,19.222
2021-01-31,19.222
2021-02-01,19.853
2021-02-02,20.198
2021-02-03,20.049
2021-02-04,20.08
2021-02-05,20.216
2021-02-06,20.216
2021-02-07,20.216
2021-02-08,20.405
2021-02-09,19.938
2021-02-10,19.671
2021-02-11,20.163
2021-02-12,20.09
2021-02-13,20.09
2021-02-14,20.09
2021-02-15,20.09
2021-02-16,19.874
2021-02-17,20.029
2021-02-18,20.249
2021-02-19,19.943
2021-02-20,19.943
2021-02-21,19.943
2021-02-22,19.319
2021-02-23,19.251
2021-02-24,19.133
2021-02-25,18.762
2021-02-26,19.371
2021-02-27,19.371
2021-02-28,19.371
2021-03-01,19.835
2021-03-02,19.818
2021-03-03,19.687
2021-03-04,19.447
2021-03-05,20.03
2021-03-06,20.03
2021-03-07,20.03
2021-03-08,20.136
2021-03-09,19.918
2021-03-10,19.905
2021-03-11,19.934
2021-03-12,19.817
2021-03-13,19.817
2021-03-14,19.817
2021-03-15,20.303
2021-03-16,20.254
2021-03-17,20.161
2021-03-18,19.766
2021-03-19,19.851
2021-03-20,19.851
2021-03-21,19.851
2021-03-22,20.039
2021-03-23,20.422
2021-03-24,20.483
2021-03-25,20.471
2021-03-26,20.755
2021-03-27,20.755
2021-03-28,20.755
2021-03-29,20.649
2021-03-30,21.301
2021-03-31,21.113
2021-04-01,21.689
2021-04-02,21.689
2021-04-03,21.689
2021-04-04,21.689
2021-04-05,21.931
2021-04-06,21.769
2021-04-07,21.166
2021-04-08,21.219
2021-04-09,21.15
2021-04-10,21.15
2021-04-11,21.15
2021-04-12,21.296
2021-04-13,21.305
2021-04-14,21.159
2021-04-15,21.545
2021-04-16,21.844
2021-04-17,21.844
2021-04-18,21.844
2021-04-19,21.712
2021-04-20,21.815
2021-04-21,22.013
2021-04-22,22.153
2021-04-23,23.748
2021-04-24,23.748
2021-04-25,23.748
2021-04-26,23.051
2021-04-27,23.41
2021-04-28,23.016
2021-04-29,23.349
2021-04-30,23.003
2021-05-01,23.003
2021-05-02,23.003
2021-05-03,23.403
2021-05-04,23.645
2021-05-05,23.026
2021-05-06,23.129
2021-05-07,23.06
2021-05-08,23.06
2021-05-09,23.06
2021-05-10,22.928
2021-05-11,22.705
2021-05-12,22.339
2021-05-13,22.477
2021-05-14,22.64
2021-05-15,22.64
2021-05-16,22.64
2021-05-17,22.341
2021-05-18,22.011
2021-05-19,22.058
2021-05-20,22.394
2021-05-21,22.451
2021-05-22,22.451
2021-05-23,22.451
2021-05-24,22.505
2021-05-25,22.559
2021-05-26,22.681
2021-05-27,22.789
2021-05-28,22.933
2021-05-29,22.933
2021-05-30,22.933
2021-05-31,22.933
2021-06-01,22.23
2021-06-02,22.462
2021-06-03,22.29
2021-06-04,22.32
2021-06-05,22.32
2021-06-06,22.32
2021-06-07,22.164
2021-06-08,22.181
2021-06-09,22.07
2021-06-10,22.253
2021-06-11,22.524
2021-06-12,22.524
2021-06-13,22.524
2021-06-14,22.497
2021-06-15,22.495
2021-06-16,22.392
2021-06-17,22.536
2021-06-18,22.314
2021-06-19,22.314
2021-06-20,22.314
2021-06-21,22.611
2021-06-22,22.688
2021-06-23,22.532
2021-06-24,22.677
2021-06-25,22.777
2021-06-26,22.777
2021-06-27,22.777
2021-06-28,23.116
2021-06-29,23.118
2021-06-30,23.035
2021-07-01,23.05
2021-07-02,23.231
2021-07-03,23.231
2021-07-04,23.231
2021-07-05,23.231
2021-07-06,23.405
2021-07-07,23.308
2021-07-08,23.394
2021-07-09,23.556
2021-07-10,23.556
2021-07-11,23.556
2021-07-12,23.305
2021-07-13,23.278
2021-07-14,23.292
2021-07-15,23.509
2021-07-16,23.672
2021-07-17,23.672
2021-07-18,23.672
2021-07-19,23.394
2021-07-20,23.585
2021-07-21,23.624
2021-07-22,23.647
2021-07-23,23.953
2021-07-24,23.953
2021-07-25,23.953
2021-07-26,23.781
2021-07-27,23.874
2021-07-28,23.961
2021-07-29,24.228
2021-07-30,24.789
2021-07-31,24.789
2021-08-01,24.789
2021-08-02,24.923
2021-08-03,24.837
2021-08-04,24.893
2021-08-05,24.907
2021-08-06,25.129
2021-08-07,25.129
2021-08-08,25.129
2021-08-09,25.159
2021-08-10,25.116
2021-08-11,25.279
2021-08-12,25.17
2021-08-13,25.541
2021-08-14,25.541
2021-08-15,25.541
2021-08-16,25.945
2021-08-17,25.988
2021-08-18,25.059
2021-08-19,25.335
2021-08-20,25.6
2021-08-21,25.6
2021-08-22,25.6
2021-08-23,25.436
2021-08-24,25.507
2021-08-25,25.793
2021-08-26,25.656
2021-08-27,25.832
2021-08-28,25.832
2021-08-29,25.832
2021-08-30,26.129
2021-08-31,26.139
2021-09-01,26.525
2021-09-02,26.599
2021-09-03,26.53
2021-09-04,26.53
2021-09-05,26.53
2021-09-06,26.53
2021-09-07,26.289
2021-09-08,26.457
2021-09-09,26.369
2021-09-10,26.399
2021-09-11,26.399
2021-09-12,26.399
2021-09-13,26.301
2021-09-14,26.382
2021-09-15,26.383
2021-09-16,26.274
2021-09-17,26.003
2021-09-18,26.003
2021-09-19,26.003
2021-09-20,25.746
2021-09-21,25.513
2021-09-22,25.741
2021-09-23,25.677
2021-09-24,25.627
2021-09-25,25.627
2021-09-26,25.627
2021-09-27,25.376
2021-09-28,25.829
2021-09-29,26.803
2021-09-30,26.571
2021-10-01,26.527
2021-10-02,26.527
2021-10-03,26.527
2021-10-04,26.694
2021-10-05,26.703
2021-10-06,26.573
2021-10-07,27.034
2021-10-08,26.998
2021-10-09,26.998
2021-10-10,26.998
2021-10-11,27.269
2021-10-12,27.539
2021-10-13,27.464
2021-10-14,27.794
2021-10-15,27.809
2021-10-16,27.809
2021-10-17,27.809
2021-10-18,27.87
2021-10-19,28.309
2021-10-20,28.24
2021-10-21,28.621
2021-10-22,28.887
2021-10-23,28.887
2021-10-24,28.887
2021-10-25,29.008
2021-10-26,29.182
2021-10-27,28.947
2021-10-28,29.411
2021-10-29,29.753
2021-10-30,29.753
2021-10-31,29.753
2021-11-01,29.145
2021-11-02,29.223
2021-11-03,29.508
2021-11-04,29.73
2021-11-05,29.955
2021-11-06,29.955
2021-11-07,29.955
2021-11-08,30.027
2021-11-09,29.88
2021-11-10,30.068
2021-11-11,30.619
2021-11-12,30.61
2021-11-13,30.61
2021-11-14,30.61
2021-11-15,31.092
2021-11-16,30.953
2021-11-17,30.972
2021-11-18,31.004
2021-11-19,30.973
2021-11-20,30.973
2021-11-21,30.973
2021-11-22,30.609
2021-11-23,31.229
2021-11-24,31.501
2021-11-25,31.501
2021-11-26,30.791
2021-11-27,30.791
2021-11-28,30.791
2021-11-29,31.582
2021-11-30,31.524
2021-12-01,31.137
2021-12-02,31.65
2021-12-03,31.377
2021-12-04,31.377
2021-12-05,31.377
2021-12-06,30.932
2021-12-07,31.407
2021-12-08,31.922
2021-12-09,31.127
2021-12-10,31.356
2021-12-11,31.356
2021-12-12,31.356
2021-12-13,31.388
2021-12-14,31.075
2021-12-15,31.576
2021-12-16,31.715
2021-12-17,31.83
2021-12-18,31.83
2021-12-19,31.83
2021-12-20,31.686
2021-12-21,31.669
2021-12-22,31.737
2021-12-23,31.791
2021-12-24,31.791
2021-12-25,31.791
2021-12-26,31.791
2021-12-27,32.129
2021-12-28,32.269
2021-12-29,32.343
2021-12-30,32.071
2021-12-31,32.155
2022-01-01,32.155
2022-01-02,32.155
2022-01-03,31.494
2022-01-04,31.258
2022-01-05,29.858
2022-01-06,29.735
2022-01-07,29.06
2022-01-08,29.06
2022-01-09,29.06
2022-01-10,29.128
2022-01-11,29.234
2022-01-12,29.448
2022-01-13,28.402
2022-01-14,27.945
2022-01-15,27.945
2022-01-16,27.945
2022-01-17,27.945
2022-01-18,28.05
2022-01-19,28.101
2022-01-20,27.846
2022-01-21,27.488
2022-01-22,27.488
2022-01-23,27.488
2022-01-24,27.544
2022-01-25,27.119
2022-01-26,26.62
2022-01-27,26.619
2022-01-28,26.967
2022-01-29,26.967
2022-01-30,26.967
2022-01-31,27.603
2022-02-01,27.567
2022-02-02,28.049
2022-02-03,27.427
2022-02-04,27.498
2022-02-05,27.498
2022-02-06,27.498
2022-02-07,27.318
2022-02-08,27.444
2022-02-09,27.322
2022-02-10,26.705
2022-02-11,26.633
2022-02-12,26.633
2022-02-13,26.633
2022-02-14,26.173
2022-02-15,26.695
2022-02-16,26.977
2022-02-17,26.543
2022-02-18,26.193
2022-02-19,26.193
2022-02-20,26.193
2022-02-21,26.193
2022-02-22,26.267
2022-02-23,25.608
2022-02-24,25.531
2022-02-25,26.49
2022-02-26,26.49
2022-02-27,26.49
2022-02-28,26.449
2022-03-01,26.858
2022-03-02,27.259
2022-03-03,26.845
2022-03-04,26.936
2022-03-05,26.936
2022-03-06,26.936
2022-03-07,26.89
2022-03-08,26.521
2022-03-09,27.028
2022-03-10,26.464
2022-03-11,26.516
2022-03-12,26.516
2022-03-13,26.516
2022-03-14,26.547
2022-03-15,27.077
2022-03-16,27.261
2022-03-17,27.774
2022-03-18,28.555
2022-03-19,28.555
2022-03-20,28.555
2022-03-21,28.273
2022-03-22,28.162
2022-03-23,27.586
2022-03-24,26.76
2022-03-25,25.992
2022-03-26,25.992
2022-03-27,25.992
2022-03-28,26.94
2022-03-29,27.331
2022-03-30,27.49
2022-03-31,27.131
2022-04-01,26.827
2022-04-02,26.827
2022-04-03,26.827
2022-04-04,27.08
2022-04-05,27.313
2022-04-06,27.37
2022-04-07,27.257
2022-04-08,27.088
2022-04-09,27.088
2022-04-10,27.088
2022-04-11,26.495
2022-04-12,26.094
2022-04-13,26.202
2022-04-14,25.785
2022-04-15,25.785
2022-04-16,25.785
2022-04-17,25.785
2022-04-18,25.887
2022-04-19,26.639
2022-04-20,27.185
2022-04-21,26.879
2022-04-22,26.194
2022-04-23,26.194
2022-04-24,26.194
2022-04-25,26.305
2022-04-26,25.558
2022-04-27,25.537
2022-04-28,25.712
2022-04-29,24.738
2022-04-30,24.738
2022-05-01,24.738
2022-05-02,24.206
2022-05-03,24.476
2022-05-04,24.484
2022-05-05,23.46
2022-05-06,23.186
2022-05-07,23.186
2022-05-08,23.186
2022-05-09,22.307
2022-05-10,22.508
2022-05-11,22.427
2022-05-12,22.465
2022-05-13,22.796
2022-05-14,22.796
2022-05-15,22.796
2022-05-16,22.835
2022-05-17,23.176
2022-05-18,22.057
2022-05-19,22.325
2022-05-20,22.582
2022-05-21,22.582
2022-05-22,22.582
2022-05-23,23.056
2022-05-24,22.967
2022-05-25,22.958
2022-05-26,23.466
2022-05-27,24.09
2022-05-28,24.09
2022-05-29,24.09
2022-05-30,24.09
2022-05-31,23.703
2022-06-01,23.299
2022-06-02,23.916
2022-06-03,23.594
2022-06-04,23.594
2022-06-05,23.594
2022-06-06,23.5
2022-06-07,23.735
2022-06-08,23.416
2022-06-09,22.989
2022-06-10,22.575
2022-06-11,22.575
2022-06-12,22.575
2022-06-13,21.942
2022-06-14,21.815
2022-06-15,22.135
2022-06-16,21.697
2022-06-17,21.665
2022-06-18,21.665
2022-06-19,21.665
2022-06-20,21.665
2022-06-21,22.251
2022-06-22,22.323
2022-06-23,23.957
2022-06-24,24.067
2022-06-25,24.067
2022-06-26,24.067
2022-06-27,23.811
2022-06-28,22.594
2022-06-29,23.02
2022-06-30,23.109
2022-07-01,23.687
2022-07-02,23.687
2022-07-03,23.687
2022-07-04,23.687
2022-07-05,23.948
2022-07-06,24.27
2022-07-07,24.27
2022-07-08,24.257
2022-07-09,24.257
2022-07-10,24.257
2022-07-11,24.393
2022-07-12,23.754
2022-07-13,23.728
2022-07-14,23.945
2022-07-15,24.157
2022-07-16,24.157
2022-07-17,24.157
2022-07-18,23.623
2022-07-19,24.156
2022-07-20,24.239
2022-07-21,24.844
2022-07-22,24.661
2022-07-23,24.661
2022-07-24,24.661
2022-07-25,24.553
2022-07-26,24.493
2022-07-27,24.709
2022-07-28,25.454
2022-07-29,25.97
2022-07-30,25.97
2022-07-31,25.97
2022-08-01,25.554
2022-08-02,25.441
2022-08-03,25.534
2022-08-04,25.775
2022-08-05,25.686
2022-08-06,25.686
2022-08-07,25.686
2022-08-08,25.7
2022-08-09,25.713
2022-08-10,26.389
2022-08-11,26.283
2022-08-12,26.764
2022-08-13,26.764
2022-08-14,26.764
2022-08-15,27.098
2022-08-16,27.167
2022-08-17,27.477
2022-08-18,27.56
2022-08-19,27.083
2022-08-20,27.083
2022-08-21,27.083
2022-08-22,26.922
2022-08-23,26.636
2022-08-24,26.814
2022-08-25,27.448
2022-08-26,26.961
2022-08-27,26.961
2022-08-28,26.961
2022-08-29,26.733
2022-08-30,26.561
2022-08-31,26.301
2022-09-01,26.708
2022-09-02,26.125
2022-09-03,26.125
2022-09-04,26.125
2022-09-05,26.125
2022-09-06,26.486
2022-09-07,26.994
2022-09-08,27.241
2022-09-09,27.517
2022-09-10,27.517
2022-09-11,27.517
2022-09-12,27.736
2022-09-13,27.117
2022-09-14,27.238
2022-09-15,27.105
2022-09-16,27.065
2022-09-17,27.065
2022-09-18,27.065
2022-09-19,27.092
2022-09-20,26.799
2022-09-21,26.12
2022-09-22,24.062
2022-09-23,23.584
2022-09-24,23.584
2022-09-25,23.584
2022-09-26,23.2
2022-09-27,23.362
2022-09-28,23.478
2022-09-29,23.705
2022-09-30,23.923
2022-10-01,23.923
2022-10-02,23.923
2022-10-03,24.402
2022-10-04,25.251
2022-10-05,25.279
2022-10-06,25.007
2022-10-07,24.616
2022-10-08,24.616
2022-10-09,24.616
2022-10-10,24.562
2022-10-11,24.677
2022-10-12,23.9
2022-10-13,24.34
2022-10-14,23.479
2022-10-15,23.479
2022-10-16,23.479
2022-10-17,24.218
2022-10-18,24.354
2022-10-19,24.164
2022-10-20,23.773
2022-10-21,24.22
2022-10-22,24.22
2022-10-23,24.22
2022-10-24,24.531
2022-10-25,25.074
2022-10-26,24.978
2022-10-27,25.324
2022-10-28,25.741
2022-10-29,25.741
2022-10-30,25.741
2022-10-31,25.447
2022-11-01,25.492
2022-11-02,24.835
2022-11-03,24.671
2022-11-04,24.428
2022-11-05,24.428
2022-11-06,24.428
2022-11-07,24.772
2022-11-08,25.284
2022-11-09,25.01
2022-11-10,26.092
2022-11-11,25.193
2022-11-12,25.193
2022-11-13,25.193
2022-11-14,25.393
2022-11-15,25.891
2022-11-16,26.403
2022-11-17,26.117
2022-11-18,26.181
2022-11-19,26.181
2022-11-20,26.181
2022-11-21,26.71
2022-11-22,27.024
2022-11-23,27.137
2022-11-24,27.137
2022-11-25,27.247
2022-11-26,27.247
2022-11-27,27.247
2022-11-28,27.053
2022-11-29,26.913
2022-11-30,27.642
2022-12-01,28.294
2022-12-02,28.233
2022-12-03,28.233
2022-12-04,28.233
2022-12-05,27.506
2022-12-06,27.21
2022-12-07,26.978
2022-12-08,27.039
2022-12-09,26.945
2022-12-10,26.945
2022-12-11,26.945
2022-12-12,26.954
2022-12-13,27.378
2022-12-14,26.916
2022-12-15,25.823
2022-12-16,25.663
2022-12-17,25.663
2022-12-18,25.663
2022-12-19,25.156
2022-12-20,24.002
2022-12-21,24.235
2022-12-22,23.857
2022-12-23,23.829
2022-12-24,23.829
2022-12-25,23.829
2022-12-26,23.829
2022-12-27,23.68
2022-12-28,23.618
2022-12-29,24.336
2022-12-30,24.019
2022-12-31,24.019
2023-01-01,24.019
2023-01-02,24.019
2023-01-03,24.303
2023-01-04,24.367
2023-01-05,23.516
2023-01-06,24.171
2023-01-07,24.171
2023-01-08,24.171
2023-01-09,24.181
2023-01-10,24.459
2023-01-11,24.715
2023-01-12,24.779
2023-01-13,25.227
2023-01-14,25.227
2023-01-15,25.227
2023-01-16,25.227
2023-01-17,25.666
2023-01-18,25.709
2023-01-19,25.232
2023-01-20,25.421
2023-01-21,25.421
2023-01-22,25.421
2023-01-23,25.446
2023-01-24,25.174
2023-01-25,24.826
2023-01-26,25.225
2023-01-27,25.539
2023-01-28,25.539
2023-01-29,25.539
2023-01-30,25.25
2023-01-31,25.389
2023-02-01,25.738
2023-02-02,26.146
2023-02-03,25.799
2023-02-04,25.799
2023-02-05,25.799
2023-02-06,25.758
2023-02-07,26.189
2023-02-08,26.055
2023-02-09,25.781
2023-02-10,25.845
2023-02-11,25.845
2023-02-12,25.845
2023-02-13,26.213
2023-02-14,25.936
2023-02-15,26.215
2023-02-16,25.727
2023-02-17,25.972
2023-02-18,25.972
2023-02-19,25.972
2023-02-20,25.972
2023-02-21,25.41
2023-02-22,25.438
2023-02-23,25.686
2023-02-24,25.379
2023-02-25,25.379
2023-02-26,25.379
2023-02-27,25.344
2023-02-28,25.02
2023-03-01,24.913
2023-03-02,25.025
2023-03-03,25.421
2023-03-04,25.421
2023-03-05,25.421
2023-03-06,25.248
2023-03-07,24.724
2023-03-08,24.627
2023-03-09,24.506
2023-03-10,23.878
2023-03-11,23.878
2023-03-12,23.878
2023-03-13,23.989
2023-03-14,24.718
2023-03-15,24.425
2023-03-16,24.413
2023-03-17,24.449
2023-03-18,24.449
2023-03-19,24.449
2023-03-20,24.795
2023-03-21,25.256
2023-03-22,25.042
2023-03-23,23.705
2023-03-24,24.017
2023-03-25,24.017
2023-03-26,24.017
2023-03-27,23.761
2023-03-28,24.12
2023-03-29,24.49
2023-03-30,24.674
2023-03-31,24.939
2023-04-01,24.939
2023-04-02,24.939
2023-04-03,24.995
2023-04-04,24.618
2023-04-05,24.153
2023-04-06,24.399
2023-04-07,24.399
2023-04-08,24.399
2023-04-09,24.399
2023-04-10,24.334
2023-04-11,24.476
2023-04-12,24.817
2023-04-13,25.151
2023-04-14,24.953
2023-04-15,24.953
2023-04-16,24.953
2023-04-17,25.102
2023-04-18,25.133
2023-04-19,25.107
2023-04-20,25.118
2023-04-21,25.406
2023-04-22,25.406
2023-04-23,25.406
2023-04-24,25.449
2023-04-25,24.839
2023-04-26,24.195
2023-04-27,24.723
2023-04-28,24.816
2023-04-29,24.816
2023-04-30,24.816
2023-05-01,24.782
2023-05-02,23.995
2023-05-03,23.728
2023-05-04,23.809
2023-05-05,24.462
2023-05-06,24.462
2023-05-07,24.462
2023-05-08,24.278
2023-05-09,24.238
2023-05-10,24.382
2023-05-11,24.133
2023-05-12,24.018
2023-05-13,24.018
2023-05-14,24.018
2023-05-15,23.894
2023-05-16,23.442
2023-05-17,23.787
2023-05-18,23.744
2023-05-19,23.903
2023-05-20,23.903
2023-05-21,23.903
2023-05-22,24.027
2023-05-23,23.469
2023-05-24,23.2
2023-05-25,23.229
2023-05-26,23.433
2023-05-27,23.433
2023-05-28,23.433
2023-05-29,23.433
2023-05-30,23.578
2023-05-31,23.277
2023-06-01,23.604
2023-06-02,24.119
2023-06-03,24.119
2023-06-04,24.119
2023-06-05,24.082
2023-06-06,24.046
2023-06-07,24.042
2023-06-08,24.4
2023-06-09,24.045
2023-06-10,24.045
2023-06-11,24.045
2023-06-12,24.208
2023-06-13,24.581
2023-06-14,24.856
2023-06-15,25.535
2023-06-16,25.45
2023-06-17,25.45
2023-06-18,25.45
2023-06-19,25.45
2023-06-20,25.491
2023-06-21,25.6
2023-06-22,24.423
