,FHB US Equity
2020-08-20,6.678
2020-08-21,6.637
2020-08-22,6.637
2020-08-23,6.637
2020-08-24,6.866
2020-08-25,6.843
2020-08-26,6.641
2020-08-27,6.829
2020-08-28,6.841
2020-08-29,6.841
2020-08-30,6.841
2020-08-31,6.755
2020-09-01,6.661
2020-09-02,6.711
2020-09-03,6.737
2020-09-04,6.813
2020-09-05,6.813
2020-09-06,6.813
2020-09-07,6.813
2020-09-08,6.531
2020-09-09,6.478
2020-09-10,6.355
2020-09-11,6.347
2020-09-12,6.347
2020-09-13,6.347
2020-09-14,6.506
2020-09-15,6.335
2020-09-16,6.31
2020-09-17,6.347
2020-09-18,6.347
2020-09-19,6.347
2020-09-20,6.347
2020-09-21,6.159
2020-09-22,6.057
2020-09-23,5.963
2020-09-24,5.954
2020-09-25,5.922
2020-09-26,5.922
2020-09-27,5.922
2020-09-28,6.093
2020-09-29,5.934
2020-09-30,5.914
2020-10-01,5.893
2020-10-02,6.114
2020-10-03,6.114
2020-10-04,6.114
2020-10-05,6.286
2020-10-06,6.355
2020-10-07,6.523
2020-10-08,6.629
2020-10-09,6.584
2020-10-10,6.584
2020-10-11,6.584
2020-10-12,6.666
2020-10-13,6.33
2020-10-14,6.286
2020-10-15,6.371
2020-10-16,6.384
2020-10-17,6.384
2020-10-18,6.384
2020-10-19,6.265
2020-10-20,6.433
2020-10-21,6.596
2020-10-22,6.854
2020-10-23,7.266
2020-10-24,7.266
2020-10-25,7.266
2020-10-26,7.225
2020-10-27,6.837
2020-10-28,6.69
2020-10-29,6.841
2020-10-30,7.054
2020-10-31,7.054
2020-11-01,7.054
2020-11-02,7.393
2020-11-03,7.458
2020-11-04,6.821
2020-11-05,7.266
2020-11-06,7.07
2020-11-07,7.07
2020-11-08,7.07
2020-11-09,8.819
2020-11-10,9.036
2020-11-11,8.595
2020-11-12,8.443
2020-11-13,8.693
2020-11-14,8.693
2020-11-15,8.693
2020-11-16,9.134
2020-11-17,9.199
2020-11-18,9.003
2020-11-19,8.958
2020-11-20,8.89
2020-11-21,8.89
2020-11-22,8.89
2020-11-23,9.07
2020-11-24,9.628
2020-11-25,9.57
2020-11-26,9.57
2020-11-27,9.413
2020-11-28,9.413
2020-11-29,9.413
2020-11-30,9.066
2020-12-01,9.244
2020-12-02,9.467
2020-12-03,9.376
2020-12-04,9.525
2020-12-05,9.525
2020-12-06,9.525
2020-12-07,9.529
2020-12-08,9.517
2020-12-09,9.587
2020-12-10,9.632
2020-12-11,9.521
2020-12-12,9.521
2020-12-13,9.521
2020-12-14,9.525
2020-12-15,9.752
2020-12-16,9.612
2020-12-17,9.496
2020-12-18,9.384
2020-12-19,9.384
2020-12-20,9.384
2020-12-21,9.409
2020-12-22,9.405
2020-12-23,9.711
2020-12-24,9.591
2020-12-25,9.591
2020-12-26,9.591
2020-12-27,9.591
2020-12-28,9.794
2020-12-29,9.525
2020-12-30,9.732
2020-12-31,9.752
2021-01-01,9.752
2021-01-02,9.752
2021-01-03,9.752
2021-01-04,9.802
2021-01-05,9.773
2021-01-06,10.455
2021-01-07,10.592
2021-01-08,10.348
2021-01-09,10.348
2021-01-10,10.348
2021-01-11,10.53
2021-01-12,10.658
2021-01-13,10.534
2021-01-14,10.799
2021-01-15,10.629
2021-01-16,10.629
2021-01-17,10.629
2021-01-18,10.629
2021-01-19,10.811
2021-01-20,10.712
2021-01-21,10.526
2021-01-22,10.393
2021-01-23,10.393
2021-01-24,10.393
2021-01-25,10.943
2021-01-26,10.54
2021-01-27,10.44
2021-01-28,10.58
2021-01-29,10.173
2021-01-30,10.173
2021-01-31,10.173
2021-02-01,10.427
2021-02-02,10.593
2021-02-03,10.519
2021-02-04,10.755
2021-02-05,10.772
2021-02-06,10.772
2021-02-07,10.772
2021-02-08,11.14
2021-02-09,11.437
2021-02-10,11.411
2021-02-11,11.385
2021-02-12,11.538
2021-02-13,11.538
2021-02-14,11.538
2021-02-15,11.538
2021-02-16,11.893
2021-02-17,11.827
2021-02-18,11.783
2021-02-19,12.148
2021-02-20,12.148
2021-02-21,12.148
2021-02-22,12.587
2021-02-23,12.755
2021-02-24,12.954
2021-02-25,12.733
2021-02-26,12.322
2021-02-27,12.322
2021-02-28,12.322
2021-03-01,12.737
2021-03-02,12.587
2021-03-03,12.773
2021-03-04,12.503
2021-03-05,12.95
2021-03-06,12.95
2021-03-07,12.95
2021-03-08,13.246
2021-03-09,12.941
2021-03-10,13.215
2021-03-11,13.082
2021-03-12,13.365
2021-03-13,13.365
2021-03-14,13.365
2021-03-15,13.109
2021-03-16,12.87
2021-03-17,12.888
2021-03-18,12.98
2021-03-19,12.742
2021-03-20,12.742
2021-03-21,12.742
2021-03-22,12.353
2021-03-23,12.0
2021-03-24,11.913
2021-03-25,12.322
2021-03-26,12.455
2021-03-27,12.455
2021-03-28,12.455
2021-03-29,11.986
2021-03-30,12.353
2021-03-31,12.092
2021-04-01,12.229
2021-04-02,12.229
2021-04-03,12.229
2021-04-04,12.229
2021-04-05,12.128
2021-04-06,12.168
2021-04-07,11.959
2021-04-08,11.967
2021-04-09,12.029
2021-04-10,12.029
2021-04-11,12.029
2021-04-12,12.134
2021-04-13,11.841
2021-04-14,11.981
2021-04-15,12.182
2021-04-16,12.252
2021-04-17,12.252
2021-04-18,12.252
2021-04-19,12.077
2021-04-20,11.692
2021-04-21,11.88
2021-04-22,11.841
2021-04-23,11.871
2021-04-24,11.871
2021-04-25,11.871
2021-04-26,11.871
2021-04-27,11.871
2021-04-28,11.871
2021-04-29,11.871
2021-04-30,11.871
2021-05-01,11.871
2021-05-02,11.871
2021-05-03,11.871
2021-05-04,11.871
2021-05-05,11.871
2021-05-06,11.871
2021-05-07,11.871
2021-05-08,11.871
2021-05-09,11.871
2021-05-10,11.871
2021-05-11,11.871
2021-05-12,11.871
2021-05-13,11.871
2021-05-14,11.871
2021-05-15,11.871
2021-05-16,11.871
2021-05-17,11.871
2021-05-18,11.871
2021-05-19,11.871
2021-05-20,11.871
2021-05-21,11.871
2021-05-22,11.871
2021-05-23,11.871
2021-05-24,11.871
2021-05-25,11.871
2021-05-26,11.871
2021-05-27,11.871
2021-05-28,11.871
2021-05-29,11.871
2021-05-30,11.871
2021-05-31,11.871
2021-06-01,11.871
2021-06-02,11.871
2021-06-03,11.871
2021-06-04,11.871
2021-06-05,11.871
2021-06-06,11.871
2021-06-07,11.871
2021-06-08,11.871
2021-06-09,11.871
2021-06-10,11.871
2021-06-11,11.871
2021-06-12,11.871
2021-06-13,11.871
2021-06-14,11.871
2021-06-15,11.871
2021-06-16,11.871
2021-06-17,11.871
2021-06-18,11.871
2021-06-19,11.871
2021-06-20,11.871
2021-06-21,11.871
2021-06-22,11.871
2021-06-23,11.871
2021-06-24,11.871
2021-06-25,11.871
2021-06-26,11.871
2021-06-27,11.871
2021-06-28,11.871
2021-06-29,11.871
2021-06-30,11.871
2021-07-01,11.871
2021-07-02,11.871
2021-07-03,11.871
2021-07-04,11.871
2021-07-05,11.871
2021-07-06,11.871
2021-07-07,11.871
2021-07-08,11.871
2021-07-09,11.871
2021-07-10,11.871
2021-07-11,11.871
2021-07-12,11.871
2021-07-13,11.871
2021-07-14,11.871
2021-07-15,11.871
2021-07-16,11.871
2021-07-17,11.871
2021-07-18,11.871
2021-07-19,11.871
2021-07-20,11.871
2021-07-21,11.871
2021-07-22,11.871
2021-07-23,11.871
2021-07-24,11.871
2021-07-25,11.871
2021-07-26,11.871
2021-07-27,11.871
2021-07-28,11.871
2021-07-29,11.871
2021-07-30,11.871
2021-07-31,11.871
2021-08-01,11.871
2021-08-02,11.871
2021-08-03,11.871
2021-08-04,11.871
2021-08-05,11.871
2021-08-06,11.871
2021-08-07,11.871
2021-08-08,11.871
2021-08-09,11.871
2021-08-10,11.871
2021-08-11,11.871
2021-08-12,11.871
2021-08-13,11.871
2021-08-14,11.871
2021-08-15,11.871
2021-08-16,11.871
2021-08-17,11.871
2021-08-18,11.871
2021-08-19,11.871
2021-08-20,11.871
2021-08-21,11.871
2021-08-22,11.871
2021-08-23,11.871
2021-08-24,11.871
2021-08-25,11.871
2021-08-26,11.871
2021-08-27,11.871
2021-08-28,11.871
2021-08-29,11.871
2021-08-30,11.871
2021-08-31,11.871
2021-09-01,11.871
2021-09-02,11.871
2021-09-03,11.871
2021-09-04,11.871
2021-09-05,11.871
2021-09-06,11.871
2021-09-07,11.871
2021-09-08,11.871
2021-09-09,11.871
2021-09-10,11.871
2021-09-11,11.871
2021-09-12,11.871
2021-09-13,11.871
2021-09-14,11.871
2021-09-15,11.871
2021-09-16,11.871
2021-09-17,11.871
2021-09-18,11.871
2021-09-19,11.871
2021-09-20,11.871
2021-09-21,11.871
2021-09-22,11.871
2021-09-23,11.871
2021-09-24,11.871
2021-09-25,11.871
2021-09-26,11.871
2021-09-27,11.871
2021-09-28,11.871
2021-09-29,11.871
2021-09-30,11.871
2021-10-01,11.871
2021-10-02,11.871
2021-10-03,11.871
2021-10-04,11.871
2021-10-05,11.871
2021-10-06,11.871
2021-10-07,11.871
2021-10-08,11.871
2021-10-09,11.871
2021-10-10,11.871
2021-10-11,11.871
2021-10-12,11.871
2021-10-13,11.871
2021-10-14,11.871
2021-10-15,11.871
2021-10-16,11.871
2021-10-17,11.871
2021-10-18,11.871
2021-10-19,11.871
2021-10-20,11.871
2021-10-21,11.871
2021-10-22,11.871
2021-10-23,11.871
2021-10-24,11.871
2021-10-25,11.871
2021-10-26,11.871
2021-10-27,11.871
2021-10-28,11.871
2021-10-29,11.871
2021-10-30,11.871
2021-10-31,11.871
2021-11-01,11.871
2021-11-02,11.871
2021-11-03,11.871
2021-11-04,11.871
2021-11-05,11.871
2021-11-06,11.871
2021-11-07,11.871
2021-11-08,11.871
2021-11-09,11.871
2021-11-10,11.871
2021-11-11,11.871
2021-11-12,11.871
2021-11-13,11.871
2021-11-14,11.871
2021-11-15,11.871
2021-11-16,11.871
2021-11-17,11.871
2021-11-18,11.871
2021-11-19,11.871
2021-11-20,11.871
2021-11-21,11.871
2021-11-22,11.871
2021-11-23,11.871
2021-11-24,11.871
2021-11-25,11.871
2021-11-26,11.871
2021-11-27,11.871
2021-11-28,11.871
2021-11-29,11.871
2021-11-30,11.871
2021-12-01,11.871
2021-12-02,11.871
2021-12-03,11.871
2021-12-04,11.871
2021-12-05,11.871
2021-12-06,11.871
2021-12-07,11.871
2021-12-08,11.871
2021-12-09,11.871
2021-12-10,11.871
2021-12-11,11.871
2021-12-12,11.871
2021-12-13,11.871
2021-12-14,11.871
2021-12-15,11.871
2021-12-16,11.871
2021-12-17,11.871
2021-12-18,11.871
2021-12-19,11.871
2021-12-20,11.871
2021-12-21,11.871
2021-12-22,11.871
2021-12-23,11.871
2021-12-24,11.871
2021-12-25,11.871
2021-12-26,11.871
2021-12-27,11.871
2021-12-28,11.871
2021-12-29,11.871
2021-12-30,11.871
2021-12-31,11.871
2022-01-01,11.871
2022-01-02,11.871
2022-01-03,11.871
2022-01-04,11.871
2022-01-05,11.871
2022-01-06,11.871
2022-01-07,11.871
2022-01-08,11.871
2022-01-09,11.871
2022-01-10,11.871
2022-01-11,11.871
2022-01-12,11.871
2022-01-13,11.871
2022-01-14,11.871
2022-01-15,11.871
2022-01-16,11.871
2022-01-17,11.871
2022-01-18,11.871
2022-01-19,11.871
2022-01-20,11.871
2022-01-21,11.871
2022-01-22,11.871
2022-01-23,11.871
2022-01-24,11.602
2022-01-25,11.651
2022-01-26,11.602
2022-01-27,11.396
2022-01-28,11.404
2022-01-29,11.404
2022-01-30,11.404
2022-01-31,11.469
2022-02-01,11.691
2022-02-02,11.574
2022-02-03,11.542
2022-02-04,11.639
2022-02-05,11.639
2022-02-06,11.639
2022-02-07,11.635
2022-02-08,11.979
2022-02-09,11.837
2022-02-10,11.809
2022-02-11,11.801
2022-02-12,11.801
2022-02-13,11.801
2022-02-14,11.647
2022-02-15,11.979
2022-02-16,11.979
2022-02-17,11.799
2022-02-18,11.909
2022-02-19,11.909
2022-02-20,11.909
2022-02-21,11.909
2022-02-22,11.897
2022-02-23,11.66
2022-02-24,11.448
2022-02-25,11.885
2022-02-26,11.885
2022-02-27,11.885
2022-02-28,11.864
2022-03-01,11.191
2022-03-02,11.587
2022-03-03,11.591
2022-03-04,11.338
2022-03-05,11.338
2022-03-06,11.338
2022-03-07,11.109
2022-03-08,11.052
2022-03-09,11.358
2022-03-10,11.309
2022-03-11,11.44
2022-03-12,11.44
2022-03-13,11.44
2022-03-14,11.497
2022-03-15,11.513
2022-03-16,11.836
2022-03-17,11.783
2022-03-18,11.746
2022-03-19,11.746
2022-03-20,11.746
2022-03-21,11.754
2022-03-22,11.852
2022-03-23,11.411
2022-03-24,11.595
2022-03-25,11.938
2022-03-26,11.938
2022-03-27,11.938
2022-03-28,11.803
2022-03-29,11.974
2022-03-30,11.595
2022-03-31,11.383
2022-04-01,11.419
2022-04-02,11.419
2022-04-03,11.419
2022-04-04,11.697
2022-04-05,11.51
2022-04-06,11.485
2022-04-07,11.452
2022-04-08,11.452
2022-04-09,11.452
2022-04-10,11.452
2022-04-11,11.49
2022-04-12,11.324
2022-04-13,11.353
2022-04-14,11.191
2022-04-15,11.191
2022-04-16,11.191
2022-04-17,11.191
2022-04-18,11.208
2022-04-19,11.626
2022-04-20,11.606
2022-04-21,11.398
2022-04-22,10.922
2022-04-23,10.922
2022-04-24,10.922
2022-04-25,10.766
2022-04-26,10.438
2022-04-27,10.228
2022-04-28,10.278
2022-04-29,9.925
2022-04-30,9.925
2022-05-01,9.925
2022-05-02,10.051
2022-05-03,10.392
2022-05-04,10.594
2022-05-05,10.425
2022-05-06,10.463
2022-05-07,10.463
2022-05-08,10.463
2022-05-09,10.404
2022-05-10,10.421
2022-05-11,10.35
2022-05-12,10.329
2022-05-13,10.333
2022-05-14,10.333
2022-05-15,10.333
2022-05-16,10.245
2022-05-17,10.589
2022-05-18,10.514
2022-05-19,10.278
2022-05-20,10.393
2022-05-21,10.393
2022-05-22,10.393
2022-05-23,10.533
2022-05-24,10.431
2022-05-25,10.656
2022-05-26,10.78
2022-05-27,10.962
2022-05-28,10.962
2022-05-29,10.962
2022-05-30,10.962
2022-05-31,11.009
2022-06-01,10.884
2022-06-02,11.159
2022-06-03,11.017
2022-06-04,11.017
2022-06-05,11.017
2022-06-06,11.194
2022-06-07,11.198
2022-06-08,10.992
2022-06-09,10.643
2022-06-10,10.317
2022-06-11,10.317
2022-06-12,10.317
2022-06-13,9.986
2022-06-14,9.96
2022-06-15,9.891
2022-06-16,9.444
2022-06-17,9.504
2022-06-18,9.504
2022-06-19,9.504
2022-06-20,9.504
2022-06-21,9.521
2022-06-22,9.569
2022-06-23,9.358
2022-06-24,10.029
2022-06-25,10.029
2022-06-26,10.029
2022-06-27,10.145
2022-06-28,10.115
2022-06-29,9.988
2022-06-30,9.948
2022-07-01,9.758
2022-07-02,9.758
2022-07-03,9.758
2022-07-04,9.758
2022-07-05,9.72
2022-07-06,9.763
2022-07-07,9.882
2022-07-08,9.822
2022-07-09,9.822
2022-07-10,9.822
2022-07-11,9.737
2022-07-12,9.622
2022-07-13,9.383
2022-07-14,9.191
2022-07-15,9.43
2022-07-16,9.43
2022-07-17,9.43
2022-07-18,9.519
2022-07-19,9.852
2022-07-20,9.976
2022-07-21,10.023
2022-07-22,9.985
2022-07-23,9.985
2022-07-24,9.985
2022-07-25,10.121
2022-07-26,10.185
2022-07-27,10.437
2022-07-28,10.458
2022-07-29,10.634
2022-07-30,10.634
2022-07-31,10.634
2022-08-01,9.57
2022-08-02,9.558
2022-08-03,9.551
2022-08-04,9.488
2022-08-05,9.644
2022-08-06,9.644
2022-08-07,9.644
2022-08-08,9.699
2022-08-09,9.725
2022-08-10,9.881
2022-08-11,10.029
2022-08-12,10.244
2022-08-13,10.244
2022-08-14,10.244
2022-08-15,10.285
2022-08-16,10.296
2022-08-17,10.17
2022-08-18,10.173
2022-08-19,10.065
2022-08-20,10.065
2022-08-21,10.065
2022-08-22,9.867
2022-08-23,9.889
2022-08-24,9.863
2022-08-25,10.065
2022-08-26,9.844
2022-08-27,9.844
2022-08-28,9.844
2022-08-29,9.676
2022-08-30,9.721
2022-08-31,9.616
2022-09-01,9.519
2022-09-02,9.467
2022-09-03,9.467
2022-09-04,9.467
2022-09-05,9.467
2022-09-06,9.366
2022-09-07,9.526
2022-09-08,9.766
2022-09-09,9.87
2022-09-10,9.87
2022-09-11,9.87
2022-09-12,9.912
2022-09-13,9.571
2022-09-14,9.721
2022-09-15,9.74
2022-09-16,9.631
2022-09-17,9.631
2022-09-18,9.631
2022-09-19,9.986
2022-09-20,9.923
2022-09-21,9.841
2022-09-22,9.616
2022-09-23,9.452
2022-09-24,9.452
2022-09-25,9.452
2022-09-26,9.414
2022-09-27,9.253
2022-09-28,9.414
2022-09-29,9.257
2022-09-30,9.03
2022-10-01,9.03
2022-10-02,9.03
2022-10-03,10.121
2022-10-04,10.44
2022-10-05,10.281
2022-10-06,10.213
2022-10-07,9.969
2022-10-08,9.969
2022-10-09,9.969
2022-10-10,9.965
2022-10-11,9.946
2022-10-12,9.93
2022-10-13,10.261
2022-10-14,10.257
2022-10-15,10.257
2022-10-16,10.257
2022-10-17,10.54
2022-10-18,10.596
2022-10-19,10.484
2022-10-20,10.289
2022-10-21,10.416
2022-10-22,10.416
2022-10-23,10.416
2022-10-24,10.408
2022-10-25,10.412
2022-10-26,10.313
2022-10-27,10.297
2022-10-28,10.165
2022-10-29,10.165
2022-10-30,10.165
2022-10-31,10.183
2022-11-01,10.139
2022-11-02,10.079
2022-11-03,9.956
2022-11-04,10.199
2022-11-05,10.199
2022-11-06,10.199
2022-11-07,10.258
2022-11-08,10.274
2022-11-09,10.131
2022-11-10,10.72
2022-11-11,10.668
2022-11-12,10.668
2022-11-13,10.668
2022-11-14,10.489
2022-11-15,10.39
2022-11-16,10.39
2022-11-17,10.282
2022-11-18,10.347
2022-11-19,10.347
2022-11-20,10.347
2022-11-21,10.463
2022-11-22,10.704
2022-11-23,10.68
2022-11-24,10.68
2022-11-25,10.741
2022-11-26,10.741
2022-11-27,10.741
2022-11-28,10.507
2022-11-29,10.503
2022-11-30,10.676
2022-12-01,10.56
2022-12-02,10.536
2022-12-03,10.536
2022-12-04,10.536
2022-12-05,9.8
2022-12-06,9.796
2022-12-07,9.844
2022-12-08,9.989
2022-12-09,10.001
2022-12-10,10.001
2022-12-11,10.001
2022-12-12,10.182
2022-12-13,10.191
2022-12-14,10.122
2022-12-15,9.89
2022-12-16,9.798
2022-12-17,9.798
2022-12-18,9.798
2022-12-19,9.966
2022-12-20,10.086
2022-12-21,10.202
2022-12-22,10.158
2022-12-23,10.218
2022-12-24,10.218
2022-12-25,10.218
2022-12-26,10.218
2022-12-27,10.27
2022-12-28,10.206
2022-12-29,10.386
2022-12-30,10.418
2022-12-31,10.418
2023-01-01,10.418
2023-01-02,10.418
2023-01-03,10.426
2023-01-04,10.382
2023-01-05,10.596
2023-01-06,10.862
2023-01-07,10.862
2023-01-08,10.862
2023-01-09,10.78
2023-01-10,10.813
2023-01-11,10.895
2023-01-12,11.162
2023-01-13,11.096
2023-01-14,11.096
2023-01-15,11.096
2023-01-16,11.096
2023-01-17,10.973
2023-01-18,10.518
2023-01-19,10.444
2023-01-20,10.624
2023-01-21,10.624
2023-01-22,10.624
2023-01-23,10.563
2023-01-24,10.407
2023-01-25,10.432
2023-01-26,10.436
2023-01-27,11.002
2023-01-28,11.002
2023-01-29,11.002
2023-01-30,11.152
2023-01-31,11.375
2023-02-01,11.375
2023-02-02,11.521
2023-02-03,11.541
2023-02-04,11.541
2023-02-05,11.541
2023-02-06,11.4
2023-02-07,11.516
2023-02-08,11.375
2023-02-09,11.288
2023-02-10,11.23
2023-02-11,11.23
2023-02-12,11.23
2023-02-13,11.338
2023-02-14,11.235
2023-02-15,11.38
2023-02-16,11.225
2023-02-17,11.321
2023-02-18,11.321
2023-02-19,11.321
2023-02-20,11.321
2023-02-21,11.187
2023-02-22,11.183
2023-02-23,11.216
2023-02-24,11.35
2023-02-25,11.35
2023-02-26,11.35
2023-02-27,11.43
2023-02-28,11.447
2023-03-01,11.463
2023-03-02,11.02
2023-03-03,11.187
2023-03-04,11.187
2023-03-05,11.187
2023-03-06,10.949
2023-03-07,10.731
2023-03-08,10.664
2023-03-09,9.986
2023-03-10,9.639
2023-03-11,9.639
2023-03-12,9.639
2023-03-13,8.45
2023-03-14,8.86
2023-03-15,8.764
2023-03-16,9.069
2023-03-17,8.848
2023-03-18,8.848
2023-03-19,8.848
2023-03-20,8.885
2023-03-21,9.354
2023-03-22,8.781
2023-03-23,8.596
2023-03-24,8.735
2023-03-25,8.735
2023-03-26,8.735
2023-03-27,8.764
2023-03-28,8.885
2023-03-29,8.963
2023-03-30,8.942
2023-03-31,9.029
2023-04-01,9.029
2023-04-02,9.029
2023-04-03,9.155
2023-04-04,9.182
2023-04-05,9.092
2023-04-06,9.351
2023-04-07,9.351
2023-04-08,9.351
2023-04-09,9.351
2023-04-10,9.272
2023-04-11,9.462
2023-04-12,9.406
2023-04-13,9.48
2023-04-14,9.393
2023-04-15,9.393
2023-04-16,9.393
2023-04-17,9.658
2023-04-18,9.232
2023-04-19,9.676
2023-04-20,9.557
2023-04-21,9.414
2023-04-22,9.414
2023-04-23,9.414
2023-04-24,9.447
2023-04-25,9.052
2023-04-26,8.985
2023-04-27,9.238
2023-04-28,9.446
2023-04-29,9.446
2023-04-30,9.446
2023-05-01,9.035
2023-05-02,8.304
2023-05-03,8.378
2023-05-04,8.236
2023-05-05,8.413
2023-05-06,8.413
2023-05-07,8.413
2023-05-08,8.413
2023-05-09,8.221
2023-05-10,8.029
2023-05-11,7.689
2023-05-12,7.689
2023-05-13,7.689
2023-05-14,7.689
2023-05-15,8.019
2023-05-16,7.999
2023-05-17,8.457
2023-05-18,8.496
2023-05-19,8.332
2023-05-20,8.332
2023-05-21,8.332
2023-05-22,8.681
2023-05-23,8.671
2023-05-24,8.556
2023-05-25,8.427
2023-05-26,8.407
2023-05-27,8.407
2023-05-28,8.407
2023-05-29,8.407
2023-05-30,8.417
2023-05-31,8.242
2023-06-01,8.486
2023-06-02,9.026
2023-06-03,9.026
2023-06-04,9.026
2023-06-05,8.821
2023-06-06,9.346
2023-06-07,9.736
2023-06-08,9.601
2023-06-09,9.536
2023-06-10,9.536
2023-06-11,9.536
2023-06-12,9.616
2023-06-13,9.836
2023-06-14,9.571
2023-06-15,9.666
2023-06-16,9.601
2023-06-17,9.601
2023-06-18,9.601
2023-06-19,9.601
2023-06-20,9.421
2023-06-21,9.256
2023-06-22,8.981
