,LMT US Equity
2020-09-10,11.828
2020-09-11,12.15
2020-09-12,12.15
2020-09-13,12.15
2020-09-14,12.285
2020-09-15,12.247
2020-09-16,12.342
2020-09-17,12.353
2020-09-18,12.328
2020-09-19,12.328
2020-09-20,12.328
2020-09-21,11.843
2020-09-22,12.118
2020-09-23,11.957
2020-09-24,11.817
2020-09-25,12.065
2020-09-26,12.065
2020-09-27,12.065
2020-09-28,12.183
2020-09-29,12.128
2020-09-30,11.958
2020-10-01,11.883
2020-10-02,11.874
2020-10-03,11.874
2020-10-04,11.874
2020-10-05,11.979
2020-10-06,11.745
2020-10-07,11.947
2020-10-08,12.124
2020-10-09,12.041
2020-10-10,12.041
2020-10-11,12.041
2020-10-12,12.134
2020-10-13,12.154
2020-10-14,12.209
2020-10-15,12.066
2020-10-16,12.077
2020-10-17,12.077
2020-10-18,12.077
2020-10-19,12.317
2020-10-20,11.378
2020-10-21,11.222
2020-10-22,11.278
2020-10-23,11.616
2020-10-24,11.616
2020-10-25,11.616
2020-10-26,11.436
2020-10-27,11.246
2020-10-28,10.764
2020-10-29,10.812
2020-10-30,10.741
2020-10-31,10.741
2020-11-01,10.741
2020-11-02,10.812
2020-11-03,11.15
2020-11-04,11.417
2020-11-05,11.188
2020-11-06,11.083
2020-11-07,11.083
2020-11-08,11.083
2020-11-09,11.165
2020-11-10,11.39
2020-11-11,11.329
2020-11-12,11.286
2020-11-13,11.509
2020-11-14,11.509
2020-11-15,11.509
2020-11-16,11.57
2020-11-17,11.532
2020-11-18,11.583
2020-11-19,11.549
2020-11-20,11.29
2020-11-21,11.29
2020-11-22,11.29
2020-11-23,11.377
2020-11-24,11.611
2020-11-25,11.607
2020-11-26,11.607
2020-11-27,11.484
2020-11-28,11.484
2020-11-29,11.484
2020-11-30,11.276
2020-12-01,11.275
2020-12-02,11.163
2020-12-03,11.184
2020-12-04,11.326
2020-12-05,11.326
2020-12-06,11.326
2020-12-07,11.187
2020-12-08,11.098
2020-12-09,11.163
2020-12-10,10.979
2020-12-11,11.174
2020-12-12,11.174
2020-12-13,11.174
2020-12-14,11.049
2020-12-15,11.046
2020-12-16,10.954
2020-12-17,10.893
2020-12-18,10.999
2020-12-19,10.999
2020-12-20,10.999
2020-12-21,10.806
2020-12-22,10.778
2020-12-23,10.892
2020-12-24,10.903
2020-12-25,10.903
2020-12-26,10.903
2020-12-27,10.903
2020-12-28,11.151
2020-12-29,11.142
2020-12-30,11.15
2020-12-31,11.176
2021-01-01,11.176
2021-01-02,11.176
2021-01-03,11.176
2021-01-04,10.85
2021-01-05,10.981
2021-01-06,10.957
2021-01-07,10.785
2021-01-08,10.581
2021-01-09,10.581
2021-01-10,10.581
2021-01-11,10.631
2021-01-12,10.762
2021-01-13,10.891
2021-01-14,10.953
2021-01-15,10.947
2021-01-16,10.947
2021-01-17,10.947
2021-01-18,10.947
2021-01-19,10.766
2021-01-20,10.771
2021-01-21,10.702
2021-01-22,10.709
2021-01-23,10.709
2021-01-24,10.709
2021-01-25,10.845
2021-01-26,10.447
2021-01-27,10.314
2021-01-28,10.172
2021-01-29,9.983
2021-01-30,9.983
2021-01-31,9.983
2021-02-01,10.051
2021-02-02,10.32
2021-02-03,10.311
2021-02-04,10.461
2021-02-05,10.455
2021-02-06,10.455
2021-02-07,10.455
2021-02-08,10.48
2021-02-09,10.619
2021-02-10,10.615
2021-02-11,10.52
2021-02-12,10.476
2021-02-13,10.476
2021-02-14,10.476
2021-02-15,10.476
2021-02-16,10.395
2021-02-17,10.456
2021-02-18,10.485
2021-02-19,10.407
2021-02-20,10.407
2021-02-21,10.407
2021-02-22,10.564
2021-02-23,10.743
2021-02-24,10.752
2021-02-25,10.602
2021-02-26,10.326
2021-02-27,10.326
2021-02-28,10.326
2021-03-01,10.426
2021-03-02,10.586
2021-03-03,10.659
2021-03-04,10.576
2021-03-05,10.644
2021-03-06,10.644
2021-03-07,10.644
2021-03-08,10.676
2021-03-09,10.552
2021-03-10,10.657
2021-03-11,10.622
2021-03-12,10.636
2021-03-13,10.636
2021-03-14,10.636
2021-03-15,10.831
2021-03-16,10.853
2021-03-17,10.975
2021-03-18,11.207
2021-03-19,11.102
2021-03-20,11.102
2021-03-21,11.102
2021-03-22,11.183
2021-03-23,11.056
2021-03-24,11.134
2021-03-25,11.294
2021-03-26,11.403
2021-03-27,11.403
2021-03-28,11.403
2021-03-29,11.656
2021-03-30,11.585
2021-03-31,11.553
2021-04-01,11.6
2021-04-02,11.6
2021-04-03,11.6
2021-04-04,11.6
2021-04-05,11.842
2021-04-06,11.849
2021-04-07,11.887
2021-04-08,12.022
2021-04-09,12.028
2021-04-10,12.028
2021-04-11,12.028
2021-04-12,12.079
2021-04-13,12.059
2021-04-14,12.108
2021-04-15,12.169
2021-04-16,12.205
2021-04-17,12.205
2021-04-18,12.205
2021-04-19,12.203
2021-04-20,12.224
2021-04-21,12.484
2021-04-22,12.253
2021-04-23,12.077
2021-04-24,12.077
2021-04-25,12.077
2021-04-26,11.907
2021-04-27,11.947
2021-04-28,11.938
2021-04-29,12.175
2021-04-30,12.182
2021-05-01,12.182
2021-05-02,12.182
2021-05-03,12.334
2021-05-04,12.403
2021-05-05,12.368
2021-05-06,12.399
2021-05-07,12.495
2021-05-08,12.495
2021-05-09,12.495
2021-05-10,12.584
2021-05-11,12.414
2021-05-12,12.184
2021-05-13,12.413
2021-05-14,12.509
2021-05-15,12.509
2021-05-16,12.509
2021-05-17,12.52
2021-05-18,12.395
2021-05-19,12.341
2021-05-20,12.43
2021-05-21,12.395
2021-05-22,12.395
2021-05-23,12.395
2021-05-24,12.411
2021-05-25,12.351
2021-05-26,12.296
2021-05-27,12.4
2021-05-28,12.317
2021-05-29,12.317
2021-05-30,12.317
2021-05-31,12.317
2021-06-01,12.308
2021-06-02,12.41
2021-06-03,12.483
2021-06-04,12.7
2021-06-05,12.7
2021-06-06,12.7
2021-06-07,12.617
2021-06-08,12.521
2021-06-09,12.465
2021-06-10,12.495
2021-06-11,12.495
2021-06-12,12.495
2021-06-13,12.495
2021-06-14,12.54
2021-06-15,12.562
2021-06-16,12.362
2021-06-17,12.339
2021-06-18,12.22
2021-06-19,12.22
2021-06-20,12.22
2021-06-21,12.342
2021-06-22,12.342
2021-06-23,12.176
2021-06-24,12.189
2021-06-25,12.327
2021-06-26,12.327
2021-06-27,12.327
2021-06-28,12.264
2021-06-29,12.049
2021-06-30,12.209
2021-07-01,12.269
2021-07-02,12.31
2021-07-03,12.31
2021-07-04,12.31
2021-07-05,12.31
2021-07-06,12.219
2021-07-07,12.374
2021-07-08,12.259
2021-07-09,12.362
2021-07-10,12.362
2021-07-11,12.362
2021-07-12,12.232
2021-07-13,12.192
2021-07-14,12.159
2021-07-15,12.205
2021-07-16,12.169
2021-07-17,12.169
2021-07-18,12.169
2021-07-19,12.004
2021-07-20,12.261
2021-07-21,12.29
2021-07-22,12.255
2021-07-23,12.282
2021-07-24,12.282
2021-07-25,12.282
2021-07-26,11.975
2021-07-27,12.206
2021-07-28,12.143
2021-07-29,12.137
2021-07-30,12.106
2021-07-31,12.106
2021-08-01,12.106
2021-08-02,11.997
2021-08-03,12.034
2021-08-04,11.78
2021-08-05,11.752
2021-08-06,11.793
2021-08-07,11.793
2021-08-08,11.793
2021-08-09,11.76
2021-08-10,11.788
2021-08-11,11.822
2021-08-12,11.707
2021-08-13,11.649
2021-08-14,11.649
2021-08-15,11.649
2021-08-16,11.723
2021-08-17,11.767
2021-08-18,11.604
2021-08-19,11.521
2021-08-20,11.623
2021-08-21,11.623
2021-08-22,11.623
2021-08-23,11.629
2021-08-24,11.683
2021-08-25,11.674
2021-08-26,11.768
2021-08-27,11.597
2021-08-28,11.597
2021-08-29,11.597
2021-08-30,11.599
2021-08-31,11.611
2021-09-01,11.509
2021-09-02,11.554
2021-09-03,11.488
2021-09-04,11.488
2021-09-05,11.488
2021-09-06,11.488
2021-09-07,11.269
2021-09-08,11.342
2021-09-09,11.26
2021-09-10,11.162
2021-09-11,11.162
2021-09-12,11.162
2021-09-13,11.175
2021-09-14,11.112
2021-09-15,11.135
2021-09-16,11.02
2021-09-17,11.004
2021-09-18,11.004
2021-09-19,11.004
2021-09-20,10.923
2021-09-21,10.845
2021-09-22,11.028
2021-09-23,11.084
2021-09-24,11.255
2021-09-25,11.255
2021-09-26,11.255
2021-09-27,11.379
2021-09-28,11.34
2021-09-29,11.28
2021-09-30,11.113
2021-10-01,11.199
2021-10-02,11.199
2021-10-03,11.199
2021-10-04,11.141
2021-10-05,11.198
2021-10-06,11.27
2021-10-07,11.331
2021-10-08,11.394
2021-10-09,11.394
2021-10-10,11.394
2021-10-11,11.501
2021-10-12,11.175
2021-10-13,11.288
2021-10-14,11.298
2021-10-15,11.409
2021-10-16,11.409
2021-10-17,11.409
2021-10-18,11.36
2021-10-19,11.628
2021-10-20,11.63
2021-10-21,11.693
2021-10-22,11.739
2021-10-23,11.739
2021-10-24,11.739
2021-10-25,11.793
2021-10-26,10.761
2021-10-27,10.841
2021-10-28,10.938
2021-10-29,10.969
2021-10-30,10.969
2021-10-31,10.969
2021-11-01,10.923
2021-11-02,10.77
2021-11-03,10.937
2021-11-04,11.074
2021-11-05,11.219
2021-11-06,11.219
2021-11-07,11.219
2021-11-08,11.281
2021-11-09,11.162
2021-11-10,11.144
2021-11-11,11.087
2021-11-12,11.191
2021-11-13,11.191
2021-11-14,11.191
2021-11-15,11.253
2021-11-16,11.234
2021-11-17,11.288
2021-11-18,11.291
2021-11-19,11.27
2021-11-20,11.27
2021-11-21,11.27
2021-11-22,11.387
2021-11-23,11.393
2021-11-24,11.34
2021-11-25,11.34
2021-11-26,11.312
2021-11-27,11.312
2021-11-28,11.312
2021-11-29,11.336
2021-11-30,11.165
2021-12-01,11.0
2021-12-02,11.071
2021-12-03,11.145
2021-12-04,11.145
2021-12-05,11.145
2021-12-06,11.351
2021-12-07,11.324
2021-12-08,11.388
2021-12-09,11.472
2021-12-10,11.515
2021-12-11,11.515
2021-12-12,11.515
2021-12-13,11.537
2021-12-14,11.54
2021-12-15,11.5
2021-12-16,11.514
2021-12-17,11.49
2021-12-18,11.49
2021-12-19,11.49
2021-12-20,11.266
2021-12-21,11.378
2021-12-22,11.457
2021-12-23,11.586
2021-12-24,11.586
2021-12-25,11.586
2021-12-26,11.586
2021-12-27,11.695
2021-12-28,11.811
2021-12-29,11.828
2021-12-30,11.805
2021-12-31,11.866
2022-01-01,11.866
2022-01-02,11.866
2022-01-03,11.831
2022-01-04,12.055
2022-01-05,11.926
2022-01-06,11.922
2022-01-07,11.993
2022-01-08,11.993
2022-01-09,11.993
2022-01-10,12.097
2022-01-11,12.126
2022-01-12,12.032
2022-01-13,12.161
2022-01-14,12.409
2022-01-15,12.409
2022-01-16,12.409
2022-01-17,12.409
2022-01-18,12.539
2022-01-19,12.921
2022-01-20,12.846
2022-01-21,12.711
2022-01-22,12.711
2022-01-23,12.711
2022-01-24,12.784
2022-01-25,13.056
2022-01-26,13.116
2022-01-27,13.062
2022-01-28,13.199
2022-01-29,13.199
2022-01-30,13.199
2022-01-31,13.062
2022-02-01,12.991
2022-02-02,13.002
2022-02-03,13.081
2022-02-04,13.069
2022-02-05,13.069
2022-02-06,13.069
2022-02-07,12.909
2022-02-08,13.081
2022-02-09,13.031
2022-02-10,12.73
2022-02-11,13.078
2022-02-12,13.078
2022-02-13,13.078
2022-02-14,12.774
2022-02-15,12.617
2022-02-16,12.771
2022-02-17,12.833
2022-02-18,12.757
2022-02-19,12.757
2022-02-20,12.757
2022-02-21,12.757
2022-02-22,12.748
2022-02-23,12.837
2022-02-24,13.062
2022-02-25,13.517
2022-02-26,13.517
2022-02-27,13.517
2022-02-28,14.379
2022-03-01,15.135
2022-03-02,14.916
2022-03-03,14.844
2022-03-04,15.186
2022-03-05,15.186
2022-03-06,15.186
2022-03-07,15.43
2022-03-08,14.862
2022-03-09,14.853
2022-03-10,14.709
2022-03-11,14.484
2022-03-12,14.484
2022-03-13,14.484
2022-03-14,14.663
2022-03-15,14.802
2022-03-16,13.9
2022-03-17,14.14
2022-03-18,14.06
2022-03-19,14.06
2022-03-20,14.06
2022-03-21,14.499
2022-03-22,14.519
2022-03-23,14.672
2022-03-24,14.82
2022-03-25,14.95
2022-03-26,14.95
2022-03-27,14.95
2022-03-28,14.664
2022-03-29,14.406
2022-03-30,14.696
2022-03-31,14.546
2022-04-01,14.675
2022-04-02,14.675
2022-04-03,14.675
2022-04-04,14.851
2022-04-05,14.959
2022-04-06,15.204
2022-04-07,15.57
2022-04-08,15.445
2022-04-09,15.445
2022-04-10,15.445
2022-04-11,15.284
2022-04-12,15.393
2022-04-13,15.447
2022-04-14,15.651
2022-04-15,15.651
2022-04-16,15.651
2022-04-17,15.651
2022-04-18,15.643
2022-04-19,15.14
2022-04-20,14.84
2022-04-21,14.372
2022-04-22,14.576
2022-04-23,14.576
2022-04-24,14.576
2022-04-25,14.481
2022-04-26,14.586
2022-04-27,14.55
2022-04-28,14.443
2022-04-29,14.129
2022-04-30,14.129
2022-05-01,14.129
2022-05-02,14.086
2022-05-03,14.216
2022-05-04,14.575
2022-05-05,14.49
2022-05-06,14.695
2022-05-07,14.695
2022-05-08,14.695
2022-05-09,14.349
2022-05-10,14.359
2022-05-11,14.4
2022-05-12,14.21
2022-05-13,14.22
2022-05-14,14.22
2022-05-15,14.22
2022-05-16,14.297
2022-05-17,14.41
2022-05-18,14.192
2022-05-19,13.908
2022-05-20,13.86
2022-05-21,13.86
2022-05-22,13.86
2022-05-23,14.15
2022-05-24,14.468
2022-05-25,14.624
2022-05-26,14.639
2022-05-27,14.723
2022-05-28,14.723
2022-05-29,14.723
2022-05-30,14.723
2022-05-31,14.471
2022-06-01,14.448
2022-06-02,14.508
2022-06-03,14.56
2022-06-04,14.56
2022-06-05,14.56
2022-06-06,14.584
2022-06-07,15.008
2022-06-08,14.584
2022-06-09,14.232
2022-06-10,14.149
2022-06-11,14.149
2022-06-12,14.149
2022-06-13,13.943
2022-06-14,13.688
2022-06-15,13.62
2022-06-16,13.313
2022-06-17,13.288
2022-06-18,13.288
2022-06-19,13.288
2022-06-20,13.288
2022-06-21,13.779
2022-06-22,13.664
2022-06-23,13.505
2022-06-24,13.782
2022-06-25,13.782
2022-06-26,13.782
2022-06-27,13.789
2022-06-28,13.837
2022-06-29,13.966
2022-06-30,14.338
2022-07-01,14.457
2022-07-02,14.457
2022-07-03,14.457
2022-07-04,14.457
2022-07-05,13.848
2022-07-06,14.203
2022-07-07,14.083
2022-07-08,14.021
2022-07-09,14.021
2022-07-10,14.021
2022-07-11,13.987
2022-07-12,13.803
2022-07-13,13.607
2022-07-14,13.568
2022-07-15,13.502
2022-07-16,13.502
2022-07-17,13.502
2022-07-18,13.126
2022-07-19,13.055
2022-07-20,13.53
2022-07-21,13.529
2022-07-22,13.535
2022-07-23,13.535
2022-07-24,13.535
2022-07-25,13.673
2022-07-26,13.571
2022-07-27,13.63
2022-07-28,13.888
2022-07-29,14.128
2022-07-30,14.128
2022-07-31,14.128
2022-08-01,14.314
2022-08-02,14.639
2022-08-03,14.657
2022-08-04,14.617
2022-08-05,14.558
2022-08-06,14.558
2022-08-07,14.558
2022-08-08,14.471
2022-08-09,14.631
2022-08-10,14.68
2022-08-11,14.641
2022-08-12,14.825
2022-08-13,14.825
2022-08-14,14.825
2022-08-15,14.954
2022-08-16,15.027
2022-08-17,15.076
2022-08-18,15.0
2022-08-19,15.023
2022-08-20,15.023
2022-08-21,15.023
2022-08-22,14.76
2022-08-23,14.787
2022-08-24,14.807
2022-08-25,14.975
2022-08-26,14.719
2022-08-27,14.719
2022-08-28,14.719
2022-08-29,14.579
2022-08-30,14.424
2022-08-31,14.349
2022-09-01,14.433
2022-09-02,14.295
2022-09-03,14.295
2022-09-04,14.295
2022-09-05,14.295
2022-09-06,14.268
2022-09-07,14.349
2022-09-08,14.332
2022-09-09,14.397
2022-09-10,14.397
2022-09-11,14.397
2022-09-12,14.298
2022-09-13,13.98
2022-09-14,14.229
2022-09-15,14.125
2022-09-16,14.149
2022-09-17,14.149
2022-09-18,14.149
2022-09-19,14.225
2022-09-20,14.364
2022-09-21,14.351
2022-09-22,14.3
2022-09-23,13.995
2022-09-24,13.995
2022-09-25,13.995
2022-09-26,13.812
2022-09-27,13.544
2022-09-28,13.552
2022-09-29,13.206
2022-09-30,13.088
2022-10-01,13.088
2022-10-02,13.088
2022-10-03,13.544
2022-10-04,13.759
2022-10-05,13.469
2022-10-06,13.378
2022-10-07,13.524
2022-10-08,13.524
2022-10-09,13.524
2022-10-10,13.765
2022-10-11,13.805
2022-10-12,13.371
2022-10-13,13.658
2022-10-14,13.122
2022-10-15,13.122
2022-10-16,13.122
2022-10-17,13.239
2022-10-18,14.398
2022-10-19,14.659
2022-10-20,14.829
2022-10-21,15.171
2022-10-22,15.171
2022-10-23,15.171
2022-10-24,15.37
2022-10-25,15.46
2022-10-26,15.541
2022-10-27,15.856
2022-10-28,16.291
2022-10-29,16.291
2022-10-30,16.291
2022-10-31,16.386
2022-11-01,16.351
2022-11-02,16.231
2022-11-03,16.327
2022-11-04,16.221
2022-11-05,16.221
2022-11-06,16.221
2022-11-07,16.455
2022-11-08,16.64
2022-11-09,16.339
2022-11-10,16.527
2022-11-11,15.621
2022-11-12,15.621
2022-11-13,15.621
2022-11-14,15.56
2022-11-15,15.745
2022-11-16,15.711
2022-11-17,15.931
2022-11-18,16.068
2022-11-19,16.068
2022-11-20,16.068
2022-11-21,16.207
2022-11-22,16.158
2022-11-23,16.211
2022-11-24,16.211
2022-11-25,16.292
2022-11-26,16.292
2022-11-27,16.292
2022-11-28,16.283
2022-11-29,16.313
2022-11-30,16.452
2022-12-01,16.401
2022-12-02,16.826
2022-12-03,16.826
2022-12-04,16.826
2022-12-05,16.801
2022-12-06,16.573
2022-12-07,16.435
2022-12-08,16.578
2022-12-09,16.517
2022-12-10,16.517
2022-12-11,16.517
2022-12-12,16.61
2022-12-13,16.402
2022-12-14,16.572
2022-12-15,16.353
2022-12-16,16.455
2022-12-17,16.455
2022-12-18,16.455
2022-12-19,16.455
2022-12-20,16.604
2022-12-21,16.763
2022-12-22,16.476
2022-12-23,16.613
2022-12-24,16.613
2022-12-25,16.613
2022-12-26,16.613
2022-12-27,16.689
2022-12-28,16.611
2022-12-29,16.743
2022-12-30,16.723
2022-12-31,16.723
2023-01-01,16.723
2023-01-02,16.723
2023-01-03,16.415
2023-01-04,16.371
2023-01-05,16.4
2023-01-06,16.268
2023-01-07,16.268
2023-01-08,16.268
2023-01-09,15.778
2023-01-10,15.892
2023-01-11,15.916
2023-01-12,15.873
2023-01-13,15.463
2023-01-14,15.463
2023-01-15,15.463
2023-01-16,15.463
2023-01-17,15.34
2023-01-18,15.138
2023-01-19,15.071
2023-01-20,15.219
2023-01-21,15.219
2023-01-22,15.219
2023-01-23,15.158
2023-01-24,15.507
2023-01-25,15.895
2023-01-26,16.093
2023-01-27,16.086
2023-01-28,16.086
2023-01-29,16.086
2023-01-30,16.114
2023-01-31,16.111
2023-02-01,16.069
2023-02-02,15.893
2023-02-03,15.959
2023-02-04,15.959
2023-02-05,15.959
2023-02-06,16.298
2023-02-07,16.272
2023-02-08,16.318
2023-02-09,16.333
2023-02-10,16.706
2023-02-11,16.706
2023-02-12,16.706
2023-02-13,16.746
2023-02-14,16.732
2023-02-15,16.695
2023-02-16,16.373
2023-02-17,16.525
2023-02-18,16.525
2023-02-19,16.525
2023-02-20,16.525
2023-02-21,16.649
2023-02-22,16.661
2023-02-23,16.645
2023-02-24,16.691
2023-02-25,16.691
2023-02-26,16.691
2023-02-27,16.659
2023-02-28,16.581
2023-03-01,16.584
2023-03-02,16.723
2023-03-03,16.708
2023-03-04,16.708
2023-03-05,16.708
2023-03-06,16.824
2023-03-07,16.771
2023-03-08,16.801
2023-03-09,16.673
2023-03-10,16.661
2023-03-11,16.661
2023-03-12,16.661
2023-03-13,16.725
2023-03-14,16.779
2023-03-15,16.584
2023-03-16,16.582
2023-03-17,16.323
2023-03-18,16.323
2023-03-19,16.323
2023-03-20,16.668
2023-03-21,16.635
2023-03-22,16.43
2023-03-23,16.394
2023-03-24,16.627
2023-03-25,16.627
2023-03-26,16.627
2023-03-27,16.587
2023-03-28,16.519
2023-03-29,16.615
2023-03-30,16.579
2023-03-31,16.564
2023-04-01,16.564
2023-04-02,16.564
2023-04-03,17.03
2023-04-04,17.097
2023-04-05,17.147
2023-04-06,17.155
2023-04-07,17.155
2023-04-08,17.155
2023-04-09,17.155
2023-04-10,17.569
2023-04-11,17.27
2023-04-12,17.3
2023-04-13,17.443
2023-04-14,17.295
2023-04-15,17.295
2023-04-16,17.295
2023-04-17,17.354
2023-04-18,17.373
2023-04-19,17.181
2023-04-20,17.023
2023-04-21,16.747
2023-04-22,16.747
2023-04-23,16.747
2023-04-24,16.701
2023-04-25,16.515
2023-04-26,16.031
2023-04-27,16.148
2023-04-28,16.129
2023-04-29,16.129
2023-04-30,16.129
2023-05-01,16.302
2023-05-02,15.93
2023-05-03,15.727
2023-05-04,15.687
2023-05-05,15.813
2023-05-06,15.813
2023-05-07,15.813
2023-05-08,15.654
2023-05-09,15.691
2023-05-10,15.73
2023-05-11,15.644
2023-05-12,15.648
2023-05-13,15.648
2023-05-14,15.648
2023-05-15,15.785
2023-05-16,15.63
2023-05-17,15.964
2023-05-18,15.91
2023-05-19,15.866
2023-05-20,15.866
2023-05-21,15.866
2023-05-22,15.869
2023-05-23,15.796
2023-05-24,15.799
2023-05-25,15.454
2023-05-26,15.65
2023-05-27,15.65
2023-05-28,15.65
2023-05-29,15.65
2023-05-30,15.633
2023-05-31,15.599
2023-06-01,15.798
2023-06-02,15.968
2023-06-03,15.968
2023-06-04,15.968
2023-06-05,15.975
2023-06-06,16.113
2023-06-07,16.223
2023-06-08,16.308
2023-06-09,16.256
2023-06-10,16.256
2023-06-11,16.256
2023-06-12,16.157
2023-06-13,15.9
2023-06-14,15.906
2023-06-15,16.026
2023-06-16,16.139
2023-06-17,16.139
2023-06-18,16.139
2023-06-19,16.139
2023-06-20,16.111
2023-06-21,16.38
2023-06-22,16.289
2023-06-23,16.146
2023-06-24,16.146
2023-06-25,16.146
2023-06-26,15.915
2023-06-27,15.927
2023-06-28,15.805
2023-06-29,16.078
2023-06-30,16.181
