,WMT US Equity
2020-07-18,18.023
2020-07-19,18.023
2020-07-20,17.986
2020-07-21,18.104
2020-07-22,18.149
2020-07-23,18.009
2020-07-24,17.955
2020-07-25,17.955
2020-07-26,17.955
2020-07-27,17.951
2020-07-28,18.026
2020-07-29,17.879
2020-07-30,17.801
2020-07-31,17.703
2020-08-01,17.703
2020-08-02,17.703
2020-08-03,17.689
2020-08-04,18.009
2020-08-05,17.759
2020-08-06,17.696
2020-08-07,17.781
2020-08-08,17.781
2020-08-09,17.781
2020-08-10,18.042
2020-08-11,17.812
2020-08-12,18.044
2020-08-13,18.011
2020-08-14,18.113
2020-08-15,18.113
2020-08-16,18.113
2020-08-17,18.523
2020-08-18,18.243
2020-08-19,17.932
2020-08-20,17.683
2020-08-21,17.826
2020-08-22,17.826
2020-08-23,17.826
2020-08-24,17.786
2020-08-25,17.691
2020-08-26,17.7
2020-08-27,18.503
2020-08-28,19.0
2020-08-29,19.0
2020-08-30,19.0
2020-08-31,18.804
2020-09-01,19.988
2020-09-02,20.0
2020-09-03,19.575
2020-09-04,19.343
2020-09-05,19.343
2020-09-06,19.343
2020-09-07,19.343
2020-09-08,18.75
2020-09-09,18.945
2020-09-10,18.528
2020-09-11,18.513
2020-09-12,18.513
2020-09-13,18.513
2020-09-14,18.597
2020-09-15,18.602
2020-09-16,18.453
2020-09-17,18.512
2020-09-18,18.322
2020-09-19,18.322
2020-09-20,18.322
2020-09-21,18.563
2020-09-22,18.731
2020-09-23,18.417
2020-09-24,18.513
2020-09-25,18.59
2020-09-26,18.59
2020-09-27,18.59
2020-09-28,18.587
2020-09-29,18.573
2020-09-30,18.948
2020-10-01,19.377
2020-10-02,19.028
2020-10-03,19.028
2020-10-04,19.028
2020-10-05,19.204
2020-10-06,19.045
2020-10-07,19.08
2020-10-08,19.144
2020-10-09,19.336
2020-10-10,19.336
2020-10-11,19.336
2020-10-12,19.535
2020-10-13,19.804
2020-10-14,19.493
2020-10-15,19.573
2020-10-16,19.598
2020-10-17,19.598
2020-10-18,19.598
2020-10-19,19.359
2020-10-20,19.488
2020-10-21,19.556
2020-10-22,19.441
2020-10-23,19.481
2020-10-24,19.481
2020-10-25,19.481
2020-10-26,19.252
2020-10-27,19.349
2020-10-28,18.965
2020-10-29,18.949
2020-10-30,18.791
2020-10-31,18.791
2020-11-01,18.791
2020-11-02,19.014
2020-11-03,19.336
2020-11-04,19.225
2020-11-05,19.43
2020-11-06,19.741
2020-11-07,19.741
2020-11-08,19.741
2020-11-09,19.439
2020-11-10,19.713
2020-11-11,20.041
2020-11-12,20.074
2020-11-13,20.387
2020-11-14,20.387
2020-11-15,20.387
2020-11-16,20.645
2020-11-17,19.788
2020-11-18,19.751
2020-11-19,20.152
2020-11-20,19.903
2020-11-21,19.903
2020-11-22,19.903
2020-11-23,19.994
2020-11-24,20.051
2020-11-25,20.114
2020-11-26,20.114
2020-11-27,20.083
2020-11-28,20.083
2020-11-29,20.083
2020-11-30,20.241
2020-12-01,20.221
2020-12-02,19.94
2020-12-03,19.778
2020-12-04,19.727
2020-12-05,19.727
2020-12-06,19.727
2020-12-07,19.474
2020-12-08,19.65
2020-12-09,19.495
2020-12-10,19.404
2020-12-11,19.399
2020-12-12,19.399
2020-12-13,19.399
2020-12-14,19.22
2020-12-15,19.211
2020-12-16,19.191
2020-12-17,19.28
2020-12-18,19.26
2020-12-19,19.26
2020-12-20,19.26
2020-12-21,19.263
2020-12-22,19.029
2020-12-23,18.9
2020-12-24,18.937
2020-12-25,18.937
2020-12-26,18.937
2020-12-27,18.937
2020-12-28,19.164
2020-12-29,19.042
2020-12-30,19.026
2020-12-31,19.022
2021-01-01,19.022
2021-01-02,19.022
2021-01-03,19.022
2021-01-04,19.337
2021-01-05,19.234
2021-01-06,19.354
2021-01-07,19.352
2021-01-08,19.35
2021-01-09,19.35
2021-01-10,19.35
2021-01-11,19.437
2021-01-12,19.659
2021-01-13,19.458
2021-01-14,19.395
2021-01-15,19.087
2021-01-16,19.087
2021-01-17,19.087
2021-01-18,19.087
2021-01-19,18.922
2021-01-20,19.202
2021-01-21,19.115
2021-01-22,19.096
2021-01-23,19.096
2021-01-24,19.096
2021-01-25,19.079
2021-01-26,19.25
2021-01-27,18.771
2021-01-28,18.759
2021-01-29,18.333
2021-01-30,18.333
2021-01-31,18.333
2021-02-01,18.174
2021-02-02,18.37
2021-02-03,18.426
2021-02-04,18.6
2021-02-05,18.839
2021-02-06,18.839
2021-02-07,18.839
2021-02-08,18.926
2021-02-09,19.03
2021-02-10,18.809
2021-02-11,18.794
2021-02-12,18.853
2021-02-13,18.853
2021-02-14,18.853
2021-02-15,18.853
2021-02-16,19.008
2021-02-17,19.209
2021-02-18,18.28
2021-02-19,18.37
2021-02-20,18.37
2021-02-21,18.37
2021-02-22,18.14
2021-02-23,17.847
2021-02-24,17.55
2021-02-25,17.384
2021-02-26,17.116
2021-02-27,17.116
2021-02-28,17.116
2021-03-01,17.307
2021-03-02,17.141
2021-03-03,16.809
2021-03-04,16.801
2021-03-05,17.011
2021-03-06,17.011
2021-03-07,17.011
2021-03-08,16.847
2021-03-09,16.98
2021-03-10,17.414
2021-03-11,17.407
2021-03-12,17.669
2021-03-13,17.669
2021-03-14,17.669
2021-03-15,17.579
2021-03-16,17.357
2021-03-17,17.213
2021-03-18,16.988
2021-03-19,17.214
2021-03-20,17.214
2021-03-21,17.214
2021-03-22,17.296
2021-03-23,17.501
2021-03-24,17.393
2021-03-25,17.714
2021-03-26,17.862
2021-03-27,17.862
2021-03-28,17.862
2021-03-29,18.066
2021-03-30,17.943
2021-03-31,18.075
2021-04-01,18.047
2021-04-02,18.047
2021-04-03,18.047
2021-04-04,18.047
2021-04-05,18.554
2021-04-06,18.643
2021-04-07,18.603
2021-04-08,18.591
2021-04-09,18.6
2021-04-10,18.6
2021-04-11,18.6
2021-04-12,18.603
2021-04-13,18.546
2021-04-14,18.539
2021-04-15,18.651
2021-04-16,18.711
2021-04-17,18.711
2021-04-18,18.711
2021-04-19,18.591
2021-04-20,18.735
2021-04-21,18.789
2021-04-22,18.586
2021-04-23,18.616
2021-04-24,18.616
2021-04-25,18.616
2021-04-26,18.351
2021-04-27,18.414
2021-04-28,18.349
2021-04-29,18.58
2021-04-30,18.618
2021-05-01,18.618
2021-05-02,18.618
2021-05-03,18.912
2021-05-04,18.725
2021-05-05,18.709
2021-05-06,18.843
2021-05-07,18.729
2021-05-08,18.729
2021-05-09,18.729
2021-05-10,18.812
2021-05-11,18.643
2021-05-12,18.16
2021-05-13,18.468
2021-05-14,18.639
2021-05-15,18.639
2021-05-16,18.639
2021-05-17,18.838
2021-05-18,18.746
2021-05-19,18.541
2021-05-20,18.606
2021-05-21,18.519
2021-05-22,18.519
2021-05-23,18.519
2021-05-24,18.52
2021-05-25,18.596
2021-05-26,18.573
2021-05-27,18.511
2021-05-28,18.555
2021-05-29,18.555
2021-05-30,18.555
2021-05-31,18.555
2021-06-01,18.507
2021-06-02,18.466
2021-06-03,18.499
2021-06-04,18.532
2021-06-05,18.532
2021-06-06,18.532
2021-06-07,18.408
2021-06-08,18.268
2021-06-09,18.17
2021-06-10,18.274
2021-06-11,18.268
2021-06-12,18.268
2021-06-13,18.268
2021-06-14,18.244
2021-06-15,18.171
2021-06-16,17.801
2021-06-17,17.875
2021-06-18,17.544
2021-06-19,17.544
2021-06-20,17.544
2021-06-21,17.704
2021-06-22,17.786
2021-06-23,17.647
2021-06-24,17.77
2021-06-25,17.98
2021-06-26,17.98
2021-06-27,17.98
2021-06-28,17.925
2021-06-29,17.821
2021-06-30,18.304
2021-07-01,18.083
2021-07-02,18.185
2021-07-03,18.185
2021-07-04,18.185
2021-07-05,18.185
2021-07-06,18.163
2021-07-07,18.133
2021-07-08,18.118
2021-07-09,18.21
2021-07-10,18.21
2021-07-11,18.21
2021-07-12,18.178
2021-07-13,18.246
2021-07-14,18.372
2021-07-15,18.387
2021-07-16,18.662
2021-07-17,18.662
2021-07-18,18.662
2021-07-19,18.618
2021-07-20,18.702
2021-07-21,18.61
2021-07-22,18.623
2021-07-23,18.776
2021-07-24,18.776
2021-07-25,18.776
2021-07-26,18.803
2021-07-27,18.804
2021-07-28,18.727
2021-07-29,18.751
2021-07-30,18.792
2021-07-31,18.792
2021-08-01,18.792
2021-08-02,18.749
2021-08-03,18.959
2021-08-04,18.83
2021-08-05,19.101
2021-08-06,19.067
2021-08-07,19.067
2021-08-08,19.067
2021-08-09,19.113
2021-08-10,19.52
2021-08-11,19.694
2021-08-12,19.642
2021-08-13,19.703
2021-08-14,19.703
2021-08-15,19.703
2021-08-16,19.864
2021-08-17,19.007
2021-08-18,18.805
2021-08-19,18.932
2021-08-20,19.101
2021-08-21,19.101
2021-08-22,19.101
2021-08-23,18.975
2021-08-24,18.78
2021-08-25,18.787
2021-08-26,18.584
2021-08-27,18.48
2021-08-28,18.48
2021-08-29,18.48
2021-08-30,18.628
2021-08-31,18.679
2021-09-01,18.639
2021-09-02,18.737
2021-09-03,18.824
2021-09-04,18.824
2021-09-05,18.824
2021-09-06,18.824
2021-09-07,18.574
2021-09-08,18.525
2021-09-09,18.395
2021-09-10,18.328
2021-09-11,18.328
2021-09-12,18.328
2021-09-13,18.224
2021-09-14,18.128
2021-09-15,18.16
2021-09-16,18.22
2021-09-17,18.182
2021-09-18,18.182
2021-09-19,18.182
2021-09-20,17.932
2021-09-21,17.968
2021-09-22,17.926
2021-09-23,17.936
2021-09-24,17.986
2021-09-25,17.986
2021-09-26,17.986
2021-09-27,17.871
2021-09-28,17.651
2021-09-29,17.643
2021-09-30,17.51
2021-10-01,17.218
2021-10-02,17.218
2021-10-03,17.218
2021-10-04,17.052
2021-10-05,17.164
2021-10-06,17.289
2021-10-07,17.493
2021-10-08,17.545
2021-10-09,17.545
2021-10-10,17.545
2021-10-11,17.529
2021-10-12,17.51
2021-10-13,17.383
2021-10-14,17.572
2021-10-15,17.657
2021-10-16,17.657
2021-10-17,17.657
2021-10-18,17.799
2021-10-19,18.177
2021-10-20,18.342
2021-10-21,18.444
2021-10-22,18.636
2021-10-23,18.636
2021-10-24,18.636
2021-10-25,18.852
2021-10-26,18.687
2021-10-27,18.534
2021-10-28,18.65
2021-10-29,18.772
2021-10-30,18.772
2021-10-31,18.772
2021-11-01,18.818
2021-11-02,18.809
2021-11-03,18.867
2021-11-04,19.005
2021-11-05,18.873
2021-11-06,18.873
2021-11-07,18.873
2021-11-08,18.753
2021-11-09,18.818
2021-11-10,18.648
2021-11-11,18.634
2021-11-12,18.541
2021-11-13,18.541
2021-11-14,18.541
2021-11-15,18.435
2021-11-16,17.895
2021-11-17,17.742
2021-11-18,17.894
2021-11-19,17.798
2021-11-20,17.798
2021-11-21,17.798
2021-11-22,18.097
2021-11-23,18.225
2021-11-24,18.317
2021-11-25,18.317
2021-11-26,18.112
2021-11-27,18.112
2021-11-28,18.112
2021-11-29,17.828
2021-11-30,17.578
2021-12-01,17.142
2021-12-02,16.933
2021-12-03,17.188
2021-12-04,17.188
2021-12-05,17.188
2021-12-06,17.374
2021-12-07,17.318
2021-12-08,17.143
2021-12-09,17.381
2021-12-10,17.699
2021-12-11,17.699
2021-12-12,17.699
2021-12-13,18.018
2021-12-14,18.189
2021-12-15,18.294
2021-12-16,17.747
2021-12-17,17.178
2021-12-18,17.178
2021-12-19,17.178
2021-12-20,17.234
2021-12-21,17.286
2021-12-22,17.308
2021-12-23,17.27
2021-12-24,17.27
2021-12-25,17.27
2021-12-26,17.27
2021-12-27,17.427
2021-12-28,17.677
2021-12-29,17.669
2021-12-30,17.726
2021-12-31,17.914
2022-01-01,17.914
2022-01-02,17.914
2022-01-03,17.909
2022-01-04,17.581
2022-01-05,17.819
2022-01-06,17.769
2022-01-07,17.939
2022-01-08,17.939
2022-01-09,17.939
2022-01-10,17.904
2022-01-11,17.853
2022-01-12,17.759
2022-01-13,18.01
2022-01-14,17.96
2022-01-15,17.96
2022-01-16,17.96
2022-01-17,17.96
2022-01-18,17.645
2022-01-19,17.821
2022-01-20,17.484
2022-01-21,17.357
2022-01-22,17.357
2022-01-23,17.357
2022-01-24,17.358
2022-01-25,16.98
2022-01-26,16.807
2022-01-27,16.818
2022-01-28,17.026
2022-01-29,17.026
2022-01-30,17.026
2022-01-31,17.31
2022-02-01,17.446
2022-02-02,17.438
2022-02-03,17.456
2022-02-04,17.25
2022-02-05,17.25
2022-02-06,17.25
2022-02-07,17.081
2022-02-08,17.084
2022-02-09,17.047
2022-02-10,16.848
2022-02-11,16.781
2022-02-12,16.781
2022-02-13,16.781
2022-02-14,16.591
2022-02-15,16.611
2022-02-16,16.507
2022-02-17,17.142
2022-02-18,16.902
2022-02-19,16.902
2022-02-20,16.902
2022-02-21,16.902
2022-02-22,16.606
2022-02-23,16.436
2022-02-24,16.373
2022-02-25,16.598
2022-02-26,16.598
2022-02-27,16.598
2022-02-28,16.449
2022-03-01,16.55
2022-03-02,16.571
2022-03-03,16.952
2022-03-04,17.382
2022-03-05,17.382
2022-03-06,17.382
2022-03-07,17.242
2022-03-08,16.885
2022-03-09,16.973
2022-03-10,17.359
2022-03-11,17.29
2022-03-12,17.29
2022-03-13,17.29
2022-03-14,17.531
2022-03-15,17.742
2022-03-16,17.643
2022-03-17,17.67
2022-03-18,17.722
2022-03-19,17.722
2022-03-20,17.722
2022-03-21,17.575
2022-03-22,17.522
2022-03-23,17.297
2022-03-24,17.404
2022-03-25,17.48
2022-03-26,17.48
2022-03-27,17.48
2022-03-28,17.79
2022-03-29,17.94
2022-03-30,18.262
2022-03-31,18.146
2022-04-01,18.401
2022-04-02,18.401
2022-04-03,18.401
2022-04-04,18.446
2022-04-05,18.499
2022-04-06,18.929
2022-04-07,18.975
2022-04-08,19.08
2022-04-09,19.08
2022-04-10,19.08
2022-04-11,18.843
2022-04-12,18.714
2022-04-13,19.201
2022-04-14,19.184
2022-04-15,19.184
2022-04-16,19.184
2022-04-17,19.184
2022-04-18,19.037
2022-04-19,19.254
2022-04-20,19.495
2022-04-21,19.525
2022-04-22,19.347
2022-04-23,19.347
2022-04-24,19.347
2022-04-25,19.357
2022-04-26,19.155
2022-04-27,19.024
2022-04-28,19.267
2022-04-29,18.87
2022-04-30,18.87
2022-05-01,18.87
2022-05-02,18.745
2022-05-03,18.782
2022-05-04,19.042
2022-05-05,18.879
2022-05-06,18.486
2022-05-07,18.486
2022-05-08,18.486
2022-05-09,18.702
2022-05-10,18.453
2022-05-11,18.26
2022-05-12,18.242
2022-05-13,18.313
2022-05-14,18.313
2022-05-15,18.313
2022-05-16,18.333
2022-05-17,16.385
2022-05-18,15.474
2022-05-19,15.049
2022-05-20,15.154
2022-05-21,15.154
2022-05-22,15.154
2022-05-23,15.328
2022-05-24,15.52
2022-05-25,15.425
2022-05-26,15.753
2022-05-27,16.064
2022-05-28,16.064
2022-05-29,16.064
2022-05-30,16.064
2022-05-31,16.082
2022-06-01,15.685
2022-06-02,15.942
2022-06-03,15.668
2022-06-04,15.668
2022-06-05,15.668
2022-06-06,15.588
2022-06-07,15.401
2022-06-08,15.267
2022-06-09,15.108
2022-06-10,15.192
2022-06-11,15.192
2022-06-12,15.192
2022-06-13,14.907
2022-06-14,14.913
2022-06-15,14.903
2022-06-16,15.069
2022-06-17,14.778
2022-06-18,14.778
2022-06-19,14.778
2022-06-20,14.778
2022-06-21,15.263
2022-06-22,15.078
2022-06-23,15.48
2022-06-24,15.619
2022-06-25,15.619
2022-06-26,15.619
2022-06-27,15.682
2022-06-28,15.46
2022-06-29,15.404
2022-06-30,15.361
2022-07-01,15.493
2022-07-02,15.493
2022-07-03,15.493
2022-07-04,15.493
2022-07-05,15.698
2022-07-06,15.809
2022-07-07,15.833
2022-07-08,15.843
2022-07-09,15.843
2022-07-10,15.843
2022-07-11,15.85
2022-07-12,15.802
2022-07-13,15.839
2022-07-14,16.149
2022-07-15,16.307
2022-07-16,16.307
2022-07-17,16.307
2022-07-18,16.269
2022-07-19,16.369
2022-07-20,16.505
2022-07-21,16.747
2022-07-22,16.756
2022-07-23,16.756
2022-07-24,16.756
2022-07-25,17.264
2022-07-26,16.428
2022-07-27,17.049
2022-07-28,17.474
2022-07-29,17.784
2022-07-30,17.784
2022-07-31,17.784
2022-08-01,17.85
2022-08-02,17.869
2022-08-03,17.575
2022-08-04,16.911
2022-08-05,17.047
2022-08-06,17.047
2022-08-07,17.047
2022-08-08,17.344
2022-08-09,17.516
2022-08-10,17.552
2022-08-11,17.722
2022-08-12,18.049
2022-08-13,18.049
2022-08-14,18.049
2022-08-15,18.101
2022-08-16,18.813
2022-08-17,18.771
2022-08-18,18.595
2022-08-19,18.321
2022-08-20,18.321
2022-08-21,18.321
2022-08-22,17.993
2022-08-23,17.917
2022-08-24,18.047
2022-08-25,18.167
2022-08-26,17.596
2022-08-27,17.596
2022-08-28,17.596
2022-08-29,17.767
2022-08-30,17.67
2022-08-31,17.68
2022-09-01,17.967
2022-09-02,17.769
2022-09-03,17.769
2022-09-04,17.769
2022-09-05,17.769
2022-09-06,17.681
2022-09-07,18.135
2022-09-08,18.227
2022-09-09,18.282
2022-09-10,18.282
2022-09-11,18.282
2022-09-12,18.446
2022-09-13,18.065
2022-09-14,18.033
2022-09-15,17.839
2022-09-16,17.802
2022-09-17,17.802
2022-09-18,17.802
2022-09-19,17.954
2022-09-20,17.85
2022-09-21,18.013
2022-09-22,17.828
2022-09-23,17.556
2022-09-24,17.556
2022-09-25,17.556
2022-09-26,17.725
2022-09-27,17.676
2022-09-28,17.968
2022-09-29,17.852
2022-09-30,17.507
2022-10-01,17.507
2022-10-02,17.507
2022-10-03,17.889
2022-10-04,18.122
2022-10-05,17.942
2022-10-06,17.775
2022-10-07,17.353
2022-10-08,17.353
2022-10-09,17.353
2022-10-10,17.456
2022-10-11,17.908
2022-10-12,17.706
2022-10-13,17.856
2022-10-14,17.606
2022-10-15,17.606
2022-10-16,17.606
2022-10-17,17.733
2022-10-18,18.114
2022-10-19,18.063
2022-10-20,18.107
2022-10-21,18.473
2022-10-22,18.473
2022-10-23,18.473
2022-10-24,18.826
2022-10-25,18.915
2022-10-26,19.075
2022-10-27,19.02
2022-10-28,19.26
2022-10-29,19.26
2022-10-30,19.26
2022-10-31,19.236
2022-11-01,19.15
2022-11-02,19.062
2022-11-03,19.106
2022-11-04,19.14
2022-11-05,19.14
2022-11-06,19.14
2022-11-07,19.357
2022-11-08,19.403
2022-11-09,18.952
2022-11-10,19.344
2022-11-11,19.366
2022-11-12,19.366
2022-11-13,19.366
2022-11-14,18.797
2022-11-15,19.976
2022-11-16,20.062
2022-11-17,19.928
2022-11-18,20.237
2022-11-19,20.237
2022-11-20,20.237
2022-11-21,20.361
2022-11-22,20.433
2022-11-23,20.532
2022-11-24,20.532
2022-11-25,20.619
2022-11-26,20.619
2022-11-27,20.619
2022-11-28,20.644
2022-11-29,20.572
2022-11-30,20.498
2022-12-01,20.626
2022-12-02,20.58
2022-12-03,20.58
2022-12-04,20.58
2022-12-05,20.377
2022-12-06,20.141
2022-12-07,20.036
2022-12-08,20.051
2022-12-09,19.591
2022-12-10,19.591
2022-12-11,19.591
2022-12-12,19.956
2022-12-13,19.885
2022-12-14,19.774
2022-12-15,19.598
2022-12-16,19.23
2022-12-17,19.23
2022-12-18,19.23
2022-12-19,19.269
2022-12-20,19.469
2022-12-21,19.622
2022-12-22,19.392
2022-12-23,19.431
2022-12-24,19.431
2022-12-25,19.431
2022-12-26,19.431
2022-12-27,19.437
2022-12-28,19.096
2022-12-29,19.213
2022-12-30,19.164
2022-12-31,19.164
2023-01-01,19.164
2023-01-02,19.164
2023-01-03,19.408
2023-01-04,19.438
2023-01-05,19.372
2023-01-06,19.954
2023-01-07,19.954
2023-01-08,19.954
2023-01-09,19.705
2023-01-10,19.693
2023-01-11,19.865
2023-01-12,19.686
2023-01-13,19.751
2023-01-14,19.751
2023-01-15,19.751
2023-01-16,19.751
2023-01-17,19.697
2023-01-18,19.21
2023-01-19,18.936
2023-01-20,19.169
2023-01-21,19.169
2023-01-22,19.169
2023-01-23,19.456
2023-01-24,19.507
2023-01-25,19.415
2023-01-26,19.413
2023-01-27,19.562
2023-01-28,19.562
2023-01-29,19.562
2023-01-30,19.405
2023-01-31,19.542
2023-02-01,19.651
2023-02-02,19.557
2023-02-03,19.297
2023-02-04,19.297
2023-02-05,19.297
2023-02-06,19.148
2023-02-07,19.189
2023-02-08,19.086
2023-02-09,19.263
2023-02-10,19.587
2023-02-11,19.587
2023-02-12,19.587
2023-02-13,19.885
2023-02-14,19.861
2023-02-15,20.1
2023-02-16,19.785
2023-02-17,20.1
2023-02-18,20.1
2023-02-19,20.1
2023-02-20,20.1
2023-02-21,20.878
2023-02-22,20.746
2023-02-23,20.5
2023-02-24,20.673
2023-02-25,20.673
2023-02-26,20.673
2023-02-27,20.515
2023-02-28,20.587
2023-03-01,20.301
2023-03-02,20.351
2023-03-03,20.367
2023-03-04,20.367
2023-03-05,20.367
2023-03-06,20.364
2023-03-07,20.161
2023-03-08,19.995
2023-03-09,19.86
2023-03-10,19.831
2023-03-11,19.831
2023-03-12,19.831
2023-03-13,19.889
2023-03-14,19.995
2023-03-15,20.218
2023-03-16,20.103
2023-03-17,20.266
2023-03-18,20.266
2023-03-19,20.266
2023-03-20,20.484
2023-03-21,20.414
2023-03-22,20.283
2023-03-23,20.447
2023-03-24,20.615
2023-03-25,20.615
2023-03-26,20.615
2023-03-27,20.959
2023-03-28,20.878
2023-03-29,20.959
2023-03-30,21.168
2023-03-31,21.427
2023-04-01,21.427
2023-04-02,21.427
2023-04-03,21.607
2023-04-04,21.395
2023-04-05,21.692
2023-04-06,21.855
2023-04-07,21.855
2023-04-08,21.855
2023-04-09,21.855
2023-04-10,21.804
2023-04-11,21.74
2023-04-12,21.634
2023-04-13,21.656
2023-04-14,21.51
2023-04-15,21.51
2023-04-16,21.51
2023-04-17,21.66
2023-04-18,21.708
2023-04-19,21.731
2023-04-20,21.87
2023-04-21,21.98
2023-04-22,21.98
2023-04-23,21.98
2023-04-24,22.13
2023-04-25,21.938
2023-04-26,21.842
2023-04-27,21.91
2023-04-28,21.851
2023-04-29,21.851
2023-04-30,21.851
2023-05-01,21.941
2023-05-02,21.881
2023-05-03,21.8
2023-05-04,21.881
2023-05-05,22.07
2023-05-06,22.07
2023-05-07,22.07
2023-05-08,22.208
2023-05-09,22.246
2023-05-10,22.173
2023-05-11,22.266
2023-05-12,22.239
2023-05-13,22.239
2023-05-14,22.239
2023-05-15,22.027
2023-05-16,21.723
2023-05-17,21.677
2023-05-18,21.824
2023-05-19,21.543
2023-05-20,21.543
2023-05-21,21.543
2023-05-22,21.325
2023-05-23,21.285
2023-05-24,21.178
2023-05-25,20.967
2023-05-26,21.005
2023-05-27,21.005
2023-05-28,21.005
2023-05-29,21.005
2023-05-30,20.953
2023-05-31,21.069
2023-06-01,21.147
2023-06-02,21.34
2023-06-03,21.34
2023-06-04,21.34
2023-06-05,21.462
2023-06-06,21.459
2023-06-07,21.49
2023-06-08,21.801
2023-06-09,21.933
2023-06-10,21.933
2023-06-11,21.933
2023-06-12,22.03
2023-06-13,22.201
2023-06-14,22.426
2023-06-15,22.549
2023-06-16,22.234
2023-06-17,22.234
2023-06-18,22.234
2023-06-19,22.234
2023-06-20,22.048
2023-06-21,22.091
2023-06-22,22.275
