,NUE US Equity
2021-03-14,15.934
2021-03-15,15.875
2021-03-16,15.74
2021-03-17,16.044
2021-03-18,16.08
2021-03-19,16.291
2021-03-20,16.291
2021-03-21,16.291
2021-03-22,15.886
2021-03-23,15.42
2021-03-24,15.868
2021-03-25,16.633
2021-03-26,18.113
2021-03-27,18.113
2021-03-28,18.113
2021-03-29,17.988
2021-03-30,18.457
2021-03-31,18.43
2021-04-01,18.34
2021-04-02,18.34
2021-04-03,18.34
2021-04-04,18.34
2021-04-05,18.485
2021-04-06,18.331
2021-04-07,18.324
2021-04-08,18.276
2021-04-09,18.434
2021-04-10,18.434
2021-04-11,18.434
2021-04-12,18.601
2021-04-13,18.081
2021-04-14,18.261
2021-04-15,18.224
2021-04-16,18.363
2021-04-17,18.363
2021-04-18,18.363
2021-04-19,18.349
2021-04-20,18.13
2021-04-21,18.52
2021-04-22,17.575
2021-04-23,17.977
2021-04-24,17.977
2021-04-25,17.977
2021-04-26,20.23
2021-04-27,20.252
2021-04-28,20.476
2021-04-29,20.684
2021-04-30,20.646
2021-05-01,20.646
2021-05-02,20.646
2021-05-03,21.51
2021-05-04,22.504
2021-05-05,23.299
2021-05-06,24.017
2021-05-07,24.788
2021-05-08,24.788
2021-05-09,24.788
2021-05-10,25.425
2021-05-11,25.596
2021-05-12,24.092
2021-05-13,25.3
2021-05-14,25.729
2021-05-15,25.729
2021-05-16,25.729
2021-05-17,26.685
2021-05-18,25.97
2021-05-19,25.483
2021-05-20,25.382
2021-05-21,25.633
2021-05-22,25.633
2021-05-23,25.633
2021-05-24,25.942
2021-05-25,25.111
2021-05-26,25.312
2021-05-27,25.362
2021-05-28,25.736
2021-05-29,25.736
2021-05-30,25.736
2021-05-31,25.736
2021-06-01,27.794
2021-06-02,26.361
2021-06-03,26.873
2021-06-04,27.302
2021-06-05,27.302
2021-06-06,27.302
2021-06-07,26.949
2021-06-08,27.606
2021-06-09,27.001
2021-06-10,26.683
2021-06-11,26.753
2021-06-12,26.753
2021-06-13,26.753
2021-06-14,25.779
2021-06-15,25.581
2021-06-16,18.981
2021-06-17,18.09
2021-06-18,17.667
2021-06-19,17.667
2021-06-20,17.667
2021-06-21,18.206
2021-06-22,18.172
2021-06-23,18.227
2021-06-24,18.59
2021-06-25,18.364
2021-06-26,18.364
2021-06-27,18.364
2021-06-28,18.064
2021-06-29,18.049
2021-06-30,16.913
2021-07-01,17.04
2021-07-02,17.017
2021-07-03,17.017
2021-07-04,17.017
2021-07-05,17.017
2021-07-06,16.317
2021-07-07,16.871
2021-07-08,16.52
2021-07-09,17.132
2021-07-10,17.132
2021-07-11,17.132
2021-07-12,17.236
2021-07-13,16.802
2021-07-14,16.763
2021-07-15,15.24
2021-07-16,14.7
2021-07-17,14.7
2021-07-18,14.7
2021-07-19,14.381
2021-07-20,14.617
2021-07-21,14.837
2021-07-22,14.989
2021-07-23,15.066
2021-07-24,15.066
2021-07-25,15.066
2021-07-26,15.409
2021-07-27,15.506
2021-07-28,15.667
2021-07-29,16.305
2021-07-30,16.395
2021-07-31,16.395
2021-08-01,16.395
2021-08-02,16.089
2021-08-03,16.549
2021-08-04,16.275
2021-08-05,15.749
2021-08-06,16.183
2021-08-07,16.183
2021-08-08,16.183
2021-08-09,16.722
2021-08-10,18.323
2021-08-11,19.04
2021-08-12,19.43
2021-08-13,19.575
2021-08-14,19.575
2021-08-15,19.575
2021-08-16,19.282
2021-08-17,18.551
2021-08-18,18.737
2021-08-19,18.219
2021-08-20,18.062
2021-08-21,18.062
2021-08-22,18.062
2021-08-23,18.57
2021-08-24,19.1
2021-08-25,18.59
2021-08-26,18.296
2021-08-27,18.573
2021-08-28,18.573
2021-08-29,18.573
2021-08-30,18.758
2021-08-31,18.218
2021-09-01,18.017
2021-09-02,17.865
2021-09-03,17.674
2021-09-04,17.674
2021-09-05,17.674
2021-09-06,17.674
2021-09-07,17.784
2021-09-08,17.385
2021-09-09,17.445
2021-09-10,17.395
2021-09-11,17.395
2021-09-12,17.395
2021-09-13,16.923
2021-09-14,15.961
2021-09-15,16.476
2021-09-16,16.505
2021-09-17,15.764
2021-09-18,15.764
2021-09-19,15.764
2021-09-20,17.04
2021-09-21,16.922
2021-09-22,17.093
2021-09-23,17.483
2021-09-24,17.751
2021-09-25,17.751
2021-09-26,17.751
2021-09-27,18.278
2021-09-28,16.481
2021-09-29,16.043
2021-09-30,15.834
2021-10-01,17.275
2021-10-02,17.275
2021-10-03,17.275
2021-10-04,17.121
2021-10-05,17.461
2021-10-06,11.487
2021-10-07,11.841
2021-10-08,11.724
2021-10-09,11.724
2021-10-10,11.724
2021-10-11,11.801
2021-10-12,11.919
2021-10-13,12.007
2021-10-14,12.114
2021-10-15,12.18
2021-10-16,12.18
2021-10-17,12.18
2021-10-18,12.269
2021-10-19,12.316
2021-10-20,12.537
2021-10-21,9.686
2021-10-22,9.711
2021-10-23,9.711
2021-10-24,9.711
2021-10-25,10.384
2021-10-26,10.574
2021-10-27,10.268
2021-10-28,10.381
2021-10-29,10.595
2021-10-30,10.595
2021-10-31,10.595
2021-11-01,10.365
2021-11-02,10.175
2021-11-03,10.462
2021-11-04,10.609
2021-11-05,10.647
2021-11-06,10.647
2021-11-07,10.647
2021-11-08,11.031
2021-11-09,10.761
2021-11-10,10.473
2021-11-11,10.758
2021-11-12,10.651
2021-11-13,10.651
2021-11-14,10.651
2021-11-15,10.435
2021-11-16,10.6
2021-11-17,10.359
2021-11-18,10.605
2021-11-19,10.714
2021-11-20,10.714
2021-11-21,10.714
2021-11-22,11.362
2021-11-23,11.334
2021-11-24,10.993
2021-11-25,10.993
2021-11-26,10.822
2021-11-27,10.822
2021-11-28,10.822
2021-11-29,10.64
2021-11-30,10.089
2021-12-01,9.94
2021-12-02,10.212
2021-12-03,10.491
2021-12-04,10.491
2021-12-05,10.491
2021-12-06,10.467
2021-12-07,10.824
2021-12-08,10.711
2021-12-09,15.461
2021-12-10,15.504
2021-12-11,15.504
2021-12-12,15.504
2021-12-13,15.441
2021-12-14,15.825
2021-12-15,13.987
2021-12-16,14.721
2021-12-17,15.251
2021-12-18,15.251
2021-12-19,15.251
2021-12-20,14.363
2021-12-21,14.542
2021-12-22,14.687
2021-12-23,14.772
2021-12-24,14.772
2021-12-25,14.772
2021-12-26,14.772
2021-12-27,15.642
2021-12-28,15.347
2021-12-29,15.406
2021-12-30,15.334
2021-12-31,15.374
2022-01-01,15.374
2022-01-02,15.374
2022-01-03,15.224
2022-01-04,15.767
2022-01-05,16.528
2022-01-06,15.704
2022-01-07,15.413
2022-01-08,15.413
2022-01-09,15.413
2022-01-10,15.065
2022-01-11,14.928
2022-01-12,15.451
2022-01-13,15.181
2022-01-14,14.925
2022-01-15,14.925
2022-01-16,14.925
2022-01-17,14.925
2022-01-18,14.371
2022-01-19,14.041
2022-01-20,13.514
2022-01-21,12.532
2022-01-22,12.532
2022-01-23,12.532
2022-01-24,12.528
2022-01-25,12.381
2022-01-26,12.23
2022-01-27,13.06
2022-01-28,12.52
2022-01-29,12.52
2022-01-30,12.52
2022-01-31,12.563
2022-02-01,14.325
2022-02-02,14.928
2022-02-03,14.964
2022-02-04,14.832
2022-02-05,14.832
2022-02-06,14.832
2022-02-07,14.813
2022-02-08,15.407
2022-02-09,16.008
2022-02-10,16.209
2022-02-11,15.785
2022-02-12,15.785
2022-02-13,15.785
2022-02-14,15.644
2022-02-15,16.908
2022-02-16,17.059
2022-02-17,16.819
2022-02-18,17.096
2022-02-19,17.096
2022-02-20,17.096
2022-02-21,17.096
2022-02-22,16.509
2022-02-23,16.408
2022-02-24,16.814
2022-02-25,18.086
2022-02-26,18.086
2022-02-27,18.086
2022-02-28,18.305
2022-03-01,18.218
2022-03-02,21.78
2022-03-03,21.704
2022-03-04,21.892
2022-03-05,21.892
2022-03-06,21.892
2022-03-07,20.816
2022-03-08,19.879
2022-03-09,20.518
2022-03-10,20.747
2022-03-11,21.009
2022-03-12,21.009
2022-03-13,21.009
2022-03-14,20.512
2022-03-15,21.065
2022-03-16,21.001
2022-03-17,20.939
2022-03-18,21.13
2022-03-19,21.13
2022-03-20,21.13
2022-03-21,19.973
2022-03-22,20.148
2022-03-23,20.587
2022-03-24,16.445
2022-03-25,16.884
2022-03-26,16.884
2022-03-27,16.884
2022-03-28,16.48
2022-03-29,16.121
2022-03-30,16.065
2022-03-31,15.587
2022-04-01,13.707
2022-04-02,13.707
2022-04-03,13.707
2022-04-04,13.731
2022-04-05,13.665
2022-04-06,13.453
2022-04-07,13.858
2022-04-08,13.845
2022-04-09,13.845
2022-04-10,13.845
2022-04-11,14.032
2022-04-12,14.44
2022-04-13,15.07
2022-04-14,15.098
2022-04-15,15.098
2022-04-16,15.098
2022-04-17,15.098
2022-04-18,15.555
2022-04-19,15.692
2022-04-20,15.456
2022-04-21,16.054
2022-04-22,14.337
2022-04-23,14.337
2022-04-24,14.337
2022-04-25,13.711
2022-04-26,14.011
2022-04-27,14.186
2022-04-28,14.334
2022-04-29,13.81
2022-04-30,13.81
2022-05-01,13.81
2022-05-02,13.383
2022-05-03,13.577
2022-05-04,13.788
2022-05-05,12.565
2022-05-06,12.184
2022-05-07,12.184
2022-05-08,12.184
2022-05-09,11.602
2022-05-10,11.465
2022-05-11,11.15
2022-05-12,11.032
2022-05-13,10.957
2022-05-14,10.957
2022-05-15,10.957
2022-05-16,10.5
2022-05-17,10.966
2022-05-18,10.45
2022-05-19,10.584
2022-05-20,10.519
2022-05-21,10.519
2022-05-22,10.519
2022-05-23,11.977
2022-05-24,11.779
2022-05-25,12.2
2022-05-26,12.619
2022-05-27,13.061
2022-05-28,13.061
2022-05-29,13.061
2022-05-30,13.061
2022-05-31,12.062
2022-06-01,11.902
2022-06-02,11.986
2022-06-03,11.72
2022-06-04,11.72
2022-06-05,11.72
2022-06-06,11.789
2022-06-07,12.182
2022-06-08,11.825
2022-06-09,11.26
2022-06-10,10.942
2022-06-11,10.942
2022-06-12,10.942
2022-06-13,7.754
2022-06-14,10.443
2022-06-15,10.681
2022-06-16,10.324
2022-06-17,10.454
2022-06-18,10.454
2022-06-19,10.454
2022-06-20,10.454
2022-06-21,10.296
2022-06-22,9.89
2022-06-23,9.725
2022-06-24,10.185
2022-06-25,10.185
2022-06-26,10.185
2022-06-27,10.122
2022-06-28,9.93
2022-06-29,9.817
2022-06-30,9.647
2022-07-01,9.761
2022-07-02,9.761
2022-07-03,9.761
2022-07-04,9.761
2022-07-05,9.659
2022-07-06,9.78
2022-07-07,10.202
2022-07-08,10.066
2022-07-09,10.066
2022-07-10,10.066
2022-07-11,9.957
2022-07-12,10.157
2022-07-13,10.208
2022-07-14,10.083
2022-07-15,10.267
2022-07-16,10.267
2022-07-17,10.267
2022-07-18,10.654
2022-07-19,12.153
2022-07-20,12.207
2022-07-21,13.317
2022-07-22,12.238
2022-07-23,12.238
2022-07-24,12.238
2022-07-25,12.014
2022-07-26,12.119
2022-07-27,12.494
2022-07-28,12.795
2022-07-29,13.325
2022-07-30,13.325
2022-07-31,13.325
2022-08-01,13.233
2022-08-02,12.966
2022-08-03,12.893
2022-08-04,13.173
2022-08-05,13.407
2022-08-06,13.407
2022-08-07,13.407
2022-08-08,13.398
2022-08-09,13.599
2022-08-10,13.883
2022-08-11,13.923
2022-08-12,14.08
2022-08-13,14.08
2022-08-14,14.08
2022-08-15,13.979
2022-08-16,14.056
2022-08-17,13.842
2022-08-18,14.045
2022-08-19,13.267
2022-08-20,13.267
2022-08-21,13.267
2022-08-22,13.002
2022-08-23,13.199
2022-08-24,13.263
2022-08-25,13.847
2022-08-26,13.491
2022-08-27,13.491
2022-08-28,13.491
2022-08-29,13.4
2022-08-30,12.982
2022-08-31,12.765
2022-09-01,12.521
2022-09-02,12.557
2022-09-03,12.557
2022-09-04,12.557
2022-09-05,12.557
2022-09-06,12.909
2022-09-07,13.021
2022-09-08,13.387
2022-09-09,13.784
2022-09-10,13.784
2022-09-11,13.784
2022-09-12,13.994
2022-09-13,13.195
2022-09-14,11.674
2022-09-15,11.384
2022-09-16,11.366
2022-09-17,11.366
2022-09-18,11.366
2022-09-19,11.452
2022-09-20,11.166
2022-09-21,10.869
2022-09-22,10.706
2022-09-23,10.413
2022-09-24,10.413
2022-09-25,10.413
2022-09-26,10.169
2022-09-27,10.353
2022-09-28,10.513
2022-09-29,10.402
2022-09-30,10.57
2022-10-01,10.57
2022-10-02,10.57
2022-10-03,11.295
2022-10-04,11.787
2022-10-05,11.642
2022-10-06,11.598
2022-10-07,11.322
2022-10-08,11.322
2022-10-09,11.322
2022-10-10,11.623
2022-10-11,11.701
2022-10-12,11.745
2022-10-13,12.207
2022-10-14,11.686
2022-10-15,11.686
2022-10-16,11.686
2022-10-17,12.019
2022-10-18,12.23
2022-10-19,11.978
2022-10-20,12.595
2022-10-21,13.667
2022-10-22,13.667
2022-10-23,13.667
2022-10-24,13.544
2022-10-25,13.833
2022-10-26,13.885
2022-10-27,13.731
2022-10-28,13.579
2022-10-29,13.579
2022-10-30,13.579
2022-10-31,13.313
2022-11-01,13.629
2022-11-02,13.044
2022-11-03,13.049
2022-11-04,13.534
2022-11-05,13.534
2022-11-06,13.534
2022-11-07,13.611
2022-11-08,13.628
2022-11-09,13.106
2022-11-10,13.902
2022-11-11,13.875
2022-11-12,13.875
2022-11-13,13.875
2022-11-14,14.218
2022-11-15,14.403
2022-11-16,14.158
2022-11-17,14.208
2022-11-18,14.212
2022-11-19,14.212
2022-11-20,14.212
2022-11-21,14.456
2022-11-22,14.721
2022-11-23,14.487
2022-11-24,14.487
2022-11-25,14.435
2022-11-26,14.435
2022-11-27,14.435
2022-11-28,14.274
2022-11-29,14.222
2022-11-30,14.508
2022-12-01,14.44
2022-12-02,14.919
2022-12-03,14.919
2022-12-04,14.919
2022-12-05,14.611
2022-12-06,14.879
2022-12-07,14.57
2022-12-08,14.672
2022-12-09,14.379
2022-12-10,14.379
2022-12-11,14.379
2022-12-12,14.475
2022-12-13,14.817
2022-12-14,14.666
2022-12-15,13.255
2022-12-16,13.205
2022-12-17,13.205
2022-12-18,13.205
2022-12-19,12.933
2022-12-20,13.15
2022-12-21,13.492
2022-12-22,13.439
2022-12-23,13.357
2022-12-24,13.357
2022-12-25,13.357
2022-12-26,13.357
2022-12-27,13.402
2022-12-28,13.172
2022-12-29,13.16
2022-12-30,12.988
2022-12-31,12.988
2023-01-01,12.988
2023-01-02,12.988
2023-01-03,12.942
2023-01-04,13.529
2023-01-05,13.534
2023-01-06,14.213
2023-01-07,14.213
2023-01-08,14.213
2023-01-09,13.931
2023-01-10,14.927
2023-01-11,15.301
2023-01-12,15.421
2023-01-13,15.604
2023-01-14,15.604
2023-01-15,15.604
2023-01-16,15.604
2023-01-17,15.027
2023-01-18,14.757
2023-01-19,14.607
2023-01-20,14.866
2023-01-21,14.866
2023-01-22,14.866
2023-01-23,14.903
2023-01-24,14.92
2023-01-25,15.176
2023-01-26,16.09
2023-01-27,15.811
2023-01-28,15.811
2023-01-29,15.811
2023-01-30,15.622
2023-01-31,15.959
2023-02-01,16.522
2023-02-02,16.682
2023-02-03,16.678
2023-02-04,16.678
2023-02-05,16.678
2023-02-06,16.03
2023-02-07,15.776
2023-02-08,15.694
2023-02-09,15.437
2023-02-10,15.548
2023-02-11,15.548
2023-02-12,15.548
2023-02-13,15.879
2023-02-14,16.225
2023-02-15,16.113
2023-02-16,16.089
2023-02-17,15.923
2023-02-18,15.923
2023-02-19,15.923
2023-02-20,15.923
2023-02-21,15.494
2023-02-22,15.487
2023-02-23,15.47
2023-02-24,15.398
2023-02-25,15.398
2023-02-26,15.398
2023-02-27,15.564
2023-02-28,15.863
2023-03-01,15.075
2023-03-02,15.468
2023-03-03,15.696
2023-03-04,15.696
2023-03-05,15.696
2023-03-06,15.447
2023-03-07,15.066
2023-03-08,15.249
2023-03-09,14.771
2023-03-10,13.808
2023-03-11,13.808
2023-03-12,13.808
2023-03-13,13.509
2023-03-14,13.579
2023-03-15,12.854
2023-03-16,12.376
2023-03-17,12.399
2023-03-18,12.399
2023-03-19,12.399
2023-03-20,12.721
2023-03-21,13.085
2023-03-22,12.694
2023-03-23,12.732
2023-03-24,12.788
2023-03-25,12.788
2023-03-26,12.788
2023-03-27,13.377
2023-03-28,13.189
2023-03-29,13.338
2023-03-30,13.035
2023-03-31,13.303
2023-04-01,13.303
2023-04-02,13.303
2023-04-03,13.301
2023-04-04,12.44
2023-04-05,12.332
2023-04-06,12.509
2023-04-07,12.509
2023-04-08,12.509
2023-04-09,12.509
2023-04-10,12.622
2023-04-11,12.783
2023-04-12,12.692
2023-04-13,12.621
2023-04-14,12.566
2023-04-15,12.566
2023-04-16,12.566
2023-04-17,12.652
2023-04-18,13.035
2023-04-19,12.736
2023-04-20,13.751
2023-04-21,13.691
2023-04-22,13.691
2023-04-23,13.691
2023-04-24,13.736
2023-04-25,13.108
2023-04-26,12.803
2023-04-27,13.138
2023-04-28,13.055
2023-04-29,13.055
2023-04-30,13.055
2023-05-01,13.035
2023-05-02,12.791
2023-05-03,12.752
2023-05-04,12.202
2023-05-05,12.458
2023-05-06,12.458
2023-05-07,12.458
2023-05-08,12.396
2023-05-09,12.269
2023-05-10,12.046
2023-05-11,12.037
2023-05-12,12.174
2023-05-13,12.174
2023-05-14,12.174
2023-05-15,12.296
2023-05-16,11.973
2023-05-17,12.223
2023-05-18,12.279
2023-05-19,12.138
2023-05-20,12.138
2023-05-21,12.138
2023-05-22,12.509
2023-05-23,12.296
2023-05-24,11.978
2023-05-25,12.096
2023-05-26,12.226
2023-05-27,12.226
2023-05-28,12.226
2023-05-29,12.226
2023-05-30,11.945
2023-05-31,11.86
2023-06-01,11.951
2023-06-02,12.694
2023-06-03,12.694
2023-06-04,12.694
2023-06-05,12.662
2023-06-06,12.893
2023-06-07,13.283
2023-06-08,13.185
2023-06-09,13.069
2023-06-10,13.069
2023-06-11,13.069
2023-06-12,13.134
2023-06-13,13.658
2023-06-14,13.328
2023-06-15,13.344
2023-06-16,13.365
2023-06-17,13.365
2023-06-18,13.365
2023-06-19,13.365
2023-06-20,13.198
2023-06-21,13.37
2023-06-22,13.493
