,IBP US Equity
2020-04-30,4.646
2020-05-01,4.396
2020-05-02,4.396
2020-05-03,4.396
2020-05-04,4.415
2020-05-05,4.667
2020-05-06,4.773
2020-05-07,4.883
2020-05-08,5.214
2020-05-09,5.214
2020-05-10,5.214
2020-05-11,4.976
2020-05-12,4.683
2020-05-13,4.509
2020-05-14,4.532
2020-05-15,4.743
2020-05-16,4.743
2020-05-17,4.743
2020-05-18,5.379
2020-05-19,5.329
2020-05-20,5.412
2020-05-21,5.597
2020-05-22,5.803
2020-05-23,5.803
2020-05-24,5.803
2020-05-25,5.803
2020-05-26,6.039
2020-05-27,6.66
2020-05-28,6.224
2020-05-29,6.057
2020-05-30,6.057
2020-05-31,6.057
2020-06-01,6.39
2020-06-02,6.485
2020-06-03,6.676
2020-06-04,6.683
2020-06-05,7.0
2020-06-06,7.0
2020-06-07,7.0
2020-06-08,6.759
2020-06-09,6.926
2020-06-10,6.849
2020-06-11,6.15
2020-06-12,6.36
2020-06-13,6.36
2020-06-14,6.36
2020-06-15,6.849
2020-06-16,6.879
2020-06-17,6.758
2020-06-18,6.61
2020-06-19,6.563
2020-06-20,6.563
2020-06-21,6.563
2020-06-22,6.545
2020-06-23,6.779
2020-06-24,6.354
2020-06-25,6.261
2020-06-26,6.03
2020-06-27,6.03
2020-06-28,6.03
2020-06-29,6.344
2020-06-30,6.481
2020-07-01,6.329
2020-07-02,6.44
2020-07-03,6.44
2020-07-04,6.44
2020-07-05,6.44
2020-07-06,6.678
2020-07-07,6.425
2020-07-08,6.866
2020-07-09,6.641
2020-07-10,6.763
2020-07-11,6.763
2020-07-12,6.763
2020-07-13,6.553
2020-07-14,6.783
2020-07-15,7.148
2020-07-16,7.287
2020-07-17,7.253
2020-07-18,7.253
2020-07-19,7.253
2020-07-20,7.319
2020-07-21,7.239
2020-07-22,7.684
2020-07-23,7.487
2020-07-24,7.409
2020-07-25,7.409
2020-07-26,7.409
2020-07-27,7.595
2020-07-28,7.317
2020-07-29,7.612
2020-07-30,7.664
2020-07-31,7.454
2020-08-01,7.454
2020-08-02,7.454
2020-08-03,7.904
2020-08-04,7.687
2020-08-05,7.976
2020-08-06,8.009
2020-08-07,8.083
2020-08-08,8.083
2020-08-09,8.083
2020-08-10,8.226
2020-08-11,8.152
2020-08-12,8.327
2020-08-13,8.375
2020-08-14,8.21
2020-08-15,8.21
2020-08-16,8.21
2020-08-17,8.276
2020-08-18,8.246
2020-08-19,9.306
2020-08-20,9.258
2020-08-21,9.387
2020-08-22,9.387
2020-08-23,9.387
2020-08-24,9.361
2020-08-25,9.389
2020-08-26,9.308
2020-08-27,9.347
2020-08-28,9.372
2020-08-29,9.372
2020-08-30,9.372
2020-08-31,9.212
2020-09-01,9.963
2020-09-02,9.827
2020-09-03,9.502
2020-09-04,9.424
2020-09-05,9.424
2020-09-06,9.424
2020-09-07,9.424
2020-09-08,9.604
2020-09-09,10.063
2020-09-10,9.969
2020-09-11,10.027
2020-09-12,10.027
2020-09-13,10.027
2020-09-14,10.215
2020-09-15,10.152
2020-09-16,10.487
2020-09-17,10.267
2020-09-18,10.344
2020-09-19,10.344
2020-09-20,10.344
2020-09-21,10.043
2020-09-22,10.375
2020-09-23,10.13
2020-09-24,10.213
2020-09-25,10.137
2020-09-26,10.137
2020-09-27,10.137
2020-09-28,10.682
2020-09-29,10.645
2020-09-30,10.796
2020-10-01,11.346
2020-10-02,11.571
2020-10-03,11.571
2020-10-04,11.571
2020-10-05,11.535
2020-10-06,11.587
2020-10-07,11.777
2020-10-08,12.087
2020-10-09,12.596
2020-10-10,12.596
2020-10-11,12.596
2020-10-12,12.679
2020-10-13,12.285
2020-10-14,12.188
2020-10-15,12.229
2020-10-16,12.031
2020-10-17,12.031
2020-10-18,12.031
2020-10-19,11.57
2020-10-20,11.428
2020-10-21,11.085
2020-10-22,10.982
2020-10-23,11.3
2020-10-24,11.3
2020-10-25,11.3
2020-10-26,10.731
2020-10-27,10.438
2020-10-28,10.158
2020-10-29,9.885
2020-10-30,9.607
2020-10-31,9.607
2020-11-01,9.607
2020-11-02,10.108
2020-11-03,10.013
2020-11-04,10.926
2020-11-05,10.743
2020-11-06,10.025
2020-11-07,10.025
2020-11-08,10.025
2020-11-09,9.068
2020-11-10,9.969
2020-11-11,10.302
2020-11-12,9.799
2020-11-13,10.008
2020-11-14,10.008
2020-11-15,10.008
2020-11-16,10.036
2020-11-17,10.191
2020-11-18,10.198
2020-11-19,10.447
2020-11-20,10.352
2020-11-21,10.352
2020-11-22,10.352
2020-11-23,10.912
2020-11-24,10.328
2020-11-25,10.404
2020-11-26,10.404
2020-11-27,10.385
2020-11-28,10.385
2020-11-29,10.385
2020-11-30,10.17
2020-12-01,9.925
2020-12-02,9.812
2020-12-03,9.922
2020-12-04,9.545
2020-12-05,9.545
2020-12-06,9.545
2020-12-07,9.812
2020-12-08,9.539
2020-12-09,9.606
2020-12-10,9.68
2020-12-11,9.65
2020-12-12,9.65
2020-12-13,9.65
2020-12-14,9.747
2020-12-15,10.389
2020-12-16,10.301
2020-12-17,11.004
2020-12-18,11.025
2020-12-19,11.025
2020-12-20,11.025
2020-12-21,11.119
2020-12-22,11.269
2020-12-23,10.998
2020-12-24,11.186
2020-12-25,11.186
2020-12-26,11.186
2020-12-27,11.186
2020-12-28,10.818
2020-12-29,10.687
2020-12-30,10.682
2020-12-31,10.491
2021-01-01,10.491
2021-01-02,10.491
2021-01-03,10.491
2021-01-04,10.58
2021-01-05,10.808
2021-01-06,11.113
2021-01-07,11.619
2021-01-08,10.97
2021-01-09,10.97
2021-01-10,10.97
2021-01-11,11.205
2021-01-12,11.346
2021-01-13,11.301
2021-01-14,11.503
2021-01-15,11.45
2021-01-16,11.45
2021-01-17,11.45
2021-01-18,11.45
2021-01-19,11.843
2021-01-20,12.399
2021-01-21,12.294
2021-01-22,12.051
2021-01-23,12.051
2021-01-24,12.051
2021-01-25,11.81
2021-01-26,10.865
2021-01-27,10.444
2021-01-28,10.784
2021-01-29,10.799
2021-01-30,10.799
2021-01-31,10.799
2021-02-01,11.514
2021-02-02,12.002
2021-02-03,11.773
2021-02-04,11.818
2021-02-05,12.202
2021-02-06,12.202
2021-02-07,12.202
2021-02-08,12.565
2021-02-09,12.676
2021-02-10,13.011
2021-02-11,13.277
2021-02-12,13.214
2021-02-13,13.214
2021-02-14,13.214
2021-02-15,13.214
2021-02-16,12.693
2021-02-17,12.585
2021-02-18,12.308
2021-02-19,13.033
2021-02-20,13.033
2021-02-21,13.033
2021-02-22,12.692
2021-02-23,12.651
2021-02-24,11.558
2021-02-25,11.036
2021-02-26,11.255
2021-02-27,11.255
2021-02-28,11.255
2021-03-01,11.842
2021-03-02,10.655
2021-03-03,10.27
2021-03-04,9.972
2021-03-05,10.428
2021-03-06,10.428
2021-03-07,10.428
2021-03-08,10.436
2021-03-09,10.326
2021-03-10,10.563
2021-03-11,10.836
2021-03-12,10.937
2021-03-13,10.937
2021-03-14,10.937
2021-03-15,11.212
2021-03-16,10.788
2021-03-17,11.049
2021-03-18,10.324
2021-03-19,10.551
2021-03-20,10.551
2021-03-21,10.551
2021-03-22,10.562
2021-03-23,9.919
2021-03-24,9.997
2021-03-25,10.254
2021-03-26,10.7
2021-03-27,10.7
2021-03-28,10.7
2021-03-29,10.252
2021-03-30,10.435
2021-03-31,10.475
2021-04-01,10.99
2021-04-02,10.99
2021-04-03,10.99
2021-04-04,10.99
2021-04-05,11.055
2021-04-06,11.148
2021-04-07,10.919
2021-04-08,11.031
2021-04-09,11.457
2021-04-10,11.457
2021-04-11,11.457
2021-04-12,11.598
2021-04-13,11.643
2021-04-14,11.744
2021-04-15,11.987
2021-04-16,12.44
2021-04-17,12.44
2021-04-18,12.44
2021-04-19,12.477
2021-04-20,12.106
2021-04-21,12.28
2021-04-22,12.144
2021-04-23,12.388
2021-04-24,12.388
2021-04-25,12.388
2021-04-26,12.51
2021-04-27,12.564
2021-04-28,12.481
2021-04-29,12.849
2021-04-30,12.72
2021-05-01,12.72
2021-05-02,12.72
2021-05-03,13.004
2021-05-04,13.187
2021-05-05,13.111
2021-05-06,13.029
2021-05-07,12.051
2021-05-08,12.051
2021-05-09,12.051
2021-05-10,12.146
2021-05-11,11.549
2021-05-12,10.948
2021-05-13,11.431
2021-05-14,11.65
2021-05-15,11.65
2021-05-16,11.65
2021-05-17,11.421
2021-05-18,11.009
2021-05-19,10.849
2021-05-20,11.003
2021-05-21,10.864
2021-05-22,10.864
2021-05-23,10.864
2021-05-24,10.886
2021-05-25,10.993
2021-05-26,11.264
2021-05-27,11.158
2021-05-28,11.204
2021-05-29,11.204
2021-05-30,11.204
2021-05-31,11.204
2021-06-01,11.379
2021-06-02,11.113
2021-06-03,11.074
2021-06-04,11.309
2021-06-05,11.309
2021-06-06,11.309
2021-06-07,11.27
2021-06-08,11.443
2021-06-09,11.261
2021-06-10,10.865
2021-06-11,11.1
2021-06-12,11.1
2021-06-13,11.1
2021-06-14,10.73
2021-06-15,10.797
2021-06-16,10.647
2021-06-17,10.554
2021-06-18,10.524
2021-06-19,10.524
2021-06-20,10.524
2021-06-21,10.915
2021-06-22,10.888
2021-06-23,10.892
2021-06-24,11.04
2021-06-25,11.004
2021-06-26,11.004
2021-06-27,11.004
2021-06-28,11.264
2021-06-29,11.435
2021-06-30,11.589
2021-07-01,11.787
2021-07-02,11.411
2021-07-03,11.411
2021-07-04,11.411
2021-07-05,11.411
2021-07-06,11.143
2021-07-07,11.223
2021-07-08,10.864
2021-07-09,11.011
2021-07-10,11.011
2021-07-11,11.011
2021-07-12,11.068
2021-07-13,10.667
2021-07-14,10.737
2021-07-15,10.772
2021-07-16,10.564
2021-07-17,10.564
2021-07-18,10.564
2021-07-19,10.479
2021-07-20,10.85
2021-07-21,11.216
2021-07-22,10.994
2021-07-23,11.191
2021-07-24,11.191
2021-07-25,11.191
2021-07-26,11.004
2021-07-27,11.135
2021-07-28,11.094
2021-07-29,11.521
2021-07-30,11.365
2021-07-31,11.365
2021-08-01,11.365
2021-08-02,11.258
2021-08-03,11.463
2021-08-04,11.271
2021-08-05,11.638
2021-08-06,11.675
2021-08-07,11.675
2021-08-08,11.675
2021-08-09,12.682
2021-08-10,12.8
2021-08-11,13.076
2021-08-12,12.811
2021-08-13,12.678
2021-08-14,12.678
2021-08-15,12.678
2021-08-16,12.655
2021-08-17,12.228
2021-08-18,12.155
2021-08-19,12.114
2021-08-20,12.503
2021-08-21,12.503
2021-08-22,12.503
2021-08-23,12.564
2021-08-24,12.968
2021-08-25,12.938
2021-08-26,12.617
2021-08-27,12.917
2021-08-28,12.917
2021-08-29,12.917
2021-08-30,12.992
2021-08-31,12.742
2021-09-01,12.895
2021-09-02,12.846
2021-09-03,12.671
2021-09-04,12.671
2021-09-05,12.671
2021-09-06,12.671
2021-09-07,12.411
2021-09-08,12.25
2021-09-09,12.474
2021-09-10,12.496
2021-09-11,12.496
2021-09-12,12.496
2021-09-13,12.374
2021-09-14,12.133
2021-09-15,12.271
2021-09-16,12.359
2021-09-17,12.395
2021-09-18,12.395
2021-09-19,12.395
2021-09-20,11.887
2021-09-21,11.841
2021-09-22,11.813
2021-09-23,11.704
2021-09-24,11.519
2021-09-25,11.519
2021-09-26,11.519
2021-09-27,11.736
2021-09-28,11.401
2021-09-29,11.535
2021-09-30,11.022
2021-10-01,10.988
2021-10-02,10.988
2021-10-03,10.988
2021-10-04,11.012
2021-10-05,10.818
2021-10-06,10.946
2021-10-07,11.094
2021-10-08,10.903
2021-10-09,10.903
2021-10-10,10.903
2021-10-11,11.095
2021-10-12,11.171
2021-10-13,11.26
2021-10-14,11.556
2021-10-15,11.459
2021-10-16,11.459
2021-10-17,11.459
2021-10-18,11.577
2021-10-19,11.574
2021-10-20,11.853
2021-10-21,11.97
2021-10-22,12.132
2021-10-23,12.132
2021-10-24,12.132
2021-10-25,12.596
2021-10-26,12.544
2021-10-27,12.781
2021-10-28,12.759
2021-10-29,13.069
2021-10-30,13.069
2021-10-31,13.069
2021-11-01,13.597
2021-11-02,13.194
2021-11-03,13.6
2021-11-04,13.38
2021-11-05,13.645
2021-11-06,13.645
2021-11-07,13.645
2021-11-08,13.554
2021-11-09,13.573
2021-11-10,13.497
2021-11-11,13.516
2021-11-12,13.746
2021-11-13,13.746
2021-11-14,13.746
2021-11-15,13.591
2021-11-16,13.972
2021-11-17,14.137
2021-11-18,14.186
2021-11-19,14.127
2021-11-20,14.127
2021-11-21,14.127
2021-11-22,14.28
2021-11-23,14.333
2021-11-24,14.165
2021-11-25,14.165
2021-11-26,13.692
2021-11-27,13.692
2021-11-28,13.692
2021-11-29,13.526
2021-11-30,13.272
2021-12-01,12.776
2021-12-02,13.61
2021-12-03,13.518
2021-12-04,13.518
2021-12-05,13.518
2021-12-06,14.019
2021-12-07,14.094
2021-12-08,14.183
2021-12-09,14.109
2021-12-10,14.414
2021-12-11,14.414
2021-12-12,14.414
2021-12-13,14.146
2021-12-14,14.065
2021-12-15,14.345
2021-12-16,14.092
2021-12-17,13.566
2021-12-18,13.566
2021-12-19,13.566
2021-12-20,13.325
2021-12-21,13.867
2021-12-22,14.11
2021-12-23,14.324
2021-12-24,14.324
2021-12-25,14.324
2021-12-26,14.324
2021-12-27,14.386
2021-12-28,14.35
2021-12-29,14.463
2021-12-30,14.3
2021-12-31,14.396
2022-01-01,14.396
2022-01-02,14.396
2022-01-03,13.867
2022-01-04,13.937
2022-01-05,13.34
2022-01-06,13.092
2022-01-07,12.448
2022-01-08,12.448
2022-01-09,12.448
2022-01-10,12.478
2022-01-11,12.678
2022-01-12,12.605
2022-01-13,12.635
2022-01-14,12.242
2022-01-15,12.242
2022-01-16,12.242
2022-01-17,12.242
2022-01-18,11.733
2022-01-19,11.67
2022-01-20,11.323
2022-01-21,11.133
2022-01-22,11.133
2022-01-23,11.133
2022-01-24,11.572
2022-01-25,11.211
2022-01-26,10.646
2022-01-27,10.432
2022-01-28,10.991
2022-01-29,10.991
2022-01-30,10.991
2022-01-31,11.415
2022-02-01,11.476
2022-02-02,11.413
2022-02-03,11.123
2022-02-04,10.74
2022-02-05,10.74
2022-02-06,10.74
2022-02-07,10.836
2022-02-08,11.092
2022-02-09,11.486
2022-02-10,10.993
2022-02-11,10.88
2022-02-12,10.88
2022-02-13,10.88
2022-02-14,11.032
2022-02-15,11.253
2022-02-16,11.32
2022-02-17,10.906
2022-02-18,10.982
2022-02-19,10.982
2022-02-20,10.982
2022-02-21,10.982
2022-02-22,10.611
2022-02-23,9.87
2022-02-24,10.475
2022-02-25,10.237
2022-02-26,10.237
2022-02-27,10.237
2022-02-28,10.656
2022-03-01,11.127
2022-03-02,11.319
2022-03-03,11.172
2022-03-04,10.906
2022-03-05,10.906
2022-03-06,10.906
2022-03-07,10.543
2022-03-08,10.763
2022-03-09,11.019
2022-03-10,11.083
2022-03-11,11.037
2022-03-12,11.037
2022-03-13,11.037
2022-03-14,10.825
2022-03-15,11.402
2022-03-16,11.427
2022-03-17,11.656
2022-03-18,11.825
2022-03-19,11.825
2022-03-20,11.825
2022-03-21,11.04
2022-03-22,11.009
2022-03-23,10.406
2022-03-24,9.936
2022-03-25,9.724
2022-03-26,9.724
2022-03-27,9.724
2022-03-28,9.95
2022-03-29,10.364
2022-03-30,9.871
2022-03-31,9.492
2022-04-01,9.646
2022-04-02,9.646
2022-04-03,9.646
2022-04-04,9.552
2022-04-05,9.465
2022-04-06,9.176
2022-04-07,9.001
2022-04-08,9.063
2022-04-09,9.063
2022-04-10,9.063
2022-04-11,9.239
2022-04-12,9.258
2022-04-13,9.394
2022-04-14,9.382
2022-04-15,9.382
2022-04-16,9.382
2022-04-17,9.382
2022-04-18,9.15
2022-04-19,9.534
2022-04-20,9.893
2022-04-21,9.792
2022-04-22,9.475
2022-04-23,9.475
2022-04-24,9.475
2022-04-25,9.914
2022-04-26,9.375
2022-04-27,9.37
2022-04-28,9.675
2022-04-29,9.385
2022-04-30,9.385
2022-05-01,9.385
2022-05-02,9.585
2022-05-03,9.61
2022-05-04,9.897
2022-05-05,9.463
2022-05-06,9.569
2022-05-07,9.569
2022-05-08,9.569
2022-05-09,9.664
2022-05-10,9.303
2022-05-11,8.943
2022-05-12,9.546
2022-05-13,9.715
2022-05-14,9.715
2022-05-15,9.715
2022-05-16,9.667
2022-05-17,10.024
2022-05-18,9.489
2022-05-19,9.5
2022-05-20,9.558
2022-05-21,9.558
2022-05-22,9.558
2022-05-23,9.439
2022-05-24,9.211
2022-05-25,9.645
2022-05-26,9.951
2022-05-27,10.219
2022-05-28,10.219
2022-05-29,10.219
2022-05-30,10.219
2022-05-31,10.144
2022-06-01,9.991
2022-06-02,10.306
2022-06-03,10.249
2022-06-04,10.249
2022-06-05,10.249
2022-06-06,10.414
2022-06-07,10.493
2022-06-08,10.392
2022-06-09,10.493
2022-06-10,9.771
2022-06-11,9.771
2022-06-12,9.771
2022-06-13,8.948
2022-06-14,9.015
2022-06-15,9.027
2022-06-16,8.203
2022-06-17,8.427
2022-06-18,8.427
2022-06-19,8.427
2022-06-20,8.427
2022-06-21,8.204
2022-06-22,7.6
2022-06-23,8.573
2022-06-24,8.829
2022-06-25,8.829
2022-06-26,8.829
2022-06-27,9.19
2022-06-28,8.94
2022-06-29,8.855
2022-06-30,9.079
2022-07-01,9.549
2022-07-02,9.549
2022-07-03,9.549
2022-07-04,9.549
2022-07-05,9.679
2022-07-06,9.712
2022-07-07,9.793
2022-07-08,9.834
2022-07-09,9.834
2022-07-10,9.834
2022-07-11,9.848
2022-07-12,10.034
2022-07-13,9.942
2022-07-14,10.097
2022-07-15,10.132
2022-07-16,10.132
2022-07-17,10.132
2022-07-18,9.873
2022-07-19,10.208
2022-07-20,10.534
2022-07-21,10.801
2022-07-22,10.932
2022-07-23,10.932
2022-07-24,10.932
2022-07-25,10.834
2022-07-26,10.665
2022-07-27,10.982
2022-07-28,11.454
2022-07-29,11.675
2022-07-30,11.675
2022-07-31,11.675
2022-08-01,11.719
2022-08-02,11.211
2022-08-03,11.262
2022-08-04,13.254
2022-08-05,12.604
2022-08-06,12.604
2022-08-07,12.604
2022-08-08,12.915
2022-08-09,12.491
2022-08-10,12.78
2022-08-11,13.071
2022-08-12,13.351
2022-08-13,13.351
2022-08-14,13.351
2022-08-15,13.23
2022-08-16,13.41
2022-08-17,12.285
2022-08-18,12.346
2022-08-19,11.848
2022-08-20,11.848
2022-08-21,11.848
2022-08-22,11.604
2022-08-23,11.639
2022-08-24,11.669
2022-08-25,11.845
2022-08-26,10.957
2022-08-27,10.957
2022-08-28,10.957
2022-08-29,11.012
2022-08-30,10.906
2022-08-31,10.701
2022-09-01,10.504
2022-09-02,10.566
2022-09-03,10.566
2022-09-04,10.566
2022-09-05,10.566
2022-09-06,10.385
2022-09-07,10.78
2022-09-08,10.779
2022-09-09,10.766
2022-09-10,10.766
2022-09-11,10.766
2022-09-12,10.917
2022-09-13,10.357
2022-09-14,10.142
2022-09-15,9.941
2022-09-16,10.128
2022-09-17,10.128
2022-09-18,10.128
2022-09-19,10.225
2022-09-20,9.965
2022-09-21,9.948
2022-09-22,9.452
2022-09-23,9.391
2022-09-24,9.391
2022-09-25,9.391
2022-09-26,9.072
2022-09-27,9.359
2022-09-28,9.935
2022-09-29,9.67
2022-09-30,9.605
2022-10-01,9.605
2022-10-02,9.605
2022-10-03,10.073
2022-10-04,10.678
2022-10-05,10.519
2022-10-06,10.623
2022-10-07,10.246
2022-10-08,10.246
2022-10-09,10.246
2022-10-10,10.375
2022-10-11,10.451
2022-10-12,10.154
2022-10-13,10.1
2022-10-14,9.357
2022-10-15,9.357
2022-10-16,9.357
2022-10-17,9.694
2022-10-18,10.064
2022-10-19,9.401
2022-10-20,9.209
2022-10-21,9.644
2022-10-22,9.644
2022-10-23,9.644
2022-10-24,9.51
2022-10-25,10.149
2022-10-26,9.94
2022-10-27,9.958
2022-10-28,10.268
2022-10-29,10.268
2022-10-30,10.268
2022-10-31,10.168
2022-11-01,9.785
2022-11-02,9.349
2022-11-03,9.023
2022-11-04,9.533
2022-11-05,9.533
2022-11-06,9.533
2022-11-07,9.448
2022-11-08,9.355
2022-11-09,9.323
2022-11-10,10.105
2022-11-11,10.125
2022-11-12,10.125
2022-11-13,10.125
2022-11-14,9.507
2022-11-15,9.836
2022-11-16,9.496
2022-11-17,9.449
2022-11-18,9.341
2022-11-19,9.341
2022-11-20,9.341
2022-11-21,9.25
2022-11-22,9.455
2022-11-23,9.684
2022-11-24,9.684
2022-11-25,9.759
2022-11-26,9.759
2022-11-27,9.759
2022-11-28,9.635
2022-11-29,9.886
2022-11-30,10.159
2022-12-01,10.512
2022-12-02,10.458
2022-12-03,10.458
2022-12-04,10.458
2022-12-05,10.289
2022-12-06,10.057
2022-12-07,10.357
2022-12-08,10.476
2022-12-09,10.471
2022-12-10,10.471
2022-12-11,10.471
2022-12-12,10.622
2022-12-13,11.015
2022-12-14,11.004
2022-12-15,11.201
2022-12-16,11.124
2022-12-17,11.124
2022-12-18,11.124
2022-12-19,10.986
2022-12-20,10.731
2022-12-21,10.863
2022-12-22,10.728
2022-12-23,10.767
2022-12-24,10.767
2022-12-25,10.767
2022-12-26,10.767
2022-12-27,10.723
2022-12-28,10.34
2022-12-29,10.723
2022-12-30,10.53
2022-12-31,10.53
2023-01-01,10.53
2023-01-02,10.53
2023-01-03,10.795
2023-01-04,11.151
2023-01-05,11.083
2023-01-06,11.405
2023-01-07,11.405
2023-01-08,11.405
2023-01-09,11.497
2023-01-10,11.325
2023-01-11,12.094
2023-01-12,12.149
2023-01-13,13.309
2023-01-14,13.309
2023-01-15,13.309
2023-01-16,13.309
2023-01-17,13.021
2023-01-18,13.288
2023-01-19,12.637
2023-01-20,13.182
2023-01-21,13.182
2023-01-22,13.182
2023-01-23,13.236
2023-01-24,13.435
2023-01-25,13.412
2023-01-26,13.9
2023-01-27,13.893
2023-01-28,13.893
2023-01-29,13.893
2023-01-30,13.34
2023-01-31,14.142
2023-02-01,14.421
2023-02-02,15.062
2023-02-03,14.808
2023-02-04,14.808
2023-02-05,14.808
2023-02-06,14.573
2023-02-07,14.548
2023-02-08,14.158
2023-02-09,13.995
2023-02-10,14.044
2023-02-11,14.044
2023-02-12,14.044
2023-02-13,14.607
2023-02-14,14.775
2023-02-15,14.855
2023-02-16,14.621
2023-02-17,14.34
2023-02-18,14.34
2023-02-19,14.34
2023-02-20,14.34
2023-02-21,13.385
2023-02-22,13.636
2023-02-23,13.969
2023-02-24,13.788
2023-02-25,13.788
2023-02-26,13.788
2023-02-27,14.15
2023-02-28,13.988
2023-03-01,14.287
2023-03-02,14.246
2023-03-03,14.649
2023-03-04,14.649
2023-03-05,14.649
2023-03-06,14.284
2023-03-07,13.925
2023-03-08,13.874
2023-03-09,13.876
2023-03-10,13.25
2023-03-11,13.25
2023-03-12,13.25
2023-03-13,13.268
2023-03-14,13.221
2023-03-15,12.906
2023-03-16,13.037
2023-03-17,12.717
2023-03-18,12.717
2023-03-19,12.717
2023-03-20,12.889
2023-03-21,13.33
2023-03-22,12.988
2023-03-23,12.991
2023-03-24,13.359
2023-03-25,13.359
2023-03-26,13.359
2023-03-27,13.264
2023-03-28,13.411
2023-03-29,13.58
2023-03-30,13.504
2023-03-31,13.981
2023-04-01,13.981
2023-04-02,13.981
2023-04-03,13.978
2023-04-04,13.43
2023-04-05,13.206
2023-04-06,13.103
2023-04-07,13.103
2023-04-08,13.103
2023-04-09,13.103
2023-04-10,13.235
2023-04-11,13.593
2023-04-12,13.563
2023-04-13,13.6
2023-04-14,13.632
2023-04-15,13.632
2023-04-16,13.632
2023-04-17,13.743
2023-04-18,14.479
2023-04-19,14.582
2023-04-20,14.844
2023-04-21,14.893
2023-04-22,14.893
2023-04-23,14.893
2023-04-24,15.011
2023-04-25,14.694
2023-04-26,14.424
2023-04-27,14.861
2023-04-28,15.143
2023-04-29,15.143
2023-04-30,15.143
2023-05-01,14.951
2023-05-02,14.753
2023-05-03,14.893
2023-05-04,13.431
2023-05-05,13.467
2023-05-06,13.467
2023-05-07,13.467
2023-05-08,13.01
2023-05-09,13.04
2023-05-10,12.967
2023-05-11,13.062
2023-05-12,12.899
2023-05-13,12.899
2023-05-14,12.899
2023-05-15,13.075
2023-05-16,12.884
2023-05-17,13.01
2023-05-18,13.071
2023-05-19,12.702
2023-05-20,12.702
2023-05-21,12.702
2023-05-22,12.535
2023-05-23,12.333
2023-05-24,12.244
2023-05-25,12.209
2023-05-26,12.201
2023-05-27,12.201
2023-05-28,12.201
2023-05-29,12.201
2023-05-30,12.182
2023-05-31,11.923
2023-06-01,12.138
2023-06-02,12.979
2023-06-03,12.979
2023-06-04,12.979
2023-06-05,12.779
2023-06-06,13.362
2023-06-07,13.7
2023-06-08,13.506
2023-06-09,13.243
2023-06-10,13.243
2023-06-11,13.243
2023-06-12,13.729
2023-06-13,13.733
2023-06-14,13.645
2023-06-15,14.487
2023-06-16,14.446
2023-06-17,14.446
2023-06-18,14.446
2023-06-19,14.446
2023-06-20,14.568
2023-06-21,14.738
2023-06-22,14.727
