,RS US Equity
2020-07-10,8.206
2020-07-11,8.206
2020-07-12,8.206
2020-07-13,8.206
2020-07-14,8.206
2020-07-15,8.206
2020-07-16,8.206
2020-07-17,8.206
2020-07-18,8.206
2020-07-19,8.206
2020-07-20,8.206
2020-07-21,8.206
2020-07-22,8.206
2020-07-23,8.206
2020-07-24,8.206
2020-07-25,8.206
2020-07-26,8.206
2020-07-27,8.206
2020-07-28,8.206
2020-07-29,8.206
2020-07-30,8.206
2020-07-31,8.206
2020-08-01,8.206
2020-08-02,8.206
2020-08-03,8.206
2020-08-04,8.206
2020-08-05,8.206
2020-08-06,8.206
2020-08-07,8.206
2020-08-08,8.206
2020-08-09,8.206
2020-08-10,8.206
2020-08-11,8.206
2020-08-12,8.206
2020-08-13,8.206
2020-08-14,8.206
2020-08-15,8.206
2020-08-16,8.206
2020-08-17,8.206
2020-08-18,8.206
2020-08-19,8.206
2020-08-20,8.206
2020-08-21,8.206
2020-08-22,8.206
2020-08-23,8.206
2020-08-24,8.206
2020-08-25,8.206
2020-08-26,8.206
2020-08-27,8.206
2020-08-28,8.206
2020-08-29,8.206
2020-08-30,8.206
2020-08-31,8.206
2020-09-01,8.206
2020-09-02,8.206
2020-09-03,8.206
2020-09-04,8.206
2020-09-05,8.206
2020-09-06,8.206
2020-09-07,8.206
2020-09-08,8.206
2020-09-09,8.206
2020-09-10,8.206
2020-09-11,8.206
2020-09-12,8.206
2020-09-13,8.206
2020-09-14,8.206
2020-09-15,8.206
2020-09-16,8.206
2020-09-17,8.206
2020-09-18,8.206
2020-09-19,8.206
2020-09-20,8.206
2020-09-21,8.206
2020-09-22,8.206
2020-09-23,8.206
2020-09-24,8.206
2020-09-25,8.206
2020-09-26,8.206
2020-09-27,8.206
2020-09-28,8.206
2020-09-29,8.206
2020-09-30,8.206
2020-10-01,8.206
2020-10-02,8.206
2020-10-03,8.206
2020-10-04,8.206
2020-10-05,8.206
2020-10-06,8.206
2020-10-07,8.206
2020-10-08,8.206
2020-10-09,8.206
2020-10-10,8.206
2020-10-11,8.206
2020-10-12,8.206
2020-10-13,8.206
2020-10-14,8.206
2020-10-15,8.206
2020-10-16,8.206
2020-10-17,8.206
2020-10-18,8.206
2020-10-19,8.206
2020-10-20,8.206
2020-10-21,8.206
2020-10-22,8.206
2020-10-23,8.206
2020-10-24,8.206
2020-10-25,8.206
2020-10-26,8.206
2020-10-27,8.206
2020-10-28,8.206
2020-10-29,8.206
2020-10-30,8.206
2020-10-31,8.206
2020-11-01,8.206
2020-11-02,8.206
2020-11-03,8.206
2020-11-04,8.206
2020-11-05,8.206
2020-11-06,8.206
2020-11-07,8.206
2020-11-08,8.206
2020-11-09,8.206
2020-11-10,8.206
2020-11-11,8.206
2020-11-12,8.206
2020-11-13,8.206
2020-11-14,8.206
2020-11-15,8.206
2020-11-16,8.206
2020-11-17,8.206
2020-11-18,8.206
2020-11-19,8.206
2020-11-20,8.206
2020-11-21,8.206
2020-11-22,8.206
2020-11-23,8.206
2020-11-24,8.206
2020-11-25,8.206
2020-11-26,8.206
2020-11-27,8.206
2020-11-28,8.206
2020-11-29,8.206
2020-11-30,8.206
2020-12-01,8.206
2020-12-02,8.206
2020-12-03,8.206
2020-12-04,8.206
2020-12-05,8.206
2020-12-06,8.206
2020-12-07,8.206
2020-12-08,8.206
2020-12-09,8.206
2020-12-10,8.206
2020-12-11,8.206
2020-12-12,8.206
2020-12-13,8.206
2020-12-14,8.206
2020-12-15,8.206
2020-12-16,8.206
2020-12-17,8.206
2020-12-18,8.206
2020-12-19,8.206
2020-12-20,8.206
2020-12-21,8.206
2020-12-22,8.206
2020-12-23,8.206
2020-12-24,8.206
2020-12-25,8.206
2020-12-26,8.206
2020-12-27,8.206
2020-12-28,8.206
2020-12-29,8.206
2020-12-30,8.206
2020-12-31,8.206
2021-01-01,8.206
2021-01-02,8.206
2021-01-03,8.206
2021-01-04,8.206
2021-01-05,8.206
2021-01-06,8.206
2021-01-07,8.206
2021-01-08,8.206
2021-01-09,8.206
2021-01-10,8.206
2021-01-11,8.206
2021-01-12,8.206
2021-01-13,8.206
2021-01-14,8.206
2021-01-15,8.206
2021-01-16,8.206
2021-01-17,8.206
2021-01-18,8.206
2021-01-19,8.206
2021-01-20,8.206
2021-01-21,8.206
2021-01-22,8.206
2021-01-23,8.206
2021-01-24,8.206
2021-01-25,8.206
2021-01-26,8.206
2021-01-27,8.206
2021-01-28,8.206
2021-01-29,8.206
2021-01-30,8.206
2021-01-31,8.206
2021-02-01,8.206
2021-02-02,8.206
2021-02-03,8.206
2021-02-04,8.206
2021-02-05,8.206
2021-02-06,8.206
2021-02-07,8.206
2021-02-08,8.206
2021-02-09,8.206
2021-02-10,8.206
2021-02-11,8.206
2021-02-12,8.206
2021-02-13,8.206
2021-02-14,8.206
2021-02-15,8.206
2021-02-16,8.206
2021-02-17,8.206
2021-02-18,8.206
2021-02-19,8.206
2021-02-20,8.206
2021-02-21,8.206
2021-02-22,8.206
2021-02-23,8.206
2021-02-24,8.206
2021-02-25,8.206
2021-02-26,8.206
2021-02-27,8.206
2021-02-28,8.206
2021-03-01,8.206
2021-03-02,8.206
2021-03-03,8.206
2021-03-04,8.206
2021-03-05,8.206
2021-03-06,8.206
2021-03-07,8.206
2021-03-08,8.206
2021-03-09,8.206
2021-03-10,8.206
2021-03-11,8.206
2021-03-12,8.206
2021-03-13,8.206
2021-03-14,8.206
2021-03-15,8.206
2021-03-16,8.206
2021-03-17,8.206
2021-03-18,8.206
2021-03-19,8.206
2021-03-20,8.206
2021-03-21,8.206
2021-03-22,8.206
2021-03-23,8.206
2021-03-24,8.206
2021-03-25,8.206
2021-03-26,8.206
2021-03-27,8.206
2021-03-28,8.206
2021-03-29,8.206
2021-03-30,8.206
2021-03-31,8.206
2021-04-01,8.206
2021-04-02,8.206
2021-04-03,8.206
2021-04-04,8.206
2021-04-05,8.206
2021-04-06,8.206
2021-04-07,8.206
2021-04-08,8.206
2021-04-09,8.206
2021-04-10,8.206
2021-04-11,8.206
2021-04-12,8.206
2021-04-13,8.206
2021-04-14,8.206
2021-04-15,8.206
2021-04-16,8.206
2021-04-17,8.206
2021-04-18,8.206
2021-04-19,8.206
2021-04-20,8.206
2021-04-21,8.206
2021-04-22,8.206
2021-04-23,8.206
2021-04-24,8.206
2021-04-25,8.206
2021-04-26,8.206
2021-04-27,8.206
2021-04-28,8.206
2021-04-29,8.206
2021-04-30,8.206
2021-05-01,8.206
2021-05-02,8.206
2021-05-03,8.206
2021-05-04,8.206
2021-05-05,8.206
2021-05-06,8.206
2021-05-07,8.206
2021-05-08,8.206
2021-05-09,8.206
2021-05-10,8.206
2021-05-11,8.206
2021-05-12,8.206
2021-05-13,8.206
2021-05-14,8.206
2021-05-15,8.206
2021-05-16,8.206
2021-05-17,8.206
2021-05-18,8.206
2021-05-19,8.206
2021-05-20,8.206
2021-05-21,8.206
2021-05-22,8.206
2021-05-23,8.206
2021-05-24,8.206
2021-05-25,8.206
2021-05-26,8.206
2021-05-27,8.206
2021-05-28,8.206
2021-05-29,8.206
2021-05-30,8.206
2021-05-31,8.206
2021-06-01,8.206
2021-06-02,8.206
2021-06-03,8.206
2021-06-04,8.206
2021-06-05,8.206
2021-06-06,8.206
2021-06-07,8.206
2021-06-08,8.206
2021-06-09,8.206
2021-06-10,8.206
2021-06-11,8.206
2021-06-12,8.206
2021-06-13,8.206
2021-06-14,8.206
2021-06-15,8.206
2021-06-16,8.206
2021-06-17,8.206
2021-06-18,8.206
2021-06-19,8.206
2021-06-20,8.206
2021-06-21,8.206
2021-06-22,8.206
2021-06-23,8.206
2021-06-24,8.206
2021-06-25,8.206
2021-06-26,8.206
2021-06-27,8.206
2021-06-28,8.206
2021-06-29,8.206
2021-06-30,12.239
2021-07-01,12.403
2021-07-02,12.364
2021-07-03,12.364
2021-07-04,12.364
2021-07-05,12.364
2021-07-06,12.08
2021-07-07,12.23
2021-07-08,12.037
2021-07-09,12.303
2021-07-10,12.303
2021-07-11,12.303
2021-07-12,12.389
2021-07-13,12.186
2021-07-14,12.16
2021-07-15,12.248
2021-07-16,12.04
2021-07-17,12.04
2021-07-18,12.04
2021-07-19,11.734
2021-07-20,12.066
2021-07-21,12.234
2021-07-22,12.165
2021-07-23,12.273
2021-07-24,12.273
2021-07-25,12.273
2021-07-26,12.621
2021-07-27,12.581
2021-07-28,12.601
2021-07-29,13.03
2021-07-30,12.9
2021-07-31,12.9
2021-08-01,12.9
2021-08-02,12.696
2021-08-03,12.923
2021-08-04,12.432
2021-08-05,12.345
2021-08-06,12.537
2021-08-07,12.537
2021-08-08,12.537
2021-08-09,12.585
2021-08-10,12.932
2021-08-11,13.133
2021-08-12,13.036
2021-08-13,12.954
2021-08-14,12.954
2021-08-15,12.954
2021-08-16,12.796
2021-08-17,12.578
2021-08-18,12.356
2021-08-19,12.344
2021-08-20,12.356
2021-08-21,12.356
2021-08-22,12.356
2021-08-23,12.546
2021-08-24,12.669
2021-08-25,12.598
2021-08-26,12.426
2021-08-27,12.713
2021-08-28,12.713
2021-08-29,12.713
2021-08-30,12.676
2021-08-31,12.46
2021-09-01,12.419
2021-09-02,12.426
2021-09-03,12.422
2021-09-04,12.422
2021-09-05,12.422
2021-09-06,12.422
2021-09-07,12.375
2021-09-08,12.294
2021-09-09,12.345
2021-09-10,12.34
2021-09-11,12.34
2021-09-12,12.34
2021-09-13,12.425
2021-09-14,12.218
2021-09-15,12.557
2021-09-16,12.25
2021-09-17,12.054
2021-09-18,12.054
2021-09-19,12.054
2021-09-20,11.801
2021-09-21,11.727
2021-09-22,12.021
2021-09-23,12.08
2021-09-24,11.953
2021-09-25,11.953
2021-09-26,11.953
2021-09-27,12.164
2021-09-28,12.208
2021-09-29,12.105
2021-09-30,11.915
2021-10-01,11.985
2021-10-02,11.985
2021-10-03,11.985
2021-10-04,11.961
2021-10-05,12.025
2021-10-06,11.811
2021-10-07,11.935
2021-10-08,11.851
2021-10-09,11.851
2021-10-10,11.851
2021-10-11,12.049
2021-10-12,12.054
2021-10-13,12.112
2021-10-14,12.236
2021-10-15,12.347
2021-10-16,12.347
2021-10-17,12.347
2021-10-18,12.429
2021-10-19,12.346
2021-10-20,12.496
2021-10-21,12.412
2021-10-22,12.49
2021-10-23,12.49
2021-10-24,12.49
2021-10-25,12.788
2021-10-26,12.644
2021-10-27,12.045
2021-10-28,12.071
2021-10-29,12.228
2021-10-30,12.228
2021-10-31,12.228
2021-11-01,11.346
2021-11-02,11.441
2021-11-03,9.496
2021-11-04,9.826
2021-11-05,9.977
2021-11-06,9.977
2021-11-07,9.977
2021-11-08,10.078
2021-11-09,10.141
2021-11-10,10.015
2021-11-11,10.168
2021-11-12,10.193
2021-11-13,10.193
2021-11-14,10.193
2021-11-15,10.085
2021-11-16,10.116
2021-11-17,9.731
2021-11-18,9.842
2021-11-19,9.923
2021-11-20,9.923
2021-11-21,9.923
2021-11-22,10.064
2021-11-23,10.063
2021-11-24,9.928
2021-11-25,9.928
2021-11-26,9.708
2021-11-27,9.708
2021-11-28,9.708
2021-11-29,9.624
2021-11-30,9.121
2021-12-01,9.172
2021-12-02,9.413
2021-12-03,9.29
2021-12-04,9.29
2021-12-05,9.29
2021-12-06,9.448
2021-12-07,9.644
2021-12-08,9.634
2021-12-09,9.626
2021-12-10,9.706
2021-12-11,9.706
2021-12-12,9.706
2021-12-13,10.351
2021-12-14,10.379
2021-12-15,10.276
2021-12-16,10.443
2021-12-17,10.533
2021-12-18,10.533
2021-12-19,10.533
2021-12-20,10.149
2021-12-21,10.28
2021-12-22,10.435
2021-12-23,10.495
2021-12-24,10.495
2021-12-25,10.495
2021-12-26,10.495
2021-12-27,10.659
2021-12-28,10.674
2021-12-29,10.755
2021-12-30,10.681
2021-12-31,10.73
2022-01-01,10.73
2022-01-02,10.73
2022-01-03,10.668
2022-01-04,10.819
2022-01-05,11.03
2022-01-06,10.946
2022-01-07,11.015
2022-01-08,11.015
2022-01-09,11.015
2022-01-10,10.742
2022-01-11,10.86
2022-01-12,11.094
2022-01-13,10.953
2022-01-14,11.002
2022-01-15,11.002
2022-01-16,11.002
2022-01-17,11.002
2022-01-18,10.841
2022-01-19,10.828
2022-01-20,10.632
2022-01-21,9.977
2022-01-22,9.977
2022-01-23,9.977
2022-01-24,10.068
2022-01-25,10.022
2022-01-26,9.86
2022-01-27,9.962
2022-01-28,10.027
2022-01-29,10.027
2022-01-30,10.027
2022-01-31,10.112
2022-02-01,10.481
2022-02-02,10.587
2022-02-03,10.567
2022-02-04,10.328
2022-02-05,10.328
2022-02-06,10.328
2022-02-07,10.189
2022-02-08,10.518
2022-02-09,10.792
2022-02-10,10.641
2022-02-11,10.641
2022-02-12,10.641
2022-02-13,10.641
2022-02-14,10.706
2022-02-15,11.027
2022-02-16,11.126
2022-02-17,11.682
2022-02-18,11.764
2022-02-19,11.764
2022-02-20,11.764
2022-02-21,11.764
2022-02-22,10.997
2022-02-23,10.872
2022-02-24,10.892
2022-02-25,11.549
2022-02-26,11.549
2022-02-27,11.549
2022-02-28,12.018
2022-03-01,11.786
2022-03-02,11.914
2022-03-03,11.965
2022-03-04,11.892
2022-03-05,11.892
2022-03-06,11.892
2022-03-07,11.629
2022-03-08,11.46
2022-03-09,11.901
2022-03-10,11.845
2022-03-11,11.842
2022-03-12,11.842
2022-03-13,11.842
2022-03-14,11.807
2022-03-15,11.933
2022-03-16,11.897
2022-03-17,11.995
2022-03-18,12.024
2022-03-19,12.024
2022-03-20,12.024
2022-03-21,10.827
2022-03-22,10.858
2022-03-23,10.806
2022-03-24,10.859
2022-03-25,10.839
2022-03-26,10.839
2022-03-27,10.839
2022-03-28,10.618
2022-03-29,10.301
2022-03-30,10.269
2022-03-31,10.195
2022-04-01,10.274
2022-04-02,10.274
2022-04-03,10.274
2022-04-04,10.131
2022-04-05,9.953
2022-04-06,9.944
2022-04-07,9.922
2022-04-08,9.973
2022-04-09,9.973
2022-04-10,9.973
2022-04-11,10.178
2022-04-12,10.251
2022-04-13,10.526
2022-04-14,10.632
2022-04-15,10.632
2022-04-16,10.632
2022-04-17,10.632
2022-04-18,10.648
2022-04-19,10.339
2022-04-20,10.449
2022-04-21,10.272
2022-04-22,10.033
2022-04-23,10.033
2022-04-24,10.033
2022-04-25,9.916
2022-04-26,9.727
2022-04-27,9.856
2022-04-28,10.344
2022-04-29,9.808
2022-04-30,9.808
2022-05-01,9.808
2022-05-02,9.787
2022-05-03,10.124
2022-05-04,10.461
2022-05-05,9.774
2022-05-06,9.756
2022-05-07,9.756
2022-05-08,9.756
2022-05-09,9.548
2022-05-10,9.397
2022-05-11,9.277
2022-05-12,9.264
2022-05-13,9.227
2022-05-14,9.227
2022-05-15,9.227
2022-05-16,9.178
2022-05-17,9.493
2022-05-18,9.025
2022-05-19,8.845
2022-05-20,8.829
2022-05-21,8.829
2022-05-22,8.829
2022-05-23,8.607
2022-05-24,8.554
2022-05-25,8.934
2022-05-26,9.563
2022-05-27,9.844
2022-05-28,9.844
2022-05-29,9.844
2022-05-30,9.844
2022-05-31,9.448
2022-06-01,9.496
2022-06-02,9.576
2022-06-03,9.405
2022-06-04,9.405
2022-06-05,9.405
2022-06-06,9.548
2022-06-07,9.75
2022-06-08,9.45
2022-06-09,9.145
2022-06-10,9.079
2022-06-11,9.079
2022-06-12,9.079
2022-06-13,8.686
2022-06-14,8.547
2022-06-15,8.737
2022-06-16,8.133
2022-06-17,8.267
2022-06-18,8.267
2022-06-19,8.267
2022-06-20,8.267
2022-06-21,7.972
2022-06-22,7.765
2022-06-23,7.645
2022-06-24,8.081
2022-06-25,8.081
2022-06-26,8.081
2022-06-27,8.12
2022-06-28,8.069
2022-06-29,7.977
2022-06-30,7.93
2022-07-01,7.986
2022-07-02,7.986
2022-07-03,7.986
2022-07-04,7.986
2022-07-05,7.924
2022-07-06,7.919
2022-07-07,8.138
2022-07-08,8.056
2022-07-09,8.056
2022-07-10,8.056
2022-07-11,8.087
2022-07-12,8.119
2022-07-13,8.235
2022-07-14,8.192
2022-07-15,8.189
2022-07-16,8.189
2022-07-17,8.189
2022-07-18,8.137
2022-07-19,8.375
2022-07-20,8.335
2022-07-21,8.523
2022-07-22,8.387
2022-07-23,8.387
2022-07-24,8.387
2022-07-25,8.594
2022-07-26,8.546
2022-07-27,8.701
2022-07-28,8.74
2022-07-29,8.924
2022-07-30,8.924
2022-07-31,8.924
2022-08-01,8.984
2022-08-02,8.762
2022-08-03,8.52
2022-08-04,8.724
2022-08-05,8.864
2022-08-06,8.864
2022-08-07,8.864
2022-08-08,8.831
2022-08-09,8.932
2022-08-10,9.114
2022-08-11,9.671
2022-08-12,9.826
2022-08-13,9.826
2022-08-14,9.826
2022-08-15,9.965
2022-08-16,10.035
2022-08-17,9.902
2022-08-18,9.961
2022-08-19,9.787
2022-08-20,9.787
2022-08-21,9.787
2022-08-22,9.614
2022-08-23,9.703
2022-08-24,9.7
2022-08-25,10.008
2022-08-26,9.936
2022-08-27,9.936
2022-08-28,9.936
2022-08-29,9.997
2022-08-30,9.678
2022-08-31,9.598
2022-09-01,9.356
2022-09-02,9.391
2022-09-03,9.391
2022-09-04,9.391
2022-09-05,9.391
2022-09-06,9.42
2022-09-07,9.616
2022-09-08,9.719
2022-09-09,10.068
2022-09-10,10.068
2022-09-11,10.068
2022-09-12,9.886
2022-09-13,9.603
2022-09-14,9.097
2022-09-15,9.098
2022-09-16,8.963
2022-09-17,8.963
2022-09-18,8.963
2022-09-19,9.275
2022-09-20,9.165
2022-09-21,9.084
2022-09-22,8.945
2022-09-23,8.734
2022-09-24,8.734
2022-09-25,8.734
2022-09-26,8.634
2022-09-27,8.817
2022-09-28,9.023
2022-09-29,8.907
2022-09-30,8.909
2022-10-01,8.909
2022-10-02,8.909
2022-10-03,9.301
2022-10-04,9.685
2022-10-05,9.602
2022-10-06,9.309
2022-10-07,9.124
2022-10-08,9.124
2022-10-09,9.124
2022-10-10,9.361
2022-10-11,9.376
2022-10-12,9.284
2022-10-13,9.573
2022-10-14,9.302
2022-10-15,9.302
2022-10-16,9.302
2022-10-17,9.39
2022-10-18,9.519
2022-10-19,9.316
2022-10-20,9.294
2022-10-21,9.589
2022-10-22,9.589
2022-10-23,9.589
2022-10-24,9.677
2022-10-25,9.83
2022-10-26,9.996
2022-10-27,10.073
2022-10-28,10.041
2022-10-29,10.041
2022-10-30,10.041
2022-10-31,10.139
2022-11-01,10.32
2022-11-02,10.011
2022-11-03,10.04
2022-11-04,10.196
2022-11-05,10.196
2022-11-06,10.196
2022-11-07,10.237
2022-11-08,10.355
2022-11-09,10.116
2022-11-10,10.44
2022-11-11,9.765
2022-11-12,9.765
2022-11-13,9.765
2022-11-14,10.129
2022-11-15,10.223
2022-11-16,10.2
2022-11-17,10.377
2022-11-18,10.409
2022-11-19,10.409
2022-11-20,10.409
2022-11-21,10.53
2022-11-22,10.936
2022-11-23,10.867
2022-11-24,10.867
2022-11-25,10.876
2022-11-26,10.876
2022-11-27,10.876
2022-11-28,10.677
2022-11-29,10.747
2022-11-30,10.852
2022-12-01,10.877
2022-12-02,10.95
2022-12-03,10.95
2022-12-04,10.95
2022-12-05,10.721
2022-12-06,10.708
2022-12-07,10.721
2022-12-08,10.737
2022-12-09,10.429
2022-12-10,10.429
2022-12-11,10.429
2022-12-12,10.514
2022-12-13,10.703
2022-12-14,10.669
2022-12-15,10.467
2022-12-16,10.519
2022-12-17,10.519
2022-12-18,10.519
2022-12-19,10.469
2022-12-20,10.6
2022-12-21,10.73
2022-12-22,10.608
2022-12-23,10.691
2022-12-24,10.691
2022-12-25,10.691
2022-12-26,10.691
2022-12-27,10.768
2022-12-28,10.543
2022-12-29,10.607
2022-12-30,10.586
2022-12-31,10.586
2023-01-01,10.586
2023-01-02,10.586
2023-01-03,10.531
2023-01-04,10.73
2023-01-05,10.823
2023-01-06,10.884
2023-01-07,10.884
2023-01-08,10.884
2023-01-09,10.756
2023-01-10,10.966
2023-01-11,10.989
2023-01-12,11.126
2023-01-13,11.315
2023-01-14,11.315
2023-01-15,11.315
2023-01-16,11.315
2023-01-17,11.03
2023-01-18,10.858
2023-01-19,10.92
2023-01-20,11.115
2023-01-21,11.115
2023-01-22,11.115
2023-01-23,11.148
2023-01-24,11.121
2023-01-25,11.382
2023-01-26,11.743
2023-01-27,11.683
2023-01-28,11.683
2023-01-29,11.683
2023-01-30,11.454
2023-01-31,11.722
2023-02-01,11.921
2023-02-02,12.121
2023-02-03,12.141
2023-02-04,12.141
2023-02-05,12.141
2023-02-06,12.035
2023-02-07,11.987
2023-02-08,11.922
2023-02-09,11.701
2023-02-10,11.753
2023-02-11,11.753
2023-02-12,11.753
2023-02-13,11.903
2023-02-14,12.073
2023-02-15,12.031
2023-02-16,12.255
2023-02-17,12.066
2023-02-18,12.066
2023-02-19,12.066
2023-02-20,12.066
2023-02-21,11.775
2023-02-22,11.904
2023-02-23,11.833
2023-02-24,11.929
2023-02-25,11.929
2023-02-26,11.929
2023-02-27,11.918
2023-02-28,12.063
2023-03-01,12.269
2023-03-02,12.62
2023-03-03,12.781
2023-03-04,12.781
2023-03-05,12.781
2023-03-06,12.507
2023-03-07,12.568
2023-03-08,12.592
2023-03-09,12.372
2023-03-10,11.993
2023-03-11,11.993
2023-03-12,11.993
2023-03-13,11.948
2023-03-14,12.082
2023-03-15,11.627
2023-03-16,11.817
2023-03-17,11.554
2023-03-18,11.554
2023-03-19,11.554
2023-03-20,11.853
2023-03-21,12.037
2023-03-22,11.892
2023-03-23,12.015
2023-03-24,12.115
2023-03-25,12.115
2023-03-26,12.115
2023-03-27,12.308
2023-03-28,12.256
2023-03-29,12.074
2023-03-30,11.999
2023-03-31,12.122
2023-04-01,12.122
2023-04-02,12.122
2023-04-03,12.126
2023-04-04,11.656
2023-04-05,11.556
2023-04-06,11.455
2023-04-07,11.455
2023-04-08,11.455
2023-04-09,11.455
2023-04-10,11.65
2023-04-11,11.812
2023-04-12,11.66
2023-04-13,11.592
2023-04-14,11.63
2023-04-15,11.63
2023-04-16,11.63
2023-04-17,11.74
2023-04-18,12.561
2023-04-19,12.308
2023-04-20,12.361
2023-04-21,12.366
2023-04-22,12.366
2023-04-23,12.366
2023-04-24,12.381
2023-04-25,11.925
2023-04-26,11.906
2023-04-27,12.814
2023-04-28,12.38
2023-04-29,12.38
2023-04-30,12.38
2023-05-01,12.257
2023-05-02,12.331
2023-05-03,12.269
2023-05-04,11.931
2023-05-05,12.128
2023-05-06,12.128
2023-05-07,12.128
2023-05-08,11.987
2023-05-09,12.109
2023-05-10,11.983
2023-05-11,12.561
2023-05-12,12.657
2023-05-13,12.657
2023-05-14,12.657
2023-05-15,12.68
2023-05-16,12.61
2023-05-17,12.783
2023-05-18,12.952
2023-05-19,12.805
2023-05-20,12.805
2023-05-21,12.805
2023-05-22,12.878
2023-05-23,12.796
2023-05-24,12.366
2023-05-25,12.474
2023-05-26,12.632
2023-05-27,12.632
2023-05-28,12.632
2023-05-29,12.632
2023-05-30,12.232
2023-05-31,11.929
2023-06-01,11.803
2023-06-02,12.289
2023-06-03,12.289
2023-06-04,12.289
2023-06-05,12.173
2023-06-06,12.463
2023-06-07,12.693
2023-06-08,12.601
2023-06-09,12.563
2023-06-10,12.563
2023-06-11,12.563
2023-06-12,12.81
2023-06-13,13.156
2023-06-14,12.969
2023-06-15,13.041
2023-06-16,13.05
2023-06-17,13.05
2023-06-18,13.05
2023-06-19,13.05
2023-06-20,12.864
2023-06-21,13.486
2023-06-22,13.474
2023-06-23,13.616
