,HLIO US Equity
2020-10-25,13.424
2020-10-26,13.33
2020-10-27,13.214
2020-10-28,12.627
2020-10-29,12.721
2020-10-30,12.73
2020-10-31,12.73
2020-11-01,12.73
2020-11-02,12.813
2020-11-03,13.166
2020-11-04,12.663
2020-11-05,13.137
2020-11-06,13.019
2020-11-07,13.019
2020-11-08,13.019
2020-11-09,14.022
2020-11-10,12.905
2020-11-11,12.912
2020-11-12,12.662
2020-11-13,12.538
2020-11-14,12.538
2020-11-15,12.538
2020-11-16,12.899
2020-11-17,12.835
2020-11-18,12.571
2020-11-19,12.708
2020-11-20,12.513
2020-11-21,12.513
2020-11-22,12.513
2020-11-23,12.788
2020-11-24,13.36
2020-11-25,13.111
2020-11-26,13.111
2020-11-27,12.881
2020-11-28,12.881
2020-11-29,12.881
2020-11-30,12.726
2020-12-01,12.69
2020-12-02,12.69
2020-12-03,12.731
2020-12-04,12.881
2020-12-05,12.881
2020-12-06,12.881
2020-12-07,12.814
2020-12-08,13.106
2020-12-09,13.442
2020-12-10,13.347
2020-12-11,13.582
2020-12-12,13.582
2020-12-13,13.582
2020-12-14,13.416
2020-12-15,13.957
2020-12-16,13.683
2020-12-17,13.721
2020-12-18,13.804
2020-12-19,13.804
2020-12-20,13.804
2020-12-21,13.641
2020-12-22,13.465
2020-12-23,13.532
2020-12-24,13.675
2020-12-25,13.675
2020-12-26,13.675
2020-12-27,13.675
2020-12-28,13.677
2020-12-29,13.524
2020-12-30,13.703
2020-12-31,13.812
2021-01-01,13.812
2021-01-02,13.812
2021-01-03,13.812
2021-01-04,13.48
2021-01-05,13.906
2021-01-06,14.9
2021-01-07,15.134
2021-01-08,14.934
2021-01-09,14.934
2021-01-10,14.934
2021-01-11,15.157
2021-01-12,15.453
2021-01-13,15.043
2021-01-14,15.354
2021-01-15,15.009
2021-01-16,15.009
2021-01-17,15.009
2021-01-18,15.009
2021-01-19,14.931
2021-01-20,14.988
2021-01-21,14.923
2021-01-22,15.188
2021-01-23,15.188
2021-01-24,15.188
2021-01-25,14.851
2021-01-26,14.799
2021-01-27,14.189
2021-01-28,14.287
2021-01-29,14.163
2021-01-30,14.163
2021-01-31,14.163
2021-02-01,14.49
2021-02-02,14.807
2021-02-03,14.897
2021-02-04,15.497
2021-02-05,15.627
2021-02-06,15.627
2021-02-07,15.627
2021-02-08,16.094
2021-02-09,16.094
2021-02-10,15.959
2021-02-11,15.663
2021-02-12,15.733
2021-02-13,15.733
2021-02-14,15.733
2021-02-15,15.733
2021-02-16,15.775
2021-02-17,15.939
2021-02-18,15.959
2021-02-19,16.349
2021-02-20,16.349
2021-02-21,16.349
2021-02-22,16.689
2021-02-23,16.959
2021-02-24,17.382
2021-02-25,17.029
2021-02-26,16.98
2021-02-27,16.98
2021-02-28,16.98
2021-03-01,17.538
2021-03-02,15.22
2021-03-03,15.327
2021-03-04,15.075
2021-03-05,15.497
2021-03-06,15.497
2021-03-07,15.497
2021-03-08,16.277
2021-03-09,16.248
2021-03-10,15.976
2021-03-11,16.195
2021-03-12,16.416
2021-03-13,16.416
2021-03-14,16.416
2021-03-15,16.074
2021-03-16,15.965
2021-03-17,16.264
2021-03-18,16.334
2021-03-19,16.399
2021-03-20,16.399
2021-03-21,16.399
2021-03-22,15.793
2021-03-23,15.322
2021-03-24,15.309
2021-03-25,15.702
2021-03-26,16.178
2021-03-27,16.178
2021-03-28,16.178
2021-03-29,15.753
2021-03-30,16.204
2021-03-31,16.107
2021-04-01,16.151
2021-04-02,16.151
2021-04-03,16.151
2021-04-04,16.151
2021-04-05,16.122
2021-04-06,15.892
2021-04-07,15.235
2021-04-08,15.407
2021-04-09,15.454
2021-04-10,15.454
2021-04-11,15.454
2021-04-12,15.489
2021-04-13,15.215
2021-04-14,15.412
2021-04-15,15.677
2021-04-16,15.611
2021-04-17,15.611
2021-04-18,15.611
2021-04-19,15.587
2021-04-20,15.372
2021-04-21,15.764
2021-04-22,15.596
2021-04-23,15.983
2021-04-24,15.983
2021-04-25,15.983
2021-04-26,16.063
2021-04-27,16.171
2021-04-28,16.085
2021-04-29,16.067
2021-04-30,15.996
2021-05-01,15.996
2021-05-02,15.996
2021-05-03,16.116
2021-05-04,16.288
2021-05-05,16.425
2021-05-06,16.529
2021-05-07,16.808
2021-05-08,16.808
2021-05-09,16.808
2021-05-10,16.691
2021-05-11,15.385
2021-05-12,15.074
2021-05-13,15.75
2021-05-14,15.973
2021-05-15,15.973
2021-05-16,15.973
2021-05-17,15.693
2021-05-18,15.192
2021-05-19,14.944
2021-05-20,14.284
2021-05-21,14.469
2021-05-22,14.469
2021-05-23,14.469
2021-05-24,14.546
2021-05-25,14.331
2021-05-26,14.455
2021-05-27,14.646
2021-05-28,14.424
2021-05-29,14.424
2021-05-30,14.424
2021-05-31,14.424
2021-06-01,14.648
2021-06-02,14.731
2021-06-03,14.958
2021-06-04,14.857
2021-06-05,14.857
2021-06-06,14.857
2021-06-07,14.981
2021-06-08,15.121
2021-06-09,14.845
2021-06-10,14.611
2021-06-11,14.749
2021-06-12,14.749
2021-06-13,14.749
2021-06-14,14.617
2021-06-15,15.023
2021-06-16,15.259
2021-06-17,14.824
2021-06-18,14.948
2021-06-19,14.948
2021-06-20,14.948
2021-06-21,15.498
2021-06-22,15.507
2021-06-23,15.409
2021-06-24,15.677
2021-06-25,15.399
2021-06-26,15.399
2021-06-27,15.399
2021-06-28,15.754
2021-06-29,15.929
2021-06-30,15.846
2021-07-01,15.894
2021-07-02,15.764
2021-07-03,15.764
2021-07-04,15.764
2021-07-05,15.764
2021-07-06,15.681
2021-07-07,15.982
2021-07-08,15.72
2021-07-09,16.016
2021-07-10,16.016
2021-07-11,16.016
2021-07-12,16.157
2021-07-13,15.86
2021-07-14,15.746
2021-07-15,15.65
2021-07-16,15.567
2021-07-17,15.567
2021-07-18,15.567
2021-07-19,15.124
2021-07-20,15.613
2021-07-21,15.97
2021-07-22,15.832
2021-07-23,16.229
2021-07-24,16.229
2021-07-25,16.229
2021-07-26,16.116
2021-07-27,16.218
2021-07-28,16.229
2021-07-29,16.695
2021-07-30,16.604
2021-07-31,16.604
2021-08-01,16.604
2021-08-02,16.469
2021-08-03,16.551
2021-08-04,16.553
2021-08-05,16.752
2021-08-06,16.814
2021-08-07,16.814
2021-08-08,16.814
2021-08-09,16.43
2021-08-10,15.398
2021-08-11,15.387
2021-08-12,15.138
2021-08-13,15.141
2021-08-14,15.141
2021-08-15,15.141
2021-08-16,15.13
2021-08-17,14.828
2021-08-18,14.581
2021-08-19,14.266
2021-08-20,14.282
2021-08-21,14.282
2021-08-22,14.282
2021-08-23,14.465
2021-08-24,14.503
2021-08-25,14.557
2021-08-26,14.237
2021-08-27,14.579
2021-08-28,14.579
2021-08-29,14.579
2021-08-30,14.769
2021-08-31,14.76
2021-09-01,15.1
2021-09-02,14.984
2021-09-03,15.308
2021-09-04,15.308
2021-09-05,15.308
2021-09-06,15.308
2021-09-07,15.123
2021-09-08,15.324
2021-09-09,15.371
2021-09-10,15.326
2021-09-11,15.326
2021-09-12,15.326
2021-09-13,15.443
2021-09-14,15.344
2021-09-15,15.564
2021-09-16,15.262
2021-09-17,15.621
2021-09-18,15.621
2021-09-19,15.621
2021-09-20,15.176
2021-09-21,15.396
2021-09-22,15.548
2021-09-23,15.908
2021-09-24,15.966
2021-09-25,15.966
2021-09-26,15.966
2021-09-27,16.288
2021-09-28,15.758
2021-09-29,15.467
2021-09-30,14.848
2021-10-01,14.895
2021-10-02,14.895
2021-10-03,14.895
2021-10-04,15.04
2021-10-05,15.661
2021-10-06,15.424
2021-10-07,15.911
2021-10-08,15.994
2021-10-09,15.994
2021-10-10,15.994
2021-10-11,16.192
2021-10-12,15.759
2021-10-13,15.535
2021-10-14,16.019
2021-10-15,15.932
2021-10-16,15.932
2021-10-17,15.932
2021-10-18,16.362
2021-10-19,16.571
2021-10-20,16.749
2021-10-21,16.96
2021-10-22,16.923
2021-10-23,16.923
2021-10-24,16.923
2021-10-25,17.0
2021-10-26,17.009
2021-10-27,16.753
2021-10-28,17.288
2021-10-29,17.145
2021-10-30,17.145
2021-10-31,17.145
2021-11-01,16.938
2021-11-02,16.928
2021-11-03,16.919
2021-11-04,17.105
2021-11-05,17.569
2021-11-06,17.569
2021-11-07,17.569
2021-11-08,19.64
2021-11-09,20.378
2021-11-10,20.854
2021-11-11,20.708
2021-11-12,20.235
2021-11-13,20.235
2021-11-14,20.235
2021-11-15,20.34
2021-11-16,20.689
2021-11-17,20.875
2021-11-18,21.5
2021-11-19,20.647
2021-11-20,20.647
2021-11-21,20.647
2021-11-22,20.472
2021-11-23,20.566
2021-11-24,20.378
2021-11-25,20.378
2021-11-26,19.329
2021-11-27,19.329
2021-11-28,19.329
2021-11-29,19.382
2021-11-30,18.892
2021-12-01,18.638
2021-12-02,18.629
2021-12-03,18.523
2021-12-04,18.523
2021-12-05,18.523
2021-12-06,18.755
2021-12-07,19.017
2021-12-08,18.979
2021-12-09,19.182
2021-12-10,19.075
2021-12-11,19.075
2021-12-12,19.075
2021-12-13,18.621
2021-12-14,18.256
2021-12-15,18.634
2021-12-16,18.156
2021-12-17,16.084
2021-12-18,16.084
2021-12-19,16.084
2021-12-20,15.789
2021-12-21,16.218
2021-12-22,16.839
2021-12-23,17.269
2021-12-24,17.269
2021-12-25,17.269
2021-12-26,17.269
2021-12-27,17.733
2021-12-28,17.224
2021-12-29,17.782
2021-12-30,17.558
2021-12-31,17.614
2022-01-01,17.614
2022-01-02,17.614
2022-01-03,17.213
2022-01-04,17.011
2022-01-05,16.569
2022-01-06,16.686
2022-01-07,16.368
2022-01-08,16.368
2022-01-09,16.368
2022-01-10,16.173
2022-01-11,16.001
2022-01-12,15.637
2022-01-13,15.722
2022-01-14,14.752
2022-01-15,14.752
2022-01-16,14.752
2022-01-17,14.752
2022-01-18,14.319
2022-01-19,13.741
2022-01-20,13.246
2022-01-21,13.134
2022-01-22,13.134
2022-01-23,13.134
2022-01-24,13.663
2022-01-25,12.921
2022-01-26,12.744
2022-01-27,12.218
2022-01-28,12.859
2022-01-29,12.859
2022-01-30,12.859
2022-01-31,12.78
2022-02-01,12.854
2022-02-02,12.856
2022-02-03,12.297
2022-02-04,12.298
2022-02-05,12.298
2022-02-06,12.298
2022-02-07,12.854
2022-02-08,13.222
2022-02-09,13.349
2022-02-10,13.059
2022-02-11,12.801
2022-02-12,12.801
2022-02-13,12.801
2022-02-14,12.745
2022-02-15,13.124
2022-02-16,13.014
2022-02-17,12.449
2022-02-18,12.58
2022-02-19,12.58
2022-02-20,12.58
2022-02-21,12.58
2022-02-22,12.429
2022-02-23,12.268
2022-02-24,12.445
2022-02-25,12.759
2022-02-26,12.759
2022-02-27,12.759
2022-02-28,13.077
2022-03-01,12.802
2022-03-02,13.157
2022-03-03,13.118
2022-03-04,12.837
2022-03-05,12.837
2022-03-06,12.837
2022-03-07,12.683
2022-03-08,12.397
2022-03-09,12.639
2022-03-10,12.385
2022-03-11,12.378
2022-03-12,12.378
2022-03-13,12.378
2022-03-14,12.826
2022-03-15,12.726
2022-03-16,13.015
2022-03-17,13.323
2022-03-18,13.491
2022-03-19,13.491
2022-03-20,13.491
2022-03-21,13.365
2022-03-22,14.2
2022-03-23,13.777
2022-03-24,13.954
2022-03-25,13.416
2022-03-26,13.416
2022-03-27,13.416
2022-03-28,13.208
2022-03-29,13.791
2022-03-30,13.663
2022-03-31,14.05
2022-04-01,13.787
2022-04-02,13.787
2022-04-03,13.787
2022-04-04,13.519
2022-04-05,13.319
2022-04-06,13.148
2022-04-07,13.233
2022-04-08,13.179
2022-04-09,13.179
2022-04-10,13.179
2022-04-11,13.041
2022-04-12,12.932
2022-04-13,13.204
2022-04-14,13.023
2022-04-15,13.023
2022-04-16,13.023
2022-04-17,13.023
2022-04-18,12.729
2022-04-19,13.093
2022-04-20,13.055
2022-04-21,12.878
2022-04-22,12.63
2022-04-23,12.63
2022-04-24,12.63
2022-04-25,12.734
2022-04-26,12.035
2022-04-27,11.994
2022-04-28,12.059
2022-04-29,11.775
2022-04-30,11.775
2022-05-01,11.775
2022-05-02,12.166
2022-05-03,12.15
2022-05-04,12.641
2022-05-05,12.098
2022-05-06,12.038
2022-05-07,12.038
2022-05-08,12.038
2022-05-09,11.78
2022-05-10,11.51
2022-05-11,11.22
2022-05-12,11.563
2022-05-13,11.63
2022-05-14,11.63
2022-05-15,11.63
2022-05-16,11.539
2022-05-17,11.819
2022-05-18,11.316
2022-05-19,11.242
2022-05-20,11.213
2022-05-21,11.213
2022-05-22,11.213
2022-05-23,11.239
2022-05-24,11.105
2022-05-25,11.235
2022-05-26,11.544
2022-05-27,11.766
2022-05-28,11.766
2022-05-29,11.766
2022-05-30,11.766
2022-05-31,11.783
2022-06-01,11.969
2022-06-02,12.503
2022-06-03,12.441
2022-06-04,12.441
2022-06-05,12.441
2022-06-06,12.519
2022-06-07,12.536
2022-06-08,12.486
2022-06-09,12.279
2022-06-10,12.09
2022-06-11,12.09
2022-06-12,12.09
2022-06-13,11.754
2022-06-14,11.609
2022-06-15,11.714
2022-06-16,10.683
2022-06-17,10.839
2022-06-18,10.839
2022-06-19,10.839
2022-06-20,10.839
2022-06-21,10.691
2022-06-22,10.714
2022-06-23,10.86
2022-06-24,11.423
2022-06-25,11.423
2022-06-26,11.423
2022-06-27,11.401
2022-06-28,11.287
2022-06-29,11.268
2022-06-30,11.409
2022-07-01,11.178
2022-07-02,11.178
2022-07-03,11.178
2022-07-04,11.178
2022-07-05,10.977
2022-07-06,10.918
2022-07-07,11.194
2022-07-08,11.023
2022-07-09,11.023
2022-07-10,11.023
2022-07-11,10.877
2022-07-12,10.694
2022-07-13,13.91
2022-07-14,13.702
2022-07-15,13.89
2022-07-16,13.89
2022-07-17,13.89
2022-07-18,13.587
2022-07-19,14.05
2022-07-20,14.142
2022-07-21,14.366
2022-07-22,14.209
2022-07-23,14.209
2022-07-24,14.209
2022-07-25,14.36
2022-07-26,14.501
2022-07-27,14.84
2022-07-28,15.051
2022-07-29,15.456
2022-07-30,15.456
2022-07-31,15.456
2022-08-01,15.384
2022-08-02,15.184
2022-08-03,15.312
2022-08-04,15.669
2022-08-05,15.631
2022-08-06,15.631
2022-08-07,15.631
2022-08-08,15.783
2022-08-09,14.491
2022-08-10,15.635
2022-08-11,15.787
2022-08-12,16.569
2022-08-13,16.569
2022-08-14,16.569
2022-08-15,16.592
2022-08-16,16.374
2022-08-17,15.782
2022-08-18,15.87
2022-08-19,15.581
2022-08-20,15.581
2022-08-21,15.581
2022-08-22,14.836
2022-08-23,14.718
2022-08-24,14.524
2022-08-25,14.716
2022-08-26,13.929
2022-08-27,13.929
2022-08-28,13.929
2022-08-29,13.602
2022-08-30,13.296
2022-08-31,12.943
2022-09-01,12.877
2022-09-02,12.77
2022-09-03,12.77
2022-09-04,12.77
2022-09-05,12.77
2022-09-06,13.04
2022-09-07,13.284
2022-09-08,13.265
2022-09-09,13.384
2022-09-10,13.384
2022-09-11,13.384
2022-09-12,13.422
2022-09-13,12.727
2022-09-14,12.178
2022-09-15,12.209
2022-09-16,12.076
2022-09-17,12.076
2022-09-18,12.076
2022-09-19,12.457
2022-09-20,12.363
2022-09-21,12.116
2022-09-22,11.903
2022-09-23,11.69
2022-09-24,11.69
2022-09-25,11.69
2022-09-26,11.723
2022-09-27,11.803
2022-09-28,12.085
2022-09-29,12.152
2022-09-30,11.991
2022-10-01,11.991
2022-10-02,11.991
2022-10-03,12.258
2022-10-04,12.671
2022-10-05,12.657
2022-10-06,13.232
2022-10-07,12.691
2022-10-08,12.691
2022-10-09,12.691
2022-10-10,12.701
2022-10-11,12.963
2022-10-12,12.858
2022-10-13,13.265
2022-10-14,12.963
2022-10-15,12.963
2022-10-16,12.963
2022-10-17,13.724
2022-10-18,14.026
2022-10-19,13.804
2022-10-20,13.185
2022-10-21,13.656
2022-10-22,13.656
2022-10-23,13.656
2022-10-24,13.698
2022-10-25,14.006
2022-10-26,14.213
2022-10-27,14.363
2022-10-28,14.697
2022-10-29,14.697
2022-10-30,14.697
2022-10-31,14.671
2022-11-01,14.723
2022-11-02,14.451
2022-11-03,14.233
2022-11-04,14.725
2022-11-05,14.725
2022-11-06,14.725
2022-11-07,14.474
2022-11-08,14.48
2022-11-09,14.569
2022-11-10,15.524
2022-11-11,15.402
2022-11-12,15.402
2022-11-13,15.402
2022-11-14,15.464
2022-11-15,15.615
2022-11-16,15.353
2022-11-17,15.778
2022-11-18,16.625
2022-11-19,16.625
2022-11-20,16.625
2022-11-21,16.3
2022-11-22,15.961
2022-11-23,15.921
2022-11-24,15.921
2022-11-25,15.921
2022-11-26,15.921
2022-11-27,15.921
2022-11-28,15.476
2022-11-29,14.925
2022-11-30,15.045
2022-12-01,15.296
2022-12-02,15.299
2022-12-03,15.299
2022-12-04,15.299
2022-12-05,15.373
2022-12-06,15.188
2022-12-07,15.265
2022-12-08,15.402
2022-12-09,15.359
2022-12-10,15.359
2022-12-11,15.359
2022-12-12,15.379
2022-12-13,15.847
2022-12-14,15.416
2022-12-15,14.791
2022-12-16,14.82
2022-12-17,14.82
2022-12-18,14.82
2022-12-19,14.775
2022-12-20,15.186
2022-12-21,15.652
2022-12-22,15.267
2022-12-23,15.408
2022-12-24,15.408
2022-12-25,15.408
2022-12-26,15.408
2022-12-27,15.298
2022-12-28,14.885
2022-12-29,15.607
2022-12-30,15.309
2022-12-31,15.309
2023-01-01,15.309
2023-01-02,15.309
2023-01-03,15.301
2023-01-04,15.664
2023-01-05,15.664
2023-01-06,15.994
2023-01-07,15.994
2023-01-08,15.994
2023-01-09,16.064
2023-01-10,15.994
2023-01-11,16.447
2023-01-12,16.811
2023-01-13,16.926
2023-01-14,16.926
2023-01-15,16.926
2023-01-16,16.926
2023-01-17,13.904
2023-01-18,13.216
2023-01-19,13.552
2023-01-20,14.148
2023-01-21,14.148
2023-01-22,14.148
2023-01-23,14.522
2023-01-24,14.656
2023-01-25,14.627
2023-01-26,14.883
2023-01-27,14.831
2023-01-28,14.831
2023-01-29,14.831
2023-01-30,14.739
2023-01-31,14.789
2023-02-01,15.479
2023-02-02,15.577
2023-02-03,15.6
2023-02-04,15.6
2023-02-05,15.6
2023-02-06,15.353
2023-02-07,15.344
2023-02-08,14.946
2023-02-09,14.724
2023-02-10,14.941
2023-02-11,14.941
2023-02-12,14.941
2023-02-13,14.999
2023-02-14,14.887
2023-02-15,15.317
2023-02-16,14.86
2023-02-17,15.371
2023-02-18,15.371
2023-02-19,15.371
2023-02-20,15.371
2023-02-21,14.625
2023-02-22,14.746
2023-02-23,14.811
2023-02-24,14.789
2023-02-25,14.789
2023-02-26,14.789
2023-02-27,16.225
2023-02-28,15.558
2023-03-01,16.08
2023-03-02,16.208
2023-03-03,16.615
2023-03-04,16.615
2023-03-05,16.615
2023-03-06,16.319
2023-03-07,16.263
2023-03-08,15.985
2023-03-09,15.747
2023-03-10,15.273
2023-03-11,15.273
2023-03-12,15.273
2023-03-13,15.154
2023-03-14,15.655
2023-03-15,15.228
2023-03-16,15.432
2023-03-17,14.885
2023-03-18,14.885
2023-03-19,14.885
2023-03-20,14.881
2023-03-21,14.986
2023-03-22,14.692
2023-03-23,14.575
2023-03-24,14.525
2023-03-25,14.525
2023-03-26,14.525
2023-03-27,14.653
2023-03-28,14.899
2023-03-29,14.865
2023-03-30,14.849
2023-03-31,14.778
2023-04-01,14.778
2023-04-02,14.778
2023-04-03,14.721
2023-04-04,13.979
2023-04-05,13.712
2023-04-06,13.477
2023-04-07,13.477
2023-04-08,13.477
2023-04-09,13.477
2023-04-10,13.576
2023-04-11,13.728
2023-04-12,13.66
2023-04-13,13.832
2023-04-14,13.674
2023-04-15,13.674
2023-04-16,13.674
2023-04-17,13.527
2023-04-18,13.643
2023-04-19,13.595
2023-04-20,13.529
2023-04-21,13.571
2023-04-22,13.571
2023-04-23,13.571
2023-04-24,13.577
2023-04-25,13.188
2023-04-26,12.924
2023-04-27,13.212
2023-04-28,13.225
2023-04-29,13.225
2023-04-30,13.225
2023-05-01,13.403
2023-05-02,13.414
2023-05-03,13.509
2023-05-04,13.368
2023-05-05,13.619
2023-05-06,13.619
2023-05-07,13.619
2023-05-08,13.617
2023-05-09,13.179
2023-05-10,12.545
2023-05-11,12.691
2023-05-12,12.589
2023-05-13,12.589
2023-05-14,12.589
2023-05-15,12.689
2023-05-16,12.3
2023-05-17,12.284
2023-05-18,12.205
2023-05-19,12.263
2023-05-20,12.263
2023-05-21,12.263
2023-05-22,12.267
2023-05-23,12.179
2023-05-24,11.781
2023-05-25,11.665
2023-05-26,11.911
2023-05-27,11.911
2023-05-28,11.911
2023-05-29,11.911
2023-05-30,11.596
2023-05-31,11.45
2023-06-01,11.953
2023-06-02,12.886
2023-06-03,12.886
2023-06-04,12.886
2023-06-05,12.858
2023-06-06,13.497
2023-06-07,14.05
2023-06-08,14.456
2023-06-09,14.446
2023-06-10,14.446
2023-06-11,14.446
2023-06-12,14.592
2023-06-13,14.944
2023-06-14,14.757
2023-06-15,14.625
2023-06-16,14.571
2023-06-17,14.571
2023-06-18,14.571
2023-06-19,14.571
2023-06-20,14.636
2023-06-21,14.754
2023-06-22,14.632
2023-06-23,14.509
2023-06-24,14.509
2023-06-25,14.509
2023-06-26,14.629
2023-06-27,14.782
2023-06-28,14.801
2023-06-29,15.109
2023-06-30,15.303
2023-07-01,15.303
2023-07-02,15.303
2023-07-03,15.078
2023-07-04,15.078
2023-07-05,14.791
2023-07-06,14.765
2023-07-07,14.774
2023-07-08,14.774
2023-07-09,14.774
2023-07-10,15.062
2023-07-11,15.245
2023-07-12,15.56
2023-07-13,15.354
2023-07-14,15.004
2023-07-15,15.004
2023-07-16,15.004
2023-07-17,15.084
2023-07-18,15.072
2023-07-19,14.979
2023-07-20,14.862
2023-07-21,14.25
2023-07-22,14.25
2023-07-23,14.25
2023-07-24,14.412
2023-07-25,14.626
2023-07-26,14.496
2023-07-27,14.507
2023-07-28,14.519
2023-07-29,14.519
2023-07-30,14.519
2023-07-31,14.757
2023-08-01,14.895
2023-08-02,14.827
2023-08-03,14.741
2023-08-04,14.591
2023-08-05,14.591
2023-08-06,14.591
2023-08-07,14.52
2023-08-08,13.431
2023-08-09,14.371
2023-08-10,14.666
2023-08-11,14.856
2023-08-12,14.856
2023-08-13,14.856
2023-08-14,14.994
2023-08-15,14.894
