,HLIO US Equity
2023-08-16,14.715
2023-08-17,14.604
2023-08-18,14.702
2023-08-19,14.702
2023-08-20,14.702
2023-08-21,14.725
2023-08-22,14.828
2023-08-23,14.699
2023-08-24,14.594
2023-08-25,14.633
2023-08-26,14.633
2023-08-27,14.633
2023-08-28,14.848
2023-08-29,14.779
2023-08-30,14.84
2023-08-31,14.851
2023-09-01,15.195
2023-09-02,15.195
2023-09-03,15.195
2023-09-04,15.195
2023-09-05,14.93
2023-09-06,14.91
2023-09-07,14.602
2023-09-08,14.787
2023-09-09,14.787
2023-09-10,14.787
2023-09-11,14.599
2023-09-12,14.486
2023-09-13,14.276
2023-09-14,14.54
2023-09-15,14.407
2023-09-16,14.407
2023-09-17,14.407
2023-09-18,14.381
2023-09-19,14.368
2023-09-20,14.117
2023-09-21,13.83
2023-09-22,13.706
2023-09-23,13.706
2023-09-24,13.706
2023-09-25,13.907
2023-09-26,13.855
2023-09-27,14.048
2023-09-28,14.163
2023-09-29,14.235
2023-09-30,14.235
2023-10-01,14.235
2023-10-02,14.102
2023-10-03,13.809
2023-10-04,13.876
2023-10-05,13.914
2023-10-06,13.953
2023-10-07,13.953
2023-10-08,13.953
2023-10-09,14.069
2023-10-10,14.205
2023-10-11,14.369
2023-10-12,14.226
2023-10-13,13.818
2023-10-14,13.818
2023-10-15,13.818
2023-10-16,15.291
2023-10-17,15.612
2023-10-18,15.05
2023-10-19,14.733
2023-10-20,14.73
2023-10-21,14.73
2023-10-22,14.73
2023-10-23,14.536
2023-10-24,14.896
2023-10-25,14.425
2023-10-26,14.727
2023-10-27,14.491
2023-10-28,14.491
2023-10-29,14.491
2023-10-30,14.499
2023-10-31,14.759
2023-11-01,14.55
2023-11-02,15.404
2023-11-03,14.659
2023-11-04,14.659
2023-11-05,14.659
2023-11-06,18.068
2023-11-07,17.29
2023-11-08,17.152
2023-11-09,17.176
2023-11-10,16.773
2023-11-11,16.773
2023-11-12,16.773
2023-11-13,15.886
2023-11-14,17.046
2023-11-15,16.182
2023-11-16,16.087
2023-11-17,16.174
2023-11-18,16.174
2023-11-19,16.174
2023-11-20,15.64
2023-11-21,15.098
2023-11-22,14.984
2023-11-23,14.984
2023-11-24,15.071
2023-11-25,15.071
2023-11-26,15.071
2023-11-27,14.776
2023-11-28,14.507
2023-11-29,14.419
2023-11-30,14.544
2023-12-01,15.094
2023-12-02,15.094
2023-12-03,15.094
2023-12-04,15.427
2023-12-05,14.995
2023-12-06,14.942
2023-12-07,15.246
2023-12-08,15.086
2023-12-09,15.086
2023-12-10,15.086
2023-12-11,15.355
2023-12-12,15.419
2023-12-13,16.089
2023-12-14,16.982
2023-12-15,17.307
2023-12-16,17.307
2023-12-17,17.307
2023-12-18,17.16
2023-12-19,17.421
2023-12-20,16.857
2023-12-21,16.861
2023-12-22,16.989
2023-12-23,16.989
2023-12-24,16.989
2023-12-25,16.989
2023-12-26,16.963
2023-12-27,17.023
2023-12-28,16.925
2023-12-29,17.16
2023-12-30,17.16
2023-12-31,17.16
2024-01-01,17.16
2024-01-02,16.906
2024-01-03,16.178
2024-01-04,16.027
2024-01-05,16.057
2024-01-06,16.057
2024-01-07,16.057
2024-01-08,16.038
2024-01-09,15.742
2024-01-10,15.625
2024-01-11,16.209
2024-01-12,16.136
2024-01-13,16.136
2024-01-14,16.136
2024-01-15,16.136
2024-01-16,15.724
2024-01-17,15.728
2024-01-18,15.997
2024-01-19,16.112
2024-01-20,16.112
2024-01-21,16.112
2024-01-22,16.53
2024-01-23,16.4
2024-01-24,16.377
2024-01-25,16.522
2024-01-26,16.404
2024-01-27,16.404
2024-01-28,16.404
2024-01-29,16.798
2024-01-30,16.492
2024-01-31,15.788
2024-02-01,15.822
2024-02-02,15.81
2024-02-03,15.81
2024-02-04,15.81
2024-02-05,15.436
2024-02-06,15.757
2024-02-07,15.979
2024-02-08,15.554
2024-02-09,16.212
2024-02-10,16.212
2024-02-11,16.212
2024-02-12,16.166
2024-02-13,15.458
2024-02-14,15.627
2024-02-15,16.668
2024-02-16,17.199
2024-02-17,17.199
2024-02-18,17.199
2024-02-19,17.199
2024-02-20,16.863
2024-02-21,17.058
2024-02-22,16.878
2024-02-23,16.771
2024-02-24,16.771
2024-02-25,16.771
2024-02-26,17.237
2024-02-27,18.672
2024-02-28,17.868
2024-02-29,17.881
2024-03-01,17.678
2024-03-02,17.678
2024-03-03,17.678
2024-03-04,17.496
2024-03-05,17.443
2024-03-06,17.666
2024-03-07,17.954
2024-03-08,18.29
2024-03-09,18.29
2024-03-10,18.29
2024-03-11,17.816
2024-03-12,17.796
2024-03-13,17.69
2024-03-14,17.225
2024-03-15,17.103
2024-03-16,17.103
2024-03-17,17.103
2024-03-18,17.411
2024-03-19,17.787
2024-03-20,17.929
2024-03-21,17.856
2024-03-22,17.516
2024-03-23,17.516
2024-03-24,17.516
2024-03-25,16.896
2024-03-26,17.204
2024-03-27,17.354
2024-03-28,18.099
2024-03-29,18.099
2024-03-30,18.099
2024-03-31,18.099
2024-04-01,17.84
2024-04-02,17.468
2024-04-03,17.573
2024-04-04,18.036
2024-04-05,18.044
2024-04-06,18.044
2024-04-07,18.044
2024-04-08,18.239
